"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-10-18","   .00 %","   .00 %","   .00 %","   .00 %","  5.96 %","  1.48 %","   .61 %","   .91 %","   .00 %","   .00 %","   .00 %","  2.37 %","  2.22 %",""
"2020-10-19","   .00 %","  3.33 %","   .00 %","   .00 %","  5.16 %","  1.65 %","   .76 %","   .91 %","   .00 %","   .00 %","   .00 %","  1.82 %","  2.22 %",""
"2020-10-20","  2.50 %","  3.33 %","   .00 %","   .00 %","  4.96 %","  1.82 %","   .76 %","  1.78 %","   .00 %","   .00 %","   .00 %","  1.29 %","  2.22 %",""
"2020-10-21","  2.50 %","  3.33 %","   .00 %","  4.00 %","  4.48 %","  1.99 %","   .90 %","  4.28 %","   .00 %","   .00 %","   .00 %","  1.03 %","   .00 %",""
"2020-10-22","  2.50 %","  3.33 %","   .00 %","  4.00 %","   .88 %","   .68 %","  1.19 %","  3.37 %","   .00 %","   .00 %","   .00 %","   .24 %","   .00 %",""
"2020-10-23","  2.50 %","  6.19 %","   .00 %","  4.00 %","  1.02 %","   .68 %","  1.18 %","  4.11 %","   .00 %","   .00 %","   .00 %","   .73 %","   .00 %",""
"2020-10-25","","  2.86 %","   .00 %","  4.00 %","  1.09 %","   .51 %","  1.17 %","  4.11 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %",""
"2020-10-26","  2.50 %","  5.36 %","   .00 %","  4.00 %","   .92 %","   .34 %","  1.17 %","  3.24 %","   .00 %","   .00 %","   .00 %","  1.66 %","   .00 %",""
"2020-10-27","   .00 %","  5.36 %","   .00 %","   .00 %","   .88 %","   .17 %","   .72 %","   .74 %","   .00 %","   .00 %","   .00 %","  2.11 %","   .00 %",""
"2020-10-28","   .00 %","  5.36 %","   .00 %","   .00 %","   .80 %","   .00 %","   .43 %","   .74 %","   .00 %","   .00 %","   .00 %","  1.86 %","   .00 %",""
"2020-10-29","   .00 %","  2.50 %","   .00 %","   .00 %","   .58 %","   .00 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.38 %","   .00 %",""
"2020-10-30","   .00 %","  2.50 %","   .00 %","   .00 %","   .47 %","   .00 %","   .14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .68 %","   .00 %",""
"2020-10-31","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .00 %","   .42 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .45 %","   .00 %",""
"2020-11-01","  2.22 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","   .42 %","   .71 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-02","  2.22 %","   .00 %","   .00 %","   .00 %","   .49 %","   .17 %","   .28 %","   .71 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-03","  2.22 %","   .00 %","   .00 %","   .00 %","   .56 %","   .33 %","   .28 %","   .71 %","  4.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-04","  2.22 %","   .00 %","   .00 %","   .00 %","   .56 %","   .50 %","   .42 %","  1.40 %","  4.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %",""
"2020-11-05","  2.22 %","   .00 %","   .00 %","   .00 %","   .38 %","   .50 %","   .27 %","   .74 %","  6.67 %"," 16.67 %","   .00 %","   .44 %","   .00 %",""
"2020-11-06","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .66 %","   .41 %","   .02 %","  9.17 %"," 21.67 %","   .00 %","   .44 %","   .00 %",""
"2020-11-07","   .00 %","   .00 %"," -6.67 %","   .00 %","   .41 %","   .49 %","   .82 %","   .02 %","  9.17 %"," 25.67 %","   .00 %","   .65 %","  2.00 %",""
"2020-11-08","  2.00 %","   .00 %"," -6.67 %","   .00 %","   .34 %","   .33 %","   .82 %","   .02 %",""," 15.67 %","   .00 %","   .87 %","  2.00 %",""
"2020-11-09","  2.00 %","  2.22 %","  3.33 %","","   .55 %","   .16 %","   .68 %","  -.67 %","  9.17 %"," 15.67 %","   .00 %","   .87 %","  2.00 %",""
"2020-11-10","  2.00 %","  2.22 %","  3.33 %","   .00 %","   .54 %","   .16 %","   .54 %","   .00 %"," 11.39 %","  9.00 %","   .00 %","   .43 %","  2.00 %",""
"2020-11-11","  2.00 %","  2.22 %"," 10.00 %","   .00 %","   .51 %","   .00 %","   .41 %","  2.76 %","  4.72 %","  4.00 %","   .00 %","   .43 %","  2.00 %",""
"2020-11-12","  3.82 %","  2.22 %"," 16.67 %","   .00 %","   .57 %","   .16 %","   .13 %","  2.76 %","  2.22 %","   .00 %","   .00 %","   .21 %","   .00 %",""
"2020-11-15","  1.82 %","  2.22 %"," 16.67 %","","   .61 %","   .48 %","   .13 %","  2.76 %","  2.22 %","   .00 %","  5.00 %","   .21 %","   .00 %",""
"2020-11-16","  1.82 %","   .00 %","  6.67 %","   .00 %","   .40 %","   .64 %","   .53 %","  3.36 %","  2.22 %","  3.33 %","  5.00 %","   .42 %","   .00 %",""
"2020-11-17","  1.82 %","   .00 %","  6.67 %","   .00 %","   .33 %","   .64 %","   .53 %","  3.95 %","   .00 %","  3.33 %","  5.00 %","   .42 %","   .00 %",""
"2020-11-18","  1.82 %","   .00 %","  5.00 %","   .00 %","   .36 %","   .64 %","   .66 %","  1.77 %","  2.00 %","  3.33 %"," 13.00 %","   .63 %","   .00 %",""
"2020-11-19","   .00 %","   .00 %","  5.00 %","   .00 %","   .30 %","   .48 %","   .78 %","  2.32 %","  3.82 %","  3.33 %"," 13.00 %","   .63 %","   .00 %",""
"2020-11-20","   .00 %","   .00 %","  5.00 %","   .00 %","   .30 %","   .16 %","   .78 %","  2.32 %","  5.48 %","  3.33 %","  8.00 %","   .62 %","  1.82 %",""
"2020-11-21","   .00 %","   .00 %","  9.00 %","   .00 %","   .26 %","   .00 %","   .64 %","  2.80 %","  8.56 %","   .00 %","  8.00 %","   .41 %","  1.82 %",""
"2020-11-22","   .00 %","   .00 %","  9.00 %","   .00 %","   .36 %","   .00 %","   .76 %","  2.72 %","  9.90 %","   .00 %","  8.00 %","   .61 %","  1.82 %",""
"2020-11-23","   .00 %","   .00 %","  4.00 %","   .00 %","   .32 %","   .00 %","  1.13 %","  2.65 %","  9.15 %","   .00 %","   .00 %","   .41 %","  1.82 %",""
"2020-11-24","   .00 %","   .00 %","  4.00 %","   .00 %","   .45 %","   .16 %","  1.36 %","  3.07 %"," 10.86 %","   .00 %","  2.86 %","   .41 %","  3.48 %",""
"2020-11-25","   .00 %","   .00 %"," 10.67 %","   .00 %","   .67 %","   .31 %","  1.00 %","  2.14 %","  8.19 %","   .00 %","  2.86 %","   .20 %","  1.67 %",""
"2020-11-26","  1.67 %","   .00 %","  6.67 %","   .00 %","   .86 %","   .31 %","   .75 %","  1.06 %","  7.22 %","   .00 %","  5.36 %","   .20 %","  1.67 %",""
"2020-11-27","  1.67 %","   .00 %","  6.67 %","  3.33 %","   .76 %","   .31 %","   .63 %","  1.03 %","  6.84 %","   .00 %","  5.36 %","   .00 %","  1.67 %",""
"2020-11-28","  1.67 %","   .00 %"," 11.67 %","  3.33 %","   .95 %","   .31 %","   .25 %","   .53 %","  5.59 %","  2.86 %","  9.80 %","   .00 %","  1.67 %",""
"2020-11-29","  1.67 %","   .00 %"," 11.67 %","  3.33 %","   .94 %","   .46 %","  -.23 %","  -.44 %","  2.06 %","  2.86 %","  6.94 %","   .00 %","   .00 %",""
"2020-11-30","  1.67 %","   .00 %","  7.00 %","  3.33 %","   .87 %","   .31 %","   .24 %","   .49 %","  3.06 %","  2.86 %","  8.76 %","   .00 %","   .00 %",""
"2020-12-01","   .00 %","   .00 %","  7.00 %","  3.33 %","   .71 %","   .31 %","   .48 %","   .49 %","  2.77 %","  5.36 %","  6.26 %","   .00 %","   .00 %",""
"2020-12-26","  1.54 %","   .00 %","  8.82 %","   .00 %","   .91 %","   .46 %","   .48 %","   .00 %","  1.82 %","  5.36 %","  6.26 %","   .00 %","  1.54 %",""
"2020-12-27","  1.54 %","  2.00 %","  3.82 %","   .00 %","   .85 %","   .46 %","   .36 %","   .00 %","  2.65 %","  2.50 %","  1.82 %","   .00 %","  1.54 %",""
"2020-12-28","  2.97 %","  2.00 %","  3.82 %","   .00 %","   .75 %","   .15 %","   .36 %","   .00 %","  4.25 %","  2.50 %","  1.82 %","   .00 %","  1.54 %",""
"2020-12-29","  2.97 %","  2.00 %","  1.82 %","   .00 %","   .57 %","   .30 %","   .36 %","   .00 %","  4.99 %","  2.50 %","   .00 %","   .20 %","  4.40 %",""
"2020-12-30","  2.97 %","  3.82 %","  1.82 %","   .00 %","   .62 %","   .30 %","   .47 %","   .00 %","  3.89 %","   .00 %","   .00 %","   .20 %","  4.40 %",""
"2020-12-31","  1.43 %","  3.82 %","   .00 %","   .00 %","   .41 %","   .15 %","   .70 %","   .00 %","  4.58 %","   .00 %","   .00 %","   .20 %","  2.86 %",""
"2021-01-01","  1.43 %","  1.82 %","   .00 %","   .00 %","   .35 %","   .15 %","  1.04 %","   .00 %","  3.74 %","   .00 %","   .00 %","   .20 %","  2.86 %",""
"2021-01-02","  1.33 %","  1.82 %","   .00 %","   .00 %","   .32 %","   .15 %","  1.26 %","   .00 %","  2.14 %","   .00 %","   .00 %","   .40 %","  4.11 %",""
"2021-01-03","  2.58 %","  1.82 %","   .00 %","   .00 %","   .41 %","   .15 %","  1.15 %","   .00 %","  1.40 %","   .00 %","   .00 %","   .20 %","  1.25 %",""
"2021-01-04","  2.58 %","","   .00 %","   .00 %","   .40 %","   .30 %","   .79 %","   .00 %","  2.02 %","   .00 %","   .00 %","   .39 %","  1.25 %",""
"2021-01-05","  2.58 %","   .00 %","   .00 %","   .00 %","   .52 %","   .30 %","   .79 %","   .00 %","  1.96 %","   .00 %","   .00 %","   .39 %","  1.25 %",""
"2021-01-06","  2.58 %","   .00 %","   .00 %","   .00 %","   .52 %","   .30 %","   .44 %","   .00 %","  3.17 %","   .00 %","   .00 %","   .39 %","  1.25 %",""
"2021-01-07","  1.25 %","   .00 %","   .00 %","   .00 %","   .57 %","   .30 %","   .22 %","   .00 %","  3.74 %","   .00 %","   .00 %","   .39 %","   .00 %",""
"2021-01-08","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","   .15 %","   .33 %","   .00 %","  3.74 %","   .00 %","   .00 %","   .39 %","   .00 %",""
"2021-01-09","   .00 %","   .00 %","   .00 %","   .00 %","   .68 %","   .15 %","   .33 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-10","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .15 %","   .22 %","   .00 %","  1.78 %","   .00 %","   .00 %","   .39 %","   .00 %",""
"2021-01-11","   .00 %","   .00 %","   .00 %","   .00 %","   .61 %","   .15 %","   .33 %","   .00 %","   .57 %","   .00 %","   .00 %","   .39 %","   .00 %",""
"2021-01-12","   .00 %","   .00 %","   .00 %","  2.86 %","   .66 %","   .15 %","   .54 %","   .00 %","   .56 %","   .00 %","   .00 %","   .38 %","   .00 %",""
"2021-01-13","   .00 %","   .00 %","   .00 %","  2.86 %","   .60 %","   .15 %","   .43 %","   .00 %","   .56 %","   .00 %","   .00 %","   .38 %","   .00 %",""
"2021-01-14","   .00 %","   .00 %","   .00 %","  2.86 %","   .55 %","   .00 %","   .43 %","   .00 %","","   .00 %","   .00 %","   .38 %","   .00 %",""
"2021-01-15","   .00 %","   .00 %","   .00 %","  2.86 %","   .57 %","   .00 %","   .43 %","   .48 %","   .56 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-16","   .00 %","   .00 %","  1.67 %","  2.86 %","   .51 %","   .00 %","   .43 %","   .48 %","   .56 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-17","","","  1.67 %","   .00 %","   .46 %","   .15 %","   .21 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""
"2021-01-18","   .00 %","","  1.67 %","","   .45 %","   .15 %","   .32 %","   .48 %","   .56 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-19","  1.18 %","   .00 %","   .13 %","   .00 %","   .40 %","   .15 %","   .42 %","   .48 %","   .00 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-20","  1.18 %","","   .13 %","","   .34 %","   .29 %","   .32 %","   .48 %","   .00 %","","   .00 %","   .19 %","   .00 %",""
"2021-01-21"," -1.05 %","   .00 %"," -1.54 %","   .00 %","   .37 %","   .29 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-22"," -1.05 %","   .00 %"," -1.54 %","   .00 %","   .29 %","   .14 %","   .73 %","   .00 %","   .00 %","   .00 %","   .00 %","   .19 %","   .00 %",""
"2021-01-23"," -1.05 %","   .00 %"," -1.54 %","   .00 %","   .18 %","   .14 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
