"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-04-08"," 20.00 %","   .00 %","  2.49 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.28 %","   .00 %","  6.88 %"," 11.81 %","  3.33 %"," 20.00 %","   .00 %","  1.75 %","  7.69 %"
"2020-04-09","-33.33 %"," 22.22 %","-27.08 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  8.34 %"," 17.39 %","-29.21 %"," 10.34 %"," 10.48 %"," 16.67 %","   .00 %","  6.90 %","  7.14 %"
"2020-04-10","  5.77 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.08 %","  3.70 %","   .35 %","  6.05 %","   .73 %","   .00 %","   .00 %","   .00 %","  6.67 %"
"2020-04-11"," 20.00 %"," 18.18 %"," 11.21 %","   .00 %","   .00 %"," ##.## %","   .00 %","  8.62 %","  7.14 %"," 11.85 %","  8.84 %","  5.80 %"," 14.29 %","   .00 %","  1.61 %"," -6.25 %"
"2020-04-12","  9.09 %"," 15.38 %","  2.10 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.65 %","   .00 %","  4.36 %","  5.25 %"," 11.64 %","   .00 %","   .00 %","   .00 %"," 33.33 %"
"2020-04-13"," 23.61 %","  6.67 %","  4.12 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.06 %"," 33.33 %","  2.99 %","  7.40 %","  3.07 %"," 25.00 %","   .00 %","  3.17 %","   .00 %"
"2020-04-14","  8.99 %"," -6.25 %","  6.72 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.78 %"," 12.50 %","  2.90 %","  2.54 %","  4.17 %","   .00 %","   .00 %","  7.69 %","   .00 %"
"2020-04-15"," 13.40 %","   .00 %"," -1.48 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  4.38 %","   .00 %","  9.86 %","  2.19 %","  4.00 %"," 20.00 %","   .00 %"," -5.71 %","   .00 %"
"2020-04-16","  7.27 %"," 20.00 %"," 12.41 %"," 66.67 %","   .00 %","   .00 %","   .00 %","  5.50 %"," 13.33 %","  5.13 %","  8.57 %","  8.24 %"," 16.67 %","   .00 %","  3.03 %"," 20.00 %"
"2020-04-17"," 19.49 %"," 11.11 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.18 %","   .00 %","  6.10 %","  7.76 %","  7.61 %","   .00 %","   .00 %","  1.47 %"," 16.67 %"
"2020-04-18"," 19.86 %"," 10.00 %","  3.29 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  3.62 %","  1.96 %","  3.91 %","  4.52 %"," 10.85 %"," 14.29 %","   .00 %","  4.35 %","  3.57 %"
"2020-04-19","  5.33 %","  9.09 %","  6.05 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.93 %","  3.85 %","  1.55 %","  6.66 %","  5.11 %"," 18.75 %","   .00 %","   .00 %","   .00 %"
"2020-04-20"," 13.48 %"," 16.67 %","  1.20 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  1.82 %","  3.70 %","  3.05 %","  3.07 %","  3.64 %","  5.26 %","   .00 %"," -1.39 %","  6.90 %"
"2020-04-21"," 11.88 %","  3.57 %","  1.48 %"," 12.50 %","   .00 %","   .00 %"," 20.00 %","  3.87 %","  5.36 %","  2.54 %","  2.34 %","  4.69 %"," 15.00 %","   .00 %","  1.41 %","  3.23 %"
"2020-04-22","  3.98 %","  6.90 %","  3.22 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  3.94 %","  5.08 %","  8.66 %","  1.04 %","  5.60 %"," 21.74 %","   .00 %","  1.39 %"," 31.25 %"
"2020-04-23"," 14.04 %","   .00 %","  5.38 %"," 20.00 %"," ##.## %","   .00 %","   .00 %","  4.36 %"," 11.29 %","  7.02 %","  5.45 %","  7.07 %","   .00 %","   .00 %","  2.74 %","   .00 %"
"2020-04-24"," 10.45 %","  9.68 %","  5.11 %"," -8.33 %"," 75.00 %","   .00 %"," 33.33 %","  4.92 %","  5.80 %","  3.37 %","  3.31 %","  4.62 %","  7.14 %","   .00 %","   .00 %","   .00 %"
"2020-04-25","  6.08 %","  5.88 %","  2.81 %","   .00 %","-14.29 %","   .00 %","-12.50 %","  3.79 %"," 10.96 %","  4.97 %","  2.83 %","  4.73 %","   .00 %","   .00 %","  1.33 %"," 26.19 %"
"2020-04-26","  7.01 %","   .00 %","  4.48 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  3.87 %","  8.64 %","  2.12 %","  4.22 %","  3.01 %","   .00 %","   .00 %","   .00 %"," 11.32 %"
"2020-04-27","  7.74 %","   .00 %","  1.19 %","   .00 %"," 28.57 %","   .00 %","   .00 %","  2.92 %","  9.09 %","   .48 %","  2.46 %","  4.97 %","   .00 %","   .00 %","  1.32 %","  5.08 %"
"2020-04-28","  4.97 %","  2.78 %","  3.29 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.50 %","  3.12 %","  5.89 %","  2.06 %","  1.67 %","  3.33 %","   .00 %","   .00 %","  8.06 %"
"2020-04-29","  3.16 %","  2.70 %","  3.19 %","  9.09 %"," 11.11 %","   .00 %"," 14.29 %","  4.05 %","  6.06 %","  2.56 %","  2.27 %","  6.03 %","   .00 %","   .00 %","  2.60 %","  7.46 %"
"2020-04-30"," 14.54 %","  2.63 %","  7.28 %","  8.33 %"," 60.00 %","   .00 %"," 75.00 %","  6.69 %"," 11.43 %","  4.40 %","  2.14 %","  2.58 %","  6.45 %","   .00 %","   .00 %"," 18.06 %"
"2020-05-01","  6.46 %","   .00 %","  2.47 %","   .00 %","  6.25 %","   .00 %","  7.14 %","  4.63 %","  4.27 %","  4.07 %","  2.10 %","  5.04 %","   .00 %","   .00 %","  3.80 %","  4.71 %"
"2020-05-02","  6.07 %","   .00 %","  2.81 %","  7.69 %","   .00 %","   .00 %"," -6.67 %","  6.38 %","  4.10 %","  3.37 %","  2.60 %","  4.32 %","  3.03 %","   .00 %","  6.10 %","   .00 %"
"2020-05-03","  3.75 %","   .00 %","  2.93 %","   .00 %","  5.88 %","   .00 %","   .00 %","  3.71 %","  6.30 %","  1.44 %","  2.00 %","  4.83 %","   .00 %","   .00 %","  2.30 %"," 10.11 %"
"2020-05-04","  4.37 %","   .00 %","  2.47 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.62 %","  4.44 %","  2.96 %","  1.51 %","  2.63 %","   .00 %","   .00 %","  4.49 %"," 17.35 %"
"2020-05-05","  4.92 %","   .00 %","  3.89 %","   .00 %","  5.56 %","   .00 %"," 14.29 %","  3.75 %","  4.26 %","  8.62 %","  2.45 %","  2.14 %","  2.94 %","   .00 %"," 35.48 %","   .00 %"
"2020-05-06","  6.25 %","  2.56 %","  4.81 %","  7.14 %","   .00 %","   .00 %"," 12.50 %","  4.24 %","  2.04 %","  2.65 %","  3.34 %","  3.97 %","  5.71 %","   .00 %"," 11.11 %"," 16.52 %"
"2020-05-07","  2.94 %","   .00 %","  5.10 %"," 13.33 %","   .00 %","   .00 %"," 11.11 %","  1.13 %","  5.33 %","  2.24 %","  2.81 %","  6.64 %","  2.70 %","   .00 %","  8.57 %"," 10.45 %"
"2020-05-08","  6.51 %","  2.50 %","  6.63 %"," 11.76 %"," -5.26 %","   .00 %"," 10.00 %","  6.33 %","  8.23 %","  3.62 %","  3.75 %","  6.79 %","   .00 %","   .00 %"," 11.84 %","  7.43 %"
"2020-05-09","  5.81 %","   .00 %","  3.03 %","   .00 %","  5.56 %","   .00 %","   .00 %","  4.60 %","  4.09 %","  3.81 %","  2.24 %","  3.36 %","  5.26 %","   .00 %","  2.94 %"," 10.69 %"
"2020-05-10","   .85 %","   .00 %","  2.95 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .83 %","  8.43 %","   .20 %","  1.99 %","  2.56 %"," 10.00 %","   .00 %","  1.14 %","  8.52 %"
"2020-05-11","  1.54 %","  2.44 %","  2.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.76 %","  2.59 %","  2.34 %","  1.07 %","  3.33 %","  2.27 %","   .00 %","  1.69 %","  4.19 %"
"2020-05-12","  2.34 %","  2.38 %","   .98 %","   .00 %","  5.26 %","   .00 %"," -4.35 %","  3.86 %","  4.55 %","  1.09 %","  1.31 %","  2.58 %"," 13.33 %","   .00 %"," 14.44 %","  4.02 %"
"2020-05-13","  9.81 %","   .00 %","  7.22 %","   .00 %","  5.00 %","   .00 %"," 13.64 %","  1.96 %","  2.90 %","  8.06 %","  2.34 %","  1.10 %"," -1.96 %","   .00 %"," 10.19 %"," 36.71 %"
"2020-05-14","  5.14 %","  2.33 %","  2.98 %"," 10.53 %","   .00 %","   .00 %","  8.00 %","  4.07 %","  3.29 %","  4.64 %","  2.11 %","  1.09 %"," 24.00 %","   .00 %","  7.05 %","   .71 %"
"2020-05-15","  7.92 %","  2.27 %","  3.52 %","  4.76 %","   .00 %","   .00 %"," 33.33 %","  3.36 %"," 10.00 %","  2.35 %","  3.18 %","  3.08 %"," 11.29 %","   .00 %","  4.53 %","  8.77 %"
"2020-05-16","  3.78 %","  2.22 %","  1.94 %","   .00 %"," -4.76 %","   .00 %","  2.78 %","  4.03 %","  3.31 %","  5.18 %","  1.77 %","  1.19 %","  4.35 %","   .00 %","  2.36 %"," 17.10 %"
"2020-05-17","  1.98 %","   .00 %","  3.22 %","   .00 %","   .00 %","   .00 %","  2.70 %","  2.03 %","   .00 %","  2.83 %","  1.85 %","  2.21 %","  4.17 %","   .00 %","   .77 %","   .00 %"
"2020-05-18","   .71 %","   .00 %","  4.04 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.38 %","   .40 %","   .94 %","   .61 %","  1.30 %","  4.00 %","   .00 %","  1.91 %"," 22.04 %"
"2020-05-19","  3.54 %","   .00 %","  4.66 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  1.93 %","  4.38 %","  2.72 %","  3.45 %","  2.56 %"," 24.36 %","   .00 %","   .75 %","   .00 %"
"2020-05-20","  5.57 %","   .00 %","  1.91 %","   .00 %","  5.00 %","   .00 %","  5.26 %","  2.17 %","  1.91 %","  3.11 %","   .79 %","   .56 %","  5.15 %","   .00 %","  1.49 %","  3.61 %"
"2020-05-21","  3.80 %"," 10.87 %","  1.14 %","   .00 %","   .00 %","   .00 %"," 12.50 %","  2.50 %","  3.75 %","  4.41 %","  2.15 %","  1.10 %"," 20.59 %","   .00 %","   .00 %"," 10.68 %"
"2020-05-22","  1.61 %","  9.80 %","   .72 %","  9.09 %","   .00 %","   .00 %","  6.67 %","  1.47 %","  3.97 %","  3.45 %","  1.54 %","  2.32 %","  6.50 %","   .00 %","  4.03 %","   .00 %"
"2020-05-23","   .44 %","  3.57 %","  2.15 %"," -4.17 %","   .00 %","   .00 %","  2.08 %","  2.86 %","  5.21 %","  1.43 %","  1.42 %","   .27 %","  9.16 %","   .00 %","   .00 %"," 18.90 %"
"2020-05-24","  4.11 %","  1.72 %","  1.90 %","  4.35 %","   .00 %","   .00 %","  2.04 %","  1.22 %","   .33 %","  2.15 %","  1.25 %","   .53 %"," 18.18 %","   .00 %","   .35 %"," 10.93 %"
"2020-05-25","   .00 %","   .00 %","   .88 %","   .00 %"," 14.29 %","   .00 %","  2.00 %","  1.23 %","  4.93 %","  1.31 %","   .94 %","  1.19 %"," 10.06 %","   .00 %","  1.05 %","   .00 %"
"2020-05-26","  1.93 %","  8.47 %","  1.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","  3.13 %","   .45 %","  1.42 %","   .26 %","   .54 %","   .00 %","  1.04 %"," 18.96 %"
"2020-05-27","  2.97 %"," -1.56 %","  2.40 %","  4.17 %","  4.17 %","   .00 %","  5.88 %","  2.12 %","  3.04 %","  6.58 %","  2.12 %","  1.44 %","   .53 %","   .00 %","   .34 %","  5.14 %"
"2020-05-28","  3.20 %","  6.35 %","  1.13 %","   .00 %","  4.00 %"," 33.33 %"," -1.85 %","  3.12 %","  3.24 %","  1.57 %","  2.27 %","  1.42 %"," 19.68 %","   .00 %","   .68 %"," 11.69 %"
"2020-05-29","  9.61 %","   .00 %","  2.41 %"," 12.00 %","  3.85 %","   .00 %","  1.89 %","  2.43 %","  5.43 %","  4.41 %","  3.09 %","  3.30 %"," 16.44 %","   .00 %","   .34 %","   .00 %"
"2020-05-30","  5.45 %","  7.46 %","  1.72 %","  7.14 %","  3.70 %","   .00 %"," 29.63 %","  4.50 %","  3.79 %","  4.62 %","  2.51 %","  2.83 %"," 13.36 %","   .00 %","   .34 %","  4.91 %"
"2020-05-31","  2.21 %","  2.78 %","  2.49 %","  3.33 %"," 14.29 %"," 50.00 %"," 11.43 %","  3.08 %","  3.39 %","  1.80 %","  3.41 %","  3.11 %"," 11.11 %","   .00 %","   .34 %"," 12.53 %"
"2020-06-01","   .13 %","  2.70 %","   .35 %","   .00 %","   .00 %","   .00 %","  1.28 %","  1.24 %","  1.77 %","   .38 %","   .59 %","   .23 %","   .00 %","   .00 %","   .00 %","  2.90 %"
"2020-06-02","  2.82 %"," 17.11 %","  1.56 %"," 12.90 %"," 15.62 %"," 33.33 %"," 16.46 %","  6.03 %","  1.49 %","  4.48 %","  4.79 %","  5.09 %"," 10.61 %","   .00 %","  1.01 %"," 13.37 %"
"2020-06-03","  1.08 %","  5.62 %","  1.11 %","  5.71 %"," 10.81 %","   .00 %"," -1.09 %","  5.05 %","  3.18 %","  1.89 %","  5.25 %","  3.41 %"," 20.00 %","   .00 %","  1.33 %"," 17.92 %"
"2020-06-04","  3.22 %"," 11.70 %","  2.95 %","  5.41 %"," -7.32 %","   .00 %"," 20.88 %","  1.45 %","  1.42 %","  2.41 %","  1.60 %","   .85 %","  5.48 %","   .00 %","   .99 %","  8.09 %"
"2020-06-05","  1.16 %"," 14.29 %","  2.21 %","  7.69 %","  5.26 %"," 12.50 %"," 35.45 %","  7.68 %","  4.44 %","  3.04 %","  8.02 %","  7.38 %","  8.87 %","   .00 %","  2.28 %"," 10.47 %"
"2020-06-06","  2.17 %","  1.67 %","  1.52 %","  2.38 %"," -2.50 %","   .00 %","  6.04 %","  5.54 %","  8.50 %","  2.28 %","  2.32 %","  4.81 %","  5.37 %","   .00 %","  3.82 %","  1.93 %"
"2020-06-07","  2.07 %"," 15.57 %","  1.18 %","  4.65 %","  2.56 %"," 11.11 %"," 14.56 %","  5.78 %","  3.09 %","  2.14 %","  5.02 %","  4.22 %"," 13.02 %","   .00 %","   .31 %"," 20.59 %"
"2020-06-08","   .29 %","  5.67 %","   .62 %","  2.22 %","  2.50 %","   .00 %","  1.10 %","  3.74 %","  2.40 %","  1.41 %","  1.81 %","  1.35 %","  2.67 %","   .00 %","   .92 %","  1.17 %"
"2020-06-09","   .87 %","  4.70 %","  -.08 %","  2.17 %","  2.44 %","   .00 %","  3.28 %","  2.65 %","   .20 %","  1.08 %","   .22 %","  3.28 %","  2.93 %","   .00 %","  3.03 %","  5.36 %"
"2020-06-10","  3.66 %","  7.05 %","  1.63 %","  2.13 %","  7.14 %","   .00 %","  8.47 %","  6.32 %","  7.60 %","  5.99 %","  5.98 %","  3.87 %","  8.69 %","   .00 %","  2.35 %","  2.57 %"
"2020-06-11","  4.20 %","  2.40 %","   .53 %","  2.08 %","  6.67 %"," 20.00 %","  2.93 %","  4.82 %","  1.99 %","  3.81 %","  3.85 %","  5.96 %"," 17.01 %","   .00 %","  3.16 %","  6.11 %"
"2020-06-12","  2.12 %","  4.09 %","  2.13 %"," 10.20 %","   .00 %"," -8.33 %","  2.84 %","  6.19 %","  3.73 %","  1.33 %","  4.28 %","  6.40 %","  3.48 %","   .00 %","  2.23 %"," 14.45 %"
"2020-06-13","  2.08 %"," 15.73 %","  1.12 %","  9.26 %","   .00 %","   .00 %","  1.84 %","  4.59 %","   .34 %","  3.11 %","  7.19 %"," 10.05 %","  9.72 %","   .00 %","  1.91 %","  6.14 %"
"2020-06-14","   .25 %","  4.85 %","   .59 %"," 18.64 %","  4.17 %","   .00 %","   .00 %","  5.06 %","   .51 %","  1.12 %","   .54 %","   .00 %","  6.13 %","   .00 %","   .00 %","   .00 %"
"2020-06-15","   .15 %","  2.31 %","   .37 %"," 24.29 %","   .00 %","  9.09 %","   .45 %","  3.64 %","  4.92 %","   .65 %","   .87 %","  4.53 %","  1.86 %","   .00 %","   .00 %","  8.27 %"
"2020-06-16","  1.06 %","  9.05 %","  1.46 %","  4.60 %"," 10.00 %","   .00 %","  7.21 %","  7.24 %","   .97 %","  4.29 %","  9.76 %"," 10.14 %"," 11.74 %","   .00 %","  2.67 %","  1.85 %"
"2020-06-17","   .10 %","  2.90 %","  1.22 %","  8.79 %","  1.82 %","   .00 %","   .00 %","  7.21 %","  1.92 %","   .80 %","  1.29 %","  3.82 %","  5.53 %","   .00 %","   .78 %","   .00 %"
"2020-06-18","  3.05 %","  7.66 %","  2.06 %"," 16.16 %","  3.57 %","  8.33 %","  2.94 %","  7.22 %","  6.29 %","  3.72 %","  6.77 %","  5.30 %","  3.86 %","   .00 %","  3.88 %","  4.90 %"
"2020-06-19","  2.14 %"," 24.34 %","  2.15 %","  8.70 %","  1.72 %","  7.69 %","  4.90 %","  8.87 %","  1.48 %","  1.88 %","  7.20 %"," 12.82 %","  6.86 %","   .00 %","  3.73 %"," 12.13 %"
"2020-06-20","   .62 %","  9.04 %","  1.36 %"," 14.40 %","  3.39 %"," -7.14 %","  4.28 %","  8.86 %","  4.52 %","  1.91 %","  5.86 %","  1.92 %","  4.18 %","   .00 %","  4.56 %","  7.97 %"
"2020-06-21","   .05 %","   .28 %","  3.09 %"," 11.89 %","  3.28 %","   .00 %","  1.87 %","  6.48 %","   .56 %","   .84 %","  1.07 %","  8.57 %","  4.90 %","   .00 %","  4.59 %","  4.57 %"
"2020-06-22","   .19 %","  2.48 %","   .33 %"," 10.00 %","  3.17 %","   .00 %","  2.20 %","  5.02 %","   .28 %","   .93 %","  4.04 %","  4.33 %","  4.88 %","   .00 %","  7.46 %","   .00 %"
"2020-06-23","  2.07 %"," 16.13 %","  3.50 %","  9.09 %","  1.54 %"," 23.08 %","  2.51 %","  7.06 %"," 12.45 %","  4.25 %","  8.99 %","  9.96 %","  2.63 %","   .00 %","  4.08 %","  7.30 %"
"2020-06-24","  1.34 %","  2.08 %","  1.00 %","  4.69 %","  7.58 %","   .00 %","  1.05 %","  3.27 %","  3.44 %","  2.59 %","  3.76 %","  2.74 %","  1.12 %","   .00 %","  2.16 %","  3.87 %"
"2020-06-25","  1.87 %","  6.12 %","  4.03 %","  7.46 %"," -1.41 %","  6.25 %","  3.46 %","  6.12 %","  4.76 %","  1.94 %","  3.61 %","  4.82 %","  3.19 %","   .00 %","  8.25 %","  4.54 %"
"2020-06-26","   .67 %","  8.76 %","  2.21 %","  9.72 %","  7.14 %","   .00 %","  3.34 %","  6.71 %","  5.22 %","  1.69 %","  4.43 %","  4.22 %","  3.15 %","   .00 %","  5.85 %","  2.98 %"
"2020-06-27","   .00 %","  5.70 %","  1.28 %","  5.06 %","  9.33 %","  5.88 %","  1.94 %","  6.93 %","  3.78 %","   .89 %","  3.66 %","  3.92 %","  1.04 %","   .00 %","  5.19 %","  2.82 %"
"2020-06-28","  2.36 %","  4.28 %","  4.84 %","  7.63 %","  3.66 %","   .00 %","  4.13 %","  6.11 %","  4.37 %","  4.12 %","  6.20 %","  6.21 %","  2.66 %","-50.00 %","  6.37 %","  1.99 %"
"2020-06-29","   .26 %","  3.39 %","  1.70 %","  1.12 %","  8.24 %","   .00 %","  1.22 %","   .48 %","  2.39 %","   .93 %","   .57 %","   .96 %","  1.12 %","-##.## %"," 13.02 %","  1.76 %"
"2020-06-30","  1.21 %","  5.86 %","  1.89 %","  7.75 %","  4.35 %","   .00 %","  3.01 %","  7.56 %","  4.18 %","  1.54 %","  5.76 %","  5.68 %","  3.15 %","   .00 %","  3.44 %","  5.60 %"
"2020-07-01","  1.88 %","  7.00 %","  2.97 %","  5.82 %"," 12.50 %","   .00 %","   .88 %","  7.56 %","  6.63 %","  2.15 %","  4.79 %","  5.68 %","  1.75 %","-##.## %"," -1.28 %","  4.39 %"
"2020-07-02","  1.01 %","  3.20 %","  2.32 %","  1.62 %","  8.33 %","  5.56 %","   .29 %","  4.77 %","  9.28 %","  1.11 %","  2.27 %","  3.47 %","  2.61 %","   .00 %","  5.58 %","  2.85 %"
"2020-07-03","   .54 %","  4.72 %","  5.09 %","  3.50 %","  6.84 %","   .00 %","  1.45 %","  5.79 %","  7.53 %","  1.95 %","  5.21 %","  5.91 %","  2.06 %","   .00 %","  5.77 %","  2.32 %"
"2020-07-04","   .21 %","  4.23 %","   .96 %","  3.08 %","  1.60 %"," -5.26 %","  1.71 %","  3.28 %","  1.19 %","   .81 %","  3.20 %","  2.37 %","  2.38 %","   .00 %","  2.32 %","  3.28 %"
"2020-07-05","   .66 %","  6.89 %","  2.71 %","  5.67 %"," 10.24 %"," 16.67 %","  1.68 %","  4.12 %","  1.91 %","   .91 %","  3.31 %","  3.63 %","  2.54 %","   .00 %","  5.45 %","  4.02 %"
"2020-07-06","   .08 %","  4.42 %","  1.20 %"," -1.41 %","  8.57 %"," 23.81 %","  2.20 %","  4.20 %","  2.10 %","   .54 %","  2.62 %","  4.76 %","  1.06 %","   .00 %","  2.05 %","  1.35 %"
"2020-07-07","  1.23 %","  3.51 %","  2.15 %","  3.44 %"," 13.16 %","   .00 %","   .81 %","  4.05 %","  2.48 %","  2.84 %","  3.15 %","  4.17 %","  2.30 %","   .00 %","  2.22 %","  2.07 %"
"2020-07-08","  1.13 %","  3.39 %","   .58 %","  3.32 %","  4.07 %","   .00 %","  1.87 %","  3.83 %","  4.21 %","  1.84 %","  2.96 %","  3.48 %","   .63 %","   .00 %","  4.85 %","  2.32 %"
"2020-07-09","   .84 %","  2.38 %","  3.91 %","  3.22 %","   .56 %","  3.85 %","   .79 %","  4.33 %","  5.70 %","  1.49 %","  3.34 %","  3.97 %","  1.65 %","   .00 %","  2.07 %","  1.59 %"
"2020-07-10","   .56 %","  8.29 %","  1.75 %"," 10.13 %","  2.22 %","  7.41 %","  2.60 %","  4.32 %","  6.33 %","  2.53 %","  3.11 %","  3.41 %","  1.81 %","   .00 %","  2.03 %","  1.20 %"
"2020-07-11","   .67 %","  4.08 %","  2.02 %","  3.54 %","  9.24 %"," 10.34 %","  1.02 %","  2.82 %","  3.71 %","   .56 %","  2.43 %","  3.39 %","  1.36 %","   .00 %","  2.27 %","  1.86 %"
"2020-07-12","  1.10 %","  2.84 %","  1.24 %","  1.37 %","  1.49 %","   .00 %","  2.26 %","  2.12 %","  3.75 %","  1.36 %","  2.83 %","  1.83 %","   .83 %","   .00 %","  3.79 %","  1.95 %"
"2020-07-13","   .04 %","  1.24 %","   .73 %","   .22 %","  1.47 %","  3.12 %","   .74 %","  1.34 %","   .33 %","   .42 %","   .76 %","   .23 %","   .28 %","   .00 %","  2.94 %","   .99 %"
"2020-07-14","  1.20 %","  3.11 %","  1.94 %","  4.93 %","  5.31 %","   .00 %","   .49 %","  3.71 %","  5.79 %","  2.92 %","  2.18 %","  5.65 %","  1.01 %","   .00 %","  2.85 %","  2.92 %"
