"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-06-04","  3.03 %","   .00 %","  1.92 %","  5.71 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 19.40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %"
"2020-06-05","  4.90 %","   .00 %","  1.84 %","  2.70 %","  3.85 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .00 %"
"2020-06-06","  1.87 %","   .00 %","  2.02 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.02 %","   .00 %"
"2020-06-07","   .00 %","   .00 %","  2.07 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.40 %","   .00 %"
"2020-06-08","  1.83 %"," 25.00 %","  1.46 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  9.52 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.66 %","   .00 %"
"2020-06-09","  2.70 %","   .00 %","  2.73 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.30 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .90 %","   .00 %"
"2020-06-10","   .88 %","   .00 %","  1.49 %","  2.63 %"," 22.22 %","","","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","  4.55 %"," 33.33 %","   .00 %","   .00 %","  2.46 %","   .00 %"
"2020-06-11","   .00 %","   .00 %","  2.34 %","   .00 %"," 18.18 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %"
"2020-06-12","   .00 %","   .00 %","  2.64 %","   .00 %"," -5.13 %","","","   .00 %","   .00 %"," -8.33 %","   .00 %","  2.25 %","   .00 %"," -4.17 %"," 25.00 %","   .00 %","   .00 %","  1.11 %","   .00 %"
"2020-06-13","  2.61 %","   .00 %","  2.91 %","  7.69 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.80 %","   .00 %","   .00 %","   .00 %","  2.14 %","   .00 %"
"2020-06-14","  1.69 %","   .00 %","  2.09 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  1.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.13 %","   .00 %"
"2020-06-15","  2.50 %","   .00 %","   .92 %","  9.52 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.37 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %"
"2020-06-16","   .81 %","   .00 %","  3.88 %","  2.17 %"," 27.03 %","","","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %"
"2020-06-17","   .00 %","   .00 %","  1.76 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2020-06-18","  1.61 %","   .00 %","  2.33 %","  2.13 %"," 19.15 %","","","   .00 %","  1.28 %","   .00 %","   .00 %","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %","   .00 %"
"2020-06-19","   .00 %","   .00 %","  3.32 %","  2.08 %","   .00 %","","","   .00 %","   .00 %"," 13.04 %","   .00 %","  2.08 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","  1.47 %","   .00 %"
"2020-06-20","   .79 %","   .00 %","  4.13 %","   .00 %","  3.57 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.97 %","   .00 %"
"2020-06-21","   .79 %","   .00 %","  2.21 %","  6.12 %","  3.45 %","","","   .00 %","   .00 %"," -7.69 %","   .00 %","  1.02 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","  1.38 %","   .00 %"
"2020-06-22","   .00 %","   .00 %","  2.75 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-25","  8.59 %"," 10.00 %"," 10.25 %"," 15.38 %"," 31.67 %","","   .00 %","   .00 %","  3.80 %"," 33.33 %","   .00 %","  5.05 %","   .00 %","  3.85 %"," 20.00 %"," ##.## %","   .00 %","  7.56 %","   .00 %"
"2020-06-26","  5.04 %","   .00 %","  2.74 %","   .00 %"," 21.52 %","","   .00 %","   .00 %"," -1.22 %","   .00 %","   .00 %","  2.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","   .00 %"
"2020-06-27","   .68 %"," -9.09 %","  7.95 %","  3.33 %","  9.38 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  4.49 %","   .00 %"
"2020-06-28","  1.36 %","   .00 %","  5.59 %","  3.23 %","  9.52 %","","   .00 %","   .00 %","  1.23 %","  9.38 %","   .00 %","  1.85 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .00 %"
"2020-06-29","  1.34 %"," 10.00 %","  5.01 %","   .00 %"," -3.48 %","","   .00 %","   .00 %","  1.22 %","   .00 %","   .00 %","  1.82 %"," 25.00 %","  6.38 %","   .00 %","   .00 %","   .00 %","  1.05 %"," 33.33 %"
"2020-06-30","   .00 %","   .00 %","  3.34 %","  1.56 %","  9.01 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.68 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  2.15 %","   .00 %"
"2020-07-01","  2.65 %","  9.09 %","  3.37 %","  6.15 %","  3.31 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","  4.14 %","   .00 %"
"2020-07-02","  3.87 %","  8.33 %","  3.69 %","  1.45 %","  3.20 %","","   .00 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .83 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","  1.37 %"," 25.00 %"
"2020-07-03","  3.73 %","  7.69 %","  5.24 %","   .00 %","  4.65 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.65 %","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","  4.24 %"," 20.00 %"
"2020-07-04","  2.99 %"," 14.29 %","  3.99 %","  2.86 %","  3.70 %","","   .00 %","   .00 %"," -1.18 %","  8.57 %","   .00 %","  2.44 %","   .00 %","  5.17 %"," 50.00 %","   .00 %","   .00 %","  5.13 %","   .00 %"
"2020-07-05","  2.91 %"," 12.50 %","  4.15 %","  1.39 %","  2.86 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .79 %","   .00 %","  2.46 %","   .00 %","   .00 %","   .00 %","  2.99 %","   .00 %"
"2020-07-06","  1.69 %","   .00 %","  2.04 %","  1.37 %","  7.64 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %"
"2020-07-07","  1.11 %"," 11.11 %","  4.44 %","  2.70 %","  4.52 %","","   .00 %","   .00 %","  2.38 %","   .00 %","   .00 %","  2.33 %","   .00 %"," 15.38 %","   .00 %","   .00 %","   .00 %","   .06 %","   .00 %"
"2020-07-08","  1.65 %","   .00 %","  2.40 %","  3.95 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.07 %","   .00 %"
"2020-07-09","  4.86 %"," 30.00 %","  2.46 %","  1.27 %"," 13.58 %","","   .00 %","   .00 %","  3.49 %","   .00 %","   .00 %","   .74 %","   .00 %"," 20.67 %"," 11.11 %","   .00 %","   .00 %","  1.00 %","   .00 %"
"2020-07-10","  3.09 %","   .00 %","  4.01 %","  2.50 %"," 15.76 %","","   .00 %","   .00 %","  1.12 %","  5.26 %","   .00 %","  2.94 %"," 20.00 %","   .55 %","   .00 %","   .00 %","   .00 %","  3.94 %","   .00 %"
"2020-07-11","  4.00 %"," -7.69 %","  3.90 %","  2.44 %"," 12.68 %","","   .00 %","   .00 %","   .00 %","  7.50 %","   .00 %","   .00 %","   .00 %","  2.20 %"," 20.00 %","   .00 %","   .00 %","  1.39 %"," 16.67 %"
"2020-07-12","  2.40 %"," 12.50 %","  3.42 %","  2.38 %","  1.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.91 %","   .00 %"
"2020-07-13","  3.29 %","  7.41 %","  3.28 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","  2.11 %","   .00 %","  1.08 %","   .00 %","   .00 %","   .00 %","  1.71 %"," 14.29 %"
"2020-07-14","  1.36 %","   .00 %","  4.29 %","  2.33 %","  8.20 %","","   .00 %","   .00 %","   .00 %","  4.65 %","   .00 %","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .00 %"
"2020-07-15","  2.69 %","  6.90 %","  3.17 %","  6.82 %","  3.79 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.36 %"," 33.33 %","  2.66 %","  8.33 %","   .00 %","   .00 %","   .73 %"," 12.50 %"
"2020-07-16","   .44 %","   .00 %","  5.13 %","  3.19 %","  4.01 %","","   .00 %","   .00 %","   .00 %","  4.44 %"," 50.00 %","   .67 %","   .00 %","  9.84 %","   .00 %","   .00 %","   .00 %","  2.53 %","   .00 %"
"2020-07-17","  4.35 %","  3.23 %","  4.69 %","   .00 %","  3.51 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %"," 25.00 %","  1.42 %","   .00 %","   .00 %","   .00 %","  2.23 %"," 11.11 %"
