"date","Oregon/Baker","Oregon/Benton","Oregon/Clackamas","Oregon/Clatsop","Oregon/Columbia","Oregon/Coos","Oregon/Crook","Oregon/Curry","Oregon/Deschutes","Oregon/Douglas","Oregon/Gilliam","Oregon/Grant","Oregon/Harney","Oregon/Hood River","Oregon/Jackson","Oregon/Jefferson","Oregon/Josephine","Oregon/Klamath","Oregon/Lake","Oregon/Lane","Oregon/Lincoln","Oregon/Linn","Oregon/Malheur","Oregon/Marion","Oregon/Morrow","Oregon/Multnomah","Oregon/Polk","Oregon/Sherman","Oregon/Tillamook","Oregon/Umatilla","Oregon/Unassigned","Oregon/Union","Oregon/Wallowa","Oregon/Wasco","Oregon/Washington","Oregon/Wheeler","Oregon/Yamhill"
"2020-04-01","","  8.33 %"," 12.00 %","   .00 %","   .00 %","","",""," 12.50 %"," 11.11 %","","   .00 %","","-33.33 %","  4.76 %","","   .00 %","   .00 %",""," 12.50 %"," 50.00 %","   .00 %","   .00 %","  7.09 %","   .00 %"," 15.52 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.61 %","","  6.25 %"
"2020-04-02",""," 15.38 %","  8.93 %","   .00 %","   .00 %","","",""," 18.52 %","-10.00 %","","   .00 %",""," 50.00 %"," 22.73 %",""," 20.00 %"," 60.00 %",""," 16.67 %"," 33.33 %","   .00 %","   .00 %","  8.61 %","   .00 %"," 19.40 %","   .00 %","","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %"," 11.64 %","","  5.88 %"
"2020-04-03",""," 13.33 %","  8.20 %"," 33.33 %","   .00 %","","   .00 %",""," 12.50 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"," 62.50 %","","   .00 %","   .00 %","   .00 %"," ##.## %","  8.54 %"," ##.## %","  9.38 %"," 11.11 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  8.06 %",""," 27.78 %"
"2020-04-04","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-05",""," 11.76 %"," 27.27 %","   .00 %"," ##.## %","","   .00 %","","  8.33 %"," 22.22 %","","   .00 %","","-33.33 %"," 22.22 %","","  8.33 %"," 15.38 %",""," 28.57 %","   .00 %"," 16.22 %","   .00 %"," 11.24 %","   .00 %"," 33.14 %"," 20.00 %","   .00 %","   .00 %"," 40.00 %","","   .00 %","   .00 %","   .00 %"," 13.60 %",""," 13.04 %"
"2020-04-06","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-07",""," 10.53 %","  7.14 %","   .00 %"," 33.33 %","","   .00 %","   .00 %","  2.56 %","  9.09 %","","   .00 %","","   .00 %"," 18.18 %",""," 23.08 %"," 20.00 %","","  7.41 %","   .00 %","  2.33 %","   .00 %","  5.56 %","   .00 %","  4.29 %","  8.33 %","   .00 %","   .00 %"," 14.29 %","","   .00 %","   .00 %","   .00 %","  4.63 %",""," -3.85 %"
"2020-04-08","","   .00 %","  7.78 %"," 25.00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","  5.56 %","","  3.45 %","   .00 %","  2.27 %","   .00 %","  2.87 %","   .00 %","  6.17 %","  7.69 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.06 %","","   .00 %"
"2020-04-09","","   .00 %"," 12.37 %","   .00 %"," 25.00 %","","   .00 %"," 50.00 %"," 13.64 %","   .00 %","","   .00 %",""," 50.00 %"," 12.82 %","","   .00 %","  5.26 %",""," 10.00 %","   .00 %","  8.89 %","   .00 %","  9.30 %"," ##.## %"," 17.05 %","  3.57 %","   .00 %"," 33.33 %"," 37.50 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.28 %",""," 16.00 %"
"2020-04-10","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-11","","   .00 %","  6.42 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","  2.00 %","   .00 %","","   .00 %",""," 33.33 %","   .00 %","","  6.25 %"," 20.00 %","","  3.03 %","   .00 %","   .00 %","   .00 %","  4.68 %","   .00 %","  4.97 %","   .00 %","   .00 %","   .00 %","   .00 %","","-25.00 %","   .00 %","   .00 %","  2.89 %",""," -3.45 %"
"2020-04-12","","  9.52 %","  7.76 %","   .00 %","   .00 %","","   .00 %","   .00 %","  5.88 %"," 16.67 %","","   .00 %","","   .00 %","  4.55 %","","  5.88 %","  4.17 %","","  8.82 %","   .00 %","  6.12 %"," ##.## %"," 12.20 %","   .00 %"," 17.98 %","  3.45 %","   .00 %","   .00 %"," 45.45 %","   .00 %"," 33.33 %","   .00 %"," 42.86 %","  8.75 %","","  7.14 %"
"2020-04-13","","   .00 %","  5.60 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","","   .00 %","","   .00 %","  2.17 %","","  5.56 %","   .00 %",""," 10.81 %","   .00 %","   .00 %","   .00 %","  1.45 %","   .00 %","  6.42 %","   .00 %","   .00 %","   .00 %","   .00 %","-##.## %","   .00 %","   .00 %","   .00 %","  3.45 %","","   .00 %"
"2020-04-14","","  4.35 %","  2.27 %","   .00 %"," -8.33 %","   .00 %","   .00 %","   .00 %","  1.85 %"," 18.75 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","","  2.44 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %","  5.53 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","","  6.67 %"
"2020-04-15","","  4.17 %","  5.19 %","   .00 %"," 27.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.76 %","   .00 %","  1.92 %","   .00 %","  1.73 %","   .00 %","  2.38 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.27 %","","   .00 %"
"2020-04-16","","  8.00 %","  5.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.27 %"," 10.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.54 %","","  2.27 %","   .00 %","  1.89 %"," 25.00 %","  5.10 %","   .00 %","  4.19 %","   .00 %","   .00 %","   .00 %"," 29.41 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.30 %","","  3.12 %"
"2020-04-17","","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.39 %","   .00 %","","   .00 %","","   .00 %","  2.13 %","   .00 %","   .00 %","   .00 %","","  2.22 %","   .00 %","  5.56 %","   .00 %","  2.59 %","   .00 %","  4.24 %","  3.33 %","   .00 %"," 20.00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.86 %","","  6.06 %"
"2020-04-18","","   .00 %","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  3.28 %","   .00 %","","   .00 %","","   .00 %","  2.08 %","   .00 %","   .00 %","  6.90 %","","   .00 %","   .00 %","  3.51 %","   .00 %","  5.68 %","   .00 %","  5.57 %","  3.23 %","   .00 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.04 %",""," -2.86 %"
"2020-04-19","","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.59 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," -3.23 %","","  4.35 %","   .00 %","   .00 %","   .00 %","  6.87 %","   .00 %","  4.26 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.10 %","","   .00 %"
"2020-04-20","","  3.70 %","  6.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","","   .00 %"," 25.00 %","  3.39 %","   .00 %","  3.63 %","   .00 %","  1.17 %","  3.12 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.26 %","","  2.94 %"
"2020-04-21","","   .00 %","  1.17 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," -2.04 %","   .00 %","   .00 %","  6.45 %","","   .00 %","   .00 %","  1.64 %","   .00 %","  2.70 %","   .00 %","  4.23 %","   .00 %","   .00 %","   .00 %","  7.41 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  1.72 %","","   .00 %"
"2020-04-22",""," -3.57 %","  5.78 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  3.12 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.61 %","   .00 %","  1.84 %","   .00 %","  4.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.41 %","","   .00 %"
"2020-04-23","","   .00 %","  4.37 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  6.06 %","  4.35 %","","   .00 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","  9.09 %","","   .00 %","   .00 %","  6.35 %"," 20.00 %","  2.32 %","   .00 %","  2.83 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","  9.09 %","  4.24 %","","   .00 %"
"2020-04-24","","   .00 %","  2.62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.17 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.17 %","   .00 %","   .00 %","   .00 %","  5.04 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.81 %","","   .00 %"
"2020-04-25","","  3.70 %","  2.55 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","  1.43 %","   .00 %","","   .00 %","","   .00 %","  2.08 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","  5.97 %","   .00 %","  3.60 %","   .00 %","  4.53 %"," 12.12 %","   .00 %","   .00 %","  9.38 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.77 %","","   .00 %"
"2020-04-26","","  3.57 %","  1.49 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  2.82 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 20.00 %","  5.26 %","   .00 %","","   .00 %","   .00 %","  4.23 %","   .00 %","   .93 %","   .00 %","  4.65 %","  2.70 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.53 %","","  2.86 %"
"2020-04-27","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  2.74 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.76 %"," 16.67 %","  2.52 %","   .00 %","  1.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.93 %","","  2.78 %"
"2020-04-28","","   .00 %","   .49 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","","   .00 %","   .00 %","  2.53 %","   .00 %","  2.01 %"," 20.00 %","  1.96 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","  8.33 %","  -.21 %","","  2.70 %"
"2020-04-29","","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.23 %","   .00 %","  3.95 %","   .00 %","  2.81 %","  2.63 %","   .00 %","   .00 %"," 21.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.48 %","","  2.63 %"
"2020-04-30","","  3.45 %","  3.88 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  1.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","","   .00 %","   .00 %","  4.88 %"," 14.29 %","  3.59 %","   .00 %","  1.58 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","","   .00 %"
"2020-05-01","","  6.67 %","  3.74 %"," 16.67 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  4.35 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.63 %","","   .00 %","   .00 %","  1.16 %"," 25.00 %","  3.46 %"," 33.33 %","  1.84 %","  7.69 %","   .00 %","   .00 %"," 14.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.83 %","","   .00 %"
"2020-05-02","","   .00 %","   .90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","   .00 %"," 30.00 %","   .00 %","   .00 %","","  8.00 %","   .00 %","   .00 %"," 20.00 %","  2.95 %"," 12.50 %","  1.94 %"," -2.38 %","   .00 %","   .00 %","  7.02 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.80 %","","   .00 %"
"2020-05-03","","   .00 %","   .45 %","   .00 %","   .00 %"," 19.05 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","  4.76 %","   .00 %","","   .00 %","   .00 %","   .00 %","  8.33 %","  4.02 %","   .00 %","   .68 %","   .00 %","   .00 %","   .00 %","  4.92 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.38 %","","   .00 %"
"2020-05-04",""," 12.50 %","   .44 %"," 14.29 %","   .00 %","  8.00 %","   .00 %","   .00 %","  1.28 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","  7.69 %","   .00 %","   .00 %","","  1.85 %","   .00 %"," 11.49 %","   .00 %","  3.12 %","   .00 %","  2.03 %"," 19.51 %","   .00 %","   .00 %","  9.38 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.94 %","","  2.56 %"
"2020-05-05","","  8.33 %","  2.21 %"," ##.## %","   .00 %","  3.70 %","   .00 %","   .00 %","  1.27 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  9.09 %","   .00 %","","   .00 %","   .00 %","  1.03 %","   .00 %","  2.32 %"," 11.11 %","  1.99 %"," 38.78 %","   .00 %","   .00 %","  4.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .95 %","","  2.50 %"
"2020-05-06","   .00 %","  2.56 %","  1.73 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","","  3.64 %"," 20.00 %","  1.02 %","   .00 %","  3.14 %","   .00 %","  3.12 %"," 10.29 %","   .00 %","   .00 %","  5.48 %","   .00 %","   .00 %","   .00 %","  7.69 %","  1.13 %","","  2.44 %"
"2020-05-07","   .00 %"," 10.00 %","  2.55 %","  5.88 %","   .00 %","  3.57 %","   .00 %","   .00 %","  2.47 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.55 %"," 10.00 %","  2.02 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.05 %","","  7.14 %"
"2020-05-08","   .00 %"," -2.27 %","  3.73 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.20 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.51 %","   .00 %","  1.01 %","   .00 %","  2.12 %","  9.09 %","  3.71 %","  2.56 %","   .00 %","   .00 %","  3.90 %","   .00 %","   .00 %","   .00 %","  7.14 %","  1.46 %","","   .00 %"
"2020-05-09","   .00 %","  2.33 %","  2.40 %","  3.70 %","   .00 %","  3.45 %","   .00 %","   .00 %","  1.19 %","   .00 %","","   .00 %","   .00 %","  9.09 %","   .00 %","  9.09 %","   .00 %","   .00 %","","  1.69 %","   .00 %","  2.00 %","  7.69 %","  5.91 %","   .00 %","  2.86 %","  2.50 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.08 %","","  4.44 %"
"2020-05-10","   .00 %","  6.82 %","  3.91 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","   .00 %","","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.11 %","   .00 %","  2.55 %","  2.44 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %","","  4.26 %"
"2020-05-11","   .00 %","  4.26 %","   .75 %"," 13.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","","   .00 %","   .00 %","   .98 %","   .00 %","  2.51 %","   .00 %","  1.58 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","","   .00 %"
"2020-05-12","   .00 %","  2.04 %","  2.24 %","  3.03 %","   .00 %"," -3.33 %","   .00 %","   .00 %","  4.65 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.04 %","   .00 %","  4.17 %","  2.50 %","","  1.67 %","   .00 %","   .97 %","   .00 %","  4.18 %","   .00 %","  1.00 %","  2.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  2.39 %","","  2.04 %"
"2020-05-13","   .00 %","   .00 %","   .00 %","  8.82 %","  6.67 %","  3.45 %","   .00 %","   .00 %"," -1.11 %","   .00 %","","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .96 %","  7.14 %","  3.18 %","   .00 %","  1.43 %","  1.12 %","   .00 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.16 %","","   .00 %"
"2020-05-14","   .00 %","   .00 %"," -1.09 %"," -2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.25 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.90 %","  6.67 %","  4.42 %","   .00 %","  2.06 %","  1.11 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .33 %",""," 10.00 %"
"2020-05-15"," ##.## %","  2.00 %","  2.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.30 %","  4.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 16.67 %","  1.87 %","  6.25 %","  2.31 %","   .00 %","  1.81 %","  1.10 %","   .00 %","   .00 %","  3.41 %","   .00 %"," 25.00 %"," ##.## %","   .00 %","   .65 %","","   .00 %"
"2020-05-16","-66.67 %","   .00 %","  1.44 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.06 %"," -4.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.92 %","   .00 %","   .92 %"," 11.76 %","  3.39 %","   .00 %","  2.30 %","   .00 %","   .00 %","   .00 %","  2.20 %","   .00 %","   .00 %","-50.00 %"," 12.50 %","  1.29 %","","  3.64 %"
"2020-05-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  4.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 14.29 %","  -.91 %","   .00 %","   .36 %","   .00 %","   .51 %","  1.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-05-18","   .00 %","  5.88 %","  1.78 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.21 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","","  1.56 %","   .00 %","   .00 %"," 10.53 %","  1.93 %","   .00 %","  1.22 %","   .00 %","   .00 %","   .00 %","  5.38 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.59 %","","  3.51 %"
"2020-05-19","   .00 %","   .00 %","  -.70 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  5.94 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .90 %","   .00 %","   .00 %","   .00 %","  3.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .94 %","","  5.08 %"
