"date","Montana/Beaverhead","Montana/Big Horn","Montana/Blaine","Montana/Broadwater","Montana/Carbon","Montana/Carter","Montana/Cascade","Montana/Chouteau","Montana/Custer","Montana/Daniels","Montana/Dawson","Montana/Deer Lodge","Montana/Fallon","Montana/Fergus","Montana/Flathead","Montana/Gallatin","Montana/Garfield","Montana/Glacier","Montana/Golden Valley","Montana/Granite","Montana/Hill","Montana/Jefferson","Montana/Judith Basin","Montana/Lake","Montana/Lewis and Clark","Montana/Liberty","Montana/Lincoln","Montana/Madison","Montana/McCone","Montana/Meagher","Montana/Mineral","Montana/Missoula","Montana/Musselshell","Montana/Park","Montana/Petroleum","Montana/Phillips","Montana/Pondera","Montana/Powder River","Montana/Powell","Montana/Prairie","Montana/Ravalli","Montana/Richland","Montana/Roosevelt","Montana/Rosebud","Montana/Sanders","Montana/Sheridan","Montana/Silver Bow","Montana/Stillwater","Montana/Sweet Grass","Montana/Teton","Montana/Toole","Montana/Treasure","Montana/Unassigned","Montana/Valley","Montana/Wheatland","Montana/Wibaux","Montana/Yellowstone"
"2020-04-04","   .00 %","","","  6.67 %","   .00 %",""," 10.16 %","","","",""," 10.00 %","",""," 17.84 %","  8.82 %","","   .00 %","","","   .00 %","   .00 %","","  6.67 %","  3.72 %","   .00 %","  9.00 %"," 10.00 %","","   .00 %","","  8.80 %","   .00 %"," 30.00 %","","","","","",""," 20.00 %","","   .00 %","","","","  4.22 %","","",""," 20.48 %",""," 80.00 %","","","","  8.05 %"
"2020-04-05","   .00 %","","","  6.67 %","   .00 %","","  4.44 %","","","","","   .00 %","",""," 17.39 %","  8.52 %","","   .00 %","","","   .00 %","   .00 %","","  6.67 %","  3.44 %","   .00 %","  4.00 %"," 10.00 %","","   .00 %","","  6.57 %","   .00 %"," 20.00 %","","","","","",""," 20.00 %","","   .00 %","","","","  2.00 %","","",""," 22.14 %","","-20.00 %","","","","  4.20 %"
"2020-04-06","   .00 %","","","  6.67 %","   .00 %","","  4.44 %","","","","","   .00 %","",""," 12.77 %","  9.07 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .11 %","   .00 %","  7.33 %"," 10.00 %","","   .00 %","","  8.68 %","   .00 %"," 20.00 %","","","","","",""," 20.00 %","","   .00 %","","","","  2.00 %","","",""," 23.48 %","","   .00 %","","","","  4.61 %"
"2020-04-07","   .00 %","","","  6.67 %"," 20.00 %","","   .00 %","","","","","   .00 %","",""," 11.86 %","  4.94 %","","   .00 %","","","   .00 %","   .00 %","","  5.00 %","  2.97 %","   .00 %","  3.33 %"," 10.00 %","","   .00 %","","  7.25 %","   .00 %","   .00 %","","","","","",""," 20.00 %","","   .00 %","","","","   .00 %","","",""," 25.08 %","","   .00 %","","","","  6.24 %"
"2020-04-08","   .00 %","","","  6.67 %"," 30.00 %","","   .00 %","","","","","   .00 %","",""," 11.86 %","  5.28 %",""," 20.00 %","","","   .00 %","   .00 %","","  5.00 %","  4.30 %","   .00 %","  3.33 %","  7.78 %","","   .00 %","","  8.08 %","   .00 %","  3.33 %","","","","","",""," 30.00 %","   .00 %"," 20.00 %","","","","   .00 %","","",""," 27.75 %","","   .00 %","","","","  6.09 %"
"2020-04-09","   .00 %","","","   .00 %"," 30.00 %","","  1.82 %","","","","","  6.67 %","",""," 11.57 %","  4.89 %",""," 30.00 %","","","   .00 %","   .00 %","","  9.00 %","  4.30 %","   .00 %","  3.33 %","  7.78 %","","   .00 %","","  7.71 %","   .00 %","  3.33 %","","","","","",""," 10.00 %","   .00 %"," 20.00 %","","","","   .00 %","   .00 %","","","  8.93 %","","   .00 %","","","","  6.64 %"
"2020-04-10","   .00 %","   .00 %","","   .00 %"," 50.00 %","","  1.82 %","","","","","  1.67 %","","","  7.57 %","  4.05 %",""," 30.00 %","","","   .00 %","   .00 %","","  5.67 %","  2.76 %","   .00 %","  3.33 %"," -2.22 %","","   .00 %","","  6.60 %","   .00 %","  3.33 %","","","","","",""," 10.00 %","   .00 %"," 20.00 %","","","","   .00 %","   .00 %","","","  3.93 %","","   .00 %","","","","  7.80 %"
"2020-04-11","   .00 %","   .00 %","","   .00 %"," 50.00 %","","  3.48 %","","","","","  1.67 %","","","  6.74 %","  3.10 %",""," 30.00 %","   .00 %","","   .00 %","   .00 %","","  5.67 %","  2.76 %","   .00 %","   .00 %"," -2.22 %","","   .00 %","","  6.80 %","   .00 %","  3.33 %","","","","","",""," 10.00 %"," 10.00 %"," 30.00 %","","","","   .00 %","   .00 %","","","  4.82 %","","   .00 %","","","","  7.47 %"
"2020-04-12","   .00 %","   .00 %","","   .00 %"," 30.00 %","","  3.48 %","","","","","  1.67 %","","","  1.94 %","  3.20 %",""," 30.00 %","   .00 %","","   .00 %","   .00 %","","   .67 %","  1.33 %","   .00 %","   .00 %"," -2.22 %","","   .00 %","","  4.63 %","   .00 %","  3.33 %","","","","","",""," 10.00 %"," 10.00 %"," 30.00 %","","","","   .00 %","   .00 %","",""," 11.07 %","","   .00 %","","","","  4.32 %"
"2020-04-13","   .00 %","   .00 %","","   .00 %"," 20.00 %","","  3.48 %","","","","","  1.67 %","","","  3.11 %","  2.86 %",""," 16.67 %","   .00 %","","   .00 %","   .00 %","","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.80 %","   .00 %","   .00 %","","","","","",""," 13.33 %"," 10.00 %"," 10.00 %","","","","   .00 %","   .00 %","","","  9.20 %","","   .00 %","","","","  4.24 %"
"2020-04-14","   .00 %"," 20.00 %","","   .00 %"," 20.00 %","","  1.67 %","","","",""," -5.00 %","","","  1.18 %","  1.53 %","","  6.67 %","   .00 %","","   .00 %","   .00 %",""," -3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.00 %","   .00 %","   .00 %","","","","","",""," 13.33 %"," 10.00 %"," 10.00 %","","","","   .00 %","   .00 %","","","  8.02 %","","   .00 %","","","","  3.93 %"
"2020-04-15","   .00 %"," 20.00 %","","   .00 %","   .00 %","","  1.67 %","","","","","   .00 %","","","  1.73 %","   .74 %","","  6.67 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.00 %","   .00 %","   .00 %","","","   .00 %","","",""," 13.33 %"," 10.00 %"," 16.67 %","","","","   .00 %","   .00 %","","","  8.02 %","","   .00 %","","","","  3.10 %"
"2020-04-16","   .00 %"," 30.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","  1.73 %","   .88 %","","  6.67 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.69 %"," 40.00 %","   .00 %","","","   .00 %","","",""," 13.33 %","   .00 %","  6.67 %","","","","   .00 %","   .00 %","","","  5.80 %","","   .00 %","","","","  3.31 %"
"2020-04-17","   .00 %"," 30.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","  1.73 %","   .57 %","","  6.67 %"," 40.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.61 %"," 26.67 %","   .00 %","","","   .00 %","","",""," 13.33 %","   .00 %"," 16.67 %","","","","   .00 %","   .00 %","","","  3.11 %","","   .00 %","","","","  2.96 %"
"2020-04-18","   .00 %"," 30.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .56 %","   .57 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  3.19 %"," 26.67 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %"," 16.67 %","","","","   .00 %","   .00 %","","","  2.31 %","","   .00 %","","","","  3.51 %"
"2020-04-19","   .00 %"," 10.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .56 %","   .72 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  4.91 %"," 26.67 %","   .00 %","",""," 20.00 %","","","","   .00 %","   .00 %"," 16.67 %","","","","   .00 %","   .00 %","","","  2.31 %","","   .00 %","","","","  2.72 %"
"2020-04-20","   .00 %"," 10.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .57 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  4.91 %"," 26.67 %","   .00 %","",""," 20.00 %","","","","   .00 %","   .00 %"," 10.00 %","","","","   .00 %","   .00 %","","","  2.31 %","","   .00 %","","","","  2.40 %"
"2020-04-21","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .56 %","","   .00 %"," 40.00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.91 %","-13.33 %","   .00 %","",""," 20.00 %","","","","   .00 %","   .00 %"," 13.33 %","","","","   .00 %","   .00 %","","","  2.31 %","","   .00 %","","","","  1.74 %"
"2020-04-22","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .42 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.83 %","   .00 %","   .00 %","",""," 20.00 %","","","","   .00 %","   .00 %","  3.33 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","  2.02 %"
"2020-04-23","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .56 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.24 %","   .00 %","   .00 %","",""," 20.00 %","","","","   .00 %","   .00 %","  3.33 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","  1.66 %"
"2020-04-24","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .42 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .53 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","  3.33 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  1.36 %"
"2020-04-25","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.54 %","","","","","   .00 %","","","   .00 %","   .42 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .53 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","  3.33 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  1.36 %"
"2020-04-26","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.54 %","","","","","   .00 %","","","   .00 %","   .14 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .53 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  1.34 %"
"2020-04-27","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.54 %","","","","","   .00 %","","","   .00 %","   .14 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  1.32 %"
"2020-04-28","   .00 %","   .00 %","","   .00 %","   .00 %","","  2.97 %","","","","","   .00 %","","","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  1.03 %"
"2020-04-29","   .00 %","   .00 %","","   .00 %","   .00 %","","  2.97 %","","","","","   .00 %","","","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .77 %"
"2020-04-30","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.43 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  2.86 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .77 %"
"2020-05-01","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.43 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  2.86 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .51 %"
"2020-05-02","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.43 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  2.86 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .75 %"
"2020-05-03","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  2.86 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .50 %"
"2020-05-04","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.33 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  2.86 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .74 %"
"2020-05-05","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.33 %","","","","","   .00 %","","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .74 %"
"2020-05-06","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.33 %","","","","","   .00 %","","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .74 %"
"2020-05-07","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.33 %","","","","","   .00 %","","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .24 %"
"2020-05-08","   .00 %","   .00 %","","   .00 %","   .00 %","","  1.33 %","","","","","   .00 %","","-20.00 %","   .00 %","   .27 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .24 %"
"2020-05-09","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","-20.00 %","   .00 %","   .41 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  -.24 %"
"2020-05-10","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .41 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  -.24 %"
"2020-05-11","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .41 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  -.24 %"
"2020-05-12","   .00 %","  6.67 %","","   .00 %","   .00 %","","  1.25 %","","","","","   .00 %","","   .00 %","   .00 %","   .41 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","  -.24 %"
"2020-05-13","   .00 %","  6.67 %","","   .00 %","   .00 %","","  1.25 %","","","","","   .00 %","","   .00 %","   .00 %","   .14 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-14","   .00 %","  6.67 %","","   .00 %","   .00 %","","  1.25 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .24 %"
"2020-05-15","   .00 %"," 26.67 %","","   .00 %","   .00 %","","  1.25 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .24 %"
"2020-05-16","   .00 %"," 26.67 %","","   .00 %","   .00 %","","  1.25 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .73 %"
"2020-05-17","   .00 %"," 20.00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .73 %"
