"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-07-11","248","","179","85","","344","","268","302","184","213","433","","521","260","191","365","81","",""
"2020-07-12","250","","184","85","","363","","276","302","185","231","449","","537","285","193","385","81","",""
"2020-07-13","257","","194","","","382","","282","312","197","238","477","","562","287","197","401","97","",""
"2020-07-14","274","","194","","","428","","287","314","202","258","488","","611","287","213","411","97","",""
"2020-07-15","274","","195","88","","433","","308","323","215","272","530","","666","307","223","413","98","",""
"2020-07-16","287","","202","94","","441","","331","340","222","282","567","","738","325","224","421","99","",""
"2020-07-17","293","","206","100","","449","","340","348","228","291","599","","738","326","233","452","103","",""
"2020-07-18","329","","214","106","","486","","349","349","234","300","625","","765","344","239","463","107","",""
"2020-07-19","363","","221","111","","507","","361","353","243","308","625","","776","361","262","484","107","",""
"2020-07-20","373","","228","112","","510","","371","354","260","314","657","","870","379","263","529","107","",""
"2020-07-21","445","","233","117","","520","","377","365","270","352","710","","904","379","273","535","121","",""
"2020-07-22","464","","251","118","","520","","420","378","282","366","762","","919","417","282","568","126","",""
"2020-07-23","503","","346","140","","527","","456","409","307","382","792","","964","417","342","589","131","",""
"2020-07-24","552","","497","236","","635","","524","463","381","448","816","","1027","498","443","601","152","",""
"2020-07-25","622","","574","248","","671","","547","513","430","510","1001","","1051","648","672","638","197","",""
"2020-07-26","672","","681","279","","735","","583","584","467","518","1123","","1058","696","723","695","197","",""
"2020-07-27","822","","750","304","","767","","636","641","480","559","1211","","1067","745","788","740","246","",""
"2020-07-28","902","","833","331","","782","","672","711","500","572","1245","","1107","773","958","785","264","",""
"2020-07-29","937","","891","351","","785","","708","857","528","602","1279","","1126","814","1084","841","273","",""
"2020-07-30","957","","960","382","","832","","712","940","577","659","1291","","1162","895","1304","909","290","",""
"2020-07-31","982","","1026","427","","873","","841","1034","642","734","1300","","1273","939","1418","936","309","",""
"2020-08-01","1082","","1061","459","","908","","869","1087","699","783","1336","","1315","997","1586","990","314","",""
"2020-08-02","1097","","1098","489","","963","","899","1255","738","876","1380","","1344","997","1652","1053","333","",""
"2020-08-03","1147","","1136","543","","988","","949","1295","793","902","1418","","1411","1056","1905","1105","341","",""
"2020-08-04","1202","","1185","569","","1091","","974","1331","900","946","1512","","1467","1118","2215","1150","350","",""
"2020-08-05","1262","","1220","627","","1144","","1079","1380","947","1018","1589","","1480","1164","2743","1201","390","",""
"2020-08-06","1292","","1366","647","","1162","","1140","1429","1001","1034","1703","","1521","1210","2880","1249","410","",""
"2020-08-07","1362","","1395","704","","1191","","1263","1461","1072","1070","1743","","1554","1260","3030","1309","444","",""
"2020-08-08","1462","","1457","723","","1238","","1296","1552","1132","1180","1908","","1600","1338","3807","1381","499","",""
"2020-08-09","1497","","1595","754","","1249","","1411","1595","1188","1210","2017","","1680","1454","3908","1438","547","",""
"2020-08-10","1522","","1642","763","","1281","","1422","1632","1243","1281","2070","","1782","1515","4088","1498","588","",""
"2020-08-11","1592","","1712","831","","1308","","1688","1664","1290","1384","2121","","1822","1556","4586","1563","636","",""
"2020-08-12","1652","","1763","856","39","1372","","1688","1691","1313","1506","2228","","1908","1582","4766","1618","651","",""
"2020-08-13","1722","","1872","878","","1397","","1716","1764","1330","1518","2289","","1975","1590","4963","1665","681","",""
"2020-08-14","1788","","1959","886","","1472","","1767","1790","1378","1629","2713","","2066","1622","5162","1718","714","",""
"2020-08-15","1868","","2083","925","","1504","","1770","1832","1423","1685","2713","","2158","1659","5332","1781","734","",""
"2020-08-16","1898","","2203","964","","1524","","1973","1887","1484","1728","2795","","2265","1683","5522","1845","795","",""
"2020-08-17","2008","","2266","979","","1546","","2143","1976","1530","1804","2925","","2318","1715","5792","1887","808","",""
"2020-08-18","2073","","2330","1038","","1607","","2268","2030","1578","1999","3119","","2400","1744","6102","1920","854","",""
"2020-08-19","2138","","2431","1043","","1655","","2349","2071","1632","2173","3382","","2503","1762","6326","1948","866","",""
"2020-08-20","2213","","2552","1052","","1690","","2503","2101","1661","2430","3490","","2594","1781","6556","1983","890","",""
"2020-08-21","2280","","2641","1070","","1734","","2537","2155","1754","2593","3809","","2738","1818","6814","2038","934","",""
"2020-08-22","2405","","2739","1116","","1790","","2577","2220","1846","2613","4049","","2827","1847","7104","2088","986","",""
"2020-08-23","2458","","2910","1135","","1878","","2621","2242","1918","2625","4149","","3077","1892","7229","2158","1025","",""
"2020-08-24","2608","","3052","1183","","1923","","2704","2295","1981","2755","4265","","3197","1923","7399","2220","1050","",""
"2020-08-25","2668","","3137","1220","","2022","","2799","2352","2048","2895","4505","","3316","1955","7702","2310","1082","",""
"2020-08-26","2763","","3328","1233","","2071","","2839","2410","2107","3045","4759","","3382","1998","7903","2410","1114","",""
"2020-08-27","2893","","3418","1261","","2190","","2923","2469","2181","3135","5297","","3438","2035","8526","2505","1158","",""
"2020-08-28","3043","","3573","1297","","2324","","3116","2562","2263","3241","5642","","3531","2084","9070","2615","1165","",""
"2020-08-29","3279","","3721","1338","","2418","","3161","2666","2383","3372","6014","","3605","2173","9661","2757","1203","",""
"2020-08-30","3537","","3903","1383","","2531","","3272","2719","2455","3482","6342","","3669","2305","9822","2872","1225","",""
"2020-08-31","3612","","3993","1406","","2619","","3328","2827","2545","3679","6595","","3783","2377","10196","2997","1253","",""
"2020-09-01","3914","","4127","1420","","2716","","3415","2894","2660","3919","6881","","3936","2455","10590","3117","1277","",""
"2020-09-02","4202","","4246","1462","","2843","","3565","2979","2729","4113","7198","","4034","2567","10992","3217","1303","",""
"2020-09-03","4414","","4455","1484","","2980","","3732","3060","2846","4299","7408","","4102","2603","11335","3362","1320","",""
"2020-09-04","4852","","4640","1510","","3053","","3804","3174","2963","4571","8035","","4195","2708","11761","3502","1348","",""
"2020-09-05","4884","","4768","1570","","3177","","3882","3308","3084","4764","8373","","4307","2848","12273","3612","1377","",""
"2020-09-06","4920","","4953","1589","","3246","","3992","3512","3214","5029","8575","","4402","2936","12891","3757","1407","",""
"2020-09-07","5052","","5137","1621","","3316","","4087","3643","3329","5307","8777","","4497","3059","13505","3912","1427","",""
"2020-09-08","5199","","5341","1633","","3422","","4179","3834","3462","5452","8936","","4556","3149","13894","4022","1452","",""
"2020-09-09","5282","","5446","1657","","3489","","4320","4157","3553","5540","9086","","4643","3265","14507","4167","1477","",""
"2020-09-10","5369","","5562","1672","","3633","","4447","4260","3659","5718","9205","","4676","3318","14990","4250","1487","",""
"2020-09-11","5568","","5625","1711","","3694","","4575","4282","3748","5823","9316","","4722","3353","15298","4355","1502","",""
"2020-09-12","5714","","5858","1739","","3829","","4679","4413","3886","5999","9517","","4761","3407","15691","4490","1533","",""
"2020-09-13","5760","","6090","1759","","3917","","4857","4553","4011","6127","9719","","4827","3598","15982","4605","1566","",""
"2020-09-14","5958","","6215","1784","","4052","","4987","4718","4132","6250","9980","","4920","3701","16397","4745","1642","",""
"2020-09-15","6192","","6424","1827","","4280","","5245","4869","4270","6556","10283","","5040","3823","16665","4865","1674","",""
"2020-09-16","6312","","6795","1848","","4459","","5324","4895","4401","6711","10540","","5157","3980","17083","5085","1686","",""
"2020-09-17","6508","","7152","1895","","4556","","5448","5220","4521","6986","10754","","5271","4082","17630","5225","1765","",""
"2020-09-18","6654","","7373","1968","","4725","","5558","5565","4633","7334","11019","","5389","4210","18118","5367","1844","",""
"2020-09-19","6878","","7562","2022","","4816","","5760","5808","4752","7678","11345","","5519","4364","18682","5558","1875","",""
"2020-09-20","7080","","7851","2087","","4973","","5923","5959","4873","7918","11733","","5664","4453","19160","5768","1928","",""
"2020-09-21","7314","","8148","2124","","5012","","6099","6202","5009","8337","12219","","5835","4532","19679","5908","1974","",""
"2020-09-22","7545","","8398","2166","","5226","","6320","6417","5123","8467","12687","","6070","4649","20148","6148","2035","",""
"2020-09-23","7712","","8652","2221","","5368","","6622","6569","5398","8894","13059","","6220","4776","20469","6328","2062","",""
"2020-09-24","7895","","8900","2282","","5799","","6780","6764","5528","9202","13572","","6334","4875","20765","6655","2167","",""
"2020-09-25","8113","","9225","2351","","6016","","6887","6971","5721","9674","14160","","6557","4995","21176","6907","2246","",""
"2020-09-26","8448","","9471","2415","","6163","","6964","7159","5884","10088","14646","","6780","5144","21549","7147","2340","",""
"2020-09-27","8754","","9808","2509","","6316","","7174","7428","6007","10491","15045","","6986","5269","21983","7362","2457","",""
"2020-09-28","9103","","10028","2545","","6440","","7263","7610","6129","11136","15466","","7186","5419","22489","7602","2520","",""
"2020-09-29","9376","","10244","2629","","6637","","7382","7872","6286","11601","15985","","7455","5556","22922","7838","2573","",""
"2020-09-30","9678","","10507","2650","","6819","","7542","8167","6414","12190","16586","","7661","5760","23301","7993","2624","",""
"2020-10-01","9869","","10733","2720","","6948","","7831","8380","6562","12523","16908","","7774","5842","23664","8283","2683","",""
"2020-10-02","10211","","10945","2813","","7251","","7989","8675","6736","12946","17859","","7995","6060","24021","8553","2758","",""
"2020-10-03","10697","","11347","2928","","7455","","8118","8959","6938","13224","18500","","8181","6191","24927","8973","2850","",""
"2020-10-04","11305","","11752","3008","","7564","","8311","9359","7256","13626","19215","","8398","6358","25807","9233","2947","",""
"2020-10-05","11692","","11988","3069","","7694","","8476","9642","7656","14133","19972","","8725","6460","26717","9518","3037","",""
"2020-10-06","11994","","12325","3155","","7945","","8678","10127","8017","14761","20513","","9001","6640","27567","9898","3139","",""
"2020-10-07","12387","","12710","3244","","9133","","8851","10473","8470","15350","21256","","9338","6862","28387","10218","3242","",""
"2020-10-08","12844","","13417","3313","","9520","","8956","10732","8845","16463","22132","","9745","7001","29907","10678","3371","",""
"2020-10-09","13192","","13875","3411","","10012","","9405","12116","9297","17298","23041","","10060","7223","30981","11538","3523","",""
"2020-10-10","13718","","14858","3468","","10349","","9701","13138","9470","18263","24102","","10456","7432","31886","12048","3653","",""
"2020-10-11","14447","","15894","3518","","10696","","10206","14559","9631","19217","25161","","11002","7672","33086","12628","3749","",""
"2020-10-12","15041","","16912","3547","","10826","","10551","14985","10086","20523","26076","","11446","7823","33916","13718","3852","",""
"2020-10-13","15575","","18035","3676","","11268","","10973","15395","10566","21759","26848","","11831","8026","34731","14368","3974","",""
"2020-10-14","16149","","18858","3831","","11704","","11316","16020","10709","22595","28367","","12280","8347","35602","14999","4040","",""
"2020-10-15","16614","","19577","3955","","12354","","11586","16814","10887","23280","29377","","12721","8649","36377","15549","4159","",""
"2020-10-16","16795","","20420","4008","","12794","","11892","17581","11133","24434","29809","","13043","8906","37157","16380","4314","",""
"2020-10-17","17324","","21361","4071","","13355","","12408","18299","11350","25491","30322","","13386","9208","38017","17607","4458","",""
"2020-10-18","17692","","22668","4202","","13892","","12633","18939","11566","26684","31127","","13661","9583","39227","18613","4580","",""
"2020-10-19","18030","","23646","4255","","13964","","12926","19566","11766","27706","31425","","14008","9765","40897","19874","4708","",""
"2020-10-20","18316","","24620","4340","","14508","","13335","20312","12170","28735","32518","","14279","10066","41257","20634","4821","",""
"2020-10-21","19085","","25590","4411","","14934","","13583","21023","12574","29440","33350","","14652","10396","41962","20837","4913","",""
"2020-10-22","19854","","26004","4505","","15506","","13838","21773","12741","30593","34081","","14891","10646","42871","22007","5033","",""
"2020-10-23","20046","","26653","4582","","16044","","14151","22313","12913","31576","34405","","15130","10973","43583","22946","5146","",""
"2020-10-24","20518","","27191","4631","","16399","","14536","23051","13430","32516","34612","","15589","11223","44534","23427","5272","",""
"2020-10-25","21387","","28307","4722","","16936","","14877","23580","13729","33249","35664","","16008","11329","45475","23910","5405","",""
"2020-10-26","21884","","29403","4788","","17033","","15079","24302","13920","34272","36666","","16462","11509","46222","24633","5512","",""
"2020-10-27","22416","","30317","4860","","17401","","15289","24836","14156","35219","37659","","16650","11662","46876","25736","5623","",""
"2020-10-28","22782","","30950","4950","","17759","","15628","25295","15176","35939","38687","","17385","11927","47470","26652","5760","",""
"2020-10-29","23150","","31550","5016","","18438","","15799","25746","16226","36945","39987","","17953","12126","48350","27689","5859","",""
"2020-10-30","23872","","32291","5121","","18817","","15939","26382","17233","37904","41093","","18239","12271","49065","28467","5968","",""
"2020-10-31","24443","","33144","5400","","19297","","16101","26892","17976","38693","42087","","18697","12530","49627","29049","6056","",""
"2020-11-01","25221","","33952","5753","","19845","","16271","27730","18450","39735","42977","","19087","12738","50458","30098","6188","",""
"2020-11-02","26014","","35045","5831","","19938","","16414","28283","18784","40574","43922","","19550","12966","50965","31065","6260","",""
"2020-11-03","26670","","35910","5907","","20415","","16692","29004","19425","41496","44867","","20925","13245","51528","31986","6343","",""
"2020-11-04","27342","","36988","5997","","20930","","16861","29773","19895","42511","45522","","21508","13531","52409","32922","6430","",""
"2020-11-05","27863","","38276","6110","","21476","","16901","30366","20375","43355","46375","","21832","13895","53031","33954","6509","",""
"2020-11-06","28184","","39351","6214","","21869","","16940","30944","21152","44263","47555","","22159","14047","53855","34996","6643","",""
"2020-11-07","28733","","40361","6314","","22182","","17150","31506","21764","44912","48898","","22445","14243","54616","35419","6749","",""
"2020-11-08","29204","","41206","6407","","22320","","17302","32084","22387","45737","49804","","22617","14473","55497","36253","6854","",""
"2020-11-09","29996","","42033","6456","","22453","","17393","32538","22810","46355","50364","","23046","14620","55949","37157","6958","",""
"2020-11-10","30555","","43111","6561","","22630","","17592","33023","23171","47153","50909","","23459","14795","56529","38245","7093","",""
"2020-11-11","31271","","43869","6652","","23131","","17739","33802","23524","47989","51570","","23965","14969","57233","39188","7176","",""
"2020-11-12","31642","","44877","6902","","23345","","17775","34380","23918","48775","52139","","24264","15134","57537","40250","7259","",""
"2020-11-13","32057","","45584","6980","","23776","","17932","34993","24235","49556","52661","","24602","15223","58264","41116","7419","",""
"2020-11-14","32705","","46384","7066","","24343","","18077","35686","24450","50440","53278","","25086","15452","59149","41547","7528","",""
"2020-11-15","33328","","47212","7136","","24679","","18194","36277","24920","51271","54003","","25426","15616","59720","42439","7654","",""
"2020-11-16","33986","","47715","7419","","24964","","18303","36931","25603","51827","54687","","26399","15771","60030","43086","7721","",""
"2020-11-17","34383","","48303","7473","","25589","","18433","37553","26104","52658","55184","","27219","15925","60591","43809","7838","",""
"2020-11-18","34751","","49023","7658","","25965","","18618","38130","26880","53578","55845","","27843","16151","61170","44602","7914","",""
"2020-11-19","35377","","49959","7877","","26342","","18764","38726","27282","54472","56367","","28249","16275","61828","45438","8032","",""
"2020-11-20","36201","","50504","7939","","26637","","18898","39390","27583","55106","57107","","28746","16412","62439","46241","8183","",""
"2020-11-21","37120","","51162","8011","","27110","","19056","40071","27854","55728","57847","","29336","16579","63048","46921","8262","",""
"2020-11-22","38422","","52773","8160","","27934","","19302","41278","28653","57178","59372","","30352","16944","64203","48018","8462","",""
"2020-11-23","38674","","53290","8297","","28121","","19399","41850","28828","57876","59899","","30935","17117","64954","48692","8544","",""
"2020-11-24","38928","","53740","8346","","28438","","19500","41947","29291","58658","60516","","31378","17217","65395","49616","8655","",""
"2020-11-25","39827","","54490","8527","","28758","","19561","42122","29727","59336","61104","","31727","17387","65856","50247","8726","",""
"2020-11-26","40679","","55297","8611","","28908","","19620","42603","29931","60045","61893","","32188","17555","66344","50836","8855","",""
"2020-11-27","40930","","55773","8785","","29044","","19705","42981","30133","60500","62672","","32416","17682","66678","51662","8948","",""
"2020-11-28","41161","","56224","8895","","29223","","19806","43279","30645","61687","63438","","32795","17828","67043","52067","9093","",""
"2020-11-29","42057","","57225","9043","","29482","","19916","43431","30860","62420","64214","","33133","17990","67681","52360","9233","",""
"2020-11-30","42822","","57743","9498","","29781","","19991","44064","31016","63333","64721","","33615","18133","68015","53019","9349","",""
"2020-12-01","43364","","58402","9577","","30102","","20134","44607","31415","63923","65583","","34108","18365","68482","53702","9487","",""
"2020-12-26","43720","","58834","9631","","30311","","20153","44799","31828","64279","66048","","34405","18633","68703","54093","9596","",""
"2020-12-27","43928","","59284","9709","","30469","","20206","44984","32067","64726","66551","","34732","18781","68951","54350","9758","",""
"2020-12-28","44131","","59820","9758","","30645","","20242","45295","32368","65143","67180","","35033","18984","69213","55026","9830","",""
"2020-12-29","44368","","60197","10061","","30848","","20279","45643","32949","65788","67655","","35412","19226","69588","55630","10053","",""
"2020-12-30","44847","","60977","10283","","31049","","20435","46032","33466","66506","68264","","35745","19469","69980","56081","10270","",""
"2020-12-31","45363","","61490","10488","","31271","","20497","46374","33850","67220","68811","","35974","19890","70313","56671","10568","",""
"2021-01-01","45756","","62084","10632","","31484","","20525","46737","34330","67927","69291","","36220","20145","70670","57308","10782","",""
"2021-01-02","46102","","62636","10785","","31703","","20586","47098","35223","68372","69748","","36494","20418","71025","57726","10960","",""
"2021-01-03","46325","","63138","10963","","32061","","20619","47521","35722","68955","70444","","36800","20617","71289","58003","11087","",""
"2021-01-04","46565","","63887","10991","","32307","","20776","47794","36522","69328","70966","","37058","21017","71560","58680","11238","",""
"2021-01-05","46869","","64288","11131","","32648","","20819","48077","37229","69983","71461","","37309","21344","71844","59200","11409","",""
"2021-01-06","47248","","65234","11256","","32908","","20859","48362","37965","70568","71882","","37462","21517","72199","59742","11519","",""
"2021-01-07","47733","","66336","11321","","33366","","20960","48632","38314","71085","72427","","37672","22062","72539","60137","11775","",""
"2021-01-08","48099","","67022","11420","","33684","","21071","48955","38859","71659","72996","","37879","22790","72846","60503","11901","",""
"2021-01-09","48401","","67783","11490","","33904","","21131","49639","39779","72221","73474","","38058","23084","73198","60906","12040","",""
"2021-01-10","48619","","68501","11690","","34146","","21189","49868","40249","72732","73985","","38307","23411","73593","61209","12268","",""
"2021-01-11","49060","","68986","11736","","34373","","21268","50167","40442","73136","74442","","38508","23692","73805","61772","12302","",""
"2021-01-12","49235","","69502","11810","","34574","","21336","50444","41292","73561","74739","","38735","24012","74103","62204","12412","",""
"2021-01-13","49722","","70408","11861","","34875","","21371","50674","41840","74134","75186","","38947","24348","74438","62722","12591","",""
