"date","Odisha/Angul","Odisha/Balangir","Odisha/Balasore","Odisha/Bargarh","Odisha/Bhadrak","Odisha/Boudh","Odisha/Cuttack","Odisha/Deogarh","Odisha/Dhenkanal","Odisha/Gajapati","Odisha/Ganjam","Odisha/Jagatsinghpur","Odisha/Jajpur","Odisha/Jharsuguda","Odisha/Kalahandi","Odisha/Kandhamal","Odisha/Kendrapara","Odisha/Kendujhar","Odisha/Khordha","Odisha/Koraput","Odisha/Malkangiri","Odisha/Mayurbhanj","Odisha/Nabarangapur","Odisha/Nayagarh","Odisha/Nuapada","Odisha/Others","Odisha/Puri","Odisha/Rayagada","Odisha/Sambalpur","Odisha/State","Odisha/State Pool","Odisha/Subarnapur","Odisha/Sundargarh"
"2021-03-27","10891","8772","12365","10605","","","29293","1357","5786","","21891","","12362","7874","6384","","9115","7974","53274","","","14116","5897","6499","7603","","14301","8488","9997","","8407","","15280"
"2021-03-28","10901","8781","12371","10620","7491","","29309","1358","5787","","21898","9217","12367","7895","6393","6025","","7974","53345","7946","","14126","5897","","7643","","14307","8497","10008","","8423","4849","15294"
"2021-03-29","10904","8785","12379","10642","7491","2886","29324","","","","21901","9217","12375","7906","6415","","9118","","53378","7946","","14135","5898","","7679","","14316","8498","10013","","8430","","15301"
"2021-03-30","10916","8794","12385","10676","7492","","29340","","5790","","21907","9220","12379","7907","6428","6026","9118","7976","53403","","","14140","5904","6502","7708","","14318","8501","10014","","8436","4850","15327"
"2021-03-31","10925","8799","12391","10694","7494","","29357","1358","5791","","21914","9222","12384","7912","6485","","9120","7988","53436","7951","","14147","5907","6504","7739","","14324","8501","10031","","8440","4853","15365"
"2021-04-01","10949","8809","12396","10728","7498","","29384","","5795","4079","21921","9224","12391","7918","6528","","9122","7991","53506","7955","","14166","5910","6505","7779","","14336","8504","10045","","8455","4857","15396"
"2021-04-02","10976","8812","12412","10760","7503","","29406","1358","5795","4079","21926","9224","12399","7931","6564","6030","9124","7993","53575","7959","","14170","5919","6506","7865","","14345","8511","10061","","8470","4861","15458"
"2021-04-03","10988","8827","12417","10779","7507","","29432","1359","5796","4083","21939","9225","12407","7948","6593","6034","9126","7996","53652","7961","5252","14180","5927","6507","7936","","14356","8516","10071","","8486","4861","15533"
"2021-04-04","10998","8863","12432","10784","7513","","29454","1359","5797","4085","21951","9226","12418","7971","6643","6037","9128","7997","53692","7968","","14196","5944","6511","7978","","14370","8524","10098","","8495","4863","15618"
"2021-04-05","11030","8883","12443","10827","7516","2887","29482","1360","5797","4088","21959","9230","12431","8010","6667","6038","9129","8005","53788","7971","","14209","5947","6512","8038","","14386","8540","10119","","8517","4865","15698"
"2021-04-06","11035","8894","12456","10848","7525","","29512","1364","5803","4089","21986","9233","12446","8041","6731","6041","","8007","53893","7980","","14218","5955","6519","8067","","14410","8546","10147","","8540","4876","15782"
"2021-04-07","11057","8919","12475","10917","7544","2889","29588","1369","5812","","22022","9245","12477","8103","6833","6048","9130","8048","54116","7998","5254","14251","5986","6533","8127","","14477","8566","10220","","8590","4894","16013"
"2021-04-08","11094","8959","12503","11018","7571","2892","29684","1371","5815","4091","22062","9256","12508","8157","6914","6057","9140","8112","54378","8012","","14304","6028","6546","8219","","14565","8593","10313","","8649","4903","16291"
