"date","Gujarat/Ahmedabad","Gujarat/Amreli","Gujarat/Anand","Gujarat/Aravalli","Gujarat/Banaskantha","Gujarat/Bharuch","Gujarat/Bhavnagar","Gujarat/Botad","Gujarat/Chhota Udaipur","Gujarat/Dahod","Gujarat/Dang","Gujarat/Devbhumi Dwarka","Gujarat/Gandhinagar","Gujarat/Gir Somnath","Gujarat/Jamnagar","Gujarat/Junagadh","Gujarat/Kheda","Gujarat/Kutch","Gujarat/Mahisagar","Gujarat/Mehsana","Gujarat/Morbi","Gujarat/Narmada","Gujarat/Navsari","Gujarat/Other State","Gujarat/Other state","Gujarat/Panchmahal","Gujarat/Patan","Gujarat/Porbandar","Gujarat/Rajkot","Gujarat/Sabarkantha","Gujarat/Surat","Gujarat/Surendranagar","Gujarat/Tapi","Gujarat/Udalguri","Gujarat/Vadodara","Gujarat/Valsad","Gujarat/dahod","Gujarat/kutch","Gujarat/other state","Gujarat/porbandar","Gujarat/surat","Gujarat/surendranagar","Gujarat/tapi","Gujarat/vadodara"
"2020-04-08","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","1","","","","6","","","","","","","","",""
"2020-04-09","59","","1","","","","","","1","","","","","","","","","","","","","","","","","","7","","2","","1","","","","4","","","","","","","","",""
"2020-04-10","55","","","","","","4","","","","","","1","","","","","2","","","","","","","","","2","","5","","3","","","","37","","","","","","","","",""
"2020-04-11","46","","3","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","36","","","","","","","","",""
"2020-04-12","39","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","",""
"2020-04-13","38","","1","","","3","","","","","","","","","","","","","","","","","","","","1","","","","","5","","","","6","","","","","","","","",""
"2020-04-14","53","","1","","","","3","","2","1","","","1","","","","","","","2","","","","","","","","","","","9","","","","6","","","","","","","","",""
"2020-04-15","77","","7","","","2","","","","","","","","","","","","","","","","","","","","3","","","6","","9","","","","8","","","","","","","","",""
"2020-04-16","95","","8","","4","","","","","","","","1","","","","1","","","","","4","","","","1","","","4","","37","","","","7","","","","","","","","",""
"2020-04-17","78","","1","","2","8","","3","1","","","","","","","","","","","","","5","","","","2","1","","","","52","","","","16","","","","","","","","",""
"2020-04-18","239","","1","","","1","4","","","","","","","","","","","","1","","","","","","","1","","","2","1","13","","","","14","","","","","","","","",""
"2020-04-19","239","","1","","2","1","2","1","1","1","","","","","","","","","","1","","1","","","","","","","6","","89","","","","22","","","","","","","","",""
"2020-04-20","147","","","6","","","","","","","","","","","","","","2","1","1","","","","","","2","","","2","","27","","","","8","","","","","","","","",""
"2020-04-21","125","","","5","5","1","","2","","1","","","","1","","","1","","","1","","","","","","","","","2","1","78","","","","11","","","","","","","","",""
"2020-04-22","128","","2","5","1","","","2","4","","","","","","","","","","9","","","","","","","","","","1","","68","","","","9","","","","","","","","",""
"2020-04-23","151","","3","1","","5","1","2","","","","","1","","","","2","","","","","","","","","1","","","","","41","","","","7","1","","","","","","","",""
"2020-04-24","169","","3","","","","2","1","","","","","1","","","","","","","","","","","","","3","","","","","6","","","","5","1","","","","","","","",""
"2020-04-25","182","","5","","11","","5","","2","","","","4","","","","","","1","","","","1","","","2","1","","","","34","","","","7","","","","","","","","",""
"2020-04-26","178","","8","","1","","","","","","","","2","","","","1","","","","","","1","","","","1","","4","","30","","","","4","","","","","","","","",""
"2020-04-27","198","","2","","0","","0","1","","","1","","5","","","","","","","","0","0","","","","3","","","1","","30","","","","6","","","","","","","","",""
"2020-04-28","164","","9","","","2","1","6","0","","","","6","","","","","0","","","","","","","","","","","9","","14","","","","15","","","","","","","","",""
"2020-04-29","234","","11","","","0","2","1","0","","","","2","","","","0","","1","1","","0","3","","","4","","","3","","31","","","","15","","","","","","","","",""
"2020-04-30","249","","3","1","0","0","4","","","1","","","10","","","","","0","0","3","","","","","","10","","","0","","13","","","","19","","","","","","","","",""
"2020-05-01","267","","0","","1","-4","","1","","0","","","1","0","","","","1","6","","","","0","","","3","1","","0","0","30","","","","19","","","","","","","","",""
"2020-05-02","250","","0","0","0","0","6","6","1","1","","","18","","","","3","","6","0","","","2","","","1","3","","","","17","0","1","","17","1","","","","","","","",""
"2020-05-03","274","","0","1","7","","","3","0","1","","","3","","","","","","10","21","","","","","","","1","","","","25","","","","25","0","","","","","","","",""
"2020-05-04","259","","1","0","3","0","21","3","0","6","","","7","","","","3","","3","","","","0","","","7","","","3","2","20","","0","","35","","","","","","","","",""
"2020-05-05","349","","","2","10","","2","8","","","","","2","","","","4","","4","10","","0","0","","","4","2","","1","4","17","","","","20","","","","","","","","",""
"2020-05-06","291","","1","","15","","6","7","","2","0","","4","","1","","1","","2","0","","","","","","2","","","","1","31","","","","16","0","","","","","","","",""
"2020-05-07","275","","0","25","3","0","1","","0","4","","1","5","","4","","3","","","0","","","","","","","0","","2","","45","","","","19","","","","","","","","",""
"2020-05-08","269","","1","20","8","","1","3","0","","","","9","1","7","","7","","1","","","","0","","","6","0","","","7","25","","0","","25","0","","","","","","","",""
"2020-05-09","280","","","4","2","1","10","2","","1","","","22","","7","","2","","1","","","","0","","","2","","","2","","30","","","","28","","","","","","","","",""
"2020-05-10","278","","1","2","4","","0","3","","0","0","","10","8","3","","0","1","0","8","1","","","","","2","3","","0","6","41","2","","","25","","","","","","","","",""
"2020-05-11","268","","2","1","","3","1","0","","","","","10","","3","1","","","0","2","","1","","","","4","0","","0","3","19","","","","29","","","","","","","","",""
"2020-05-12","267","","","1","0","1","2","0","3","0","","1","3","5","1","0","3","6","2","7","","","","","","","2","","0","1","30","","","","27","","","","","","","","",""
"2020-05-13","292","","","1","1","","3","","0","","","7","0","1","3","1","1","","1","8","","","","","","1","2","","0","","23","","","","18","","","","","","","","",""
"2020-05-14","265","","2","","1","","3","0","4","0","","","4","4","","","0","","","6","","","","","","2","3","1","","0","16","","","","13","","","","","","","","",""
"2020-05-15","261","","0","1","0","","0","0","","","","","11","1","1","","1","","1","0","","","","","","0","1","","12","2","32","1","","","15","","","","","","","","",""
"2020-05-16","973","","0","0","0","","4","0","","2","","0","6","","0","1","6","","","2","","","0","","","1","3","","1","3","34","","","","19","2","","","","","","","",""
"2020-05-17","276","1","1","1","0","","1","0","","2","","","5","2","1","1","6","14","0","","","","","","","2","4","1","0","6","45","","","","21","1","","","","","","","",""
"2020-05-18","263","","","3","0","0","4","","","4","","","12","","0","3","1","3","2","0","","","","","","0","7","","1","1","33","1","","","22","6","","","","","","","",""
"2020-05-19","262","","","1","3","4","2","0","1","","","","10","3","7","3","4","21","3","5","0","","","","","0","4","","2","7","29","5","1","","18","","","","","","","","",""
"2020-05-20","271","","2","4","2","1","0","0","","1","","","3","","1","1","2","5","15","","","","3","1","","0","15","","","3","37","3","","","26","2","","","","","","","",""
"2020-05-21","233","","0","7","11","","","","","3","","0","5","6","3","2","1","4","9","13","","2","3","3","","1","1","","0","3","34","3","","","24","","","","","","","","",""
"2020-05-22","275","","2","0","","0","0","","0","","","","3","4","0","3","3","3","0","2","","","","","","0","0","","1","11","29","5","","","21","1","","","","","","","",""
"2020-05-23","277","2","3","5","","","0","","","","","0","9","6","0","8","2","0","2","4","1","","1","","","0","2","1","4","","29","2","3","","35","","","","","","","","",""
"2020-05-24","279","","1","1","","","1","","0","4","","","11","0","1","","3","","2","2","","","","2","","2","0","","5","14","35","","","","30","1","","","","","","","",""
"2020-05-25","310","2","2","","","","2","1","","","","","4","0","","0","1","","7","1","","3","1","1","","3","1","1","1","12","31","2","","","18","1","","","","","","","",""
"2020-05-26","251","1","","2","3","0","2","","","","","","7","","5","1","0","2","3","1","","","2","","","1","1","","1","8","36","0","","","31","3","","","","","","","",""
"2020-05-27","256","1","2","0","","","1","1","1","0","","","5","0","","0","0","2","14","1","","","4","2","","1","2","1","3","","34","6","","","29","10","","","","","","","",""
"2020-05-28","247","0","2","1","1","","0","1","1","","","","4","1","0","1","1","7","8","1","1","","1","","","2","1","","7","0","44","1","","","33","1","","","","","","","",""
"2020-05-29","253","","0","1","1","1","","","7","0","","","8","0","","1","12","-7","1","7","","","2","1","","1","0","","1","1","45","1","","","34","1","","","","","","","",""
"2020-05-30","284","1","2","6","3","","1","","2","","","","12","","2","0","0","1","1","0","0","","","2","","3","2","1","3","3","55","0","","","28","0","","","","","","","",""
"2020-05-31","299","1","","1","4","2","","","","","","1","13","0","0","1","3","0","","2","","","0","","","3","1","1","4","2","55","5","","","34","4","","","","","","","",""
"2020-06-01","314","","2","1","3","","1","","","0","","","11","","","","0","","1","6","","0","","2","","1","1","2","3","3","39","1","0","","31","1","","","","","","","",""
"2020-06-02","279","","0","0","1","4","4","","","4","","","15","0","","0","3","2","","5","","1","1","","","2","1","","0","0","58","2","0","","32","1","","","","","","","",""
"2020-06-03","290","","1","2","10","3","4","","","1","","","39","0","0","1","5","0","","4","","","2","","","3","5","0","2","1","77","1","","","34","0","","","","","","","",""
"2020-06-04","291","","4","4","6","1","2","1","","4","","1","21","","1","","4","1","0","9","","4","","8","","3","0","","2","4","81","1","","","39","0","","","","","","","",""
"2020-06-05","324","4","0","1","1","3","4","0","1","","2","1","21","0","6","1","3","","0","9","","","1","0","","0","6","","1","1","67","3","","","45","5","","","","","","","",""
"2020-06-06","289","0","2","2","4","3","2","","3","","","","20","2","0","","2","","0","6","","","2","","","4","6","","8","5","92","","","","34","7","","","","","","","",""
"2020-06-07","318","1","3","1","6","2","2","","","","","","19","0","","","4","","","6","","","1","2","","0","5","","3","","64","","","","","2","","1","","","","","",""
"2020-06-08","346","1","0","4","2","2","3","","","","","","4","1","5","4","1","1","","1","0","","2","2","","4","","","0","5","48","6","","","35","0","","","","","","","",""
"2020-06-09","331","3","4","1","1","2","3","","0","","","","8","","","1","3","1","","1","","","1","1","","3","3","","2","5","62","0","","","32","2","","","","","","","",""
"2020-06-10","343","0","4","4","0","2","8","","1","","","0","2","","2","2","6","2","","4","2","","0","3","","1","1","2","5","4","73","4","","","35","","","","","","","","",""
"2020-06-11","330","","5","2","2","7","3","","1","2","","","11","1","3","3","2","2","","5","0","1","0","2","","1","0","","2","2","86","1","","","39","0","","","","","","","",""
"2020-06-12","327","2","0","1","1","5","2","4","0","","","","5","","2","","0","4","","7","","1","4","0","","3","2","","5","2","77","4","","","37","","","","","","","","",""
"2020-06-13","344","3","1","5","2","4","7","1","1","0","","","9","1","3","1","2","4","1","6","","5","0","6","","5","3","","3","","59","-3","4","","40","","","","","","","","",""
"2020-06-14","334","3","3","6","1","6","3","1","","0","","0","8","","0","","2","","3","2","","1","","5","","1","2","","1","2","76","9","","","42","","","","","","","","",""
"2020-06-15","327","1","1","2","1","9","","1","","0","","0","15","","9","4","1","1","","2","","1","1","3","","7","3","","8","4","64","3","","","44","2","","","","","","","",""
"2020-06-16","332","4","2","4","2","6","1","1","0","","0","1","22","","3","0","2","3","","3","1","","","2","","5","3","","10","2","71","3","","","41","0","","","","","","","",""
"2020-06-17","330","2","4","2","2","7","4","1","0","1","","2","16","3","6","5","4","0","1","3","1","1","1","4","","0","4","","4","1","65","2","","","44","0","","","","","","","",""
"2020-06-18","317","2","6","5","3","9","4","1","0","0","","","11","","7","1","1","","","","1","1","3","2","","2","5","0","1","2","82","1","","","43","0","","","","","","","",""
"2020-06-19","312","","1","7","1","9","2","","1","2","","","9","","9","4","2","4","1","12","0","4","1","","","1","8","","5","2","93","2","","","45","3","","","","","","","",""
"2020-06-20","306","4","4","3","3","12","9","1","","0","","1","8","0","7","0","2","1","2","4","1","8","3","","","1","3","","4","0","103","4","","","43","2","","","","","","","",""
"2020-06-21","273","4","4","9","3","10","8","1","0","1","","1","15","0","8","2","1","","","2","","","0","","","4","4","","4","3","176","1","","","41","5","","","","","","","",""
"2020-06-22","314","2","6","0","1","5","3","2","","","","","7","2","10","7","3","1","2","4","","7","1","","","1","3","","1","2","132","1","","","44","2","","","","","","","",""
"2020-06-23","235","1","2","3","0","11","8","2","2","1","","0","10","3","12","0","-10","15","4","5","","6","4","3","","4","2","","2","2","175","7","-4","","42","4","","","","","","","",""
"2020-06-24","215","4","9","7","1","10","5","1","3","1","","0","7","5","13","4","3","5","3","4","","9","6","","","9","3","","13","1","172","9","","","45","5","","","","","","","",""
"2020-06-25","238","3","7","2","0","9","5","1","","1","","","15","4","14","4","6","5","","4","1","11","5","","","6","2","","14","2","164","2","","","44","8","","","","","","","",""
"2020-06-26","219","5","8","1","0","16","8","2","2","2","","","14","","9","2","5","3","1","7","2","6","4","5","","4","8","","13","1","182","6","","","45","","","","","","","","",""
"2020-06-27","211","3","11","5","1","8","14","2","7","2","","","9","2","7","4","3","11","1","16","3","3","21","1","","5","2","","12","7","184","7","1","","47","5","","","","","","","",""
"2020-06-28","211","10","3","4","7","7","8","3","","","","","11","1","2","10","6","10","","8","4","1","4","13","","2","11","2","10","3","182","10","1","","44","36","","","","","","","",""
"2020-06-29","236","10","11","6","1","8","5","1","","","","2","2","3","6","3","7","2","0","10","0","0","2","8","","3","20","","13","1","206","9","0","","50","1","","","","","","","",""
"2020-06-30","197","3","14","5","1","8","8","4","","0","","1","16","3","18","8","6","9","2","7","2","1","2","1","","5","11","3","6","4","199","4","","","52","20","","","","","","","",""
"2020-07-01","215","3","8","3","12","15","6","2","2","2","","0","16","1","18","7","9","3","2","10","4","1","24","","","5","2","","15","5","201","12","","","57","15","","","","","","","",""
"2020-07-02","211","7","3","4","12","10","14","3","3","3","","1","7","3","11","13","5","5","1","9","3","0","4","","","4","10","1","26","3","227","12","1","","57","8","","","","","","","",""
"2020-07-03","204","","9","1","8","13","21","2","0","1","","1","16","1","13","26","14","5","7","5","2","3","6","","","13","11","1","10","5","204","14","3","","62","6","","","","","","","",""
"2020-07-04","172","2","4","7","10","15","20","2","","1","","1","15","4","8","10","10","7","2","8","3","0","11","","","2","6","","47","6","253","6","","","61","19","","","","","","","",""
"2020-07-05","177","1","","5","8","15","16","3","1","8","","1","11","4","6","13","12","2","3","9","5","1","3","","","6","11","","42","8","254","9","9","","64","18","","","","","","","",""
"2020-07-06","183","7","1","2","24","18","35","2","3","5","","","17","2","7","15","9","11","2","12","4","0","8","","","8","3","","21","8","241","5","4","","65","13","","","","","","","",""
"2020-07-07","187","6","10","4","12","15","21","1","2","6","","1","18","3","10","13","11","14","7","15","5","1","13","0","","4","5","0","40","2","249","11","3","","68","21","","","","","","","",""
"2020-07-08","156","7","5","2","15","16","19","1","1","18","3","","19","4","9","11","3","10","4","15","11","4","14","","","1","4","0","39","8","273","16","1","","67","27","","","","","","","",""
"2020-07-09","162","8","11","5","18","19","23","6","4","13","","0","32","9","11","19","25","5","","17","-4","1","16","","","3","5","1","20","11","307","10","8","","68","28","","","","","","","",""
"2020-07-10","165","3","7","2","14","14","71","2","4","8","","","31","11","23","18","17","4","","21","5","0","27","0","","7","4","1","39","8","269","23","3","","69","5","","","","","","","",""
"2020-07-11","178","4","8","4","12","23","49","2","1","3","","1","28","8","11","24","20","10","6","19","7","7","17","","","5","5","1","41","9","270","10","0","","72","17","","","","","","","",""
"2020-07-12","172","16","11","2","13","14","46","5","3","9","","0","29","6","6","42","16","7","1","23","19","0","11","","","10","4","0","46","3","251","21","2","","75","16","","","","","","","",""
"2020-07-13","164","29","9","3","12","15","40","2","3","16","","","25","","13","46","19","7","5","12","9","","19","","","3","10","4","34","7","287","26","1","","74","8","","","","","","","",""
"2020-07-14","167","2","10","1","21","28","45","2","3","19","","0","26","7","18","25","15","7","9","21","5","4","10","0","","8","9","2","24","8","291","31","7","","76","14","","","","","","","",""
"2020-07-15","173","14","8","4","11","14","61","4","","12","","","30","10","13","43","24","14","9","17","14","6","8","0","","6","9","0","54","9","236","32","3","","77","10","","","","","","","",""
"2020-07-16","181","6","9","4","14","29","50","6","6","16","","","27","6","12","39","20","11","2","13","5","3","10","0","","6","9","","51","9","265","20","0","","74","16","","","","","","","",""
"2020-07-17","184","3","8","0","11","47","44","4","1","15","","1","32","13","16","33","21","15","3","21","5","1","30","","","10","15","","58","12","234","13","5","","77","17","","","","","","","",""
"2020-07-18","199","10","7","4","21","13","36","7","6","10","1","0","28","11","10","40","15","10","7","24","4","6","17","","","8","15","","57","12","268","15","2","","78","19","","","","","","","",""
"2020-07-19","212","13","7","4","21","18","35","2","1","19","","","30","2","10","15","12","19","5","22","9","3","11","","0","16","14","","49","10","285","15","","","79","14","","","","","","","",""
"2020-07-20","193","13","6","5","13","22","42","9","1","12","","3","20","16","22","19","13","16","11","26","9","7","10","","","15","17","1","56","6","284","20","16","","78","17","","","","","","","",""
"2020-07-21","199","7","8","1","25","16","38","8","","39","1","1","31","18","20","12","14","9","6","18","6","19","17","","","17","20","2","58","5","298","21","4","","75","13","","","","","","","",""
"2020-07-22","196","16","7","4","19","27","38","9","7","27","","","31","21","15","30","14","21","18","24","8","14","16","","","7","19","","55","8","256","20","5","","80","8","","","","","","","",""
"2020-07-23","210","3","9","3","14","27","39","7","5","31","","0","31","11","34","43","13","24","7","23","4","40","18","","","12","23","1","59","4","256","31","5","","82","9","","","","","","","",""
"2020-07-24","176","26","10","7","26","30","39","8","2","18","0","2","26","19","12","28","8","22","2","22","6","9","19","0","","8","20","1","59","9","309","25","10","","92","18","","","","","","","",""
"2020-07-25","180","3","10","3","34","25","41","3","2","25","","3","29","23","23","37","11","19","10","25","10","12","12","","","18","21","3","65","10","276","29","6","","94","19","","","","","","","",""
"2020-07-26","163","39","11","3","35","19","31","5","22","30","6","4","19","18","14","20","9","20","3","18","10","26","18","","","18","22","2","72","14","299","24","9","","92","15","","","","","","","",""
"2020-07-27","184","22","12","4","19","24","33","3","0","27","","2","34","16","15","26","16","12","11","17","11","6","16","7","","12","27","3","74","10","258","30","6","","96","19","","","","","","","",""
"2020-07-28","156","26","11","2","34","19","38","8","0","38","0","0","44","15","26","16","13","10","20","18","9","16","21","","","19","18","4","79","8","293","32","6","","91","18","","","","","","","",""
"2020-07-29","152","24","10","1","10","33","35","8","2","33","1","1","50","8","19","31","10","13","12","36","28","18","17","10","","10","18","14","80","14","291","31","10","","95","19","","","","","","","",""
"2020-07-30","157","24","11","3","28","35","46","13","13","31","2","1","37","8","40","34","15","12","16","18","12","16","15","","","23","22","2","86","15","271","34","1","","96","22","","","","","","","",""
"2020-07-31","176","26","11","2","14","21","47","4","0","14","","0","40","16","42","20","14","20","12","40","29","9","16","5","","21","13","9","79","11","284","36","2","","94","26","","","","","","","",""
"2020-08-01","146","11","12","3","17","16","44","13","7","30","2","4","29","37","42","42","20","20","11","46","16","19","11","3","","9","14","10","87","12","262","29","0","","95","17","","","","","","","",""
"2020-08-02","155","17","16","1","3","16","72","15","13","17","","13","29","14","52","40","17","16","1","43","8","10","19","2","","27","9","7","94","8","237","10","4","","96","20","","","","","","","",""
"2020-08-03","151","19","11","0","10","18","47","16","","29","3","5","25","6","34","21","20","17","7","26","14","8","12","6","","22","4","4","85","15","258","13","2","","98","3","","","","","","","",""
"2020-08-04","153","18","9","5","6","16","55","16","2","23","1","2","28","16","22","37","11","23","12","15","7","20","13","","","22","10","3","88","13","245","10","4","","105","10","","","","","","","",""
"2020-08-05","161","30","12","3","13","21","47","14","2","18","2","1","27","9","46","25","14","27","9","24","24","8","11","","","18","10","17","80","11","237","22","8","","115","7","","","","","","","",""
"2020-08-06","151","20","6","1","2","19","44","12","1","11","1","1","32","15","28","44","21","27","11","34","14","6","9","","","20","7","1","90","14","238","18","2","","118","16","","","","","","","",""
"2020-08-07","153","21","14","4","6","13","37","9","2","21","0","1","27","23","52","46","14","24","12","43","12","12","17","5","","11","7","9","90","12","231","17","1","","110","18","","","","","","","",""
"2020-08-08","158","33","9","3","5","11","47","9","8","27","1","4","30","26","54","32","10","22","9","30","20","11","7","","","31","19","5","93","8","226","21","2","","113","17","","","","","","","",""
"2020-08-09","153","35","5","2","9","28","35","10","1","18","2","5","27","32","63","27","11","25","9","11","9","10","3","0","","47","11","7","95","10","222","18","7","","110","21","","","","","","","",""
"2020-08-10","144","42","2","1","8","20","48","3","2","14","","5","26","29","31","18","15","32","9","19","25","11","9","","","18","13","25","96","8","236","20","1","","108","18","","","","","","","",""
"2020-08-11","150","30","10","3","6","40","55","9","4","22","","7","30","28","44","19","17","23","10","29","27","9","10","","","35","14","4","87","8","236","15","4","","111","22","","","","","","","",""
"2020-08-12","159","35","13","4","8","25","46","6","2","21","","1","30","27","38","19","16","27","2","32","21","11","13","","","34","10","3","95","11","272","27","6","","120","18","","","","","","","",""
"2020-08-13","166","33","9","4","11","10","40","6","8","25","","6","33","29","39","17","12","22","16","20","25","5","14","5","","23","11","","95","10","251","17","","","109","14","","","","5","","","2",""
"2020-08-14","161","29","12","3","15","23","24","6","6","23","","3","38","24","56","39","7","22","4","24","21","7","10","","","40","13","4","99","8","232","13","5","","107","9","","","","","","","",""
"2020-08-15","162","30","8","4","11","24","34","7","5","17","","5","29","20","56","27","15","29","2","16","39","2","11","4","","43","16","10","95","5","234","16","4","","107","7","","","","","","","",""
"2020-08-16","164","25","9","3","19","30","38","8","6","26","","16","29","16","58","34","13","31","9","22","13","8","14","6","","45","9","10","99","10","228","5","3","","108","6","","","","","","","",""
"2020-08-17","158","28","9","4","9","16","29","4","3","12","","9","32","19","44","21","11","24","8","17","22","9","12","4","","29","21","8","92","5","243","12","5","","109","5","","","","","","","",""
"2020-08-18","165","15","8","3","26","26","43","3","6","28","1","5","27","15","58","21","7","17","15","18","46","7","10","8","","39","10","9","98","6","252","10","3","","111","10","","","","","","","",""
"2020-08-19","163","27","13","4","19","22","60","11","1","28","","3","27","13","65","20","6","30","5","20","34","9","11","1","","44","18","10","96","7","238","6","6","","115","13","","","","","","","",""
"2020-08-20","172","25","8","4","18","20","55","7","9","32","","4","25","11","73","27","9","35","8","22","26","10","13","10","","42","15","13","98","10","237","6","4","","118","9","","","","","","","",""
"2020-08-21","179","29","14","3","23","31","27","8","5","28","8","6","34","17","77","32","10","38","8","27","20","11","9","0","","44","15","8","97","9","251","3","9","","120","4","","","","","","","",""
"2020-08-22","179","67","16","3","16","32","58","7","3","14","2","10","27","18","80","32","9","24","8","26","16","9","7","0","","36","13","10","99","7","238","9","9","","122","6","","","","","","","",""
"2020-08-23","177","15","11","2","17","27","41","5","1","18","","7","28","18","85","27","8","32","3","14","11","10","7","0","","32","8","9","99","11","248","3","6","","119","2","","","","","","","",""
"2020-08-24","165","16","4","6","14","14","49","9","2","8","","13","26","20","86","26","7","25","11","14","17","8","10","0","","27","12","11","98","5","229","2","8","","120","5","","","","","","","",""
"2020-08-25","157","14","6","5","11","26","36","7","8","17","","3","30","19","80","28","14","22","6","17","15","14","9","0","","29","15","8","95","9","250","8","7","","122","9","","","","","","","",""
"2020-08-26","163","34","8","2","23","29","45","6","8","19","1","11","43","16","88","29","14","24","10","21","17","12","7","0","","31","21","12","99","6","253","7","8","","124","6","","","","","","","",""
"2020-08-27","163","30","7","4","17","21","51","14","11","19","7","17","28","17","89","28","8","27","11","21","24","14","12","","","28","16","5","96","7","258","5","7","","123","5","","","","","","","",""
"2020-08-28","168","28","16","6","23","21","65","7","9","15","2","15","38","24","92","25","13","22","9","19","26","12","14","","","30","16","5","112","6","270","8","6","","132","18","","","","","","","",""
"2020-08-29","164","25","10","11","18","21","61","7","10","18","4","9","35","22","102","28","16","28","8","20","28","9","11","","","34","19","5","115","9","273","13","12","","124","13","","","","","","","",""
"2020-08-30","169","21","11","11","18","30","68","7","8","17","4","14","49","13","106","30","12","26","8","17","23","5","11","","","35","15","2","119","10","257","18","4","","128","6","","","","","","","",""
"2020-08-31","173","30","20","5","18","20","40","5","10","13","0","12","36","14","114","35","13","20","10","29","28","5","12","","","39","25","9","118","11","257","21","4","","128","6","","","","","","","",""
"2020-09-01","159","31","3","6","15","25","53","10","11","16","3","19","37","14","113","25","8","20","10","30","23","8","20","","","37","26","8","125","9","289","20","9","","121","7","","","","","","","",""
"2020-09-02","169","26","11","8","18","23","48","12","9","15","3","13","38","15","150","30","10","17","8","24","20","10","9","","","34","9","3","143","9","265","7","10","","125","14","","","","","","","",""
"2020-09-03","166","29","15","12","30","26","58","6","7","18","7","12","39","14","115","27","10","14","9","23","24","9","9","","","32","26","1","135","9","272","22","16","","123","10","","","","","","","",""
"2020-09-04","171","26","12","3","24","19","53","6","6","12","","10","36","15","111","29","7","25","7","26","25","20","13","","","29","30","","162","14","271","14","13","","125","6","","","","","","","",""
"2020-09-05","167","28","9","10","32","25","42","12","9","17","0","15","35","14","111","30","10","20","8","18","28","11","9","0","","33","17","2","145","19","277","20","13","","119","6","","","","","","","",""
