"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-05-10","1068","475","4931","","","35","11353","294","4714","676","17589","","6952","6382","15279","302","7743"
"2020-05-11","1075","478","4999","","","35","11432","296","4763","688","17774","","7004","6457","15356","287","7818"
"2020-05-12","1093","485","5125","","","35","11572","297","4831","702","17953","","7046","6507","15454","273","7959"
"2020-05-13","1111","486","5249","","","35","11703","302","4889","708","18201","","7129","6592","15587","264","8241"
"2020-05-14","1119","488","5440","","","36","11950","302","4974","724","18381","","7258","6774","15881","300","8555"
"2020-05-15","1137","491","5590","","","36","12131","304","5038","738","18683","","7331","6875","15996","285","8786"
"2020-05-16","1147","495","5748","","","37","12314","304","5133","751","18883","","7412","6987","16346","309","9067"
"2020-05-17","1150","497","5870","","","38","12462","308","5205","767","19129","","7474","7064","16479","315","9252"
"2020-05-18","1155","497","5996","","","38","12587","308","5264","774","19345","","7524","7139","16671","312","9442"
"2020-05-19","1177","497","6080","","","38","12748","308","5335","780","19504","","7565","7198","16825","288","9582"
"2020-05-20","1197","500","6165","","","38","12920","309","5418","792","19708","","7607","7280","16962","294","9780"
"2020-05-21","1202","509","6286","","","39","13063","310","5492","806","19930","","7691","7366","17089","304","9997"
"2020-05-22","1257","510","6362","","","39","13221","310","5568","812","20085","","7724","7424","17180","296","10101"
"2020-05-23","1264","515","6426","","","39","13334","312","5621","819","20232","","7759","7480","17291","319","10251"
"2020-05-24","1269","520","6596","","","39","13457","313","5687","830","20437","","7812","7559","17417","308","10431"
"2020-05-25","1277","523","6681","","","39","13575","314","5755","834","20539","","7844","7594","17480","311","10505"
"2020-05-26","1280","537","6733","","","39","13670","315","5796","840","20601","","7863","7632","17533","297","10557"
"2020-05-27","1286","539","6779","","","39","13778","317","5845","843","20706","","7880","7656","17596","309","10647"
"2020-05-28","1295","539","6852","","","39","13899","319","5878","845","20857","","7919","7724","17698","318","10713"
"2020-05-29","1303","544","6930","","","39","13994","319","5942","853","20972","","7959","7766","17786","289","10816"
"2020-05-30","1305","544","7089","","","39","14099","319","5982","855","21124","","8016","7819","17873","336","10901"
"2020-05-31","1312","544","7159","","","40","14225","320","6035","855","21287","","8079","7859","17936","296","11018"
"2020-06-01","1424","567","7348","","","53","14721","335","6188","886","22224","","8586","8200","18581","340","11352"
"2020-06-02","1430","568","7380","","","54","14795","335","6201","883","22296","","8600","8228","18636","319","11438"
"2020-06-03","1435","566","7453","","","54","14857","335","6237","891","22403","","8613","8243","18733","307","11465"
"2020-06-04","1443","568","7508","","","55","14969","337","6268","894","22485","","8625","8282","18790","310","11529"
"2020-06-05","1446","571","7573","","","56","15064","337","6297","900","22583","","8646","8313","18858","313","11600"
"2020-06-06","1450","573","7635","","","55","15170","338","6337","904","22686","","8689","8347","18955","297","11696"
"2020-06-07","1456","574","7683","","","55","15217","338","6353","905","22754","","8713","8363","19001","292","11732"
"2020-06-08","1458","575","7698","","","55","15236","338","6365","907","22812","","8715","8372","19028","309","11758"
"2020-06-09","1462","575","7728","","","56","15271","341","6380","905","22845","","8753","8404","19067","299","11803"
"2020-06-10","1467","574","7754","","","55","15365","344","6395","905","22889","","8774","8418","19099","297","11820"
"2020-06-11","1474","575","7793","","","55","15465","348","6415","913","22996","","8809","8440","19195","304","11885"
"2020-06-12","1479","575","7872","","","55","15518","348","6431","918","23075","","8842","8462","19249","298","11937"
"2020-06-13","1486","580","7906","","","55","15573","353","6460","921","23156","","8860","8478","19299","307","11961"
"2020-06-14","1487","580","7933","","","55","15604","353","6481","924","23195","","8866","8507","19335","308","11975"
"2020-06-15","1489","579","7925","","42","0","15627","353","6489","926","23227","13","8872","8512","19334","311","11991"
"2020-06-16","1494","578","7940","","","57","15667","353","6503","930","23269","","8892","8514","19367","307","12014"
"2020-06-17","1497","582","7956","","","57","15703","354","6518","936","23346","","8908","8522","19434","306","12032"
"2020-06-18","1502","584","7979","","","57","15739","356","6537","936","23407","","8935","8555","19477","308","12050"
"2020-06-19","1508","585","8002","","","57","15778","357","6556","941","23464","","8962","8566","19493","296","12085"
"2020-06-20","1513","586","8028","","","57","15817","358","6584","943","23544","","8983","8576","19528","297","12122"
"2020-06-21","1515","590","8035","","","57","15829","358","6598","944","23574","","8994","8583","19551","303","12130"
"2020-06-22","1517","591","8057","","","59","15851","358","6610","946","23609","","9010","8592","19567","300","12143"
"2020-06-23","1523","591","8081","","","59","15885","359","6620","947","23647","","9042","8604","19601","288","12192"
"2020-06-24","1525","591","8086","","","59","15920","359","6633","950","23697","","9056","8610","19628","290","12207"
"2020-06-25","1525","591","8107","","","59","15952","362","6658","952","23741","","9082","8625","19664","283","12236"
"2020-06-26","1530","592","8142","","","60","15975","364","6691","952","23786","","9100","8646","19707","285","12240"
"2020-06-27","1531","594","8176","","","63","16028","366","6729","955","23859","","9125","8661","19764","289","12303"
"2020-06-28","1532","594","8198","","","63","16053","366","6760","958","23915","","9151","8671","19795","287","12324"
"2020-06-29","1535","594","8208","","","64","16069","366","6765","959","23946","","9161","8676","19795","288","12342"
"2020-06-30","1538","594","8225","","","64","16088","366","6776","962","23962","","9166","8684","19819","288","12350"
"2020-07-01","1538","594","8225","","","64","16088","366","6776","962","23962","","9166","8684","19819","288","12350"
"2020-07-02","1547","600","8264","","","66","16176","372","6812","969","24039","","9200","8707","19892","287","12407"
"2020-07-03","1553","602","8295","","","68","16210","372","6834","976","24083","","9242","8722","19936","292","12443"
"2020-07-04","1553","602","8311","","","68","16235","373","6861","982","24115","","9260","8734","19972","291","12481"
"2020-07-05","1557","602","8321","","","71","16254","373","6870","985","24153","","9273","8740","19985","291","12499"
"2020-07-06","1561","604","8331","","","71","16283","373","6883","985","24193","","9284","8748","20014","292","12515"
"2020-07-07","1561","604","8348","","","71","16318","373","6895","986","24243","","9306","8757","20048","294","12534"
"2020-07-08","1563","604","8365","","","74","16342","376","6903","991","24300","","9339","8765","20120","298","12562"
"2020-07-09","1566","609","8399","","","77","16379","381","6932","993","24348","","9384","8777","20172","297","12583"
"2020-07-10","1570","610","8426","","","78","16414","383","6943","995","24377","","9403","8786","20228","294","12603"
"2020-07-11","1574","611","8442","","","81","16452","384","6974","1001","24436","","9440","8802","20272","300","12629"
"2020-07-12","1578","613","8460","","","80","16469","384","7000","1008","24483","","9462","8811","20301","300","12648"
"2020-07-13","1582","615","8491","","","80","16485","384","7019","1008","24536","","9485","8822","20342","299","12679"
"2020-07-14","1586","615","8527","","","80","16530","384","7039","1012","24600","","9530","8830","20386","301","12710"
"2020-07-15","1593","615","8558","","","82","16564","385","7056","1012","24652","","9560","8832","20411","303","12724"
"2020-07-16","1596","616","8593","","","82","16596","386","7077","1015","24685","","9588","8847","20445","317","12738"
"2020-07-17","1603","618","8637","","","82","16632","389","7100","1026","24738","","9612","8865","20499","316","12762"
"2020-07-18","1612","622","8653","","","86","16710","391","7120","1033","24809","","9658","8868","20555","319","12802"
"2020-07-19","1622","623","8681","","","86","16733","391","7140","1039","24886","","9699","8889","20601","314","12830"
"2020-07-20","1635","624","8719","","","88","16757","390","7141","1049","24958","","9737","8894","20621","317","12859"
"2020-07-21","1639","625","8745","","","93","16784","390","7152","1057","25011","","9779","8903","20650","311","12894"
"2020-07-22","1644","626","8761","","","93","16815","390","7180","1063","25084","","9821","8917","20678","315","12933"
"2020-07-23","1668","629","8788","","","93","16856","391","7220","1065","25123","","9849","8940","20732","321","12972"
"2020-07-24","1680","636","8816","","","94","16883","391","7228","1076","25190","","9895","8956","20793","328","13019"
"2020-07-25","1684","638","8843","","","94","16915","393","7259","1082","25250","","9934","8967","20827","323","13059"
"2020-07-26","1693","643","8882","","","95","16952","396","7283","1090","25333","","9971","8985","20896","325","13093"
"2020-07-27","1698","645","8907","","","95","16990","396","7309","1095","25396","","10013","9000","20914","328","13140"
"2020-07-28","1718","647","8932","","","99","17033","398","7326","1095","25429","","10034","9018","20960","327","13166"
"2020-07-29","1731","648","8987","","","98","17119","397","7353","1102","25535","","10103","9043","21030","334","13204"
"2020-07-30","1742","648","9029","","","98","17169","398","7381","1107","25617","","10160","9058","21113","335","13243"
"2020-07-31","1745","653","9073","","","98","17232","402","7404","1126","25706","","10236","9086","21222","307","13322"
"2020-08-01","1755","654","9088","","","98","17305","404","7433","1132","25801","","10305","9107","21279","303","13376"
"2020-08-02","1757","657","9124","","","98","17386","405","7467","1136","25894","","10343","9115","21355","306","13415"
"2020-08-03","1764","657","9153","","","98","17422","405","7477","1139","25932","","10361","9126","21378","303","13442"
"2020-08-04","1770","661","9224","","","99","17494","406","7499","1145","26027","","10447","9163","21481","318","13469"
"2020-08-05","1778","664","9255","","","100","17571","407","7518","1150","26109","","10488","9185","21579","342","13497"
"2020-08-06","1783","666","9272","","","100","17617","409","7541","1158","26156","","10515","9193","21631","308","13525"
"2020-08-07","1794","667","9295","","","102","17699","410","7556","1162","26254","","10554","9212","21717","314","13555"
"2020-08-08","1798","667","9324","","","102","17789","411","7582","1170","26345","","10601","9226","21778","316","13602"
"2020-08-09","1800","668","9355","","","103","17846","411","7600","1174","26420","","10614","9245","21849","325","13630"
"2020-08-10","1802","668","9371","","","103","17883","411","7619","1179","26470","","10639","9258","21929","329","13654"
"2020-08-11","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","326","13686"
"2020-08-12","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","619","13686"
"2020-08-13","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","1042","13686"
"2020-08-14","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","1347","13686"
"2020-08-15","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","1818","13686"
"2020-08-16","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","2212","13686"
"2020-08-17","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","2460","13686"
"2020-08-18","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","2682","13686"
"2020-08-19","1803","667","9408","","","103","17930","411","7637","1184","26565","","10682","9288","22017","3034","13686"
"2020-08-20","1582","633","8879","","","85","17487","377","7505","1110","24596","","9311","8889","21459","9684","13131"
"2020-08-21","1584","634","8915","","","85","17550","380","7517","1116","24671","","9340","8912","21576","9754","13182"
"2020-08-22","1583","633","8919","","","86","17574","380","7521","1116","24698","","9342","8915","21588","9809","13196"
"2020-08-23","1583","633","8919","","","86","17574","380","7521","1116","24698","","9342","8915","21588","9809","13196"
"2020-08-24","1585","641","8954","","","87","17654","381","7538","1130","24800","","9382","8955","21786","9899","13230"
