"date","Tripura/Dhalai","Tripura/Gomati","Tripura/Khowai","Tripura/North Tripura","Tripura/Sipahijala","Tripura/South Tripura","Tripura/Unokoti","Tripura/West Tripura"
"2020-06-30","","","-50.00 %","   .00 %",""," ##.## %","","-60.00 %"
"2020-07-01","","-91.30 %","   .00 %","-50.00 %","-##.## %","-66.67 %",""," 50.00 %"
"2020-07-02"," ##.## %","-50.00 %"," ##.## %"," ##.## %","   .00 %","   .00 %",""," ##.## %"
"2020-07-03"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 83.33 %"," ##.## %","   .00 %"," -5.56 %"
"2020-07-04","-91.67 %","","-88.89 %","-69.23 %","-18.18 %","-50.00 %","","-52.94 %"
"2020-07-05","-50.00 %","   .00 %"," ##.## %","   .00 %","-77.78 %","","","-12.50 %"
"2020-07-06"," ##.## %"," ##.## %"," ##.## %","-75.00 %"," ##.## %","   .00 %","   .00 %"," 85.71 %"
"2020-07-07","-66.67 %","-87.80 %",""," ##.## %","",""," ##.## %","-53.85 %"
"2020-07-08",""," ##.## %","   .00 %","-42.86 %","   .00 %","-66.67 %","-80.00 %"," 66.67 %"
"2020-07-09","","-86.36 %","-66.67 %","-75.00 %","-80.00 %"," ##.## %","","-60.00 %"
"2020-07-10","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," 66.67 %",""," ##.## %"
"2020-07-11","-93.33 %","-50.00 %","-96.83 %"," ##.## %","-61.54 %","-80.00 %"," ##.## %","-68.57 %"
"2020-07-12"," ##.## %"," ##.## %",""," 25.00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-13","-80.00 %","-93.10 %","   .00 %","-80.00 %","-72.22 %","-71.43 %","","-67.57 %"
"2020-07-14"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 20.00 %"," ##.## %","   .00 %"," ##.## %"
"2020-07-15","  8.33 %"," ##.## %","-55.56 %"," 25.00 %"," ##.## %","-14.29 %","-25.00 %","-58.62 %"
"2020-07-16","-76.92 %","-12.00 %"," ##.## %","-60.00 %"," 13.33 %"," ##.## %","-66.67 %"," 75.00 %"
"2020-07-17","","","","","","","",""
"2020-07-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-30.77 %"," ##.## %","   .00 %"
"2020-07-19","-20.00 %","-24.44 %"," -6.67 %","-18.75 %","-60.71 %","-66.67 %","-87.50 %"," 60.00 %"
"2020-07-20","-78.41 %"," 17.65 %","-78.57 %"," 23.08 %"," 22.73 %"," ##.## %"," ##.## %"," 70.83 %"
"2020-07-21"," 73.68 %","-12.50 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","-50.00 %","-20.73 %"
"2020-07-22","-45.45 %","-22.86 %","-33.33 %","-64.58 %","-11.11 %","-89.66 %","","-55.38 %"
"2020-07-23","-44.44 %"," 70.37 %","   .00 %"," 58.82 %"," ##.## %"," ##.## %","   .00 %"," 13.79 %"
"2020-07-24","-60.00 %","-50.00 %"," 25.00 %","-81.48 %","-72.13 %","-40.00 %","   .00 %","-15.15 %"
"2020-07-25","   .00 %","-30.43 %","-10.00 %"," 20.00 %"," 58.82 %","-58.33 %"," ##.## %"," 25.00 %"
"2020-07-26","","-31.25 %","-88.89 %"," 33.33 %","-62.96 %","","","-80.00 %"
"2020-07-27","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"
"2020-07-28"," 33.33 %"," 77.27 %"," 75.00 %"," 16.67 %","-36.59 %"," ##.## %"," ##.## %"," 90.00 %"
"2020-07-29","-33.33 %","  5.13 %","-42.86 %","  9.52 %"," 38.46 %","-38.10 %","-80.00 %","  7.89 %"
"2020-07-30","-50.00 %"," 12.20 %","-25.00 %","  4.35 %"," -8.33 %","-15.38 %",""," 12.20 %"
"2020-07-31","   .00 %"," -6.52 %"," ##.## %"," 95.83 %","-21.21 %"," 54.55 %","   .00 %"," 14.13 %"
"2020-08-01"," ##.## %","-11.63 %"," 50.00 %","-31.91 %","-26.92 %","-47.06 %","-50.00 %"," -3.81 %"
"2020-08-02","-81.82 %","-10.53 %","-76.92 %","-37.50 %","-57.89 %"," 77.78 %","-66.67 %","-49.50 %"
"2020-08-04","-50.00 %","-23.53 %"," 77.78 %","-30.00 %"," ##.## %","-81.25 %","","-15.69 %"
"2020-08-05"," ##.## %"," -7.69 %","-12.50 %"," 14.29 %","-67.86 %","-66.67 %",""," 25.58 %"
"2020-08-06"," 50.00 %","-20.83 %","-28.57 %","-50.00 %"," ##.## %"," ##.## %","   .00 %","-44.44 %"
"2020-08-07","-66.67 %"," ##.## %"," 10.00 %"," 12.50 %","-57.14 %","   .00 %",""," 66.67 %"
"2020-08-08"," ##.## %","-65.91 %","-36.36 %"," ##.## %"," ##.## %"," ##.## %",""," 28.00 %"
"2020-08-09"," ##.## %","-40.00 %"," 85.71 %","-45.00 %"," 16.67 %"," 27.78 %"," ##.## %","-10.94 %"
"2020-08-10","-87.50 %","-55.56 %","-46.15 %"," ##.## %","-90.48 %","-95.65 %","","-61.40 %"
"2020-08-11"," ##.## %"," 25.00 %"," ##.## %","-28.00 %"," ##.## %","   .00 %","   .00 %"," ##.## %"
"2020-08-12","-20.00 %"," ##.## %","-82.98 %"," 22.22 %","-60.00 %","","   .00 %","-49.35 %"
"2020-08-13"," 25.00 %"," -3.12 %"," 37.50 %","-36.36 %"," ##.## %","   .00 %"," ##.## %"," -5.13 %"
"2020-08-14"," 80.00 %","   .00 %"," 54.55 %"," 50.00 %","-11.76 %"," ##.## %","-25.00 %"," 62.16 %"
"2020-08-15","-88.89 %","-67.74 %","  5.88 %"," -4.76 %","-86.67 %","-25.00 %"," ##.## %"," 46.67 %"
"2020-08-16","   .00 %"," 70.00 %","-55.56 %","-15.00 %","   .00 %","-33.33 %","  9.09 %","-38.64 %"
"2020-08-17"," ##.## %","-88.24 %"," ##.## %"," 52.94 %"," ##.## %"," ##.## %","-79.17 %"," -3.70 %"
"2020-08-18"," ##.## %"," ##.## %"," 25.00 %","-19.23 %","-29.41 %"," 22.22 %"," ##.## %"," 25.00 %"
"2020-08-19","-77.55 %"," 38.46 %"," 35.00 %"," ##.## %"," 83.33 %","-18.18 %","-28.57 %"," 40.00 %"
"2020-08-20"," ##.## %","-16.67 %","-81.48 %","-87.50 %","-59.09 %","-33.33 %"," ##.## %","  3.30 %"
"2020-08-21","-78.26 %"," ##.## %"," ##.## %"," 66.67 %"," ##.## %"," ##.## %","-71.88 %"," 15.96 %"
"2020-08-22"," ##.## %","-47.27 %","-48.00 %"," 40.00 %","-62.50 %"," 26.32 %"," ##.## %"," 33.94 %"
"2020-08-23"," 59.26 %","-27.59 %"," -7.69 %"," 42.86 %"," 11.11 %","-25.00 %"," ##.## %","  -.68 %"
"2020-08-24","-67.44 %","-61.90 %","-25.00 %","-25.00 %"," ##.## %","-66.67 %","-90.32 %","-42.76 %"
"2020-08-25"," 57.14 %"," ##.## %"," 77.78 %"," ##.## %","-67.80 %"," ##.## %"," ##.## %"," 22.89 %"
"2020-08-26","-31.82 %","-11.76 %","-25.00 %","-29.73 %"," 52.63 %"," 40.00 %"," -5.26 %"," 43.14 %"
"2020-08-27"," 46.67 %"," 23.33 %"," 33.33 %"," 23.08 %","-34.48 %"," -2.86 %"," 33.33 %"," 21.23 %"
"2020-08-28"," ##.## %"," 10.81 %"," ##.## %"," -6.25 %"," ##.## %","-29.41 %"," -2.08 %"," 15.82 %"
"2020-08-29"," -3.17 %","-56.10 %","-90.91 %","-26.67 %"," 10.91 %"," 91.67 %"," 21.28 %","-15.12 %"
"2020-08-30","-60.66 %"," ##.## %"," ##.## %"," 72.73 %","-54.10 %"," -8.70 %","-22.81 %"," -2.30 %"
"2020-08-31"," 41.67 %","-67.44 %","-51.72 %","-13.16 %","-42.86 %","-64.29 %","-61.36 %"," -3.53 %"
"2020-09-01"," 58.82 %"," ##.## %"," ##.## %"," 39.39 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-02"," 33.33 %","-63.10 %","-66.28 %","-21.74 %","-43.33 %","-35.29 %","-50.96 %","-47.87 %"
"2020-09-03"," 34.72 %"," 58.06 %","  6.90 %"," -5.56 %"," 50.00 %"," 13.64 %","-21.57 %","-11.52 %"
"2020-09-04","-31.96 %","-20.41 %"," 19.35 %","-14.71 %","-25.49 %"," -8.00 %","-40.00 %","  2.94 %"
"2020-09-05"," -7.58 %"," 25.64 %"," 43.24 %"," ##.## %"," 68.42 %"," 21.74 %","-25.00 %"," 24.08 %"
"2020-09-06"," -9.84 %","-12.24 %","-30.19 %","-45.35 %","   .00 %","  3.57 %"," ##.## %","-17.11 %"
"2020-09-07","-14.55 %","-51.16 %","-45.95 %","-38.30 %","-62.50 %","-53.45 %","-46.81 %","-18.25 %"
"2020-09-08"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
