"date","California/Alameda","California/Alpine","California/Amador","California/Butte","California/Calaveras","California/Colusa","California/Contra Costa","California/Del Norte","California/El Dorado","California/Fresno","California/Glenn","California/Humboldt","California/Imperial","California/Inyo","California/Kern","California/Kings","California/Lake","California/Lassen","California/Los Angeles","California/Madera","California/Marin","California/Mariposa","California/Mendocino","California/Merced","California/Modoc","California/Mono","California/Monterey","California/Napa","California/Nevada","California/Orange","California/Placer","California/Plumas","California/Riverside","California/Sacramento","California/San Benito","California/San Bernardino","California/San Diego","California/San Francisco","California/San Joaquin","California/San Luis Obispo","California/San Mateo","California/Santa Barbara","California/Santa Clara","California/Santa Cruz","California/Shasta","California/Sierra","California/Siskiyou","California/Solano","California/Sonoma","California/Stanislaus","California/Sutter","California/Tehama","California/Trinity","California/Tulare","California/Tuolumne","California/Unassigned","California/Ventura","California/Yolo","California/Yuba"
"2020-04-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.45 %",""," 20.00 %"," 28.30 %","   .00 %"," 28.57 %"," 15.15 %"," 12.50 %"," 32.53 %"," 33.33 %","",""," 16.53 %","  9.52 %","  8.08 %","","   .00 %","   .00 %","","   .00 %","  5.00 %","  7.14 %"," 23.81 %"," 20.72 %"," 36.84 %","   .00 %","   .00 %","   .00 %"," 23.53 %"," 46.40 %"," 21.56 %","  9.32 %"," 11.03 %","   .00 %"," 25.57 %"," 12.50 %","  7.42 %","  8.89 %"," 16.67 %","","   .00 %"," 13.95 %","  6.85 %"," 18.18 %"," 11.11 %","","","  4.65 %","   .00 %","   .00 %"," 18.25 %","  4.17 %"," 16.67 %"
"2020-04-02"," 14.70 %","   .00 %"," 50.00 %"," 12.50 %","   .00 %","   .00 %","   .40 %","","   .00 %"," 20.59 %","   .00 %","  3.70 %"," 13.16 %","   .00 %"," 29.09 %"," 25.00 %","",""," 14.98 %","  8.70 %","   .93 %","","   .00 %"," 20.00 %",""," 38.46 %"," 14.29 %"," 20.00 %","   .00 %","  8.25 %"," 15.38 %","   .00 %"," 32.88 %"," 40.18 %","  9.52 %"," 38.80 %"," 15.83 %","  3.69 %"," 14.57 %"," 11.25 %"," 16.75 %"," 12.12 %","  6.59 %"," 10.20 %","   .00 %","","   .00 %"," 10.20 %"," 16.67 %"," 12.82 %"," 40.00 %","",""," 64.44 %","   .00 %","   .00 %","  7.38 %"," 12.00 %"," 14.29 %"
"2020-04-03"," 23.40 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %"," 22.80 %","   .00 %","  5.56 %"," 14.63 %","   .00 %"," 32.14 %"," 20.93 %"," 11.11 %"," 21.83 %","   .00 %","",""," 12.88 %"," 12.00 %","  9.26 %","","   .00 %"," 33.33 %","","   .00 %"," 10.42 %","   .00 %"," 15.38 %","  8.38 %","  7.78 %","   .00 %","   .00 %"," 24.20 %","   .00 %"," 19.69 %"," 13.78 %"," 10.44 %","  4.05 %","  4.49 %","  7.28 %"," 25.23 %","   .00 %","  5.56 %"," 57.14 %","","   .00 %"," 12.96 %","  4.40 %"," 15.91 %","   .00 %","","","  9.46 %","   .00 %","   .00 %"," 10.62 %"," 17.86 %","   .00 %"
"2020-04-04","   .00 %","   .00 %","   .00 %"," 10.00 %"," 33.33 %"," ##.## %","   .00 %"," ##.## %"," 15.79 %","  6.38 %","   .00 %"," 18.92 %","  5.77 %","   .00 %"," 21.39 %","   .00 %","","","   .85 %","   .00 %"," 11.02 %","","   .00 %","   .00 %","","  5.56 %","  7.55 %"," 11.11 %","  3.33 %"," 10.55 %","   .00 %"," ##.## %"," 29.41 %","   .00 %","   .00 %"," 16.12 %"," 15.11 %","  6.44 %","  2.78 %","   .00 %"," 10.70 %","  9.35 %"," 12.66 %","  3.51 %","  9.09 %","","   .00 %"," 19.67 %"," 10.53 %"," 13.73 %"," 14.29 %","   .00 %","","   .00 %","   .00 %",""," 14.69 %"," 12.12 %"," 12.50 %"
"2020-04-05"," 27.77 %","   .00 %","-##.## %","   .00 %","   .00 %","   .00 %"," 25.73 %","   .00 %","   .00 %","  3.00 %","   .00 %","   .00 %","  3.64 %"," 10.00 %","  9.52 %","   .00 %","",""," 29.32 %","   .00 %","  4.58 %","","   .00 %"," 68.75 %","","   .00 %","  8.77 %","   .00 %","   .00 %","  6.11 %","  6.19 %"," 50.00 %"," 25.24 %"," 13.33 %","   .00 %","  5.38 %","  8.72 %","  7.37 %","  3.24 %","  2.15 %","  3.16 %"," 10.53 %","  5.14 %"," 16.95 %"," 41.67 %","","   .00 %","   .00 %","  1.90 %"," 12.07 %","   .00 %","   .00 %",""," 43.21 %","   .00 %","   .00 %","  8.87 %","   .00 %","   .00 %"
"2020-04-06","  3.89 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","  8.03 %","   .00 %","   .00 %","  4.85 %","   .00 %","   .00 %"," 14.04 %","   .00 %","  3.91 %","   .00 %","   .00 %","","  7.09 %","   .00 %","  2.92 %","","   .00 %","  7.41 %","","   .00 %","   .00 %"," 10.00 %","  3.23 %","  5.76 %","  2.91 %","   .00 %"," 18.40 %","  4.52 %","   .00 %","   .27 %","  9.68 %","  2.64 %","  7.85 %","   .00 %","  4.32 %","  3.57 %","   .00 %","   .00 %"," 17.65 %",""," 33.33 %","   .00 %","  3.74 %","  9.23 %","   .00 %","   .00 %",""," 16.38 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %"
"2020-04-07","  7.82 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  6.00 %","   .00 %","   .00 %"," 14.81 %","   .00 %"," 11.36 %","  4.62 %","   .00 %","  5.44 %","   .00 %","   .00 %","","  8.77 %","   .00 %","  1.42 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","  7.40 %"," 13.64 %","   .00 %"," 42.09 %","  5.88 %","  6.69 %","  5.34 %","   .00 %","  1.73 %"," 10.34 %","  6.46 %"," 10.14 %","  5.00 %","","   .00 %"," 20.55 %","   .00 %"," 14.08 %","   .00 %","   .00 %",""," 16.30 %","   .00 %"," -2.33 %","  9.95 %"," 35.14 %","   .00 %"
"2020-04-08","  6.31 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 50.00 %","  4.52 %","   .00 %"," 27.27 %"," 17.74 %","   .00 %","  2.04 %","  7.35 %","   .00 %","  7.54 %","   .00 %"," ##.## %","","  8.98 %","   .00 %","  3.50 %","","   .00 %"," 17.24 %","","   .00 %","  3.23 %"," 13.64 %","  6.25 %","  9.13 %"," 10.38 %","   .00 %"," 16.04 %"," 10.48 %"," 43.48 %","  3.21 %","  3.56 %","  8.68 %","  2.76 %","  4.21 %","  4.75 %"," 13.54 %","  7.39 %","   .00 %","  9.52 %","","   .00 %"," 12.50 %","  8.11 %"," 11.11 %"," 18.75 %","   .00 %","","   .00 %","-50.00 %"," ##.## %","  8.23 %"," 12.00 %"," 18.18 %"
"2020-04-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","  3.57 %","  6.85 %","   .00 %","   .00 %","  2.74 %","   .00 %"," 11.81 %"," 60.00 %"," 50.00 %","","  5.24 %","   .00 %","   .68 %","","   .00 %"," 17.65 %","","  5.26 %","  7.81 %","   .00 %","   .00 %","  6.20 %","   .00 %","   .00 %","  8.57 %","   .00 %","   .00 %"," 17.18 %","  5.23 %","  7.10 %","  6.28 %","  3.03 %","  2.59 %","  4.59 %","   .00 %","   .00 %","  4.35 %","","   .00 %"," 13.13 %"," 13.33 %","  5.56 %","  5.26 %","   .00 %","","  7.01 %","   .00 %","-97.60 %","  4.18 %"," 19.64 %"," 15.38 %"
"2020-04-10"," 13.65 %","   .00 %"," ##.## %","   .00 %"," 60.00 %","   .00 %","  5.58 %","   .00 %","  3.45 %"," 10.90 %"," 50.00 %","   .00 %","  5.33 %","  9.09 %"," 11.22 %","   .00 %"," 33.33 %","","  6.13 %","  7.14 %","  3.36 %","","   .00 %"," 30.00 %","","   .00 %","  2.90 %"," 28.00 %","   .00 %","  5.47 %","  5.13 %","   .00 %","  5.47 %"," 12.59 %","  3.03 %"," 13.73 %","  6.41 %"," 10.08 %","  6.75 %","  1.96 %","   .79 %","  6.58 %","  4.49 %","  5.26 %","   .00 %",""," 25.00 %","  2.68 %","  4.41 %","  8.42 %"," 85.00 %","   .00 %",""," 20.83 %","   .00 %","   .00 %","  8.76 %","  5.97 %","   .00 %"
"2020-04-11","  5.22 %"," ##.## %","   .00 %","  7.69 %","   .00 %","   .00 %","  3.72 %","   .00 %","  6.67 %"," 10.40 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.09 %"," 12.50 %","   .00 %","","   .12 %","  6.67 %","   .00 %","","   .00 %"," 13.46 %","","  5.00 %"," 11.27 %","   .00 %","   .00 %","  7.29 %","   .00 %"," 33.33 %","  6.00 %","   .00 %","  2.94 %"," 11.11 %","  3.99 %","  7.53 %","  1.58 %","  5.77 %","  2.19 %","  7.00 %","  2.91 %","   .00 %","   .00 %","","   .00 %","  5.22 %","  2.11 %"," 12.62 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.63 %","   .00 %"
"2020-04-12","  4.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .00 %","   .00 %","  5.24 %","   .00 %","   .00 %"," 10.13 %","   .00 %","  6.74 %"," 11.11 %","   .00 %","","  5.22 %","   .00 %","  -.65 %","","   .00 %"," 10.17 %","","   .00 %","  3.80 %","  6.25 %","   .00 %","  4.59 %","   .81 %","   .00 %"," 13.14 %","  8.27 %","   .00 %","   .00 %","  4.02 %","  1.75 %","  3.50 %","  3.64 %","   .00 %","  1.54 %","  5.53 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.31 %","   .00 %","   .00 %",""," 11.82 %","   .00 %"," ##.## %","  3.69 %"," 17.33 %","   .00 %"
"2020-04-13","  5.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.10 %","   .00 %","   .00 %","","  6.06 %","  3.12 %","  7.19 %","","   .00 %","   .00 %","","  9.52 %","  6.10 %","   .00 %","   .00 %","   .47 %","  2.42 %","   .00 %","   .00 %","  4.53 %","   .00 %","  9.51 %","  2.44 %","  9.75 %"," 10.15 %","  2.63 %","  7.52 %","  1.14 %","  6.39 %","  3.41 %","   .00 %","","   .00 %","   .00 %","  1.38 %","  8.26 %","   .00 %","   .00 %",""," 16.30 %","   .00 %","-##.## %","  1.62 %","  5.68 %","   .00 %"
"2020-04-14","   .00 %","   .00 %","   .00 %","  7.14 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  6.25 %"," 10.45 %"," 33.33 %","   .00 %"," 14.94 %","   .00 %","  5.96 %"," 20.00 %","   .00 %","","  6.51 %","   .00 %","  3.66 %","","   .00 %"," 13.85 %","","   .00 %","   .00 %"," 11.76 %","   .00 %","  1.25 %","   .79 %","   .00 %"," 21.12 %"," 10.42 %"," 11.43 %"," 10.15 %","  2.38 %","  3.13 %","  7.17 %","   .00 %","  2.85 %","  6.37 %","   .00 %","   .00 %","  4.17 %","","   .00 %"," 11.57 %","  3.40 %"," 11.45 %","-37.84 %","   .00 %",""," 12.12 %","   .00 %","   .00 %","   .96 %","  8.60 %","   .00 %"
"2020-04-15","  8.56 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 11.41 %","   .00 %","  2.94 %"," 13.06 %","   .00 %","  2.00 %"," 17.00 %"," 41.67 %"," 15.37 %","  8.33 %"," 25.00 %","","  4.68 %","   .00 %","   .59 %","","   .00 %","  2.70 %","","   .00 %"," 14.94 %","   .00 %","   .00 %","  5.93 %","   .78 %","   .00 %","   .00 %","  4.53 %","   .00 %","   .00 %","  4.49 %","  2.63 %","  8.60 %","  2.56 %","  3.61 %"," 10.21 %","  7.62 %","  5.49 %","   .00 %","","   .00 %","  3.70 %","  5.26 %"," 11.64 %","  4.35 %","   .00 %",""," 18.92 %"," ##.## %","   .00 %"," 15.14 %","   .99 %","   .00 %"
"2020-04-16","  4.46 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","  2.60 %","   .00 %","   .00 %","  5.58 %","   .00 %","  1.96 %","  8.55 %","   .00 %","  6.00 %","   .00 %"," 20.00 %","","  3.20 %","   .00 %","  7.60 %","","   .00 %","  3.95 %","","   .00 %","  8.00 %","  2.63 %","   .00 %","  3.56 %","   .78 %","   .00 %","  7.34 %","  3.05 %","  5.13 %","  1.94 %","  4.25 %","   .59 %","  7.04 %","  4.17 %","  2.68 %","  6.71 %","  2.23 %","   .00 %","   .00 %","","   .00 %","   .71 %","  1.88 %","  8.59 %","   .00 %","   .00 %","","  5.68 %","   .00 %","   .00 %","  5.21 %"," 13.73 %","   .00 %"
"2020-04-17","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.69 %","   .00 %","  2.86 %"," 11.32 %","   .00 %","   .00 %"," 12.60 %","   .00 %","  2.30 %"," 38.46 %","   .00 %","","  5.03 %","   .00 %","  1.63 %","","   .00 %","  3.80 %","","   .00 %"," 10.19 %"," 12.82 %","   .00 %","  5.33 %","   .00 %","   .00 %"," 16.72 %","  1.93 %","  7.32 %","  3.61 %","  3.73 %","  3.83 %","  1.64 %","  1.60 %","  3.91 %","  5.99 %","  2.02 %","  2.08 %","  4.00 %","","   .00 %"," 19.86 %","  5.52 %","  5.65 %","   .00 %","   .00 %","","  2.69 %","   .00 %","   .00 %","  3.12 %","  7.76 %","   .00 %"
"2020-04-18","  4.80 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","  5.71 %","   .00 %","   .00 %","  5.42 %","   .00 %","   .00 %","  8.39 %","  5.88 %","  5.54 %"," 11.11 %","   .00 %","","  5.45 %","   .00 %","   .00 %",""," 25.00 %","  4.88 %","","   .00 %","   .00 %","  6.82 %","  5.88 %","  3.66 %","   .77 %","   .00 %","   .00 %","  2.01 %","   .00 %"," 18.12 %","  3.40 %","  7.47 %","  7.82 %","  3.15 %","  5.14 %","  5.37 %","   .00 %","  3.06 %","   .00 %","","   .00 %","   .00 %","  4.65 %"," 10.16 %","  4.17 %","   .00 %","","  3.93 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %"
"2020-04-19","  4.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.17 %","   .00 %","   .00 %","  1.29 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.13 %"," 40.00 %","   .00 %","","  2.66 %","  3.03 %","  1.07 %","","   .00 %","  4.65 %","","   .00 %"," 14.29 %","   .00 %","   .00 %","  5.14 %","   .76 %","   .00 %","  7.37 %","  1.20 %","   .00 %","  5.50 %","  2.55 %","  1.76 %","  3.75 %","   .76 %","   .00 %","  3.22 %","   .00 %","  2.97 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.28 %","   .00 %","   .00 %","","  3.53 %","   .00 %","   .00 %","  6.57 %","  8.73 %","  6.67 %"
"2020-04-20","  2.49 %","-50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","  3.21 %","  7.14 %","   .00 %",""," 12.01 %","   .00 %","  3.17 %","","   .00 %","   .00 %","","  4.35 %","  3.68 %","  2.13 %","   .00 %","  2.44 %","   .00 %","   .00 %","  7.92 %","  1.62 %","   .00 %","  9.33 %","  2.49 %","  5.10 %","  3.13 %","   .00 %","  9.79 %","  2.34 %","  2.78 %","  1.92 %","   .00 %","","   .00 %","  6.51 %","   .56 %","  2.26 %","  4.00 %","   .00 %","","  2.68 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .00 %"
"2020-04-21","  4.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.94 %","   .00 %","  5.56 %"," 11.43 %","   .00 %","   .00 %","  9.38 %","   .00 %","  4.35 %","  6.67 %","   .00 %","","  9.62 %","  5.88 %","  2.05 %","","   .00 %","  2.22 %","","   .00 %","  4.96 %","   .00 %","  5.56 %","   .89 %","   .76 %","   .00 %","   .00 %","  1.49 %","   .00 %","  5.90 %","  2.51 %","  1.23 %","  4.91 %","  1.52 %","  1.63 %","  5.58 %","   .00 %","  1.89 %","   .00 %","","   .00 %","   .00 %","   .55 %","  2.65 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.65 %","   .00 %"
"2020-04-22","   .08 %"," ##.## %"," 14.29 %","   .00 %","   .00 %","   .00 %","  1.87 %","   .00 %","  2.63 %","  5.70 %","   .00 %","   .00 %"," 11.43 %","  5.56 %","  1.79 %","   .00 %","   .00 %","","  8.54 %","   .00 %","   .50 %","","   .00 %","  1.09 %","","   .00 %","  1.35 %"," 12.50 %","   .00 %","  3.67 %","   .00 %","   .00 %","  3.97 %","  1.78 %","  2.27 %","   .00 %","  7.14 %","   .16 %","  2.45 %","   .00 %","  2.46 %","  3.12 %","  2.08 %","  2.78 %","   .00 %","","   .00 %","   .56 %","  5.49 %","  1.72 %","   .00 %","   .00 %","","  4.50 %","   .00 %","   .00 %","  3.50 %","  2.82 %","   .00 %"
"2020-04-23","  8.86 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .92 %","   .00 %","  2.56 %"," 12.94 %"," 25.00 %","   .00 %"," 18.97 %","   .00 %","  2.34 %","  9.38 %","   .00 %","","  6.63 %","  8.33 %","  4.50 %","","   .00 %","  7.53 %","","   .00 %","  2.67 %","  5.56 %"," -5.26 %","  4.22 %","  2.26 %","   .00 %","  8.72 %","  1.65 %","  4.44 %","  7.99 %","  6.10 %","  5.60 %","  5.87 %"," 11.19 %","   .84 %","  5.13 %","  1.27 %","  2.70 %","  7.69 %","","   .00 %","  5.52 %","  1.04 %","  6.36 %"," 69.23 %","   .00 %","","  2.72 %","   .00 %","   .00 %","  4.97 %","  3.42 %","   .00 %"
"2020-04-24","  3.77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","   .00 %","  5.00 %","  5.73 %","   .00 %","  1.92 %","  8.19 %","   .00 %","  5.15 %"," 34.29 %","   .00 %","","  5.75 %","   .00 %","  1.44 %",""," ##.## %","  2.00 %","","   .00 %","  9.74 %","  1.75 %","  2.78 %","   .99 %","  2.21 %","   .00 %","  3.01 %","  3.24 %","   .00 %","  3.61 %","  6.92 %","  2.92 %","  1.64 %","  9.40 %","  2.38 %","  2.00 %","  1.56 %","   .88 %","  7.14 %","","   .00 %","  4.19 %"," 11.86 %","  5.18 %","   .00 %","   .00 %","","  4.19 %","   .00 %","   .00 %","  2.37 %","  3.97 %","   .00 %"
