"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2021-05-11","  4.45 %","  4.92 %","  5.08 %","  5.86 %","  1.12 %","  1.92 %","  1.41 %","  5.59 %","  3.66 %","  2.13 %","  1.76 %","  3.72 %"
"2021-05-12","  4.47 %","  5.43 %","  4.11 %","  5.22 %","  2.44 %","  1.69 %","  1.20 %","  7.02 %","  1.10 %","  3.56 %","  2.57 %","  2.63 %"
"2021-05-13","  3.90 %","  6.27 %","  3.42 %","  4.46 %","  1.87 %","  1.36 %","  1.42 %","  2.01 %","  3.78 %","  4.76 %","  4.27 %","  3.35 %"
"2021-05-14","  4.02 %","  3.92 %","  2.67 %","  2.42 %","  1.50 %","   .97 %","   .89 %","  1.65 %","  1.04 %","  2.69 %","  1.85 %","  2.87 %"
"2021-05-15","  3.08 %","  5.37 %","  3.15 %","  4.68 %","  2.08 %","  1.45 %","  1.99 %","  2.79 %","  2.05 %","  2.64 %","  1.14 %","  2.29 %"
"2021-05-16","  1.23 %","  2.60 %","  1.38 %","  2.46 %","   .81 %","  1.22 %","  1.04 %","   .82 %","  1.35 %","   .81 %","  1.92 %","  2.12 %"
"2021-05-17","  2.61 %","  2.80 %","  3.24 %","  3.69 %","  2.61 %","  1.49 %","  1.08 %","  2.24 %","  1.66 %","  3.30 %","   .44 %","  1.82 %"
"2021-05-18","  2.33 %","  2.34 %","  1.12 %","  2.77 %","  3.48 %","  1.57 %","   .84 %","  1.61 %","  1.91 %","  1.17 %","  1.45 %","  1.72 %"
"2021-05-19","  2.35 %","  2.34 %","  2.69 %","  2.54 %","  2.41 %","  1.59 %","  1.06 %","  1.96 %","  2.35 %","  2.05 %","  1.95 %","  1.82 %"
"2021-05-20","  1.76 %","  2.34 %","  1.99 %","  2.31 %","   .34 %","   .93 %","   .61 %","  1.55 %","  1.04 %","  1.52 %","  1.39 %","  1.82 %"
"2021-05-21","  1.71 %","  1.58 %","  1.48 %","  1.95 %","  3.37 %","  1.10 %","   .82 %","  1.46 %","  2.24 %","  2.12 %","   .86 %","  1.34 %"
"2021-05-22","  1.86 %","  1.70 %","  1.18 %","  1.87 %","  2.31 %","  1.13 %","   .51 %","  1.52 %","  1.13 %","  1.05 %","   .92 %","  1.68 %"
"2021-05-23","   .49 %","   .98 %","  1.02 %","   .57 %","   .28 %","   .36 %","   .30 %","   .68 %","  1.02 %","  1.01 %","  1.28 %","   .68 %"
"2021-05-24","  1.54 %","  1.61 %","  1.32 %","  1.42 %","  5.34 %","  1.17 %","   .43 %","  1.01 %","   .96 %","   .94 %","   .23 %","  1.46 %"
"2021-05-25","  1.05 %","  1.40 %","  1.10 %","  1.48 %","  1.62 %","   .67 %","   .47 %","  1.37 %","   .93 %","  1.18 %","  1.19 %","   .77 %"
"2021-05-26","   .66 %","  1.26 %","   .45 %","   .98 %","   .30 %","   .76 %","   .59 %","   .66 %","   .47 %","   .58 %","  1.12 %","  1.14 %"
"2021-05-27","   .88 %","  1.04 %","  1.11 %","   .95 %","  1.97 %","   .54 %","   .25 %","   .71 %","  1.05 %","   .74 %","   .45 %","  1.01 %"
"2021-05-28","  1.45 %","  1.48 %","   .42 %","  1.04 %","  1.85 %","  1.18 %","   .63 %","   .69 %","   .68 %","   .48 %","   .74 %","   .93 %"
"2021-05-29","   .58 %","  1.24 %","   .76 %","   .71 %","  1.36 %","   .89 %","   .50 %","   .81 %","   .53 %","   .86 %","   .60 %","   .51 %"
"2021-05-30","   .26 %","   .90 %","   .81 %","   .38 %","   .86 %","   .25 %","   .45 %","   .19 %","   .41 %","   .90 %","   .49 %","   .78 %"
"2021-05-31","   .46 %","   .55 %","   .59 %","   .53 %","  1.66 %","   .54 %","   .25 %","   .50 %","   .30 %","   .62 %","   .10 %","   .84 %"
"2021-06-01","   .31 %","   .95 %","   .51 %","   .72 %","   .48 %","   .73 %","   .57 %","   .42 %","   .49 %","   .22 %","   .39 %","   .37 %"
"2021-06-02","   .27 %","   .87 %","   .43 %","   .52 %","  1.50 %","   .52 %","   .33 %","   .38 %","   .47 %","   .47 %","   .32 %","   .87 %"
"2021-06-03","   .66 %","  1.21 %","   .72 %","   .48 %","   .58 %","   .46 %","   .41 %","   .60 %","   .37 %","   .36 %","   .22 %","  1.19 %"
"2021-06-04","   .17 %","   .76 %","   .52 %","   .33 %","   .50 %","   .46 %","   .53 %","   .60 %","   .68 %","   .27 %","   .24 %","   .43 %"
"2021-06-05","   .87 %","  1.04 %","   .50 %","   .37 %","   .81 %","   .28 %","   .20 %","   .58 %","   .36 %","   .26 %","   .29 %","   .35 %"
"2021-06-06","   .08 %","   .61 %","   .23 %","   .16 %","   .08 %","   .11 %","   .28 %","   .20 %","   .17 %","   .21 %","   .12 %","   .29 %"
"2021-06-07","   .27 %","   .86 %","   .26 %","   .29 %","   .80 %","   .45 %","","   .55 %","   .30 %","   .27 %","   .23 %","   .33 %"
"2021-06-08","   .16 %","   .55 %","   .29 %","   .34 %","   .23 %","   .65 %","   .68 %","   .45 %","   .27 %","   .11 %","   .20 %","   .42 %"
"2021-06-09","   .37 %","   .92 %","   .38 %","   .18 %","   .49 %","   .31 %","   .60 %","   .43 %","   .28 %","   .12 %","   .18 %","   .30 %"
"2021-06-10","   .25 %","   .88 %","   .31 %","   .15 %","   .94 %","   .35 %","   .16 %","   .42 %","   .21 %","   .30 %","   .12 %","   .32 %"
"2021-06-11","   .15 %","   .45 %","   .28 %","   .30 %","   .45 %","   .19 %","   .40 %","   .34 %","   .22 %","   .38 %","   .13 %","   .22 %"
"2021-06-12","   .15 %","   .33 %","   .11 %","   .27 %","   .37 %","   .10 %","   .28 %","   .25 %","   .11 %","   .22 %","   .11 %","   .20 %"
"2021-06-13","   .13 %","   .23 %","   .05 %","   .16 %","   .00 %","   .04 %","   .20 %","   .11 %","   .13 %","   .10 %","   .08 %","   .21 %"
"2021-06-14","   .19 %","   .38 %","   .28 %","   .18 %","   .48 %","   .11 %","   .16 %","   .23 %","   .13 %","   .14 %","   .05 %","   .08 %"
"2021-06-15","   .08 %","   .40 %","   .21 %","   .18 %","   .33 %","   .25 %","   .12 %","   .16 %","   .22 %","   .07 %","   .08 %","   .15 %"
"2021-06-16","   .22 %","   .19 %","   .12 %","   .04 %","   .18 %","   .09 %","   .08 %","   .12 %","   .14 %","   .18 %","   .05 %","   .15 %"
"2021-06-17","   .06 %","   .34 %","   .11 %","   .19 %","   .22 %","   .07 %","   .23 %","   .25 %","   .14 %","   .11 %","   .08 %","   .09 %"
"2021-06-18","   .14 %","   .43 %","   .27 %","   .28 %","   .15 %","   .24 %","   .12 %","   .16 %","   .11 %","   .14 %","   .03 %","   .07 %"
"2021-06-19","   .07 %","   .33 %","   .05 %","   .11 %","   .40 %","   .38 %","   .12 %","   .16 %","   .08 %","   .10 %","   .06 %","   .13 %"
"2021-06-20","   .13 %","   .15 %","   .13 %","   .02 %","   .00 %","   .09 %","   .00 %","   .07 %","   .12 %","   .05 %","   .05 %","   .03 %"
"2021-06-21","   .16 %","   .35 %","   .06 %","   .07 %","   .07 %","   .22 %","   .08 %","   .12 %","   .10 %","   .05 %","   .02 %","   .11 %"
"2021-06-22","   .13 %","   .21 %","   .08 %","   .04 %","   .00 %","   .22 %","   .23 %","   .12 %","   .16 %","   .04 %","   .06 %","   .12 %"
"2021-06-23","   .25 %","   .19 %","   .13 %","   .05 %","   .07 %","   .17 %","   .04 %","   .12 %","   .33 %","   .18 %","   .03 %","   .13 %"
"2021-06-24","   .08 %","   .28 %","   .12 %","   .05 %","   .15 %","   .29 %","   .12 %","   .07 %","   .06 %","   .07 %","   .04 %","   .06 %"
"2021-06-25","   .15 %","   .34 %","   .04 %","   .05 %","   .25 %","   .20 %","   .00 %","   .09 %","   .04 %","   .01 %","   .03 %","   .07 %"
"2021-06-26","   .03 %","   .27 %","   .12 %","   .06 %","   .25 %","   .30 %","   .08 %","   .10 %","   .16 %","   .03 %","   .03 %","   .04 %"
"2021-06-27","   .02 %","   .13 %","   .07 %","   .08 %","   .04 %","   .06 %","   .04 %","   .05 %","   .05 %","   .03 %","   .07 %","   .07 %"
"2021-06-28","   .10 %","   .51 %","   .15 %","   .12 %","   .29 %","   .16 %","   .04 %","   .12 %","   .15 %","   .07 %","   .08 %","   .12 %"
"2021-06-29","   .09 %","   .22 %","   .10 %","   .04 %","   .18 %","   .06 %","   .04 %","   .18 %","   .06 %","   .06 %","   .03 %","   .15 %"
"2021-06-30","   .03 %","   .23 %","   .01 %","   .04 %","   .14 %","   .22 %","","   .09 %","   .14 %","   .01 %","   .01 %","   .14 %"
"2021-07-01","   .11 %","   .38 %","   .09 %","   .03 %","   .11 %","   .02 %","   .04 %","   .13 %","   .09 %","   .03 %","   .06 %","   .10 %"
"2021-07-02","   .07 %","   .21 %","   .07 %","   .04 %","   .39 %","   .16 %","   .15 %","   .12 %","   .08 %","   .04 %","   .02 %","   .03 %"
"2021-07-03","   .07 %","   .21 %","   .04 %","   .06 %","   .14 %","   .10 %","   .12 %","   .06 %","   .06 %","   .02 %","   .01 %","   .05 %"
"2021-07-04","   .12 %","   .08 %","   .06 %","   .01 %","   .00 %","   .04 %","   .12 %","   .05 %","   .10 %","   .00 %","   .05 %","   .02 %"
"2021-07-05","   .15 %","   .30 %","   .08 %","   .06 %","   .07 %","   .04 %","   .15 %","   .08 %","   .11 %","   .01 %","   .02 %","   .10 %"
"2021-07-06","   .12 %","   .40 %","   .06 %","   .01 %","   .14 %","   .07 %","   .12 %","   .10 %","   .09 %","   .01 %","   .05 %","   .05 %"
"2021-07-07","   .07 %","   .43 %","   .03 %","   .08 %","   .00 %","   .07 %","   .15 %","   .11 %","   .07 %","   .03 %","   .09 %","   .02 %"
"2021-07-08","   .12 %","   .22 %","   .05 %","   .03 %","   .14 %","   .02 %","   .08 %","   .06 %","   .10 %","   .01 %","   .09 %","   .02 %"
"2021-07-09","   .08 %","   .34 %","   .06 %","   .05 %","   .11 %","   .10 %","   .00 %","   .15 %","   .06 %","   .00 %","   .18 %","   .05 %"
"2021-07-10","   .10 %","   .37 %","   .06 %","   .04 %","   .18 %","   .04 %","   .08 %","   .11 %","   .05 %","   .03 %","   .03 %","   .02 %"
"2021-07-11","   .02 %","   .12 %","   .04 %","   .02 %","   .00 %","   .07 %","   .11 %","   .03 %","   .03 %","   .00 %","   .02 %","   .05 %"
"2021-07-12","   .03 %","   .12 %","   .02 %","   .05 %","   .00 %","   .04 %","   .00 %","   .13 %","   .05 %","   .00 %","   .01 %","   .02 %"
"2021-07-13","   .06 %","   .37 %","   .04 %","   .05 %","   .07 %","   .10 %","   .00 %","   .12 %","   .10 %","   .01 %","   .04 %","   .04 %"
"2021-07-14","   .03 %","   .17 %","   .03 %","   .02 %","","   .07 %","   .00 %","   .09 %","   .10 %","","   .01 %","   .03 %"
"2021-07-15","   .05 %","   .31 %","   .07 %","   .04 %","   .07 %","   .07 %","   .04 %","   .13 %","   .08 %","   .00 %","   .01 %","   .05 %"
"2021-07-16","   .13 %","   .28 %","   .02 %","   .03 %","   .00 %","   .02 %","   .00 %","   .13 %","   .11 %","","   .02 %","   .01 %"
"2021-07-17","   .06 %","   .26 %","   .06 %","   .05 %","   .04 %","   .17 %","","   .08 %","   .05 %","   .00 %","   .02 %","   .01 %"
"2021-07-18","   .00 %","   .25 %","   .00 %","   .02 %","   .00 %","   .01 %","","   .03 %","   .03 %","   .01 %","   .01 %","   .00 %"
"2021-07-19","   .07 %","   .56 %","   .01 %","   .02 %","   .00 %","   .02 %","   .23 %","   .07 %","   .06 %","   .00 %","   .00 %","   .03 %"
"2021-07-20","   .05 %","   .14 %","   .05 %","   .03 %","   .18 %","   .02 %","   .00 %","   .10 %","   .09 %","   .01 %","   .01 %","   .04 %"
"2021-07-21","   .06 %","   .26 %","   .01 %","   .00 %","   .11 %","   .08 %","","   .04 %","   .01 %","   .00 %","   .01 %","   .01 %"
"2021-07-22","   .07 %","   .15 %","   .08 %","   .04 %","","   .07 %","","   .15 %","   .06 %","   .01 %","   .00 %","   .03 %"
"2021-07-23","   .02 %","   .14 %","   .01 %","   .03 %","   .00 %","   .08 %","","   .08 %","   .08 %","   .01 %","   .01 %","   .02 %"
"2021-07-24","   .05 %","   .23 %","   .04 %","   .05 %","   .18 %","   .06 %","   .04 %","   .14 %","   .07 %","","   .01 %","   .05 %"
"2021-07-25","   .02 %","   .12 %","   .00 %","   .01 %","   .04 %","   .05 %","","   .03 %","   .03 %","","   .01 %","   .01 %"
"2021-07-26","   .11 %","   .30 %","   .04 %","   .04 %","   .07 %","   .08 %","   .04 %","   .14 %","   .08 %","   .02 %","   .00 %","   .02 %"
"2021-07-27","   .03 %","   .43 %","   .06 %","   .09 %","   .04 %","   .04 %","   .04 %","   .21 %","   .09 %","   .01 %","   .01 %","   .02 %"
"2021-07-28","   .05 %","   .22 %","   .01 %","   .05 %","   .14 %","   .04 %","   .04 %","   .13 %","   .06 %","   .02 %","   .01 %","   .01 %"
"2021-07-29","   .09 %","   .30 %","   .08 %","   .05 %","   .11 %","   .39 %","","   .29 %","   .06 %","","   .09 %","   .07 %"
"2021-07-30","   .03 %","   .28 %","   .06 %","   .04 %","   .10 %","   .21 %","","   .11 %","   .09 %","   .02 %","   .02 %","   .06 %"
"2021-07-31","   .05 %","   .19 %","   .07 %","   .05 %","   .00 %","   .24 %","   .04 %","   .12 %","   .14 %","   .01 %","   .02 %","   .04 %"
"2021-08-01","   .09 %","   .29 %","   .03 %","   .02 %","","   .15 %","   .27 %","   .10 %","   .03 %","   .00 %","   .06 %","   .08 %"
"2021-08-02","   .02 %","   .21 %","   .02 %","   .09 %","   .10 %","   .07 %","   .04 %","   .30 %","   .19 %","","   .00 %","   .05 %"
"2021-08-03","   .06 %","   .42 %","   .19 %","   .06 %","","   .15 %","   .23 %","   .23 %","   .14 %","","   .01 %","   .02 %"
"2021-08-04","   .13 %","   .39 %","   .13 %","   .05 %","   .10 %","   .22 %","   .08 %","   .28 %","   .11 %","   .03 %","   .03 %","   .08 %"
"2021-08-05","   .07 %","   .57 %","   .27 %","   .08 %","   .10 %","   .16 %","   .15 %","   .21 %","   .12 %","   .01 %","   .02 %","   .01 %"
"2021-08-06","   .15 %","   .59 %","   .17 %","   .10 %","   .14 %","   .06 %","   .38 %","   .24 %","   .03 %","   .00 %","   .04 %","   .06 %"
"2021-08-07","   .20 %","   .46 %","   .11 %","   .08 %","   .00 %","   .16 %","   .15 %","   .35 %","   .41 %","   .04 %","   .02 %","   .09 %"
"2021-08-08","   .05 %","   .78 %","   .16 %","   .02 %","   .00 %","   .19 %","","   .14 %","   .00 %","   .01 %","   .00 %","   .01 %"
"2021-08-09","   .32 %","   .71 %","   .22 %","   .09 %","   .07 %","   .10 %","   .04 %","   .30 %","   .10 %","   .01 %","   .00 %","   .02 %"
"2021-08-10","   .19 %","   .92 %","   .33 %","   .16 %","   .35 %","   .21 %","   .49 %","   .27 %","   .23 %","   .02 %","   .00 %","   .00 %"
"2021-08-11","   .15 %","   .88 %","   .25 %","   .14 %","   .07 %","   .38 %","   .49 %","   .26 %","   .11 %","","   .02 %","   .04 %"
"2021-08-12","   .19 %","   .59 %","   .25 %","   .16 %","   .17 %","   .16 %","   .37 %","   .27 %","   .17 %","   .05 %","   .01 %","   .02 %"
"2021-08-13","   .19 %","   .49 %","   .06 %","   .20 %","   .03 %","   .08 %","   .30 %","   .37 %","   .11 %","   .05 %","   .02 %","   .01 %"
"2021-08-14","   .27 %","   .48 %","   .13 %","   .09 %","   .17 %","   .07 %","   .00 %","   .28 %","   .16 %","   .01 %","   .05 %","   .01 %"
"2021-08-15","   .27 %","   .32 %","   .08 %","   .06 %","   .00 %","   .10 %","   .07 %","   .11 %","   .11 %","   .00 %","   .01 %","   .00 %"
"2021-08-16","   .20 %","   .27 %","   .20 %","   .12 %","   .10 %","   .14 %","   .44 %","   .29 %","   .11 %","   .01 %","   .00 %","   .02 %"
"2021-08-17","   .05 %","   .46 %","   .16 %","   .14 %","   .07 %","   .28 %","   .18 %","   .26 %","   .21 %","   .01 %","   .02 %","   .00 %"
