"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/CAPF Personnel ","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-08-12","","525","","","328","220","646","","175","157","","","40","","","","","419","",""
"2020-08-13","131","564","","","332","232","670","","","","","","","","251","","","466","",""
"2020-08-14","137","579","","","341","245","698","","176","","","","43","","","","","474","272",""
"2020-08-15","141","710","","74","","270","703","","177","159","","","51","","254","","","479","",""
"2020-08-16","","821","","","","279","750","","","","320","","53","","256","","","483","275",""
"2020-08-17","","845","","","342","291","822","","","","","","55","","","245","","489","",""
"2020-08-18","150","850","","","","307","866","","","","","","57","","","","","491","",""
"2020-08-19","151","906","","75","347","325","892","","179","","","","","33","","","","492","",""
"2020-08-20","155","915","","76","","331","911","","","","","","","","257","","","499","277",""
"2020-08-21","160","941","","84","349","357","961","","180","","","","","","","246","","504","",""
"2020-08-22","165","963","","87","353","374","987","","181","","","","","","","","","509","",""
"2020-08-23","170","1010","","88","","391","1022","","182","","","","58","","","","","515","278",""
"2020-08-24","172","1052","","","358","416","1053","","183","","","","","","","","","522","281",""
"2020-08-25","185","1060","","90","362","423","1091","","","","","","","","","","","532","",""
"2020-08-26","189","1085","","","365","455","1148","","184","","321","","61","","258","","","546","",""
"2020-08-27","193","1103","","96","367","465","1233","","","","326","","","","259","","","554","282",""
"2020-08-28","194","1140","","96","369","489","1270","","185","","","","","","261","","22","566","",""
"2020-08-29","196","1170","","97","373","498","1332","","","","","","","","","","","572","",""
"2020-08-30","198","1189","","98","380","522","1381","","203","","327","","","","262","","26","592","288",""
"2020-08-31","199","1226","","99","385","543","1407","123","","","328","","","","265","","37","609","296",""
"2020-09-01","206","1229","","","391","548","1467","129","","","330","","","","267","260","","631","298",""
"2020-09-02","223","1231","","100","419","566","1507","","208","","","","","","","","","645","",""
"2020-09-03","227","1258","","107","421","577","1521","","","","","","","","","","54","665","",""
"2020-09-04","240","1282","","","","589","1531","132","210","","","","","","","","69","673","",""
"2020-09-05","243","1306","","","425","601","1629","","","","337","","67","","268","261","78","692","299",""
"2020-09-06","245","1324","","","427","622","1703","","","","","","","","269","262","","710","301",""
"2020-09-07","252","1344","","110","432","638","1717","139","211","","339","","68","","","","","718","",""
"2020-09-08","266","1346","","111","435","665","1738","144","213","","","","69","","","263","","735","303",""
"2020-09-09","278","1371","","","","718","1790","","217","","344","","","","272","","","740","304",""
"2020-09-10","284","1397","","","438","729","1805","146","218","","","","","","","266","80","777","305",""
"2020-09-11","286","1405","","112","442","744","1864","","221","","345","","","","","","82","789","307",""
"2020-09-12","288","1434","","113","451","777","1924","147","223","","","","71","","","","","801","308",""
"2020-09-13","298","1445","","","463","800","1987","","224","","347","","","","","","","823","",""
"2020-09-14","299","1463","","118","473","817","2003","148","","","348","","74","","","268","","843","310",""
"2020-09-15","313","1478","","","476","860","2151","","228","","","","","","","270","84","848","313",""
"2020-09-16","317","1495","","","486","889","2177","","","","349","","77","","","","","866","315",""
"2020-09-18","","1559","","","","","","","","","","","","","","","","","",""
"2020-09-19","325","1560","","","494","922","2215","149","230","","","","","","274","","","890","",""
"2020-09-20","333","1562","","","499","943","2313","","","160","355","","78","","277","285","","900","",""
"2020-09-21","336","1591","","","501","982","2315","","235","","362","","79","","278","290","","922","",""
"2020-09-22","342","1647","","121","506","1082","2369","","242","161","363","","","","279","294","87","951","",""
"2020-09-23","343","1666","","122","510","1101","2393","152","252","","364","","","","280","295","","963","",""
"2020-09-24","351","","","123","532","1136","2429","","261","162","371","","94","","281","","","981","323",""
"2020-09-25","356","1724","","","543","1149","2556","","273","","372","","","","","302","93","993","325",""
"2020-09-26","359","1744","","","563","1185","2676","158","274","164","","","105","","283","304","","1014","341",""
"2020-09-27","367","1812","","130","564","1220","2781","159","278","165","373","","","","284","307","","1023","345",""
"2020-09-28","369","1833","","134","570","1278","2814","","284","","376","","116","","","324","","1040","",""
"2020-09-29","371","1871","","","572","1322","2867","163","286","172","378","","131","","285","364","102","1089","346",""
"2020-09-30","375","1902","","144","577","1383","2927","168","","","","","154","","289","376","105","1108","",""
"2020-10-01","379","1918","","145","581","1396","2967","170","288","","","","170","","291","394","106","1113","350",""
"2020-10-02","383","1978","","","592","1499","3040","172","","","","","177","","293","406","114","1117","",""
"2020-10-03","384","2002","","150","618","1593","3092","174","294","","381","","191","","294","409","116","1131","355",""
"2020-10-04","390","2008","","153","622","1648","3168","177","298","","387","","204","","298","414","119","1149","",""
"2020-10-05","394","","58","","639","1705","3224","","319","","390","","","","299","422","127","1164","357",""
"2020-10-06","398","2018","","157","642","1750","3257","","322","173","391","","210","","302","430","129","1174","359",""
"2020-10-07","415","","64","158","668","1838","3344","","","","","","215","","304","440","","1177","363",""
"2020-10-08","432","2028","","159","697","1874","3394","","324","","393","","220","","309","460","","1185","368",""
"2020-10-09","433","2036","","","701","1933","3418","181","329","","395","","223","","313","465","","1197","",""
"2020-10-10","446","2063","","162","718","1977","3549","186","","180","399","","224","","314","469","132","1212","375",""
"2020-10-11","458","2075","","","732","2014","3681","188","332","","400","","225","","315","477","134","1219","377",""
"2020-10-12","463","","","163","736","2146","3717","189","333","","401","","228","","","483","","1226","379",""
"2020-10-13","476","2082","","","746","2238","3785","","339","","404","","230","","","498","136","1245","",""
"2020-10-14","485","2102","","177","758","2332","3834","","354","","425","","232","","316","502","","1302","382",""
"2020-10-15","493","2121","","180","810","2423","3856","190","364","183","455","","236","","331","511","138","1317","",""
"2020-10-16","502","2154","","200","819","2536","3911","","397","","458","","237","","343","530","153","1324","390",""
"2020-10-17","517","2164","","203","838","2660","4092","191","400","188","460","","","","344","556","160","1348","395",""
"2020-10-18","527","2177","","211","845","2696","4232","192","402","","462","","263","","355","","163","1408","398",""
"2020-10-19","528","2207","","212","890","2775","4294","","423","","464","","268","","356","601","168","1425","399",""
"2020-10-20","540","2214","","","905","2833","4403","193","437","","473","","269","","357","635","174","1439","402",""
"2020-10-21","564","2220","","220","915","2888","4438","","441","","476","","271","","363","669","178","1459","405",""
"2020-10-22","587","2226","","224","932","2959","4592","194","442","","","","271","","369","694","182","1490","407",""
"2020-10-23","595","2228","","226","944","2986","4637","198","","201","477","","","","372","714","185","1506","",""
"2020-10-24","603","2240","","233","952","3017","4728","","450","","478","","274","","377","746","186","1544","",""
"2020-10-25","609","2242","","235","961","3050","4772","202","452","","482","","275","","","752","187","1568","",""
"2020-10-26","614","2249","","236","970","3097","4891","204","472","209","483","","","","378","783","","1578","408",""
"2020-11-02","623","2277","","","","3175","5040","","","","485","","277","","381","805","191","1621","409",""
"2020-11-03","642","","","237","978","3206","5077","","475","212","489","","","","383","833","194","1632","",""
"2020-11-04","667","2278","","239","987","3253","5201","205","481","","495","","","","384","848","196","1650","414",""
"2020-11-05","673","2293","","241","991","3338","5276","","482","213","503","","","","386","862","198","1655","416",""
"2020-11-06","679","2300","","","1000","3383","5353","","487","","","","279","","388","","202","1661","419",""
"2020-11-07","688","2314","","242","1012","3455","5408","208","488","214","510","","","","391","902","206","1677","421",""
"2020-11-08","728","2317","","","1021","3490","5537","209","492","216","512","","","","","","","1697","",""
"2020-11-09","735","2321","","244","1024","3528","5622","213","493","","513","","","34","392","922","","1708","425",""
"2020-11-10","748","2325","","248","1041","3564","5717","215","498","217","515","","","","396","938","208","1723","428",""
"2020-11-11","763","2329","","250","1046","3594","5785","217","500","","527","","","35","","952","210","1745","429",""
"2020-11-12","780","2355","","258","1057","3648","5856","219","504","222","531","","","","397","976","212","1759","440",""
"2020-11-13","795","2358","","271","1062","3673","5954","","526","","534","","","","398","996","","1765","443",""
"2020-11-14","816","2375","","","1068","3737","6012","","527","227","535","","","","402","1014","213","1779","444",""
"2020-11-15","830","2397","","272","1070","3810","6095","220","529","","536","","","","405","1022","218","1796","447",""
"2020-11-16","839","","","281","1076","3856","6164","","548","","","","281","","406","1030","219","1804","",""
"2020-11-17","848","2403","","288","1093","3890","6212","224","549","","539","","284","","410","1039","222","1814","448",""
"2020-11-18","854","2406","","294","1096","3906","6249","225","564","","542","","","","411","1048","223","1821","450",""
"2020-11-19","874","2407","","","1104","3929","6391","227","574","","543","","","","","1053","","1835","454",""
"2020-11-20","894","2408","","","1112","3952","6533","229","584","","544","","","","","1058","","1849","458",""
"2020-11-22","909","2484","","295","1150","4018","6660","","587","","546","","","","413","1070","226","1884","460",""
"2020-11-23","913","2486","","296","1154","4124","6729","","592","","551","","","","417","1077","","1924","463",""
"2020-11-26","924","","","298","1155","4167","6802","233","593","","553","","","","419","1080","230","1935","465",""
"2020-11-27","935","2490","","","1166","4239","6882","","595","","","","285","","","1085","","1967","469",""
"2020-11-28","951","2495","","299","1213","4281","6959","234","611","","554","","286","","423","1091","231","1983","470",""
"2020-11-29","961","2496","","","1234","4307","7028","238","612","","558","","292","36","425","1097","","1990","473",""
"2020-11-30","970","","","300","1238","4352","7072","239","626","","","","","","","1101","","2002","474",""
"2020-12-01","991","2538","","301","1240","4393","7140","241","629","","560","","","","426","1103","","2009","480",""
"2020-12-26","992","","","","1241","4405","7155","","630","","","","","","428","","","2010","",""
"2020-12-27","996","2539","","","1243","4415","7173","","642","","","","293","","429","1104","232","2012","",""
"2020-12-28","997","2540","","","1244","4438","7177","","643","","","","","","","","","","",""
"2020-12-29","999","2542","","","1245","4454","7186","","643","","561","","","","","1108","","2013","",""
"2020-12-30","1000","","","","1247","4464","7204","242","644","","","","","","430","1110","234","2016","",""
"2020-12-31","1010","2545","","","","4473","7228","","","","","","","","431","1113","","2017","",""
"2021-01-01","1011","","","","","4476","7236","243","","","","","","","","","","2021","481",""
"2021-01-02","1013","","","","1250","4484","7248","","644","","","","","","","1120","","2026","",""
"2021-01-03","1019","2546","","","1251","4486","7267","","645","","562","","","","","1123","","2030","",""
"2021-01-04","1021","","","","1252","4499","7277","","665","","562","","","","432","","","2034","",""
"2021-01-05","1026","2547","","","","4552","","","668","","","","295","","437","1136","236","2036","",""
"2021-01-06","1027","2548","","","1261","4568","7311","","","","","","","","","1137","239","2037","",""
"2021-01-07","1028","2551","","303","1262","4579","7338","","","","","","296","","","","","","482",""
"2021-01-08","","","","","","4583","7374","","","","","","297","","","1139","240","2041","",""
"2021-01-09","1029","","","304","1268","4595","7416","","669","","","","299","","","","","2043","",""
"2021-01-10","1031","2554","","","1270","4598","7420","","","","","","","","","","","","",""
"2021-01-11","1032","2561","","","","4605","7426","","673","","","","","","","1145","","2044","483",""
"2021-01-13","","2564","","305","1283","4611","7436","","675","228","","","300","","439","","241","2048","",""
"2021-01-14","","","","","1286","4618","7442","","","","","","","","440","1146","","","",""
"2021-01-15","","","","","1292","4622","7447","","679","","","","302","","441","1148","","","",""
"2021-01-16","","","","306","","4623","7453","","","","564","","","","","1151","","2059","",""
"2021-01-17","1033","2568","","","1300","","7458","","","","","","","","","1152","","2061","",""
"2021-01-18","1037","","","","","4626","7461","","","","","","","","","","","2062","",""
"2021-01-19","","2569","","314","1301","4627","7480","","","","","","","","442","","","2064","",""
"2021-01-20","","","","315","1307","4629","7485","","680","","568","","","","","","","","",""
"2021-01-21","1038","","","316","1311","4630","7495","","","","","","","","443","","","2065","",""
"2021-01-22","1039","","","317","1313","4631","7500","","","","570","","","","","","","2068","483",""
"2021-01-23","","2571","","318","1316","4633","7507","","","","","","","","","1154","","","",""
"2021-01-24","","2573","","","1321","4634","7508","","681","","","","","","444","1157","","2070","",""
"2021-01-25","","","","319","","4639","7510","","682","","","","","","","1159","","","",""
"2021-01-26","1040","","","320","","4641","7512","","","","","","","","","","","","",""
"2021-01-27","1040","","","","","4642","7514","","","","","","","","","","","2071","",""
"2021-01-28","1042","","","","1323","4645","7515","","683","","","","","","","1165","","","",""
"2021-01-29","1044","","","321","1323","4649","7519","","684","","","","","","","1166","242","2072","",""
"2021-01-30","","2575","","322","1324","4650","7523","","688","","571","","","","","","","2073","",""
"2021-01-31","1046","","","","1330","","7527","","689","","","","","","446","","","2074","",""
"2021-02-01","","","","","","4651","7528","","","","","","","","447","","","2075","",""
"2021-02-02","1047","","","","","4654","7529","","","","","","","","","","","","",""
"2021-02-03","1048","","","323","1332","4655","7531","","","","","","","","","","","2077","",""
"2021-02-04","1049","","","","1337","4656","7532","","690","","","","","","448","","","2080","",""
"2021-02-05","","2576","","324","1339","","","","693","","","","","","","1168","","","",""
"2021-02-06","1050","","","325","","","7535","","","","","","","","","","","2082","",""
"2021-02-07","","2579","","","1343","4657","","","","","","","","","449","","","","",""
"2021-02-08","","","","","","4658","","","694","","","","","","450","1169","","","",""
"2021-02-09","","2580","","","","4659","7536","","695","","","","","","452","","","2083","",""
"2021-02-10","","","","329","1344","4660","7537","","696","","","","","","","1170","243","2084","",""
"2021-02-11","","","","","1346","","7540","","","","","","","","","","","2086","",""
"2021-02-12","","2581","","330","","4662","7544","","697","","","","","","","1171","244","","",""
"2021-02-13","","","","","1347","4675","7546","","","","572","","","","","","","","",""
"2021-02-14","1051","","","","","4677","7547","","706","","","","","","","","","","",""
"2021-02-15","1052","","","331","","4678","7551","","707","","","","","","","","","","",""
"2021-02-16","1053","","","","1350","","7554","","708","","","","","","453","","","","",""
"2021-02-17","","2582","","","1351","4681","7555","","","","","","","","","1172","","2089","",""
"2021-02-18","","","","","","4682","7556","","","","","","","","","","","","",""
"2021-02-19","","","","","1353","","7557","","","","","","","","","","","2090","484",""
"2021-02-20","1054","","","","","","","","","","","","","","455","","","","",""
"2021-02-21","","","","","1355","","7559","","","","","","","","","","","","",""
"2021-02-22","","","","","","","7560","","709","","","","","","","","","2091","",""
"2021-02-23","","","","332","","","7562","","","","","","","","","","","","",""
"2021-02-24","1056","","","","","4684","7565","","","","","","","","","","","","",""
"2021-02-25","","","","","","","7568","","","","","","","","","","","","",""
"2021-02-26","","","","","1356","","7573","","","","","","","","","","","","",""
"2021-02-27","","","","","","4688","7578","","","","","","","","456","","","2092","",""
"2021-02-28","","2582","","","","4689","7579","","","","","","","","","","","","",""
"2021-03-01","","","","","","","","","710","","","","","","","","","","",""
"2021-03-02","","","","","","4691","7584","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","711","","","","","","","","","","",""
"2021-03-05","","","","","","4692","","","","229","","","","","","","","2093","",""
"2021-03-06","","","","","","4693","","","","","","","303","","","","","","",""
"2021-03-07","","","","","1357","4694","7585","","","","","","","","","","","","",""
"2021-03-08","1057","","","","","4696","7586","244","","","","","","","","","","","",""
"2021-03-09","","","","","","4697","7587","","","","","","","","","","","","",""
"2021-03-10","1058","","","","","4698","7589","","712","","","","","","457","","245","","",""
"2021-03-11","","","","","1358","4699","","","713","","","","","","","1173","","","",""
"2021-03-12","","","","","","","","","","","","","","","","","","","485",""
"2021-03-13","","","","","","","","","","","","","","","458","","","","",""
"2021-03-14","","","","","1359","","7590","","","","","","","","","","","","",""
"2021-03-16","1059","","","","","","7591","","","","","","","","","","","","",""
"2021-03-17","1060","2583","","","","","","","","","","","307","","460","","","","",""
"2021-03-18","","","","","","4701","","","","","","","","","","","","","",""
"2021-03-19","","","","","","4702","","","","","","","","","","","","","",""
"2021-03-20","1062","2586","","","","","","","","","","","","","","","","2094","",""
"2021-03-21","","","","","","4703","7592","","","","573","","","","","","","","",""
"2021-03-22","","2587","","","","4705","","","714","","","","","","","","","","",""
"2021-03-23","1063","2587","","","","4706","7596","","715","","","","","","461","","","2095","486",""
"2021-03-24","","","","","1361","4708","7599","","","","575","","","","","1174","","","",""
"2021-03-25","","","","","","","7602","","","","","","","","","","","","",""
"2021-03-26","","","","","","4710","","","716","","","","","","","","246","2097","",""
"2021-03-27","1064","2587","","","","4711","","","","","","","","","462","","","","",""
"2021-03-28","1065","","","","1362","4713","7604","","","","","","","","463","","","2099","",""
"2021-03-29","1066","","","","","","7606","","718","","","","","","","","","","487",""
"2021-03-30","","","","","","","","","","","576","","","","","","","","488",""
"2021-03-31","","","","","","","7611","","","","","","","","","","","","",""
"2021-04-01","","","","","","","7612","","","","","","","","","","","","",""
"2021-04-02","","2589","","","","4714","7613","","","","","","","","","","247","","",""
"2021-04-03","","","","","","4717","7617","","719","","","","","","","","","","489",""
"2021-04-04","","2589","","","1363","4720","7620","","","","","","","","","","","","490",""
"2021-04-05","","","","","","4721","7621","","","","","","","","","1175","248","2100","",""
"2021-04-06","1067","","","","","4722","7624","","","","","","","","","1177","","","",""
"2021-04-07","","2594","","","1364","4723","7626","","","","","","","","","","","2102","491",""
"2021-04-08","1071","2595","","","1365","4726","7629","248","","","","","","","","","","","",""
"2021-04-09","1074","","","","","4727","7636","","","","","","","","464","","","","",""
"2021-04-10","","2596","","333","","4729","7641","","","230","577","","","","","","","","",""
"2021-04-11","","2597","","","","4731","7647","","720","","","","","","","","","","",""
"2021-04-12","","","","","1366","4737","7655","249","","","579","","","","","","","","",""
"2021-04-13","","","","334","1367","4744","7666","250","","","580","","","","","","","2103","",""
"2021-04-14","1078","","","","1372","","7676","","","","","","","","","","249","2104","",""
"2021-04-15","1079","2600","","","1375","","7684","","721","","581","","","","","","","2105","",""
"2021-04-16","1081","2602","","","","4753","7696","","722","","583","","","","","","250","2107","",""
"2021-04-17","1085","2605","","335","1376","4761","7713","","724","","584","","","","","","251","2108","",""
"2021-04-18","1092","2626","","341","1379","4768","7732","","729","","","","308","","","","","2111","",""
"2021-04-19","","2626","","","1380","4792","7754","","730","","585","","","","","","","2116","",""
"2021-04-20","1101","","","","1384","4805","7798","","732","","","","","","478","1179","253","2119","492",""
"2021-04-21","1106","2630","","346","1389","4818","7844","251","734","","586","","","","479","","","2128","",""
"2021-04-22","1112","2632","","348","1398","4848","7861","","748","","","","","","481","","","2132","",""
"2021-04-23","1115","2648","","350","1408","4876","7897","","751","","587","","","","483","","","2133","494",""
"2021-04-24","1122","2651","","355","1410","4899","7947","","781","","590","","","","","","","2135","499",""
"2021-04-25","1130","2659","","356","1415","4943","8006","","782","","591","","","","486","","254","2139","504",""
"2021-04-26","1134","2664","","357","1415","4985","8076","","787","","595","","","","","","","2143","515",""
"2021-04-27","1160","2667","","359","1422","5014","8160","","796","","598","","","","494","","255","2146","",""
"2021-04-28","1180","2674","","361","1449","5090","8254","252","803","","601","","","","500","","256","2157","519",""
"2021-04-29","1194","2692","","","1463","5167","8382","","832","","614","","310","","503","1183","","2168","520",""
"2021-04-30","1206","2704","","366","1473","5271","8487","253","834","","","","312","","506","","","2176","527",""
"2021-05-01","1230","2711","","368","1482","5362","8607","","857","","620","","","","521","1184","257","2187","536",""
"2021-05-02","1247","","","371","1500","5418","8719","255","870","231","624","","316","36","522","","","2200","548",""
"2021-05-03","1269","2711","","376","1514","5540","8865","","893","232","632","","318","","524","1186","","2214","549",""
"2021-05-04","1295","2712","","","1556","5648","9048","258","928","234","633","","","","527","1192","258","2231","554",""
"2021-05-05","1307","2732","","378","1569","5717","9235","260","956","","650","","","","542","1203","","2241","565",""
"2021-05-07","1340","2756","","385","1603","5883","9443","","974","236","653","","324","","559","1222","259","2281","587",""
"2021-05-08","1367","2758","","390","1618","6023","9611","264","1006","","654","","336","","562","","262","2298","600",""
"2021-05-09","1401","2766","","391","1658","6214","9808","","1043","239","662","","339","","564","1224","267","2340","606",""
"2021-05-10","1431","2776","","394","1676","6371","9983","275","1046","","665","","340","","565","1226","268","2348","607",""
"2021-05-11","1463","2776","","397","1710","6547","10199","280","1072","240","683","","","","574","1227","275","2385","634",""
"2021-05-12","1511","2783","","400","1753","6718","10451","","1132","242","689","","347","","587","1231","276","2419","649",""
"2021-05-13","1556","2788","","409","1798","6838","10713","281","1149","245","701","","","","589","1236","280","2440","658",""
"2021-05-14","1613","2798","","414","1847","7030","11003","283","1182","","706","","358","","600","1240","","2488","667",""
"2021-05-15","1651","2798","","419","1875","7238","11271","291","1240","","721","","","","602","1279","","2541","675",""
"2021-05-16","1675","2810","","424","1945","7397","11534","","1311","247","738","","","","607","1291","282","2574","677",""
"2021-05-17","1705","2813","","427","1953","7482","11661","292","1332","248","","","361","","614","1297","","2602","684",""
"2021-05-18","1772","2813","","445","1996","7611","11931","","1364","","740","","365","38","617","1299","284","2645","691",""
"2021-05-19","1798","2825","","456","2047","7748","12209","","1384","","745","","","39","623","1301","287","2664","702",""
"2021-05-20","1831","2825","","461","2074","7939","12513","","1413","","750","","370","","","","290","2700","708",""
"2021-05-21","1870","2827","","469","2145","8096","12801","","1458","","761","","","","631","1304","291","2712","719",""
"2021-05-22","1924","2827","","474","2227","8237","13137","","1506","279","766","","372","","645","1313","293","2737","722",""
"2021-05-23","1962","2827","","478","2298","8419","13457","297","1550","282","775","","374","","658","1322","","2787","739",""
"2021-05-24","1983","2835","","483","2332","8583","13659","304","1562","283","782","","378","","666","1326","298","2805","777",""
"2021-05-25","2026","","","486","2399","8751","14020","","1654","286","","","379","47","681","1333","302","2841","793",""
