"date","Maine/Androscoggin","Maine/Aroostook","Maine/Cumberland","Maine/Franklin","Maine/Hancock","Maine/Kennebec","Maine/Knox","Maine/Lincoln","Maine/Out of ME","Maine/Oxford","Maine/Penobscot","Maine/Piscataquis","Maine/Sagadahoc","Maine/Somerset","Maine/Unassigned","Maine/Waldo","Maine/Washington","Maine/York"
"2020-04-21","  2.45 %"," -6.67 %","  2.40 %","  7.71 %","  4.00 %","   .63 %","  1.67 %","   .00 %","","  1.54 %","  4.47 %","   .00 %","  2.58 %","  2.76 %","   .00 %","  2.01 %","   .00 %","  2.22 %"
"2020-04-22","  2.45 %","   .00 %","  1.88 %","  7.02 %","  3.33 %","   .83 %","  1.67 %","   .00 %","","  1.54 %","  3.28 %","   .00 %","  2.58 %","  1.33 %"," 30.00 %","  1.41 %","   .00 %","  1.71 %"
"2020-04-23","  1.13 %"," 10.00 %","  2.34 %","  5.02 %","  6.19 %","   .82 %","  1.67 %","   .00 %","","  1.54 %","  3.64 %","   .00 %","  2.58 %","  1.33 %"," 10.00 %","  2.30 %","   .00 %","  1.66 %"
"2020-04-24","  1.67 %"," 16.67 %","  2.43 %"," 20.35 %","  6.19 %","   .61 %","  1.67 %","   .00 %","","   .00 %","  3.07 %","   .00 %","  1.25 %","   .00 %","-10.00 %","  2.30 %","   .00 %","  1.54 %"
"2020-04-25","  1.67 %"," 16.67 %","  2.32 %"," 18.68 %","  6.19 %","   .61 %","  1.67 %","   .00 %","","   .00 %","  2.60 %","   .00 %","  1.25 %","   .00 %","   .00 %","  1.82 %","   .00 %","  1.09 %"
"2020-04-26","  3.20 %"," 16.67 %","  3.32 %"," 19.45 %","  8.69 %","   .81 %","  1.54 %","   .00 %","","  1.43 %","  2.89 %","   .00 %","  1.18 %","  1.25 %","   .00 %","  2.24 %","   .00 %","  1.39 %"
"2020-04-27","  3.20 %"," 16.67 %","  3.08 %"," 17.91 %","  5.36 %","   .60 %","  1.54 %","   .00 %","","  1.43 %","  3.21 %","   .00 %","  1.18 %","  1.25 %","-20.00 %","  1.31 %","   .00 %","  1.17 %"
"2020-04-28","  2.65 %"," 11.67 %","  2.42 %"," 17.91 %","  4.72 %","   .59 %","  2.97 %","   .00 %","","  1.43 %","  3.09 %","   .00 %","  1.18 %","  2.43 %","-10.00 %","   .43 %","   .00 %","  1.04 %"
"2020-04-29","  2.58 %","  5.00 %","  2.10 %","   .77 %","  4.72 %","   .79 %","  4.30 %","   .00 %","","  1.43 %","  3.38 %","   .00 %","  2.29 %","  2.43 %"," 10.00 %","   .43 %","   .00 %","  1.23 %"
"2020-04-30","  4.91 %","  5.00 %","  2.69 %","   .77 %","  4.72 %","   .79 %","  4.30 %","  1.67 %","","  1.43 %","  9.82 %","   .00 %","  2.29 %","  1.32 %","   .00 %","   .43 %","   .00 %","  1.43 %"
"2020-05-01","  4.47 %","  5.00 %","  2.12 %","   .74 %","  2.22 %","   .59 %","  2.76 %","  3.21 %","","   .00 %","  8.88 %","   .00 %","  1.11 %","   .07 %","-20.00 %","   .42 %","   .00 %","  1.20 %"
"2020-05-02","  5.24 %","  5.00 %","  2.81 %","   .74 %","  2.22 %","   .39 %","  2.76 %","  3.21 %","","   .00 %","  8.89 %","   .00 %","  1.11 %","   .07 %","-20.00 %","   .42 %","   .00 %","  1.39 %"
"2020-05-03","  5.98 %","   .00 %","  3.34 %","  1.46 %","   .00 %","   .39 %","  1.33 %","  1.78 %","","   .00 %","  8.65 %","   .00 %","  1.11 %"," -1.11 %","-10.00 %","   .42 %","   .00 %","  1.46 %"
"2020-05-04","  6.93 %","   .00 %","  3.41 %","  1.46 %","   .00 %","   .19 %","   .00 %","  1.78 %","","   .00 %","  8.18 %","   .00 %","   .00 %"," -1.11 %","-30.00 %","   .42 %","   .00 %","  1.53 %"
"2020-05-05","  5.27 %","  4.00 %","  3.28 %","  1.46 %","   .00 %","   .19 %","   .00 %","   .11 %","","   .00 %","  1.74 %","   .00 %","   .00 %","   .00 %","-40.00 %","   .42 %","   .00 %","  1.97 %"
"2020-05-06","  5.22 %","  4.00 %","  2.96 %","   .71 %","   .00 %","   .38 %","  1.25 %","   .11 %","","  1.33 %","  1.96 %","   .00 %","  1.05 %","   .00 %","-20.00 %","   .00 %","   .00 %","  2.03 %"
"2020-05-07","  6.54 %","  4.00 %","  3.70 %","  2.09 %","   .00 %","   .57 %","  1.25 %","   .11 %","","  2.58 %","  1.66 %","   .00 %","  1.05 %","   .00 %","-20.00 %","   .00 %","   .00 %","  2.97 %"
"2020-05-08","  6.88 %","  4.00 %","  3.72 %","  1.38 %","   .00 %","   .57 %","  2.43 %","  2.97 %","","  2.58 %","  1.17 %","   .00 %","  1.05 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.99 %"
"2020-05-09","  6.48 %","  4.00 %","  4.21 %","  1.38 %","   .00 %","   .75 %","  2.43 %","  2.97 %","","  2.58 %","   .93 %","   .00 %","  1.05 %","   .00 %","  3.33 %","   .00 %","   .00 %","  3.18 %"
"2020-05-10","  6.30 %","   .00 %","  4.24 %","  1.38 %","   .00 %","   .75 %","  2.43 %","  2.97 %","","  2.58 %","  1.16 %","   .00 %","  2.05 %","   .00 %"," 63.33 %","   .00 %","   .00 %","  2.93 %"
"2020-05-11","  6.59 %","   .00 %","  4.16 %","  1.38 %","   .00 %","   .74 %","  2.29 %","  1.43 %","","  1.25 %","   .68 %","   .00 %","  1.00 %","   .00 %"," 83.33 %","   .00 %","   .00 %","  2.65 %"
"2020-05-12","  5.59 %","   .00 %","  2.71 %","   .00 %","   .00 %","   .74 %","  2.29 %","  1.43 %","","   .00 %","   .22 %","   .00 %","  1.00 %","   .00 %"," 83.33 %","   .00 %","   .00 %","  1.68 %"
"2020-05-13","  5.74 %","   .00 %","  2.49 %","   .00 %","   .00 %","   .73 %","  1.11 %","   .00 %","","   .00 %","   .22 %","   .00 %","  2.90 %","  1.18 %"," 43.33 %","   .00 %","   .00 %","  1.56 %"
"2020-05-14","  5.88 %","  3.33 %","  2.59 %","   .00 %","   .00 %","   .72 %","  1.11 %","   .00 %","","   .00 %","   .45 %","   .00 %","  4.64 %","  1.18 %"," 46.67 %","   .41 %","   .00 %","  1.59 %"
"2020-05-15","  6.13 %","  3.33 %","  2.60 %","  1.29 %","   .00 %","  1.26 %","  3.22 %","  1.33 %","","   .00 %","   .22 %","   .00 %","  4.44 %","  2.29 %","  6.67 %","   .41 %","   .00 %","  1.49 %"
"2020-05-16","  5.46 %","  3.33 %","  2.84 %","  1.29 %","   .00 %","  1.76 %","  2.11 %","  2.58 %","","   .00 %","   .66 %","   .00 %","  4.44 %","  3.34 %","-13.33 %","   .41 %","   .00 %","  1.91 %"
"2020-05-17","  6.21 %","  3.33 %","  3.03 %","  1.29 %","  2.00 %","  1.75 %","  1.15 %","  2.58 %","","   .00 %","   .66 %","   .00 %","  5.21 %","  3.34 %","-13.33 %","   .41 %"," 30.00 %","  2.25 %"
"2020-05-18","  6.19 %","  3.33 %","  2.75 %","  1.29 %","  2.00 %","  1.57 %","  1.15 %","  2.58 %","","   .00 %","   .66 %","   .00 %","  3.31 %","  2.16 %","-23.33 %","   .41 %"," 18.00 %","  2.34 %"
"2020-05-19","  6.75 %","   .00 %","  2.10 %","  1.29 %","  2.00 %","  1.22 %","  1.15 %","  2.58 %","","   .00 %","   .65 %","   .00 %","  1.57 %","  2.16 %","-10.00 %","   .00 %"," 18.00 %","  2.08 %"
"2020-05-20"," 10.52 %","  2.86 %","  2.23 %","   .61 %","  2.00 %","   .86 %","  -.95 %","  1.25 %","","  1.18 %","   .87 %","   .00 %","  1.51 %","  1.05 %"," 10.00 %","   .00 %"," 18.00 %","  2.38 %"
"2020-05-21"," 11.12 %","  2.86 %","  2.28 %","  1.19 %","  2.00 %","   .50 %","  -.95 %","  1.18 %","","  1.18 %","  1.06 %","   .00 %","  1.51 %","   .00 %"," 20.00 %","   .40 %"," 18.00 %","  2.13 %"
"2020-05-22","  9.98 %","  2.86 %","  2.96 %","  1.77 %","   .00 %","   .49 %","   .00 %","  1.18 %","","  2.29 %","  1.06 %","   .00 %","   .74 %","  1.00 %"," 20.00 %","   .40 %","-12.00 %","  2.33 %"
"2020-05-23"," 10.48 %","  2.86 %","  3.45 %","  1.77 %","   .00 %","   .82 %","   .00 %","  2.29 %","","  2.29 %","  1.06 %","   .00 %","   .74 %","  1.00 %"," 10.00 %","   .40 %","   .00 %","  2.22 %"
"2020-05-24","  9.29 %","  2.86 %","  3.65 %","  1.77 %","   .00 %","  1.30 %","   .00 %","  3.34 %","","  4.39 %","   .84 %","   .00 %","   .74 %","  1.00 %"," 10.00 %","   .40 %","   .00 %","  2.30 %"
"2020-05-25","  5.21 %","   .00 %","  3.15 %","  1.16 %","   .00 %","  1.13 %","   .00 %","  3.34 %","","  3.22 %","   .84 %","   .00 %","   .00 %","  1.00 %","-30.00 %","   .40 %","   .00 %","  2.07 %"
"2020-05-26","  4.13 %","   .00 %","  2.83 %","   .57 %","   .00 %","   .80 %","   .00 %","  2.16 %","","  4.17 %","   .20 %","   .00 %","   .00 %","  1.00 %","-40.00 %","   .00 %","   .00 %","  2.33 %"
"2020-05-27","  3.84 %","   .00 %","  1.94 %","   .00 %","   .00 %","   .64 %","   .00 %","  2.16 %","","  6.69 %","   .20 %","   .00 %","   .71 %","   .00 %","-40.00 %","   .00 %","   .00 %","  1.98 %"
"2020-05-28","  3.07 %","   .00 %","  1.60 %","   .00 %","   .00 %","   .32 %","   .00 %","  1.05 %","","  9.00 %","   .41 %","   .00 %","  1.40 %","   .95 %"," -6.67 %","   .00 %","   .00 %","  1.89 %"
"2020-05-29","  2.92 %","  5.00 %","  1.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  8.97 %","   .41 %","   .00 %","  1.40 %","   .95 %","-10.67 %","   .00 %","   .00 %","  1.63 %"
"2020-05-30","  3.83 %","  5.00 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  9.59 %","   .20 %","   .00 %","  1.40 %","   .95 %","  9.33 %","   .00 %","   .00 %","  1.71 %"
"2020-05-31","  3.84 %","  5.00 %","  2.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  9.24 %","   .20 %","   .00 %","  1.40 %","   .95 %","  -.67 %","   .00 %","   .00 %","  1.41 %"
"2020-06-01","  3.84 %","  5.00 %","  2.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  5.02 %","   .20 %","   .00 %","   .69 %","   .95 %","-10.67 %","   .00 %","   .00 %","  1.39 %"
"2020-06-02","  3.54 %","  5.00 %","  1.96 %","   .00 %","   .00 %","  -.16 %","   .00 %","   .00 %","","  2.71 %","   .00 %","   .00 %","   .67 %","   .00 %","-24.00 %","   .00 %","-10.00 %","  1.37 %"
"2020-06-03","  3.93 %","   .00 %","  1.88 %","   .00 %","   .00 %","  -.16 %","  1.00 %","   .00 %","","   .64 %","   .00 %","   .00 %","   .67 %","   .00 %"," 40.00 %","   .00 %","-10.00 %","  1.31 %"
"2020-06-04","  3.08 %","   .00 %","  1.66 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .00 %","","  -.59 %","   .00 %","   .00 %","   .02 %","   .00 %"," 40.00 %","   .00 %","-10.00 %","  1.03 %"
"2020-06-05","  2.56 %","   .00 %","  1.49 %","   .00 %","  1.82 %","   .16 %","  1.00 %","   .00 %",""," -1.19 %","   .20 %","   .00 %","   .02 %","   .00 %"," 50.00 %","   .39 %","-10.00 %","  1.17 %"
"2020-06-06","  2.63 %","   .00 %","  1.64 %","   .00 %","  1.82 %","   .31 %","  1.00 %","   .00 %","","  -.61 %","   .20 %","   .00 %","   .02 %","   .00 %"," 40.00 %","   .39 %","-10.00 %","  1.44 %"
"2020-06-07","  3.18 %","   .00 %","  1.67 %","   .00 %","  1.82 %","   .47 %","  1.00 %","   .00 %",""," -1.23 %","   .20 %","   .00 %","  -.65 %","   .00 %"," 40.00 %","   .39 %","   .00 %","  1.52 %"
"2020-06-08","  2.91 %","   .00 %","  1.35 %","   .00 %","  1.82 %","   .62 %","   .00 %","   .00 %",""," -1.23 %","   .20 %","   .00 %","  -.65 %","  1.82 %","-20.00 %","   .78 %","   .00 %","  1.47 %"
"2020-06-09","  2.68 %","   .00 %","  1.26 %","   .00 %","  1.82 %","   .47 %","   .00 %","   .00 %","","  -.62 %","   .20 %","   .00 %","   .00 %","  1.82 %","-20.00 %","   .78 %","   .00 %","  1.32 %"
"2020-06-10","  2.92 %","   .00 %","  1.14 %","   .00 %","   .00 %","   .46 %","   .00 %","   .00 %","","  -.62 %","   .00 %","   .00 %","   .00 %","  2.65 %","-20.00 %","   .76 %","   .00 %","  1.16 %"
"2020-06-11","  2.80 %","   .00 %","  1.08 %","   .00 %","   .00 %","   .46 %","   .00 %","   .00 %","","  -.62 %","   .00 %","   .00 %","   .00 %","  2.65 %","   .00 %","  1.13 %","   .00 %","   .52 %"
"2020-06-12","  2.49 %","   .00 %","  1.21 %","   .56 %","  1.67 %","   .61 %","   .00 %","  1.00 %","","   .00 %","   .20 %","   .00 %","   .00 %","  2.65 %"," 20.00 %","  1.13 %","   .00 %","   .28 %"
"2020-06-13","  2.20 %","   .00 %","  1.52 %","   .56 %","  1.67 %","   .75 %","   .95 %","  1.00 %","","   .00 %","   .20 %","   .00 %","   .00 %","   .83 %"," 10.00 %","   .75 %","   .00 %","   .46 %"
"2020-06-14","  2.22 %","   .00 %","  1.61 %","   .56 %","  1.67 %","   .75 %","   .95 %","  1.00 %","","  1.29 %","   .20 %","   .00 %","   .00 %","   .83 %"," 10.00 %","   .75 %","   .00 %","   .83 %"
"2020-06-15","  1.93 %","   .00 %","  1.54 %","   .56 %","  1.67 %","   .60 %","  1.86 %","  1.00 %","","  1.90 %","   .20 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .37 %","   .00 %","   .64 %"
"2020-06-16","  1.53 %","   .00 %","  1.28 %","   .56 %","  1.67 %","   .60 %","  1.86 %","  1.00 %","","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .87 %"
"2020-06-17","   .90 %","   .00 %","  1.03 %","   .00 %","   .00 %","   .59 %","  1.86 %","   .00 %","","  1.90 %","  -.20 %","   .00 %","   .00 %","   .80 %","-13.33 %","   .00 %","   .00 %","   .78 %"
"2020-06-18","  1.03 %","  2.00 %","  1.10 %","   .00 %","   .00 %","   .29 %","   .91 %","   .00 %","","  1.31 %","  -.20 %","   .00 %","   .00 %","   .80 %"," 16.67 %","   .00 %"," 20.00 %","   .59 %"
"2020-06-19","   .93 %","  2.00 %","  1.12 %","   .54 %","   .00 %","   .29 %","   .91 %","   .00 %","","   .62 %","   .00 %","   .00 %","   .00 %","   .80 %","  6.67 %","   .00 %"," 20.00 %","   .49 %"
"2020-06-20","   .87 %","  2.00 %","  1.20 %","   .54 %","  1.54 %","   .15 %","   .87 %","   .00 %","","   .02 %","   .00 %"," 20.00 %","   .00 %","   .80 %"," 26.67 %","   .00 %"," 20.00 %","   .53 %"
"2020-06-21","  1.10 %"," 12.91 %","  1.21 %","   .54 %","  1.54 %","   .15 %","   .87 %","   .00 %","","   .02 %","   .20 %"," 20.00 %","   .00 %","   .80 %","  6.67 %","   .00 %"," 20.00 %","   .49 %"
"2020-06-22","   .86 %"," 15.26 %","  1.09 %","   .54 %","  2.97 %","   .00 %","   .87 %","   .00 %","","   .02 %","   .39 %"," 20.00 %","   .67 %","   .00 %"," 40.00 %","   .00 %"," 20.00 %","   .70 %"
"2020-06-23","   .58 %"," 15.37 %","   .81 %","   .54 %","  2.97 %","   .44 %","   .87 %","   .00 %","","   .61 %","   .59 %"," 20.00 %","   .67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .92 %"
"2020-06-24","   .40 %"," 16.32 %","   .65 %","   .00 %","  2.97 %","   .29 %","   .87 %","   .00 %","","   .59 %","   .39 %"," 20.00 %","  1.31 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .95 %"
"2020-06-25","   .53 %"," 15.41 %","   .95 %","   .00 %","  1.43 %","   .72 %","   .00 %","   .00 %","","   .59 %","   .58 %","   .00 %","  1.31 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  1.03 %"
"2020-06-26","   .53 %","  4.50 %","  1.11 %","   .00 %","  2.76 %","   .72 %","   .00 %","   .95 %","","   .59 %","   .39 %","   .00 %","  1.31 %","   .77 %"," 60.00 %","   .00 %","   .00 %","   .98 %"
"2020-06-27","   .70 %","  4.05 %","  1.44 %","   .53 %","  1.33 %","   .72 %","   .00 %","  1.86 %","","   .59 %","   .39 %"," 10.00 %","  1.90 %","   .77 %"," 30.00 %","   .00 %","   .00 %","  1.30 %"
"2020-06-28","   .95 %","  1.95 %","  1.60 %","   .53 %","  1.33 %","   .28 %","   .00 %","  1.86 %","","   .59 %","   .19 %"," 10.00 %","  1.90 %","   .77 %"," 43.33 %","   .00 %","   .00 %","  1.12 %"
"2020-06-29","   .95 %","   .13 %","  1.62 %","  1.55 %","  1.33 %","   .85 %","   .00 %","  1.86 %","","  1.14 %","   .38 %"," 10.00 %","  1.25 %","  1.51 %"," 43.33 %","   .00 %","   .00 %","  1.03 %"
"2020-06-30","   .98 %","  1.94 %","  1.30 %","  1.55 %","  1.33 %","   .56 %","   .00 %","  1.86 %","","  1.14 %","   .19 %"," 10.00 %","  1.25 %","  1.51 %"," 31.33 %","   .00 %","   .00 %","  1.34 %"
"2020-07-01","   .85 %","  2.81 %","  1.27 %","  1.55 %","   .00 %","   .56 %","   .83 %","  1.78 %","","  1.14 %","   .76 %"," 10.00 %","  1.25 %","   .74 %"," -8.67 %","   .36 %"," 10.00 %","  1.80 %"
"2020-07-02","   .80 %","   .91 %","  1.18 %","   .54 %","   .00 %","   .56 %","   .03 %","   .87 %","","  1.68 %","   .57 %","   .00 %","   .00 %","   .74 %"," 41.33 %","   .36 %"," 10.00 %","  1.41 %"
"2020-07-03","   .58 %","   .91 %","  1.14 %","   .54 %","   .00 %","   .56 %","   .87 %","   .87 %","","  2.74 %","  1.31 %","   .00 %","   .00 %","  1.46 %"," 24.67 %","   .36 %"," 10.00 %","  1.78 %"
"2020-07-04","   .75 %","  1.78 %","  1.11 %","  -.49 %","  1.25 %","   .00 %","   .87 %","   .87 %","","  2.59 %","  1.48 %","   .00 %","   .00 %","  1.40 %"," 16.67 %","   .36 %"," 10.00 %","  1.73 %"
"2020-07-05","   .53 %","   .87 %","  1.03 %","  -.49 %","  1.25 %","  -.14 %","   .87 %","  1.70 %","","  2.59 %","  1.83 %","  6.67 %","   .00 %","  1.40 %"," 28.67 %","   .36 %"," 10.00 %","  1.33 %"
"2020-07-06","   .49 %","   .00 %","   .87 %","  -.49 %","  2.43 %","  -.27 %","   .03 %","   .83 %","","  2.59 %","  1.79 %","  6.67 %","   .00 %","  1.40 %"," 22.00 %","   .71 %","   .00 %","   .75 %"
"2020-07-07","   .33 %","   .00 %","   .70 %","   .00 %","  2.43 %","  -.27 %","   .83 %","   .83 %","","  2.05 %","  1.62 %","  6.67 %","   .00 %","  1.40 %"," 12.00 %","   .71 %","  6.67 %","   .82 %"
"2020-07-08","   .37 %","   .00 %","   .54 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .83 %","","  1.48 %","  1.23 %","  6.67 %","   .00 %","   .69 %","  3.33 %","   .71 %"," 11.67 %","   .47 %"
"2020-07-09","   .32 %","   .00 %","   .56 %","   .50 %","  1.18 %","   .14 %","   .00 %","  1.63 %","","   .94 %","  1.37 %"," 11.67 %","   .00 %","   .67 %"," 21.33 %","   .71 %"," 11.67 %","   .29 %"
"2020-07-10","   .28 %","   .00 %","   .50 %","   .50 %","  1.18 %","   .00 %","   .00 %","   .80 %","","   .94 %","  1.02 %","  5.00 %","   .00 %","   .67 %"," 21.33 %","  1.06 %"," 11.67 %","   .47 %"
"2020-07-11","   .20 %","   .00 %","   .56 %","   .99 %","   .00 %","   .14 %","   .00 %","   .80 %","","   .94 %","   .68 %","  5.00 %","   .59 %","   .67 %"," 48.00 %","   .34 %"," 11.67 %","   .75 %"
"2020-07-12","   .20 %","   .00 %","   .59 %","   .99 %","   .00 %","   .14 %","   .00 %","   .80 %","","  1.40 %","  1.17 %","  5.00 %","   .02 %","   .67 %"," 31.33 %","   .34 %","  5.00 %","   .61 %"
"2020-07-13","   .12 %","   .00 %","   .66 %","   .99 %","   .00 %","  -.13 %","   .00 %","   .80 %","","  1.36 %","   .83 %","  5.00 %","   .02 %","   .67 %"," 29.33 %","   .34 %","   .00 %","   .71 %"
