"date","Utah/Bear River","Utah/Beaver","Utah/Box Elder","Utah/Cache","Utah/Carbon","Utah/Central Utah","Utah/Daggett","Utah/Davis","Utah/Duchesne","Utah/Emery","Utah/Garfield","Utah/Grand","Utah/Iron","Utah/Juab","Utah/Kane","Utah/Millard","Utah/Morgan","Utah/Out of UT","Utah/Piute","Utah/Rich","Utah/Salt Lake","Utah/San Juan","Utah/Sanpete","Utah/Sevier","Utah/Southeast Utah","Utah/Southwest","Utah/Southwest Utah","Utah/Summit","Utah/Tooele","Utah/TriCounty","Utah/Uintah","Utah/Unassigned","Utah/Utah","Utah/Wasatch","Utah/Washington","Utah/Washington County","Utah/Wayne","Utah/Weber","Utah/Weber-Morgan","Utah/unassigned"
"2020-04-01","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-02","","","   .00 %","   .00 %","","",""," 22.62 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","","   .00 %","","","   .00 %","",""," 20.20 %"," ##.## %","","","","",""," 18.60 %","  8.33 %","","   .00 %",""," 50.00 %"," 22.00 %"," 28.57 %","",""," 29.27 %","",""
"2020-04-03","",""," 42.86 %"," ##.## %","   .00 %","",""," 18.45 %","   .00 %","   .00 %","   .00 %","   .00 %"," 42.86 %","","   .00 %","","","","",""," 13.66 %","  9.09 %","","","","","","  8.82 %"," 23.08 %","","   .00 %",""," 42.86 %"," 13.11 %"," 16.67 %","   .00 %","","  9.43 %","",""
"2020-04-04","","","   .00 %","  6.67 %","   .00 %","",""," 12.30 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","","","","",""," 20.15 %","   .00 %","","","","","","  3.60 %","  6.25 %","","   .00 %",""," 24.00 %","  1.45 %","  4.76 %"," 50.00 %","","  8.62 %","",""
"2020-04-05","","","   .00 %"," 18.75 %","   .00 %","","","  3.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","",""," 14.00 %","   .00 %","","","","",""," 11.30 %"," 11.76 %","","   .00 %","   .00 %"," 16.13 %"," 11.43 %","   .00 %"," 66.67 %","","  6.35 %","",""
"2020-04-06","",""," 10.00 %"," 15.79 %","   .00 %","","","  8.45 %","   .00 %"," ##.## %","   .00 %","   .00 %","  8.33 %",""," ##.## %","","","","","","  4.86 %","   .00 %","","","","","","  1.56 %"," 15.79 %",""," ##.## %","-##.## %","  3.24 %","  1.28 %"," 18.18 %","   .00 %","","  5.97 %","",""
"2020-04-07","",""," 18.18 %","  9.09 %","   .00 %","","","  2.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  3.86 %","   .00 %","","","","","","  1.92 %","   .00 %","","   .00 %","   .00 %","  5.83 %","  1.27 %"," 19.23 %","","","  5.63 %","",""
"2020-04-08","","","   .00 %"," 16.67 %"," ##.## %","","","  3.16 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  6.32 %","  8.33 %","","","","","","  3.02 %","  4.55 %",""," ##.## %","   .00 %"," 13.14 %","  2.50 %","   .00 %","","","  2.67 %","",""
"2020-04-09","",""," -7.69 %","  3.57 %","   .00 %","","","  4.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","-53.85 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.23 %","","","   .00 %","",""
"2020-04-10","","","   .00 %","  3.45 %","   .00 %","","","  5.88 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","","","","",""," 17.83 %","   .00 %","","","","","","  8.42 %"," 21.74 %",""," 25.00 %","   .00 %","  5.99 %"," 17.07 %"," 28.12 %","",""," 16.88 %","","   .00 %"
"2020-04-11","","","   .00 %"," 13.33 %","   .00 %","","","  7.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  5.93 %"," 33.33 %","","","","","","  1.35 %"," 10.71 %",""," 20.00 %","","  4.24 %","  2.08 %","   .00 %","","","  3.33 %","","   .00 %"
"2020-04-12","","","  8.33 %"," -2.94 %","   .00 %","","","  3.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  5.14 %","   .00 %","","","","","","  1.33 %","   .00 %","","   .00 %","","  6.10 %","  5.10 %","  2.44 %","","","  3.23 %","","   .00 %"
"2020-04-13","","","   .00 %","  9.09 %","   .00 %","","","  2.51 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","","   .00 %","","","","","","  2.75 %"," 12.50 %","","","","","","   .66 %","  9.68 %","","   .00 %","","  2.88 %","   .00 %","  2.38 %","","","  7.29 %","",""
"2020-04-14","","","   .00 %","   .00 %","   .00 %","","","  3.43 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  2.59 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","  4.04 %","  -.97 %","  4.65 %","","","  1.94 %","",""
"2020-04-15","",""," 15.38 %","  2.78 %","   .00 %","","","  2.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  8.26 %","   .00 %","","","","","","   .00 %","  8.82 %","","   .00 %","   .00 %","  5.07 %","   .00 %","  4.44 %","","","  1.90 %","",""
"2020-04-16","","","   .00 %","   .00 %","   .00 %","","","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","  7.16 %","   .00 %","","","","","","   .65 %","  2.70 %","","   .00 %","   .00 %","  9.94 %","   .98 %","   .00 %","","","   .93 %","",""
"2020-04-17","",""," ##.## %","","","","","  3.18 %","","","","","","","","","","","","","  5.74 %"," 88.89 %","","","","","","   .97 %","   .00 %","","","   .00 %","  4.13 %","   .00 %"," 57.45 %","","","  1.85 %","",""
"2020-04-18","",""," -3.70 %","","","","","  1.32 %","","","","","","","","","","","","","  6.25 %","  5.88 %","","","","","","  1.61 %","  2.63 %","","","   .00 %","  3.47 %","  5.83 %","  4.05 %","","","  1.82 %","",""
"2020-04-19","   .00 %","","","","","   .00 %","","  2.61 %","","","","","","","","","","","","","  4.40 %"," 22.22 %","","","   .00 %","","   .00 %","   .63 %","  7.69 %","   .00 %","","   .00 %","  9.11 %","  1.83 %","","","","","   .00 %",""
"2020-04-20","  1.85 %","","","",""," 13.33 %","","  2.54 %","","","","","","","","","","","","","  3.47 %"," 31.82 %","",""," 16.67 %","","  6.06 %","  4.09 %"," -2.38 %","   .00 %","","   .00 %","  9.45 %","  6.31 %","","","","","  4.20 %",""
"2020-04-21","   .00 %","","","","","   .00 %","","   .41 %","","","","","","","","","","","","","  2.57 %"," 17.24 %","","","   .00 %","","   .00 %","  1.21 %","   .00 %","   .00 %","","   .00 %","  5.02 %","  3.39 %","","","","","  1.61 %",""
"2020-04-22","   .00 %","","","",""," 17.65 %","","  2.47 %","","","","","","","","","","","","","  4.73 %","   .00 %","","","   .00 %","","   .00 %","  1.79 %","  2.44 %","-10.00 %","","   .00 %","  8.99 %","   .82 %","","","","","  3.17 %",""
"2020-04-23","  1.82 %","","","","","  5.00 %","","  2.01 %","","","","","","","","","","","","","  5.24 %","  8.82 %","","","   .00 %","   .00 %","  8.57 %","   .59 %","  9.52 %","   .00 %","","   .00 %","  7.19 %","  3.25 %","","","","","  4.62 %",""
"2020-04-24","  5.36 %","","","","","   .00 %","","   .79 %","","","","","","","","","","","","","  4.55 %","   .00 %","",""," 14.29 %","   .00 %","  6.58 %","  2.33 %","  2.17 %","   .00 %","","   .00 %","  9.49 %","  1.57 %","","","","","  2.94 %",""
"2020-04-25"," -1.69 %","","","","","   .00 %","","  4.69 %","","","","","","","","","","","","","  3.85 %","  8.11 %","",""," 37.50 %","   .00 %","  2.47 %","  1.14 %"," 10.64 %","   .00 %","","   .00 %","  8.37 %","  2.33 %","","","","","  2.14 %",""
"2020-04-26","  3.45 %","","","","","   .00 %","","  2.61 %","","","","","","","","","","","","","  4.53 %","  7.50 %","","","  9.09 %","   .00 %","  4.82 %","   .56 %","  3.85 %"," 11.11 %","","   .00 %","  7.17 %","  4.55 %","","","","","  1.40 %",""
"2020-04-27","   .00 %","","","","","  4.76 %","","   .36 %","","","","","","","","","","","","","  2.15 %","  4.65 %","","","  8.33 %","   .00 %","  2.30 %","   .28 %","  3.70 %"," 10.00 %","","   .00 %","  6.56 %","  1.45 %","","","","","  2.07 %",""
"2020-04-28","   .00 %","","","","","   .00 %","","   .72 %","","","","","","","","","","","","","  3.01 %","   .00 %","","","   .00 %","   .00 %","  2.25 %","   .28 %","  3.57 %","   .00 %","","   .00 %","  4.11 %","  1.43 %","","","","","   .00 %",""
"2020-04-29","   .00 %","","","","","   .00 %","","  1.80 %","","","","","","","","","","","","","  4.08 %","   .00 %","","","  7.69 %","   .00 %","  2.20 %","   .56 %","  8.62 %","   .00 %","","   .00 %","  4.29 %","  3.52 %","","","","","  2.03 %",""
"2020-04-30","   .00 %","","","","","  4.55 %","","   .71 %","","","","","","","","","","","","","  3.83 %","  2.22 %","","","-14.29 %","   .00 %","  5.38 %","  2.22 %","  3.17 %"," 18.18 %","","   .00 %","  6.45 %","   .68 %","","","","","  4.64 %",""
"2020-05-01","  1.67 %","","","","","   .00 %","","  2.81 %","","","","","","","","","","","","","  3.61 %","  2.17 %","","","  8.33 %","   .00 %","  3.06 %","  1.08 %","  4.62 %","   .00 %","","   .00 %","  3.76 %","  4.73 %","","","","","  2.53 %",""
"2020-05-02","   .00 %","","","","","   .00 %","","  1.02 %","","","","","","","","","","","","","  3.29 %"," 65.96 %","",""," 15.38 %","","  1.98 %","   .54 %","  1.47 %","   .00 %","","   .00 %","  2.82 %","   .65 %","","","","","  2.47 %",""
"2020-05-03","  1.64 %","","","","","  4.35 %","","  1.35 %","","","","","","","","","","","","","  3.76 %"," 28.21 %","","","-26.67 %","","  7.77 %","   .27 %","  2.90 %","  7.69 %","","   .00 %","  5.09 %","  1.92 %","","","","","   .60 %",""
"2020-05-04","   .00 %","","","","","  4.17 %","","  -.33 %","","","","","","","","","","","","","  2.29 %"," 16.00 %","","","   .00 %","","  7.21 %","   .27 %","   .00 %","   .00 %","","   .00 %","  4.57 %","  3.77 %","","","","","   .00 %",""
"2020-05-05","   .00 %","","","","","   .00 %","","  1.00 %","","","","","","","","","","","","","  2.28 %","  2.59 %","","","  9.09 %","","  1.68 %","  1.33 %"," -1.41 %","   .00 %","","   .00 %","  4.37 %","   .61 %","","","","","  3.59 %",""
"2020-05-06","  3.23 %","","","","","  4.00 %","","  1.99 %","","","","","","","","","","","","","  2.82 %","  5.88 %","","","   .00 %","","  5.79 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.33 %","  2.41 %","","","","","   .00 %",""
"2020-05-07","   .00 %","","","","","  3.85 %","","  2.27 %","","","","","","","","","","","","","  3.37 %","  4.76 %","","","   .00 %","","  3.12 %","   .00 %","  1.43 %","   .00 %","","   .00 %","   .74 %","  1.76 %","","","","","   .00 %",""
"2020-05-08","  3.12 %","","","","","   .00 %","","  1.90 %","","","","","","","","","","","","","  3.12 %","  2.27 %","","","  8.33 %","","  4.55 %","   .52 %","  1.41 %","   .00 %","","   .00 %","  5.66 %","   .00 %","","","","","  6.36 %",""
"2020-05-09","  7.58 %","","","","","   .00 %","","  1.87 %","","","","","","","","","","","","","  3.29 %","  7.41 %","","","   .00 %",""," 12.32 %","   .26 %","  5.56 %"," 14.29 %","","   .00 %","  2.33 %","  1.73 %","","","","","  2.17 %",""
"2020-05-10","  9.86 %","","","","","  3.70 %","","  2.75 %","","","","","","","","","","","","","  2.65 %","  1.38 %","","","   .00 %","","  5.81 %","   .00 %","  1.32 %","   .00 %","","   .00 %","  2.12 %","   .00 %","","","","","  3.19 %",""
"2020-05-11","  3.85 %","","","","","   .00 %","","   .60 %","","","","","","","","","","","","","  2.25 %","  1.36 %","","","  7.69 %","","  3.66 %","   .26 %","   .00 %","   .00 %","","   .00 %","   .89 %","  3.98 %","","","","","  1.55 %",""
"2020-05-12"," -1.23 %","","","","","   .00 %","","   .59 %","","","","","","","","","","","","","  1.46 %","  2.01 %","",""," -7.14 %",""," -1.76 %","   .52 %","  1.30 %","   .00 %","","   .00 %","   .52 %","   .55 %","","","","","  5.08 %",""
"2020-05-13","  3.75 %","","","","","  3.57 %","","  1.18 %","","","","","","","","","","","","","  3.40 %","   .00 %","","","   .00 %","","  7.78 %","  1.03 %","  8.97 %","   .00 %","","   .00 %","  2.56 %","   .54 %","","","","","  1.93 %",""
"2020-05-14","   .00 %","","","","","   .00 %","","  1.45 %","","","","","","","","","","","","","  2.10 %","  1.32 %","","","   .00 %","","  3.89 %","   .26 %"," -1.18 %","   .00 %","","   .00 %","  2.50 %","  1.62 %","","","","","  1.42 %",""
"2020-05-15","  1.20 %","","","","","   .00 %","","  1.43 %","","","","","","","","","","","","","  2.91 %","  3.25 %","","","   .00 %","","  6.95 %","   .76 %","  2.38 %","   .00 %","","   .00 %","  1.39 %","  4.26 %","","","","","   .93 %",""
"2020-05-16","  3.57 %","","","","","   .00 %","","  2.54 %","","","","","","","","","","","","","  2.05 %"," 11.32 %","","","  7.69 %","","  4.50 %","  1.01 %","  8.14 %"," 18.75 %","","   .00 %","  1.10 %","  2.04 %","","","","","  2.31 %",""
"2020-05-17","  1.15 %","","","","","  3.45 %","","  1.38 %","","","","","","","","","","","","","  2.59 %"," 11.86 %","","","   .00 %","","  4.78 %","   .25 %","   .00 %","   .00 %","","   .00 %","  1.77 %","  1.00 %","","","","","  2.26 %",""
"2020-05-18","  2.27 %","","","","","   .00 %","","   .54 %","","","","","","","","","","","","","  1.52 %"," 14.65 %","","","  7.14 %","","  7.76 %","   .00 %","  1.08 %"," 15.79 %","","   .00 %","  1.54 %","   .50 %","","","","","  3.54 %",""
"2020-05-19"," -1.11 %","","","","","   .00 %","","   .81 %","","","","","","","","","","","","","  1.95 %","  4.85 %","","","  6.67 %","","  3.81 %","   .50 %","  9.57 %","-13.64 %","","   .00 %","  1.12 %","  4.43 %","","","","","   .00 %",""
"2020-05-20","  4.49 %","","","","","  3.33 %","","  3.49 %","","","","","","","","","","","","","  2.59 %","  3.36 %","","","   .00 %","","  6.12 %","   .00 %","   .97 %","  5.26 %","","   .00 %","  2.08 %","  2.36 %","","","","","  3.42 %",""
"2020-05-21","  4.30 %","","","","","  3.23 %","","  2.59 %","","","","","","","","","","","","","  2.28 %","  2.03 %","","","  6.25 %","","  4.23 %","   .25 %","   .00 %","   .00 %","","   .00 %","  1.47 %","  2.30 %","","","","","  3.72 %",""
"2020-05-22","  1.03 %","","","","","  6.25 %","","  1.26 %","","","","","","","","","","","","","  2.16 %","  1.20 %","","","  5.88 %","","  3.69 %","  -.25 %","  3.85 %","  5.00 %","","   .00 %","  3.71 %","  2.70 %","","","","","   .40 %",""
"2020-05-23","  4.08 %","","","",""," -2.94 %","","  1.50 %","","","","","","","","","","","","","  3.09 %","  1.97 %","","","   .00 %","","  4.63 %","   .00 %","  3.70 %"," -4.76 %","","   .00 %","  1.64 %","  3.95 %","","","","","  1.59 %",""
"2020-05-24","   .00 %","","","","","   .00 %","","   .74 %","","","","","","","","","","","","","  1.67 %","  1.93 %","",""," 11.11 %","","  3.74 %","   .50 %","   .89 %","   .00 %","","   .00 %","  1.55 %","  1.69 %","","","","","  1.56 %",""
"2020-05-25","   .98 %","","","","","   .00 %","","   .98 %","","","","","","","","","","","","","  1.51 %","  1.52 %","","","  5.00 %","","  6.23 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.06 %","  2.49 %","","","","","  3.08 %",""
"2020-05-26","  1.94 %","","","","","   .00 %","","  1.21 %","","","","","","","","","","","","","  1.07 %","  1.49 %","","","   .00 %","","  1.85 %","   .00 %","   .88 %","   .00 %","","   .00 %","  1.28 %","  2.43 %","","","","","  1.49 %",""
"2020-05-27","  5.71 %","","","","","   .00 %","","  1.19 %","","","","","","","","","","","","","  1.08 %","   .00 %","","","  9.52 %","","  1.52 %","   .49 %","   .88 %","   .00 %","","   .00 %","   .52 %","  1.98 %","","","","","   .37 %",""
"2020-05-28","  5.41 %","","","","","  3.03 %","","  2.59 %","","","","","","","","","","","","","  2.65 %","  4.04 %","","","   .00 %","","  7.46 %","   .49 %","  6.09 %","   .00 %","","   .00 %","  1.37 %","   .39 %","","","","","  1.10 %",""
"2020-05-29"," 33.33 %","","","",""," 11.76 %","","  2.76 %","","","","","","","","","","","","","  3.91 %","  1.06 %","","","   .00 %","","  7.22 %","   .73 %","  2.46 %","-10.00 %","","   .00 %","  2.76 %","  2.32 %","","","","","  4.35 %",""
"2020-05-30"," 21.79 %","","","","","   .00 %","","  2.46 %","","","","","","","","","","","","","  2.48 %","  1.05 %","","","  4.35 %","","  9.59 %","   .00 %","   .80 %"," 11.11 %","","   .00 %","  2.41 %","  2.64 %","","","","","  1.74 %",""
"2020-05-31"," 14.74 %","","","","","   .00 %","","  1.53 %","","","","","","","","","","","","","  2.42 %","  2.77 %","","","   .00 %","","  4.02 %","   .73 %","  1.59 %","  5.00 %","","   .00 %","  3.16 %","  3.68 %","","","","","  1.71 %",""
"2020-06-01"," 12.84 %","","","","","   .00 %","","  1.51 %","","","","","","","","","","","","","  1.87 %","   .67 %","","","   .00 %","","  3.18 %","   .24 %","   .78 %","   .00 %","","   .00 %","  1.87 %","  3.55 %","","","","","  1.68 %",""
"2020-06-02","  8.54 %","","","","","   .00 %","","   .85 %","","","","","","","","","","","","","  2.04 %","  3.01 %","","","  8.33 %","","  4.85 %","   .24 %","  2.33 %"," -4.76 %","","   .00 %","  1.32 %","   .68 %","","","","","  1.65 %",""
"2020-06-03"," 14.23 %","","","","","  2.63 %","","  3.78 %","","","","","","","","","","","","","  2.83 %","   .32 %","","","   .00 %","","  4.62 %","   .24 %","  3.03 %","   .00 %","","   .00 %","  1.86 %","  3.74 %","","","","","  2.60 %",""
"2020-06-04","  9.18 %","","","","","   .00 %","","  3.85 %","","","","","","","","","","","","","  2.73 %","   .97 %","","","   .00 %","","  5.22 %","   .24 %","  2.94 %","   .00 %","","   .00 %","  2.96 %","  2.62 %","","","","","  4.43 %",""
"2020-06-05"," 47.45 %","","","","","  7.69 %","","  2.34 %","","","","","","","","","","","","","  2.52 %","   .64 %","","","   .00 %","","  5.73 %","   .72 %","  2.86 %","   .00 %","","   .00 %","  2.63 %","  1.28 %","","","","","  6.97 %",""
"2020-06-06"," 43.99 %","","","","","  7.14 %","","  3.05 %","","","","","","","","","","","","","  3.14 %","  6.05 %","","","   .00 %","","  5.42 %","   .95 %","   .69 %","   .00 %","","   .00 %","  1.87 %","  2.84 %","","","","","  6.52 %",""
"2020-06-07","  3.54 %","","","","","  2.22 %","","  1.48 %","","","","","","","","","","","","","  1.58 %","   .00 %","","","   .00 %","","  5.48 %","  1.88 %","  2.07 %"," 10.00 %","","   .00 %","  3.57 %","  1.23 %","","","","","  2.93 %",""
"2020-06-08","  4.78 %","","","",""," 10.87 %","","  2.73 %","","","","","","","","","","","","","  1.84 %","   .00 %","","","   .00 %","","  3.41 %","   .69 %","  1.35 %","   .00 %","","   .00 %","  2.17 %","   .61 %","","","","","  2.58 %",""
"2020-06-09","  3.65 %","","","",""," -5.88 %","","  2.84 %","","","","","","","","","","","","","  1.99 %","  1.20 %","","","  7.69 %","","  2.83 %","   .69 %","  2.00 %","   .00 %","","   .00 %","  1.17 %","   .90 %","","","","","  2.77 %",""
"2020-06-10","  5.28 %","","","","","  4.17 %","","  2.24 %","","","","","","","","","","","","","  2.65 %","   .59 %","","","   .00 %","","  3.82 %","   .68 %","   .00 %","  4.55 %","","   .00 %","  1.67 %","   .60 %","","","","","  1.47 %",""
"2020-06-11","  4.90 %","","","","","  8.00 %","","  4.55 %","","","","","","","","","","","","","  2.81 %","  1.18 %","","","   .00 %","","  5.59 %","  -.23 %","  3.27 %"," 17.39 %","","   .00 %","  2.86 %","  1.19 %","","","","","  2.17 %",""
"2020-06-12","  5.58 %","","","",""," 12.96 %","","  1.29 %","","","","","","","","","","","","","  2.45 %","  2.04 %","","","   .00 %","","  2.92 %","   .45 %","   .63 %","   .00 %","","   .00 %","  1.92 %","   .29 %","","","","","  3.78 %",""
"2020-06-13","  3.02 %","","","",""," 14.75 %","","  2.87 %","","","","","","","","","","","","","  2.97 %","   .29 %","","","  3.57 %","","  5.55 %","   .45 %","  1.89 %","  7.41 %","","   .00 %","  2.41 %","   .29 %","","","","","  7.29 %",""
"2020-06-14","  2.09 %","","","","","  7.14 %","","  2.17 %","","","","","","","","","","","","","  2.25 %","  1.71 %","","","   .00 %","","  3.33 %","   .67 %","  1.85 %","  3.45 %","","   .00 %","  2.20 %","  1.75 %","","","","","  6.58 %",""
"2020-06-15","  3.49 %","","","","","  2.67 %","","  1.82 %","","","","","","","","","","","","","  2.18 %","  1.68 %","","","   .00 %","","  2.61 %","  -.45 %","  3.03 %","   .00 %","","   .00 %","  1.80 %","   .57 %","","","","","  1.79 %",""
"2020-06-16","  2.97 %","","","","","  2.60 %","","  2.83 %","","","","","","","","","","","","","  1.98 %","   .55 %","","","   .00 %","","  3.39 %","   .22 %","  4.71 %","  3.33 %","","   .00 %","  2.15 %","  1.42 %","","","","","  5.48 %",""
"2020-06-17","  5.49 %","","","","","  2.53 %","","  3.47 %","","","","","","","","","","","","","  2.53 %","   .55 %","","","   .00 %","","  3.98 %","   .67 %","  1.69 %","  6.45 %","","   .00 %","  2.40 %","  1.69 %","","","","","  2.97 %",""
"2020-06-18","  2.74 %","","","","","   .00 %","","  3.36 %","","","","","","","","","","","","","  3.51 %","  1.91 %","","","  3.45 %","","  3.37 %","   .44 %","  1.66 %","   .00 %","","   .00 %","  3.06 %","  1.66 %","","","","","  5.95 %",""
"2020-06-19","  5.51 %","","","","","  9.88 %","","  4.87 %","","","","","","","","","","","","","  3.46 %","  1.60 %","","","  3.33 %","","  5.98 %","   .44 %","  2.17 %"," 15.15 %","","   .00 %","  3.36 %","   .82 %","","","","","  4.76 %",""
"2020-06-20","  5.13 %","","","","","  7.87 %","","  6.06 %","","","","","","","","","","","","","  3.87 %","   .53 %","","","   .00 %","","  5.85 %","  1.10 %","  3.72 %","   .00 %","","   .00 %","  3.35 %","  2.43 %","","","","","  4.06 %",""
"2020-06-21","  2.00 %","","","","","  6.25 %","","  4.14 %","","","","","","","","","","","","","  2.20 %","   .26 %","","","   .00 %","","  2.42 %","   .65 %","  2.05 %","   .00 %","","   .00 %","  2.62 %","   .00 %","","","","","  3.90 %",""
"2020-06-22","  3.30 %","","","","","  7.84 %","","  2.45 %","","","","","","","","","","","","","  1.96 %","   .78 %","","","   .00 %","","  4.55 %","   .65 %","  1.51 %","  2.63 %","","   .00 %","  4.05 %","  1.05 %","","","","","  1.50 %",""
