"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-05-28","",""," 10.00 %"," ##.## %"," 20.00 %",""," 74.78 %"," 59.52 %","","","",""," ##.## %"," 67.33 %","","","","","","","",""," 75.24 %",""
"2020-05-29","",""," 90.00 %"," ##.## %"," 10.00 %",""," 93.60 %"," 54.52 %","","","",""," 93.17 %"," 21.33 %","","","","   .00 %","","",""," 26.67 %"," 78.58 %",""
"2020-05-30","","",""," ##.## %"," 50.00 %",""," 92.02 %","","","","-23.33 %",""," 97.33 %","","","","","","","","   .67 %","","",""
"2020-05-31","","","","  9.72 %","",""," 53.61 %"," 43.86 %","","","",""," 57.33 %"," 97.33 %","",""," 60.36 %","","","","","","",""
"2020-06-01","","","","  4.85 %"," 56.67 %",""," 68.08 %"," 69.89 %","","","-33.33 %","",""," 57.33 %",""," 20.00 %"," ##.## %","","",""," ##.## %"," ##.## %","",""
"2020-06-02"," 13.67 %"," ##.## %",""," 11.25 %"," 61.67 %",""," 24.89 %","","","","-23.33 %",""," 90.67 %"," 42.33 %","-31.67 %",""," ##.## %","","",""," ##.## %"," ##.## %","",""
"2020-06-03"," 16.52 %"," ##.## %",""," 29.88 %"," 25.67 %","","  7.57 %"," 42.20 %","","","",""," 40.67 %"," 29.00 %"," ##.## %"," 60.00 %","","   .00 %","",""," ##.## %","","",""
"2020-06-04","  -.98 %"," ##.## %",""," 19.38 %"," 55.67 %",""," 12.84 %"," 22.20 %","",""," -3.33 %",""," 32.67 %",""," ##.## %"," 53.33 %"," ##.## %","","",""," ##.## %","","",""
"2020-06-05"," ##.## %",""," ##.## %"," 35.59 %"," 25.67 %",""," 14.71 %"," 19.70 %","",""," 16.67 %",""," 43.50 %"," ##.## %"," ##.## %"," 28.33 %"," ##.## %","   .00 %","",""," ##.## %","","",""
"2020-06-06"," 93.69 %","",""," 30.96 %"," 52.33 %","","  4.98 %"," -7.41 %","",""," 26.67 %",""," 52.07 %"," ##.## %","",""," ##.## %",""," 70.00 %",""," ##.## %",""," 62.55 %",""
"2020-06-07"," 93.69 %"," ##.## %",""," 38.87 %"," 39.83 %",""," 15.83 %","-16.30 %","",""," 13.33 %"," ##.## %"," 28.07 %"," ##.## %"," ##.## %"," ##.## %","  4.33 %"," 80.00 %"," 94.00 %",""," 83.15 %",""," 58.95 %",""
"2020-06-08"," 93.69 %"," ##.## %",""," 20.44 %"," 39.83 %",""," 20.46 %","-18.61 %","",""," 43.33 %"," ##.## %"," -6.93 %","","","","  7.96 %"," 64.00 %"," 87.64 %",""," 92.04 %"," 90.00 %"," 42.51 %",""
"2020-06-09"," 98.69 %"," ##.## %",""," 18.75 %"," 19.83 %","","  1.38 %"," 51.39 %","",""," ##.## %","","-12.93 %"," ##.## %","",""," 44.41 %"," ##.## %"," 77.64 %",""," 92.23 %",""," 68.67 %",""
"2020-06-10"," 65.36 %"," ##.## %"," ##.## %","  5.03 %"," ##.## %",""," 13.61 %"," 40.00 %","",""," 95.00 %","",""," ##.## %","","",""," ##.## %","",""," ##.## %"," 74.00 %"," 56.74 %",""
"2020-06-11"," 72.02 %"," 80.52 %",""," 27.91 %"," 79.83 %",""," 14.35 %"," 47.11 %","",""," 70.45 %",""," 82.90 %","","","",""," ##.## %"," 77.64 %",""," 12.72 %"," ##.## %",""," ##.## %"
"2020-06-12"," 80.10 %",""," ##.## %"," 14.60 %"," 73.05 %",""," -1.93 %"," 47.11 %","",""," 70.45 %","",""," 18.67 %","","","",""," 17.64 %","",""," ##.## %",""," ##.## %"
"2020-06-13"," 68.67 %",""," ##.## %"," 15.04 %","",""," -1.12 %"," 72.11 %","","","",""," 57.86 %"," 35.33 %","","",""," 94.71 %"," 13.64 %",""," 11.67 %"," ##.## %","",""
"2020-06-14"," 79.92 %","",""," 44.79 %","","","  2.04 %","  4.97 %","",""," 50.45 %","",""," 92.00 %","","",""," ##.## %"," 15.00 %","","  8.34 %"," 10.67 %",""," ##.## %"
"2020-06-15"," -1.41 %","",""," 38.19 %","",""," -2.77 %"," 13.86 %",""," 28.81 %"," -9.55 %",""," ##.## %"," 40.00 %","","",""," 74.05 %"," 65.00 %"," ##.## %","  3.31 %"," 56.67 %","",""
"2020-06-16"," 83.59 %",""," ##.## %"," 29.28 %","","","  2.03 %"," 10.36 %",""," 26.59 %","-17.88 %",""," ##.## %"," 21.67 %"," 84.95 %","-18.67 %"," 40.80 %"," 88.33 %"," 98.33 %"," ##.## %"," 10.69 %","-11.33 %","",""
"2020-06-17"," 44.32 %","  8.43 %",""," 40.09 %","","","   .22 %"," 66.36 %",""," 34.09 %"," 96.67 %",""," ##.## %"," 43.00 %","",""," 74.14 %"," 88.33 %"," 68.33 %"," ##.## %","","  2.00 %"," ##.## %"," ##.## %"
"2020-06-18"," ##.## %"," 84.43 %","","  8.07 %"," 18.00 %",""," -7.39 %"," 37.67 %","","  7.42 %","",""," 77.59 %"," 55.00 %","",""," 33.14 %"," ##.## %"," 38.33 %"," ##.## %"," 11.07 %",""," ##.## %"," ##.## %"
"2020-06-19"," ##.## %"," 89.43 %"," 74.42 %"," 61.87 %","  4.67 %",""," -1.56 %"," 34.82 %","","  5.83 %"," 93.33 %",""," 84.06 %"," -4.17 %","",""," 57.90 %"," 80.00 %"," ##.## %"," ##.## %","  2.88 %",""," ##.## %",""
"2020-06-20"," ##.## %"," 54.51 %",""," 60.51 %","-25.33 %","","   .37 %"," 64.82 %",""," -7.02 %"," ##.## %",""," 34.06 %","  7.83 %","",""," 17.66 %"," 96.67 %","",""," 17.22 %",""," 14.41 %"," 43.00 %"
"2020-06-21"," 67.56 %"," 71.51 %",""," 61.57 %","-13.33 %",""," -8.00 %"," 74.98 %",""," -8.13 %"," ##.## %",""," 23.42 %","  6.17 %","",""," 16.43 %","","",""," -9.87 %",""," 15.52 %",""
"2020-06-22"," ##.## %"," 73.06 %",""," 61.06 %","","","-11.40 %","  1.34 %",""," -2.63 %"," ##.## %",""," 48.81 %","  2.83 %","","",""," 90.51 %",""," ##.## %"," 69.65 %","","",""
"2020-06-23","  6.75 %"," 32.85 %",""," 78.79 %","-13.33 %","","  5.56 %"," 25.02 %","","  3.08 %"," 20.00 %",""," 49.81 %"," -2.50 %","","",""," 52.74 %","",""," 44.70 %","",""," 36.50 %"
"2020-06-24","  1.50 %"," 25.01 %"," 91.05 %","  8.75 %","","","   .68 %","","","  3.08 %"," 46.67 %","",""," -5.00 %","","",""," 62.74 %",""," ##.## %"," ##.## %","",""," 53.84 %"
"2020-06-25","  5.46 %"," 18.58 %",""," 10.93 %"," 36.67 %",""," -7.70 %"," 58.35 %",""," 11.65 %",""," 63.33 %","","","","",""," 16.07 %",""," ##.## %"," ##.## %","","",""
"2020-06-26"," 38.79 %"," 26.58 %","","  9.82 %","","","  -.83 %","",""," 14.98 %"," 13.33 %","",""," -5.00 %","","","","  6.07 %","",""," ##.## %","",""," -1.16 %"
"2020-06-27",""," 54.08 %","","  3.82 %"," 35.00 %",""," 12.10 %","","","  6.98 %","","","","",""," 85.44 %",""," 22.22 %",""," ##.## %"," ##.## %",""," 44.91 %"," -1.16 %"
"2020-06-28","  3.08 %","  1.37 %"," ##.## %"," -3.26 %"," ##.## %",""," -5.23 %","","","  1.27 %",""," 60.83 %",""," 21.67 %",""," 83.44 %",""," 40.00 %"," 49.56 %"," ##.## %"," ##.## %",""," 36.97 %","-16.72 %"
"2020-06-29","  5.08 %","",""," -4.77 %"," ##.## %","","   .36 %","","","  5.71 %",""," 56.55 %",""," 11.67 %",""," 92.44 %","-21.10 %",""," ##.## %"," 99.75 %"," -1.40 %"," ##.## %"," 33.99 %",""
"2020-06-30","","","","  2.34 %","","","  2.20 %","",""," -2.22 %",""," 67.66 %"," 49.04 %"," 65.00 %","  3.11 %"," 86.44 %"," 28.90 %",""," ##.## %"," 58.05 %"," ##.## %"," ##.## %","","-11.33 %"
"2020-07-01",""," 59.20 %",""," -1.71 %"," ##.## %","","  7.97 %","","","-19.72 %",""," 49.48 %"," 43.04 %"," 70.00 %"," 33.11 %"," ##.## %"," 45.71 %",""," 27.37 %",""," ##.## %","",""," -4.67 %"
"2020-07-02","",""," 95.71 %"," -5.65 %"," 66.67 %","","  -.85 %","",""," ##.## %","",""," 86.22 %"," 70.00 %"," 21.11 %"," ##.## %"," 37.71 %",""," 28.70 %"," ##.## %"," ##.## %","",""," -4.67 %"
"2020-07-03","",""," 15.71 %","  4.64 %","","","  9.71 %"," 41.33 %",""," ##.## %",""," 49.48 %"," 79.50 %"," 50.00 %"," 24.49 %"," ##.## %"," 45.21 %",""," 68.22 %"," ##.## %"," 99.29 %","","",""
"2020-07-04","","","","  7.25 %","","","  6.53 %"," 94.67 %",""," ##.## %"," 30.00 %",""," 47.00 %",""," 34.67 %"," ##.## %"," 64.43 %","","  3.37 %",""," ##.## %","","",""
"2020-07-05"," 36.56 %","","","  3.80 %","","","  7.93 %"," ##.## %",""," ##.## %","",""," 37.82 %"," ##.## %"," 41.33 %","","  6.93 %",""," 73.81 %"," ##.## %","","","",""
"2020-07-06"," 22.71 %","",""," -4.00 %","","","  -.57 %","",""," ##.## %",""," 76.98 %"," 45.15 %","",""," ##.## %"," 26.36 %",""," 51.91 %",""," ##.## %","","",""
"2020-07-07","  2.15 %","","","   .08 %","","","  4.09 %"," ##.## %",""," 27.53 %"," 66.00 %","",""," 67.11 %"," 74.67 %"," 10.29 %"," 43.36 %",""," ##.## %",""," 98.83 %","","",""
"2020-07-08"," 90.49 %","","  -.95 %","  1.66 %","","","   .84 %"," 96.51 %",""," 37.68 %"," 28.86 %"," 57.93 %"," 12.83 %"," 59.96 %"," 46.67 %"," 62.79 %"," 17.69 %",""," ##.## %",""," ##.## %","",""," 82.67 %"
"2020-07-09"," 89.06 %","","","  1.91 %","","","  3.55 %","",""," 30.78 %"," 92.19 %"," 46.82 %"," 45.05 %","",""," 42.79 %"," 63.40 %"," 54.67 %"," ##.## %",""," ##.## %"," 87.57 %",""," 76.00 %"
"2020-07-10"," 78.94 %","","","","","","  -.21 %"," ##.## %",""," 33.45 %"," 85.05 %"," 95.00 %","  7.55 %",""," ##.## %"," 56.48 %"," 63.40 %"," 84.67 %"," ##.## %",""," ##.## %"," 81.86 %"," 10.11 %"," 66.00 %"
"2020-07-11"," ##.## %"," 27.41 %","","","",""," 12.26 %"," 63.97 %",""," 56.14 %","","","  4.51 %",""," ##.## %"," 51.25 %"," 42.07 %"," 84.67 %"," ##.## %","",""," 82.19 %"," 34.11 %",""
"2020-07-12"," 94.61 %"," 24.55 %","","","","","  2.50 %"," 46.73 %","","  1.85 %",""," 47.00 %"," 24.84 %","",""," 74.84 %"," 52.07 %"," 90.00 %","  5.34 %",""," 45.55 %"," 93.62 %"," 45.40 %"," 26.00 %"
"2020-07-13"," ##.## %"," 56.55 %"," 63.33 %","","","","   .14 %"," 55.61 %",""," -1.07 %",""," 17.00 %"," 16.59 %",""," ##.## %"," 14.84 %"," 57.60 %"," 43.33 %","  -.98 %",""," 91.70 %","-16.38 %"," 11.77 %","  3.33 %"
"2020-07-14"," ##.## %","  9.89 %","","","","","  7.63 %","",""," 15.97 %",""," 40.33 %","  9.67 %",""," 77.77 %"," 22.69 %","  6.72 %"," 42.83 %","  2.10 %","","  9.40 %"," 23.90 %","  4.34 %","  6.67 %"
"2020-07-15"," ##.## %"," 20.48 %"," 50.00 %"," 36.30 %","","","  3.17 %","  7.95 %","","  2.89 %",""," 49.22 %"," 15.00 %"," ##.## %"," 69.02 %"," 16.11 %"," 16.82 %"," ##.## %","-23.42 %",""," 11.26 %"," 16.99 %"," 16.58 %"," 73.33 %"
"2020-07-16"," ##.## %","   .48 %",""," 32.04 %"," ##.## %","","  7.18 %","-14.44 %","","  7.89 %","","  9.22 %",""," ##.## %"," 24.07 %","","  9.39 %"," ##.## %"," 55.52 %","","  8.60 %"," 30.70 %"," -9.54 %"," 68.33 %"
"2020-07-17","","  8.33 %","","  1.53 %","",""," 12.73 %"," 13.31 %",""," 19.95 %","","-18.78 %"," 30.26 %","   .56 %"," 90.03 %","","-16.01 %"," ##.## %"," 45.76 %"," ##.## %",""," 32.92 %"," -4.52 %"," ##.## %"
"2020-07-18"," ##.## %"," -9.67 %","","  7.20 %","",""," 10.50 %"," 18.34 %",""," 34.79 %","","-13.78 %","  6.10 %"," -1.67 %"," 41.37 %","","  7.47 %"," ##.## %"," 78.74 %"," ##.## %"," 66.94 %"," 17.59 %"," -3.06 %"," ##.## %"
"2020-07-19","  1.38 %",""," 90.00 %","  6.05 %","","","  8.06 %"," 15.84 %",""," 19.23 %"," 94.76 %"," -3.78 %"," 24.76 %"," 38.69 %"," 59.82 %","","  1.95 %"," ##.## %"," 96.81 %",""," 25.26 %","-11.70 %"," -3.14 %"," ##.## %"
"2020-07-20"," 27.62 %",""," 64.29 %","-13.60 %","",""," 11.96 %","   .65 %",""," 30.77 %"," ##.## %"," 24.00 %","  9.76 %"," 25.46 %"," 87.33 %",""," 29.34 %","  3.42 %"," 95.87 %",""," 28.35 %"," 12.94 %"," 19.53 %",""
"2020-07-21"," 28.99 %","",""," -7.79 %","","","  -.47 %","","","  6.61 %"," ##.## %",""," 15.86 %"," 57.46 %"," 46.62 %"," 27.98 %"," 26.11 %"," 17.65 %"," 59.58 %",""," 23.69 %"," -7.78 %"," 10.02 %"," ##.## %"
"2020-07-22"," 21.71 %","","","  4.74 %","","","  5.43 %"," 46.56 %",""," -3.28 %",""," 82.00 %"," 22.72 %"," 45.73 %"," ##.## %"," 32.98 %"," 36.51 %"," 57.18 %"," 55.71 %",""," 41.91 %","   .00 %",""," ##.## %"
"2020-07-23"," 11.05 %",""," ##.## %"," 12.65 %"," ##.## %","","  7.39 %","","","-20.36 %"," ##.## %"," 89.76 %"," 16.91 %",""," ##.## %"," 40.67 %",""," 48.56 %"," 45.24 %",""," 12.68 %"," 58.67 %",""," 40.67 %"
"2020-07-24"," 15.21 %","  -.12 %"," 37.97 %"," 14.56 %"," ##.## %",""," -2.08 %","","","  -.36 %",""," 89.76 %","  9.60 %"," ##.## %"," ##.## %"," 41.03 %","  8.89 %"," 60.65 %"," 22.52 %",""," 27.10 %"," 45.67 %",""," ##.## %"
"2020-07-25"," -9.97 %"," 19.88 %",""," 16.15 %"," ##.## %","","  -.81 %","","","  -.82 %"," ##.## %"," 51.76 %",""," 45.14 %"," ##.## %"," 49.36 %"," 71.38 %"," 45.42 %"," 41.37 %"," 51.22 %"," 19.89 %"," 23.67 %",""," ##.## %"
"2020-07-26"," -1.98 %"," 29.88 %"," 81.31 %"," 16.72 %"," 88.42 %","","  1.69 %","",""," -4.43 %"," ##.## %"," ##.## %"," 23.94 %"," ##.## %"," ##.## %"," -7.30 %"," 28.17 %"," 32.71 %","  6.45 %"," 44.18 %"," 58.55 %"," 25.33 %",""," ##.## %"
"2020-07-27"," 28.02 %"," 59.05 %"," 42.64 %","  5.28 %","",""," -5.09 %","",""," 17.67 %",""," 60.43 %"," 29.33 %"," 72.17 %"," 22.32 %","  -.87 %","","-29.40 %","  7.09 %"," 62.39 %",""," ##.## %","  3.32 %",""
"2020-07-28","  5.52 %"," 17.84 %",""," -2.94 %"," ##.## %",""," -5.04 %","",""," 12.65 %"," 57.52 %"," ##.## %","  4.86 %"," 90.87 %"," 29.00 %"," -8.27 %"," 52.17 %"," 10.50 %"," 40.90 %"," 15.35 %"," 53.58 %"," ##.## %"," -7.48 %"," ##.## %"
"2020-07-29"," 32.50 %"," 38.79 %"," 58.35 %","  -.11 %"," 98.88 %",""," -5.30 %"," -5.94 %","","-16.69 %"," 96.10 %"," ##.## %"," 15.74 %"," 28.73 %"," -8.78 %"," 40.37 %"," 41.11 %"," 57.12 %"," 40.57 %","  1.62 %"," 19.88 %"," ##.## %"," -1.54 %"," ##.## %"
"2020-07-30"," 35.48 %","",""," -1.03 %"," 38.66 %",""," -3.81 %"," 14.06 %",""," 85.31 %",""," ##.## %"," 15.82 %"," 46.95 %"," -9.12 %"," 37.80 %"," 48.05 %"," 50.00 %"," 20.42 %","-20.76 %"," 23.24 %"," ##.## %"," 10.77 %"," 71.05 %"
"2020-07-31"," 31.77 %"," 28.79 %"," 77.02 %"," -4.02 %"," 45.38 %",""," -8.24 %"," 32.69 %",""," 79.76 %"," 28.35 %"," 44.74 %","  2.95 %","","  8.62 %"," 37.33 %"," 22.71 %"," 50.54 %"," 56.62 %"," 12.53 %"," 43.51 %"," ##.## %"," 12.83 %",""
"2020-08-01"," 16.36 %","  2.12 %",""," -4.04 %"," 45.38 %","","  -.71 %","  6.51 %",""," 64.76 %",""," 81.40 %","-13.87 %"," 23.20 %",""," 10.90 %"," 24.04 %"," 70.43 %"," 93.79 %"," 13.04 %","  2.48 %","","-27.88 %"," ##.## %"
"2020-08-02"," 24.93 %"," 65.45 %",""," -1.45 %"," 32.44 %","","  -.62 %","  -.77 %",""," ##.## %"," 43.35 %"," 27.56 %","-10.81 %"," 36.65 %"," -9.28 %"," 63.63 %"," 25.37 %"," 61.66 %","","  9.48 %"," 19.68 %"," 88.15 %"," ##.## %",""
"2020-08-03","-12.14 %"," 72.00 %",""," -2.97 %"," 44.60 %",""," -9.40 %"," 48.86 %",""," ##.## %"," 38.50 %"," 18.29 %"," -6.72 %"," 17.98 %"," 29.47 %"," 11.96 %"," 26.10 %"," 12.61 %"," 46.58 %"," 23.63 %",""," 87.42 %"," ##.## %"," ##.## %"
"2020-08-04"," 46.17 %"," ##.## %",""," -1.68 %"," 78.82 %",""," -4.93 %"," 11.29 %",""," 45.81 %"," 15.93 %","  6.87 %"," -7.15 %"," 20.54 %"," 19.25 %"," 26.19 %"," 28.45 %","  1.83 %"," 37.92 %"," 11.63 %"," 32.15 %"," 81.78 %"," ##.## %"," ##.## %"
"2020-08-05"," 68.67 %"," ##.## %"," ##.## %","  -.81 %"," 86.44 %","","  2.64 %"," 60.57 %",""," 49.14 %","-22.16 %"," 28.20 %"," -6.78 %","  7.18 %"," ##.## %"," 31.33 %","  9.79 %"," 16.43 %"," 59.10 %"," 10.38 %"," 18.20 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-06"," 57.02 %"," ##.## %"," 60.33 %"," -1.64 %","","","  3.19 %"," 93.57 %",""," 59.14 %","-19.74 %","  4.87 %"," 15.72 %"," 40.93 %"," ##.## %"," 43.48 %",""," 47.07 %"," 10.05 %","  8.75 %"," 12.90 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-07"," 59.21 %"," ##.## %"," 82.33 %"," -1.55 %"," 64.44 %",""," -2.58 %"," 98.76 %","","","","-11.29 %"," 16.77 %"," 22.79 %"," ##.## %"," 10.14 %",""," 20.29 %","  2.32 %"," 19.75 %"," 16.26 %"," -6.91 %","  9.01 %","-15.93 %"
"2020-08-08"," 79.09 %"," ##.## %",""," -2.57 %"," 60.24 %",""," 24.84 %"," 68.76 %","","","-14.74 %"," 52.48 %",""," 53.24 %"," ##.## %"," 16.81 %",""," 44.29 %"," 45.84 %"," 22.91 %","","","",""
"2020-08-09"," 19.79 %"," 44.82 %",""," -2.32 %"," 29.13 %",""," 19.60 %"," 77.44 %","","","  1.93 %"," 40.89 %"," 83.11 %"," 65.03 %"," ##.## %"," -3.19 %",""," 50.78 %"," 45.14 %"," 27.09 %",""," 57.99 %",""," 27.91 %"
"2020-08-10","  9.60 %"," 76.15 %"," 79.00 %"," -1.79 %"," ##.## %","","  6.03 %"," 25.44 %","","","   .50 %"," 63.56 %"," 70.99 %"," 75.83 %",""," 18.81 %",""," 55.99 %"," 41.72 %"," 15.90 %"," -3.37 %"," 44.81 %",""," 32.08 %"
"2020-08-11","  3.09 %"," 10.24 %"," 62.33 %"," -5.12 %","","","  4.30 %","-12.12 %","",""," 94.67 %"," 73.56 %"," 77.90 %"," 14.43 %",""," 21.67 %","","  7.96 %"," 65.50 %"," 15.13 %","-11.91 %","",""," 22.99 %"
