"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2020-06-27","","","7","-9","2","","","1","","","2",""
"2020-06-28","-4","","","4","-2","","","-1","","0","0","1"
"2020-06-29","","","-5","-5","","","","1","","","7",""
"2020-06-30","","","-3","-2","","","","","","","-9",""
"2020-07-01","1","","3","2","4","","-1","0","","","0","-2"
"2020-07-02","-1","","-2","-4","12","","0","-1","5","0","","1"
"2020-07-03","","","0","0","-13","","","0","","","","3"
"2020-07-04","","","6","-1","","","","","","","2",""
"2020-07-05","","","","4","","","","","","","-1",""
"2020-07-06","","2","","-3","","","","0","","","1","-6"
"2020-07-07","","","","-1","","","","","","","-2","1"
"2020-07-08","","","","6","","","","","","","5","0"
"2020-07-09","","","","","","","","0","1","","27","0"
"2020-07-10","","-3","","","","-1","","","0","","-17","-1"
"2020-07-11","","","-2","1","","","","","","0","-14","3"
"2020-07-12","","","","3","","","","","","3","8","-1"
"2020-07-13","","","3","-3","","","","0","-3","","11",""
"2020-07-14","","5","","-1","0","","","","1","","30",""
"2020-07-15","10","-4","","","","5","","","","-3","-42","-1"
"2020-07-16","","","","","","","","3","-1","0","9","3"
"2020-07-17","","4","","-2","2","","","-2","5","9","-14",""
"2020-07-18","","","","4","","-4","","-1","-4","-5","12","2"
"2020-07-19","","","1","-2","","","","0","","21","10","-3"
"2020-07-20","","","0","7","","0","","1","21","-5","16","-2"
"2020-07-21","","","0","-5","","0","","","-20","-8","-35",""
"2020-07-22","","2","-1","-1","","","","","20","-6","3","5"
"2020-07-23","-2","-2","1","5","","","","4","-22","35","33",""
"2020-07-24","0","","1","4","","1","","19","2","-13","-5","-6"
"2020-07-25","","","-1","-11","","","","-11","-2","-4","-3","5"
"2020-07-26","4","","4","17","","","","-5","17","-9","6","4"
"2020-07-27","6","-4","-5","-5","","","","0","-13","15","-26","-8"
"2020-07-28","-8","4","1","-12","","","","-5","-2","-4","-11","3"
"2020-07-29","","","0","9","","","","2","5","-22","22",""
"2020-07-30","","","","-4","-2","-7","","17","-2","17","9","-2"
"2020-07-31","","-5","0","-1","","","","-16","","-19","-9","6"
"2020-08-01","","2","-1","0","","0","","-1","","12","-17","1"
"2020-08-02","-9","0","5","0","","","","4","7","-14","18",""
"2020-08-03","7","0","-4","-2","","","","19","-8","3","5",""
"2020-08-04","8","-2","1","4","","0","","-23","0","1","-20","-25"
"2020-08-05","","15","","-6","","","","","0","","-4","5"
"2020-08-06","-10","-16","18","0","0","45","","","2","","8","8"
"2020-08-07","-3","12","","8","","-41","","-6","4","6","20","-6"
"2020-08-08","","30","-13","-4","","-2","","7","-7","9","-19","-7"
"2020-08-09","5","-20","5","1","","1","","6","6","-13","-6","4"
"2020-08-10","-8","","-4","-5","","-3","","6","-4","9","20",""
"2020-08-11","","-9","-8","2","","-1","","-19","","-12","-28",""
"2020-08-12","","10","","7","","16","","1","","12","44",""
"2020-08-13","","-11","18","-11","","52","","12","","-11","-37","2"
"2020-08-14","-2","-1","-14","6","-9","-59","","-11","-8","-1","-9","-16"
"2020-08-15","7","-8","8","5","","-2","","11","12","0","24","7"
"2020-08-16","-3","5","-6","26","","11","","-1","-12","18","11","-5"
"2020-08-17","-8","-6","","-37","","","","","1","-24","-30","-2"
"2020-08-18","","-1","","2","","-8","","","13","-1","-5","9"
"2020-08-19","","10","2","12","9","-6","","7","-10","20","50","-8"
"2020-08-20","","-9","3","-13","","-4","","-2","","3","13","3"
"2020-08-21","-18","29","1","10","","0","","-11","2","-1","16","2"
"2020-08-22","33","-30","18","4","-6","7","-1","-3","-1","-22","-27","-7"
"2020-08-23","","5","-22","0","","-7","","-3","-4","33","-26","11"
"2020-08-24","","1","-1","-2","-1","0","","2","0","-4","-11","0"
"2020-08-25","","","","1","","2","","-3","0","-20","-6","-1"
"2020-08-26","","","","-5","-2","9","","","13","48","19","1"
"2020-08-27","-8","-3","","14","1","","","","-6","-21","22","-1"
"2020-08-28","-5","6","-21","5","0","","","-2","3","-2","-32","4"
"2020-08-29","1","-13","10","-16","","","","1","0","16","8","4"
"2020-08-30","-1","9","17","31","","","","-1","-2","-14","-11","-10"
"2020-08-31","17","4","4","-27","-2","8","-1","1","-2","-27","10","19"
"2020-09-01","15","-15","-25","7","","","","","6","24","-21","-11"
"2020-09-02","-32","8","15","16","","","","","-1","-27","31","-7"
"2020-09-03","10","-8","-10","-1","-9","0","","-1","-2","45","5","9"
"2020-09-04","-6","32","-6","-3","","1","","31","-3","-19","-6","1"
"2020-09-05","","-24","15","-9","-5","-2","","-20","-3","-22","36","8"
"2020-09-06","24","43","-2","32","","67","","28","26","11","-14","-12"
"2020-09-07","388","489","","1081","","","19","502","406","1029","1705","607"
