"date","Meghalaya/East Garo Hills","Meghalaya/East Jaintia Hills","Meghalaya/East Khasi Hills","Meghalaya/North Garo Hills","Meghalaya/RiBhoi","Meghalaya/Ribhoi","Meghalaya/South Garo Hills","Meghalaya/South West Garo Hills","Meghalaya/South West Khasi Hills","Meghalaya/West Garo Hills","Meghalaya/West Jaintia Hills","Meghalaya/West Khasi Hills"
"2020-08-07","","2","316","","","48","","","","17","7","7"
"2020-08-08","","","320","2","","55","","","","17","8",""
"2020-08-09","","14","373","","","57","","","","","",""
"2020-08-10","","","376","","","57","","","","22","",""
"2020-08-11","","","387","2","","57","","","","22","8","8"
"2020-08-12","","15","390","2","","58","3","","","22","","10"
"2020-08-13","","","410","2","","68","","","","","",""
"2020-08-14","","16","441","","","","","8","","24","",""
"2020-08-15","","","441","2","","71","4","","","25","18",""
"2020-08-16","","","516","","","74","","","","25","19",""
"2020-08-17","","17","518","","","","","","","25","20",""
"2020-08-18","","17","524","","","74","","8","","25","",""
"2020-08-19","","17","547","2","","82","","","","34","",""
"2020-08-20","1","","552","","","82","","","","34","20",""
"2020-08-21","1","","557","","","92","","","","35","21","12"
"2020-08-22","","17","559","2","","93","","","","50","23","12"
"2020-08-23","","18","562","3","","95","4","","","50","","12"
"2020-08-24","","20","571","","","95","","","","","24","13"
"2020-08-25","","","574","3","","102","","","1","82","24",""
"2020-08-26","1","","581","","","102","","11","","114","",""
"2020-08-27","1","","585","7","","112","6","11","","118","25",""
"2020-08-28","1","20","592","7","","112","","","","170","","13"
"2020-08-29","","","613","8","","130","6","","","207","",""
"2020-08-30","1","22","614","","","132","6","12","","215","",""
"2020-08-31","","25","694","10","","134","","12","","241","","13"
"2020-09-01","4","","759","","","134","6","","","246","",""
"2020-09-02","4","29","827","","","139","6","","","252","",""
"2020-09-03","","","885","14","","139","6","","","264","25","14"
"2020-09-04","","31","918","15","","159","6","","1","269","26","27"
"2020-09-05","5","","966","15","","161","","","","277","","27"
"2020-09-06","","31","970","15","","165","17","12","","287","26",""
"2020-09-07","5","31","971","15","","166","17","","","287","26","29"
"2020-09-08","78","","1024","","","169","","12","","313","27",""
"2020-09-09","80","35","1112","19","","171","17","14","","318","","29"
"2020-09-10","","35","1112","","","172","","14","","336","27","29"
"2020-09-11","87","35","1143","19","","175","","14","","342","27","29"
"2020-09-12","87","35","1235","","","183","","","1","352","","50"
"2020-09-13","","35","1265","","","185","","","","375","",""
"2020-09-14","","40","1313","","","204","","","","379","",""
"2020-09-15","","43","1323","19","","205","18","14","","403","27",""
"2020-09-16","102","43","1363","20","","205","20","","1","415","","54"
"2020-09-17","102","43","1400","23","","208","","15","2","444","31","54"
"2020-09-19","","48","1420","","","209","30","15","","454","31",""
"2020-09-20","","","1421","","","213","","15","","479","","54"
"2020-09-21","","50","1421","23","","217","","18","","485","31",""
"2020-09-22","103","53","1562","23","","225","32","18","2","507","33","54"
"2020-09-23","","55","1675","23","","242","33","21","","524","33",""
"2020-09-24","103","","1851","23","","247","","21","4","532","35","60"
"2020-09-25","","57","2093","26","","268","35","23","","542","38",""
"2020-09-26","103","99","2353","26","","253","34","25","6","558","37","65"
"2020-09-27","104","107","2446","26","","270","37","27","","559","","65"
"2020-09-28","","117","2517","26","","282","37","33","","559","","55"
"2020-09-29","107","121","2571","","","284","","33","","568","37",""
"2020-09-30","107","","2572","26","","295","","35","6","589","","55"
"2020-10-01","","121","2589","","","300","37","","6","592","38",""
"2020-10-02","107","244","2683","","","303","37","35","","596","","56"
"2020-10-03","107","320","2684","29","","308","","36","8","600","39",""
"2020-10-04","","328","2734","33","","310","37","36","8","610","39",""
"2020-10-05","","333","2816","","","317","","36","8","613","39","57"
"2020-10-06","108","333","2887","38","","321","","39","8","644","39","57"
"2020-10-07","108","340","2956","43","","323","37","","","649","39",""
"2020-10-08","108","344","3058","43","","331","38","","8","665","40","63"
"2020-10-09","110","344","3091","43","","336","38","41","","694","",""
"2020-10-10","116","351","3181","43","","344","38","44","8","715","44","66"
"2020-10-11","116","357","3242","","","357","38","51","8","722","47","66"
"2020-10-12","116","362","3328","49","","364","","62","19","726","48",""
"2020-10-13","118","373","3423","49","","367","38","64","","745","49",""
"2020-10-14","118","376","3562","49","","372","39","64","22","765","54","66"
"2020-10-15","118","379","3603","49","","377","39","","24","778","54",""
"2020-10-16","122","380","3640","49","","402","42","66","25","794","55","66"
"2020-10-17","","381","3863","","","457","","66","25","812","56","66"
"2020-10-18","125","381","4054","51","","475","49","79","31","816","60",""
"2020-10-19","","381","4126","","","498","","80","","829","61",""
"2020-10-20","125","383","4192","51","","513","49","","33","835","75",""
"2020-10-21","125","383","4296","58","","556","49","82","35","849","78","68"
"2020-10-23","126","388","4370","","","567","56","83","37","856","79","70"
"2020-10-24","127","389","4465","60","","568","","85","37","881","86","72"
"2020-10-25","129","397","4538","62","","569","61","85","","890","88","74"
"2020-10-26","","","4655","64","","580","","85","39","896","89",""
"2020-10-27","135","397","4755","67","","621","64","","","912","91","75"
"2020-10-28","136","","4840","67","","638","74","86","","920","103",""
"2020-10-29","136","397","4929","68","","651","74","86","39","928","105",""
"2020-10-30","141","398","5120","69","","653","78","87","","937","128","73"
"2020-10-31","143","400","5255","71","","661","78","88","40","1001","133",""
"2020-11-01","143","400","5352","73","","665","","88","","1009","139",""
"2020-11-02","143","401","5435","74","","679","86","","","1014","144",""
"2020-11-03","154","404","5442","75","","690","86","88","","1019","167","113"
"2020-11-04","157","404","5476","","","693","","89","","1045","170","115"
"2020-11-05","163","410","5515","77","","694","","90","41","1050","170",""
"2020-11-06","164","414","5585","","","695","86","90","","1058","177",""
"2020-11-07","165","415","5610","78","","696","86","91","","1070","190",""
"2020-11-08","178","","5637","","","725","94","92","42","1100","197",""
"2020-11-09","179","417","5658","79","","727","","92","","1107","200",""
"2020-11-10","181","418","5692","79","","798","94","93","42","1115","205","122"
"2020-11-11","182","423","5738","80","","803","94","93","","1127","206","122"
"2020-11-12","183","424","5757","83","","804","94","93","42","1131","233","122"
"2020-11-13","186","434","5801","85","","805","94","93","","1139","251","123"
"2020-11-14","193","443","5804","","","825","94","96","","1159","252",""
"2020-11-15","196","455","5823","85","","848","","98","","1165","262","124"
"2020-11-16","200","464","5847","85","","865","","100","","1178","271",""
"2020-11-17","202","467","5911","","","1037","109","108","","1182","285","125"
"2020-11-18","203","472","5925","89","","1047","","108","42","1196","296",""
"2020-11-19","208","472","5961","89","","1049","110","109","43","1205","297","129"
"2020-11-20","209","482","5980","90","","1090","114","112","44","1209","",""
"2020-11-21","229","485","6005","91","","1096","114","114","","1221","306","129"
"2020-11-22","257","489","6033","91","","1125","114","116","","1226","309",""
"2020-11-23","","","6063","","","1136","124","116","","1232","",""
"2020-11-24","264","492","6092","92","","1136","129","117","","1237","317",""
"2020-11-25","270","492","6111","","","1140","","119","","1243","317","129"
"2020-11-26","272","","6140","93","","1142","","120","","1244","317",""
"2020-11-27","279","499","6186","94","","1143","130","125","","1258","",""
"2020-11-28","286","500","6257","97","","1145","","139","","1264","319","152"
"2020-11-29","292","501","6317","","","1148","130","141","","1318","319",""
"2020-11-30","293","501","6369","","","1151","142","141","","1325","","152"
"2020-12-01","293","509","6434","","","1155","150","144","44","1395","319",""
"2020-12-26","294","","6467","","","","151","145","","1397","326",""
"2020-12-27","","","6489","98","","1157","","146","","1398","",""
"2020-12-28","297","","6515","","","","","147","","","",""
"2020-12-29","","","6531","98","","1159","","","","1400","330",""
"2020-12-30","","","6541","99","","1163","152","147","","1403","330",""
"2021-01-02","","","6614","","","1175","153","","","1403","","154"
"2021-01-03","","","6624","","1","","","148","","1404","330",""
"2021-01-04","","509","6642","","","","","","","","330",""
"2021-01-05","","","6665","","","1176","153","","","1410","330",""
"2021-01-06","","","6676","","","1176","","150","","1411","330",""
"2021-01-07","298","","6691","99","","1186","","","","","330","155"
"2021-01-08","","509","6695","99","","","153","","","1412","",""
"2021-01-09","","509","6717","99","","","153","","","1413","331",""
"2021-01-10","","","6743","","","","","","","1414","331",""
"2021-01-11","","509","6762","","","","","","","1417","331","157"
"2021-01-12","","509","6778","","","1188","","","","1418","",""
"2021-01-13","","","6786","","","","","","","","332",""
"2021-01-14","","509","6802","","","","","","","1418","333",""
"2021-01-15","","","6806","","","","","","","","333",""
"2021-01-16","","","6820","100","","","","","","","",""
"2021-01-17","","509","6822","","","1189","154","","","1419","340",""
"2021-01-18","","510","6823","","","1189","","","","","",""
"2021-01-19","","512","6825","","","","","","","","354",""
"2021-01-20","","","6832","","","","","","","1419","",""
"2021-01-21","","512","6835","","","","","","","","357",""
"2021-01-22","","","6836","","","1190","","","","","","158"
"2021-01-23","","514","6839","","","","","150","","","362",""
"2021-01-24","","524","6843","","","1191","","","","1420","",""
"2021-01-25","","525","6849","101","","","","","","","363",""
"2021-01-26","","526","6859","102","","1191","","","","","","158"
"2021-01-27","","","6868","103","","","","","","","",""
"2021-01-28","","","6874","","","","","","","","","159"
"2021-01-29","","","6884","","","1192","","","","","363",""
"2021-01-30","","528","6898","","","","","","","1421","",""
"2021-01-31","","","6907","","","1192","","","","","363","159"
"2021-02-01","","","6913","","","","","","","","",""
"2021-02-02","","529","6921","","","1192","","","","","","159"
"2021-02-03","","","6929","","","1193","","151","","","",""
"2021-02-04","","","6938","","","","","151","","","",""
"2021-02-05","","529","6946","","","1194","","151","","1421","363",""
"2021-02-06","","","6949","","","","","","","","",""
"2021-02-07","","","6953","","","1195","","","","","363",""
"2021-02-08","","","6956","","","","","","","","",""
"2021-02-09","","","6958","","","1195","","","","","364","160"
"2021-02-10","","529","6962","","","","","","","","364",""
"2021-02-11","","","6964","","","1196","","","","","365","161"
"2021-02-12","","","6967","","","","","","","","",""
"2021-02-13","","","6970","","","","","","","","",""
"2021-02-14","","","6985","","","1203","","","","","365",""
"2021-02-15","","531","6993","","","1214","","","","","",""
"2021-02-16","","531","7006","","","1215","","","","1422","379","162"
"2021-02-17","","","7029","","","","","","","","","162"
"2021-02-18","","","7044","","","1218","","","","","385",""
"2021-02-19","","","7066","","","","","","","","",""
"2021-02-20","","532","7068","","","","","","","","394","163"
"2021-02-21","","","7072","","","","","","","","",""
"2021-02-22","","","7074","","","","","","","","",""
"2021-02-23","","","7076","","","","","151","","","395",""
"2021-02-24","","532","7081","","","","","","","","",""
"2021-02-25","","","7082","","","","","","","1422","",""
"2021-02-26","","533","","","","","","","","","",""
"2021-02-27","","533","7083","","","","","","","","","164"
"2021-02-28","","","7084","","","","","","","","",""
"2021-03-01","","","7085","","","","","","","","",""
"2021-03-02","","","7090","","","","","","","","",""
"2021-03-03","","","7091","","","","","","","","",""
"2021-03-04","","","7092","","","","","","","","",""
"2021-03-05","","","7093","","","","","","","","",""
"2021-03-07","","535","7095","","","1218","","152","","1422","",""
"2021-03-08","","","7096","","","","","","","1423","",""
"2021-03-09","","","7098","","","1218","","","","1423","",""
"2021-03-10","","","7099","","","","","","","","",""
"2021-03-11","","","7100","","","","","","","","",""
"2021-03-12","","","7101","","","","","","","1423","",""
"2021-03-13","","","7101","","","1218","","","","","",""
"2021-03-14","","","7103","","","1218","","","","","",""
"2021-03-16","","","7103","","","1219","","","","","",""
"2021-03-17","","","7106","","","1219","","","","","",""
"2021-03-18","","","7106","","","1219","","","","1424","",""
"2021-03-19","","","7108","","","1220","","","","1425","",""
"2021-03-20","","","7114","","","","","","","","",""
"2021-03-22","","","7116","","","1221","","","","","",""
"2021-03-23","","","7118","","","1223","","","","1426","",""
"2021-03-24","","","7122","","","1224","","","","","",""
"2021-03-25","","","7122","","","1225","","","","","",""
"2021-03-26","","","7126","","","1225","","","","","",""
"2021-03-27","","","7128","","","","","","","","",""
"2021-03-28","","","7128","","","1226","","","","","",""
"2021-03-29","","","7129","","","1227","","","","","","164"
"2021-03-30","","","7132","","","","","","","1426","","164"
"2021-03-31","","","7137","","","1227","","","","1426","",""
"2021-04-01","","","7138","","","","","","","","",""
"2021-04-02","","","7139","","","","","","","1426","","164"
"2021-04-03","","","7139","","","","","","","","",""
"2021-04-04","","","7139","","","1229","","","","1426","",""
"2021-04-05","","","7146","","","1229","","","","","",""
"2021-04-06","","535","7148","","","1231","","","","","",""
"2021-04-07","","","7149","","","1231","","","","","",""
"2021-04-08","","535","7149","","","1231","","","","1427","395","164"
"2021-04-09","","535","7155","","","1231","","","","1427","395",""
"2021-04-10","","","7158","","","1232","","","44","","395",""
"2021-04-11","","535","7176","","","1233","","","","1448","",""
"2021-04-12","","535","7197","","","","","","","","395","166"
"2021-04-13","","536","7204","","","1234","","","","1449","395","166"
"2021-04-14","","536","7206","","","1236","","","","1450","395","166"
"2021-04-15","","","7209","","","1236","","","","","395",""
"2021-04-16","","536","7218","103","","1239","","","44","1450","395",""
"2021-04-17","","537","7225","","","1241","","","44","1450","396","166"
"2021-04-18","298","538","7265","","","1241","","","","1450","396","166"
"2021-04-19","","538","7296","","","1241","","","44","","398",""
"2021-04-20","","538","7322","","","1244","","","44","1453","400","166"
"2021-04-21","","539","7339","","","1245","","","","1453","406","166"
"2021-04-22","","539","7392","","","1247","154","","44","","419","166"
"2021-04-23","","543","7426","","","1247","","","","1453","419",""
"2021-04-24","","544","7539","","","1251","","152","44","1453","445","170"
"2021-04-25","298","549","7585","","","1257","","","46","1454","447",""
"2021-04-26","299","553","7663","","","1261","","","47","","473",""
"2021-04-27","299","555","7716","103","","1268","154","152","","1455","489","181"
"2021-04-28","","557","7825","","","1276","154","152","","1457","501","186"
"2021-04-29","299","558","7931","","","1286","154","","50","1460","507","186"
"2021-04-30","299","563","8076","103","","1291","154","152","50","1462","515","187"
"2021-05-01","299","568","8211","","","1307","154","152","50","1466","543","191"
"2021-05-02","299","573","8325","104","","1331","154","152","54","1466","547","193"
"2021-05-03","","584","8453","104","","1355","","152","54","1470","557","193"
"2021-05-04","","609","8595","104","","1372","154","152","54","1477","566","197"
"2021-05-05","302","611","8710","104","","1380","154","153","57","1489","568","198"
"2021-05-06","302","616","8799","104","","1394","154","153","59","1499","577","198"
"2021-05-07","302","621","8945","104","","1405","154","153","59","1506","581","201"
"2021-05-08","302","639","9054","104","","1413","","153","60","1521","582","201"
"2021-05-09","304","647","9177","104","","1423","158","153","63","1527","605","201"
"2021-05-10","319","651","9350","","","1444","159","153","67","1539","616","201"
"2021-05-11","319","661","9498","106","","1470","","153","69","1551","622","201"
"2021-05-12","320","669","9656","107","","1501","161","158","73","1588","642","248"
"2021-05-13","320","687","9806","107","","1533","162","163","76","1590","653","254"
"2021-05-14","320","696","10027","114","","1567","","169","77","1627","655","264"
"2021-05-15","342","700","10171","121","","1571","","175","79","1637","656","279"
"2021-05-16","346","716","10383","","","1626","168","179","79","1663","665","301"
"2021-05-17","347","724","10511","125","","1684","","190","82","1672","675","306"
"2021-05-18","356","758","10792","133","","1719","195","216","82","1691","692","320"
"2021-05-19","357","781","11057","140","","1762","200","221","83","1740","696","328"
"2021-05-20","364","791","11317","141","","1892","203","225","85","1759","714","339"
"2021-05-21","367","824","11570","146","","1915","206","235","85","1819","725","357"
"2021-05-22","371","825","11949","146","","1926","219","254","88","1854","756","370"
"2021-05-23","378","835","12265","155","","2007","222","276","89","1931","773","380"
"2021-05-24","384","856","12690","156","","2105","","295","92","1975","812","403"
"2021-05-25","387","946","13085","162","","2174","229","314","96","2011","904","437"
"2021-05-26","393","1058","14028","174","","2335","242","340","102","2069","1040",""
"2021-05-27","401","1079","14457","192","","2394","","347","107","2092","1058","480"
"2021-05-28","423","1105","15118","202","","2455","254","393","110","2162","1065","503"
"2021-05-29","432","1118","15652","218","","2660","263","406","116","2214","1084","517"
"2021-05-30","451","1135","16182","232","","2675","286","452","125","2302","1256","558"
"2021-05-31","480","1181","17233","277","","2968","318","521","147","2445","1425","610"
"2021-06-01","488","1195","17661","296","","3130","316","544","150","2506","1459","620"
"2021-06-02","494","1238","17982","307","","3278","381","558","177","2526","1498","637"
"2021-06-03","526","1256","18270","308","","3387","388","576","224","2557","1529","649"
"2021-06-04","545","1296","18704","315","","3456","403","664","224","2642","1558","671"
"2021-06-05","571","1329","19013","344","","3574","410","688","257","2772","1624","697"
"2021-06-06","586","1335","19372","362","","3599","415","723","321","2828","1710","718"
"2021-06-07","601","1359","19721","377","","3676","427","771","335","2903","1743","745"
"2021-06-08","615","1398","20092","393","","3818","430","822","346","2986","1770","761"
"2021-06-09","617","1413","20353","413","","3909","439","857","357","3000","1804","776"
"2021-06-10","622","1421","20563","422","","3976","442","866","437","3013","1823","780"
"2021-06-11","629","1453","20752","438","","3986","447","937","442","3083","1925","799"
"2021-06-12","634","1498","20988","460","","4047","466","971","465","3141","2002","829"
"2021-06-13","667","1503","21258","481","","4090","488","997","481","3212","2027","844"
"2021-06-14","685","1531","21462","496","","4114","495","1008","503","3266","2111","864"
"2021-06-15","695","1548","21681","508","","4149","502","1028","529","3389","2177","871"
"2021-06-16","704","1560","21903","518","","4200","509","1057","553","3442","2206","878"
"2021-06-17","719","1566","22010","522","","4225","515","1074","561","3492","2295","880"
"2021-06-18","745","1577","22136","553","","4263","521","1096","565","3558","2381","895"
"2021-06-19","773","1586","22376","585","","4291","536","1133","588","3633","2455","919"
"2021-06-20","799","1597","22599","622","","4319","560","1151","619","3692","2509","950"
"2021-06-21","819","1616","22836","643","","4365","566","1171","696","3789","2592","979"
"2021-06-22","834","1620","22924","664","","4403","579","1186","723","3883","2604","993"
"2021-06-23","842","1625","23123","675","","4431","584","1221","723","3975","2648","1000"
"2021-06-24","863","1627","23181","698","","4479","594","1236","728","4044","2693","1002"
"2021-06-25","884","1643","23304","724","","4484","610","1263","733","4091","2749","1014"
"2021-06-26","920","1651","23477","745","","4559","628","1274","764","4169","2774","1037"
"2021-06-27","957","1656","23663","762","","4637","669","1303","843","4226","2797","1055"
"2021-06-28","1014","1673","23996","806","","4767","721","1353","939","4388","2915","1074"
"2021-06-29","1042","1686","24131","818","","4822","740","1372","963","4452","3028","1081"
"2021-06-30","1065","1696","24239","859","","4902","741","1401","975","4487","3068","1094"
"2021-07-01","1077","1697","24309","870","","4973","744","1409","981","4503","3113","1101"
"2021-07-02","1118","1703","24459","889","","4987","750","1425","985","4563","3158","1105"
"2021-07-03","1154","1745","24621","916","","5077","761","1438","1006","4623","3205","1118"
"2021-07-04","1185","1757","24803","933","","5161","770","1447","1042","4727","3310","1161"
"2021-07-05","1206","1771","24980","946","","5230","788","1457","1062","4784","3343","1177"
"2021-07-06","1227","1783","25122","1006","","5299","798","1472","1065","4851","3427","1191"
"2021-07-07","1250","1794","25282","1027","","5356","802","1485","1071","4886","3507","1205"
"2021-07-08","1275","1797","25384","1045","","5423","807","1493","1118","4906","3565","1218"
"2021-07-09","1302","1815","25554","1087","","5429","817","1509","1126","4972","3604","1233"
"2021-07-10","1317","1824","25737","1110","","5583","817","1513","1141","5029","3632","1251"
"2021-07-11","1336","1830","25896","1124","","5671","839","1516","1148","5069","3669","1277"
"2021-07-12","1352","1842","26021","1163","","5826","846","1522","1161","5146","3717","1302"
"2021-07-13","1358","1861","26314","1185","","5879","863","1529","1165","5195","3736","1319"
"2021-07-14","1365","1874","26441","1194","","6006","875","1538","1178","5251","3805","1335"
"2021-07-15","1373","1887","26511","1198","","6135","877","1543","1188","5269","3846","1373"
"2021-07-16","1386","1907","26577","1218","","6142","886","1550","1189","5350","3874","1385"
"2021-07-17","1398","1923","26821","1223","","6310","897","1555","1203","5413","3894","1412"
"2021-07-18","1421","1928","26931","1242","","6408","912","1568","1212","5492","3938","1480"
"2021-07-19","1435","1945","26999","1260","","6454","922","1573","1221","5568","3983","1495"
"2021-07-20","1458","1951","27139","1291","","6484","931","1579","1238","5654","4080","1526"
"2021-07-21","1463","1959","27228","1320","","6549","942","1591","1247","5724","4142","1541"
"2021-07-22","1475","1967","27335","1322","","6608","945","1604","1258","5747","4201","1551"
"2021-07-23","1494","1977","27471","1342","","6619","961","1615","1260","5895","4231","1559"
"2021-07-24","1519","1986","27573","1353","","6770","967","1623","1283","6046","4258","1565"
"2021-07-25","1538","1989","27626","1366","","6793","981","1633","1296","6153","4278","1578"
"2021-07-26","1551","1991","27781","1382","","6846","989","1642","1330","6253","4347","1604"
"2021-07-27","1562","2004","27981","1401","","6886","997","1662","1349","6343","4370","1614"
