"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-04-15","","  5.77 %","  5.00 %","",""," ##.## %"," 13.04 %","","","","  8.70 %","","","","","","","","  4.11 %","","  5.26 %",""
"2020-04-16",""," 18.18 %","","  8.33 %","","  7.69 %","","","","","","","","","","","","","  2.63 %","","",""
"2020-04-17",""," 13.85 %","","","","","","","","","  8.00 %","","","","","",""," 21.43 %","","","",""
"2020-04-18","   .00 %","  6.76 %","","  7.69 %","","","","","","","","","","","","",""," 29.41 %","","","",""
"2020-04-19","","  5.06 %","  4.76 %","","","","","",""," 20.00 %"," 14.81 %","",""," 33.33 %","","","","","  1.28 %","","",""
"2020-04-20"," ##.## %","  8.43 %","","","","","","","","","  6.45 %","","","","","","","","","","",""
"2020-04-21","","","  2.27 %","","","","","   .00 %","","","","","","","","",""," 45.45 %","","","",""
"2020-04-22"," 14.29 %","  6.67 %","  4.44 %","","","","","","",""," 12.12 %","","","","","",""," 43.75 %","","","",""
"2020-04-23"," 87.50 %","  2.08 %","  6.38 %","  7.14 %","","","","","",""," 10.81 %","","","","   .00 %","",""," 19.57 %","","","",""
"2020-04-24","","  9.18 %","  4.00 %","","","","","","","","  9.76 %","","","","","","","  9.09 %","","","",""
"2020-04-25"," ##.## %","  7.48 %","  5.77 %","","","","","","","","  2.22 %","","","","","","","  5.00 %","  5.06 %","","",""
"2020-04-26"," 33.33 %","  6.96 %"," 12.73 %"," -6.67 %","","","","","","","  2.17 %","","","","","","","","  2.41 %","","",""
"2020-04-27"," 12.50 %","  2.44 %","  8.06 %","  7.14 %","","   .00 %","   .00 %","","","","  2.13 %","","","","","   .00 %","","  7.94 %","  1.18 %","","   .00 %",""
"2020-04-28"," 14.81 %","","  7.46 %","","","","   .00 %","","","","  2.08 %"," 66.67 %","","","","","   .00 %","  4.41 %","   .00 %","","   .00 %",""
"2020-04-29"," 14.52 %","","  1.39 %"," 26.67 %","","","   .00 %","",""," 16.67 %","   .00 %","","","","","","","","  1.16 %","","",""
"2020-04-30"," 16.90 %",""," 15.07 %","  5.26 %","","","   .00 %","",""," 57.14 %",""," 40.00 %","","","","","","  1.41 %","  2.30 %","","   .00 %",""
"2020-05-01"," 14.46 %","   .79 %","  1.19 %","  5.00 %","","   .00 %","","","","   .00 %"," 12.24 %","","","","","","","  2.78 %","  2.25 %","","",""
"2020-05-02","  4.21 %","   .00 %","  3.53 %","","","   .00 %","","","","","   .00 %","","","","",""," 50.00 %","  4.05 %"," 16.48 %","","",""
"2020-05-03"," 10.10 %","   .00 %","  3.41 %"," 23.81 %","","","","","",""," 20.00 %"," 14.29 %","","","",""," 16.67 %","  5.19 %","   .00 %","","   .00 %",""
"2020-05-04","","  1.57 %"," 13.19 %"," 15.38 %","","","  3.85 %","","","",""," 12.50 %","","","","","","  2.47 %","  2.83 %","","",""
"2020-05-05","   .92 %","  1.55 %","   .97 %","","","","","","","","   .00 %","","","","","","","  7.23 %","  3.67 %","","  5.00 %",""
"2020-05-06"," 10.00 %","","","","","  7.14 %","  7.41 %","","","  9.09 %","  4.55 %","","","","","","","  5.62 %","  9.73 %","","",""
"2020-05-07","   .83 %","  1.53 %","   .96 %","  3.33 %","","  6.67 %","  6.90 %","","","   .00 %",""," 33.33 %","","","","","","  4.26 %","  1.61 %","","  4.76 %",""
"2020-05-08","","   .00 %","   .95 %"," 48.39 %",""," 18.75 %","","   .00 %",""," 66.67 %","   .00 %","","","","","","","   .00 %","  2.38 %","","",""
"2020-05-09","","","   .00 %","",""," 21.05 %",""," ##.## %","","  5.00 %","  2.90 %","  8.33 %","","   .00 %","","","","  2.04 %","  1.55 %","","",""
"2020-05-10","   .82 %","","  1.89 %","","","","  3.23 %"," 50.00 %",""," 47.62 %","  2.82 %","","","","","","","  3.00 %","  3.82 %","","",""
"2020-05-11","   .00 %","   .00 %","   .93 %","   .00 %","","","  9.38 %"," ##.## %",""," 35.48 %","   .00 %","","","","","","","","   .00 %","","",""
"2020-05-12","  3.25 %","","   .00 %","","","",""," ##.## %",""," 64.29 %"," 13.70 %","","","",""," ##.## %"," 57.14 %","   .97 %","   .00 %","","",""
"2020-05-13"," 14.17 %","   .00 %","   .92 %"," 15.22 %","","","  8.57 %"," 30.77 %","","  4.35 %","","","","","   .00 %","   .00 %","","   .96 %","   .00 %","","",""
"2020-05-14","   .00 %","   .00 %","","   .00 %","","","","","","","","  7.69 %","",""," ##.## %","","","  1.90 %","  3.68 %","","  4.55 %",""
"2020-05-15","   .00 %","   .75 %","  5.45 %","   .00 %","","","  2.63 %"," 23.53 %","","","  2.41 %","  7.14 %",""," 25.00 %"," 50.00 %","","","   .00 %","  7.80 %","","  4.35 %",""
"2020-05-16"," 11.72 %","   .00 %","  1.72 %","  9.43 %","","","   .00 %"," 47.62 %",""," 65.28 %"," 14.12 %","","",""," ##.## %","","   .00 %","   .00 %","  1.97 %","","",""
"2020-05-17","  9.26 %","","","","",""," 15.38 %","  3.23 %",""," 23.53 %","","  6.67 %","   .00 %",""," 27.78 %",""," 18.18 %","   .93 %","   .65 %","","  4.17 %",""
"2020-05-18"," 33.33 %","  1.49 %","   .85 %","  1.72 %","   .00 %","  4.35 %","  4.44 %","  6.25 %"," ##.## %","  8.16 %","  4.12 %","  6.25 %"," ##.## %"," 40.00 %","  4.35 %","","","   .93 %","  7.69 %","","  4.00 %",""
"2020-05-19","  4.66 %","","  1.68 %","","","  4.17 %","   .00 %","  5.88 %","","  4.40 %","","  5.88 %",""," 14.29 %","","","  7.69 %","","","","  7.69 %",""
"2020-05-20","  2.02 %","   .74 %","  6.61 %","","",""," 42.55 %","  2.78 %"," ##.## %","  3.01 %"," 16.83 %","  5.56 %"," 33.33 %",""," 12.50 %"," 33.33 %"," 14.29 %","   .00 %","   .00 %",""," 17.86 %",""
"2020-05-21","  4.76 %","","","  6.78 %","","  8.00 %","  1.49 %","  8.11 %"," 20.00 %"," 12.28 %","  5.93 %","   .00 %","",""," 11.11 %","","","","  2.98 %","","",""
"2020-05-22","   .76 %","   .73 %","  2.33 %","  1.59 %","","","","","","   .52 %","  2.40 %"," 10.53 %"," 25.00 %"," 25.00 %","",""," 25.00 %"," 16.51 %","  1.16 %","","",""
"2020-05-23","  2.26 %","   .72 %","  3.03 %","","","","  5.88 %","  2.50 %"," 16.67 %","  2.59 %"," 28.12 %"," 19.05 %"," 20.00 %",""," 46.67 %","","","   .00 %","  1.71 %","","",""
"2020-05-24","   .37 %","","   .74 %","   .00 %","","   .00 %","  8.33 %","  9.76 %",""," 13.13 %","   .61 %","   .00 %",""," 30.00 %","",""," 35.00 %","   .79 %","   .00 %","","  6.06 %",""
"2020-05-25","  1.83 %","","",""," ##.## %",""," 26.92 %","  8.89 %","","  1.34 %","   .61 %","  4.00 %"," 33.33 %","","  2.27 %"," 50.00 %","","   .78 %","  1.69 %","","  5.71 %",""
"2020-05-26","   .00 %","  2.88 %","  4.38 %"," 18.75 %",""," 14.81 %"," 10.10 %","  8.16 %","","   .44 %","   .60 %","  7.69 %"," 50.00 %",""," 64.44 %"," 50.00 %","  7.41 %","","  3.87 %","","  5.41 %",""
"2020-05-27","  1.44 %","  1.40 %","  6.99 %","  2.63 %","","","  3.67 %","  5.66 %",""," 11.84 %"," 15.57 %"," 75.00 %"," 91.67 %"," 15.38 %","  1.35 %"," 33.33 %"," 10.34 %","  9.30 %"," 10.64 %",""," 28.21 %",""
"2020-05-28","  2.48 %",""," 10.46 %"," 14.10 %","   .00 %","","  7.08 %","  5.36 %","","   .00 %"," 23.32 %","  6.12 %","  4.35 %","","","  8.33 %","","  5.67 %","  5.29 %","","  2.00 %",""
"2020-05-29","  2.08 %","","  4.73 %","   .00 %","","","  5.79 %"," 10.17 %","","  7.45 %","  7.56 %"," 25.00 %"," 58.33 %"," 40.00 %","","","  6.25 %","   .67 %"," 12.33 %","","  1.96 %",""
"2020-05-30","  6.44 %","   .69 %"," 22.60 %"," 11.24 %"," ##.## %","  3.23 %","  1.56 %","  9.23 %","","  1.46 %","  1.17 %","  7.69 %",""," 28.57 %"," 18.67 %","  7.69 %"," 20.59 %"," 10.67 %"," 10.57 %",""," 25.00 %",""
"2020-05-31","  7.64 %","","  6.91 %"," 11.11 %","","","  4.62 %","  4.23 %","","  6.12 %","  3.86 %","  4.29 %",""," 11.11 %","  2.25 %","","  2.44 %","  1.20 %","  2.94 %","","",""
"2020-06-01","  3.55 %","","  2.59 %",""," ##.## %","  6.25 %","  5.88 %","  6.76 %"," 57.14 %","  2.03 %","  4.09 %","  5.48 %","  5.26 %"," 10.00 %"," 58.24 %","","  2.38 %","  2.98 %","  3.57 %","","  3.08 %",""
"2020-06-02","   .00 %","  3.42 %","  2.94 %","  7.27 %","  3.85 %","","  9.03 %","  2.53 %","   .00 %","  3.65 %","  3.57 %"," 18.18 %"," 22.50 %","  9.09 %","  6.25 %","","  2.33 %","  4.05 %","  5.17 %","","  2.99 %",""
"2020-06-03","   .00 %","  5.96 %"," 11.02 %","  5.08 %","","  8.82 %","  6.37 %"," -1.23 %","  9.09 %","   .32 %","  3.10 %"," 15.38 %"," 20.41 %"," 11.11 %","","","  9.09 %"," 13.89 %","  4.59 %","","  4.35 %",""
"2020-06-04","  7.71 %","  9.38 %"," 10.66 %","  4.03 %"," 11.11 %"," 10.81 %","  6.59 %","  3.75 %"," 41.67 %"," 15.65 %","  6.35 %"," 13.33 %","  6.78 %"," 15.00 %",""," 21.43 %","  6.25 %"," 17.07 %","  7.84 %",""," 34.72 %",""
"2020-06-05","  1.59 %","  2.29 %","  2.33 %","  6.98 %"," 16.67 %","  2.44 %","  6.74 %"," 13.25 %","   .00 %","   .55 %","  4.09 %","  1.68 %","  3.17 %","  4.35 %","  7.19 %","  5.88 %","  7.84 %"," 17.50 %","  6.40 %",""," 26.80 %",""
"2020-06-06","   .78 %","  7.82 %","  2.92 %","  2.90 %","  2.86 %","","  5.26 %"," 11.70 %","","   .82 %","   .00 %","","  4.62 %","  8.33 %","  2.44 %"," 11.11 %","  3.64 %"," 22.70 %","   .82 %","","  4.88 %",""
"2020-06-07"," 15.28 %"," 10.88 %"," 41.64 %"," 12.68 %"," 13.89 %"," 33.33 %"," 11.00 %","  1.90 %",""," 43.87 %","  2.11 %"," 49.59 %","  1.47 %","  7.69 %","","","  3.51 %","  6.94 %"," 23.58 %","","   .78 %",""
"2020-06-08","  3.15 %","  4.21 %","  7.35 %"," 25.00 %","  2.44 %","  1.79 %","  5.41 %"," 10.28 %","","  1.89 %","  3.25 %","  3.87 %","  5.80 %","  1.79 %","   .00 %","","  6.78 %","  8.38 %","  1.97 %","","",""
"2020-06-09","   .87 %","   .45 %","  1.04 %","  4.50 %","","  1.75 %","  1.71 %","  2.54 %"," 23.53 %","   .37 %","  2.01 %","   .53 %","   .00 %","","  1.19 %"," 15.00 %","","   .25 %","  2.80 %","","   .77 %",""
"2020-06-10","  1.51 %","  1.79 %","  1.64 %","   .96 %","  2.38 %","","  1.68 %","  1.65 %","   .00 %","  5.19 %","  5.06 %","   .53 %"," 16.44 %","","  1.18 %","","  9.52 %","  9.20 %","  2.09 %",""," 14.50 %",""
"2020-06-11","  2.77 %","  1.75 %","   .40 %","  1.42 %","  6.98 %","  1.72 %","  4.55 %","","","   .35 %","   .27 %","  4.74 %","  7.06 %","  1.75 %","","   .00 %","   .00 %","","  1.64 %","","  2.00 %",""
"2020-06-12","   .21 %","   .00 %","  1.41 %","  2.80 %","  6.52 %","   .00 %","  3.16 %"," 21.14 %","  4.76 %","   .35 %","  1.33 %","  2.01 %"," 13.19 %","  3.45 %"," 12.21 %","  4.35 %"," 20.29 %","  8.66 %","  1.01 %","","   .00 %",""
"2020-06-13","   .21 %","  1.29 %","  1.59 %","  3.64 %"," 16.33 %","  3.39 %","  2.30 %","  4.03 %","","  7.87 %","  1.84 %","  4.43 %","   .97 %","  8.33 %","  1.04 %","","  9.64 %","  3.14 %","  2.40 %","","  1.31 %",""
"2020-06-14","  1.03 %","  1.28 %","   .59 %","  4.82 %"," 10.53 %","   .00 %","  2.25 %","  2.58 %","","  2.59 %","  2.33 %"," 15.57 %","","  1.54 %","","","  8.79 %","  9.15 %","  1.95 %","","  1.94 %",""
"2020-06-15"," 16.12 %","  1.26 %","  1.17 %","  2.51 %","   .00 %","  3.28 %","  2.20 %","   .63 %","  4.55 %","   .16 %","  2.78 %","  2.86 %","   .00 %","   .00 %","  2.05 %"," 12.50 %","  6.06 %","  3.72 %","  3.06 %","","  4.43 %",""
"2020-06-16","  1.76 %","  1.66 %","   .77 %","  5.71 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","  1.42 %","   .74 %","  2.78 %","   .96 %","  4.55 %","   .00 %","   .00 %","  6.67 %","   .18 %","  1.86 %","","  1.82 %",""
"2020-06-17","   .69 %","   .82 %","  1.33 %","  1.93 %","   .00 %","  1.59 %","   .00 %","   .62 %","","  1.09 %","  2.20 %","   .77 %","   .00 %","  4.35 %","  1.01 %"," 11.11 %","   .89 %","  4.84 %","  3.10 %",""," 10.12 %",""
"2020-06-18","   .69 %","  1.21 %","  3.76 %","  9.47 %","   .00 %","  1.56 %","  3.94 %","  7.36 %","","   .46 %","   .48 %","  8.05 %","  1.90 %","","   .00 %","  3.33 %","  6.19 %","  1.71 %","  1.94 %","","  8.65 %",""
"2020-06-19","   .17 %","  2.80 %","  1.63 %","   .69 %","","  1.54 %","  2.76 %","  4.00 %","   .00 %","  1.99 %","  1.66 %","  6.74 %","   .93 %","  1.39 %","","   .00 %","  3.33 %","  1.18 %","  6.24 %","","  1.00 %",""
"2020-06-20","   .51 %","   .78 %","  3.74 %","  6.87 %","  6.35 %","  1.52 %","  3.69 %","  3.85 %","  4.35 %","  1.35 %","  1.64 %","  3.65 %","   .00 %","  1.37 %","  2.99 %","  3.23 %","  2.42 %","  1.99 %","  4.57 %","","  2.96 %",""
"2020-06-21","  2.54 %","  3.86 %","  2.92 %","  4.82 %","   .00 %","  1.49 %","","  2.65 %","  4.17 %","   .89 %","  1.15 %","   .32 %","  1.85 %"," 10.81 %","   .48 %","   .00 %","","","  4.99 %","","  1.44 %",""
"2020-06-22","   .33 %","  1.12 %","  3.01 %","  6.13 %","  1.49 %","","   .32 %","  1.03 %","   .00 %","  1.76 %","  2.95 %","  3.19 %","  4.55 %","  1.22 %","","","","  3.58 %","  3.27 %","","   .00 %",""
"2020-06-23","   .99 %","  1.84 %","  2.59 %","   .00 %","  2.94 %","  7.35 %","   .32 %","  2.55 %","","  2.31 %","  1.55 %"," 13.93 %","   .00 %","","  2.40 %","  9.38 %","  1.57 %","   .00 %","  4.03 %","","   .94 %",""
"2020-06-24","  1.30 %","   .72 %","  5.85 %","   .29 %","  1.43 %","  4.11 %","  2.25 %","  1.00 %","","   .28 %","  4.78 %","  5.16 %","  1.74 %","  9.64 %","","  2.86 %","  3.10 %","  5.50 %","  4.01 %","","  1.40 %",""
"2020-06-25","   .00 %","  1.08 %","  2.24 %","   .00 %","  1.41 %","  7.89 %","  1.26 %","  1.48 %","   .00 %","  4.64 %","  1.87 %","  -.26 %","   .85 %","  3.30 %","   .00 %","  2.78 %","   .75 %","  2.24 %","  4.39 %","","   .00 %",""
"2020-06-26","   .80 %","   .35 %","  9.20 %","  3.17 %","","   .00 %","   .00 %","  2.43 %","","   .94 %","  3.46 %","  5.96 %","  1.69 %","  7.45 %","   .00 %","  8.11 %","   .75 %","  2.62 %","  1.27 %",""," 18.43 %",""
"2020-06-27","   .96 %","  1.41 %","  6.95 %","  3.63 %","","  4.88 %","   .93 %","   .00 %","  8.00 %","  1.07 %","  1.77 %","  4.89 %","   .00 %","  2.97 %","   .94 %","","   .74 %","  3.69 %","  6.16 %","","   .78 %",""
"2020-06-28","   .32 %","   .35 %","   .75 %","  5.93 %","  2.78 %","  4.65 %","  2.46 %","  1.42 %","","   .92 %","  3.09 %","  2.56 %","   .83 %","","   .47 %","","   .00 %","   .27 %","  3.67 %","","  3.86 %",""
"2020-06-29","  2.36 %","   .69 %","  1.24 %","  1.02 %","  4.05 %","  1.11 %","   .90 %","  6.07 %","","   .13 %","   .56 %","  6.59 %","  1.65 %","  6.73 %","   .46 %"," 12.50 %","  5.88 %","  2.46 %","  1.83 %","","  1.12 %",""
"2020-06-30","  2.46 %","  1.03 %","  5.39 %","  4.79 %","   .00 %","  1.10 %","  3.57 %","  2.20 %","   .00 %","  8.34 %","   .19 %","  3.20 %","   .00 %","  1.80 %","  2.30 %","","   .69 %","  2.40 %","  5.27 %","","  2.57 %",""
"2020-07-01","  1.20 %","   .00 %","  5.70 %","  1.44 %","  3.90 %"," 11.96 %","  3.16 %","   .00 %","","   .00 %","  2.98 %","  4.96 %","","  1.77 %","","","  1.38 %","  4.17 %","  3.52 %","","   .36 %",""
"2020-07-02","  2.67 %","   .68 %","  2.09 %","  2.84 %","  7.50 %","  6.80 %","  1.11 %","   .00 %","","  1.81 %","   .00 %","  1.97 %","   .00 %","","   .45 %","   .00 %","  3.40 %","   .12 %","  5.15 %","","  1.43 %",""
"2020-07-03","  3.03 %","   .68 %","  2.26 %","  1.15 %","  3.49 %","  7.27 %","  3.58 %","  4.31 %","  7.41 %","   .59 %","  4.34 %","   .00 %","   .00 %","  2.61 %","  1.35 %","","  3.95 %","   .12 %","  4.02 %","","   .70 %",""
"2020-07-04","   .56 %","  1.68 %","  6.01 %","  6.15 %","  1.12 %","  2.54 %","  3.19 %","","","   .35 %","  1.21 %","  3.09 %","   .81 %","  3.39 %","","   .00 %","  6.33 %","  5.74 %","  2.73 %","","   .70 %",""
"2020-07-05","   .42 %","  1.32 %","  1.69 %","  4.29 %","  3.33 %"," -1.65 %","  2.32 %","  2.89 %","","   .59 %","  3.42 %","   .75 %","","  1.64 %","  4.42 %",""," 10.71 %","   .12 %","  5.50 %","","   .69 %",""
"2020-07-06","   .14 %","   .33 %","  4.01 %","   .62 %","","   .84 %","  1.51 %","  2.01 %","","  5.70 %","   .50 %","  6.32 %","   .81 %","  3.23 %","  1.27 %","  6.67 %","  6.99 %","  1.41 %","  5.65 %","","   .34 %",""
"2020-07-07","  1.11 %","  2.61 %","  2.82 %","  2.04 %"," 13.98 %"," 11.67 %","  2.98 %","  2.36 %"," 34.48 %","  1.76 %","  2.97 %","  2.80 %","  5.60 %"," 15.62 %","   .84 %","   .00 %","  1.01 %","   .12 %","  5.02 %","","   .69 %",""
"2020-07-08","  3.57 %","  2.22 %","  7.50 %","  1.00 %"," 13.21 %","  2.99 %","   .48 %","   .38 %","  2.56 %","   .43 %","  2.88 %","   .34 %",""," 15.54 %","   .83 %","  8.33 %","  3.48 %","   .46 %","  9.32 %","","  1.71 %",""
"2020-07-09","  1.19 %","  1.55 %","  3.23 %","  3.57 %","  2.50 %"," 10.87 %","  2.88 %","  1.53 %"," 10.00 %","   .22 %","  5.13 %","   .51 %","  3.79 %"," 10.53 %","   .00 %","","  4.33 %","   .81 %","  3.94 %","","   .00 %",""
"2020-07-10","  1.44 %","  2.45 %","  3.05 %","  1.15 %","   .81 %","  4.58 %","  5.36 %","  2.64 %","","  3.55 %","  4.88 %","  7.93 %","  1.46 %"," 26.98 %","  4.53 %","  1.92 %","   .46 %","  1.60 %","  6.48 %","","   .00 %",""
"2020-07-11","   .77 %","   .00 %","  2.96 %","   .76 %","","   .62 %","  4.65 %","  7.35 %","  2.27 %","  2.39 %","  5.22 %","   .78 %","  2.16 %"," 12.08 %","","  7.55 %","  2.75 %","   .11 %","  4.34 %","","  1.01 %",""
"2020-07-12","   .90 %","  8.66 %","  2.41 %","  5.45 %","  3.23 %"," 24.84 %","  3.17 %","  2.74 %","  2.22 %","  1.42 %","  3.35 %","  1.71 %","   .00 %","  2.23 %","  2.76 %","","  8.93 %","  1.46 %","  5.96 %","","   .33 %","   .00 %"
"2020-07-13","  1.78 %","  5.49 %","   .45 %","  1.96 %","  4.69 %","   .00 %","  5.12 %","  5.33 %","  8.70 %","  2.10 %","  3.89 %","   .91 %","  2.82 %","","  3.45 %","","  9.84 %","  1.78 %","  5.91 %","","   .33 %",""
"2020-07-14","  7.23 %","  4.17 %","   .91 %","  2.45 %"," 10.45 %","  1.99 %","  2.14 %","  3.16 %"," 10.00 %","   .69 %","   .50 %","  5.89 %","   .68 %","  3.64 %","   .37 %","  5.26 %","   .37 %","  1.31 %","  6.85 %","","   .00 %",""
"2020-07-15","  8.49 %","  4.50 %","  3.29 %","  7.17 %","  2.70 %","  2.93 %","  2.86 %","","  5.45 %","  4.67 %","  1.24 %","  5.85 %","   .68 %","  1.05 %","  2.21 %","","  8.92 %","   .11 %","  7.92 %","","   .33 %",""
"2020-07-16","   .64 %","   .48 %","  1.30 %","  5.41 %","  1.32 %","  5.21 %","  2.60 %","   .61 %","","  1.95 %","   .37 %","  4.31 %",""," 11.46 %","","","  2.73 %","  4.52 %"," 12.42 %","","   .99 %",""
"2020-07-17","  5.22 %","   .48 %","  4.65 %","  6.95 %",""," 13.06 %","  2.89 %","  6.40 %"," 17.24 %","  1.46 %","  1.59 %","  2.58 %","  2.70 %","  3.74 %"," 14.80 %","  5.00 %","  4.98 %","  8.54 %","  6.01 %","","  4.89 %",""
"2020-07-18","  4.45 %","  1.18 %","  4.30 %","  5.79 %","  2.60 %","  6.37 %","  2.64 %","   .86 %","   .00 %","  2.43 %","   .24 %","  6.05 %","   .00 %","  1.80 %","   .00 %","  1.59 %","  3.80 %","  2.56 %","  5.03 %","","   .62 %",""
"2020-07-19","  2.71 %","  6.32 %","  3.47 %","  2.80 %","  1.90 %","  8.99 %","  6.85 %","  2.27 %","","   .61 %"," 10.08 %","  5.46 %",""," 11.80 %","   .00 %","  3.12 %","","  1.94 %"," 11.11 %","","  2.16 %",""
"2020-07-20","  1.04 %","  1.98 %","  2.72 %"," 12.34 %"," 19.88 %","  3.44 %","  1.92 %","  3.61 %"," 32.35 %","   .00 %","   .11 %"," 12.50 %","   .66 %","  6.07 %"," 28.30 %"," 18.18 %","   .61 %","  5.62 %","  5.83 %","","  9.97 %",""
"2020-07-21","  2.43 %","  3.02 %","  1.73 %","  9.60 %","  3.63 %","  1.99 %","  2.36 %","  3.49 %","","  3.40 %","  5.12 %","  4.30 %","  1.31 %","  9.20 %","  2.70 %"," 10.26 %","  3.03 %","   .26 %","  6.94 %","","   .82 %",""
"2020-07-22","   .09 %","  1.05 %","  3.51 %","   .21 %","  3.00 %","   .00 %","  2.15 %","  2.59 %","","  5.23 %","  1.14 %","  2.88 %","  2.58 %"," 10.71 %","   .00 %","  9.30 %","  1.18 %","  1.37 %","  5.09 %","","  2.18 %",""
"2020-07-23","  3.01 %","  8.71 %","  1.70 %","  3.58 %","  1.94 %","   .65 %","  7.07 %","  2.02 %","  2.22 %","  8.49 %","  3.28 %","  5.22 %","  3.14 %","  3.09 %","  4.77 %","  4.26 %","  1.45 %","  9.21 %","  4.58 %","","  1.87 %",""
"2020-07-24","   .00 %","  6.87 %","   .12 %","   .00 %","   .00 %","","  6.32 %","  7.18 %","  4.35 %","  6.13 %","   .00 %","   .35 %","  1.22 %","  1.40 %","  5.47 %","  1.02 %","  3.72 %","  4.56 %","  1.11 %","","  1.05 %",""
"2020-07-25","  1.77 %","  5.36 %","  1.03 %","  5.69 %","  8.57 %","  2.91 %","  8.72 %","  6.24 %"," 10.42 %","   .42 %","   .99 %","  5.48 %","  2.41 %","  3.15 %","  1.94 %","  2.02 %","   .55 %","   .81 %","  3.97 %","","   .52 %",""
"2020-07-26","  2.17 %","  6.95 %","   .80 %","  8.46 %","  6.14 %","  9.75 %","  4.50 %","  1.09 %","   .00 %","   .14 %","  1.67 %","  2.09 %","  8.24 %","  6.30 %","  3.18 %","  1.98 %","  2.75 %","  1.98 %","  5.51 %","","  1.55 %",""
