"date","Alabama/Autauga","Alabama/Baldwin","Alabama/Barbour","Alabama/Bibb","Alabama/Blount","Alabama/Bullock","Alabama/Butler","Alabama/Calhoun","Alabama/Chambers","Alabama/Cherokee","Alabama/Chilton","Alabama/Choctaw","Alabama/Clarke","Alabama/Clay","Alabama/Cleburne","Alabama/Coffee","Alabama/Colbert","Alabama/Conecuh","Alabama/Coosa","Alabama/Covington","Alabama/Crenshaw","Alabama/Cullman","Alabama/Dale","Alabama/Dallas","Alabama/DeKalb","Alabama/Elmore","Alabama/Escambia","Alabama/Etowah","Alabama/Fayette","Alabama/Franklin","Alabama/Geneva","Alabama/Greene","Alabama/Hale","Alabama/Henry","Alabama/Houston","Alabama/Jackson","Alabama/Jefferson","Alabama/Lamar","Alabama/Lauderdale","Alabama/Lawrence","Alabama/Lee","Alabama/Limestone","Alabama/Lowndes","Alabama/Macon","Alabama/Madison","Alabama/Marengo","Alabama/Marion","Alabama/Marshall","Alabama/Mobile","Alabama/Monroe","Alabama/Montgomery","Alabama/Morgan","Alabama/Out of AL","Alabama/Perry","Alabama/Pickens","Alabama/Pike","Alabama/Randolph","Alabama/Russell","Alabama/Shelby","Alabama/St. Clair","Alabama/Sumter","Alabama/Talladega","Alabama/Tallapoosa","Alabama/Tuscaloosa","Alabama/Unassigned","Alabama/Walker","Alabama/Washington","Alabama/Wilcox","Alabama/Winston"
"2020-04-01","1","1","","0","0","0","0","2","6","0","2","1","","0","1","","0","","0","1","0","1","","0","1","1","0","2","0","0","","1","0","","-1","0","22","0","0","0","6","1","0","0","6","0","0","-1","4","0","6","-1","","","0","1","3","0","0","3","1","0","1","1","0","0","0","0","0"
"2020-04-02","2","4","","1","1","-1","0","1","25","2","1","0","2","4","0","1","1","1","1","0","0","0","1","2","3","3","1","3","0","1","","0","0","","1","1","22","0","2","0","10","2","1","2","9","1","2","0","11","2","10","2","","","5","2","1","1","10","1","2","1","4","4","0","2","0","2","0"
"2020-04-03","2","4","1","0","3","0","0","6","13","1","1","0","1","2","1","4","0","0","1","1","0","6","0","3","2","2","0","6","0","1","","1","2","2","3","3","37","0","0","1","8","5","0","2","7","2","5","10","36","2","14","3","","","1","3","4","2","11","4","3","3","2","7","","14","2","1","1"
"2020-04-04","0","1","1","0","1","0","0","3","7","1","0","0","3","0","0","2","0","1","0","0","1","0","1","0","3","0","0","7","0","1","","0","0","0","2","0","22","1","2","0","3","1","1","0","4","1","1","1","11","0","3","0","","","2","0","1","0","15","2","-1","5","1","2","","1","0","5","0"
"2020-04-05","0","0","0","1","0","0","0","2","2","0","0","1","2","1","0","0","1","0","1","0","0","0","0","0","1","0","1","9","0","0","","1","0","1","1","2","43","1","0","2","7","0","3","0","9","0","0","3","11","0","5","3","","1","0","4","0","4","15","1","0","1","9","1","","0","0","1","0"
"2020-04-06","0","9","0","2","0","0","0","11","5","0","4","0","1","0","2","1","0","0","1","0","0","5","2","0","0","0","0","6","0","0","","2","1","1","7","3","7","2","0","2","4","2","0","0","7","5","2","13","18","0","4","2","","0","0","0","1","2","8","5","2","3","1","29","","5","0","0","0"
"2020-04-07","0","4","1","1","0","0","1","7","7","0","1","1","1","0","0","0","1","0","1","1","0","1","0","0","0","3","0","2","0","1","","2","3","0","3","1","34","0","2","0","15","-1","2","1","9","1","2","6","58","0","3","1","","0","2","0","1","2","11","-1","7","0","3","4","","9","2","1","0"
"2020-04-08","0","2","0","1","0","1","0","8","8","1","0","0","0","1","3","0","0","2","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","22","0","0","0","20","0","2","0","3","0","2","3","48","0","3","1","","-1","1","2","2","2","1","0","1","2","2","6","","2","0","0","0"
"2020-04-09","3","12","1","0","1","0","1","4","42","0","5","0","2","1","0","5","0","0","0","1","0","0","2","0","1","5","2","6","0","1","0","2","0","2","5","3","28","2","2","0","51","2","2","3","20","0","10","18","60","1","11","5","","1","2","1","1","0","11","6","1","7","10","2","","4","4","3","0"
"2020-04-10","2","3","5","2","1","1","0","1","17","0","1","0","1","0","0","1","1","-1","1","0","0","8","0","4","2","2","0","14","1","0","","1","0","3","3","0","29","0","0","0","10","2","0","0","5","1","6","9","49","0","4","0","","2","2","1","6","6","14","1","1","3","8","6","","3","0","2","1"
"2020-04-11","2","7","0","2","0","0","3","3","13","0","4","2","2","1","0","3","0","0","1","1","0","1","0","-1","4","1","4","11","1","0","","1","4","0","4","0","43","0","1","0","9","0","2","2","8","4","3","13","50","0","10","1","","1","2","0","5","2","9","1","1","0","8","8","0","6","1","6","0"
"2020-04-12","0","5","1","3","1","0","1","2","17","1","0","2","4","2","0","14","1","2","7","2","1","8","2","4","5","3","-1","1","1","2","0","3","4","1","7","2","18","1","0","0","18","1","0","3","1","2","6","15","46","0","17","1","","2","1","2","9","2","19","4","1","2","37","20","0","3","0","6","0"
"2020-04-13","0","1","0","1","1","1","1","2","14","1","3","0","0","0","0","5","1","0","0","0","0","0","4","0","1","2","0","2","0","0","0","1","0","2","3","2","15","0","1","0","14","0","1","1","0","1","8","5","14","1","16","4","","0","1","1","4","3","18","1","1","4","3","2","0","3","0","1","0"
"2020-04-14","4","15","1","0","2","3","0","1","4","0","0","2","2","0","0","0","1","0","0","3","0","1","0","3","2","8","2","1","0","2","0","0","2","1","5","3","8","-1","0","0","15","0","4","4","4","1","2","2","41","0","26","-1","","1","1","1","5","3","5","2","5","0","22","1","","0","0","0","0"
"2020-04-15","1","4","1","1","1","0","1","0","5","0","2","0","0","0","0","4","0","0","1","1","0","0","0","1","0","4","-1","0","0","2","1","0","1","0","2","2","5","0","0","0","4","0","1","0","0","0","0","2","39","0","13","1","","0","2","2","0","0","2","2","2","0","4","6","","0","0","3","0"
"2020-04-16","2","10","2","4","1","0","2","0","10","2","2","1","3","0","0","7","1","3","1","1","2","0","2","3","3","7","2","8","0","3","0","2","3","1","3","1","9","0","0","0","23","1","4","2","7","1","1","8","29","0","23","2","","1","4","3","1","2","6","2","3","2","31","4","0","0","1","5","3"
"2020-04-17","0","2","1","2","2","0","5","1","5","1","0","0","0","0","0","4","1","0","0","1","0","13","0","0","2","0","3","1","0","1","0","4","1","1","7","0","17","0","1","0","9","2","1","3","19","0","2","8","44","0","10","2","","1","2","2","5","3","5","3","2","2","2","20","0","-1","1","1","2"
"2020-04-18","-1","6","3","2","0","1","-3","3","4","0","2","1","0","3","0","4","2","2","2","2","1","-11","3","1","6","4","-2","6","0","-1","2","5","1","1","-1","6","20","1","0","1","4","0","2","0","-20","1","-1","16","16","1","8","-1","","0","0","5","0","6","9","1","2","2","19","-11","0","0","1","5","0"
"2020-04-19","1","3","2","2","1","0","1","5","5","0","2","0","0","1","0","4","1","0","0","1","0","0","3","3","2","5","2","5","0","0","0","0","2","0","3","0","11","0","0","0","3","0","1","1","2","1","1","11","24","1","11","2","","0","6","3","2","2","11","1","1","2","16","4","0","2","1","2","0"
"2020-04-20","2","5","2","4","1","2","0","9","12","0","2","3","0","1","0","5","0","-1","1","2","0","2","1","1","4","6","2","2","-1","1","0","3","6","1","4","1","6","1","1","1","3","0","3","1","3","4","2","18","19","0","5","1","","0","2","4","3","5","5","3","4","1","-2","8","0","5","0","2","0"
"2020-04-21","2","6","6","0","4","0","1","3","2","1","1","1","0","0","0","4","0","0","1","2","0","1","0","3","5","4","1","9","1","0","0","0","3","2","3","2","10","0","1","0","8","0","1","1","1","5","2","27","34","0","14","3","","0","3","5","3","0","0","2","4","3","35","5","0","1","1","0","1"
"2020-04-22","2","9","1","2","3","0","2","2","11","0","2","3","1","0","0","5","4","0","0","1","0","-1","1","1","7","1","1","7","0","4","1","8","2","0","2","1","28","-1","0","2","12","-1","0","1","2","5","0","47","42","0","8","1","","0","1","7","1","4","5","3","2","2","14","7","0","-1","1","1","0"
"2020-04-23","1","11","1","-1","2","1","2","3","5","-1","1","1","0","0","0","7","2","0","4","2","2","0","0","-1","3","0","3","4","0","3","1","1","1","2","3","1","52","1","0","0","9","1","2","-1","0","-2","2","17","54","0","10","-2","","0","0","4","-2","2","5","0","1","1","12","8","0","-1","0","2","0"
"2020-04-24","3","4","2","1","0","0","2","1","7","0","2","3","-1","0","0","7","1","0","1","2","2","3","1","3","0","0","1","1","0","7","0","3","2","0","-2","2","19","1","0","0","11","1","2","2","-3","1","2","9","35","2","11","5","","0","1","1","2","-1","11","1","4","1","7","9","0","0","1","1","0"
"2020-04-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-04-26","1","14","1","4","3","0","11","2","3","2","2","7","1","0","0","8","0","0","0","2","1","3","2","1","9","5","3","4","1","9","2","2","2","0","1","0","42","0","6","0","14","0","2","5","9","2","5","40","72","1","15","9","","0","3","4","0","0","17","1","2","3","13","10","0","3","7","3","1"
"2020-04-27","2","7","2","4","0","0","2","-1","4","0","0","7","2","0","0","3","0","0","1","1","1","2","0","4","4","0","1","1","0","2","0","0","0","0","2","0","0","0","0","0","3","1","1","0","3","2","1","3","25","-1","3","1","","0","-1","3","1","0","7","4","2","1","1","3","0","1","1","2","0"
"2020-04-28","1","3","2","0","0","0","11","2","2","1","1","0","1","0","0","7","4","0","1","1","4","0","0","0","2","3","1","4","0","1","0","1","0","0","5","1","22","0","-1","0","9","2","14","1","8","1","1","3","52","1","10","3","","0","0","0","1","2","1","2","0","1","4","4","0","1","6","2","2"
"2020-04-29","3","3","0","0","2","0","5","1","2","0","1","0","2","2","0","2","0","0","0","1","1","3","0","0","1","2","0","9","1","1","1","3","2","1","3","1","19","0","1","0","9","0","4","1","2","2","0","3","39","0","14","0","","0","1","2","0","0","1","0","1","0","3","3","0","1","1","2","0"
"2020-04-30","1","0","2","0","1","1","3","1","2","0","0","4","2","0","0","4","2","0","0","0","2","0","2","4","0","2","1","0","0","13","0","5","4","1","3","2","6","1","7","0","8","0","8","1","3","3","-1","1","25","1","21","0","","0","0","0","0","2","0","2","8","2","3","6","0","1","0","4","2"
"2020-05-01","-2","1","3","0","2","1","12","-1","-5","0","-1","6","2","0","0","6","4","0","-2","2","0","2","0","1","-1","2","1","0","0","20","0","-1","3","0","0","0","43","0","12","1","-3","0","2","0","-2","3","3","11","41","0","18","3","","1","2","2","0","3","0","1","4","0","1","2","0","1","1","1","0"
"2020-05-02","3","6","1","0","1","0","27","5","4","0","2","0","4","0","0","1","4","0","1","5","2","0","1","7","1","5","1","2","0","22","1","1","2","2","3","1","17","0","6","0","6","0","3","1","8","4","4","6","73","0","24","2","","0","4","4","12","0","4","0","4","3","4","6","0","0","2","4","1"
"2020-05-03","3","6","2","1","0","0","13","7","6","1","3","0","4","1","0","12","4","0","0","2","2","1","6","10","2","10","1","2","0","32","0","3","0","1","2","0","23","0","5","1","3","1","1","2","1","2","1","8","26","0","30","1","","5","1","2","3","1","3","3","5","1","5","2","0","2","1","1","0"
"2020-05-04","5","1","0","-1","0","2","9","0","2","0","1","2","1","0","0","4","0","0","0","0","2","0","0","6","11","8","1","3","0","4","1","3","4","0","2","0","23","1","2","0","3","2","4","0","3","8","2","13","24","0","29","2","","1","1","4","2","2","1","0","4","-1","3","19","0","1","0","0","0"
"2020-05-05","0","1","2","1","0","2","6","9","2","1","2","3","0","2","1","0","1","0","1","1","1","0","0","3","9","10","-1","6","0","16","0","0","3","0","1","3","28","1","5","2","5","1","5","1","1","2","5","84","43","0","18","2","","0","1","3","3","0","7","0","4","3","5","6","0","0","4","0","0"
"2020-05-06","5","7","0","0","2","0","10","0","2","1","1","0","2","1","0","4","2","0","0","0","2","1","0","8","10","0","-1","6","0","12","0","3","1","0","1","0","28","0","3","1","2","1","2","1","0","0","2","31","46","2","21","3","","0","1","2","9","3","4","1","2","0","1","5","0","1","0","1","1"
"2020-05-07","3","9","4","1","2","0","25","6","2","0","2","2","5","0","0","3","7","3","0","2","3","2","2","7","15","6","3","3","1","20","0","3","2","0","1","3","17","0","8","2","7","5","3","1","3","5","1","17","44","0","38","3","","2","1","1","5","3","9","1","5","3","10","11","0","2","1","0","0"
"2020-05-08","6","3","2","0","0","3","7","3","3","3","0","3","3","1","0","2","12","0","0","2","2","1","4","12","12","3","2","5","0","18","1","3","0","0","2","3","29","0","8","2","2","1","3","1","3","3","2","38","52","0","18","3","","0","4","2","4","4","10","1","1","2","1","10","0","2","5","4","3"
"2020-05-09","1","8","5","1","0","1","16","1","3","1","1","2","-1","0","0","3","1","1","0","0","5","1","3","7","6","5","1","4","0","14","1","0","4","1","2","0","15","0","1","1","3","2","8","3","3","1","1","18","45","0","43","5","","1","2","2","2","4","4","2","5","1","1","5","0","1","3","3","0"
"2020-05-10","6","6","1","1","0","1","11","0","2","0","1","5","4","0","0","0","2","0","0","3","3","2","0","6","5","15","0","12","0","10","0","0","3","0","3","1","12","0","4","3","3","0","3","0","0","3","0","15","9","0","32","1","","0","2","4","2","2","5","1","2","0","7","4","0","0","2","1","1"
"2020-05-11","10","2","2","0","1","3","7","1","3","2","2","1","7","1","0","4","4","1","2","2","2","0","2","14","11","2","1","11","0","21","2","3","3","2","0","0","10","0","4","1","4","0","4","2","3","3","0","18","13","0","34","2","","0","3","6","7","2","3","2","6","0","5","6","0","1","1","4","2"
"2020-05-12","7","3","6","0","0","0","28","1","5","0","2","2","1","0","0","5","2","0","0","1","3","2","7","2","9","4","1","3","2","17","1","0","2","2","7","0","22","0","3","0","3","1","8","2","5","6","1","5","33","0","42","3","","0","0","1","6","2","8","2","4","1","2","7","0","3","1","2","2"
"2020-05-13","2","4","2","0","0","2","6","1","0","0","4","3","1","0","0","3","2","2","0","0","2","0","1","5","12","1","0","1","0","6","1","1","0","1","1","0","46","1","3","0","4","2","0","2","4","2","3","5","38","3","21","1","","0","0","2","0","5","3","1","0","2","8","11","0","1","2","2","0"
"2020-05-14","11","12","5","0","0","0","19","1","2","1","1","5","3","0","0","1","5","1","1","0","2","0","0","3","6","12","1","1","1","18","1","2","5","2","10","0","38","0","7","2","11","2","6","0","13","6","1","13","63","0","48","5","","0","1","1","1","3","9","1","5","0","7","17","0","5","2","0","2"
"2020-05-15","-1","1","5","3","0","4","9","1","0","1","1","4","2","0","0","3","4","1","0","0","3","1","4","5","5","9","0","1","-1","21","1","3","0","2","4","1","21","0","1","1","-3","2","5","2","2","4","0","13","45","0","34","5","","1","2","2","1","5","1","0","5","-1","6","13","0","3","1","3","1"
"2020-05-16","7","10","0","1","0","3","13","1","2","1","2","3","4","0","0","2","4","0","0","1","0","1","3","8","2","10","0","3","0","20","1","2","5","2","3","2","41","1","3","0","4","0","6","0","1","1","0","12","28","1","29","1","","0","4","1","0","4","7","2","4","3","6","13","0","7","0","1","5"
"2020-05-17","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","1","0","4","0","2","0","5","0","0","1","0","0","0","34","0","0","0","1","0","0","0","0","1","0","0","20","1","7","1","","0","1","0","1","0","1","0","3","0","1","0","0","0","0","1","1"
"2020-05-18","10","6","4","0","1","5","13","3","1","1","2","1","1","0","0","5","2","1","0","1","0","0","1","5","4","5","0","2","0","10","2","6","6","1","5","1","22","0","2","4","3","1","5","0","3","1","2","8","34","0","40","5","","1","4","1","0","5","5","1","9","3","8","23","0","13","1","1","5"
"2020-05-19","7","2","5","1","0","12","10","0","0","1","1","7","6","0","0","4","5","2","-1","0","0","1","2","8","-1","10","0","9","0","20","1","0","5","4","4","-1","12","0","1","2","-2","0","7","-1","0","12","3","6","16","0","44","3","","1","2","3","0","4","0","0","12","0","5","19","0","9","0","2","6"
"2020-05-20","9","8","6","1","0","12","17","3","2","1","3","37","8","0","0","9","12","1","0","1","-1","1","8","13","11","19","0","8","0","35","3","-1","10","4","8","3","66","0","1","0","11","4","15","4","7","2","2","3","71","2","87","13","","1","2","11","0","7","10","4","16","1","8","44","0","16","1","11","5"
"2020-05-21","7","-1","3","0","0","1","6","0","1","1","0","2","2","0","0","0","1","0","0","1","0","1","4","1","1","8","0","3","1","10","1","1","4","0","1","2","20","1","2","3","5","1","3","1","0","1","0","3","48","0","34","5","","2","0","3","1","2","3","2","5","0","5","15","0","4","1","1","3"
"2020-05-22","6","2","5","3","2","24","11","1","-2","2","2","4","1","0","0","5","6","2","0","3","1","1","2","9","2","8","0","-1","1","13","1","1","9","2","6","1","45","1","3","2","5","2","14","-1","1","6","-1","-2","46","1","68","7","","3","0","3","2","2","3","1","3","3","3","18","0","11","0","1","-1"
"2020-05-23","6","2","1","3","0","16","6","1","0","0","1","4","5","0","0","7","8","1","0","0","5","1","3","9","5","12","1","3","0","12","3","2","3","2","5","0","75","1","4","1","17","0","10","0","6","7","2","2","57","3","45","13","","1","2","1","1","5","6","2","13","1","5","15","0","12","1","3","9"
"2020-05-24","4","1","5","1","0","6","9","3","6","0","1","2","5","0","0","4","11","0","0","2","0","2","3","6","7","9","3","8","0","13","2","-1","7","4","3","0","41","2","2","1","10","2","4","2","4","1","4","5","23","2","45","5","","2","5","8","1","3","7","2","6","5","4","26","0","7","0","5","1"
"2020-05-25","9","0","3","0","0","22","15","5","1","0","0","3","7","0","0","6","6","3","1","2","2","2","2","9","5","7","0","2","0","20","2","2","3","8","8","2","16","0","7","1","12","3","7","2","6","8","1","1","37","5","88","14","","4","0","9","-1","9","14","2","2","0","4","53","0","41","1","0","5"
"2020-05-26","21","3","9","7","2","34","21","4","1","0","3","3","11","0","0","10","13","2","0","4","2","5","7","16","8","22","2","2","2","19","5","0","3","5","11","1","15","1","6","2","12","5","14","3","7","4","3","10","21","1","110","28","","1","2","15","0","7","20","2","11","4","8","49","0","33","0","4","8"
"2020-05-27","3","5","8","5","2","9","11","2","2","0","3","1","8","0","0","3","6","5","0","4","4","5","4","10","6","8","3","0","0","12","0","0","6","1","2","2","28","0","4","1","4","4","9","2","6","5","0","0","31","0","62","7","","0","1","13","0","4","3","2","6","1","2","25","0","10","0","10","2"
"2020-05-28","13","-1","2","0","5","7","1","0","9","1","4","0","1","0","0","5","0","0","1","2","6","8","3","12","1","13","1","4","0","16","0","1","10","1","3","1","39","0","8","0","7","1","6","4","3","5","2","8","39","1","95","20","","-1","5","6","1","11","14","8","3","4","8","46","0","17","1","2","5"
"2020-05-29","7","1","15","0","2","18","4","1","3","2","2","1","5","0","1","2","4","3","3","0","1","18","7","11","2","10","8","3","0","26","-1","1","6","2","16","1","32","2","3","2","3","5","5","1","6","5","1","13","38","1","49","13","","0","8","12","0","3","13","2","3","6","4","42","0","31","1","7","5"
"2020-05-30","4","1","3","1","1","2","6","1","1","1","1","2","8","0","0","3","13","1","0","0","3","12","4","5","0","16","0","1","2","5","1","1","2","1","5","1","36","0","5","0","4","2","11","3","3","3","1","6","29","1","42","7","","2","2","7","0","5","6","0","4","3","1","18","0","14","1","3","1"
"2020-05-31","5","7","17","3","1","6","9","6","2","0","1","2","2","0","1","7","6","2","2","3","-1","17","5","12","5","15","6","9","1","11","3","0","14","6","11","1","57","3","3","2","8","12","8","7","12","7","1","6","48","3","78","29","","2","5","5","2","4","14","5","4","4","4","45","0","10","2","4","2"
"2020-06-01","12","2","5","1","1","0","3","4","3","1","2","0","2","1","0","2","2","0","0","1","0","4","7","7","1","8","9","3","0","6","0","1","2","0","1","3","22","0","2","0","2","2","6","3","4","1","0","7","32","3","48","7","","3","2","3","0","4","5","5","0","4","0","16","384","16","1","2","0"
"2020-06-02","6","0","3","0","0","4","2","1","0","0","1","0","2","0","0","0","1","0","0","0","3","3","1","3","7","11","2","1","0","14","0","0","3","1","2","2","23","0","1","1","2","0","3","1","1","3","2","5","12","1","44","10","","0","3","2","1","2","0","3","2","0","4","17","-92","8","1","2","1"
"2020-06-03","0","0","2","0","0","2","3","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","5","1","-1","1","1","0","2","1","0","1","0","3","0","2","0","2","0","6","0","4","1","2","0","0","0","1","1","21","1","","0","0","0","0","0","0","0","2","0","1","6","5","3","0","2","0"
"2020-06-04","2","1","0","0","0","2","2","2","1","0","2","0","0","0","0","0","3","0","0","1","0","2","1","5","0","2","0","1","0","7","0","0","6","1","0","0","17","2","3","0","4","0","6","6","7","1","0","3","37","1","35","4","","1","-1","4","0","4","6","4","0","2","2","14","9","5","1","3","0"
"2020-06-05","7","3","6","0","1","2","10","2","3","0","1","0","0","0","0","1","7","1","0","1","2","11","1","4","3","7","4","2","0","8","1","0","7","2","1","3","26","0","3","0","1","2","4","1","6","4","1","6","20","3","47","12","","0","1","11","0","6","8","2","8","2","1","17","8","11","1","1","1"
"2020-06-06","11","8","7","1","6","6","11","5","10","2","0","2","2","1","0","4","9","2","0","1","3","17","6","6","8","20","3","5","1","15","1","3","3","1","10","2","53","0","6","2","14","9","7","2","12","3","1","16","36","5","88","47","","3","1","16","1","6","6","1","7","6","4","43","20","36","3","9","1"
"2020-06-07","6","9","3","0","2","7","7","2","5","2","2","0","5","0","3","2","3","5","0","4","1","13","0","18","1","10","3","3","1","9","0","0","7","3","8","2","59","1","3","2","7","4","7","2","5","2","0","9","56","2","61","17","","1","0","4","3","5","7","2","2","5","3","19","0","19","2","2","0"
"2020-06-08","7","7","4","2","1","6","6","2","5","0","1","1","2","0","1","2","3","3","0","0","4","6","4","19","3","16","3","3","1","8","0","1","5","1","1","4","39","0","4","0","10","12","7","2","10","3","0","5","28","6","74","17","","3","2","7","0","14","5","1","2","2","4","21","1","8","0","4","2"
"2020-06-09","10","5","2","6","2","5","9","2","8","0","6","1","3","1","0","1","4","3","0","1","1","4","3","14","4","10","0","1","2","6","0","3","2","0","7","3","53","0","4","1","5","9","8","4","11","0","0","8","26","6","93","34","","2","2","9","0","9","6","0","1","2","2","40","16","7","3","6","1"
"2020-06-10","13","6","9","4","4","5","7","2","10","0","1","1","2","0","0","1","3","9","1","3","7","9","3","22","2","10","3","3","2","3","0","5","1","4","6","4","56","1","4","2","6","7","9","1","16","5","0","12","58","11","69","27","","2","2","7","4","15","7","8","0","4","3","33","12","14","1","4","2"
"2020-06-11","17","12","6","4","8","5","13","2","16","0","3","4","2","0","1","10","11","6","2","6","3","8","8","31","13","24","2","7","0","18","0","5","9","1","11","6","63","0","11","2","20","11","19","5","15","8","3","22","48","16","146","21","","2","3","17","1","14","13","4","5","6","3","61","8","19","1","7","8"
"2020-06-12","11","10","7","4","8","5","15","4","10","4","1","4","10","0","0","5","11","6","0","8","6","19","15","15","12","14","6","11","3","13","0","5","4","3","9","6","89","4","9","0","17","13","10","7","28","4","3","25","30","12","107","39","","6","6","15","1","15","16","5","4","3","1","86","6","23","2","10","5"
"2020-06-13","8","8","5","3","7","18","18","2","11","1","6","1","4","0","0","9","8","7","2","10","2","11","7","26","8","17","0","3","11","44","0","2","3","2","14","10","71","1","14","3","19","22","29","5","16","2","2","38","37","10","101","37","","6","3","9","0","14","19","9","3","4","6","83","3","17","0","16","4"
"2020-06-14","26","3","8","4","8","26","19","5","15","4","4","8","9","0","1","8","4","10","1","48","3","14","2","39","7","26","3","22","6","14","0","4","6","8","14","-1","65","8","4","1","18","18","18","3","60","3","6","33","37","9","147","47","","6","1","17","2","4","22","3","3","4","6","52","0","28","0","5","6"
"2020-06-15","7","4","3","4","4","3","5","1","8","0","3","0","3","0","1","8","12","7","0","7","2","9","5","17","4","19","5","7","2","7","0","9","3","1","8","0","62","2","15","1","31","11","10","1","34","12","2","14","26","10","80","38","","1","0","10","1","15","18","3","0","6","6","51","0","10","1","2","6"
