"date","Wyoming/Albany","Wyoming/Big Horn","Wyoming/Campbell","Wyoming/Carbon","Wyoming/Converse","Wyoming/Crook","Wyoming/Fremont","Wyoming/Goshen","Wyoming/Hot Springs","Wyoming/Johnson","Wyoming/Laramie","Wyoming/Lincoln","Wyoming/Natrona","Wyoming/Niobrara","Wyoming/Park","Wyoming/Platte","Wyoming/Sheridan","Wyoming/Sublette","Wyoming/Sweetwater","Wyoming/Teton","Wyoming/Uinta","Wyoming/Unassigned","Wyoming/Washakie","Wyoming/Weston","Wyoming/unassigned"
"2020-04-01"," ##.## %",""," ##.## %","   .00 %"," ##.## %","","   .00 %","   .00 %","","   .00 %"," 31.82 %",""," 25.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","","","   .00 %","",""
"2020-04-02","   .00 %",""," 50.00 %","   .00 %","   .00 %","","  4.00 %","   .00 %",""," 14.29 %"," 24.14 %",""," 26.67 %","","   .00 %","","   .00 %","   .00 %"," 50.00 %"," 11.54 %","   .00 %","","   .00 %","","   .00 %"
"2020-04-03"," 33.33 %","","   .00 %","   .00 %"," 50.00 %","","  3.85 %"," ##.## %","","   .00 %","  2.78 %","   .00 %"," 10.53 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.34 %","   .00 %",""," ##.## %","","   .00 %"
"2020-04-04","   .00 %",""," 16.67 %"," 33.33 %","   .00 %",""," 33.33 %","   .00 %","","   .00 %"," 13.51 %","   .00 %","  9.52 %","","   .00 %",""," 10.00 %","   .00 %"," 33.33 %"," 12.50 %"," ##.## %","","   .00 %","","   .00 %"
"2020-04-05","   .00 %","","   .00 %","   .00 %","   .00 %","","  2.78 %","   .00 %","","   .00 %","  2.38 %"," ##.## %","   .00 %","","   .00 %","","  9.09 %","   .00 %"," 25.00 %","  8.33 %","   .00 %",""," ##.## %","","   .00 %"
"2020-04-06","   .00 %",""," 28.57 %","   .00 %"," 33.33 %","   .00 %","  2.70 %"," 50.00 %","","   .00 %","  2.33 %"," ##.## %","  8.70 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  2.56 %"," 50.00 %","","   .00 %","","   .00 %"
"2020-04-07","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.82 %","   .00 %","  4.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-08","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.13 %","   .00 %","   .00 %","","   .00 %","-##.## %","   .00 %","   .00 %"," 20.00 %","  7.32 %","   .00 %","   .00 %"," 25.00 %","",""
"2020-04-09","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %"," 10.42 %","   .00 %","  3.85 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-10","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.50 %","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %"," 33.33 %","   .00 %","   .00 %","",""
"2020-04-11"," 25.00 %",""," 22.22 %","   .00 %"," 50.00 %","   .00 %","  2.63 %","   .00 %","   .00 %"," 11.11 %","  7.41 %"," 25.00 %"," 18.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  6.00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-12","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","  2.56 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.66 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-14","   .00 %","   .00 %"," 18.18 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","  1.75 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.38 %","   .00 %","   .00 %","   .00 %","  4.69 %","   .00 %","  8.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","   .00 %","   .00 %"," 20.00 %","",""
"2020-04-17"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %","   .00 %","   .00 %","   .00 %","  2.99 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.39 %"," 50.00 %","   .00 %","-16.67 %","",""
"2020-04-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-19","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  4.26 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.08 %","   .00 %","   .00 %","   .00 %","  2.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-21","   .00 %"," ##.## %"," 38.46 %","   .00 %"," 66.67 %"," 25.00 %"," 13.73 %"," 33.33 %"," ##.## %"," 36.36 %"," 50.68 %"," 80.00 %"," 26.32 %"," ##.## %","   .00 %","   .00 %"," 33.33 %"," ##.## %"," 60.00 %"," 48.39 %"," 16.67 %","   .00 %"," 60.00 %","",""
"2020-04-22","   .00 %","-33.33 %","   .00 %","   .00 %","  6.67 %","   .00 %"," -1.72 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.51 %","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-24","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %"," 22.03 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.15 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-25","   .00 %","   .00 %"," 15.00 %","   .00 %","   .00 %","   .00 %"," 15.28 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-26","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  9.64 %","   .00 %","   .00 %","   .00 %","   .81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-27"," 16.67 %","   .00 %","   .00 %","-33.33 %","  6.25 %","   .00 %"," 16.48 %","   .00 %","   .00 %","   .00 %","  2.40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-28"," 14.29 %","   .00 %","   .00 %","   .00 %"," 23.53 %","   .00 %","  2.83 %","   .00 %","   .00 %","   .00 %","  4.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %"," 14.29 %","   .00 %","   .00 %","",""
"2020-04-29","   .00 %"," 50.00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .92 %","   .00 %","   .00 %","   .00 %","  3.73 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-04-30","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","  5.45 %","   .00 %","   .00 %","   .00 %","  4.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-01","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-02","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  2.72 %","   .00 %"," -2.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.04 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.34 %","   .00 %","   .00 %","   .00 %","  1.99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.03 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.58 %","   .00 %","   .00 %","   .00 %","  2.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.19 %","   .00 %","   .00 %","   .00 %","  2.53 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-06","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %"," 17.14 %","   .00 %","   .00 %","   .00 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","",""
"2020-05-09","   .00 %","   .00 %"," 16.00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.89 %","   .00 %","   .00 %","   .00 %","   .61 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.14 %","   .00 %","   .00 %","   .00 %","  1.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-12","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %","   .00 %","  2.41 %","   .00 %"," -2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-13","   .00 %","   .00 %"," -3.33 %","   .00 %","   .00 %","   .00 %","  4.66 %","   .00 %","   .00 %","   .00 %","  1.76 %","   .00 %","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-14","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .00 %"," 27.27 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-15","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","  2.88 %","   .00 %","   .00 %","   .00 %","  2.89 %","   .00 %","  2.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %"," 12.50 %","",""
"2020-05-16"," 12.50 %","   .00 %","   .00 %"," 75.00 %","   .00 %","   .00 %","  2.80 %","   .00 %"," ##.## %","   .00 %","  1.69 %","   .00 %","  6.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","  1.01 %"," 11.11 %","   .00 %","   .00 %","",""
"2020-05-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.66 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 77.78 %","",""
"2020-05-18"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %"," 16.67 %","  6.67 %","   .00 %","   .00 %"," 10.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","",""
"2020-05-19","   .00 %","   .00 %","   .00 %","  7.14 %","  4.35 %","   .00 %","  1.79 %","   .00 %","   .00 %","   .00 %","  1.10 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"," -8.33 %","   .00 %","   .00 %","",""
"2020-05-20","   .00 %","   .00 %","  3.45 %","  6.67 %","   .00 %","   .00 %","  2.19 %","   .00 %"," 14.29 %","   .00 %","  -.55 %","   .00 %","  3.12 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","   .00 %"," 12.50 %","   .00 %","   .00 %","  7.14 %","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %"," 25.00 %","",""
"2020-05-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-05-23"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -7.69 %","   .00 %","  5.00 %","",""
"2020-05-24"," 21.43 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.64 %","   .00 %"," 11.11 %"," 12.50 %","   .00 %","   .00 %","  4.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 52.38 %","",""
"2020-05-25"," 17.65 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -3.12 %","",""
"2020-05-26"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.45 %","",""
"2020-05-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %"," 20.00 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-05-28","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.35 %","   .00 %","   .00 %","   .00 %","  1.62 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  6.06 %","   .00 %",""
"2020-05-29","  4.17 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","  4.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-05-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %",""
"2020-05-31","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %"," -2.70 %","   .00 %",""
"2020-06-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %",""
"2020-06-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %",""
"2020-06-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-04","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","  5.41 %","   .00 %",""
"2020-06-05","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 46.15 %","   .00 %","   .00 %","   .00 %",""
"2020-06-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-07","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %"," 21.05 %","   .00 %","   .00 %","   .00 %",""
"2020-06-08","   .00 %","   .00 %","  9.38 %","   .00 %","   .00 %","   .00 %","   .68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %",""
"2020-06-09","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %",""
"2020-06-10","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","  2.94 %","  1.00 %"," 11.43 %","   .00 %","   .00 %","   .00 %",""
"2020-06-11","   .00 %"," 11.11 %","  5.41 %"," 25.00 %","   .00 %","   .00 %","  2.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .99 %"," 35.90 %","   .00 %","   .00 %","   .00 %",""
"2020-06-12"," -3.85 %","   .00 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","  1.60 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","  5.56 %","  1.96 %"," 16.98 %","   .00 %","   .00 %","   .00 %",""
"2020-06-13","  4.00 %"," 10.00 %","  2.50 %"," 10.00 %","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","  2.09 %","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %"," 14.52 %","   .00 %","   .00 %","   .00 %",""
"2020-06-14","   .00 %","   .00 %","  7.32 %","  9.09 %","   .00 %"," 20.00 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .96 %","  2.82 %","   .00 %","   .00 %","   .00 %",""
"2020-06-15","  3.85 %","   .00 %","  2.27 %"," -8.33 %","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.55 %","   .00 %","   .00 %","   .00 %",""
"2020-06-16","  3.70 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.15 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.41 %","   .00 %","   .00 %","   .00 %",""
