"date","Tripura/Dhalai","Tripura/Gomati","Tripura/Khowai","Tripura/North Tripura","Tripura/Sipahijala","Tripura/South Tripura","Tripura/Unokoti","Tripura/West Tripura"
"2020-07-09","","253","138","68","611","146","","244"
"2020-07-10","264","263","201","69","624","151","","279"
"2020-07-11","265","268","203","73","629","152","82","290"
"2020-07-12","270","297","203","78","647","159","86","327"
"2020-07-13","271","299","206","79","652","161","","339"
"2020-07-14","283","306","215","95","658","168","90","368"
"2020-07-15","296","331","219","115","673","174","93","380"
"2020-07-16","299","353","232","123","690","187","94","401"
"2020-07-17","299","353","232","123","690","","","401"
"2020-07-18","409","398","247","139","746","196","102","431"
"2020-07-19","497","432","261","152","768","199","103","479"
"2020-07-20","516","472","264","168","795","208","109","561"
"2020-07-21","549","507","276","216","822","237","112","626"
"2020-07-22","567","534","284","233","846","240","112","655"
"2020-07-23","577","580","292","260","907","260","113","688"
"2020-07-24","581","603","302","265","924","272","114","716"
"2020-07-25","585","619","311","271","951","277","117","751"
"2020-07-26","585","630","312","279","961","277","117","758"
"2020-07-27","594","652","324","297","1002","280","119","798"
"2020-07-28","606","691","345","318","1028","301","124","874"
"2020-07-29","614","732","357","341","1064","314","125","956"
"2020-07-30","618","778","366","365","1097","325","125","1048"
"2020-07-31","622","821","392","412","1123","342","131","1153"
"2020-08-01","633","859","431","444","1142","351","134","1254"
"2020-08-02","635","893","440","464","1150","367","135","1305"
"2020-08-04","636","919","456","478","1178","370","135","1348"
"2020-08-05","640","943","470","494","1187","371","","1402"
"2020-08-06","646","962","480","502","1208","374","136","1432"
"2020-08-07","648","1006","491","511","1217","377","","1482"
"2020-08-08","652","1021","498","531","1235","395","","1546"
"2020-08-09","660","1030","511","542","1256","418","141","1603"
"2020-08-10","661","1034","518","567","1258","419","141","1625"
"2020-08-11","666","1039","565","585","1268","420","142","1702"
"2020-08-12","670","1071","573","607","1272","420","143","1741"
"2020-08-13","675","1102","584","621","1289","422","147","1778"
"2020-08-14","684","1133","601","642","1304","430","150","1838"
"2020-08-15","685","1143","619","662","1306","436","172","1926"
"2020-08-16","686","1160","627","679","1308","440","196","1980"
"2020-08-17","702","1162","643","705","1325","449","201","2032"
"2020-08-18","751","1175","663","726","1337","460","215","2097"
"2020-08-19","762","1193","690","774","1359","469","225","2188"
"2020-08-20","785","1208","695","780","1368","475","257","2282"
"2020-08-21","790","1263","720","790","1392","494","266","2391"
"2020-08-22","817","1292","733","804","1401","518","284","2537"
"2020-08-23","860","1313","745","824","1411","536","346","2682"
"2020-08-24","874","1321","754","839","1470","542","352","2765"
"2020-08-25","896","1355","770","876","1489","567","390","2867"
"2020-08-26","911","1385","782","902","1518","602","426","3013"
"2020-08-27","933","1422","798","934","1537","636","474","3190"
"2020-08-28","996","1463","842","964","1592","660","521","3395"
"2020-08-29","1057","1481","846","986","1653","706","578","3569"
"2020-08-30","1081","1524","904","1024","1681","748","622","3739"
"2020-08-31","1115","1538","932","1057","1697","763","639","3903"
"2020-09-01","1142","1580","975","1080","1727","797","691","4161"
"2020-09-02","1214","1611","1004","1116","1761","841","742","4430"
"2020-09-03","1311","1660","1035","1150","1812","891","782","4668"
"2020-09-04","1377","1699","1072","1179","1850","937","806","4913"
"2020-09-05","1438","1748","1125","1265","1914","993","824","5217"
"2020-09-06","1493","1791","1162","1312","1978","1051","871","5469"
"2020-09-07","1540","1812","1182","1341","2002","1078","896","5675"
"2020-09-08","1622","1881","1228","1391","2047","1137","948","5900"
"2020-09-09","1705","1919","1249","1449","2083","1223","979","6129"
"2020-09-10","1799","1949","1286","1493","2122","1281","1016","6325"
"2020-09-11","1856","2014","1302","1546","2158","1344","1039","6571"
"2020-09-12","1881","2038","1324","1581","2192","1389","1072","6823"
"2020-09-13","1953","2109","1353","1624","2225","1447","1165","7053"
"2020-09-14","1973","2149","1357","1671","2244","1479","1178","7133"
"2020-09-15","2025","2208","1391","1695","2291","1569","1231","7305"
"2020-09-16","2077","2289","1414","1724","2311","1626","1270","7458"
"2020-09-17","2116","2367","1446","1749","2337","1699","1317","7665"
"2020-09-18","2136","2413","1454","1761","2342","1720","1338","7805"
"2020-09-19","2176","2505","1462","1783","2364","1795","1390","8029"
"2020-09-20","2297","2666","1492","1838","2405","1950","1498","8418"
"2020-09-21","2330","2711","1503","1852","2416","1993","1507","8495"
"2020-09-22","2437","2821","1533","1904","2467","2134","1563","8750"
"2020-09-23","2589","2958","1561","1991","2538","2318","1661","9056"
"2020-09-24","2646","3016","1582","2032","2549","2399","1702","9197"
"2020-09-25","2730","3113","1611","2130","2569","2527","1781","9454"
"2020-09-26","2760","3156","1620","2154","2576","2570","1794","9563"
"2020-09-27","2797","3193","1633","2206","2588","2634","1820","9642"
"2020-09-28","2817","3216","1649","2247","2598","2667","1842","9670"
"2020-09-29","2898","3282","1682","2337","2619","2767","1924","9822"
"2020-09-30","3004","3355","1710","2418","2640","2906","2065","10046"
"2020-10-01","3046","3400","1723","2451","2657","2941","2114","10144"
"2020-10-02","3091","3433","1737","2498","2664","2989","2138","10222"
"2020-10-03","3102","3459","1741","2516","2669","3016","2156","10303"
"2020-10-04","3149","3519","1754","2555","2689","3109","2203","10496"
"2020-10-05","3201","3582","1768","2591","2707","3194","2252","10660"
"2020-10-06","3230","3637","1774","2602","2723","3220","2300","10744"
"2020-10-07","3255","3683","1780","2608","2733","3227","2346","10835"
"2020-10-08","3317","3762","1792","2628","2748","3242","2433","10996"
"2020-10-09","3342","3787","1798","2646","2760","3265","2470","11073"
"2020-10-10","3381","3835","1806","2670","2782","3319","2525","11217"
"2020-10-11","3392","3872","1811","2681","2790","3357","2561","11270"
"2020-10-12","3401","3879","1812","2695","2793","3383","2575","11305"
"2020-10-13","3424","3912","1818","2715","2802","3415","2598","11376"
"2020-10-14","3446","3943","1820","2718","2809","3442","2628","11435"
"2020-10-15","3464","3964","1825","2724","2813","3491","2644","11488"
"2020-10-16","3486","3991","1830","2733","2823","3525","2661","11526"
"2020-10-17","3502","4006","1835","2734","2830","3555","2682","11565"
"2020-10-18","3511","4022","1839","2754","2840","3579","2707","11598"
"2020-10-19","3522","4033","1842","2760","2841","3602","2718","11617"
"2020-10-20","3547","4049","1845","2767","2842","3614","2748","11658"
"2020-10-21","3566","4063","1849","2775","2842","3623","2764","11700"
"2020-10-22","3579","4075","1854","2781","2851","3658","2774","11735"
"2020-10-23","3608","4108","1866","2803","2864","3722","2805","11801"
"2020-10-24","3620","4112","1866","2805","2866","3728","2828","11817"
"2020-10-25","3626","4124","1868","2807","2869","3759","2836","11839"
"2020-10-26","3633","4144","1871","2811","2873","3810","2846","11862"
"2020-10-27","3637","4146","1872","2813","2875","3822","2855","11866"
"2020-10-28","3644","4162","1872","2822","2881","3880","2870","11915"
"2020-10-29","3653","4179","1874","2828","2884","3905","2883","11953"
"2020-10-30","3662","4189","1876","2833","2886","3937","2894","11979"
"2020-10-31","3662","4194","1880","2837","2889","3949","2899","12000"
"2020-11-01","3665","4208","1881","2846","2895","3971","2908","12013"
"2020-11-02","3668","4211","1883","2847","2898","3992","2923","12023"
"2020-11-03","3679","4219","1887","2859","2901","4029","2946","12062"
"2020-11-04","3688","4223","1892","2870","2908","4059","2956","12102"
"2020-11-05","3709","4233","1895","2881","2914","4100","2975","12123"
"2020-11-06","3721","4242","1896","2885","2919","4138","2988","12151"
"2020-11-07","3725","4248","1898","2893","2925","4160","3006","12172"
"2020-11-08","3731","4253","1899","2898","2931","4195","3012","12191"
"2020-11-09","3733","4255","1900","2901","2932","4206","3012","12197"
"2020-11-10","3734","4262","1901","2909","2937","4231","3020","12221"
"2020-11-11","3738","4268","1902","2917","2940","4261","3026","12247"
"2020-11-12","3748","4270","1907","2919","2944","4272","3033","12265"
"2020-11-13","3756","4277","1916","2921","2947","4300","3036","12281"
"2020-11-14","3760","4286","1917","2926","2952","4320","3045","12306"
"2020-11-15","3762","4292","1918","2927","2955","4327","3045","12312"
"2020-11-16","3764","4299","1920","2929","2958","4339","3046","12326"
"2020-11-17","3773","4310","","2944","2964","4356","3051","12340"
"2020-11-18","3782","4316","1922","2948","2971","4378","3054","12360"
"2020-11-19","3809","4325","1928","2953","2980","4396","3060","12385"
"2020-11-20","3818","4339","1934","2956","2983","4417","3066","12398"
"2020-11-21","3832","4341","1934","2959","2989","4442","3069","12420"
"2020-11-22","3850","4344","1938","2965","2997","4480","3076","12459"
"2020-11-23","3851","4345","1938","2966","2999","4484","3078","12467"
"2020-11-24","3855","4349","1940","2970","3001","4498","3084","12490"
"2020-11-25","3855","4355","1940","2970","3003","4512","3088","12499"
"2020-11-26","3856","4357","1941","2973","3006","4530","3092","12517"
"2020-11-27","3856","4363","","2974","3012","4544","3093","12521"
"2020-11-28","3857","4365","1941","2976","3013","4548","3096","12539"
"2020-11-30","3859","4371","1941","2979","3018","4561","3099","12561"
"2020-12-01","3859","4377","1941","2980","3021","4564","3103","12575"
"2020-12-26","3859","","","2980","3021","4564","3104","12575"
"2020-12-27","3860","","1942","2983","","4564","3105","12580"
"2020-12-28","3861","4377","1942","2983","3021","4568","","12582"
"2020-12-29","3861","","","2983","","4570","3105","12582"
"2020-12-30","3862","","1942","2983","3021","4574","3105","12589"
