"date","Puducherry/Karaikal","Puducherry/Mahe","Puducherry/Puducherry","Puducherry/Yanam"
"2020-11-24","6","24","19","2"
"2020-11-25","6","14","27","4"
"2020-11-26","","19","-1","2"
"2020-11-27","1","5","9","1"
"2020-11-28","7","18","21","0"
"2020-11-29","6","5","21","1"
"2020-11-30","2","6","25",""
"2020-12-01","9","19","22","2"
"2020-12-26","4","9","18","2"
"2020-12-27","5","6","34","3"
"2020-12-28","3","20","10","0"
"2020-12-29","9","3","28","2"
"2020-12-30","9","1","16","0"
"2020-12-31","6","11","19","0"
"2021-01-01","3","10","16","3"
"2021-01-02","1","3","6",""
"2021-01-03","5","20","25",""
"2021-01-04","0","6","23",""
"2021-01-05","7","15","24","1"
"2021-01-06","8","4","22","0"
"2021-01-07","7","12","15","1"
"2021-01-08","0","9","11",""
"2021-01-09","4","8","23","1"
"2021-01-10","1","7","22","0"
"2021-01-11","0","4","18",""
"2021-01-12","4","4","10",""
"2021-01-13","6","4","17","2"
"2021-01-14","4","12","21","6"
"2021-01-15","0","12","16","0"
"2021-01-16","0","8","8",""
"2021-01-17","3","2","30","0"
"2021-01-18","3","13","7",""
"2021-01-19","4","10","23","0"
"2021-01-20","2","5","24",""
"2021-01-21","8","17","10",""
"2021-01-22","1","8","12","1"
"2021-01-23","3","17","16","0"
"2021-01-24","6","9","15","0"
"2021-01-25","","2","15","1"
"2021-01-26","3","2","12","15"
"2021-01-27","0","16","21","-13"
"2021-01-28","5","11","21","2"
"2021-01-29","3","12","16",""
"2021-01-30","6","12","25",""
"2021-01-31","1","3","17",""
"2021-02-01","4","9","14","1"
"2021-02-02","2","7","18",""
"2021-02-03","5","10","8",""
"2021-02-04","10","15","14",""
"2021-02-05","7","14","29","0"
"2021-02-06","8","2","25",""
"2021-02-07","4","3","15",""
"2021-02-08","3","2","21",""
"2021-02-09","8","7","20","0"
"2021-02-10","0","3","16","0"
"2021-02-11","5","3","17",""
"2021-02-12","2","3","14",""
"2021-02-13","2","4","18",""
"2021-02-14","1","2","5",""
"2021-02-15","2","2","16",""
"2021-02-16","5","5","10",""
"2021-02-17","1","5","12",""
"2021-02-18","4","5","11",""
"2021-02-19","1","2","11",""
"2021-02-20","3","14","12",""
"2021-02-21","5","7","11",""
"2021-02-22","3","2","3",""
"2021-02-23","5","12","10","1"
"2021-02-24","2","6","20",""
"2021-02-25","3","4","14",""
"2021-02-26","2","7","7","4"
"2021-02-27","9","0","9","2"
"2021-02-28","1","1","6",""
"2021-03-01","2","0","7",""
"2021-03-02","8","13","8",""
"2021-03-03","4","5","5",""
"2021-03-04","6","5","6","0"
"2021-03-05","13","4","13",""
"2021-03-06","4","2","13","0"
"2021-03-07","5","1","19","0"
"2021-03-08","1","0","13",""
"2021-03-09","6","2","17","1"
"2021-03-10","4","6","14",""
"2021-03-11","2","0","20",""
"2021-03-12","12","6","12",""
"2021-03-13","3","5","23",""
"2021-03-14","3","0","12",""
"2021-03-15","0","2","12",""
"2021-03-16","5","2","17",""
"2021-03-17","3","5","43","1"
"2021-03-18","12","7","62","0"
"2021-03-19","15","7","39",""
"2021-03-20","19","2","39",""
"2021-03-21","19","4","40","1"
"2021-03-22","2","2","43",""
"2021-03-23","34","3","50",""
"2021-03-24","32","1","86","6"
"2021-03-25","24","1","67","3"
"2021-03-26","32","2","60","2"
"2021-03-27","32","1","94","1"
"2021-03-28","37","8","92",""
"2021-03-29","28","6","91",""
"2021-03-30","51","1","61","2"
"2021-03-31","43","7","76","1"
"2021-04-01","54","16","190",""
"2021-04-02","53","4","143","13"
"2021-04-03","44","6","140","1"
"2021-04-04","63","3","160","1"
"2021-04-05","31","3","144","2"
"2021-04-06","68","15","145","9"
"2021-04-07","5","0","168",""
"2021-04-08","87","15","181","10"
"2021-04-09","46","9","158","10"
"2021-04-10","61","15","187","9"
"2021-04-11","71","3","210","22"
"2021-04-12","86","7","403","16"
"2021-04-13","109","35","255","19"
"2021-04-14","104","7","333","32"
"2021-04-15","30","30","340","13"
"2021-04-16","95","22","366","48"
"2021-04-17","88","25","567","35"
"2021-04-18","80","51","497","35"
"2021-04-19","53","31","455","26"
