"date","Colorado/Adams","Colorado/Alamosa","Colorado/Arapahoe","Colorado/Archuleta","Colorado/Baca","Colorado/Bent","Colorado/Boulder","Colorado/Broomfield","Colorado/Chaffee","Colorado/Cheyenne","Colorado/Clear Creek","Colorado/Conejos","Colorado/Costilla","Colorado/Crowley","Colorado/Custer","Colorado/Delta","Colorado/Denver","Colorado/Dolores","Colorado/Douglas","Colorado/Eagle","Colorado/El Paso","Colorado/Elbert","Colorado/Fremont","Colorado/Garfield","Colorado/Gilpin","Colorado/Grand","Colorado/Gunnison","Colorado/Hinsdale","Colorado/Huerfano","Colorado/Jackson","Colorado/Jefferson","Colorado/Kiowa","Colorado/Kit Carson","Colorado/La Plata","Colorado/Lake","Colorado/Larimer","Colorado/Las Animas","Colorado/Lincoln","Colorado/Logan","Colorado/Mesa","Colorado/Mineral","Colorado/Moffat","Colorado/Montezuma","Colorado/Montrose","Colorado/Morgan","Colorado/Otero","Colorado/Ouray","Colorado/Out of CO","Colorado/Park","Colorado/Phillips","Colorado/Pitkin","Colorado/Prowers","Colorado/Pueblo","Colorado/Rio Blanco","Colorado/Rio Grande","Colorado/Routt","Colorado/Saguache","Colorado/San Juan","Colorado/San Miguel","Colorado/Sedgwick","Colorado/Summit","Colorado/Teller","Colorado/Unassigned","Colorado/Washington","Colorado/Weld","Colorado/Yuma"
"2020-04-01"," 32.30 %","   .00 %"," 24.78 %","   .00 %"," 40.00 %",""," 10.49 %"," 15.68 %"," 42.67 %","","  6.67 %",""," 40.00 %","   .00 %",""," 10.00 %"," 16.39 %",""," 17.05 %","  9.41 %"," 16.84 %"," 13.33 %"," 20.00 %"," 17.65 %",""," 20.00 %","  7.86 %","   .00 %","   .00 %",""," 19.63 %",""," 30.00 %"," 46.21 %","   .00 %"," 10.61 %","","   .00 %"," 27.33 %"," 22.45 %"," 20.00 %"," 20.00 %","   .00 %"," 29.17 %","  7.67 %"," 30.00 %","",""," 40.00 %","   .00 %","  5.56 %",""," 55.33 %",""," 23.33 %"," 14.58 %","   .00 %",""," 60.00 %",""," 28.59 %","   .00 %","  7.89 %","   .00 %"," 20.35 %","   .00 %"
"2020-04-02"," 27.32 %"," 60.00 %"," 21.61 %","   .00 %"," 40.00 %","","  8.77 %"," 10.68 %"," 42.67 %",""," 16.67 %",""," 40.00 %","   .00 %","","-10.00 %"," 14.32 %",""," 15.88 %"," 12.27 %"," 15.44 %"," 13.33 %"," 20.00 %"," 18.26 %",""," 20.00 %","  5.19 %","   .00 %","   .00 %",""," 18.93 %",""," 30.00 %"," 14.21 %"," 20.00 %"," 10.26 %","","   .00 %"," 17.33 %","  9.95 %"," 20.00 %"," 20.00 %","   .00 %"," 19.17 %","  6.00 %"," 10.00 %","",""," 40.00 %","   .00 %","  5.82 %",""," 36.29 %",""," 23.33 %"," 10.27 %","   .00 %",""," 60.00 %",""," 24.95 %","   .00 %","  1.07 %","   .00 %"," 19.22 %","   .00 %"
"2020-04-03"," 20.86 %"," 60.00 %"," 13.67 %","   .00 %"," 80.00 %","","  8.24 %"," 13.10 %","  3.84 %",""," 16.67 %",""," 40.00 %","   .00 %","   .00 %","   .00 %"," 10.11 %",""," 11.70 %"," 11.56 %"," 10.34 %"," 13.33 %"," 20.00 %"," 12.30 %",""," 20.00 %","  1.72 %","   .00 %","   .00 %",""," 13.59 %",""," 40.00 %","  2.77 %"," 20.00 %","  8.37 %","","   .00 %","  7.33 %","  9.79 %"," 20.00 %"," 20.00 %"," 40.00 %"," 14.04 %","  9.00 %","   .00 %","","","   .00 %"," 20.00 %","  6.04 %",""," 26.59 %",""," 13.33 %","  7.81 %"," 40.00 %",""," 75.00 %",""," 31.56 %","   .00 %"," -3.78 %","   .00 %"," 13.77 %","   .00 %"
"2020-04-04"," 23.48 %"," 60.00 %"," 16.34 %","   .00 %"," 80.00 %","","  9.91 %"," 17.10 %","  4.95 %",""," 16.67 %",""," 40.00 %","   .00 %"," 20.00 %"," 60.00 %"," 12.38 %",""," 14.39 %"," 12.77 %"," 12.34 %"," 17.33 %"," 20.00 %"," 13.23 %",""," 20.00 %","  2.19 %","   .00 %","   .00 %",""," 16.45 %",""," 40.00 %","  3.61 %"," 30.00 %","  9.98 %","   .00 %","   .00 %","  7.33 %"," 11.51 %"," 20.00 %"," 15.00 %"," 40.00 %"," 31.18 %","  9.00 %","   .00 %","",""," 13.33 %"," 20.00 %","  7.15 %",""," 30.43 %","   .00 %"," 13.33 %"," 12.16 %"," 40.00 %",""," 80.71 %",""," 31.10 %"," 11.43 %"," -1.84 %","   .00 %"," 16.81 %","   .00 %"
"2020-04-05"," 14.65 %"," 60.00 %"," 13.03 %","   .00 %"," 40.00 %",""," 10.89 %"," 21.35 %","  5.45 %",""," 10.00 %","","   .00 %","   .00 %"," 20.00 %"," 60.00 %","  9.00 %","","  9.74 %","  8.85 %","  8.88 %"," 14.00 %"," 10.00 %","  7.27 %","","   .00 %","  2.57 %","   .00 %","   .00 %",""," 11.50 %",""," 25.00 %","  4.90 %"," 30.00 %","  9.24 %","   .00 %","   .00 %","  9.05 %","  8.17 %","   .00 %"," -5.00 %"," 73.33 %"," 23.30 %"," 41.57 %","   .00 %","   .00 %",""," 13.33 %"," 30.00 %","  4.93 %",""," 14.24 %","   .00 %","   .00 %"," 11.63 %"," 40.00 %",""," 22.94 %",""," 24.13 %"," 11.43 %"," 16.06 %","   .00 %"," 13.28 %","   .00 %"
"2020-04-06"," 15.39 %"," 60.00 %"," 14.48 %"," ##.## %"," 40.00 %",""," 12.24 %"," 21.35 %","  5.45 %",""," 10.00 %","","   .00 %","   .00 %"," 20.00 %"," 65.00 %","  9.54 %",""," 10.10 %","  9.79 %","  9.15 %"," 14.00 %"," 10.00 %","  7.71 %","","   .00 %","  3.00 %","   .00 %","   .00 %",""," 12.31 %",""," 25.00 %","  6.97 %"," 30.00 %","  9.90 %","   .00 %","   .00 %"," 13.49 %"," 10.32 %","   .00 %"," -5.00 %"," 73.33 %"," 24.55 %"," 43.92 %","  6.67 %","   .00 %","   .00 %"," 13.33 %"," 30.00 %","  5.46 %",""," 15.24 %","   .00 %","   .00 %"," 11.63 %"," 40.00 %",""," 22.94 %",""," 11.61 %"," 11.43 %"," 18.05 %","   .00 %"," 14.73 %","   .00 %"
"2020-04-07"," 13.10 %","   .00 %"," 13.62 %"," ##.## %"," 40.00 %",""," 12.73 %"," 20.35 %","  5.45 %","","  3.33 %","","   .00 %","   .00 %"," 20.00 %"," 65.00 %","  8.67 %","","  8.12 %","  4.76 %","  7.92 %"," 14.00 %"," 16.67 %","  7.53 %","","   .00 %","  2.51 %","   .00 %","   .00 %",""," 10.33 %","","  5.00 %","  8.22 %"," 10.00 %","  8.66 %","   .00 %","   .00 %"," 17.13 %"," 14.42 %","   .00 %"," -5.00 %"," 73.33 %"," 25.13 %"," 43.13 %","  6.67 %"," 10.00 %","   .00 %"," 13.33 %"," 30.00 %","  3.46 %",""," 15.24 %","   .00 %","   .00 %"," 11.34 %"," 40.00 %",""," 22.94 %","","  9.89 %"," 13.25 %"," 16.47 %","   .00 %"," 13.06 %","   .00 %"
"2020-04-08"," 10.07 %","  5.00 %"," 11.75 %"," ##.## %","   .00 %","","  9.67 %"," 12.58 %","  5.18 %","","  3.33 %","","   .00 %","   .00 %"," 20.00 %"," 65.00 %","  7.70 %","","  7.51 %","  3.58 %","  6.92 %"," 16.22 %"," 16.67 %","  2.65 %","","   .00 %","  2.66 %","   .00 %","   .00 %","","  9.77 %","","  5.00 %","  7.35 %"," 10.00 %","  6.23 %","   .00 %","   .00 %"," 13.80 %"," 13.83 %","   .00 %"," -5.00 %"," 33.33 %"," 23.60 %"," 35.13 %","  6.67 %"," 10.00 %","   .00 %"," 13.33 %"," 16.67 %","  1.64 %",""," 12.06 %","   .00 %","   .00 %","  7.13 %","   .00 %","","  7.94 %","","  7.49 %"," 13.25 %"," 12.86 %","   .00 %"," 11.94 %","   .00 %"
"2020-04-09","  7.46 %","  5.00 %","  9.07 %"," ##.## %","   .00 %","","  8.01 %","  8.58 %","  4.07 %","","  3.33 %","","   .00 %","   .00 %","   .00 %","  5.00 %","  5.42 %","","  4.82 %","  2.37 %","  4.92 %"," 12.22 %"," 16.67 %","  1.72 %","","   .00 %","  2.20 %","   .00 %","   .00 %","","  6.92 %","","  5.00 %","  6.52 %","   .00 %","  4.61 %","   .00 %","   .00 %"," 13.80 %"," 10.30 %","   .00 %","   .00 %"," 33.33 %","  6.45 %"," 35.13 %","  6.67 %"," 10.00 %","   .00 %","   .00 %"," 16.67 %","   .53 %","","  8.21 %","   .00 %","   .00 %","  2.78 %","   .00 %","","  2.22 %","","  2.49 %","  1.82 %"," 10.91 %","   .00 %","  8.90 %","   .00 %"
"2020-04-10","  6.16 %","  5.00 %","  7.71 %"," ##.## %","   .00 %","","  4.22 %","  4.26 %","  3.52 %",""," 11.90 %","","   .00 %","   .00 %","   .00 %","  9.00 %","  4.62 %","","  3.96 %","  3.08 %","  4.29 %","  2.22 %"," 11.67 %","  1.69 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .00 %","","  4.96 %","","  4.00 %","  5.08 %","  6.67 %","  2.62 %"," 20.00 %","   .00 %","  8.08 %"," 10.30 %","   .00 %","   .00 %","   .00 %","  3.55 %"," 24.82 %"," 11.67 %"," 16.67 %","   .00 %","   .00 %","  6.67 %","   .53 %","   .00 %","  3.74 %","   .00 %","   .00 %","  2.07 %","   .00 %","","  2.00 %","","  1.25 %","  1.82 %"," -1.11 %"," 20.00 %","  5.53 %","   .00 %"
"2020-04-11","  8.28 %"," 13.00 %","  7.50 %","   .00 %","   .00 %","","  4.43 %","  6.56 %","  4.29 %",""," 13.90 %","","   .00 %","   .00 %","   .00 %","  4.00 %","  5.68 %","","  4.50 %","  3.76 %","  4.61 %","  8.22 %"," 11.67 %","  2.05 %","   .00 %","   .00 %","  1.24 %","   .00 %","   .00 %","","  4.85 %","","  4.00 %","  6.80 %","  6.67 %","  2.31 %"," 20.00 %","   .00 %","  3.64 %","  6.55 %","   .00 %","   .00 %"," 10.00 %","  2.30 %"," 25.65 %","  5.00 %"," 16.67 %","   .00 %","  4.00 %","  6.67 %","  4.10 %","   .00 %","  3.57 %","   .00 %","   .00 %","  3.94 %","   .00 %","","  2.00 %","","  2.22 %","  1.82 %","-10.76 %"," 20.00 %","  5.22 %","   .00 %"
"2020-04-12"," 10.97 %"," 13.00 %","  8.74 %","   .00 %","  2.22 %","","  5.19 %"," 10.38 %","  5.03 %",""," 10.57 %","","   .00 %"," 20.00 %","   .00 %","  4.00 %","  7.22 %","","  5.19 %","  4.02 %","  6.17 %"," 12.84 %"," 13.00 %","  2.78 %","   .00 %","   .00 %","  1.24 %"," 20.00 %","   .00 %","","  5.75 %",""," 10.67 %","  5.55 %","  6.67 %","  3.06 %"," 20.00 %","   .00 %","   .00 %","  5.54 %","   .00 %","   .00 %"," 10.00 %"," 11.71 %"," 24.58 %","  5.00 %","  6.67 %","","  4.00 %","  6.67 %","  4.95 %","   .00 %","  5.82 %","   .00 %","   .00 %","  2.45 %","   .00 %","","  3.82 %","","  6.45 %","  6.67 %"," -7.51 %"," 20.00 %","  6.65 %","   .00 %"
"2020-04-13"," 10.90 %","  8.00 %","  8.54 %","   .00 %","  2.22 %","","  6.61 %","  9.58 %","  4.12 %",""," 10.57 %","","   .00 %"," 20.00 %","   .00 %","  7.33 %","  7.83 %","","  4.56 %","  4.14 %","  6.43 %"," 10.62 %"," 15.86 %","  3.45 %","   .00 %","   .00 %","   .21 %"," 20.00 %","   .00 %","","  5.31 %",""," 10.67 %","  5.55 %","  6.67 %","  2.95 %"," 20.00 %"," 20.00 %","   .00 %","  1.84 %","   .00 %","   .00 %"," 10.00 %"," 12.42 %"," 30.00 %","  5.00 %","  6.67 %","","  4.00 %","   .00 %","  4.95 %","   .00 %","  7.44 %","   .00 %","   .00 %","  5.22 %","   .00 %","","  3.82 %","","  5.31 %","  5.42 %"," -7.80 %"," 20.00 %","  7.21 %","   .00 %"
"2020-04-14"," 11.85 %","  8.00 %","  9.26 %","   .00 %","  2.22 %","","  7.25 %"," 11.31 %","  4.12 %",""," 10.57 %","","   .00 %"," 20.00 %","   .00 %"," 21.62 %","  8.66 %","","  5.02 %","  4.62 %","  6.77 %"," 11.87 %"," 15.86 %","  3.80 %","   .00 %","   .00 %","   .21 %"," 30.00 %","   .00 %","","  5.87 %",""," 10.67 %","  5.55 %"," 11.67 %","  3.47 %"," 20.00 %"," 20.00 %","   .00 %","  1.84 %","   .00 %","   .00 %"," 10.00 %"," 13.77 %"," 33.74 %","  5.00 %","  6.67 %","","  4.00 %","   .00 %","  4.95 %","   .00 %","  7.44 %","   .00 %","   .00 %","  5.22 %","   .00 %","","  3.82 %","","  5.87 %","  6.75 %","-11.39 %"," 50.00 %","  8.45 %","   .00 %"
"2020-04-15","  9.07 %","  8.00 %","  6.30 %","   .00 %","  2.22 %","","  6.69 %","  7.85 %","  1.51 %","","  2.00 %","","   .00 %"," 20.00 %","   .00 %"," 17.62 %","  6.42 %","","  2.89 %","  3.55 %","  4.15 %"," 11.87 %"," 10.86 %","  3.39 %","   .00 %","   .00 %","   .01 %"," 30.00 %","   .00 %","","  4.23 %","","  6.67 %","  3.78 %","  5.00 %","  2.63 %","   .00 %"," 20.00 %","   .00 %","  1.84 %","   .00 %","   .00 %"," 10.00 %"," 12.06 %"," 15.48 %","   .00 %","   .00 %","","  4.00 %","   .00 %","  4.95 %","   .00 %","  6.10 %","   .00 %","   .00 %","  5.22 %","   .00 %","","  1.82 %","","  5.51 %","  6.75 %","-11.14 %"," 30.00 %","  7.02 %","   .00 %"
"2020-04-16","  7.09 %","   .00 %","  6.09 %","   .00 %","  2.22 %","","  5.19 %","  6.46 %","  2.88 %","","   .00 %","","   .00 %"," 20.00 %","   .00 %"," 17.62 %","  5.77 %","","  2.06 %","  2.44 %","  4.04 %","  4.69 %"," 13.36 %","  3.61 %","   .00 %","   .00 %","   .61 %"," 30.00 %","   .00 %","","  4.22 %","","  6.67 %","   .91 %","  5.00 %","  2.69 %","   .00 %"," 20.00 %","   .00 %","   .02 %","   .00 %","   .00 %","   .00 %"," 12.69 %"," 15.44 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.67 %","   .00 %","  6.52 %","   .00 %","  8.00 %","  3.35 %","   .00 %","","  1.82 %","","  5.22 %","  6.75 %"," -4.82 %"," 30.00 %","  7.51 %","   .00 %"
"2020-04-17","  4.50 %","   .00 %","  4.41 %","   .00 %","   .00 %","","  3.43 %","  3.29 %","  4.72 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 19.29 %","  4.46 %","","  2.02 %","  1.17 %","  2.38 %","  1.32 %","  5.36 %","  3.10 %","   .00 %","   .00 %","  1.96 %"," 10.00 %","   .00 %","","  2.43 %",""," 12.50 %","  1.34 %"," 17.00 %","  3.05 %"," 10.00 %"," 20.00 %","  6.15 %","  -.57 %","   .00 %","   .00 %","  1.67 %","  3.92 %"," 15.99 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .82 %","   .00 %","  4.50 %","   .00 %","  8.00 %","  3.75 %","   .00 %","","   .00 %","","  5.40 %","  1.33 %"," -9.04 %"," 30.00 %","  5.46 %","   .00 %"
"2020-04-18","  4.44 %","   .00 %","  4.47 %","   .00 %","   .00 %","","  2.87 %","  3.92 %","  4.72 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.57 %","  4.00 %","","  3.07 %","  1.08 %","  2.01 %","  4.85 %","  2.50 %","  2.32 %","   .00 %","   .00 %","  2.54 %"," 10.00 %","   .00 %","","  2.45 %",""," 12.50 %","  3.05 %"," 17.00 %","  3.05 %"," 10.00 %"," 10.00 %","  6.15 %","  -.57 %","   .00 %","   .00 %","  1.67 %","  3.51 %"," 12.70 %","  4.00 %","  5.00 %","","   .00 %","  5.00 %","   .82 %","   .00 %","  4.09 %","   .00 %","  8.00 %","  2.37 %","   .00 %","","  1.67 %","","  5.40 %","  3.76 %","-13.68 %"," 30.00 %","  4.10 %","   .00 %"
"2020-04-19","  4.77 %","   .00 %","  5.40 %","  3.33 %","   .00 %","","  3.77 %","  2.81 %","  6.44 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 13.78 %","  4.98 %","","  3.46 %","   .72 %","  2.32 %","  6.60 %","  4.72 %","  3.51 %","   .00 %","   .00 %","  2.89 %","   .00 %","   .00 %","","  3.45 %",""," 20.19 %","  3.44 %"," 12.00 %","  3.87 %"," 10.00 %"," 10.00 %","  6.15 %","   .02 %","   .00 %","  6.67 %","  1.67 %","  4.16 %"," 12.23 %","  4.00 %","  5.00 %","","   .00 %","  5.00 %","  3.17 %","   .00 %","  6.40 %","   .00 %","  8.00 %","  3.68 %","   .00 %","","  4.74 %","","  4.85 %","  9.09 %","  3.94 %","  4.00 %","  4.42 %"," 10.00 %"
"2020-04-20","  4.77 %","   .00 %","  5.40 %","  3.33 %","   .00 %","","  3.36 %","  2.81 %","  6.44 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 13.78 %","  4.98 %","","  3.46 %","   .72 %","  2.32 %","  6.60 %","  4.72 %","  3.51 %","   .00 %","   .00 %","  2.89 %","   .00 %","   .00 %","","  3.45 %",""," 20.19 %","  3.44 %"," 12.00 %","  3.87 %"," 10.00 %"," 10.00 %","  6.15 %","   .02 %","   .00 %","  6.67 %","  1.67 %","  4.16 %"," 12.23 %","  4.00 %","  5.00 %","","   .00 %","  5.00 %","  3.17 %","   .00 %","  6.40 %","   .00 %","  8.00 %","  3.68 %","   .00 %","","  4.74 %","","  4.85 %","  9.09 %","  3.94 %","  4.00 %","  4.42 %"," 10.00 %"
"2020-04-21","  5.66 %","  5.71 %","  5.86 %","  3.33 %","   .00 %","","  5.45 %","  2.89 %","  4.29 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.51 %","  6.50 %","","  4.27 %","   .29 %","  2.19 %","  8.65 %","  4.22 %","  2.78 %","   .00 %","  5.00 %","  3.11 %","   .00 %","   .00 %","","  3.88 %",""," 20.19 %","  2.14 %"," 12.00 %","  4.39 %"," 10.00 %"," 10.00 %"," 13.21 %","   .59 %","   .00 %"," 16.67 %","  1.67 %","  4.30 %"," 12.01 %","  7.33 %","  5.00 %","","   .00 %","  5.00 %","  2.70 %","   .00 %","  6.30 %","   .00 %","   .00 %","  4.49 %","   .00 %","","  7.41 %","","  2.68 %","  9.93 %","  7.39 %","  4.00 %","  4.99 %"," 10.00 %"
"2020-04-22","  5.16 %","  5.71 %","  5.09 %","  9.05 %","   .00 %","","  6.03 %","  2.99 %"," 10.66 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.84 %","  6.07 %","","  3.60 %","   .37 %","  2.36 %","  7.40 %"," 18.77 %","  2.14 %","   .00 %","  5.00 %","  1.77 %","   .00 %","   .00 %","","  4.38 %","","  7.69 %","  2.49 %","  2.50 %","  4.18 %","   .00 %"," 10.00 %","  7.93 %","  1.73 %","   .00 %"," 16.67 %","   .00 %","  3.57 %"," 10.76 %","  7.33 %","  5.00 %","","   .00 %","  5.00 %","  2.36 %","   .00 %","  8.38 %","   .00 %","   .00 %","  3.91 %","   .00 %","","  7.41 %","","  1.72 %","  8.68 %","  5.17 %","  4.00 %","  5.27 %"," 16.67 %"
"2020-04-23","  4.74 %","  5.71 %","  5.19 %","  6.83 %","   .00 %","","  5.50 %","  2.90 %"," 10.66 %","","  1.82 %","","   .00 %","   .00 %","   .00 %"," 10.23 %","  5.92 %","","  2.49 %","   .29 %","  2.43 %","  5.54 %"," 18.77 %","  2.67 %","   .00 %","  5.00 %","  1.59 %","   .00 %","   .00 %","","  3.94 %","","  7.69 %","  1.55 %","  4.72 %","  4.14 %","   .00 %","   .00 %","  7.93 %","  1.73 %","   .00 %"," 16.67 %","  3.08 %","  3.28 %","  9.82 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.36 %","   .00 %","  6.90 %","   .00 %","   .00 %","  2.51 %","   .00 %","","  5.74 %","","  2.51 %","  7.50 %"," 13.95 %","  4.00 %","  5.15 %"," 21.67 %"
