"date","Idaho/Ada","Idaho/Adams","Idaho/Bannock","Idaho/Bear Lake","Idaho/Benewah","Idaho/Bingham","Idaho/Blaine","Idaho/Boise","Idaho/Bonner","Idaho/Bonneville","Idaho/Boundary","Idaho/Butte","Idaho/Camas","Idaho/Canyon","Idaho/Caribou","Idaho/Cassia","Idaho/Clark","Idaho/Clearwater","Idaho/Custer","Idaho/Elmore","Idaho/Franklin","Idaho/Fremont","Idaho/Gem","Idaho/Gooding","Idaho/Idaho","Idaho/Jefferson","Idaho/Jerome","Idaho/Kootenai","Idaho/Latah","Idaho/Lemhi","Idaho/Lewis","Idaho/Lincoln","Idaho/Madison","Idaho/Minidoka","Idaho/Nez Perce","Idaho/Oneida","Idaho/Owyhee","Idaho/Payette","Idaho/Power","Idaho/Shoshone","Idaho/Teton","Idaho/Twin Falls","Idaho/Unassigned","Idaho/Valley","Idaho/Washington"
"2020-04-01","   .00 %","","   .00 %","","","   .00 %"," 18.75 %","","   .00 %","   .00 %","","","   .00 %"," 10.42 %","","   .00 %","",""," ##.## %"," ##.## %","","   .00 %"," 25.00 %",""," ##.## %"," 50.00 %","   .00 %","  3.45 %","   .00 %","",""," 50.00 %","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 40.00 %","","   .00 %",""
"2020-04-02"," 60.00 %","   .00 %","   .00 %","","","   .00 %"," 12.28 %","","   .00 %","   .00 %","","","   .00 %"," 28.30 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.33 %","   .00 %","",""," 66.67 %","   .00 %","   .00 %"," 55.56 %","","   .00 %"," ##.## %","",""," 50.00 %"," ##.## %","   .00 %","   .00 %",""
"2020-04-03"," -1.60 %","   .00 %","   .00 %","","","   .00 %"," 37.11 %","","   .00 %"," 50.00 %","","","   .00 %"," 16.18 %",""," ##.## %","","","   .00 %"," ##.## %","","   .00 %"," 50.00 %","   .00 %","-50.00 %","   .00 %"," 14.29 %"," 19.35 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," -7.14 %",""," ##.## %"," 66.67 %","","","   .00 %","  3.23 %",""," 50.00 %","   .00 %"
"2020-04-04"," 17.26 %","   .00 %"," 25.00 %","","","   .00 %"," 15.38 %",""," ##.## %"," 66.67 %","","","   .00 %"," 12.66 %",""," 33.33 %","","","   .00 %"," 11.11 %","","   .00 %"," 16.67 %","   .00 %"," ##.## %","   .00 %"," 37.50 %","   .00 %","   .00 %","","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","  3.12 %","","   .00 %","   .00 %"
"2020-04-05","  6.94 %","   .00 %","   .00 %","","","   .00 %","  1.23 %","","   .00 %"," 20.00 %","","","   .00 %"," 11.24 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %"," 18.18 %","  8.11 %","   .00 %","","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 33.33 %"," 12.12 %","-##.## %","   .00 %","   .00 %"
"2020-04-06","  4.42 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","  2.02 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","-33.33 %"," 33.33 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %","-33.33 %","   .00 %"
"2020-04-07","  4.23 %","   .00 %","   .00 %","","","   .00 %","  3.17 %",""," 50.00 %","   .00 %","","","   .00 %","  2.97 %","   .00 %"," 25.00 %","","","   .00 %","  9.09 %",""," ##.## %"," 14.29 %"," ##.## %"," 50.00 %","   .00 %"," 38.46 %","  2.38 %"," ##.## %","","-##.## %"," 33.33 %","   .00 %","   .00 %"," 15.38 %","","   .00 %","   .00 %","",""," 25.00 %"," 43.24 %","   .00 %","   .00 %","   .00 %"
"2020-04-08","  4.53 %","   .00 %","   .00 %","","","   .00 %","  1.18 %","","   .00 %"," 16.67 %","","","   .00 %","  9.62 %","   .00 %","   .00 %","","","   .00 %"," 16.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-09","  2.05 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","  6.14 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","","   .00 %","   .00 %","   .00 %",""," 20.00 %","  3.77 %","   .00 %","   .00 %","   .00 %"
"2020-04-10"," 10.74 %","   .00 %","   .00 %","","","   .00 %","  4.21 %","","   .00 %"," 57.14 %","","","   .00 %"," 14.88 %","   .00 %"," 20.00 %","","","   .00 %"," 14.29 %","","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %"," 26.32 %","   .00 %"," 50.00 %","","   .00 %"," 16.67 %"," 25.00 %"," 33.33 %","  5.56 %",""," ##.## %"," 33.33 %","   .00 %","","   .00 %"," 27.27 %","   .00 %","   .00 %","   .00 %"
"2020-04-11","  3.64 %","   .00 %","   .00 %","","","   .00 %","  1.35 %",""," 33.33 %","   .00 %","","","   .00 %","  4.32 %","   .00 %"," 16.67 %","","","   .00 %","   .00 %","","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  4.76 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  4.29 %","   .00 %","   .00 %","   .00 %"
"2020-04-12","   .78 %","   .00 %","   .00 %","","","   .00 %","   .44 %","","   .00 %","  9.09 %","","","   .00 %","   .69 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.74 %","   .00 %","   .00 %","   .00 %"
"2020-04-13","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","  8.33 %","   .00 %","","   .00 %","  6.16 %","   .00 %"," 14.29 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","","   .00 %","  7.14 %","   .00 %"," 25.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  5.33 %","   .00 %","   .00 %","   .00 %"
"2020-04-14","  4.06 %","   .00 %","   .00 %","","","   .00 %","   .88 %","","   .00 %","  7.69 %","   .00 %","","   .00 %","  3.87 %","   .00 %"," 25.00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","  5.26 %","","   .00 %"," 12.50 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %"," 14.29 %","-##.## %","","   .00 %","  3.73 %","   .00 %","   .00 %","","","   .00 %"," 12.50 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-16","  5.39 %","   .00 %"," 60.00 %","","","   .00 %","  2.40 %","","   .00 %"," 50.00 %","   .00 %","","   .00 %","  8.38 %","   .00 %","-10.00 %","","","   .00 %","   .00 %","","   .00 %"," 11.11 %"," 40.00 %","   .00 %"," 25.00 %"," 26.67 %","  6.67 %","   .00 %","","   .00 %","   .00 %"," 60.00 %"," 50.00 %"," 35.00 %","","   .00 %"," 11.11 %","   .00 %",""," 16.67 %"," 25.32 %","   .00 %","   .00 %","   .00 %"
"2020-04-17","  1.59 %","   .00 %","   .00 %","",""," 50.00 %","   .85 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.11 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.89 %","  2.08 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.41 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.01 %","   .00 %","   .00 %","   .00 %"
"2020-04-18","  2.95 %","   .00 %","   .00 %","","","   .00 %","   .42 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.31 %","   .00 %","   .00 %","","","   .00 %"," 16.67 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.32 %","  2.04 %","   .00 %","","   .00 %","  6.67 %","   .00 %"," 11.11 %","  3.45 %","","   .00 %","   .00 %","   .00 %",""," 14.29 %"," 10.00 %","   .00 %","   .00 %","   .00 %"
"2020-04-19","   .84 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","  4.76 %","","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %"
"2020-04-20","   .00 %","   .00 %","   .00 %","","","   .00 %","   .21 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.74 %","   .00 %","   .00 %","   .00 %"
"2020-04-21","  3.01 %"," ##.## %","   .00 %","","","   .00 %","   .42 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.70 %","   .00 %"," 10.00 %","","","   .00 %","  9.09 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %"," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","","   .00 %"," 10.00 %","   .00 %","","   .00 %","  5.13 %","   .00 %","   .00 %","   .00 %"
"2020-04-22","   .97 %","   .00 %","   .00 %","","","   .00 %","   .42 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.42 %","   .00 %","   .00 %","","","   .00 %","  4.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.92 %","   .00 %","","   .00 %","  5.88 %","   .00 %","   .00 %"," 10.00 %",""," 25.00 %","   .00 %","   .00 %","","   .00 %","  7.32 %","   .00 %","   .00 %","   .00 %"
"2020-04-23","  2.09 %","   .00 %","   .00 %","","","   .00 %","  1.04 %","","   .00 %"," 16.67 %","   .00 %","","   .00 %","  4.72 %","   .00 %","  9.09 %","","","   .00 %"," 28.00 %","","   .00 %"," 10.00 %"," 12.50 %","   .00 %","   .00 %","   .00 %"," 11.32 %","   .00 %","","   .00 %"," 16.67 %","   .00 %","   .00 %"," 25.00 %",""," 20.00 %","   .00 %","   .00 %","","   .00 %","  5.30 %","   .00 %","   .00 %","   .00 %"
"2020-04-24","  1.10 %","   .00 %","   .00 %","","","   .00 %","   .82 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.80 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.45 %",""," 33.33 %"," 18.18 %","   .00 %","","   .00 %","  7.19 %","   .00 %","   .00 %"," ##.## %"
"2020-04-25","  1.25 %","   .00 %","   .00 %","","","   .00 %","   .20 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.21 %","   .00 %","   .00 %","","","   .00 %"," -9.38 %","","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.01 %","   .00 %","   .00 %","-50.00 %"
"2020-04-26","   .00 %","   .00 %","   .00 %","","","   .00 %","   .41 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .87 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %"
"2020-04-27","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","  1.85 %","   .00 %"," 25.00 %","","","   .00 %","  1.02 %","","   .00 %"," -3.57 %","   .00 %","","   .00 %","  7.30 %","   .00 %","   .00 %","","","   .00 %","  3.45 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  9.09 %"," 12.50 %"," 10.00 %","  1.72 %","","   .00 %","  7.69 %","   .00 %",""," 12.50 %","  5.77 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-30","  1.36 %","   .00 %"," 10.00 %","",""," 33.33 %","   .20 %","","   .00 %","  3.70 %","   .00 %","","   .00 %","   .80 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %"," 11.11 %","   .00 %","  1.69 %","","   .00 %"," 14.29 %","   .00 %","","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %"
"2020-05-01","  1.49 %","   .00 %","   .00 %","","","   .00 %","  -.20 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.19 %","   .00 %","  8.33 %","","","   .00 %","   .00 %","","   .00 %","  8.33 %","  9.09 %","   .00 %","   .00 %","  5.88 %","  1.64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  6.47 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","  3.52 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.18 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.41 %","  9.09 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  8.29 %","   .00 %","   .00 %","   .00 %"
"2020-05-03","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-04","   .71 %","   .00 %","   .00 %","","","   .00 %","   .20 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.10 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","  7.69 %","  8.33 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.33 %","","   .00 %","  6.25 %","   .00 %","","   .00 %","  6.12 %","   .00 %","   .00 %","   .00 %"
"2020-05-05","   .42 %","   .00 %","   .00 %","","","   .00 %","   .20 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 11.11 %","  4.81 %","   .00 %","   .00 %","   .00 %"
"2020-05-06","   .56 %","   .00 %","  9.09 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  1.50 %","   .00 %","   .00 %","","","   .00 %","  3.33 %","","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","  4.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.41 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  5.96 %","   .00 %","   .00 %","   .00 %"
"2020-05-07","   .56 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .74 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","  1.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.08 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.46 %","   .00 %","   .00 %","   .00 %"
"2020-05-08","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-09","  1.39 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","  7.14 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.69 %","","","   .00 %","   .00 %","","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  3.08 %","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.77 %","   .00 %","   .00 %","   .00 %"
"2020-05-10","   .27 %","   .00 %","   .00 %","","","   .00 %","   .80 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.14 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","  5.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 10.00 %","  4.44 %","   .00 %","   .00 %","   .00 %"
"2020-05-11","   .82 %","   .00 %","  8.33 %","","","   .00 %","   .60 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .74 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","  5.63 %","  1.59 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","  3.86 %","   .00 %","   .00 %"," ##.## %"
"2020-05-12","   .68 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  1.28 %","","   .00 %","   .00 %"," 50.00 %","","   .00 %","  4.09 %","   .00 %","   .00 %"," ##.## %"
"2020-05-13","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
