"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-04-07","  3.85 %"," 33.33 %","   .57 %"," 17.24 %","   .00 %"," 10.12 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  9.38 %","","","   .00 %","   .00 %","   .71 %"," 22.73 %","  4.65 %"," 14.42 %","  8.33 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","  6.00 %"," 11.11 %","  3.11 %","   .00 %","  3.49 %","   .00 %","   .00 %"," 10.45 %","  4.48 %","   .00 %","  8.33 %","","  4.39 %","   .00 %","  4.68 %"
"2020-04-08","  7.41 %","   .00 %","  1.70 %","   .00 %"," 12.50 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","","","  6.82 %"," 16.67 %","  2.11 %","   .00 %","  5.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %"," 11.11 %","","   .00 %","  4.61 %"," 20.00 %","  1.81 %","   .00 %","  2.17 %","  7.66 %","   .00 %","   .00 %"," 35.16 %","   .00 %"," 23.08 %","","   .00 %","   .00 %","  5.26 %"
"2020-04-09","  3.45 %","   .00 %"," 20.11 %"," 26.47 %"," 11.11 %","  8.42 %","   .00 %","  9.52 %"," 20.00 %","   .00 %"," 14.67 %","","","  1.06 %","   .00 %","  6.90 %","   .00 %","  5.37 %","   .84 %"," 15.38 %","  9.09 %","  6.25 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","  5.41 %","   .00 %","  1.78 %","   .00 %","  2.95 %","  2.93 %"," 20.00 %","  4.05 %"," -8.42 %","   .00 %","  6.25 %","","  2.10 %","   .00 %","  8.25 %"
"2020-04-10","   .00 %","   .00 %","  8.37 %","  4.65 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 12.79 %","","","  6.32 %"," 14.29 %","   .00 %","  3.70 %","  5.94 %","  5.00 %","   .00 %","   .00 %","  5.88 %","   .00 %","  5.88 %","   .00 %","","   .00 %","  4.42 %","   .00 %","  3.49 %","   .00 %","  3.27 %","  2.03 %","   .00 %","  5.19 %","  8.35 %","   .00 %","   .00 %","","  2.88 %","   .00 %","  3.23 %"
"2020-04-11","   .00 %","   .00 %","  4.72 %"," 17.78 %","   .00 %","  6.80 %","   .00 %","   .00 %"," 23.08 %","   .00 %"," 10.31 %","","","  8.91 %","   .00 %","  1.29 %","   .00 %","  3.52 %","  1.59 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 16.67 %","   .00 %","   .00 %","  5.37 %","  8.33 %","  3.93 %"," 50.00 %","  1.83 %","   .00 %","   .00 %","   .00 %"," -6.61 %","   .00 %"," 17.65 %","","  4.40 %","   .00 %"," 14.32 %"
"2020-04-12"," 20.00 %"," 25.00 %","  2.05 %","  3.77 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.67 %","","","  3.64 %"," 37.50 %","   .64 %","   .00 %","  3.85 %","  3.12 %","-13.33 %"," 16.67 %"," -5.56 %","   .00 %","  5.56 %","  7.14 %","   .00 %","   .00 %","   .98 %","   .00 %","  1.08 %","   .00 %","  1.74 %","  9.16 %"," 16.67 %","   .00 %","-13.68 %","   .00 %","  5.00 %","","   .77 %","   .00 %","  4.70 %"
"2020-04-13","  2.78 %","   .00 %","  4.02 %","   .00 %","   .00 %","  8.64 %","   .00 %","  8.70 %"," 12.50 %","   .00 %","  8.93 %","","","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.08 %","   .00 %","  2.14 %","   .00 %","  2.14 %","   .73 %","   .00 %","   .00 %","-15.44 %","   .00 %","   .00 %","","   .38 %","   .00 %","   .56 %"
"2020-04-14","  5.41 %"," 20.00 %","  2.70 %"," 10.91 %","   .00 %","  4.60 %","   .00 %","   .00 %"," 44.44 %","   .00 %","  9.84 %","","","  1.67 %","   .00 %","  2.53 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.09 %","   .00 %","  2.25 %","   .00 %","   .00 %","   .00 %","-21.81 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 14.13 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  3.20 %","   .00 %","  4.00 %"," 11.54 %","   .00 %"," 38.06 %","","","   .00 %","  9.09 %","   .62 %","   .00 %","  1.56 %","   .00 %","   .00 %","  7.14 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.20 %","   .00 %","  1.54 %","   .00 %","  1.95 %","   .72 %","   .00 %","  1.23 %","-20.87 %","   .00 %","  9.52 %","","  1.89 %","   .00 %","  3.42 %"
"2020-04-16","  2.56 %"," 66.67 %","  6.39 %","  3.28 %","   .00 %","  2.71 %","   .00 %","   .00 %"," 17.24 %","   .00 %","-17.84 %","","","  5.74 %","   .00 %","   .61 %","   .00 %","  1.67 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","  2.20 %","   .00 %","  5.56 %","   .00 %","  2.21 %","  2.88 %","   .00 %","  4.88 %","-28.98 %","   .00 %"," 13.04 %","","  1.49 %","  8.33 %","  6.14 %"
"2020-04-17","   .00 %"," 10.00 %","  4.24 %","  4.76 %","  7.14 %","  4.53 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.58 %","","","  3.10 %","   .00 %","   .61 %","   .00 %","  4.36 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %"," ##.## %","  6.26 %","   .00 %","  4.31 %","   .00 %","  1.18 %","  4.20 %","   .00 %","  3.49 %"," 22.79 %","   .00 %","   .00 %","","  -.73 %","  7.69 %","  4.90 %"
"2020-04-18","   .00 %","   .00 %","  3.73 %","  1.52 %","   .00 %","   .00 %","   .00 %"," 11.54 %","   .00 %","   .00 %","  9.26 %","","","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","  3.67 %","   .00 %","  1.80 %","  1.34 %"," 14.29 %","   .00 %"," 32.93 %","   .00 %","  3.85 %","","  1.85 %","  7.14 %","  7.36 %"
"2020-04-19","  2.50 %"," 18.18 %","  2.29 %","  8.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.91 %","","","  2.14 %","   .00 %","   .61 %","  3.57 %","  5.55 %","  2.22 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.25 %","   .00 %","  6.19 %","   .00 %","  2.39 %","  1.66 %","   .00 %","  4.49 %"," -1.80 %","   .00 %","   .00 %","","   .36 %","   .00 %","  5.93 %"
"2020-04-20","   .00 %","   .00 %","   .32 %","  2.74 %"," -6.67 %","  6.86 %","   .00 %"," 10.34 %"," -5.88 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," -3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %"," -6.67 %"," ##.## %","   .00 %","  3.94 %","   .00 %","  2.08 %","   .00 %","   .93 %","  1.95 %","   .00 %","  1.08 %","-63.53 %","   .00 %"," 22.22 %","","   .36 %","-13.33 %","  3.86 %"
"2020-04-21","  4.88 %","   .00 %","  3.82 %","  8.00 %","   .00 %","  3.38 %","   .00 %","   .00 %"," 84.38 %","   .00 %","   .52 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  2.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.61 %","   .00 %","  2.86 %","   .00 %","  1.20 %","   .64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .72 %","   .00 %","  3.95 %"
"2020-04-22","  2.33 %","  7.69 %","  3.68 %","  8.64 %","   .00 %","  2.29 %","   .00 %","  6.25 %","  3.39 %","   .00 %","  7.81 %","","","  2.80 %","   .00 %","  1.20 %","   .00 %","  1.62 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.39 %","   .00 %","  1.19 %","   .00 %","   .91 %","   .63 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","","   .36 %","   .00 %","  2.07 %"
"2020-04-23","  2.27 %"," 14.29 %","  7.99 %","   .00 %","   .00 %"," -7.03 %","   .00 %","  2.94 %","  3.28 %","   .00 %"," 12.56 %","   .00 %","","  -.68 %","   .00 %"," -4.76 %","   .00 %","  2.84 %","  2.13 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %"," 14.29 %"," 33.33 %","   .00 %"," -3.56 %"," -6.67 %","  9.80 %","   .00 %","   .32 %","   .95 %"," 12.50 %","  2.13 %","-15.72 %","   .00 %"," 20.59 %","","   .36 %","   .00 %","  -.79 %"
"2020-04-24","   .00 %","   .00 %","  4.93 %","  1.14 %","   .00 %","   .69 %","   .00 %","  2.86 %","  9.52 %","   .00 %","  2.58 %","   .00 %","","  2.05 %","   .00 %","   .00 %","   .00 %","  1.90 %","  -.69 %","   .00 %","   .00 %"," 13.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.68 %","   .00 %","  1.07 %","   .00 %","  1.22 %","  3.12 %","   .00 %","  2.08 %","-25.37 %","   .00 %"," 17.07 %","","   .00 %","  7.69 %","  5.01 %"
"2020-04-25","  2.22 %","  6.25 %","  4.18 %","  1.12 %","  7.14 %","  1.02 %","   .00 %","  8.33 %","  1.45 %","   .00 %","  4.60 %","   .00 %","","   .67 %","   .00 %","   .62 %","   .00 %","  1.81 %","   .70 %","   .00 %","   .00 %"," 16.00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","  1.90 %","   .00 %","  1.41 %","   .00 %","  2.41 %","  4.55 %"," 11.11 %","  3.06 %"," 37.00 %","   .00 %","  4.17 %","","   .71 %","   .00 %","  5.74 %"
"2020-04-26","   .00 %","   .00 %","  1.50 %","  1.11 %","   .00 %","   .34 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .40 %","   .00 %","","   .00 %","   .00 %","  -.62 %","   .00 %","  2.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .73 %","   .00 %","  4.18 %","   .00 %","   .61 %","   .58 %","-10.00 %","  -.99 %","-10.22 %","   .00 %","  4.00 %","","  1.41 %","   .00 %","  4.00 %"
"2020-04-27","   .00 %","   .00 %","   .99 %","  2.20 %","   .00 %","  3.70 %","   .00 %","   .00 %","  4.17 %","   .00 %","  1.99 %","   .00 %","","  1.33 %","   .00 %","  2.50 %","   .00 %","  1.40 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","  5.26 %","   .00 %","   .00 %","  1.53 %","   .00 %","  2.01 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","-16.26 %","   .00 %","  5.77 %","","  -.35 %","   .00 %","  1.87 %"
"2020-04-28","   .00 %","   .00 %","  1.47 %","  3.23 %"," 13.33 %","  1.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.52 %","   .00 %","","  1.97 %","   .00 %","  2.44 %","   .00 %","   .94 %","   .68 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.38 %","   .00 %","   .98 %","   .00 %","  1.42 %","   .86 %","   .00 %","   .00 %","-23.30 %","   .00 %","  3.64 %","","  2.09 %","   .00 %","  1.16 %"
"2020-04-29","  2.17 %","   .00 %","  1.69 %","  2.08 %","  5.88 %","  1.28 %","   .00 %","  5.13 %","  2.67 %","   .00 %","  4.15 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .00 %"," -6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .00 %","  4.55 %","   .00 %","  1.01 %","   .86 %","   .00 %","  4.00 %"," -3.80 %","   .00 %","  8.77 %","","   .34 %","   .00 %","  3.44 %"
"2020-04-30","   .00 %","  5.88 %","  1.90 %"," 10.20 %","   .00 %","  1.26 %","   .00 %","  9.76 %","  1.30 %","   .00 %","  1.09 %","   .00 %","","  2.58 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .68 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","  1.23 %","   .00 %","  2.17 %","   .00 %","  1.84 %","  1.13 %","   .00 %","   .96 %","-21.05 %","   .00 %","  8.06 %","","  2.72 %","   .00 %","  4.25 %"
"2020-05-01","   .00 %","   .00 %","  7.21 %","  4.63 %","   .00 %","  1.87 %","   .00 %","  4.44 %","  1.28 %","   .00 %"," 10.75 %","   .00 %","","  2.52 %","   .00 %","   .60 %","   .00 %","  1.08 %","   .67 %","  7.14 %","   .00 %","   .00 %","   .00 %","  8.70 %"," -4.55 %","   .00 %","   .00 %","  1.29 %","   .00 %","  2.43 %","   .00 %","   .82 %","  2.80 %","   .00 %","   .95 %"," 28.33 %","   .00 %"," 13.43 %","","   .99 %","   .00 %","  6.65 %"
"2020-05-02","  2.13 %","   .00 %","  7.16 %","   .88 %","   .00 %","   .31 %","   .00 %"," 12.77 %","  3.80 %","   .00 %"," 12.62 %","   .00 %","","  3.68 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.76 %","   .00 %","  2.37 %","   .00 %","  1.63 %","  -.27 %","   .00 %","  4.72 %"," 29.87 %","   .00 %"," 14.47 %","","  2.30 %","   .00 %","  5.74 %"
"2020-05-03","   .00 %","   .00 %","  4.86 %","  3.51 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.31 %","   .00 %","","   .59 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  1.24 %","   .00 %","  2.61 %","   .00 %","   .64 %","   .82 %","   .00 %","   .00 %","-37.00 %","   .00 %","  1.15 %","","  1.28 %","   .00 %","  1.89 %"
"2020-05-04","   .00 %","   .00 %","  2.70 %","  1.69 %"," -5.26 %","  2.44 %","   .00 %"," 11.32 %","  2.44 %","   .00 %","  3.86 %","   .00 %","","  5.88 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .00 %"," -6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %","   .00 %","   .85 %","   .00 %","  1.12 %","   .81 %","   .00 %","  1.80 %","-17.46 %","   .00 %","  4.55 %","","   .32 %","   .00 %","  5.86 %"
"2020-05-05","   .00 %","   .00 %","   .94 %","  4.17 %","  5.56 %","   .30 %","   .00 %","  1.69 %","   .00 %","   .00 %","   .53 %","   .00 %","","   .00 %","   .00 %","  -.59 %","   .00 %","  1.16 %","   .00 %","   .00 %"," -5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.34 %","   .00 %","  1.96 %","   .00 %","   .47 %","   .27 %","   .00 %","   .00 %","-28.85 %","   .00 %","  1.09 %","","   .32 %","   .00 %","  1.24 %"
"2020-05-06","  2.08 %","   .00 %","  2.05 %","  9.60 %","   .00 %","  1.19 %","   .00 %","  3.33 %"," 13.10 %","   .00 %","  2.11 %","   .00 %","","  -.56 %","   .00 %","  2.38 %","   .00 %","  1.25 %","   .67 %","  7.14 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.47 %","   .00 %","  4.12 %","   .00 %","  1.37 %","  1.61 %","   .00 %","  2.65 %"," 64.86 %","   .00 %","  3.23 %","","  1.89 %","   .00 %","  4.32 %"
"2020-05-07","   .00 %","   .00 %","   .36 %","  1.46 %","   .00 %","   .29 %","   .00 %","   .00 %","  3.16 %","   .00 %","  3.62 %","   .00 %","","   .00 %","  8.33 %","   .58 %","   .00 %","  1.57 %","  1.99 %","   .00 %","  5.56 %","  3.45 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","  2.89 %","   .00 %","  2.64 %","   .00 %","  1.66 %","   .26 %","   .00 %","  -.86 %","-13.11 %","   .00 %","  1.04 %","","  1.23 %","   .00 %","  6.76 %"
"2020-05-08","   .00 %","   .00 %","  1.64 %","   .72 %","   .00 %","  1.46 %","   .00 %","  3.23 %","  4.08 %","   .00 %","   .75 %","   .00 %","","   .56 %","   .00 %","  -.58 %","   .00 %","   .79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .94 %","   .00 %","   .51 %","   .00 %","   .27 %","   .26 %","   .00 %","   .00 %"," 30.19 %"," 50.00 %","   .00 %","","   .30 %","  7.14 %","  2.07 %"
