"date","Nagaland/Dimapur","Nagaland/Kiphire","Nagaland/Kohima","Nagaland/Longleng","Nagaland/Mokokchung","Nagaland/Mon","Nagaland/Nagaland","Nagaland/Others","Nagaland/Peren","Nagaland/Phek","Nagaland/Tuensang","Nagaland/Wokha","Nagaland/Zunheboto"
"2020-08-06","1250","","489","","18","263","","","","32","51","","68"
"2020-08-07","1324","","492","","","","","","","","","","68"
"2020-08-08","1334","","504","","18","","","","","32","","26","74"
"2020-08-09","1396","","524","","","265","","","339","32","","26","75"
"2020-08-10","1500","","628","","","283","","","343","","","26",""
"2020-08-11","1509","","638","","","","","","","","52","",""
"2020-08-12","1557","","673","","18","283","","","","","","27","78"
"2020-08-13","1558","","713","","","287","","","","","","","83"
"2020-08-14","1616","","797","","18","288","","","343","32","","28","93"
"2020-08-15","1616","","813","","18","","","","","","53","29",""
"2020-08-16","1637","","839","","18","288","","","","","","","100"
"2020-08-17","1671","","863","","19","288","","","","32","","","102"
"2020-08-18","1694","","904","","","289","","","","","","","102"
"2020-08-19","1723","5","911","","","","","","","","","30",""
"2020-08-20","1738","","920","","","290","","","","","","","102"
"2020-08-21","1748","","937","","","","","","345","","","","109"
"2020-08-22","1748","","949","6","","","","","345","","55","31",""
"2020-08-23","1758","","980","","20","295","","","","","57","","111"
"2020-08-24","1760","","1004","7","","","","","","","","","112"
"2020-08-25","1760","","1035","7","20","298","","","347","","","33","112"
"2020-08-26","1764","","1055","","22","","","","","","","",""
"2020-08-27","1768","","1055","","","298","","","","","59","",""
"2020-08-28","1775","","1065","","","299","","","","","","34","114"
"2020-08-29","1775","","1109","","","300","","","","33","59","34",""
"2020-08-30","1777","","1158","","27","300","","","","","72","","116"
"2020-08-31","1791","15","1162","","27","","","","","","","",""
"2020-09-01","1800","","1193","","","313","","","","","72","",""
"2020-09-02","1807","","1198","","28","","","","347","","73","34","116"
"2020-09-03","1831","","1222","7","","314","","","","","","","116"
"2020-09-04","1854","","1239","","","","","","","34","","34","116"
"2020-09-05","1862","","1247","","29","318","","","","","","",""
"2020-09-06","1904","","1254","","","319","","","","","","",""
"2020-09-07","1940","","1260","7","29","319","","","347","","73","34",""
"2020-09-08","1940","16","1281","","30","321","","","","","","",""
"2020-09-09","2003","","1345","","31","323","","","","","","",""
"2020-09-10","2200","","1404","","36","","","","","","","","116"
"2020-09-11","2376","","1531","","37","324","","","348","","","35","119"
"2020-09-12","2489","","1533","","","325","","","350","34","","",""
"2020-09-13","2505","","1534","","39","","","","","","73","35",""
"2020-09-14","2565","16","1604","","","326","","","","","","",""
"2020-09-15","2572","","1608","","40","328","","","","","74","",""
"2020-09-16","2603","","1609","","40","330","","","","34","","",""
"2020-09-17","2627","","1627","","","331","","","","","","","119"
"2020-09-18","2647","","1650","","44","333","","","351","","75","",""
"2020-09-19","2670","","1660","","","333","","","","","75","","121"
"2020-09-20","2715","","1674","","","333","","","","","75","",""
"2020-09-21","2792","","1687","8","","","","","","35","76","",""
"2020-09-22","2827","","1709","","","335","","","","","77","",""
"2020-09-23","2832","","1767","","","337","","","","","79","35",""
"2020-09-24","2878","","1775","","","338","","","","","79","","125"
"2020-09-25","2902","16","1787","","","339","","","351","","","36",""
"2020-09-26","2941","","1838","","46","340","","","","36","","",""
"2020-09-27","3012","","1847","11","46","341","","","","","79","",""
"2020-09-28","3013","","1853","","","341","","","","","83","",""
"2020-09-29","3090","","1859","","46","341","","","","","","",""
"2020-09-30","3127","","1875","","","409","","","","","85","",""
"2020-10-01","3184","","1895","12","48","410","","","351","","","",""
"2020-10-02","3212","","1909","","52","410","","","","","113","","125"
"2020-10-03","3260","","1972","","","","","","","","","",""
"2020-10-04","3334","","2020","13","52","410","","","","","113","",""
"2020-10-05","3364","","2024","","","418","","","","","","",""
"2020-10-06","3395","","2053","","54","420","","","355","","","",""
"2020-10-07","3432","","2061","","55","420","","","361","37","","36","125"
"2020-10-08","3434","","2078","","","421","","","362","","","",""
"2020-10-09","3567","","2093","14","56","422","","","363","","113","",""
"2020-10-10","3579","","2136","16","57","","","","364","","115","",""
"2020-10-11","3630","","2149","17","58","423","","","366","","116","",""
"2020-10-12","3796","","2201","17","61","","","","","","","",""
"2020-10-13","3862","","2238","","80","424","","","","","","",""
"2020-10-14","3872","","2263","","","438","","","368","","117","","126"
"2020-10-15","3883","","2301","","81","443","","","371","","132","","129"
"2020-10-16","3947","","2322","18","101","446","","","372","","134","",""
"2020-10-17","4002","","2345","","103","455","","","374","","","","132"
"2020-10-18","4095","","2358","18","","464","","","377","","","",""
"2020-10-19","4209","17","2377","","","466","","","","","135","",""
"2020-10-20","4247","","2390","","","471","","","","","146","",""
"2020-10-21","4337","","2410","","","476","","","381","37","","",""
"2020-10-22","4456","19","2440","","105","477","","","384","","","",""
"2020-10-23","4574","","2456","18","107","","","","","","147","37","134"
"2020-10-24","4618","20","2479","","","479","","","","","152","","138"
"2020-10-25","4668","26","2508","","108","502","","","385","","152","38",""
"2020-10-26","4676","22","2536","16","108","503","","","306","36","147","28","136"
"2020-10-27","4815","22","2626","16","","485","","","306","36","148","28","136"
"2020-10-28","4886","23","2639","","111","490","","","","","151","29","137"
"2020-10-29","4932","","2658","17","","493","","","306","","","","138"
"2020-10-30","4964","","2674","","113","493","","","306","","152","","138"
"2020-10-31","5048","23","2690","","","495","","","","","","",""
"2020-11-01","5070","","2694","18","","496","","","306","","","",""
"2020-11-02","5078","","2706","","114","496","","","","","","",""
"2020-11-03","5117","23","2719","","","498","","","307","","","",""
"2020-11-04","5143","","2744","","114","500","","","","37","154","",""
"2020-11-05","5169","","2772","","115","501","","","308","","","","138"
"2020-11-06","5210","23","2788","","117","504","","","309","","","29","138"
"2020-11-07","5271","","2799","","","558","","","311","","","","138"
"2020-11-08","5273","","2811","","118","561","","","311","","155","",""
"2020-11-09","5286","23","2825","","","","","","312","","156","",""
"2020-11-10","5304","","2834","","119","565","","","313","","","29",""
"2020-11-11","5330","23","2841","","120","569","","","314","","158","","139"
"2020-11-12","5339","","2867","","","570","","","","37","159","",""
"2020-11-13","5352","","2872","","","572","","","","40","","",""
"2020-11-14","5461","","2874","","","573","","","","","","",""
"2020-11-15","5514","24","2945","","","574","","","","","168","",""
"2020-11-16","5538","","3061","","","574","","","","","","",""
"2020-11-17","5552","","3073","","","574","","","447","43","169","",""
"2020-11-18","5710","","3078","","","","","","449","","182","",""
"2020-11-19","5781","25","3085","","","576","","","461","44","","",""
"2020-11-20","5919","","3093","","120","577","","","","","183","",""
"2020-11-21","5970","","3094","","","","","","461","","197","",""
"2020-11-22","5994","","3172","","","","","","","","","","140"
"2020-11-23","6045","25","3190","","","578","","","461","","202","",""
"2020-11-24","6053","","3251","","120","579","","","470","","","",""
"2020-11-25","6088","","3272","","","581","","","472","","","","140"
"2020-11-26","6105","","3299","","","595","","","475","44","210","",""
"2020-11-27","6119","","3311","","","596","","","478","44","211","",""
"2020-11-28","6138","","3314","","120","596","","","479","44","212","",""
"2020-11-29","6165","","3330","","","","","","","44","213","",""
"2020-11-30","6176","","3344","","121","597","","","479","","","",""
"2020-12-01","6199","25","","","","","","","479","","","",""
"2020-12-26","6199","","3345","","","","","","480","","","",""
"2020-12-27","6199","","3345","","","597","","","","","","",""
"2020-12-28","6201","27","3347","","126","","","","483","","213","",""
"2020-12-29","6206","","3348","","","","","","","","","",""
"2020-12-30","6209","","3348","","127","597","","","483","","","",""
"2020-12-31","6211","","3351","","128","","","","","","","",""
"2021-01-01","6213","27","3351","18","128","","","","","","","",""
"2021-01-02","6213","27","","","","","","","","","","",""
"2021-01-03","6214","","3351","","128","","","","","44","","",""
"2021-01-04","6216","","3353","","","598","","","","","","",""
"2021-01-05","6217","","3353","","128","","","","484","","","",""
"2021-01-06","6232","","3354","19","128","","","","","","","",""
"2021-01-07","6235","","3356","","","","","","485","","","",""
"2021-01-08","6239","","","","128","","","","485","","","",""
"2021-01-09","6246","","3358","","130","","","","","","","",""
"2021-01-10","6247","","3359","","131","","","","","","","",""
"2021-01-11","6249","","3366","","131","","","","485","","","",""
"2021-01-12","6255","27","3368","","133","","","","","","","",""
"2021-01-13","6258","","3369","","134","599","","","","","","",""
"2021-01-14","6261","","3397","","135","","","","","","","",""
"2021-01-15","6263","","3399","","","599","","","","","","",""
"2021-01-16","6264","","3410","19","138","","","","","","","",""
"2021-01-17","6265","","3411","","139","","","","","","214","",""
"2021-01-18","6267","","3411","","140","","","","485","","","",""
"2021-01-19","6270","","3413","","","","","","","","","",""
"2021-01-20","6270","","3414","","","","","","485","","","",""
"2021-01-21","6273","","3414","","","","","","","","","",""
"2021-01-22","6274","","3415","","","","","","","","","",""
"2021-01-23","6277","","","","141","","","","","","","",""
"2021-01-24","","","3415","","","","","","","","","",""
"2021-01-25","6277","","3415","","141","599","","","487","","215","",""
"2021-01-26","6278","","3415","","","","","","","","216","",""
"2021-01-27","6279","","3416","","","","","","","","","",""
"2021-01-28","6279","","","","141","","","","488","","","",""
"2021-01-29","6282","","3417","","","","","","","","","",""
"2021-01-30","","","3419","","141","","","","","","","",""
"2021-01-31","","","3423","","","","","","","","","",""
"2021-02-01","","","3427","","","","","","","","217","",""
"2021-02-02","6284","","","","","","","","","","","",""
"2021-02-03","6285","","3442","","","","","","","","","",""
"2021-02-04","6286","","3445","","141","","","","","","","",""
"2021-02-05","6286","","3450","","","","","","","","","",""
"2021-02-06","6286","","3472","","","","","","","","","",""
"2021-02-07","","","3482","","","","","","","","","",""
"2021-02-08","6287","","3483","","","","","","","","217","",""
"2021-02-09","6287","","3489","","","","","","","","","",""
"2021-02-10","6287","","3491","","","","","","","","","",""
"2021-02-11","6288","","3497","","","","","","","","","",""
"2021-02-12","6288","","3498","","","","","","488","","","",""
"2021-02-13","","","3505","","","","","","","","","",""
"2021-02-14","","","3511","","","","","","","","","",""
"2021-02-15","","","3511","","","","","","","","","",""
"2021-02-16","6289","","3511","","","","","","","","","",""
"2021-02-17","6289","","3511","","","","","","","","","",""
"2021-02-18","6289","","","","142","","","","","","","",""
"2021-02-19","","","3511","","","","","","","","","",""
"2021-02-20","","","3511","","","","","","","","","",""
"2021-02-21","","","3512","","","","","","","","","",""
"2021-02-22","","","3512","","","","","","","","","",""
"2021-02-24","","","3512","","","","","","","","","",""
"2021-02-25","6290","","3517","","","","","","","","","",""
"2021-02-26","6290","","3517","","","","","","","","","",""
"2021-02-27","","","3518","","","","","","","","","",""
"2021-02-28","","","3519","","","","","","","","","",""
"2021-03-03","","","3524","","","","","","","","","",""
"2021-03-04","","","3529","","","","","","","","","",""
"2021-03-06","","","3530","","","","","","","","","",""
"2021-03-07","","","3536","","","","","","","","","",""
"2021-03-08","","","3536","","","","","","","","","",""
"2021-03-09","","","3536","","","","","","","","","",""
"2021-03-10","6290","","3536","","","","","","","","","",""
"2021-03-12","","","3538","","144","","","","","","","",""
"2021-03-13","","","3542","","","","","","","","","",""
"2021-03-17","","","3542","","","","","","","","","",""
"2021-03-19","","","3542","","","","","","","","","",""
"2021-03-24","6291","","","","144","","","","","","","",""
"2021-03-25","6294","","","","","","","","","","","",""
"2021-03-26","6295","","","","","","","","","","","",""
"2021-03-28","6296","","3542","","","","","","","","","",""
"2021-03-29","","","3545","","","","","","","","","",""
"2021-03-31","","","3652","","","","","","","","","",""
"2021-04-01","6300","","3653","","","","","","","","","",""
"2021-04-02","6303","","3666","","","","","","","","","",""
"2021-04-03","","","","","","","","","","","218","",""
"2021-04-04","","","3667","","","","","","","","","",""
"2021-04-05","6304","","","","","","","","","","219","",""
"2021-04-06","6304","","","","","","","","","","","",""
"2021-04-07","6309","","3673","","","","","","","","","",""
"2021-04-08","6314","","","","","","","","","","","",""
"2021-04-09","6320","","3674","","","","","","","","219","",""
"2021-04-10","6327","","3678","","145","","","","","","","",""
"2021-04-11","6330","","3679","","146","","","","","","","",""
"2021-04-12","6338","","3680","","148","","","","","","","",""
"2021-04-13","6345","","3682","","","","","","","45","","30",""
"2021-04-14","6356","","3683","","","","","","","46","","",""
"2021-04-15","6369","","3706","21","150","","","","","48","","",""
"2021-04-16","6384","","3710","22","152","","","","","","","",""
"2021-04-17","6407","","3713","","156","","","","","50","","",""
"2021-04-18","6421","","3717","23","","","","","","","","",""
"2021-04-19","6433","","3718","","","","","","","","","",""
"2021-04-20","6503","","3729","","","","","","","","220","",""
"2021-04-21","6552","","3775","","157","","","","","50","221","",""
"2021-04-22","6593","","3785","","","","","","489","51","","",""
"2021-04-23","6678","","3789","","","","","","","","","",""
"2021-04-24","6779","","3793","","159","","","","","58","221","",""
"2021-04-25","6779","","","","","","180","","","","","",""
"2021-04-26","6817","28","3802","24","162","602","","","","58","221","",""
"2021-04-27","6994","","3815","27","165","603","","","490","","230","30",""
"2021-04-28","7101","","3826","27","168","605","","","","","231","",""
"2021-04-29","7233","29","3868","","171","606","","","","59","","","141"
"2021-04-30","7370","","3942","","171","607","","","491","","241","32","142"
"2021-05-01","7480","","3981","28","177","608","","","","","","33",""
"2021-05-02","7584","","4076","30","181","619","","","","","","",""
"2021-05-03","7661","","4087","32","184","623","","","492","","","","145"
"2021-05-04","7823","30","4158","35","188","631","","","496","60","252","","146"
"2021-05-05","8206","32","4288","39","","","","","501","62","265","","148"
"2021-05-06","8323","","4418","40","199","640","","","","64","272","","150"
"2021-05-07","8523","","4481","","208","672","","","501","67","","","152"
"2021-05-08","8727","","4597","41","214","676","","","502","","273","","152"
"2021-05-09","8816","","4725","44","217","681","","","504","70","277","",""
"2021-05-10","8904","41","4738","","222","684","","","508","","280","34","159"
"2021-05-11","9111","","4778","45","226","688","","","509","73","288","","160"
"2021-05-12","9295","47","4865","51","235","703","","","511","79","306","36","163"
"2021-05-13","9459","57","4993","54","248","712","","","514","86","311","48","175"
"2021-05-14","9635","","5067","55","261","714","","","516","92","","","176"
"2021-05-15","9783","58","5188","56","272","718","","","516","95","321","51","178"
