"date","Sikkim/East Sikkim","Sikkim/North Sikkim","Sikkim/South Sikkim","Sikkim/West Sikkim"
"2021-02-04","1572","","",""
"2021-02-05","1573","","","104"
"2021-02-06","1575","","","105"
"2021-02-07","1577","","",""
"2021-02-10","1578","","",""
"2021-02-11","1580","","",""
"2021-02-12","1583","","",""
"2021-02-16","1586","","",""
"2021-02-18","1591","","",""
"2021-02-19","1592","","",""
"2021-02-20","1593","","",""
"2021-02-21","","","491",""
"2021-02-25","1594","","",""
"2021-02-26","1596","","",""
"2021-02-27","1598","","",""
"2021-02-28","1601","","496",""
"2021-03-02","1603","","",""
"2021-03-03","1605","","497",""
"2021-03-04","1609","","",""
"2021-03-05","1612","","",""
"2021-03-06","1613","","506",""
"2021-03-07","1620","","",""
"2021-03-09","1621","","",""
"2021-03-10","1624","","",""
"2021-03-11","1625","","",""
"2021-03-12","1629","","",""
"2021-03-13","1630","","",""
"2021-03-16","1637","","",""
"2021-03-17","1639","","507",""
"2021-03-18","1641","","",""
"2021-03-19","1642","","","107"
"2021-03-21","1643","2","",""
"2021-03-23","1645","","",""
"2021-03-24","1647","","",""
"2021-03-25","1648","3","",""
"2021-03-26","1651","","",""
"2021-03-27","1660","","508","108"
"2021-03-28","1661","","",""
"2021-03-30","1667","","",""
"2021-03-31","1668","","509",""
"2021-04-01","1673","4","",""
"2021-04-02","1677","","",""
"2021-04-03","1683","","",""
"2021-04-04","1689","","",""
"2021-04-05","1695","","",""
"2021-04-06","1718","","",""
"2021-04-07","1748","5","",""
"2021-04-08","1754","","",""
"2021-04-09","1759","","","109"
"2021-04-10","1780","","510",""
"2021-04-12","1785","","",""
"2021-04-13","1809","","","110"
"2021-04-14","1825","","515",""
"2021-04-15","1862","","519",""
"2021-04-16","1880","8","520",""
"2021-04-17","1940","14","523","113"
"2021-04-18","1983","19","576","117"
"2021-04-20","2054","","595","118"
"2021-04-21","2085","20","597","134"
"2021-04-22","2192","34","600",""
"2021-04-23","2359","51","604","137"
"2021-04-24","2456","","618","147"
"2021-04-25","2582","","632","155"
"2021-04-26","2597","52","636","158"
"2021-04-27","2679","53","640","168"
"2021-04-28","2793","58","663","177"
"2021-04-29","2917","61","697","186"
"2021-04-30","3100","65","707","194"
"2021-05-01","3295","75","739","216"
"2021-05-02","3438","78","797","242"
"2021-05-03","3451","","801","252"
"2021-05-04","3637","86","820","269"
"2021-05-05","3808","88","844","293"
"2021-05-06","6948","351","1398","553"
"2021-05-07","7153","375","1412","578"
"2021-05-08","7274","379","1470","595"
"2021-05-09","7417","","1522","627"
"2021-05-10","7441","385","1531","634"
"2021-05-11","7630","390","1566","646"
"2021-05-12","7820","394","1585","660"
"2021-05-13","7954","398","1664","674"
"2021-05-14","8109","405","1704","704"
"2021-05-15","8223","411","1755","748"
"2021-05-16","8416","","1854","796"
"2021-05-17","8448","413","1877","809"
"2021-05-18","8613","414","1888","841"
"2021-05-19","8771","","1925","918"
"2021-05-20","8892","427","2000","958"
"2021-05-21","9043","429","2090","1032"
"2021-05-22","9243","436","2145","1057"
"2021-05-23","9447","","2196","1126"
"2021-05-24","9473","438","2200","1195"
"2021-05-25","9651","445","2244","1244"
"2021-05-26","9792","446","2354","1287"
"2021-05-27","10008","466","2429","1384"
"2021-05-28","10243","468","2565","1431"
"2021-05-29","10426","473","2619","1462"
"2021-05-30","10549","479","2698","1518"
"2021-05-31","10571","485","2748","1586"
"2021-06-01","10781","507","2775","1636"
"2021-06-02","10881","510","2882","1677"
"2021-06-03","11017","524","2931","1767"
"2021-06-04","11194","531","2996","1871"
"2021-06-05","11304","560","3063","1918"
"2021-06-06","11427","562","3180","2016"
"2021-06-07","11447","569","3207","2021"
"2021-06-08","11545","576","3313","2065"
"2021-06-09","11685","578","3368","2099"
"2021-06-10","11804","604","3464","2145"
"2021-06-11","11861","631","3506","2166"
"2021-06-12","11932","635","3589","2175"
"2021-06-13","12009","636","3632","2212"
"2021-06-14","12038","","3633","2218"
"2021-06-15","12121","639","3705","2269"
"2021-06-16","12206","","3751","2285"
"2021-06-17","12257","640","3774","2300"
"2021-06-18","12390","","3784","2319"
"2021-06-19","12431","645","3835","2373"
"2021-06-20","12488","647","3841","2395"
"2021-06-21","12545","649","3847","2417"
"2021-06-22","12614","","3874","2458"
"2021-06-23","12689","","3910","2478"
"2021-06-24","12741","650","3924","2503"
"2021-06-25","12814","651","3959","2524"
"2021-06-26","12876","667","3979","2554"
"2021-06-27","12941","","4029","2609"
"2021-06-28","13038","669","4108","2672"
"2021-06-29","13123","676","4127","2703"
"2021-06-30","13225","","4215","2733"
"2021-07-01","13284","684","4238","2765"
"2021-07-02","13325","685","4296","2776"
"2021-07-03","13385","688","4347","2840"
"2021-07-04","13443","","4434","2871"
"2021-07-05","13473","","4481","2889"
