"date","Louisiana/Acadia","Louisiana/Allen","Louisiana/Ascension","Louisiana/Assumption","Louisiana/Avoyelles","Louisiana/Beauregard","Louisiana/Bienville","Louisiana/Bossier","Louisiana/Caddo","Louisiana/Calcasieu","Louisiana/Caldwell","Louisiana/Cameron","Louisiana/Catahoula","Louisiana/Claiborne","Louisiana/Concordia","Louisiana/De Soto","Louisiana/East Baton Rouge","Louisiana/East Carroll","Louisiana/East Feliciana","Louisiana/Evangeline","Louisiana/Franklin","Louisiana/Grant","Louisiana/Iberia","Louisiana/Iberville","Louisiana/Jackson","Louisiana/Jefferson","Louisiana/Jefferson Davis","Louisiana/LaSalle","Louisiana/Lafayette","Louisiana/Lafourche","Louisiana/Lincoln","Louisiana/Livingston","Louisiana/Madison","Louisiana/Morehouse","Louisiana/Natchitoches","Louisiana/Orleans","Louisiana/Ouachita","Louisiana/Out of LA","Louisiana/Plaquemines","Louisiana/Pointe Coupee","Louisiana/Rapides","Louisiana/Red River","Louisiana/Richland","Louisiana/Sabine","Louisiana/St. Bernard","Louisiana/St. Charles","Louisiana/St. Helena","Louisiana/St. James","Louisiana/St. John the Baptist","Louisiana/St. Landry","Louisiana/St. Martin","Louisiana/St. Mary","Louisiana/St. Tammany","Louisiana/Tangipahoa","Louisiana/Tensas","Louisiana/Terrebonne","Louisiana/Unassigned","Louisiana/Union","Louisiana/Vermilion","Louisiana/Vernon","Louisiana/Washington","Louisiana/Webster","Louisiana/West Baton Rouge","Louisiana/West Carroll","Louisiana/West Feliciana","Louisiana/Winn"
"2020-04-01","   .00 %","   .00 %","-16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.28 %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.86 %","   .00 %",""," ##.## %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 16.67 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","-##.## %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-02","   .00 %","   .00 %"," 40.00 %","   .00 %","-50.00 %","   .00 %","   .00 %"," ##.## %"," 42.86 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"," 14.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.70 %","   .00 %","","-25.00 %","   .00 %","-25.00 %","   .00 %","   .00 %","   .00 %"," 66.67 %"," 14.29 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %"," 50.00 %","-50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","","   .00 %","   .00 %"
"2020-04-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %"," 18.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 25.00 %","   .00 %"," 16.44 %","   .00 %","   .00 %","   .00 %","-25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.40 %","   .00 %",""," 33.33 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"," 40.00 %"," 37.50 %","   .00 %","   .00 %"," 21.43 %"," ##.## %","   .00 %","   .00 %"," 11.11 %","   .00 %",""," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","   .00 %"
"2020-04-04"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","","   .00 %","   .00 %","   .00 %"," 50.00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.38 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","  9.09 %","   .00 %"," 50.00 %"," 35.29 %","   .00 %"," 66.67 %","   .00 %"," 40.00 %"," ##.## %",""," ##.## %","-##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","","   .00 %","   .00 %"
"2020-04-05","   .00 %"," 66.67 %"," 57.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 90.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 57.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.95 %","   .00 %","   .00 %"," 25.00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.23 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","  4.35 %"," ##.## %","-20.00 %","   .00 %","   .00 %","   .00 %",""," 60.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 75.00 %","","   .00 %","   .00 %"
"2020-04-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.53 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 33.33 %"," 13.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 66.67 %"," 20.00 %","   .00 %","  7.08 %","   .00 %","   .00 %"," 20.00 %"," 75.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.21 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.43 %","   .00 %","","-12.50 %","-25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," 23.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 24.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"," 13.22 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.19 %","   .00 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %"," 26.67 %","   .00 %","   .00 %"," 41.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %",""," 57.14 %","-33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-08","   .00 %","   .00 %"," 36.36 %","-##.## %","   .00 %","   .00 %","   .00 %"," 50.00 %"," -3.85 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 12.50 %","   .00 %","  8.76 %","   .00 %","   .00 %"," 42.86 %"," 57.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.43 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  2.94 %","   .00 %","   .00 %","   .00 %","  5.88 %"," 33.33 %",""," 27.27 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 28.57 %","   .00 %","   .00 %"," ##.## %"
"2020-04-09"," 50.00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  6.04 %"," ##.## %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %"," 33.33 %",""," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.79 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  5.56 %"," 25.00 %",""," -7.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-10"," 33.33 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  4.43 %","   .00 %","   .00 %","  9.09 %"," 18.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .45 %"," 25.00 %","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %"," 28.57 %","  5.71 %"," 50.00 %","   .00 %","   .00 %"," 42.11 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-11","   .00 %"," 40.00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %"," 60.00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .61 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.11 %","   .00 %",""," 37.50 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","  2.70 %"," 83.33 %"," 16.67 %"," ##.## %"," 18.52 %"," 16.67 %","   .00 %","  7.69 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-12"," 25.00 %","   .00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  4.22 %","-57.14 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.29 %","   .00 %",""," -9.09 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %"," 11.11 %","   .00 %"," 18.18 %"," 14.29 %","   .00 %"," 21.88 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-13","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 11.11 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","  7.51 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  3.83 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," -8.00 %","   .00 %"," 10.00 %","  5.26 %","   .00 %","   .00 %","   .00 %"," 23.08 %"," 37.50 %","   .00 %","   .00 %","-##.## %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-14","   .00 %"," 14.29 %"," 12.50 %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," 43.59 %","  7.69 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 11.54 %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %","  6.25 %","   .00 %"," 12.90 %"," 33.33 %","   .00 %","  7.14 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"," 13.11 %"," 40.00 %","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"," 18.18 %"," 20.00 %"," 23.08 %"," 12.50 %","   .00 %"," 14.58 %","   .00 %","   .00 %"," 21.43 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %"," 16.67 %"," 10.00 %","  1.79 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","  6.90 %","   .00 %"," 75.00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 17.62 %","   .00 %","   .00 %","  6.67 %"," 15.38 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  3.99 %"," 14.29 %","","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  8.33 %","   .00 %","   .00 %"," -2.08 %","   .00 %"," 11.11 %"," ##.## %","  9.09 %"," 36.36 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-16"," 20.00 %"," 12.50 %","  7.41 %","   .00 %","   .00 %"," ##.## %"," 14.29 %","   .00 %"," -3.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-14.29 %","  5.88 %","   .00 %","  5.67 %"," 25.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.23 %"," 12.50 %","","   .00 %"," 25.00 %","   .00 %"," 50.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  7.69 %","   .00 %","  6.25 %","   .00 %"," ##.## %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-17","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  1.82 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  5.56 %","   .00 %","  3.07 %","   .00 %","   .00 %","  6.25 %"," 31.25 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  4.97 %"," 22.22 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -8.33 %","   .00 %","   .00 %","   .00 %","  6.38 %","  5.88 %","   .00 %"," 12.50 %"," 10.00 %"," 12.50 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-18"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.43 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.53 %","   .00 %","  2.23 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  2.21 %","  9.09 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","  6.00 %"," 11.11 %"," 20.00 %"," 22.22 %","  1.52 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %"
"2020-04-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","  5.56 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.55 %","   .00 %","   .00 %","   .00 %"," 13.64 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  1.54 %","  8.33 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  3.70 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
