"date","New Hampshire/Belknap","New Hampshire/Carroll","New Hampshire/Cheshire","New Hampshire/Coos","New Hampshire/Grafton","New Hampshire/Hillsborough","New Hampshire/Merrimack","New Hampshire/Nashua","New Hampshire/Rockingham","New Hampshire/Strafford","New Hampshire/Sullivan","New Hampshire/Unassigned"
"2020-06-22","0","0","0","0","0","8","1","","3","1","0","1"
"2020-06-23","0","0","0","0","0","11","1","","3","0","0","-2"
"2020-06-24","0","0","2","0","1","18","2","","1","1","1","1"
"2020-06-25","0","1","0","0","3","24","1","","7","2","2","0"
"2020-06-26","1","0","1","0","3","12","6","","5","2","3","0"
"2020-06-27","2","0","0","0","0","32","1","","10","0","1","0"
"2020-06-28","0","1","0","0","1","23","-1","","5","1","0","0"
"2020-06-29","0","0","2","0","0","9","2","","0","1","0","-1"
"2020-06-30","0","0","2","1","1","12","1","","4","0","1","0"
"2020-07-01","0","0","1","0","1","13","2","","2","0","1","0"
"2020-07-02","0","7","0","0","0","7","2","","3","0","1","0"
"2020-07-03","1","0","0","0","1","17","3","","10","2","0","1"
"2020-07-04","0","0","0","0","0","10","1","","3","1","1","-1"
"2020-07-05","0","-1","1","0","1","19","0","","2","0","0","3"
"2020-07-06","3","3","0","2","0","7","1","","1","1","0","-1"
"2020-07-07","1","1","1","0","0","13","1","","4","-1","0","-2"
"2020-07-08","1","0","0","0","2","9","1","","6","1","0","0"
"2020-07-09","0","1","1","0","0","17","1","","0","1","0","0"
"2020-07-10","1","1","0","0","0","4","1","","9","1","0","1"
"2020-07-11","2","0","0","2","1","19","2","","6","1","0","0"
"2020-07-12","0","1","1","0","0","17","2","","3","2","0","4"
"2020-07-13","1","0","0","0","1","6","3","","3","0","1","-1"
"2020-07-14","1","1","1","0","2","10","2","","5","5","1","-5"
"2020-07-15","1","1","1","0","2","12","2","","3","0","0","0"
"2020-07-16","2","0","1","0","1","13","1","","7","1","0","0"
"2020-07-17","0","2","0","0","1","18","1","","4","0","0","0"
"2020-07-18","0","0","1","2","0","14","1","","6","-1","0","0"
"2020-07-19","1","0","0","0","1","10","2","","0","0","1","0"
"2020-07-20","0","0","0","0","0","39","1","","6","0","0","0"
"2020-07-21","1","2","0","1","0","8","1","","-1","1","0","0"
"2020-07-22","1","3","0","0","0","18","2","","6","3","0","0"
"2020-07-23","0","1","0","0","-1","15","1","","7","0","0","0"
"2020-07-24","1","2","0","2","0","43","4","","4","1","0","0"
"2020-07-25","2","0","0","0","1","22","2","","8","5","0","0"
"2020-07-26","0","0","1","0","2","13","1","","1","3","0","0"
"2020-07-27","0","2","1","0","0","1","1","","-1","1","0","0"
"2020-07-28","0","3","3","0","2","23","0","","26","2","0","0"
"2020-07-29","1","0","0","0","0","9","0","","2","1","0","0"
"2020-07-30","2","2","0","0","0","16","4","","4","0","0","3"
"2020-07-31","0","0","0","0","0","26","1","","11","2","1","-2"
"2020-08-01","1","3","5","0","0","12","1","","5","3","1","0"
"2020-08-02","4","0","0","0","0","12","0","","3","2","0","-1"
"2020-08-03","0","0","2","0","0","8","0","","10","5","0","1"
"2020-08-04","1","1","1","0","0","12","0","","12","3","0","3"
"2020-08-05","3","1","2","0","0","14","1","","6","0","0","-1"
"2020-08-06","0","2","1","0","0","6","1","","5","8","0","0"
"2020-08-07","2","0","0","0","0","17","3","","13","2","0","0"
"2020-08-08","0","0","1","1","0","18","1","","10","5","0","3"
"2020-08-09","0","1","0","0","0","8","0","","3","5","0","0"
"2020-08-10","0","0","2","0","0","5","2","","0","2","0","-6"
"2020-08-11","0","0","2","0","1","8","0","","7","2","1","0"
"2020-08-12","2","1","2","0","1","9","1","","5","1","3","1"
"2020-08-13","2","0","0","0","0","19","5","","9","0","0","-1"
"2020-08-14","1","0","3","0","1","28","0","","7","3","0","0"
"2020-08-15","0","1","0","0","1","12","0","","2","1","-1","0"
"2020-08-16","1","0","0","0","0","4","0","","2","0","1","0"
"2020-08-17","0","0","1","0","0","7","2","","6","0","0","0"
"2020-08-18","0","2","0","0","0","6","1","","4","0","0","0"
"2020-08-19","0","0","0","0","0","12","2","","5","0","0","0"
"2020-08-20","0","0","1","0","0","3","3","","4","1","0","2"
"2020-08-21","0","1","1","0","0","9","3","","5","2","0","0"
"2020-08-22","0","0","2","0","2","7","2","","9","1","0","0"
"2020-08-23","0","0","4","0","0","0","2","","2","1","0","4"
"2020-08-24","1","0","4","0","0","4","7","","13","4","0","0"
