"date","South Carolina/Abbeville","South Carolina/Aiken","South Carolina/Allendale","South Carolina/Anderson","South Carolina/Bamberg","South Carolina/Barnwell","South Carolina/Beaufort","South Carolina/Berkeley","South Carolina/Calhoun","South Carolina/Charleston","South Carolina/Cherokee","South Carolina/Chester","South Carolina/Chesterfield","South Carolina/Clarendon","South Carolina/Colleton","South Carolina/Darlington","South Carolina/Dillon","South Carolina/Dorchester","South Carolina/Edgefield","South Carolina/Fairfield","South Carolina/Florence","South Carolina/Georgetown","South Carolina/Greenville","South Carolina/Greenwood","South Carolina/Hampton","South Carolina/Horry","South Carolina/Jasper","South Carolina/Kershaw","South Carolina/Lancaster","South Carolina/Laurens","South Carolina/Lee","South Carolina/Lexington","South Carolina/Marion","South Carolina/Marlboro","South Carolina/McCormick","South Carolina/Newberry","South Carolina/Oconee","South Carolina/Orangeburg","South Carolina/Pickens","South Carolina/Richland","South Carolina/Saluda","South Carolina/Spartanburg","South Carolina/Sumter","South Carolina/Unassigned","South Carolina/Union","South Carolina/Williamsburg","South Carolina/York"
"2020-04-01","0","5","1","8","2","1","10","3","0","48","","1","3","3","0","0","0","10","2","1","2","1","23","1","","5","1","11","2","1","0","7","0","0","","0","0","2","0","28","0","8","9","","0","1","10"
"2020-04-02","2","4","0","10","1","0","29","15","0","41","1","3","1","3","1","4","0","8","0","1","5","1","25","2","1","8","3","13","9","0","3","9","0","1","1","2","0","0","1","24","1","5","18","","2","3","0"
"2020-04-03","0","0","0","5","0","0","1","9","0","16","0","1","0","3","0","0","0","1","1","0","3","1","20","1","0","1","1","7","5","2","5","8","0","0","0","1","0","1","2","24","0","10","9","","1","0","7"
"2020-04-04","0","2","1","6","0","0","17","3","1","27","1","5","3","11","3","4","0","9","0","4","6","1","9","1","0","12","1","5","8","0","3","17","0","0","0","3","3","1","0","18","2","12","4","","3","3","8"
"2020-04-05","0","3","0","1","0","1","8","1","1","0","0","0","0","9","-1","0","0","-1","1","2","1","1","3","0","1","1","0","7","2","0","1","22","0","0","0","-1","0","1","1","56","0","3","1","","2","1","4"
"2020-04-06","0","0","0","3","0","0","7","6","0","26","2","2","2","4","2","8","0","8","0","2","3","3","18","1","1","12","2","4","2","0","1","7","2","3","1","0","0","1","2","13","0","13","10","","1","1","10"
"2020-04-07","-1","1","0","3","1","0","6","3","0","5","0","1","1","10","0","2","0","-1","0","1","6","1","10","1","1","15","1","7","3","0","1","6","1","2","0","0","1","2","1","29","1","32","15","","3","1","13"
"2020-04-08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0"
"2020-04-09","2","14","0","21","0","1","15","6","1","8","1","1","5","7","5","2","2","7","0","0","8","3","40","3","1","15","0","11","5","3","5","31","0","2","1","4","3","5","1","77","2","19","21","","4","2","12"
"2020-04-10","0","6","2","4","0","1","2","6","0","15","3","1","1","5","0","2","2","7","4","1","11","3","54","1","1","18","0","7","10","2","3","23","0","1","0","2","0","2","5","35","0","11","16","","1","1","5"
"2020-04-11","2","2","0","2","1","0","5","0","0","3","0","1","0","5","0","4","0","2","0","3","2","4","17","1","0","8","0","1","1","2","0","18","1","2","0","0","1","0","1","27","0","20","4","","2","0","2"
"2020-04-12","0","0","1","4","0","0","3","16","0","8","0","1","0","0","1","2","0","4","0","0","6","-1","14","0","1","2","0","1","3","1","2","10","1","1","0","0","1","0","0","15","-1","4","2","","0","0","7"
"2020-04-13","0","1","0","3","0","0","0","7","0","12","0","1","1","1","1","4","0","2","0","2","7","0","7","1","2","13","0","2","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","0","0","0"
"2020-04-14","0","9","0","2","0","0","4","8","0","2","0","0","4","3","1","1","0","0","-1","1","3","2","27","0","2","4","2","6","1","0","2","-4","1","0","1","2","0","1","6","41","1","16","8","","1","1","4"
"2020-04-15","1","0","0","3","0","0","7","3","-1","7","0","2","1","1","3","0","2","5","1","0","5","0","27","1","1","-1","0","0","1","0","1","10","0","0","0","1","0","0","0","13","1","1","5","","0","2","0"
"2020-04-16","0","3","0","5","0","0","1","15","0","23","4","0","1","8","0","5","3","0","0","1","16","1","36","12","3","5","0","2","3","4","1","49","0","4","1","6","0","2","3","31","1","8","7","","0","0","11"
"2020-04-17","0","3","1","8","0","0","8","7","1","2","1","1","2","8","0","3","1","5","0","0","18","0","11","1","3","12","1","1","2","1","5","0","6","6","0","1","0","1","-1","33","0","5","8","","0","1","2"
"2020-04-18","5","1","0","6","0","0","6","1","0","0","0","0","4","3","2","7","6","1","1","0","7","0","39","2","2","9","1","5","0","0","0","4","-1","0","1","0","2","0","2","14","1","7","5","","0","1","5"
"2020-04-19","2","2","0","-1","0","0","5","8","0","5","0","1","1","3","0","5","3","4","1","0","22","-1","6","2","1","9","-1","2","6","1","2","2","2","3","0","-2","1","2","1","26","2","2","0","","1","1","0"
"2020-04-20","0","1","0","2","0","1","0","6","0","1","1","1","0","8","0","5","2","0","0","0","3","1","6","1","0","0","0","4","0","0","0","1","0","1","0","0","0","1","0","5","0","6","4","","0","5","3"
"2020-04-21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","0","0","0","","0","0","0"
"2020-04-22","5","12","0","1","0","2","11","5","0","15","0","0","1","18","0","16","1","2","9","1","23","1","38","4","0","5","0","4","1","1","0","12","7","3","0","1","2","7","3","68","6","8","21","","0","1","7"
"2020-04-23","1","2","1","2","0","2","5","9","0","6","-1","1","2","13","0","7","5","-1","0","1","19","1","22","0","0","6","0","3","-1","0","3","8","0","1","0","0","1","1","3","11","1","10","1","","0","6","5"
"2020-04-24","1","2","1","3","0","0","3","10","0","4","0","0","1","12","1","7","6","0","1","1","30","1","-1","1","0","2","2","3","1","0","3","8","2","2","0","1","0","1","0","30","4","1","2","0","1","5","1"
"2020-04-25","0","3","0","-2","0","4","9","19","0","8","1","1","4","9","2","4","1","2","1","1","17","2","7","1","0","3","0","4","5","1","3","15","5","3","0","0","0","3","0","21","5","5","4","0","0","7","5"
"2020-04-26","3","0","0","7","1","1","2","0","0","12","0","0","0","9","0","1","6","4","1","4","23","0","45","1","0","2","2","3","2","7","0","12","3","2","0","1","2","5","5","50","7","6","1","0","0","11","4"
"2020-04-27","2","3","0","4","0","0","-1","-10","0","-1","1","0","2","4","0","3","3","2","1","0","3","0","40","1","1","6","0","5","1","6","4","5","1","1","0","0","2","-1","4","3","5","6","1","0","0","3","5"
"2020-04-28","0","2","2","3","1","2","5","3","0","3","0","0","1","9","0","3","0","-1","1","0","5","1","12","1","0","2","0","6","2","3","3","13","-1","1","0","0","0","3","1","24","1","3","5","0","0","1","2"
"2020-04-29","0","3","0","5","0","0","3","0","0","3","0","0","1","7","0","4","3","3","3","1","15","0","28","0","1","0","0","5","3","0","0","11","0","1","0","1","0","5","0","20","0","4","3","0","0","5","9"
"2020-04-30","2","2","0","3","1","3","1","6","1","3","2","3","3","9","1","12","5","3","0","2","16","3","33","3","0","4","0","3","3","1","5","3","2","2","0","2","0","4","0","15","6","25","5","0","1","2","13"
"2020-05-01","0","2","1","4","0","1","6","3","0","8","0","0","7","4","6","4","2","3","0","0","21","0","8","0","3","8","2","0","3","1","2","9","2","1","0","1","0","5","3","14","5","8","2","0","0","9","5"
"2020-05-02","0","4","0","5","2","3","0","2","0","4","0","2","1","4","-1","5","13","0","2","6","4","1","19","4","0","0","0","6","1","0","3","44","1","3","0","1","1","4","1","33","12","7","18","0","0","12","4"
"2020-05-03","2","3","1","2","0","1","1","1","0","1","0","2","0","11","0","5","5","1","1","26","7","1","8","2","0","3","0","2","1","0","0","6","0","1","0","2","1","6","0","18","3","6","3","0","0","2","2"
"2020-05-04","0","0","2","0","1","0","-1","4","0","7","1","0","1","3","0","4","2","-1","0","0","12","1","31","0","0","4","0","0","-2","1","0","12","3","2","1","0","1","5","1","13","1","7","13","0","0","1","1"
"2020-05-05","0","0","4","1","0","2","1","-2","0","-1","0","1","1","5","0","5","0","1","0","3","5","0","8","2","0","6","0","2","-3","1","1","8","1","2","0","1","2","2","2","13","2","2","6","0","0","3","-3"
"2020-05-06","0","0","0","1","1","1","-1","1","0","1","1","-1","4","11","0","2","0","2","3","3","5","2","7","4","1","2","0","-2","3","0","1","2","0","0","0","0","2","1","0","24","3","1","1","0","0","6","3"
"2020-05-07","1","1","1","9","0","1","0","0","0","3","2","1","4","5","0","6","4","1","1","1","12","2","32","0","0","4","0","5","2","2","10","16","2","2","0","0","1","0","1","29","9","7","6","0","1","19","3"
"2020-05-08","0","3","4","-1","0","3","4","2","0","14","0","4","3","5","0","14","6","1","0","1","29","-1","34","1","0","9","0","0","2","2","12","7","1","1","0","1","4","4","1","14","2","8","4","0","2","17","8"
"2020-05-09","0","4","1","3","1","1","0","1","1","1","1","0","3","4","0","2","4","0","3","4","13","1","43","0","0","5","2","3","1","0","7","7","3","0","0","-1","1","0","5","25","2","3","5","0","1","0","4"
"2020-05-10","0","2","1","1","1","0","6","0","0","-1","0","-1","4","1","0","1","7","1","0","0","12","0","21","0","1","6","2","0","6","1","7","6","1","0","0","0","0","2","5","18","1","7","1","0","0","1","1"
"2020-05-11","0","1","1","1","0","0","1","3","0","10","0","2","1","2","0","5","7","2","0","1","20","1","13","1","0","5","0","4","1","1","9","6","1","2","0","0","0","0","0","19","3","3","3","0","1","5","4"
"2020-05-12","0","4","1","2","0","2","2","2","0","6","0","-1","0","2","0","0","0","1","0","1","11","2","25","0","0","2","0","2","4","-1","2","-2","1","0","0","1","2","3","4","26","1","5","4","0","0","5","16"
"2020-05-13","0","9","2","3","0","1","0","1","1","-6","0","0","5","-1","1","-2","2","0","2","1","14","-2","10","4","0","4","0","-2","-5","0","5","10","-2","1","0","-1","0","2","8","22","1","3","2","0","0","3","7"
"2020-05-14","0","3","0","10","0","0","2","1","0","0","0","0","5","0","8","4","9","1","0","13","18","0","15","1","1","5","0","0","-2","3","1","11","-1","7","0","-1","2","2","2","13","2","4","5","0","0","8","7"
"2020-05-15","0","2","1","1","0","3","4","2","0","10","1","1","3","8","7","13","2","0","0","12","18","0","25","1","0","5","0","4","2","7","4","9","1","4","0","0","1","0","2","16","4","18","12","0","0","7","8"
"2020-05-16","0","13","1","4","0","1","3","2","0","5","0","1","1","0","3","18","9","1","2","12","14","1","37","0","0","10","1","4","-1","0","31","-3","3","2","0","1","-1","4","2","26","17","7","0","0","0","13","10"
"2020-05-17","1","4","2","1","1","0","1","-2","0","1","0","1","2","12","1","6","5","2","1","2","5","0","37","0","0","5","0","0","2","0","6","7","0","0","0","0","0","0","2","16","7","16","8","0","0","0","3"
"2020-05-18","0","1","0","-1","0","0","2","2","0","2","1","0","2","4","6","4","2","1","0","6","16","0","21","2","1","1","1","5","0","0","6","2","1","2","0","2","0","1","0","12","1","8","1","0","0","0","11"
"2020-05-19","1","1","0","5","1","1","5","0","0","6","1","-1","3","3","0","5","1","0","0","6","7","0","29","1","0","4","0","2","-3","0","4","-2","1","1","0","0","0","2","1","17","0","4","1","0","0","3","4"
"2020-05-20","0","4","0","2","0","0","5","2","0","0","0","0","4","-3","2","5","3","4","1","5","3","1","10","0","0","11","1","3","0","0","1","3","3","4","0","0","0","2","3","20","4","4","1","0","0","2","9"
"2020-05-21","0","1","1","4","2","0","2","4","0","8","0","0","3","0","3","8","3","2","1","13","13","0","25","4","0","19","0","6","8","0","3","6","1","8","0","3","0","2","7","15","5","6","7","0","0","6","7"
"2020-05-22","0","5","0","2","0","0","8","2","0","17","1","3","10","-1","3","2","8","6","1","3","11","1","20","3","1","26","2","8","4","0","3","12","3","3","1","8","1","3","6","31","0","18","8","0","0","9","5"
"2020-05-23","-1","3","0","-1","0","2","18","3","0","10","1","2","11","0","3","2","1","11","1","3","14","2","31","3","0","12","6","10","1","0","6","11","3","18","0","0","1","13","4","16","2","11","5","0","0","9","10"
"2020-05-24","0","4","0","0","0","0","3","1","0","8","2","5","2","4","6","2","0","5","0","1","15","4","55","0","3","6","2","1","0","1","4","5","1","2","0","2","4","4","6","12","2","21","2","0","0","5","1"
"2020-05-25","0","5","0","0","1","0","1","3","0","3","0","1","1","0","-1","1","1","-2","1","1","-1","9","14","0","1","0","0","0","0","0","7","5","1","1","0","0","0","4","4","5","0","5","1","0","0","4","6"
"2020-05-26","0","3","0","3","0","0","6","1","1","7","3","3","9","1","2","7","4","2","0","0","3","2","44","10","0","5","1","5","1","1","9","14","1","5","0","2","0","9","3","20","1","36","0","0","3","5","6"
"2020-05-27","0","3","0","1","0","0","4","0","0","8","0","4","8","1","0","6","3","9","0","3","7","0","20","11","-1","10","0","7","2","1","1","9","1","15","0","1","1","8","1","19","0","17","10","0","1","5","11"
"2020-05-28","2","5","0","4","0","1","5","5","0","2","0","0","2","1","10","2","0","-1","2","0","10","0","18","18","2","3","0","5","2","3","1","8","0","5","0","2","1","1","1","27","2","5","2","0","0","1","8"
"2020-05-29","2","2","0","8","0","0","10","4","1","8","2","3","14","0","6","14","1","11","0","5","15","3","79","7","0","15","0","7","3","2","3","8","1","12","0","4","1","7","9","29","3","21","6","0","1","2","14"
"2020-05-30","0","3","0","0","1","1","15","2","3","23","0","12","15","5","9","8","6","3","0","6","6","-1","8","1","0","7","2","5","1","2","5","28","0","12","0","5","0","11","2","24","2","1","13","0","0","4","13"
"2020-05-31","3","3","1","5","0","1","9","3","1","8","5","6","16","0","4","11","3","2","0","5","12","3","150","13","1","15","1","3","5","0","1","20","1","10","1","3","0","10","18","33","1","61","6","0","1","3","9"
"2020-06-01","2","9","3","2","0","2","4","2","1","17","4","3","4","0","5","4","1","3","0","2","20","1","71","5","1","22","0","6","5","1","0","12","2","2","0","-1","4","12","6","12","3","20","3","0","0","2","10"
"2020-06-02","2","2","0","3","1","0","9","7","-1","12","0","4","3","1","4","9","4","-4","0","0","3","1","61","1","0","18","1","1","26","1","3","20","1","10","0","1","1","9","10","12","0","8","9","0","3","7","4"
"2020-06-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-05","1","8","1","19","10","4","19","15","4","63","6","9","33","2","14","8","7","24","3","22","29","4","183","12","0","64","2","29","23","8","6","89","2","15","1","8","0","32","12","124","3","56","30","0","0","9","25"
"2020-06-06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-07","4","-8","0","16","3","2","13","16","2","67","20","7","11","2","14","12","11","17","2","3","10","3","126","12","3","82","2","11","12","11","2","70","10","8","0","8","3","13","11","82","1","81","36","0","1","2","19"
"2020-06-08","7","4","0","1","0","0","14","9","1","35","1","6","3","0","2","2","1","10","0","5","7","9","115","11","4","58","1","5","2","4","0","43","0","5","1","3","3","18","10","46","2","31","10","0","0","4","21"
"2020-06-09","2","1","0","9","0","0","20","9","1","24","4","1","6","3","4","3","0","3","-1","5","3","6","47","15","1","44","2","7","11","5","2","34","-1","0","0","5","0","10","5","79","0","12","22","0","0","1","24"
"2020-06-10","0","3","0","-2","0","0","19","24","0","34","2","0","9","2","11","1","1","-5","1","3","3","3","149","1","-1","83","0","6","6","4","2","28","0","4","0","1","4","4","14","65","0","10","15","0","0","1","26"
"2020-06-11","3","6","1","8","3","0","24","20","1","41","2","3","7","9","6","8","2","9","1","5","21","14","121","36","5","46","2","7","12","8","-1","51","3","6","0","2","5","14","16","68","2","8","47","0","1","8","21"
"2020-06-12","-1","3","0","11","1","0","33","11","3","49","8","1","9","5","12","1","6","7","1","-1","19","15","132","24","0","87","2","15","-2","11","1","57","2","5","0","3","3","8","20","70","2","44","24","0","1","4","23"
"2020-06-13","1","3","0","10","1","0","26","18","3","56","5","2","3","2","13","4","2","15","1","2","23","18","155","14","0","101","0","11","9","9","0","49","7","5","0","2","3","21","19","64","0","51","14","0","2","8","33"
"2020-06-14","4","4","0","25","4","0","24","22","3","77","1","4","7","8","8","3","1","20","1","2","21","14","141","31","0","96","0","14","7","11","3","57","8","5","0","4","5","29","15","75","6","21","32","0","1","4","22"
"2020-06-15","3","2","0","6","3","1","25","20","5","73","1","3","1","8","3","3","1","11","1","4","12","17","91","8","0","61","1","4","2","23","0","29","2","1","0","6","6","35","7","42","2","33","7","0","1","3","16"
"2020-06-16","3","6","1","5","2","1","32","21","8","65","0","2","1","-1","8","4","0","1","0","1","7","-1","61","3","0","103","1","13","11","8","2","32","3","0","0","3","7","21","23","59","4","34","15","0","2","7","34"
"2020-06-17","0","6","0","9","0","0","26","7","1","34","3","2","2","5","2","6","5","9","0","1","22","22","71","5","0","120","1","8","11","8","0","38","5","4","0","2","1","2","22","52","1","20","7","5","1","6","14"
"2020-06-18","0","10","0","14","3","0","48","24","1","139","1","0","5","-1","3","3","10","21","0","5","16","31","163","2","0","143","8","16","7","10","7","44","5","4","0","6","5","13","19","78","3","42","35","-5","3","7","29"
"2020-06-19","0","5","4","25","1","1","39","57","10","151","2","4","6","3","3","5","2","16","2","8","7","-6","107","23","3","137","2","17","21","13","1","79","4","8","0","1","5","27","62","85","5","58","46","0","1","13","12"
"2020-06-20","13","6","0","23","6","2","56","48","4","174","4","3","3","8","17","2","4","30","2","7","23","13","123","8","1","121","5","17","15","17","5","74","19","8","0","8","5","14","35","98","1","37","40","0","0","7","42"
"2020-06-21","2","7","0","18","6","0","41","36","7","108","3","4","2","2","10","3","3","34","4","4","20","18","134","18","0","113","4","12","9","18","3","40","5","6","0","7","26","35","35","34","3","17","15","0","4","4","31"
"2020-06-22","-1","5","1","20","0","1","27","45","4","208","6","8","11","6","1","8","4","3","1","2","56","11","98","3","1","123","6","26","13","17","2","22","9","7","0","5","18","18","30","41","2","47","34","0","4","6","46"
"2020-06-23","-1","2","0","22","1","2","27","51","1","207","1","5","6","8","7","2","1","33","1","7","18","17","54","8","3","135","5","13","9","15","9","42","4","6","0","6","-12","15","41","74","2","10","17","0","0","6","26"
"2020-06-24","5","21","0","22","9","4","40","45","0","166","8","3","7","5","6","7","6","29","2","3","19","17","250","10","0","183","5","11","8","9","-1","70","5","7","0","32","15","28","72","102","5","21","25","0","6","9","29"
"2020-06-25","8","12","1","3","3","1","32","65","8","212","4","4","3","9","15","2","11","31","0","2","23","34","126","10","3","125","3","6","31","36","0","41","6","3","0","5","16","27","13","76","-1","34","38","0","3","8","33"
"2020-06-26","1","11","0","17","4","2","29","49","-3","232","5","2","6","16","11","10","7","16","0","1","27","58","193","3","0","85","8","21","11","27","8","109","1","7","0","7","19","27","29","108","3","57","40","0","1","6","42"
"2020-06-27","3","10","1","27","1","4","54","38","-1","281","6","2","10","3","11","11","8","52","0","7","40","31","155","43","2","221","7","7","18","31","4","71","5","0","0","3","32","22","67","128","6","60","51","0","1","13","58"
"2020-06-28","0","10","0","11","7","2","59","57","4","239","6","9","5","1","12","11","26","43","0","1","30","9","195","10","2","184","11","13","9","35","7","55","15","1","1","31","20","27","27","93","3","43","7","0","0","2","48"
"2020-06-29","3","13","0","15","12","2","27","58","1","273","3","2","4","2","17","6","9","33","3","8","25","5","154","9","3","165","1","12","26","15","2","70","2","3","3","25","8","24","31","78","3","72","19","0","11","6","61"
"2020-06-30","7","29","0","30","10","2","71","62","4","373","9","12","3","4","5","12","6","85","0","10","40","18","114","26","3","169","10","25","28","49","4","100","15","1","2","6","8","53","26","155","2","65","37","0","6","11","48"
"2020-07-01","0","19","2","27","4","3","59","101","12","262","4","4","7","5","4","7","3","61","7","4","31","31","109","13","2","229","6","30","18","18","4","90","4","5","0","12","11","30","20","114","7","54","21","0","1","12","53"
"2020-07-02","6","28","8","41","13","4","43","108","0","326","11","12","3","5","10","9","9","71","3","1","36","17","253","21","1","180","4","13","13","32","2","75","2","3","0","6","19","36","41","125","4","104","35","0","4","1","44"
"2020-07-03","-1","17","0","66","10","2","51","114","4","418","4","16","9","12","9","8","5","84","4","2","30","43","126","1","5","236","28","17","13","25","6","45","20","1","1","17","14","40","25","109","5","31","43","0","3","8","105"
"2020-07-04","1","37","0","19","4","3","37","75","2","343","7","5","4","7","12","15","9","76","5","6","59","74","199","6","2","358","0","19","28","19","6","41","28","2","3","4","14","29","21","147","2","37","27","0","3","9","50"
"2020-07-05","5","19","3","16","3","4","49","73","1","275","5","5","4","4","14","8","6","70","4","2","29","35","168","27","5","158","8","23","8","25","1","74","13","3","0","7","12","35","37","114","9","57","10","0","1","5","27"
"2020-07-06","11","9","3","21","1","4","53","114","1","328","4","5","7","4","6","6","8","59","1","3","31","-27","155","34","1","235","10","23","16","18","2","66","5","3","5","14","4","19","21","89","4","63","13","0","14","6","61"
"2020-07-07","-1","14","0","26","3","2","105","49","2","94","15","4","7","4","17","6","6","22","1","3","12","13","49","4","0","130","20","7","3","18","20","60","1","2","0","24","16","18","7","57","1","54","40","0","4","4","29"
"2020-07-08","3","15","0","62","3","0","65","80","5","264","12","5","14","0","10","11","6","75","5","6","31","47","167","50","1","169","7","10","5","18","1","90","4","6","2","8","8","29","35","71","9","74","8","0","7","14","45"
"2020-07-09","1","30","9","22","4","5","38","125","3","362","10","6","1","8","12","4","7","65","2","6","34","33","208","20","5","189","6","15","15","23","0","65","9","1","4","11","15","45","30","126","5","75","49","0","6","6","67"
"2020-07-10","3","24","2","35","2","8","91","111","23","262","9","14","10","1","9","12","7","62","2","4","33","5","210","28","-1","172","27","10","18","25","9","73","5","0","4","22","38","38","43","101","5","80","8","0","5","4","75"
"2020-07-11","9","37","8","52","11","16","105","87","8","311","5","12","6","18","26","17","6","85","11","25","45","39","276","70","9","208","10","14","22","41","-3","84","5","1","7","16","17","74","35","151","13","125","60","0","15","12","79"
"2020-07-12","3","61","2","26","13","3","67","98","8","283","8","12","11","6","15","15","8","85","4","9","51","23","216","32","5","208","7","13","23","23","8","109","17","5","6","26","15","34","31","153","9","97","48","0","1","6","46"
"2020-07-13","4","38","3","46","15","2","34","86","10","280","10","8","10","2","2","9","13","83","5","8","38","8","116","25","3","112","5","7","2","9","-1","93","4","1","2","4","5","52","16","120","9","102","28","0","8","20","64"
"2020-07-14","5","65","4","67","7","18","78","160","4","415","11","8","9","11","33","18","5","59","6","5","69","31","203","21","11","150","7","26","13","24","6","115","14","6","0","23","12","45","30","234","10","86","40","0","1","16","40"
"2020-07-15","3","73","0","43","17","3","78","62","6","216","14","6","8","21","12","20","5","45","6","3","28","84","169","22","2","188","14","14","12","31","6","71","5","4","5","16","15","30","27","184","3","97","93","0","7","15","73"
"2020-07-16","5","30","9","70","17","13","109","106","12","211","12","15","10","9","13","18","9","56","4","28","62","-3","223","18","11","145","17","9","23","16","6","30","5","0","9","20","17","82","28","137","4","81","28","0","13","25","76"
"2020-07-17","6","21","11","52","7","7","53","134","13","294","13","11","5","8","17","21","10","102","4","4","62","21","170","58","12","115","8","20","21","48","9","90","10","4","6","8","19","54","47","206","15","79","25","0","3","9","65"
"2020-07-18","9","68","2","52","14","7","59","76","2","127","6","14","7","14","8","7","0","58","7","5","21","11","189","25","6","63","10","21","10","20","1","162","8","2","2","24","34","35","43","174","10","45","51","0","4","10","29"
"2020-07-19","5","35","8","32","42","24","91","126","15","339","16","11","25","22","10","37","10","151","11","7","103","23","193","21","21","154","9","37","24","16","7","101","19","7","5","23","16","93","31","120","11","91","21","0","8","45","158"
"2020-07-20","52","22","3","41","8","7","33","35","8","186","17","10","12","5","5","21","5","73","3","9","76","20","175","24","3","64","4","16","13","19","14","48","12","3","1","12","9","30","28","166","7","76","8","0","5","23","48"
"2020-07-21","4","12","4","63","9","11","63","103","5","162","13","11","16","14","20","37","14","11","5","19","68","35","145","33","26","190","22","36","22","22","6","110","13","7","6","13","7","43","39","192","11","49","95","0","21","9","76"
"2020-07-22","3","48","3","32","8","6","79","85","2","183","19","18","14","15","24","32","7","81","9","0","46","12","104","10","1","112","20","21","26","42","5","86","8","4","0","45","8","59","14","173","5","86","67","0","14","12","57"
"2020-07-23","6","14","4","53","8","9","62","81","10","166","10","13","16","24","11","13","9","41","2","4","64","16","133","19","4","92","7","21","19","31","8","105","6","7","6","13","30","46","10","106","0","46","93","0","11","19","96"
"2020-07-24","5","39","0","53","13","12","90","73","10","221","59","18","16","23","13","29","9","88","14","7","109","23","170","21","25","122","13","19","26","43","8","122","11","5","1","22","17","65","22","158","2","49","67","0","6","24","59"
