"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-07-23","  1.74 %","  6.90 %","  2.80 %","  5.00 %","   .00 %","   .00 %","   .00 %","  3.25 %","  4.88 %","  1.23 %","  3.32 %","   .88 %","  2.33 %","   .00 %","  4.08 %","  1.94 %"
"2020-07-24","   .00 %"," 22.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.06 %","   .78 %","   .00 %","   .99 %","   .00 %","  4.55 %","   .00 %"," -1.96 %","   .00 %"
"2020-07-25","  9.40 %"," 13.16 %","  1.82 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  4.37 %","  3.08 %","  7.27 %","  1.96 %","  7.02 %","  6.52 %","   .00 %","  8.00 %","  4.76 %"
"2020-07-26","   .00 %"," -2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .84 %","   .75 %","   .00 %","   .24 %","   .82 %","   .00 %","   .00 %","  1.85 %","   .45 %"
"2020-07-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.06 %","   .74 %","   .56 %","   .00 %","  -.81 %","   .00 %","   .00 %"," -1.82 %","   .00 %"
"2020-07-28","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.15 %","  4.41 %","   .56 %","  3.11 %","   .82 %","   .00 %","   .00 %","   .00 %","  2.26 %"
"2020-07-29","   .00 %","   .00 %","  1.79 %"," 14.29 %","   .00 %","   .00 %"," 11.11 %","  1.75 %","  2.11 %","   .56 %","   .00 %","   .00 %","   .00 %","-##.## %","   .00 %","  1.77 %"
"2020-07-30","   .78 %","  6.82 %","  2.63 %"," 20.83 %"," 33.33 %","   .00 %","   .00 %","  5.01 %","  2.76 %","  3.89 %","  4.41 %","  7.32 %","  2.04 %","   .00 %","  9.26 %","  7.39 %"
"2020-07-31","   .78 %","  2.13 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","  2.14 %","   .00 %","   .00 %","  2.00 %","  3.03 %","   .00 %","   .00 %","  1.69 %","  2.83 %"
"2020-08-01","  3.85 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","  2.68 %","   .53 %","   .65 %","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-02","   .74 %","   .00 %"," -1.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .00 %","  1.67 %","  1.97 %"
"2020-08-03","   .00 %","  2.04 %","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.64 %","  1.54 %"
"2020-08-04","   .00 %","   .00 %","   .86 %","   .00 %"," 22.22 %","   .00 %","   .00 %","  2.13 %","  2.61 %","  2.13 %","   .65 %","   .71 %","   .00 %","   .00 %","  3.23 %","  1.52 %"
"2020-08-05","   .74 %","  4.00 %","   .00 %"," 17.24 %","  9.09 %","   .00 %","   .00 %","  2.37 %","  2.55 %","  2.60 %","   .86 %","  2.11 %","  2.00 %","   .00 %","  1.56 %","  3.37 %"
"2020-08-06","   .73 %","   .00 %"," -1.71 %","  5.88 %","   .00 %","   .00 %"," 10.00 %","  2.50 %","   .00 %","   .00 %","  2.35 %","  1.38 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-07","   .00 %","   .00 %","  1.74 %","  5.56 %","  8.33 %","   .00 %","  9.09 %","  2.12 %","  2.48 %","  1.02 %","   .42 %","  6.80 %","  1.96 %","   .00 %","  3.08 %","  1.45 %"
"2020-08-08","   .72 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %","  1.73 %","   .00 %","   .00 %","  1.45 %","  -.64 %","  1.92 %","   .00 %","   .00 %","  2.14 %"
"2020-08-09","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .26 %","  1.82 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .70 %"
"2020-08-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .35 %"
"2020-08-11","   .00 %","  3.85 %","   .00 %","  5.26 %","  6.25 %","   .00 %","   .00 %","  1.10 %","  1.79 %","  1.00 %","  2.45 %","   .00 %","   .00 %","   .00 %","  1.49 %"," -1.38 %"
"2020-08-12","   .00 %","  3.70 %","  1.71 %","  2.50 %"," 11.76 %","   .00 %","   .00 %","  4.66 %","  4.09 %","   .99 %","   .80 %","  5.13 %","  1.89 %","   .00 %","  4.41 %","  1.75 %"
"2020-08-13","   .72 %","  1.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .96 %","  1.12 %","   .00 %","  1.19 %","   .00 %","  1.85 %","   .00 %","   .00 %","   .34 %"
"2020-08-14","   .00 %","   .00 %","   .00 %","  2.44 %","  5.26 %","   .00 %","   .00 %","   .75 %","   .56 %","   .49 %","  2.54 %","  1.22 %","   .00 %","   .00 %","  1.41 %","   .34 %"
"2020-08-15","  1.43 %","   .00 %","   .84 %","   .00 %","  5.00 %","   .00 %","   .00 %","  1.93 %","  1.66 %","  1.46 %","  1.15 %","  1.81 %","   .00 %","   .00 %","  1.39 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %","   .00 %","   .00 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .68 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .62 %","   .54 %","   .00 %","   .56 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-19","  1.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  3.25 %","  2.16 %","  2.40 %","   .56 %","   .00 %","   .00 %","   .00 %","  1.37 %","  1.36 %"
"2020-08-20","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.56 %","  1.06 %","   .00 %","  -.56 %","  2.92 %","   .00 %","   .00 %","  2.70 %","   .34 %"
"2020-08-21","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-##.## %","   .00 %","   .00 %"
"2020-08-22","  2.07 %"," -1.75 %","   .83 %","  2.38 %","   .00 %","   .00 %","  7.69 %","  1.20 %","  1.57 %","  1.41 %","  3.18 %","   .57 %","   .00 %","   .00 %","   .00 %","  1.67 %"
"2020-08-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %"
"2020-08-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
