"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-04-22","  4.17 %","  3.98 %","  9.08 %","","","   .00 %","  9.32 %","  3.11 %","  8.93 %"," 11.90 %"," 11.11 %",""," 11.34 %","  9.06 %"," 12.19 %"," ##.## %"," 10.02 %"
"2020-04-23","  1.95 %","  3.98 %","  5.27 %","","","   .00 %","  6.93 %","  3.11 %","  6.44 %","  8.57 %","  8.32 %","","  8.80 %","  6.48 %","  9.26 %"," ##.## %","  8.12 %"
"2020-04-24","   .95 %","  1.48 %","  2.07 %","","","   .00 %","  3.44 %","  2.31 %","  3.13 %","  8.57 %","  3.01 %","","  3.77 %","  1.53 %","  4.15 %"," ##.## %","  3.33 %"
"2020-04-25"," 14.59 %","  2.86 %","  9.15 %","","","   .00 %"," 10.87 %","  4.38 %","  8.95 %"," 28.57 %"," 12.40 %",""," 11.36 %"," 11.60 %"," 11.59 %"," ##.## %"," 10.85 %"
"2020-04-26"," 13.64 %","  1.38 %","  7.08 %","","","   .00 %","  7.43 %","  2.07 %","  5.82 %"," 20.00 %"," 10.70 %","","  7.59 %"," 10.07 %","  7.44 %"," ##.## %","  7.52 %"
"2020-04-27"," 14.72 %","  1.38 %","  8.16 %","","","   .00 %","  8.80 %","  2.69 %","  7.22 %"," 26.00 %"," 11.59 %","","  9.04 %"," 12.71 %"," 10.35 %"," ##.## %"," 11.02 %"
"2020-04-28"," 14.72 %","  1.38 %"," 10.79 %","","","   .00 %"," 10.13 %","  2.69 %","  7.75 %"," 26.77 %"," 12.48 %","","  9.92 %"," 14.05 %"," 11.29 %"," ##.## %"," 12.32 %"
"2020-04-29"," 15.23 %","  3.31 %"," 12.08 %","","","   .00 %"," 12.33 %","  3.91 %","  8.44 %"," 26.03 %"," 14.42 %",""," 11.53 %"," 15.37 %"," 12.78 %"," ##.## %"," 14.41 %"
"2020-04-30","  3.09 %","  2.52 %","  5.84 %","","","   .00 %","  5.98 %","  2.98 %","  3.46 %","  9.11 %","  6.10 %","","  4.56 %","  6.18 %","  6.14 %"," ##.## %","  7.84 %"
"2020-05-01","  4.02 %","  3.10 %","  7.01 %","","","   .00 %","  6.52 %","  2.98 %","  3.89 %"," 10.44 %","  5.74 %","","  5.48 %","  7.30 %","  7.13 %","-22.37 %","  8.83 %"
"2020-05-02","  3.39 %","  3.10 %","  6.48 %","","","   .00 %","  6.19 %","  2.35 %","  2.81 %","  5.06 %","  5.71 %","","  4.53 %","  5.39 %","  4.91 %","-10.17 %","  6.34 %"
"2020-05-03","  3.82 %","  3.10 %","  5.03 %","","","   .00 %","  5.47 %","  2.35 %","  2.84 %","  6.11 %","  5.88 %","","  4.21 %","  4.77 %","  4.64 %"," 12.33 %","  6.40 %"
"2020-05-04","  3.31 %","  1.16 %","  4.44 %","","","   .00 %","  3.80 %","  1.14 %","  2.65 %","  6.85 %","  4.45 %","","  2.78 %","  4.06 %","  3.42 %"," 12.33 %","  4.82 %"
"2020-05-05","  2.23 %","   .57 %","  4.08 %","","","   .00 %","  3.31 %","   .00 %","  2.16 %","  9.89 %","  4.00 %","","  2.88 %","  3.66 %","  3.06 %"," 12.33 %","  4.56 %"
"2020-05-06","  4.22 %","   .56 %","  4.16 %","","","   .00 %","  4.06 %","   .54 %","  2.21 %","  8.55 %","  3.87 %","","  2.69 %","  3.47 %","  3.15 %"," -3.10 %","  5.63 %"
"2020-05-07","  4.50 %","   .56 %","  4.42 %","","","   .00 %","  3.62 %","  1.07 %","  2.32 %","  8.35 %","  3.63 %","","  2.60 %","  3.14 %","  3.11 %","  3.57 %","  5.72 %"
"2020-05-08","  5.47 %","   .56 %","  4.96 %","","","   .00 %","  3.80 %","  2.09 %","  2.07 %","  6.54 %","  3.10 %","","  2.53 %","  3.03 %","  3.05 %","-11.43 %","  5.34 %"
"2020-05-09","  7.11 %","   .56 %","  4.89 %","","","   .00 %","  4.08 %","  2.58 %","  1.75 %","  7.37 %","  3.24 %","","  2.73 %","  2.90 %","  3.36 %","-11.43 %","  5.62 %"
"2020-05-10","  7.29 %","   .56 %","  4.87 %","","","   .00 %","  4.10 %","  2.58 %","  1.59 %","  3.26 %","  3.26 %","","  2.48 %","  2.88 %","  3.35 %","  1.90 %","  6.07 %"
"2020-05-11","  5.85 %","   .00 %","  4.23 %","","","   .00 %","  3.58 %","  2.04 %","  1.51 %","  3.99 %","  2.91 %","","  2.09 %","  2.71 %","  2.63 %"," 13.33 %","  4.60 %"
"2020-05-12","  5.12 %","   .00 %","  3.71 %","","","   .00 %","  3.25 %","  1.51 %","  1.35 %","  3.56 %","  2.44 %","","  1.75 %","  2.37 %","  2.01 %","  9.33 %","  3.60 %"
"2020-05-13","  5.36 %","   .00 %","  2.71 %","","","   .00 %","  3.22 %","   .96 %","  1.50 %","  6.02 %","  2.52 %","","  1.65 %","  2.49 %","  1.87 %","  9.33 %","  3.92 %"
"2020-05-14","  4.48 %","   .00 %","  2.70 %","","","   .00 %","  3.02 %","   .48 %","  1.82 %","  5.81 %","  2.57 %","","  1.86 %","  2.53 %","  1.55 %","  4.33 %","  4.55 %"
"2020-05-15","  4.85 %","   .00 %","  2.64 %","",""," 20.00 %","  3.13 %","   .48 %","  1.93 %","  4.11 %","  2.22 %","","  1.79 %","  2.48 %","  1.36 %","-15.67 %","  3.95 %"
"2020-05-16","  4.31 %","   .00 %","  2.70 %","",""," 10.00 %","  2.75 %","   .94 %","  2.01 %","  3.98 %","  2.10 %","","  1.70 %","  2.21 %","  1.26 %"," -5.67 %","  3.96 %"
"2020-05-17","  4.98 %","   .00 %","  2.86 %","",""," 10.00 %","  2.74 %","   .94 %","  2.15 %","  4.85 %","  2.31 %","","  1.81 %","  2.38 %","  1.46 %"," -1.67 %","  4.41 %"
"2020-05-18","  3.76 %","   .00 %","  2.39 %","",""," 10.00 %","  2.34 %","   .92 %","  1.71 %","  2.39 %","  1.95 %","","  1.50 %","  1.82 %","  1.15 %"," -1.67 %","  3.52 %"
"2020-05-19","  3.21 %","   .00 %","  2.13 %","",""," 10.00 %","  1.92 %","   .92 %","  1.36 %","  2.05 %","  1.59 %","","  1.10 %","  1.56 %","   .98 %","  3.33 %","  2.64 %"
"2020-05-20","  2.65 %","   .00 %","  2.21 %","","","-10.00 %","  1.70 %","  1.36 %","  1.27 %","  2.57 %","  1.65 %","","  1.08 %","  1.62 %","  1.00 %"," 10.00 %","  3.05 %"
"2020-05-21","  1.93 %","   .00 %","  1.97 %","","","   .00 %","  1.64 %","   .90 %","  1.05 %","  1.97 %","  1.53 %","","  1.09 %","  1.37 %","   .88 %","   .00 %","  2.93 %"
"2020-05-22","  2.07 %","   .54 %","  1.98 %","","","   .00 %","  1.65 %","   .90 %","   .80 %","  1.10 %","  1.42 %","","  1.24 %","  1.36 %","   .78 %","   .00 %","  2.77 %"
"2020-05-23","  2.42 %","   .54 %","  2.24 %","","","   .00 %","  1.43 %","   .44 %","   .91 %","  1.36 %","  1.38 %","","  1.23 %","  1.55 %","   .84 %","   .00 %","  2.80 %"
"2020-05-24","  2.58 %","   .54 %","  2.26 %","","","   .00 %","  1.51 %","   .88 %","   .79 %","  1.34 %","  1.12 %","","  1.25 %","  1.57 %","  1.01 %","  6.67 %","  2.61 %"
"2020-05-25","  2.35 %","   .54 %","  2.10 %","","","   .00 %","  1.10 %","   .43 %","   .64 %","  1.04 %","   .87 %","","   .92 %","  1.30 %","   .78 %","  6.67 %","  2.06 %"
"2020-05-26","  2.14 %","  1.07 %","  2.06 %","","","   .00 %","   .92 %","   .43 %","   .48 %","  1.54 %","   .76 %","","   .83 %","  1.40 %","   .75 %","  6.67 %","  1.81 %"
"2020-05-27","  1.52 %","  1.04 %","  2.01 %","","","   .00 %","   .84 %","   .43 %","   .63 %","  1.54 %","   .70 %","","   .59 %","  1.50 %","   .77 %"," 11.67 %","  1.89 %"
"2020-05-28","  1.46 %","  1.04 %","  1.97 %","","","   .00 %","  1.09 %","   .43 %","   .77 %","  1.52 %","   .68 %","","   .64 %","  1.47 %","   .60 %"," 15.67 %","  2.05 %"
"2020-05-29","  1.26 %","  1.04 %","  1.83 %","","","   .00 %","  1.07 %","   .00 %","   .98 %","  1.98 %","   .84 %","","   .73 %","  1.31 %","   .54 %","  9.00 %","  1.90 %"
"2020-05-30","   .90 %","  1.04 %","  1.80 %","","","   .00 %","  1.05 %","   .00 %","  1.05 %","  1.93 %","   .89 %","","   .78 %","  1.33 %","   .68 %","  9.00 %","  1.71 %"
"2020-05-31","  1.08 %","   .51 %","  1.67 %","","","   .00 %","  1.24 %","   .00 %","  1.22 %","  1.66 %","  1.02 %","","   .75 %","  1.12 %","   .63 %"," 12.33 %","  1.85 %"
"2020-06-01","  1.24 %","   .00 %","  1.93 %","","","   .00 %","  1.98 %","   .00 %","  1.65 %","  1.66 %","  1.27 %","","  1.16 %","  1.18 %","  1.06 %"," 27.33 %","  1.70 %"
"2020-06-02","   .52 %","   .00 %","  1.75 %","","","   .00 %","  1.66 %","   .00 %","  1.42 %","  1.64 %","  1.24 %","","  1.13 %","  1.05 %","  1.15 %"," 20.48 %","  1.37 %"
"2020-06-03","   .85 %","   .00 %","  1.77 %","","","   .00 %","  1.57 %","   .00 %","  1.34 %","  1.58 %","  1.15 %","","   .95 %","  1.08 %","  1.07 %"," 20.48 %","  1.51 %"
"2020-06-04","  1.03 %","   .00 %","  1.97 %","","","   .00 %","  1.65 %","   .00 %","  1.27 %","  1.33 %","  1.14 %","","   .94 %","  1.11 %","  1.02 %"," 17.14 %","  1.37 %"
"2020-06-05","  1.18 %","   .00 %","  1.86 %","","","   .00 %","  1.38 %","   .43 %","  1.02 %","  1.32 %","   .97 %","","   .82 %","  1.03 %","  1.15 %","  7.81 %","  1.17 %"
"2020-06-06","   .84 %","   .00 %","  1.71 %","","","   .00 %","   .61 %","   .43 %","   .56 %","  1.32 %","   .61 %","","   .42 %","   .91 %","   .60 %"," -9.33 %","  1.03 %"
"2020-06-07","   .84 %","   .00 %","  1.52 %","","","   .00 %","   .65 %","   .43 %","   .56 %","  1.73 %","   .50 %","","   .42 %","   .80 %","   .48 %"," -6.48 %","   .82 %"
"2020-06-08","   .33 %","   .50 %","  1.42 %","","","   .00 %","   .55 %","   .84 %","   .46 %","  1.47 %","   .41 %","","   .37 %","   .79 %","   .50 %"," -6.48 %","   .57 %"
"2020-06-09","   .33 %","   .50 %","  1.25 %","","","   .00 %","   .60 %","   .84 %","   .52 %","  1.25 %","   .36 %","","   .37 %","   .82 %","   .48 %","  1.86 %","   .69 %"
"2020-06-10","   .65 %","   .50 %","  1.37 %","","","   .00 %","   .68 %","   .42 %","   .62 %","  1.04 %","   .35 %","","   .42 %","   .91 %","   .30 %","  7.86 %","   .75 %"
"2020-06-11","   .65 %","   .50 %","  1.05 %","","","   .00 %","   .65 %","   .42 %","   .48 %","  1.04 %","   .37 %","","   .39 %","   .80 %","   .32 %","  5.00 %","   .70 %"
"2020-06-12","   .65 %","   .99 %","  1.13 %","","","   .00 %","   .63 %","   .82 %","   .38 %","  1.01 %","   .45 %","","   .44 %","   .93 %","   .37 %","  5.00 %","   .79 %"
"2020-06-13","   .81 %","   .49 %","  1.40 %","","","   .00 %","   .69 %","   .41 %","   .48 %","   .60 %","   .43 %","","   .37 %","   .86 %","   .26 %","  5.00 %","   .86 %"
"2020-06-14","  1.12 %","   .49 %","  1.42 %","","","   .00 %","   .58 %","   .81 %","   .48 %","   .60 %","   .42 %","","   .41 %","   .59 %","   .32 %","   .00 %","   .85 %"
"2020-06-15","   .47 %","   .49 %","  1.24 %","","   .00 %","   .00 %","   .52 %","   .81 %","   .35 %","   .60 %","   .44 %","   .00 %","   .39 %","   .59 %","   .32 %","   .00 %","   .63 %"
"2020-06-16","   .62 %","   .49 %","  1.12 %","","","-20.00 %","   .40 %","   .81 %","   .28 %","   .60 %","   .37 %","","   .34 %","   .55 %","   .30 %"," -2.00 %","   .65 %"
"2020-06-17","   .93 %","   .00 %","  1.26 %","","","-20.00 %","   .42 %","   .79 %","   .41 %","   .39 %","   .42 %","","   .47 %","   .39 %","   .38 %"," -2.00 %","   .74 %"
"2020-06-18","  1.07 %","   .00 %","  1.04 %","","","-20.00 %","   .42 %","   .79 %","   .28 %","   .58 %","   .45 %","","   .52 %","   .48 %","   .42 %","   .22 %","   .60 %"
"2020-06-19","   .91 %","   .95 %","   .80 %","","","-20.00 %","   .36 %","   .39 %","   .22 %","   .58 %","   .40 %","","   .43 %","   .60 %","   .44 %","   .22 %","   .52 %"
"2020-06-20","   .91 %","   .95 %","   .80 %","","","-20.00 %","   .38 %","   .78 %","   .25 %","   .58 %","   .43 %","","   .40 %","   .47 %","   .46 %","   .22 %","   .59 %"
"2020-06-21","   .90 %","   .95 %","   .83 %","","","   .00 %","   .45 %","   .78 %","   .19 %","   .77 %","   .47 %","","   .47 %","   .44 %","   .54 %","  2.22 %","   .52 %"
"2020-06-22","   .74 %","   .95 %","   .67 %","","","   .00 %","   .38 %","   .38 %","   .06 %","   .38 %","   .31 %","","   .24 %","   .47 %","   .41 %","  2.22 %","   .34 %"
"2020-06-23","   .73 %","   .95 %","   .52 %","","","   .00 %","   .34 %","   .38 %","   .09 %","   .19 %","   .27 %","","   .31 %","   .34 %","   .27 %"," -4.00 %","   .36 %"
"2020-06-24","   .58 %","   .00 %","   .66 %","","","   .00 %","   .34 %","   .38 %","   .22 %","   .38 %","   .32 %","","   .35 %","   .34 %","   .27 %"," -4.00 %","   .47 %"
"2020-06-25","   .73 %","   .00 %","   .70 %","","","   .00 %","   .28 %","   .38 %","   .19 %","   .56 %","   .27 %","","   .35 %","   .40 %","   .35 %"," -9.00 %","   .44 %"
"2020-06-26","   .86 %","   .00 %","   .84 %","","","   .00 %","   .30 %","   .38 %","   .28 %","   .37 %","   .35 %","","   .33 %","   .46 %","   .39 %"," -5.67 %","   .44 %"
"2020-06-27","   .72 %","   .00 %","   .76 %","","","   .00 %","   .35 %","   .38 %","   .37 %","   .56 %","   .44 %","","   .28 %","   .43 %","   .51 %"," -5.67 %","   .37 %"
"2020-06-28","   .57 %","   .00 %","   .72 %","","","   .00 %","   .33 %","   .38 %","   .43 %","   .56 %","   .47 %","","   .17 %","   .49 %","   .57 %"," -1.67 %","   .35 %"
"2020-06-29","   .71 %","   .00 %","   .71 %","","","   .00 %","   .42 %","   .38 %","   .30 %","   .37 %","   .46 %","","   .15 %","   .46 %","   .46 %"," -1.67 %","   .22 %"
"2020-06-30","   .42 %","   .00 %","   .57 %","","","   .00 %","   .33 %","   .00 %","   .03 %","   .18 %","   .28 %","","  -.02 %","   .33 %","   .24 %","  3.33 %","   .07 %"
"2020-07-01","   .14 %","   .00 %","   .32 %","","","   .00 %","   .22 %","   .00 %","  -.06 %","   .18 %","   .13 %","","  -.09 %","   .21 %","   .10 %","   .00 %","   .00 %"
"2020-07-02","   .56 %","   .00 %","   .70 %","","","   .00 %","   .27 %","   .37 %","   .06 %","   .73 %","   .20 %","","   .13 %","   .09 %","   .08 %","   .00 %","   .30 %"
"2020-07-03","   .55 %","   .45 %","   .66 %","","","   .00 %","   .31 %","   .37 %","  -.03 %","   .90 %","   .16 %","","   .15 %","   .06 %","   .10 %","   .00 %","   .30 %"
"2020-07-04","   .55 %","   .45 %","   .52 %","","","   .00 %","   .23 %","   .37 %","   .00 %","  1.08 %","   .16 %","","   .15 %","   .03 %","   .02 %","   .00 %","   .28 %"
"2020-07-05","   .69 %","   .45 %","   .56 %","","","   .00 %","   .27 %","   .37 %","   .33 %","  1.08 %","   .30 %","","   .37 %","   .09 %","   .10 %","   .00 %","   .45 %"
"2020-07-06","   .82 %","   .45 %","   .62 %","","","   .00 %","   .32 %","   .37 %","   .45 %","  1.08 %","   .33 %","","   .37 %","   .09 %","   .12 %","   .00 %","   .48 %"
"2020-07-07","   .41 %","   .45 %","   .17 %","","","   .00 %","   .27 %","   .00 %","   .33 %","   .35 %","   .22 %","","   .17 %","   .18 %","   .00 %","   .00 %","   .19 %"
"2020-07-08","   .27 %","   .00 %","   .17 %","","","   .00 %","   .27 %","   .00 %","   .30 %","   .17 %","   .29 %","","   .19 %","   .24 %","   .06 %","   .00 %","   .30 %"
"2020-07-09","   .13 %","   .00 %","   .14 %","","","   .00 %","   .25 %","   .36 %","   .21 %","   .17 %","   .28 %","","   .28 %","   .21 %","   .10 %","   .00 %","   .36 %"
"2020-07-10","   .27 %","   .00 %","   .20 %","","","   .00 %","   .30 %","   .36 %","   .18 %","   .17 %","   .31 %","","   .34 %","   .27 %","   .18 %","   .00 %","   .36 %"
"2020-07-11","   .13 %","   .00 %","   .20 %","","","   .00 %","   .25 %","   .72 %","   .12 %","   .17 %","   .33 %","","   .36 %","   .30 %","   .20 %","   .00 %","   .34 %"
"2020-07-12","   .13 %","   .00 %","   .30 %","","","   .00 %","   .19 %","   .72 %","   .18 %","   .17 %","   .29 %","","   .36 %","   .30 %","   .24 %","   .00 %","   .32 %"
"2020-07-13","   .13 %","   .00 %","   .30 %","","","   .00 %","   .09 %","   .72 %","   .18 %","   .17 %","   .25 %","","   .32 %","   .18 %","   .16 %","   .00 %","   .21 %"
"2020-07-14","   .27 %","   .00 %","   .23 %","","","   .00 %","   .05 %","   .36 %","   .24 %","   .00 %","   .21 %","","   .19 %","   .18 %","   .18 %","   .00 %","   .15 %"
"2020-07-15","   .13 %","   .00 %","   .23 %","","","   .00 %","   .00 %","   .71 %","   .27 %","   .17 %","   .21 %","","   .13 %","   .26 %","   .16 %","   .00 %","   .19 %"
"2020-07-16","   .13 %","   .00 %","   .17 %","","","   .00 %","   .00 %","   .35 %","   .18 %","   .34 %","   .22 %","","   .10 %","   .29 %","   .18 %","   .00 %","   .21 %"
"2020-07-17","   .26 %","   .00 %","   .20 %","","","   .00 %","   .04 %","   .35 %","   .09 %","   .34 %","   .23 %","","   .10 %","   .41 %","   .20 %"," -2.86 %","   .23 %"
"2020-07-18","   .39 %","   .00 %","   .23 %","","","   .00 %","   .07 %","   .35 %","   .09 %","   .34 %","   .24 %","","   .17 %","   .44 %","   .29 %"," -2.86 %","   .19 %"
"2020-07-19","   .26 %","   .00 %","   .27 %","","","   .00 %","   .12 %","   .35 %","   .09 %","   .51 %","   .25 %","","   .17 %","   .44 %","   .25 %"," -2.86 %","   .17 %"
"2020-07-20","   .26 %","   .00 %","   .23 %","","","   .00 %","   .12 %","  -.34 %","  -.09 %","   .84 %","   .21 %","","   .12 %","   .29 %","   .21 %"," -2.86 %","   .04 %"
"2020-07-21","   .26 %","   .00 %","   .33 %","","","   .00 %","   .18 %","  -.34 %","  -.03 %","   .99 %","   .12 %","","   .17 %","   .32 %","   .23 %"," -2.86 %","   .04 %"
"2020-07-22","   .13 %","   .00 %","   .26 %","","","   .00 %","   .23 %","  -.34 %","  -.03 %","   .99 %","   .13 %","","   .19 %","   .20 %","   .17 %","   .00 %","   .04 %"
"2020-07-23","   .13 %","   .00 %","   .23 %","","","   .00 %","   .30 %","  -.34 %","   .00 %","   .99 %","   .07 %","","   .17 %","   .20 %","   .14 %","   .00 %","   .12 %"
"2020-07-24","   .13 %","   .00 %","   .23 %","","","   .00 %","   .28 %","   .01 %","   .00 %","   .83 %","   .07 %","","   .16 %","   .17 %","   .17 %","   .00 %","   .16 %"
"2020-07-25","   .13 %","   .00 %","   .20 %","","","   .00 %","   .33 %","   .70 %","   .15 %","   .49 %","   .07 %","","   .16 %","   .17 %","   .21 %","   .00 %","   .19 %"
"2020-07-26","   .13 %","   .00 %","   .13 %","","","   .00 %","   .36 %","   .70 %","   .23 %","   .16 %","   .11 %","","   .14 %","   .14 %","   .17 %","   .00 %","   .21 %"
"2020-07-27","   .13 %","   .00 %","   .06 %","","","   .00 %","   .29 %","   .70 %","   .23 %","   .32 %","   .08 %","","   .10 %","   .14 %","   .17 %","   .00 %","   .18 %"
"2020-07-28","   .00 %","   .00 %","   .19 %","","","   .00 %","   .22 %","   .70 %","   .23 %","   .32 %","   .10 %","","   .06 %","   .14 %","   .19 %","   .00 %","   .16 %"
"2020-07-29","   .00 %","   .00 %","   .19 %","","","   .00 %","   .27 %","   .68 %","   .29 %","   .32 %","   .17 %","","   .08 %","   .17 %","   .19 %","   .00 %","   .18 %"
