"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2021-03-16","","   .05 %","","","   .00 %","   .14 %","   .10 %","   .04 %","   .06 %","","   .09 %","   .00 %","","","   .00 %","","","","","   .00 %","   .14 %","   .06 %","","   .00 %","   .10 %","   .00 %"
"2021-03-17","","   .08 %","","   .00 %","   .04 %","   .00 %","   .09 %","","   .00 %","","   .21 %","","   .00 %","","","   .05 %","   .06 %","","","","   .14 %","","","   .03 %","","   .08 %"
"2021-03-18","","   .12 %","   .00 %","   .03 %","   .00 %","   .07 %","   .13 %","","","","   .04 %","   .02 %","","","   .09 %","","   .06 %","","","   .18 %","   .12 %","   .06 %","","","   .00 %","   .21 %"
"2021-03-19","","   .16 %","","   .00 %","   .08 %","   .00 %","   .13 %","   .00 %","","   .24 %","   .13 %","   .07 %","","   .05 %","","   .05 %","","   .11 %","","   .18 %","   .12 %","   .12 %","","","   .10 %",""
"2021-03-20","","   .08 %","","   .11 %","   .11 %","   .22 %","   .15 %","","","","   .21 %","   .00 %","","   .29 %","","   .26 %","","","","   .00 %","   .18 %","   .06 %","","","","   .04 %"
"2021-03-21","","   .05 %","","","   .13 %","   .07 %","   .08 %","","","   .05 %","","   .07 %","","","   .06 %","","   .00 %","","","","   .15 %","   .06 %","","","",""
"2021-03-22","","   .03 %","   .00 %","   .11 %","   .12 %","","   .15 %","","","   .00 %","   .26 %","   .02 %","   .16 %","   .05 %","   .03 %","   .10 %","   .00 %","","","   .05 %","   .14 %","   .12 %","","   .08 %","   .00 %","   .02 %"
"2021-03-23","","   .11 %","","   .11 %","   .04 %","   .36 %","   .15 %","","","   .05 %","   .30 %","   .05 %","   .08 %","   .05 %","   .09 %","   .00 %","   .06 %","","","   .11 %","   .15 %","   .74 %","","","   .10 %","   .04 %"
"2021-03-24","","   .14 %","","   .03 %","   .04 %","   .36 %","   .19 %","   .00 %","   .03 %","   .05 %","   .21 %","   .07 %","   .08 %","   .19 %","   .03 %","   .10 %","   .17 %","   .33 %","","   .02 %","   .29 %","   .79 %","","   .16 %","","   .10 %"
"2021-03-25","","   .17 %","","   .14 %","   .16 %","   .79 %","   .12 %","","","   .14 %","   .25 %","   .02 %","   .08 %","","   .09 %","","   .11 %","   .11 %","","   .25 %","   .53 %","   .61 %","","   .19 %","   .00 %","   .04 %"
"2021-03-26","","   .23 %","   .64 %","   .36 %","   .17 %","   .28 %","   .11 %","   .04 %","   .12 %","   .19 %","   .30 %","   .02 %","   .08 %","","   .09 %","   .15 %","   .06 %","  1.11 %","","   .07 %","   .56 %","   .78 %","","   .08 %","","   .02 %"
"2021-03-27","   .00 %","   .00 %","   .21 %","   .25 %","   .25 %","   .57 %","   .19 %","","","   .24 %","   .38 %","   .12 %","   .08 %","   .29 %","   .23 %","   .31 %","   .23 %","   .11 %","","   .05 %","   .58 %","   .54 %","","   .00 %","   .10 %","   .10 %"
"2021-03-28","","   .23 %","","   .22 %","   .13 %","   .28 %","   .22 %","   .04 %","","","   .17 %","   .07 %","   .24 %","   .05 %","   .26 %","   .10 %","   .17 %","  1.10 %","   .03 %","   .07 %","   .56 %","   .77 %","","","   .05 %","   .02 %"
"2021-03-29","","   .08 %","","   .03 %","   .11 %","   .14 %","   .27 %","","","   .19 %","","   .05 %","   .08 %","","   .03 %","","","   .11 %","","   .02 %","   .19 %","   .53 %","","","   .29 %","   .04 %"
"2021-03-30","","   .18 %","","   .17 %","   .11 %","   .07 %","   .18 %","   .07 %","","   .52 %","   .67 %","   .02 %","   .80 %","   .29 %","   .61 %","   .05 %","   .34 %","","   .11 %","   .07 %","   .80 %","   .53 %","","","   .05 %","   .08 %"
"2021-03-31","","   .17 %","   .21 %","   .36 %","   .11 %","  1.33 %","   .65 %","","   .21 %","   .57 %","   .54 %","   .35 %","   .16 %","   .24 %","   .46 %","   .15 %","   .34 %","  1.19 %","   .06 %","   .41 %","  1.06 %","   .88 %","","   .19 %","  1.32 %","   .17 %"
"2021-04-01","","   .41 %","   .14 %","   .60 %","   .41 %","  1.17 %","   .38 %","   .11 %","   .29 %","   .14 %","   .58 %","   .34 %","   .48 %","   .24 %","   .57 %","   .05 %","   .22 %","  2.25 %","   .06 %","   .27 %","  1.11 %","  1.10 %","","","   .24 %","   .23 %"
"2021-04-02","","   .44 %","","   .25 %","   .43 %","  2.18 %","   .50 %","   .07 %","   .18 %","   .23 %","   .74 %","   .25 %","   .55 %","   .47 %","   .26 %","   .25 %","   .17 %","  2.52 %","   .03 %","   .11 %","  1.09 %","   .92 %","","","   .10 %","   .12 %"
"2021-04-03","","   .44 %","   .28 %","   .22 %","   .34 %","  1.54 %","   .54 %","   .00 %","   .12 %","   .51 %","   .82 %","   .73 %","  1.65 %","   .61 %","   .40 %","   .35 %","   .34 %","  1.84 %","   .09 %","   .45 %","  1.38 %","   .62 %","","   .14 %","   .43 %","   .33 %"
"2021-04-04","","   .72 %","   .07 %","   .22 %","   .35 %","  2.83 %","   .50 %","   .11 %","   .15 %","   .19 %","   .28 %","   .02 %","  1.47 %","   .61 %","   .43 %","   .15 %","   .17 %","   .10 %","   .09 %","   .18 %","  1.29 %","   .96 %","","  -.03 %","   .53 %","   .17 %"
"2021-04-05","","   .78 %","   .21 %","   .70 %","   .31 %","  3.58 %","   .52 %","   .33 %","   .23 %","   .28 %","   .93 %","   .29 %","  1.68 %","   .37 %","   .56 %","  1.01 %","   .83 %","  1.81 %","   .06 %","   .78 %","  1.62 %","  1.68 %","","","   .52 %","   .35 %"
"2021-04-06","","   .97 %","   .35 %","  1.26 %","   .93 %","  1.91 %","  1.00 %","   .33 %","   .15 %","   .83 %","   .92 %","   .34 %","  2.32 %","   .88 %","  1.24 %","   .55 %","   .66 %","  2.27 %","   .17 %","   .42 %","  1.51 %","  2.03 %","","   .14 %","   .33 %","   .62 %"
"2021-04-07","","   .57 %","   .70 %","   .90 %","   .87 %","  2.36 %","   .77 %","   .47 %","   .49 %","  2.80 %","  1.31 %","  1.08 %","  1.90 %","   .60 %","   .72 %","  1.39 %","   .88 %","   .19 %","   .09 %","  1.25 %","  1.55 %","  1.83 %","","   .05 %","   .52 %","   .43 %"
"2021-04-08","","  1.02 %","  1.53 %","  1.90 %","  1.15 %","  3.97 %","  1.05 %","   .61 %","   .26 %","  1.97 %","  1.68 %","  2.09 %","  1.94 %","  1.60 %","  1.38 %","   .24 %","   .65 %","  1.06 %","   .23 %","   .78 %","  2.34 %","  2.11 %","","   .32 %","   .61 %","   .86 %"
"2021-04-09","","   .88 %","  1.30 %","  1.34 %","  1.18 %","  3.99 %","  1.30 %","  1.00 %","   .35 %","  1.10 %","  1.43 %","   .79 %","  3.88 %","  2.74 %","  1.77 %","  1.27 %","  1.35 %","  2.47 %","   .94 %","  1.38 %","  2.01 %","  2.54 %","","   .35 %","   .70 %","   .99 %"
"2021-04-10","","   .96 %","  1.49 %","  2.19 %","  1.83 %","  4.93 %","  1.52 %","   .60 %","  1.35 %","   .82 %","  1.94 %","  3.62 %","  3.53 %","  1.40 %","  2.03 %","  1.54 %","  1.54 %","  1.95 %","   .48 %","  1.08 %","  2.36 %","  2.17 %","","   .97 %","  1.20 %","   .74 %"
"2021-04-11","","   .81 %","   .67 %","  1.60 %","   .56 %","  6.68 %","  1.79 %","   .70 %","   .14 %","  1.94 %","  1.12 %","  1.38 %","  2.88 %","  1.12 %","  1.83 %","  2.00 %","  1.31 %","  2.37 %","   .08 %","  1.11 %","  2.74 %","  2.72 %","","   .16 %","   .46 %","   .54 %"
"2021-04-12","","  1.28 %","  1.65 %","  2.19 %","   .77 %","  2.45 %","  1.80 %","   .98 %","   .82 %","  1.01 %","  1.99 %","  1.92 %","  2.80 %","  4.51 %","  3.21 %","  2.47 %","   .98 %","  1.25 %","  1.06 %","  2.94 %","  1.95 %","  2.84 %","","   .24 %","   .87 %","   .67 %"
"2021-04-13","","  1.17 %","  5.47 %","  1.08 %","  1.40 %","  3.25 %","  2.07 %","  1.07 %","  1.10 %","  2.26 %","  1.92 %","  4.23 %","  1.55 %","  1.67 %","  2.24 %","  2.55 %","  2.15 %","  1.85 %","  1.41 %","  1.83 %","  2.55 %","  2.29 %","","   .48 %","  1.90 %","  1.00 %"
"2021-04-14","","  1.79 %","  1.36 %","  2.38 %","  1.89 %","  4.07 %","  1.72 %","  2.26 %","   .42 %","  1.76 %","  2.34 %","  2.46 %","  1.46 %","  2.16 %","  3.04 %","  3.24 %","  2.21 %","  1.64 %","   .74 %","  2.31 %","  3.02 %","  4.89 %","","   .42 %","  3.99 %","   .86 %"
"2021-04-15","","  2.62 %","  1.52 %","  3.62 %","  1.58 %","  1.73 %","  2.26 %","  1.37 %","   .39 %","  2.29 %","  3.26 %","  1.97 %","  1.98 %","  2.86 %","  3.43 %","  2.41 %","  1.82 %","  1.61 %","  1.41 %","  1.86 %","  3.21 %","  2.31 %","","  1.05 %","  3.03 %","  1.16 %"
"2021-04-16","","  1.84 %","  3.84 %","  3.88 %","  1.06 %","  2.71 %","  3.18 %","  1.82 %","   .41 %","  2.00 %","  3.76 %","  3.38 %","  3.42 %","  1.75 %","  3.63 %","  1.13 %","  1.93 %","  1.84 %","  2.11 %","  2.39 %","  3.06 %","  3.07 %","","   .31 %","  2.77 %","  2.04 %"
"2021-04-17","","  1.76 %","  2.19 %","  2.22 %","  2.03 %","  2.17 %","  2.27 %","  2.95 %","  1.48 %","  2.16 %","  3.20 %","  2.87 %","  1.20 %","  4.76 %","  4.25 %","  3.15 %","  3.50 %","  1.31 %","  1.41 %","  2.24 %","  3.05 %","  2.69 %","","","  2.94 %","  2.22 %"
"2021-04-18","","  1.44 %","  7.97 %","  2.98 %","  1.93 %","  2.62 %","  2.88 %","  2.27 %","   .73 %","  2.07 %","  1.63 %","  2.01 %","  6.37 %","  5.26 %","  6.07 %","  4.06 %","  1.05 %","   .16 %","  1.21 %","  1.45 %","  2.25 %","  5.76 %","","  3.49 %","  3.75 %","  2.12 %"
"2021-04-19","","  2.36 %","  1.67 %","  2.30 %","  1.62 %","  1.46 %","  2.64 %","  2.04 %","  1.42 %","  3.36 %","  2.62 %","  4.06 %","  2.60 %","  3.50 %","  4.59 %","  3.48 %","  1.58 %","  1.37 %","  2.40 %","  2.59 %","  2.88 %","  5.82 %","","  2.17 %","  5.16 %","  1.04 %"
"2021-04-20","","  2.18 %","  2.37 %","  2.32 %","  1.87 %","  2.12 %","  2.79 %","  2.27 %","   .79 %","  2.82 %","  4.48 %","  2.91 %","  6.87 %"," 10.31 %","  5.32 %","  3.44 %","  3.56 %","   .32 %","  1.82 %","  2.94 %","  3.40 %","  4.32 %","","   .95 %","  5.12 %","  2.85 %"
"2021-04-21","","  2.47 %","  8.55 %","  3.15 %","  2.65 %","  3.33 %","  2.81 %","  2.54 %","  1.81 %","  2.71 %","  3.02 %","  3.12 %","  3.24 %","  4.73 %","  5.90 %","  3.18 %","  3.74 %","  1.19 %","  3.23 %","  3.91 %","  2.63 %","  3.24 %","","  1.41 %","  1.60 %","  4.32 %"
"2021-04-22","","  5.05 %","  7.74 %","  8.71 %","  1.41 %","  5.68 %","  2.78 %","  1.56 %","  1.99 %","  2.81 %","  8.54 %"," 16.51 %","  7.35 %","  3.64 %","  7.71 %","  3.78 %","  3.90 %","   .55 %","  9.64 %","  8.83 %","  2.76 %","  5.61 %","","  3.68 %","  3.96 %","  2.21 %"
"2021-04-23","","  3.32 %","  4.13 %","  2.10 %","  2.64 %","  3.84 %","  3.00 %","","  2.33 %","  3.36 %","  4.48 %","  4.26 %"," 12.90 %","  2.08 %","  3.62 %","  2.49 %","  7.98 %","  1.25 %","  5.40 %","  6.70 %","  2.50 %","  3.73 %","","  2.19 %","  2.45 %","  1.92 %"
"2021-04-24","","  3.29 %","  2.52 %","  1.57 %","  1.71 %","  3.66 %","  2.05 %","  3.97 %","  2.69 %","  4.36 %","  3.94 %","  2.43 %","  2.78 %","  3.12 %","  3.25 %","  7.07 %","  3.55 %","   .69 %","  3.44 %","  3.67 %","  2.87 %","  1.59 %","","  1.87 %","  2.93 %","  1.92 %"
"2021-04-25","","  3.30 %","  9.54 %","  4.11 %","  3.15 %","  3.70 %","  2.48 %","  2.05 %","  3.56 %","  2.56 %","  3.86 %","  4.25 %","  1.43 %","  5.29 %","  6.30 %","  2.64 %","  5.89 %","   .31 %","  2.73 %","  4.18 %","  2.59 %","  1.53 %","","   .89 %","  2.11 %","  2.08 %"
"2021-04-26","","  3.16 %","  1.91 %","  2.96 %","   .82 %","  4.05 %","  2.08 %","  3.18 %","  5.32 %","  3.30 %","  3.81 %","  4.78 %","  2.00 %","   .00 %","  3.71 %","  4.10 %","  3.03 %","  1.07 %","  6.08 %","  2.87 %","  2.85 %","  1.24 %","","  1.21 %","  3.36 %","  2.39 %"
"2021-04-27","","  2.69 %","  1.55 %","  1.87 %","  2.05 %","  5.46 %","  3.35 %","  1.63 %","  2.38 %","  2.30 %","  2.77 %","  6.66 %","  9.66 %","  4.31 %","  2.53 %","  4.17 %","  5.33 %","   .91 %","  2.29 %","  3.80 %","  2.59 %","  1.84 %","","  2.00 %","  2.29 %","  2.31 %"
"2021-04-28","","  3.02 %"," 10.27 %","  4.95 %","  1.98 %","  3.31 %","  2.78 %","  3.90 %","  3.51 %","  4.28 %","  7.50 %","  6.22 %","  7.35 %","  3.27 %","  4.78 %","  7.15 %"," 14.84 %","   .75 %","  6.52 %","  4.29 %","  2.84 %","  1.38 %","","  2.57 %","  4.85 %","  3.81 %"
"2021-04-29","","  2.96 %","  2.19 %","  3.69 %","  1.15 %","  1.70 %","  2.83 %","  3.44 %","  3.37 %","  2.64 %","  2.98 %","  4.16 %","  2.87 %","  4.57 %","  2.17 %","  4.30 %","  3.51 %","   .15 %","  3.20 %","  2.59 %","  2.40 %","  1.22 %","","  2.99 %","  3.49 %","  3.46 %"
"2021-04-30","","  2.35 %","  1.39 %","  2.92 %","  1.14 %","   .81 %","  3.10 %","  3.63 %","  3.06 %","  3.47 %","  4.25 %","  6.08 %","  3.24 %","  3.76 %","  2.22 %","  4.25 %","  3.16 %","  1.63 %","  1.88 %","  2.48 %","  1.98 %","  1.73 %","","  2.86 %","  3.37 %","  3.58 %"
"2021-05-01","","  2.85 %"," 14.65 %","  2.99 %","  2.04 %","  1.52 %","  2.92 %","  2.06 %","  3.32 %","  2.87 %","  3.45 %","  3.55 %","  3.69 %","  1.84 %","  3.00 %","  4.83 %","  3.62 %","  1.10 %","  1.51 %","  3.14 %","  2.06 %","  1.21 %","","  1.88 %","  2.88 %","  3.44 %"
"2021-05-02","","  2.66 %","  1.65 %","  2.18 %","  1.16 %","   .46 %","  1.90 %","  2.71 %","  2.93 %","  2.84 %","  2.85 %","  3.04 %","  2.77 %","  2.27 %","  2.57 %","  3.55 %","  3.47 %","   .14 %","  3.88 %","  2.12 %","  1.34 %","  1.52 %","","  1.42 %","  2.46 %","  2.31 %"
"2021-05-03","","  5.90 %","  8.08 %","  4.55 %","  2.25 %","  3.77 %","  3.95 %","  3.98 %","  7.83 %","  8.93 %","  9.09 %"," 11.02 %","  6.68 %","  6.40 %","  5.69 %","  8.77 %","  5.83 %","  8.08 %","  6.41 %","  6.39 %","  2.73 %","  2.81 %","","  4.05 %","  5.47 %","  5.00 %"
"2021-05-04","","  3.18 %","  1.60 %","  1.23 %","  1.04 %","  1.85 %","  2.94 %","   .82 %","  3.82 %","  2.01 %","  3.06 %","  4.12 %","  1.99 %","  3.17 %","  2.87 %","  3.39 %","  2.43 %","   .73 %","  4.03 %","  3.13 %","  1.64 %","   .65 %","","  1.71 %","  2.77 %","  2.95 %"
"2021-05-05","","  3.25 %","  3.30 %","  2.37 %","  1.29 %","  1.15 %","  2.39 %","  1.10 %","  3.92 %","  1.60 %","  2.73 %","  5.12 %","  2.20 %","  1.52 %","  1.97 %","  3.12 %","  3.62 %","   .40 %","  2.99 %","  2.58 %","  1.33 %","  1.24 %","","  2.06 %","  2.34 %","  3.11 %"
"2021-05-06","","  2.45 %","  2.59 %","  2.51 %","  1.39 %","  2.15 %","  2.63 %","  2.45 %","  3.11 %","  1.91 %","  5.22 %","  3.35 %","  3.70 %","  3.39 %","  3.28 %","  5.06 %","  6.85 %","  2.24 %","  4.36 %","  2.62 %","  1.69 %","  1.76 %","","  2.33 %","  3.76 %","  3.56 %"
"2021-05-07","","  5.36 %","  1.01 %","   .79 %","  1.56 %","  1.14 %","  2.46 %","  1.67 %","  3.37 %","  1.52 %","  2.28 %","  2.16 %","  2.36 %","  3.39 %","  3.19 %","  2.81 %","  2.07 %","  7.10 %","  2.49 %","  2.46 %","  1.30 %","  1.30 %","","  2.11 %","  2.71 %","  3.50 %"
"2021-05-08",""," 10.07 %","  5.40 %","  2.99 %","  2.89 %","  1.94 %","  4.94 %","  5.01 %","  7.10 %","  2.75 %","  4.57 %","  3.91 %","  4.85 %","  6.43 %","  4.99 %","  5.09 %","  5.34 %"," 10.43 %","  7.78 %","  4.40 %","  2.39 %","  2.70 %","","  3.47 %","  4.73 %","  5.89 %"
