"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-05-23","","   .00 %",""," ##.## %","   .00 %","","  9.09 %"," 50.00 %","","   .00 %"," 50.00 %","","-50.00 %","-80.00 %","","   .00 %","   .00 %","","   .00 %","","",""," ##.## %",""
"2020-05-24","","",""," 40.00 %","   .00 %","   .00 %","-25.00 %"," ##.## %","","   .00 %","","   .00 %"," ##.## %","","","","","","-85.71 %"," ##.## %","   .00 %",""," 66.67 %",""
"2020-05-25","","","-50.00 %","-85.71 %","   .00 %",""," 44.44 %","-85.71 %","","","   .00 %","","-87.50 %"," ##.## %","","","","","","","","","-20.00 %",""
"2020-05-26","   .00 %","   .00 %",""," ##.## %","",""," ##.## %"," ##.## %","","","-##.## %",""," ##.## %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","-60.00 %","   .00 %","   .00 %","",""
"2020-05-27","","",""," 13.64 %","","","-39.39 %","",""," ##.## %","   .00 %","","-66.67 %","","-75.00 %",""," ##.## %","   .00 %","","","   .00 %","   .00 %"," ##.## %",""
"2020-05-28","","","   .00 %","-28.00 %"," ##.## %",""," ##.## %"," ##.## %","","","","   .00 %"," ##.## %"," 66.67 %","","","","","-80.00 %",""," 66.67 %"," ##.## %","-45.45 %","   .00 %"
"2020-05-29","","-33.33 %"," ##.## %"," 72.22 %","-50.00 %",""," 69.12 %"," 25.00 %","","",""," 75.00 %"," 20.00 %","-80.00 %","   .00 %"," ##.## %","-12.50 %","   .00 %","","   .00 %"," 20.00 %","-66.67 %"," ##.## %",""
"2020-05-30","-40.00 %","","","  3.23 %"," ##.## %",""," 36.52 %","","","","   .00 %","-85.71 %","-66.67 %","","","   .00 %","","","   .00 %","","-83.33 %","","",""
"2020-05-31"," 33.33 %"," ##.## %","","-12.50 %","","","-38.22 %"," 80.00 %","","","","","   .00 %"," ##.## %","-33.33 %","","-85.71 %","","   .00 %","","","","   .00 %",""
"2020-06-01","","-75.00 %","","-10.71 %"," 33.33 %",""," 32.99 %"," 44.44 %","","   .00 %","   .00 %"," ##.## %","","   .00 %","","   .00 %"," ##.## %","","",""," ##.## %"," ##.## %","   .00 %",""
"2020-06-02"," 75.00 %"," 20.00 %","","  4.00 %"," 25.00 %",""," 24.03 %","","","-50.00 %"," 50.00 %",""," ##.## %","-75.00 %","-50.00 %","","-18.18 %","","   .00 %",""," ##.## %","-85.71 %"," 61.54 %",""
"2020-06-03"," 14.29 %","-83.33 %",""," ##.## %","-80.00 %","","-17.50 %","-38.46 %","","","","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","","   .00 %","-50.00 %","","-84.44 %",""," 33.33 %",""
"2020-06-04","-87.50 %"," ##.## %","","-49.28 %"," ##.## %",""," 62.88 %","   .00 %","","   .00 %","-66.67 %"," ##.## %","-20.00 %","","-89.29 %","-33.33 %","-22.22 %","","   .00 %"," ##.## %"," 85.71 %","   .00 %","",""
"2020-06-05"," ##.## %",""," ##.## %"," 68.57 %"," 50.00 %","","-28.84 %"," 12.50 %","","   .00 %"," ##.## %","-66.67 %","-12.50 %"," ##.## %"," 33.33 %","-25.00 %"," ##.## %","   .00 %","   .00 %","   .00 %","-69.23 %"," ##.## %","",""
"2020-06-06","-33.33 %","","","-33.90 %"," ##.## %","","-15.69 %","-55.56 %","",""," 50.00 %"," ##.## %"," 42.86 %","-83.33 %","",""," 35.71 %",""," ##.## %",""," ##.## %","-50.00 %"," ##.## %","   .00 %"
"2020-06-07"," 75.00 %"," 25.00 %",""," 43.59 %","-37.50 %",""," 78.29 %","   .00 %","","   .00 %","-66.67 %","-88.89 %","-20.00 %","-50.00 %"," ##.## %"," ##.## %","-73.68 %"," ##.## %"," ##.## %","-72.73 %","  8.70 %","   .00 %","-17.98 %","-90.00 %"
"2020-06-08"," 14.29 %","-86.67 %",""," 73.21 %","-80.00 %","","  5.65 %","-50.00 %","","   .00 %"," ##.## %","   .00 %","-25.00 %","","","","   .00 %","-80.00 %","-81.82 %","","-40.00 %"," ##.## %","-82.19 %",""
"2020-06-09","-62.50 %"," ##.## %","","-57.73 %","   .00 %","","-32.51 %"," ##.## %","","-50.00 %"," ##.## %","","-50.00 %"," ##.## %","   .00 %",""," ##.## %"," ##.## %","-50.00 %","   .00 %"," 86.67 %",""," ##.## %"," ##.## %"
"2020-06-10"," ##.## %","-85.71 %","-54.55 %","   .00 %"," ##.## %","   .00 %"," 32.32 %","-44.44 %","",""," -8.33 %","   .00 %",""," 66.67 %","","   .00 %","","-71.43 %","","-86.67 %","-17.86 %","-80.00 %","-26.32 %","-60.00 %"
"2020-06-11","   .00 %"," ##.## %",""," 80.49 %"," 16.67 %","","-11.98 %","-20.00 %","","   .00 %","-72.73 %",""," ##.## %","","   .00 %","","   .00 %"," ##.## %","   .00 %"," ##.## %"," 26.09 %"," ##.## %",""," ##.## %"
"2020-06-12"," ##.## %","","-90.00 %","-22.97 %","-71.43 %",""," -3.14 %","   .00 %","","-25.00 %","-66.67 %"," ##.## %","","-40.00 %","","   .00 %"," ##.## %",""," ##.## %","","","-##.## %","   .00 %","-44.44 %"
"2020-06-13","-42.86 %","   .00 %","   .00 %"," 75.44 %","","","  9.73 %"," 75.00 %",""," ##.## %","","","-82.35 %","   .00 %","   .00 %","-60.00 %","-82.14 %","-75.00 %"," ##.## %","-62.50 %","  3.45 %","   .00 %","-90.32 %",""
"2020-06-14"," -6.25 %","-50.00 %",""," 91.00 %","   .00 %","","-16.75 %"," 14.29 %","","-14.29 %"," ##.## %","   .00 %",""," ##.## %","-71.43 %"," 50.00 %"," ##.## %"," ##.## %","-75.00 %","","-56.67 %","-66.67 %","","-20.00 %"
"2020-06-15","-73.33 %"," ##.## %","","-32.98 %"," ##.## %","","  8.28 %","   .00 %",""," 50.00 %","   .00 %","   .00 %"," ##.## %","-60.00 %"," ##.## %","-33.33 %","","-83.33 %"," ##.## %"," ##.## %"," 61.54 %"," ##.## %"," ##.## %",""
"2020-06-16"," ##.## %","-65.00 %"," ##.## %"," 35.94 %","-60.00 %",""," 12.02 %","-37.50 %","","-11.11 %","-50.00 %","","-27.78 %","-25.00 %","-53.85 %","-50.00 %","-53.85 %","   .00 %"," ##.## %"," 16.67 %"," 19.05 %","-40.00 %","-49.21 %",""
"2020-06-17","-80.95 %","-28.57 %",""," 31.03 %","   .00 %","","-12.20 %"," ##.## %",""," 12.50 %"," ##.## %",""," 23.08 %"," 66.67 %","",""," ##.## %"," ##.## %","-50.00 %","-61.90 %","","-33.33 %"," 15.62 %"," ##.## %"
"2020-06-18"," ##.## %"," ##.## %","","-84.65 %"," 50.00 %","","-28.33 %","-68.42 %","","   .00 %","","","-25.00 %"," 60.00 %","","","-25.00 %"," 50.00 %","-50.00 %"," ##.## %"," 28.00 %",""," 37.84 %","-40.00 %"
"2020-06-19","  4.00 %","-25.00 %"," 16.67 %"," ##.## %","-66.67 %",""," 12.40 %","   .00 %","","-22.22 %","-83.33 %","   .00 %","-50.00 %","-62.50 %","   .00 %","   .00 %"," 41.67 %"," ##.## %"," ##.## %","-91.30 %","-37.50 %","   .00 %","-29.41 %",""
"2020-06-20","-76.92 %"," 11.11 %","","-39.75 %","-50.00 %",""," 17.93 %"," ##.## %","","-14.29 %"," ##.## %"," 50.00 %"," ##.## %","   .00 %","","-66.67 %","-41.18 %","   .00 %","",""," 15.00 %",""," 97.22 %"," 44.44 %"
"2020-06-21","-33.33 %"," 20.00 %",""," 41.24 %","   .00 %","","-29.82 %"," 13.33 %","","-16.67 %","   .00 %","-33.33 %","-80.95 %","-33.33 %","-37.50 %"," 50.00 %","-60.00 %","","   .00 %","","-73.91 %","   .00 %","-43.66 %",""
"2020-06-22"," ##.## %","-20.83 %",""," 28.47 %","","","-29.17 %","-88.24 %",""," 40.00 %"," 33.33 %","   .00 %"," ##.## %"," 50.00 %","-65.00 %","","","-30.77 %",""," ##.## %"," ##.## %"," ##.## %","",""
"2020-06-23","-10.00 %"," ##.## %","","  3.98 %","   .00 %",""," 56.47 %"," 50.00 %",""," 28.57 %","-50.00 %","","-20.00 %"," 33.33 %","","   .00 %","","-88.89 %","-81.25 %","","-96.77 %"," 33.33 %","   .00 %","-76.92 %"
"2020-06-24","-22.22 %","-64.15 %"," 28.57 %","  9.84 %","","   .00 %","-12.03 %","","","-22.22 %"," 50.00 %","","","-75.00 %","-85.71 %","-89.47 %","   .00 %"," ##.## %",""," ##.## %"," ##.## %","","-50.85 %"," 66.67 %"
"2020-06-25","-57.14 %","-21.05 %","","-28.86 %"," ##.## %","","-23.93 %"," ##.## %",""," 28.57 %",""," ##.## %","   .00 %","","","-50.00 %","-41.18 %"," ##.## %"," ##.## %","-93.75 %","-68.18 %","   .00 %"," ##.## %",""
"2020-06-26"," ##.## %"," 60.00 %",""," 35.66 %","","","  4.49 %","","","   .00 %"," 33.33 %","","-73.08 %","   .00 %","   .00 %"," ##.## %","-20.00 %","-50.00 %","",""," ##.## %","-66.67 %","-66.67 %","   .00 %"
"2020-06-27",""," ##.## %",""," -1.55 %","-75.00 %",""," 35.48 %","","","   .00 %","","","-42.86 %",""," ##.## %"," 66.67 %",""," 50.00 %"," -6.67 %"," ##.## %"," 60.00 %"," ##.## %"," 80.00 %","-40.00 %"
"2020-06-28","-28.57 %","-84.62 %","   .00 %","-31.41 %"," ##.## %","","-30.16 %","   .00 %","","   .00 %","","-12.50 %",""," ##.## %","-26.92 %","-10.00 %"," 37.50 %","   .00 %","-64.29 %"," 92.86 %","-41.67 %","-66.67 %","-39.68 %","-33.33 %"
"2020-06-29","   .00 %","","","  2.29 %"," ##.## %",""," 15.91 %","-60.00 %","","   .00 %","   .00 %"," 28.57 %"," ##.## %","   .00 %","-84.21 %","-44.44 %","-81.82 %",""," ##.## %"," 14.81 %","-71.43 %"," ##.## %","-65.79 %",""
"2020-06-30","","","","  6.72 %","","   .00 %","-14.71 %","   .00 %","","-11.11 %"," ##.## %"," 22.22 %"," 11.11 %"," ##.## %","-33.33 %","-80.00 %"," ##.## %","   .00 %","-72.22 %","-90.32 %"," ##.## %","-57.14 %","","-50.00 %"
"2020-07-01","   .00 %"," ##.## %",""," 15.38 %","-66.67 %",""," 33.33 %","","","-87.50 %","","-90.91 %","-30.00 %","-50.00 %"," ##.## %"," ##.## %"," 42.86 %",""," 20.00 %","","-21.43 %","","   .00 %"," ##.## %"
"2020-07-02"," 77.78 %","","-66.67 %","-21.21 %","-25.00 %",""," -8.62 %"," ##.## %",""," ##.## %","-66.67 %",""," ##.## %","   .00 %"," ##.## %","-12.50 %","-60.00 %","   .00 %","   .00 %"," ##.## %"," 40.91 %","   .00 %","   .00 %","   .00 %"
"2020-07-03","-75.00 %",""," ##.## %"," 20.00 %","",""," 22.64 %","-83.33 %","","-54.29 %"," 50.00 %"," ##.## %","-76.47 %","   .00 %","-10.00 %"," ##.## %"," 75.00 %","-85.71 %"," ##.## %"," ##.## %","-51.61 %"," ##.## %","-64.89 %",""
"2020-07-04"," ##.## %","   .00 %",""," 15.38 %","","","   .00 %"," ##.## %",""," -6.25 %"," 66.67 %",""," ##.## %","","-33.33 %","-30.00 %"," 14.29 %","","-64.29 %","","   .00 %",""," 76.09 %","   .00 %"
"2020-07-05"," 30.00 %","-60.98 %","","-10.56 %","   .00 %",""," -7.69 %"," 63.64 %","","-13.33 %","","","-34.78 %"," ##.## %","   .00 %","","-37.50 %","   .00 %"," ##.## %","-10.53 %","","   .00 %","","   .00 %"
"2020-07-06","-69.23 %","","","-23.60 %","-60.00 %",""," -9.17 %","","","-38.46 %",""," ##.## %","  6.67 %","",""," -7.14 %"," ##.## %","   .00 %","-89.47 %",""," ##.## %","-41.67 %","   .00 %"," ##.## %"
"2020-07-07","-25.00 %","   .00 %","","  -.81 %","",""," 14.68 %","-44.44 %",""," ##.## %"," ##.## %","",""," 10.53 %"," ##.## %","-84.62 %"," 25.00 %","-66.67 %"," ##.## %","   .00 %","-88.46 %","-57.14 %","-64.63 %"," 80.00 %"
"2020-07-08"," ##.## %","-60.00 %","-66.67 %"," 27.87 %","","","  6.40 %"," ##.## %",""," -3.57 %","-85.71 %","-66.67 %","-18.75 %","-85.71 %","-40.00 %"," ##.## %","-53.33 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-66.67 %"
"2020-07-09"," ##.## %"," ##.## %",""," 16.67 %","",""," 13.53 %","","","-40.74 %"," ##.## %","-33.33 %"," 84.62 %","",""," 85.71 %"," ##.## %","-60.00 %","   .00 %","","-19.30 %","-30.00 %"," 28.79 %","-33.33 %"
"2020-07-10","-20.59 %","-86.27 %","","","   .00 %","","-26.49 %"," 73.68 %","","   .00 %"," 14.29 %"," ##.## %","   .00 %","   .00 %"," ##.## %"," 38.46 %","-37.50 %"," ##.## %"," 80.95 %","-18.52 %","-47.83 %","-28.57 %","-41.18 %","-50.00 %"
"2020-07-11"," 55.56 %"," ##.## %","","   .00 %","-60.00 %",""," 53.15 %","-53.03 %",""," 75.00 %","","","-50.00 %"," ##.## %","-73.53 %","-33.33 %"," 33.33 %","   .00 %","-44.74 %","-15.15 %","","-40.00 %"," ##.## %",""
"2020-07-12","-71.43 %","-14.29 %",""," ##.## %","   .00 %","","-34.12 %","-22.58 %","","-21.43 %",""," 60.00 %"," ##.## %","-11.11 %",""," 33.33 %"," 75.00 %","-40.00 %"," -9.52 %","","  8.33 %","   .00 %"," -8.18 %"," ##.## %"
"2020-07-13"," ##.## %"," ##.## %"," ##.## %","-41.44 %","",""," -5.36 %","   .00 %","","-18.18 %","","-25.00 %","-60.00 %"," 12.50 %"," ##.## %","-50.00 %","-25.71 %"," ##.## %","-31.58 %","   .00 %"," ##.## %"," 16.67 %","-40.59 %","-33.33 %"
"2020-07-14","-56.19 %","-50.00 %","","-11.54 %","",""," 50.94 %","",""," 44.44 %","   .00 %"," 50.00 %"," 50.00 %",""," -6.52 %"," ##.## %","-11.54 %","-62.50 %"," 15.38 %"," ##.## %","-36.51 %"," ##.## %"," -8.33 %","-50.00 %"
"2020-07-15","-28.26 %","-33.33 %","-66.67 %"," 87.83 %"," ##.## %","","-48.75 %"," 41.67 %","","-65.38 %","   .00 %"," 11.11 %"," 26.67 %","-11.11 %","-83.72 %","  5.56 %"," 13.04 %"," ##.## %","-46.67 %","-73.96 %","-10.00 %","-63.16 %"," 20.00 %"," ##.## %"
"2020-07-16"," 36.36 %","   .00 %","","-21.30 %","-51.61 %",""," 73.17 %","-38.24 %",""," ##.## %","-33.33 %","-50.00 %","","   .00 %"," ##.## %",""," -3.85 %","-25.00 %"," ##.## %"," ##.## %","-61.11 %"," 28.57 %","-10.61 %","-75.00 %"
"2020-07-17",""," 25.00 %",""," -5.88 %","",""," -6.34 %"," 85.71 %",""," 38.89 %","","-80.00 %"," 26.32 %"," 12.50 %"," ##.## %","   .00 %","-52.00 %"," 44.44 %","-58.33 %"," 85.71 %",""," 11.11 %"," 16.95 %"," ##.## %"
"2020-07-18"," ##.## %"," 10.00 %","","-13.12 %","   .00 %","","-16.54 %","  2.56 %",""," 56.00 %"," ##.## %","   .00 %","-12.50 %","-22.22 %","-87.72 %","-65.12 %"," 91.67 %","-23.08 %"," ##.## %","-73.08 %"," ##.## %","-60.00 %","-33.33 %","-66.67 %"
"2020-07-19","-58.33 %",""," ##.## %","-17.27 %","-95.24 %",""," 38.74 %","-12.50 %","","-33.33 %","-92.86 %"," ##.## %"," 33.33 %"," ##.## %"," 85.71 %","-20.00 %","-39.13 %","-65.00 %"," ##.## %","","-66.07 %"," 25.00 %"," -8.70 %","   .00 %"
"2020-07-20"," 75.00 %","   .00 %","-28.57 %","-10.43 %"," ##.## %","","-29.22 %","-34.29 %",""," -7.69 %"," ##.## %"," ##.## %","-25.00 %","-77.27 %"," 53.85 %","-75.00 %"," ##.## %"," 85.71 %","-51.39 %","   .00 %","-21.05 %"," 60.00 %"," ##.## %",""
"2020-07-21","-21.43 %","   .00 %","","  7.77 %","-71.43 %",""," 11.01 %","","","-20.83 %","-40.00 %",""," 57.14 %"," ##.## %","-75.00 %"," ##.## %","-20.00 %"," 46.15 %"," ##.## %","-78.67 %","-33.33 %","-75.00 %","-58.16 %"," ##.## %"
"2020-07-22","   .00 %","-62.50 %",""," 56.76 %","",""," 23.14 %"," ##.## %","","-10.53 %",""," ##.## %"," 60.61 %","-46.15 %"," ##.## %"," 25.00 %","   .00 %"," ##.## %","-77.66 %",""," 30.00 %"," 50.00 %","","-80.00 %"
"2020-07-23"," 60.00 %"," ##.## %"," ##.## %"," 26.44 %"," 25.00 %",""," -6.71 %","","","-29.41 %"," ##.## %","-41.18 %","-41.51 %","","-77.14 %","-26.67 %","","-66.15 %"," 80.95 %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-50.00 %"
"2020-07-24","-37.50 %","-71.43 %","-88.24 %"," -7.73 %"," ##.## %",""," -8.63 %","",""," 66.67 %","","   .00 %"," -3.23 %"," ##.## %"," ##.## %","-18.18 %","-46.43 %"," -4.55 %"," -7.89 %"," 22.92 %","  6.06 %","-40.00 %","-16.67 %"," ##.## %"
"2020-07-25","-50.91 %"," ##.## %",""," -2.46 %","-76.47 %","","-22.83 %","   .00 %","","-10.00 %","   .00 %","-90.00 %","","-68.00 %"," 41.67 %","-33.33 %"," ##.## %","  9.52 %"," 42.86 %"," ##.## %","-57.14 %","-50.00 %","-23.08 %","-80.00 %"
"2020-07-26"," 18.52 %"," 50.00 %"," ##.## %"," 10.61 %"," ##.## %",""," 23.47 %","-64.58 %","","-38.89 %"," -9.09 %"," ##.## %"," 46.67 %"," ##.## %","-52.94 %"," 16.67 %","-66.07 %","-17.39 %"," -6.00 %","-35.20 %"," ##.## %","-66.67 %","-52.00 %"," ##.## %"
"2020-07-27"," ##.## %"," 83.33 %","-60.00 %","  -.46 %","","","-10.74 %"," ##.## %",""," ##.## %","","-66.67 %"," 84.09 %","-32.14 %","   .00 %"," 57.14 %","","-68.42 %","-74.47 %"," 12.35 %",""," ##.## %"," ##.## %",""
"2020-07-28","-52.50 %","-72.73 %","","-14.68 %","   .00 %",""," -6.48 %","-22.86 %","","-54.55 %"," 70.00 %"," ##.## %","-61.73 %"," 47.37 %","-43.75 %","-63.64 %"," ##.## %"," ##.## %"," ##.## %","-35.16 %","  5.13 %","-51.61 %","-54.00 %"," 52.00 %"
"2020-07-29"," 97.37 %"," 33.33 %"," 50.00 %","  6.45 %","  5.88 %",""," -9.90 %","-48.15 %","","-80.00 %"," ##.## %","-12.50 %"," 12.90 %","-53.57 %"," 11.11 %"," ##.## %","-55.26 %"," ##.## %"," -9.52 %","-45.76 %","-14.63 %"," 40.00 %"," 13.04 %","-63.16 %"
"2020-07-30","-36.00 %","",""," -7.07 %","-61.11 %","","-15.38 %"," ##.## %",""," ##.## %",""," 42.86 %"," -2.86 %"," 23.08 %"," 40.00 %","-46.15 %","-11.76 %","-26.09 %","-57.89 %","   .00 %"," 22.86 %","-66.67 %"," 38.46 %","-78.57 %"
"2020-07-31","   .00 %"," 50.00 %"," ##.## %"," -4.35 %","-42.86 %","","  1.30 %"," 28.57 %","","-66.67 %","-72.09 %","-40.00 %","-17.65 %",""," 35.71 %"," 14.29 %"," ##.## %","-14.71 %"," ##.## %"," ##.## %"," 44.19 %","-14.29 %","-41.67 %",""
