"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-04-12"," 10.00 %","  4.51 %","  6.21 %","  7.63 %"," 12.40 %","  7.14 %","  5.75 %","  9.24 %","  9.02 %","  4.32 %","  9.27 %","  5.31 %","  3.67 %","  5.95 %","  4.44 %","  5.57 %","  8.93 %","  5.48 %","  5.92 %"," 37.88 %","  5.37 %","  9.12 %"
"2020-04-13","  5.53 %","  3.15 %","  5.48 %"," 10.31 %"," 13.10 %"," 13.33 %","  3.02 %","  6.39 %","  5.49 %","  3.50 %","  5.04 %","  5.16 %","  2.38 %","  4.07 %","  1.10 %","  6.44 %","  8.20 %","  4.45 %","  5.18 %"," -5.57 %","  7.38 %","  5.32 %"
"2020-04-14","  6.37 %","  3.31 %","  4.50 %","  5.42 %","  3.05 %","  7.49 %","  7.57 %","  3.71 %","  4.61 %","  7.38 %","  5.16 %","  5.45 %","  3.30 %","  6.17 %","  6.68 %","  8.20 %"," 10.61 %","  5.64 %","  5.31 %"," 41.48 %","  9.48 %","  6.25 %"
"2020-04-15"," 13.38 %","  4.05 %","  4.47 %","  7.45 %","  5.33 %","  4.48 %","  4.47 %","  2.56 %","  3.26 %","  2.01 %","  7.22 %","  4.17 %","  2.97 %","  2.95 %","  4.77 %","  4.85 %"," 15.07 %","  4.71 %","  2.99 %","-30.14 %","  2.38 %","  5.88 %"
"2020-04-16","  6.83 %","  5.17 %","  5.15 %","  9.26 %","  4.49 %","  6.19 %","  5.89 %","  3.65 %","  7.68 %","  4.78 %","  9.75 %","  6.36 %","  4.29 %","  4.99 %","  6.37 %","  8.40 %"," 13.10 %","  5.10 %","  4.90 %","-11.86 %","  6.27 %","  7.05 %"
"2020-04-17","  7.56 %","  3.98 %","  3.02 %","  4.21 %","  1.61 %"," 17.94 %","  6.47 %","  6.41 %","  5.14 %","  3.22 %","  4.22 %","  4.49 %","  2.68 %","  3.27 %","  3.56 %","  3.92 %","  7.37 %","  4.37 %","  2.25 %","-31.39 %","  6.64 %","  3.99 %"
"2020-04-18","  3.24 %","  2.53 %","  6.59 %","  6.14 %","  5.29 %","  3.42 %","  2.37 %","  2.86 %","  3.32 %","  1.56 %","  4.33 %","  4.32 %","  2.58 %","  4.24 %","  2.80 %","  4.37 %","  2.94 %","  4.01 %","  5.92 %","  4.03 %","  6.29 %","  4.22 %"
"2020-04-19","  4.19 %","  3.91 %","  9.00 %"," 11.11 %","  3.52 %"," 13.24 %","  4.07 %","  7.91 %","  5.32 %","  4.09 %","  8.13 %","  5.15 %","  3.11 %","  3.82 %","  2.20 %","  4.44 %"," 10.48 %","  4.42 %","  5.27 %","-21.79 %","  7.26 %","  9.02 %"
"2020-04-20","  3.02 %","  2.94 %","  4.79 %","  5.82 %","  2.91 %","  9.74 %","  4.12 %","  4.48 %","  6.33 %","  2.95 %","  8.18 %","  4.10 %","  2.53 %","  2.42 %","  4.73 %","  2.30 %","  3.45 %","  4.36 %","  3.19 %","   .00 %","  3.78 %","  3.55 %"
"2020-04-21"," 14.39 %","  2.65 %","  6.13 %","  5.50 %","  2.36 %","  6.51 %","  3.72 %","  4.94 %","   .64 %","   .95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %"," ##.## %","   .00 %","   .00 %"
"2020-04-22","  7.68 %","  2.47 %","  6.40 %","  6.26 %","  4.61 %","  6.11 %","  2.33 %","  5.94 %","  7.73 %","  2.60 %","  9.80 %","  8.40 %","  6.25 %","  7.55 %","  7.52 %"," 10.77 %"," 11.67 %","  8.04 %","  7.99 %","-65.99 %","  5.13 %"," 12.40 %"
"2020-04-23","  7.72 %","  2.65 %","  4.85 %","  6.13 %","  3.96 %"," 10.99 %","  3.72 %","  5.02 %","  4.91 %","  6.91 %","  5.13 %","  5.34 %","  2.99 %","  2.72 %","  4.01 %","  5.13 %"," 22.39 %","  4.09 %","  5.52 %","  6.03 %","  4.30 %","  4.35 %"
"2020-04-24","  4.04 %","  2.24 %","  4.32 %","  2.50 %","  4.66 %","  9.91 %","  2.53 %","  2.67 %","  2.60 %","  5.60 %","  3.18 %","  2.72 %","  2.48 %","   .77 %","  3.09 %","  4.22 %","  3.05 %","  4.40 %","  1.40 %","-51.99 %","  2.50 %","  1.39 %"
"2020-04-25","  5.30 %","  2.61 %","  4.82 %","  4.36 %","  5.67 %","  8.15 %","  3.39 %","  2.82 %","  2.74 %","  3.06 %","  5.15 %","  2.92 %","  2.85 %","  2.23 %","  3.55 %","  4.34 %","  4.73 %","  3.73 %","  2.14 %","   .00 %","  2.81 %","  2.88 %"
"2020-04-26","  7.05 %","  1.54 %","  8.36 %","  3.94 %","  7.66 %","  3.17 %","  2.74 %","  2.85 %","  2.55 %","  6.14 %","  3.39 %","  5.63 %","  2.72 %","  3.22 %","  2.60 %","  3.72 %","  2.26 %","  3.76 %","  5.30 %"," 28.01 %","  2.86 %","  3.73 %"
"2020-04-27"," 17.40 %","   .93 %","  3.17 %","  4.73 %","   .00 %"," 14.42 %","  1.43 %"," 13.83 %","  1.58 %","  5.22 %","  2.32 %","  1.17 %","  1.55 %","  1.09 %","  1.04 %","  1.90 %"," 17.13 %","  1.91 %","  1.05 %"," 20.12 %","  1.33 %","  4.11 %"
"2020-04-28"," 15.89 %","   .97 %","  5.65 %","  5.15 %","  6.41 %"," 10.76 %","  1.10 %","  6.12 %","  2.76 %","  1.60 %","  5.01 %","  3.11 %","  1.16 %","  1.95 %","  2.11 %","  3.58 %","  3.30 %","  2.31 %","  2.08 %","-12.22 %","  1.47 %","  4.69 %"
"2020-04-29","  4.61 %","  1.28 %","  2.48 %","  3.04 %","  2.01 %","  4.25 %","  1.93 %","  2.46 %","  2.01 %","  1.75 %","  3.33 %","  3.01 %","  1.39 %","  1.66 %","  1.66 %","  3.66 %","  3.65 %","  2.87 %","  2.04 %","   .00 %","  1.58 %","  3.77 %"
"2020-04-30","  6.17 %","  1.06 %","  3.22 %","  3.96 %","  5.90 %","  5.24 %","  1.76 %","  3.56 %","  2.19 %","  3.43 %","  5.69 %","  2.44 %","  2.13 %","  1.42 %","  1.95 %","  2.17 %","  1.76 %","  2.73 %","  2.33 %","-33.43 %","  1.60 %","  2.61 %"
"2020-05-01","  4.98 %","  1.41 %","  2.94 %","  3.61 %","  3.41 %","  3.18 %","  2.28 %","  2.48 %","  1.56 %","   .83 %","  3.56 %","  1.98 %","  1.64 %","  1.27 %","  2.04 %","  2.93 %","  2.60 %","  2.11 %","  1.63 %"," 21.97 %","  1.60 %","  1.88 %"
"2020-05-02","  3.75 %","   .91 %","  3.97 %","  3.48 %","   .90 %","  8.45 %","  1.82 %","  4.06 %","  1.67 %","  2.30 %","  4.76 %","  2.23 %","  1.08 %","   .97 %","  2.87 %","  2.09 %"," 10.13 %","  1.92 %","  1.39 %"," 15.95 %","  1.70 %","  2.28 %"
"2020-05-03","  2.38 %","  1.32 %","  5.70 %","  5.30 %","  2.08 %","  8.90 %","  1.92 %","  3.75 %","  2.39 %","  6.27 %","  5.46 %","  3.14 %","  1.48 %","  2.05 %","  2.67 %","  2.16 %","  3.45 %","  2.72 %","  2.11 %"," -5.18 %","  1.76 %","  1.70 %"
"2020-05-04","  5.58 %","   .60 %","  1.87 %","  2.52 %","  3.20 %","  6.70 %","   .69 %","  3.54 %","   .71 %","   .61 %","  2.00 %","  1.36 %","  1.40 %","   .58 %","  1.50 %","   .99 %"," 15.56 %","  1.35 %","  1.03 %","   .94 %","  1.00 %","  2.09 %"
"2020-05-05","  4.85 %","  1.09 %","  3.45 %","  4.37 %","  3.94 %","  4.79 %","  1.50 %","  2.37 %","  1.37 %","  2.11 %","  3.24 %","  2.93 %","  1.76 %","  1.37 %","  1.23 %","  2.23 %"," 11.22 %","  1.79 %","   .82 %","-14.99 %","  1.09 %","   .51 %"
"2020-05-06","  4.71 %","   .36 %","   .87 %","  1.32 %","  2.44 %","  7.51 %","   .75 %","  2.18 %","   .61 %","   .44 %","  2.47 %","   .85 %","   .96 %","   .53 %","   .92 %","  1.26 %","  1.73 %","  1.05 %","   .81 %","  8.00 %","   .75 %","  1.12 %"
"2020-05-07","  4.49 %","   .54 %","  4.08 %","  3.99 %","  6.08 %","  2.93 %","  1.77 %","  3.27 %","  5.83 %","   .44 %","  2.59 %","  1.18 %","  1.48 %","   .83 %","  1.18 %","  1.16 %","  1.42 %","  1.40 %","  1.11 %","-##.## %","  1.30 %","  1.11 %"
"2020-05-08","  9.29 %","   .60 %","  1.90 %","  3.13 %","  5.74 %","  3.12 %","   .89 %","  2.91 %","  1.30 %","  2.34 %","  2.51 %","  1.54 %","  1.55 %","  1.14 %","   .94 %","  1.04 %","  1.40 %","  1.38 %","   .89 %","   .00 %","   .99 %","  2.99 %"
"2020-05-09","  4.99 %","   .57 %","  2.91 %","  3.01 %","  4.25 %"," 10.77 %","  1.26 %","  2.39 %","   .00 %","   .71 %","  2.39 %","  1.04 %","   .93 %","  1.14 %","  1.22 %","  1.04 %"," 10.19 %","   .71 %","   .79 %","   .00 %","   .48 %","   .58 %"
"2020-05-10","  1.07 %","   .74 %","  1.22 %","  2.35 %","  3.62 %","  3.37 %","   .66 %","  1.41 %","   .85 %","  1.13 %","  1.61 %","  1.29 %","  1.16 %","   .36 %","  1.30 %","   .80 %","  2.75 %","  1.45 %","   .29 %","   .00 %","   .52 %","   .38 %"
"2020-05-11","  1.52 %","   .58 %","  2.55 %","  1.83 %","   .87 %","  5.91 %","   .52 %","  2.18 %","  1.64 %","  1.26 %","  1.43 %","   .71 %","  1.36 %","   .38 %","  1.43 %","   .70 %","   .00 %","   .96 %","   .68 %","   .00 %","   .76 %","   .29 %"
"2020-05-12","  1.63 %","   .37 %","   .87 %","  1.69 %","  1.95 %","  4.70 %","   .63 %","  1.18 %","  -.70 %","   .83 %","   .61 %","   .61 %","   .76 %","   .54 %","   .85 %","   .48 %","  1.70 %","   .54 %","  1.26 %","   .00 %","   .28 %","  1.34 %"
"2020-05-13","  1.67 %","   .35 %","   .78 %","  1.11 %","  1.70 %","  1.40 %","   .50 %","  1.05 %"," -1.28 %","   .41 %","  1.35 %","   .85 %","   .70 %","   .30 %","   .72 %","   .28 %","  2.39 %","   .29 %","  -.38 %","   .00 %","   .73 %","   .47 %"
"2020-05-14","  4.10 %","  -.41 %","  1.50 %","  1.43 %","   .84 %","  1.66 %","   .00 %","  1.62 %","   .87 %","  4.37 %","  2.05 %","   .64 %","  1.04 %","   .47 %","   .70 %","   .88 %","  2.34 %","   .78 %","   .38 %"," ##.## %","   .55 %","   .19 %"
"2020-05-15","  1.76 %","   .67 %","  1.77 %","  1.60 %","   .83 %","  1.16 %","  1.24 %","  1.82 %","  2.53 %","  1.70 %","  1.09 %","   .68 %","   .84 %","   .60 %","  1.12 %","   .29 %","  1.83 %","   .53 %","   .38 %","-##.## %","   .74 %","   .37 %"
"2020-05-16","  2.26 %","   .30 %","   .68 %","  2.40 %","  2.67 %","  6.99 %","   .30 %","  1.29 %","   .00 %","  2.32 %","   .81 %","   .59 %","  1.01 %","   .37 %","   .63 %","   .68 %","  2.47 %","   .74 %","   .29 %","   .00 %","   .53 %","   .47 %"
"2020-05-17","  2.45 %","   .67 %","  1.60 %","  1.38 %","   .60 %","  1.01 %","   .33 %","  1.16 %","  2.49 %","  1.64 %","  1.85 %","  1.06 %","   .58 %","   .40 %","   .44 %","  1.16 %","   .44 %","  1.02 %","   .66 %","-##.## %","   .91 %","   .09 %"
"2020-05-18","  2.79 %","   .56 %","  1.24 %","  2.16 %","   .60 %","  4.42 %","  3.14 %","  4.09 %","   .00 %","  4.70 %","  2.15 %","   .57 %","   .94 %","   .93 %","  1.02 %","   .48 %","  1.31 %","   .54 %","   .09 %","   .00 %","  1.37 %","   .74 %"
"2020-05-19","  1.72 %","   .36 %","   .35 %","  1.27 %","  2.37 %","  4.76 %","   .21 %","  1.47 %","   .98 %","  4.61 %","  1.14 %","   .56 %","   .84 %","   .13 %","   .91 %","   .61 %","  1.08 %","   .79 %","   .38 %","   .00 %","   .86 %","   .46 %"
"2020-05-20","  2.01 %","  -.02 %","  1.45 %","  1.67 %","  2.51 %","  4.04 %","  1.22 %","  1.60 %","  1.08 %","  3.95 %","  2.39 %","   .81 %","   .95 %","   .64 %","  1.21 %","   .36 %","  2.34 %","   .86 %","   .38 %","   .00 %","   .61 %","   .82 %"
"2020-05-21","  1.07 %","   .37 %","   .96 %","  1.39 %","   .56 %","  2.13 %","   .17 %","  1.83 %","   .00 %","   .54 %","   .70 %","   .69 %","  1.27 %","   .26 %","   .60 %","   .46 %","   .62 %","   .94 %","   .75 %","   .00 %","   .36 %","  1.00 %"
"2020-05-22","  1.27 %","   .40 %","  2.93 %","  1.80 %","  2.06 %","  2.78 %","   .20 %","  1.45 %","   .00 %","  1.41 %","  1.45 %","   .72 %","   .76 %","   .26 %","   .86 %","   .69 %","  8.06 %","   .59 %","  -.19 %","   .00 %","   .10 %","   .63 %"
"2020-05-23","   .89 %","   .08 %","   .83 %","   .51 %","  2.39 %","   .16 %","   .86 %","   .64 %","   .42 %","   .00 %","   .89 %","   .33 %","   .32 %","   .34 %","   .37 %","   .04 %","  2.29 %","   .20 %","   .37 %","   .00 %","  -.03 %","   .09 %"
"2020-05-24","  1.29 %","   .77 %","  1.32 %","  1.19 %","   .54 %","  1.20 %","   .31 %","  1.08 %","  -.42 %","  2.35 %","   .98 %","   .89 %","  1.04 %","   .24 %","   .67 %","   .49 %","  3.18 %","   .56 %","   .00 %","   .00 %","  -.11 %","   .54 %"
"2020-05-25","  3.42 %","   .54 %","  1.09 %","  1.31 %","  1.60 %","  2.26 %","   .20 %","  1.11 %","   .00 %","   .62 %","  1.22 %","   .56 %","   .83 %","   .84 %","   .69 %","   .56 %","  2.54 %","   .67 %","   .46 %","   .00 %","   .32 %","   .62 %"
"2020-05-26","  1.04 %","   .35 %","   .60 %","  1.11 %","   .18 %","  1.66 %","   .18 %","   .67 %","   .25 %","   .10 %","   .82 %","   .40 %","   .58 %","   .32 %","   .38 %","   .33 %","  1.24 %","   .20 %","   .46 %","   .88 %","   .49 %","   .35 %"
"2020-05-27","  1.85 %","   .33 %","  1.16 %","   .91 %","  3.68 %","  3.66 %","   .34 %","  1.28 %"," -1.70 %","   .62 %","   .73 %","   .31 %","   .63 %","   .16 %","   .61 %","   .30 %","  1.05 %","   .36 %","   .55 %"," ##.## %","   .20 %","   .79 %"
"2020-05-28","  1.58 %","   .75 %","   .99 %","  1.04 %","  1.69 %","  2.29 %","  1.03 %","  1.64 %","   .29 %","   .10 %","  1.18 %","   .55 %","   .64 %","  1.03 %","   .74 %","   .54 %","  2.25 %","   .38 %","   .82 %","-95.42 %","   .99 %","   .09 %"
"2020-05-29","  1.60 %","   .36 %","   .96 %","   .92 %","  1.50 %","  2.94 %","   .26 %","  1.52 %","  1.39 %","   .72 %","  1.57 %","   .65 %","  1.10 %","   .20 %","   .58 %","   .54 %","  1.69 %","   .66 %","   .18 %"," ##.## %","   .87 %","   .61 %"
"2020-05-30","  1.35 %","  -.07 %","  1.06 %","  1.18 %","   .65 %","  2.26 %","   .19 %","   .86 %","   .00 %","   .41 %","  1.11 %","   .57 %","   .73 %","   .25 %","   .85 %","   .34 %","  3.16 %","   .33 %","   .36 %","-12.05 %","   .99 %","   .78 %"
"2020-05-31","  1.42 %","   .33 %","  1.31 %","  1.32 %","   .33 %","  1.73 %","   .31 %","   .77 %","  -.80 %","   .81 %","  1.21 %","   .61 %","   .74 %","  1.25 %","   .55 %","   .44 %","  2.09 %","   .35 %","   .00 %"," 27.41 %","   .36 %","  -.17 %"
"2020-06-01","   .36 %","   .16 %","   .65 %","   .51 %","   .97 %","   .52 %","   .48 %","   .49 %","   .18 %","   .30 %","   .40 %","   .35 %","   .37 %","   .67 %","   .25 %","   .19 %","   .79 %","   .26 %","   .36 %"," -9.96 %","   .23 %","   .43 %"
"2020-06-02","  1.31 %","   .17 %","   .49 %","   .92 %","   .80 %","  1.52 %","   .16 %","   .76 %","   .11 %","   .30 %","   .62 %","   .28 %","   .48 %","   .09 %","   .54 %","   .21 %","   .94 %","   .22 %","   .81 %"," 26.11 %","   .06 %","   .69 %"
"2020-06-03","  1.47 %","   .23 %","   .43 %","   .64 %","   .16 %","  3.67 %","   .29 %","   .71 %","   .16 %","   .70 %","   .41 %","   .28 %","   .52 %","   .43 %","   .41 %","   .26 %","  1.24 %","   .30 %","   .45 %","-19.30 %","   .27 %","   .77 %"
"2020-06-04","   .09 %","   .17 %","   .53 %","   .27 %","   .16 %","  1.56 %","   .56 %","   .53 %","   .12 %","   .30 %","   .55 %","   .04 %","   .56 %","   .12 %","   .53 %","   .21 %","   .92 %","   .15 %","   .27 %"," -7.39 %","   .26 %","   .34 %"
"2020-06-05","  1.01 %","   .30 %","   .44 %","  1.04 %","  1.11 %","  2.51 %","   .60 %","   .87 %","   .00 %","   .59 %","   .68 %","   .40 %","   .58 %","   .37 %","   .61 %","   .47 %","   .91 %","   .54 %","  2.12 %"," -5.40 %","   .53 %","   .25 %"
"2020-06-06","   .91 %","   .16 %","   .48 %","   .79 %","   .94 %","  1.03 %","   .26 %","   .39 %","   .22 %","   .69 %","   .39 %","   .41 %","   .31 %","   .18 %","   .28 %","   .30 %","   .75 %","   .28 %","   .43 %"," -3.23 %","   .49 %","   .08 %"
"2020-06-07","  1.46 %","   .11 %","   .34 %","   .21 %","   .47 %","   .27 %","   .06 %","   .39 %","   .00 %","   .10 %","   .25 %","  -.03 %","   .28 %","   .12 %","   .48 %","   .08 %","   .75 %","  -.04 %","   .00 %"," -4.36 %","   .43 %","  -.08 %"
"2020-06-08","   .80 %","   .14 %","   .27 %","   .41 %","   .15 %","   .43 %","   .22 %","   .17 %","   .44 %","   .20 %","   .25 %","   .18 %","   .24 %","   .15 %","   .21 %","   .07 %","  1.04 %","   .17 %","  1.03 %","-23.59 %","   .34 %","   .25 %"
"2020-06-09","   .76 %","   .19 %","   .21 %","   .32 %","  1.08 %","   .31 %","   .19 %","   .34 %","   .00 %","   .20 %","   .28 %","   .15 %","   .16 %","   .05 %","   .20 %","   .19 %","   .59 %","   .19 %","   .00 %","-10.53 %","   .38 %","   .08 %"
"2020-06-10","   .87 %","   .51 %","   .37 %","   .79 %","  1.22 %","   .81 %","   .30 %","   .73 %","   .35 %","   .10 %","   .57 %","   .23 %","   .60 %","  -.14 %","   .45 %","   .19 %","   .15 %","   .41 %","   .60 %","-17.25 %","   .09 %","   .34 %"
"2020-06-11","   .37 %","   .28 %","   .12 %","   .51 %","   .15 %","   .88 %","   .15 %","   .42 %","   .00 %","   .39 %","   .41 %","   .24 %","   .75 %","   .08 %","   .73 %","   .19 %","   .29 %","   .49 %","   .00 %","  9.95 %","   .12 %","   .08 %"
"2020-06-12","   .90 %","   .13 %","   .33 %","   .20 %","   .15 %","   .69 %","   .33 %","   .51 %","   .44 %","   .19 %","   .27 %","   .16 %","   .38 %","  -.68 %","   .37 %","   .16 %","  1.45 %","   .32 %","   .00 %","-17.24 %","   .09 %","   .17 %"
"2020-06-13","   .90 %","   .33 %","   .37 %","   .49 %","   .75 %","   .60 %","   .22 %","   .97 %","   .00 %","   .39 %","   .38 %","   .20 %","   .69 %","   .18 %","   .24 %","   .19 %","   .86 %","   .42 %","   .93 %","  3.12 %","  -.09 %","   .17 %"
