"date","Madhya Pradesh/Agar Malwa","Madhya Pradesh/Alirajpur","Madhya Pradesh/Anuppur","Madhya Pradesh/Ashoknagar","Madhya Pradesh/Balaghat","Madhya Pradesh/Barwani","Madhya Pradesh/Betul","Madhya Pradesh/Bhind","Madhya Pradesh/Bhopal","Madhya Pradesh/Burhanpur","Madhya Pradesh/Chhatarpur","Madhya Pradesh/Chhindwara","Madhya Pradesh/Damoh","Madhya Pradesh/Datia","Madhya Pradesh/Dewas","Madhya Pradesh/Dhar","Madhya Pradesh/Dindori","Madhya Pradesh/Guna","Madhya Pradesh/Gwalior","Madhya Pradesh/Harda","Madhya Pradesh/Hoshangabad","Madhya Pradesh/Indore","Madhya Pradesh/Jabalpur","Madhya Pradesh/Jhabua","Madhya Pradesh/Katni","Madhya Pradesh/Khandwa","Madhya Pradesh/Khargone","Madhya Pradesh/Mandi","Madhya Pradesh/Mandla","Madhya Pradesh/Mandsaur","Madhya Pradesh/Morena","Madhya Pradesh/Narsinghpur","Madhya Pradesh/Neemuch","Madhya Pradesh/Niwari","Madhya Pradesh/Other Region","Madhya Pradesh/Panna","Madhya Pradesh/Raisen","Madhya Pradesh/Rajgarh","Madhya Pradesh/Ratlam","Madhya Pradesh/Rewa","Madhya Pradesh/Sagar","Madhya Pradesh/Satna","Madhya Pradesh/Sehore","Madhya Pradesh/Seoni","Madhya Pradesh/Shahdol","Madhya Pradesh/Shajapur","Madhya Pradesh/Sheopur","Madhya Pradesh/Shivpuri","Madhya Pradesh/Sidhi","Madhya Pradesh/Singrauli","Madhya Pradesh/Tikamgarh","Madhya Pradesh/Ujjain","Madhya Pradesh/Umaria","Madhya Pradesh/Vidisha","Madhya Pradesh/bhind","Madhya Pradesh/bhopal","Madhya Pradesh/dewas","Madhya Pradesh/dhar","Madhya Pradesh/khargone","Madhya Pradesh/sheopur","Madhya Pradesh/ujjain","Madhya Pradesh/vidisha"
"2020-06-14","","","","1","","2","","","62","22","","1","","","4","4","","1","2","","","114","12","","","16","8","","","8","1","","7","","","","3","4","4","","15","2","","","","3","2","","","","1","50","","","","","","","","","",""
"2020-06-15","","","","1","","2","","","62","23","","","","","4","","","1","2","","","118","12","1","","16","8","","","8","1","","7","","","","3","4","4","","16","","","","","","2","","","","1","50","","","","","","","","","",""
"2020-06-16","","","","1","","3","","","63","23","","1","","","4","4","","1","2","","","122","12","","1","16","8","","","8","1","","7","","","","5","4","5","","16","","","","","3","2","","","","1","51","","","","","","","","","",""
"2020-06-17","","","","","","3","","","63","23","","","","1","4","4","","1","2","","","126","12","","","16","8","","","8","1","","7","","","","5","4","5","1","18","","","","","","2","","","","","51","1","","","","","","","","",""
"2020-06-18","","","","1","","3","","","63","23","","1","","","4","","","","2","","1","129","12","","1","16","8","","1","8","1","","7","","","","","4","6","1","18","2","","","","","2","","","","","51","1","","","","","","","","",""
"2020-06-19","","","","1","","","","","67","23","","1","","","4","4","","","2","","","133","12","","1","16","8","","","8","1","","7","","","","5","5","6","","18","","","","","3","2","","","","","51","","","","","","","","","",""
"2020-06-20","","","","","","3","","","68","23","","","","","4","4","","1","2","1","","137","12","","1","16","8","","","","1","","7","","","","5","5","6","1","18","2","","","","3","2","","","","","51","","","","","","","","","",""
"2020-06-21","","","","","","3","","","73","23","","1","","1","4","4","","","2","1","","141","13","1","2","16","8","","","","1","","7","","","","5","5","6","","18","","2","","","3","2","","1","","","53","","","","","","","","","",""
"2020-06-22","","","","1","","3","","","75","23","","1","","","4","4","","","2","1","","145","13","","2","16","8","","1","8","1","","7","","","","5","","6","1","18","","","","","3","2","","","","1","53","","","","","","","","","",""
"2020-06-23","","","","","","3","","","76","","","1","","1","4","4","","1","2","","","147","13","","","16","8","","","","1","","7","","","","5","5","6","","19","2","2","","","3","2","","","","","53","","","","","","","","","",""
