"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-04-24","22","29","96","","","1","245","29","244","10","428","","290","141","285","603","133"
"2020-04-25","37","31","130","","","1","336","32","315","20","629","","400","212","391","13","183"
"2020-04-26","37","31","130","","","1","336","32","315","20","670","","400","212","391","141","183"
"2020-04-27","39","31","137","","","1","359","33","337","26","700","","429","240","448","8","215"
"2020-04-28","39","31","155","","","1","383","33","346","27","731","","448","256","469","5","229"
"2020-04-29","40","34","165","","","1","425","35","358","26","802","","484","273","504","5","253"
"2020-04-30","43","35","172","","","1","448","37","373","30","845","","499","285","524","5","265"
"2020-05-01","45","36","182","","","1","460","37","381","32","885","","522","301","550","6","278"
"2020-05-02","46","36","187","","","1","484","37","387","33","923","","535","312","569","4","292"
"2020-05-03","47","36","198","","","1","499","37","398","36","972","","550","323","588","7","312"
"2020-05-04","47","36","205","","","1","512","37","408","36","997","","555","333","596","7","320"
"2020-05-05","48","36","210","","","1","527","37","415","47","1028","","575","341","609","7","331"
"2020-05-06","55","37","223","","","1","561","38","425","47","1070","","596","357","642","3","365"
"2020-05-07","57","37","232","","","1","578","39","434","48","1103","","608","364","663","3","385"
"2020-05-08","61","37","252","","","1","601","41","441","48","1132","","623","375","683","3","404"
"2020-05-09","66","37","260","","","1","625","42","445","50","1169","","635","384","703","3","420"
"2020-05-10","68","37","266","","","1","644","42","449","55","1207","","650","393","718","5","444"
"2020-05-11","73","37","274","","","1","669","42","458","57","1235","","661","408","731","5","457"
"2020-05-12","73","37","278","","","1","678","42","464","57","1244","","663","409","732","4","459"
"2020-05-13","79","37","288","","","1","704","43","475","64","1282","","676","424","749","4","489"
"2020-05-14","82","37","297","","","1","725","43","487","66","1327","","696","435","759","3","524"
"2020-05-15","86","37","303","","","2","751","43","494","67","1347","","710","444","768","2","538"
"2020-05-16","90","37","313","","","1","766","44","506","69","1370","","719","455","778","3","554"
"2020-05-17","93","37","320","","","1","776","44","516","72","1394","","725","460","787","3","569"
"2020-05-18","95","37","324","","","1","790","45","517","72","1412","","728","464","793","3","581"
"2020-05-19","96","37","330","","","1","797","45","521","73","1436","","735","470","797","3","597"
"2020-05-20","98","37","338","","","1","817","46","526","76","1462","","749","481","807","3","625"
"2020-05-21","99","37","345","","","1","831","46","533","76","1478","","759","487","813","3","640"
"2020-05-22","103","38","353","","","1","842","46","537","76","1496","","771","492","818","3","652"
"2020-05-23","107","38","362","","","1","848","46","541","77","1512","","774","501","827","3","667"
"2020-05-24","109","38","369","","","1","859","47","542","78","1518","","782","508","838","4","679"
"2020-05-25","110","38","375","","","1","863","47","543","80","1527","","784","513","839","4","692"
"2020-05-26","110","39","382","","","1","870","47","546","82","1535","","791","522","844","4","700"
"2020-05-27","111","40","390","","","1","878","47","554","82","1549","","794","530","850","5","716"
"2020-05-28","115","40","399","","","1","895","47","562","83","1564","","799","539","852","6","738"
"2020-05-29","116","40","404","","","1","906","47","569","86","1583","","811","542","861","6","746"
"2020-05-30","115","40","410","","","1","909","47","572","88","1596","","815","548","868","6","753"
"2020-05-31","116","40","415","","","1","925","47","580","89","1615","","821","552","871","7","767"
"2020-06-01","118","40","429","","","1","968","47","601","89","1650","","841","562","896","14","779"
"2020-06-02","118","40","435","","","1","971","47","603","90","1663","","845","568","902","12","790"
"2020-06-03","121","40","441","","","1","979","47","608","93","1676","","850","572","908","12","804"
"2020-06-04","121","40","452","","","1","986","47","609","94","1689","","854","579","913","10","806"
"2020-06-05","123","40","455","","","1","990","48","610","95","1695","","855","581","922","7","813"
"2020-06-06","123","40","467","","","1","998","48","618","95","1701","","859","588","923","8","820"
"2020-06-07","123","40","469","","","1","1003","48","620","98","1705","","863","591","924","8","823"
"2020-06-08","123","41","473","","","1","1006","49","622","100","1711","","866","595","931","8","827"
"2020-06-09","123","41","481","","","1","1016","49","625","100","1720","","870","603","935","10","834"
"2020-06-10","127","41","487","","","1","1024","49","629","100","1725","","873","608","936","10","844"
"2020-06-11","127","41","492","","","1","1031","49","633","100","1733","","876","612","938","10","849"
"2020-06-12","127","42","496","","","1","1035","50","632","103","1744","","882","619","941","10","856"
"2020-06-13","128","42","507","","","1","1041","50","637","103","1748","","882","621","943","10","863"
"2020-06-14","130","42","516","","","1","1046","51","640","103","1756","","888","621","950","10","870"
"2020-06-15","130","42","518","","0","1","1051","51","640","103","1763","0","890","626","951","10","871"
"2020-06-16","131","42","520","","","0","1052","51","642","103","1765","","891","629","952","9","877"
"2020-06-17","133","42","528","","","0","1057","52","645","105","1781","","903","631","959","9","888"
"2020-06-18","135","42","534","","","0","1063","52","646","106","1788","","905","636","963","10","889"
"2020-06-19","136","44","537","","","0","1065","52","647","106","1791","","907","640","971","10","893"
"2020-06-20","136","44","539","","","0","1071","53","648","106","1801","","908","641","973","10","897"
"2020-06-21","137","44","542","","","0","1076","53","648","107","1807","","912","643","978","10","900"
"2020-06-22","138","44","546","","","0","1077","53","647","107","1809","","914","646","979","10","903"
"2020-06-23","140","44","548","","","0","1081","53","649","107","1812","","919","647","976","8","905"
"2020-06-24","140","44","555","","","0","1083","53","654","108","1820","","923","651","984","8","914"
"2020-06-25","141","44","558","","","0","1086","54","654","109","1825","","924","654","990","6","917"
"2020-06-26","143","44","565","","","0","1092","54","657","109","1839","","927","658","997","7","920"
"2020-06-27","143","44","567","","","0","1096","54","659","110","1849","","927","660","1004","7","920"
"2020-06-28","144","44","568","","","0","1099","54","663","110","1855","","927","663","1004","7","921"
"2020-06-29","145","44","575","","","0","1106","54","664","110","1862","","930","666","1007","7","924"
"2020-06-30","144","44","574","","","0","1104","54","655","110","1851","","923","665","1002","7","920"
"2020-07-01","144","44","574","","","0","1104","54","655","110","1851","","923","665","1002","7","920"
"2020-07-02","147","44","587","","","1","1111","55","661","114","1867","","933","663","1008","7","934"
"2020-07-03","148","45","587","","","1","1116","55","662","115","1870","","934","665","1009","7","935"
"2020-07-04","149","45","590","","","1","1119","55","664","116","1877","","937","667","1008","7","937"
"2020-07-05","149","45","590","","","1","1119","55","666","116","1879","","940","668","1007","7","941"
"2020-07-06","150","45","592","","","1","1122","55","670","116","1882","","940","668","1008","7","942"
"2020-07-07","150","45","592","","","1","1126","55","672","116","1888","","941","669","1008","7","943"
"2020-07-08","150","45","592","","","1","1131","55","672","116","1897","","943","673","1012","7","949"
"2020-07-09","150","45","594","","","1","1133","56","671","117","1903","","950","674","1013","7","954"
"2020-07-10","151","45","596","","","1","1136","56","672","117","1908","","956","677","1016","7","958"
"2020-07-11","151","45","598","","","1","1136","57","674","117","1913","","957","678","1018","7","958"
"2020-07-12","151","45","601","","","1","1137","57","678","117","1916","","958","679","1020","7","958"
"2020-07-13","151","45","601","","","1","1136","57","678","117","1921","","958","679","1020","7","959"
"2020-07-14","152","45","601","","","1","1136","57","679","117","1923","","959","680","1022","7","961"
"2020-07-15","152","45","603","","","1","1136","58","681","118","1928","","962","686","1024","7","967"
"2020-07-16","152","45","603","","","1","1136","58","680","119","1934","","962","688","1027","7","968"
"2020-07-17","153","45","607","","","1","1139","58","681","119","1938","","963","693","1030","6","969"
"2020-07-18","154","45","608","","","1","1140","58","681","119","1944","","966","694","1035","6","968"
"2020-07-19","154","45","609","","","1","1143","58","682","120","1947","","967","695","1035","6","969"
"2020-07-20","154","45","610","","","1","1143","57","678","123","1948","","968","696","1035","6","969"
"2020-07-21","154","45","613","","","1","1146","57","679","125","1946","","970","699","1039","6","970"
"2020-07-22","154","45","615","","","1","1152","57","680","125","1951","","972","700","1039","6","971"
"2020-07-23","155","45","615","","","1","1157","57","681","125","1951","","974","701","1042","6","974"
"2020-07-24","155","45","616","","","1","1159","58","682","125","1954","","975","701","1044","6","977"
"2020-07-25","155","45","616","","","1","1162","59","683","126","1955","","976","702","1046","6","978"
"2020-07-26","155","45","617","","","1","1167","59","687","126","1957","","977","704","1048","6","980"
"2020-07-27","155","45","617","","","1","1169","59","688","127","1959","","977","705","1048","6","980"
"2020-07-28","155","45","621","","","1","1170","59","689","127","1961","","977","706","1052","6","982"
"2020-07-29","155","45","622","","","1","1175","60","692","127","1971","","979","707","1054","6","986"
"2020-07-30","155","45","622","","","1","1175","60","692","127","1971","","979","707","1054","6","986"
"2020-07-31","156","46","623","","","1","1177","60","696","127","1978","","984","710","1055","6","990"
"2020-08-01","156","46","623","","","1","1182","60","697","127","1983","","986","711","1057","6","991"
"2020-08-02","157","46","625","","","1","1183","60","698","127","1985","","988","712","1058","6","992"
"2020-08-03","157","46","626","","","1","1185","60","699","127","1988","","988","713","1059","6","993"
"2020-08-04","157","46","626","","","1","1186","60","699","127","1989","","991","714","1062","6","993"
"2020-08-05","157","46","626","","","1","1186","61","699","127","1989","","991","714","1063","6","993"
"2020-08-06","157","46","629","","","1","1190","61","700","128","1998","","994","717","1066","6","998"
"2020-08-07","157","46","632","","","1","1191","61","703","129","1999","","996","718","1071","6","999"
"2020-08-08","158","46","632","","","1","1192","61","704","129","2002","","997","720","1073","6","1000"
"2020-08-09","158","46","634","","","1","1193","61","707","129","2003","","997","721","1074","6","1005"
"2020-08-10","158","46","635","","","1","1194","61","707","129","2005","","997","722","1074","6","1006"
"2020-08-11","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","6","1007"
"2020-08-12","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","24","1007"
"2020-08-13","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","45","1007"
"2020-08-14","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","65","1007"
"2020-08-15","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","81","1007"
"2020-08-16","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","93","1007"
"2020-08-17","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","97","1007"
"2020-08-18","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","103","1007"
"2020-08-19","158","46","637","","","1","1194","61","709","130","2006","","997","723","1076","131","1007"
"2020-08-20","164","46","645","","","1","1207","61","732","131","2036","","1004","731","1091","5","1034"
"2020-08-21","164","46","649","","","1","1210","61","732","133","2038","","1004","732","1092","5","1034"
"2020-08-22","164","46","650","","","1","1215","61","734","133","2043","","1004","736","1093","5","1036"
"2020-08-23","164","46","650","","","1","1215","61","734","133","2043","","1004","736","1093","5","1036"
"2020-08-24","164","46","650","","","1","1220","61","737","134","2053","","1005","737","1095","5","1041"
