"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-11-10","   .00 %","   .87 %","   .55 %","   .21 %","   .00 %","   .59 %","   .45 %","   .62 %","   .00 %","   .00 %","   .54 %","   .24 %","   .00 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .70 %","","   .00 %",""
"2020-11-11","   .00 %","   .87 %","   .82 %","   .21 %","   .42 %","   .00 %","   .60 %","   .00 %","   .00 %","   .00 %","   .81 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .64 %","","   .69 %",""
"2020-11-12","   .00 %","   .87 %","   .81 %","   .00 %","   .42 %","   .00 %","   .67 %","   .00 %","  1.33 %","   .00 %","  1.07 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .69 %","","   .69 %",""
"2020-11-13","   .00 %","   .87 %","   .81 %","   .00 %","   .82 %","   .57 %","   .52 %","   .00 %","  1.33 %","   .00 %","   .80 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .74 %","","  2.02 %",""
"2020-11-14","   .00 %","   .87 %","   .94 %","   .21 %","   .82 %","   .57 %","   .44 %","   .00 %","  1.33 %","   .00 %","   .79 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .52 %","","  2.02 %",""
"2020-11-15","   .00 %","   .00 %","   .80 %","   .21 %","   .82 %","   .57 %","   .66 %","   .00 %","  1.33 %","   .00 %","   .79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .67 %","","  2.02 %",""
"2020-11-16","   .00 %","   .00 %","   .53 %","   .42 %","   .41 %","   .57 %","   .72 %","   .00 %","  1.33 %","   .00 %","   .52 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .72 %","","  1.33 %",""
"2020-11-17","   .27 %","   .42 %","   .39 %","   .42 %","   .41 %","  1.13 %","   .58 %","   .61 %","   .00 %","   .00 %","   .26 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .57 %","   .62 %","","  1.96 %",""
"2020-11-18","   .27 %","   .42 %","   .52 %","   .63 %","   .80 %","   .56 %","   .65 %","   .61 %","   .00 %","   .00 %","   .26 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","   .61 %","","   .62 %",""
"2020-11-19","   .27 %","   .42 %","   .26 %","   .41 %","   .80 %","   .56 %","   .65 %","  1.19 %","   .00 %","   .00 %","   .26 %","   .47 %","   .00 %","   .42 %","   .00 %","  2.50 %","   .80 %","   .00 %","   .56 %","","   .62 %",""
"2020-11-20","   .53 %","   .42 %","   .26 %","   .41 %","   .80 %","   .56 %","   .50 %","  1.19 %","   .00 %","   .00 %","   .51 %","   .47 %","   .00 %","   .42 %","   .00 %","  2.50 %","   .80 %","   .00 %","   .30 %","","   .62 %",""
"2020-11-21","   .53 %","   .82 %","   .26 %","   .21 %","   .80 %","   .56 %","   .28 %","  1.19 %","   .00 %","   .00 %","   .51 %","   .24 %","   .00 %","   .42 %","   .00 %","  2.50 %","   .80 %","   .00 %","   .15 %","","  1.23 %",""
"2020-11-22","   .26 %","   .81 %","   .13 %","   .21 %","   .80 %","   .00 %","   .42 %","   .59 %","   .00 %","   .00 %","   .51 %","   .24 %","   .00 %","   .42 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .20 %","","  2.37 %",""
"2020-11-23","   .26 %","   .81 %","   .00 %","   .20 %","   .00 %","   .00 %","   .42 %","   .59 %","   .00 %","   .42 %","   .76 %","   .00 %","   .00 %","   .42 %","   .00 %","  2.50 %","  1.54 %","   .00 %","   .20 %","","  3.99 %",""
"2020-11-24","   .26 %","   .81 %","   .13 %","   .20 %","   .38 %","   .00 %","   .49 %","   .00 %","   .00 %","   .82 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.25 %","   .56 %","   .30 %","","  4.49 %",""
"2020-11-25","   .00 %","   .81 %","   .13 %","   .20 %","   .38 %","   .00 %","   .35 %","   .57 %","   .00 %","   .82 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.63 %","   .56 %","   .54 %","","  5.96 %",""
"2020-11-26","   .00 %","   .40 %","   .26 %","   .20 %","   .38 %","   .00 %","   .48 %","   .57 %","   .00 %","   .82 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.63 %","   .56 %","   .64 %","","  5.35 %",""
"2020-11-27","   .26 %","   .00 %","   .26 %","   .41 %","  1.14 %","   .00 %","   .48 %","   .57 %","   .00 %","   .82 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.63 %","   .56 %","   .64 %","","  4.04 %",""
"2020-11-28","   .26 %","   .00 %","   .38 %","   .20 %","  1.50 %","   .54 %","   .41 %","   .57 %","   .00 %","   .41 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.09 %","   .56 %","   .54 %","","  2.42 %",""
"2020-11-29","   .26 %","   .00 %","   .38 %","   .20 %","  1.12 %","   .54 %","   .41 %","   .57 %","   .00 %","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.38 %","   .00 %","   .39 %","","  2.81 %",""
"2020-11-30","   .26 %","   .39 %","   .38 %","   .40 %","  1.12 %","   .54 %","   .54 %","   .56 %","  2.50 %","   .40 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .65 %","","   .15 %","","  1.34 %",""
"2020-12-01","   .52 %","   .39 %","   .25 %","   .40 %","  1.12 %","   .54 %","   .54 %","  1.64 %","  2.50 %","   .40 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %","   .14 %","","  1.77 %",""
"2020-12-26","   .26 %","   .78 %","   .25 %","   .20 %","   .72 %","   .54 %","   .53 %","  1.64 %","","   .40 %","   .24 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %","   .14 %","","  1.31 %",""
"2020-12-27","   .26 %","   .78 %","   .13 %","   .20 %","   .36 %","   .00 %","   .53 %","  1.64 %","  2.50 %","","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %","   .19 %","","  1.31 %",""
"2020-12-28","   .26 %","   .78 %","   .12 %","   .40 %","","   .00 %","   .53 %","  1.64 %","","   .40 %","   .24 %","   .00 %","   .91 %","   .00 %","","","   .65 %","   .54 %","   .24 %","","   .43 %",""
"2020-12-29","   .26 %","   .38 %","   .12 %","   .20 %","   .71 %","   .00 %","   .40 %","  1.08 %","  2.50 %","   .40 %","   .24 %","   .00 %","   .91 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .54 %","   .34 %","","   .43 %",""
"2020-12-30","   .00 %","   .38 %","   .12 %","   .20 %","   .71 %","   .00 %","   .33 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .91 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .54 %","   .24 %","","   .00 %",""
"2020-12-31","   .00 %","   .00 %","   .12 %","   .20 %","  1.05 %","   .00 %","   .20 %","   .51 %","  2.50 %","   .00 %","   .24 %","   .00 %","   .91 %","   .00 %","   .00 %","  2.22 %","   .00 %","","   .24 %","","   .00 %",""
"2021-01-01","   .00 %","   .00 %","   .12 %","   .20 %","   .70 %","   .00 %","   .13 %","   .51 %","   .00 %","   .00 %","   .24 %","   .00 %","   .87 %","   .00 %","","  2.22 %","   .00 %","   .54 %","   .19 %","","   .00 %",""
"2021-01-02","   .00 %","   .00 %","   .00 %","   .20 %","   .70 %","   .00 %","   .07 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %","","   .00 %","   .54 %","   .14 %","","   .00 %",""
"2021-01-03","   .00 %","   .00 %","   .00 %","   .20 %","   .34 %","   .00 %","   .07 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %","","   .62 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-04","   .00 %","   .00 %","   .00 %","   .39 %","","   .53 %","   .13 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %","  2.22 %","   .62 %","   .53 %","   .05 %","","   .00 %",""
"2021-01-05","   .00 %","   .00 %","   .00 %","   .39 %","   .34 %","   .53 %","   .39 %","   .00 %","  1.11 %","","   .24 %","   .00 %","   .87 %","   .00 %","   .00 %","","   .62 %","","   .00 %","","   .00 %",""
"2021-01-06","   .25 %","   .00 %","   .00 %","   .39 %","   .00 %","  1.04 %","   .39 %","   .00 %","  1.11 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .62 %","   .53 %","   .00 %","","   .00 %",""
"2021-01-07","   .25 %","   .00 %","   .00 %","   .19 %","   .00 %","  1.54 %","   .45 %","   .00 %","","   .00 %","   .47 %","   .00 %","","   .00 %","","","   .62 %","   .53 %","   .05 %","","   .00 %",""
"2021-01-08","   .25 %","   .38 %","","   .39 %","   .00 %","  1.54 %","   .52 %","   .00 %","","   .00 %","   .47 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .53 %","   .05 %","","   .00 %",""
"2021-01-09","   .25 %","   .38 %","   .00 %","   .19 %","   .00 %","  1.01 %","   .45 %","   .50 %","  1.11 %","   .00 %","   .47 %","   .00 %","","   .41 %","","   .00 %","   .00 %","","   .05 %","","   .00 %",""
"2021-01-10","   .25 %","   .38 %","   .00 %","   .19 %","   .00 %","  1.01 %","   .19 %","   .50 %","","","   .47 %","   .00 %","   .00 %","   .41 %","","","   .00 %","   .53 %","   .05 %","","",""
"2021-01-11","   .00 %","   .38 %","   .00 %","   .19 %","","   .50 %","   .25 %","   .50 %","  1.11 %","   .00 %","   .23 %","   .00 %","   .00 %","   .41 %","   .00 %","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-12","   .00 %","   .38 %","   .00 %","   .19 %","   .00 %","   .00 %","   .19 %","   .50 %","","   .00 %","   .23 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .13 %","   .50 %","","   .00 %","   .23 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-14","   .00 %","   .00 %","   .00 %","   .38 %","   .00 %","   .00 %","   .06 %","   .00 %","","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .09 %","","   .00 %",""
"2021-01-15","   .00 %","   .00 %","   .00 %","   .57 %","","   .00 %","   .19 %","   .49 %","","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .09 %","","   .00 %",""
"2021-01-16","   .00 %","   .00 %","   .00 %","   .75 %","   .00 %","   .00 %","   .13 %","   .49 %","","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .09 %","","   .00 %",""
"2021-01-17","   .00 %","   .00 %","   .00 %","   .75 %","","   .00 %","   .13 %","   .49 %","","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-18","   .00 %","   .00 %","   .00 %","   .75 %","   .00 %","   .00 %","   .13 %","   .49 %","  1.11 %","   .39 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .61 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-19","   .00 %","   .00 %","   .12 %","   .37 %","   .00 %","   .00 %","   .13 %","   .49 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .61 %","   .00 %","   .00 %","","   .00 %",""
"2021-01-20","   .00 %","   .00 %","   .12 %","   .19 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .61 %","   .00 %","   .00 %","","   .00 %",""
"2021-01-21","   .00 %","   .00 %","   .12 %","   .00 %","","   .00 %","   .06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .61 %","   .00 %","   .00 %","","   .00 %",""
"2021-01-22","   .00 %","   .00 %","   .12 %","   .37 %","   .00 %","   .00 %","   .19 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .61 %","","   .00 %","","   .00 %",""
"2021-01-23","   .00 %","   .00 %","   .12 %","   .37 %","","   .00 %","   .19 %","","","   .00 %","   .23 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %",""
"2021-01-24","   .00 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .19 %","   .00 %","","   .00 %","   .23 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2021-01-25","   .00 %","   .00 %","   .00 %","   .37 %","","   .00 %","   .19 %","   .00 %","","   .00 %","   .23 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %",""
"2021-01-26","   .00 %","   .00 %","   .00 %","   .37 %","","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .05 %","","   .00 %",""
"2021-01-27","   .00 %","","   .12 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .23 %","   .00 %","","","","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-28","   .00 %","   .00 %","   .12 %","   .00 %","","   .00 %","   .00 %","   .48 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .05 %","","",""
"2021-01-29","   .25 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-01-30","   .25 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .06 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .14 %","","   .00 %",""
"2021-01-31","   .25 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .06 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .09 %","","   .00 %",""
"2021-02-01","   .25 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .06 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .09 %","","",""
"2021-02-02","   .25 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .06 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .14 %","","   .00 %",""
"2021-02-03","   .25 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .06 %","   .94 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .19 %","","   .00 %",""
"2021-02-04","   .25 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .00 %","","","   .00 %","   .23 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .51 %","   .09 %","","",""
"2021-02-05","   .25 %","   .00 %","   .00 %","   .18 %","","   .49 %","   .00 %","   .94 %","","   .00 %","   .23 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .09 %","","   .00 %",""
"2021-02-06","   .25 %","   .00 %","   .00 %","   .18 %","   .00 %","   .49 %","   .00 %","","","   .00 %","   .23 %","   .00 %","   .00 %","   .00 %","","","","   .51 %","   .09 %","","   .00 %",""
"2021-02-07","   .25 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .94 %","","   .00 %","   .23 %","   .00 %","   .00 %","","","","","   .51 %","   .05 %","","   .00 %",""
"2021-02-08","   .00 %","","   .00 %","   .00 %","","   .49 %","   .00 %","","","   .00 %","   .23 %","   .00 %","","","","","   .00 %","   .51 %","   .00 %","","",""
"2021-02-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .51 %","   .00 %","","   .00 %",""
"2021-02-10","   .00 %","   .00 %","   .12 %","   .00 %","   .00 %","   .49 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %",""
"2021-02-11","   .00 %","   .37 %","   .12 %","   .00 %","","   .49 %","   .00 %","   .94 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .05 %","","   .00 %",""
"2021-02-12","   .00 %","   .37 %","   .12 %","   .00 %","   .00 %","   .00 %","   .06 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-02-13","   .00 %","   .37 %","   .12 %","   .00 %","","   .00 %","   .06 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","  2.00 %","","","   .05 %","","   .00 %",""
"2021-02-14","   .00 %","   .37 %","   .12 %","   .00 %","","   .00 %","   .12 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .09 %","","",""
"2021-02-15","   .00 %","   .37 %","   .00 %","   .00 %","","   .00 %","   .12 %","","","   .00 %","","   .00 %","","","","","","   .00 %","   .09 %","","   .00 %",""
"2021-02-16","   .00 %","   .00 %","   .00 %","   .00 %","","","   .12 %","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .05 %","","   .00 %",""
"2021-02-17","   .00 %","   .00 %","   .00 %","   .00 %","","","   .06 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","  2.00 %","","   .00 %","   .05 %","","   .00 %",""
"2021-02-18","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %","","   .06 %","","","   .00 %","","   .23 %","   .00 %","","","","   .00 %","   .00 %","   .09 %","","",""
"2021-02-19","   .00 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .23 %","","   .00 %","","","","   .00 %","   .05 %","","   .00 %",""
"2021-02-20","   .00 %","","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .23 %","","   .00 %","","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-02-21","   .00 %","","   .00 %","   .18 %","","","   .00 %","","","   .00 %","   .00 %","   .23 %","","   .00 %","","","   .00 %","   .00 %","   .05 %","","   .00 %",""
"2021-02-22","   .00 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .23 %","","   .00 %","","","","   .00 %","   .05 %","","",""
"2021-02-23","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2021-02-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .23 %","","","","","","","   .00 %","","   .00 %",""
"2021-02-25","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .23 %","","","","","","   .00 %","   .00 %","","   .00 %",""
"2021-02-26","   .00 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %",""
"2021-02-27","   .00 %","","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .23 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %",""
"2021-02-28","   .00 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .00 %","","","   .00 %","   .22 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %",""
"2021-03-01","   .24 %","   .00 %","   .00 %","   .18 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .22 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","   .00 %",""
"2021-03-02","   .24 %","","   .00 %","   .18 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2021-03-03","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","","   .00 %","","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""
"2021-03-04","   .48 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %",""
"2021-03-05","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .06 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","   .00 %",""
"2021-03-06","   .24 %","","   .00 %","   .00 %","","   .00 %","   .12 %","   .00 %","","   .00 %","   .22 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","",""
"2021-03-07","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .12 %","","","   .00 %","   .22 %","   .00 %","   .00 %","","","  2.00 %","","   .00 %","   .05 %","","   .00 %",""
"2021-03-08","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .18 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .05 %","","   .00 %",""
"2021-03-09","   .00 %","","   .00 %","   .00 %","   .00 %","","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .23 %","","   .00 %","","","","","   .05 %","","   .00 %",""
"2021-03-10","   .00 %","","   .24 %","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","","","  2.00 %","","   .00 %","   .09 %","","   .00 %",""
"2021-03-11","   .24 %","   .00 %","   .24 %","   .00 %","","","   .12 %","   .00 %","","   .00 %","","   .23 %","","","","","","   .00 %","   .09 %","","",""
"2021-03-12","   .71 %","","   .24 %","   .00 %","","   .00 %","   .12 %","","","","   .00 %","   .23 %","   .00 %","   .00 %","","","","   .00 %","   .05 %","","   .00 %",""
"2021-03-13","   .71 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .06 %","","","   .00 %","   .00 %","   .45 %","   .00 %","","","   .00 %","   .59 %","   .00 %","   .09 %","","   .00 %",""
"2021-03-14","   .71 %","   .00 %","   .24 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .09 %","","   .00 %",""
"2021-03-15","   .71 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .22 %","","","","","   .59 %","   .00 %","   .05 %","","",""
"2021-03-16","   .47 %","   .00 %","   .12 %","   .00 %","","   .00 %","   .06 %","","","   .00 %","   .00 %","   .22 %","   .00 %","","","   .00 %","","","   .05 %","","   .00 %",""
"2021-03-17","   .23 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .06 %","   .00 %","","   .00 %","   .00 %","","","","","","","   .00 %","   .05 %","","   .00 %",""
"2021-03-18","   .23 %","   .00 %","   .12 %","   .00 %","   .00 %","","   .06 %","   .00 %","","   .00 %","   .00 %","   .22 %","","","","   .00 %","   .59 %","   .00 %","   .05 %","","   .00 %",""
"2021-03-19","   .23 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .05 %","","",""
"2021-03-20","   .46 %","   .00 %","   .12 %","   .00 %","","   .00 %","   .12 %","   .00 %","","","   .00 %","   .00 %","","","","","","   .00 %","   .05 %","","   .00 %",""
"2021-03-21","   .68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .06 %","","","","   .00 %","   .00 %","","","","","   .59 %","   .00 %","   .05 %","","",""
"2021-03-22","   .45 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .06 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .05 %","","   .00 %",""
"2021-03-23","   .45 %","   .00 %","   .00 %","   .00 %","","","   .06 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .59 %","","   .09 %","","   .00 %",""
"2021-03-24","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .09 %","","",""
"2021-03-25","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .09 %","","",""
"2021-03-26","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .14 %","","   .00 %",""
"2021-03-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .18 %","","   .00 %",""
"2021-03-28","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .12 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .83 %","","   .00 %","","","   .00 %","   .14 %","","   .00 %",""
"2021-03-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .14 %","","   .00 %",""
"2021-03-30","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .18 %","","   .00 %",""
"2021-03-31","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .12 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.63 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .18 %","","   .00 %",""
"2021-04-01","   .00 %","   .36 %","   .36 %","   .00 %","   .00 %","   .48 %","   .12 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.63 %","   .40 %","","","   .00 %","   .00 %","   .14 %","","   .00 %",""
"2021-04-02","   .44 %","   .36 %","   .36 %","   .00 %","   .00 %","   .94 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.63 %","   .40 %","   .00 %","","   .00 %","   .00 %","   .14 %","","   .42 %",""
"2021-04-03","   .44 %","   .36 %","   .36 %","   .00 %","   .00 %","   .94 %","   .06 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .80 %","   .40 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .14 %","","   .42 %",""
