"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-07-24","  3.33 %","   .00 %","  2.37 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.00 %","   .00 %","   .00 %","   .00 %","   .79 %","   .00 %"
"2020-07-25","  3.33 %","   .00 %","  2.68 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 13.00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %"
"2020-07-26","  3.33 %","   .00 %","  1.69 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .97 %","   .00 %"
"2020-07-27","   .00 %","   .00 %","   .99 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .00 %"
"2020-07-28","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .00 %"
"2020-07-29","   .00 %","   .00 %","  1.74 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .75 %","   .00 %"
"2020-07-30","   .00 %","   .00 %","  2.02 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %"
"2020-07-31","   .00 %","   .00 %","  2.72 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","  1.10 %","   .00 %"
"2020-08-01","   .00 %","   .00 %","  2.58 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %"
"2020-08-02","   .00 %","   .00 %","  1.92 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %"
"2020-08-03","   .00 %","   .00 %","  1.72 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","  1.08 %","   .00 %"
"2020-08-04","  2.86 %","   .00 %","  1.53 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %"
"2020-08-05","  2.86 %","   .00 %","  1.62 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2020-08-06","  2.86 %","   .00 %","  1.80 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %"
"2020-08-07","  2.86 %","   .00 %","  2.28 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .69 %","   .00 %"
"2020-08-08","  2.86 %","   .00 %","  2.63 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %"
"2020-08-09","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %"
"2020-08-10","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .00 %"
"2020-08-11","   .00 %","   .00 %","  1.95 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %"
"2020-08-12","   .00 %","   .00 %","  1.81 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %"
"2020-08-13","   .00 %","   .00 %","  1.70 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","  1.84 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .00 %"
"2020-08-15","   .00 %","   .00 %","  2.29 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .66 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","  1.91 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","  1.64 %","   .00 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","  1.52 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","  1.86 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %"
"2020-08-20","   .00 %","   .00 %","  2.08 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .64 %","   .00 %"
"2020-08-21","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %","   .00 %","   .00 %","   .95 %","   .00 %"
"2020-08-22","   .00 %","   .00 %","  2.39 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %"
"2020-08-23","   .00 %","   .00 %","  1.86 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %"
"2020-08-24","   .00 %","   .00 %","  1.20 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .93 %","   .00 %"
