"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/KarimganJ","Assam/Karimganj","Assam/Kishanganj","Assam/KokraJhar","Assam/Kokrajhar","Assam/LakhImpur","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Tinsukla","Assam/Udalguri","Assam/West Karbi Anglong","Assam/cachar"
"2021-06-07","","","","  1.63 %","  1.38 %","  2.66 %","   .73 %","  1.75 %","  3.23 %","  1.55 %","   .49 %","  2.37 %","  1.36 %","  1.12 %","  2.20 %","  3.52 %","  1.90 %","  1.59 %","  1.27 %","  1.11 %","   .73 %","   .36 %","  1.52 %","","  1.91 %","","","   .68 %","","  1.47 %","  4.51 %","  2.53 %","  1.46 %","   .71 %",""," ##.## %","","  1.87 %","  1.50 %","  1.74 %","","   .00 %","   .78 %","  1.16 %",""
"2021-06-08","","","","  2.79 %","  1.74 %","  2.14 %","  1.40 %","  2.18 %","  3.32 %","  1.59 %","   .65 %","  2.05 %","  2.20 %","   .96 %","  1.23 %","  2.74 %","  1.84 %","  1.29 %","   .80 %","  1.03 %","   .82 %","   .38 %","  2.29 %","","  1.76 %","","","  1.38 %","","  1.37 %","  2.24 %","  2.11 %","  1.48 %","   .92 %",""," 80.00 %","","  1.86 %","  1.98 %","  2.24 %",""," 67.62 %","  1.04 %","  5.55 %",""
"2021-06-09","","","","  1.83 %","  1.16 %","  2.56 %","   .67 %","  1.98 %","  2.14 %","  1.28 %","   .60 %","  2.90 %","  1.33 %","   .87 %","  2.33 %","  3.16 %","  1.88 %","  1.08 %","  1.01 %","   .95 %","   .57 %","   .48 %","  2.26 %","","  2.21 %","","","   .67 %","","  1.39 %","  2.97 %","  2.23 %","  1.18 %","   .78 %","","","","  2.19 %","  2.06 %","  1.29 %","  1.18 %","","   .94 %","  2.01 %",""
"2021-06-10","","","","  2.13 %","  1.84 %","  2.41 %","   .91 %","  1.54 %","  2.78 %","  2.11 %","   .60 %","  1.55 %","   .95 %","   .81 %","  1.14 %","  2.25 %","  1.71 %","   .95 %","  1.06 %","  1.40 %","   .47 %","   .36 %","  1.65 %","","  2.16 %","","","  1.36 %","","  1.61 %","  3.19 %","  2.50 %","  1.31 %","   .79 %","   .68 %","","","  2.41 %","  2.31 %","  1.40 %","  1.73 %","","  1.72 %","  2.12 %",""
"2021-06-11","","","","  1.97 %","  1.15 %","  2.75 %","   .77 %","  1.57 %","  1.56 %","  2.62 %","   .62 %","  1.85 %","  1.00 %","   .89 %","  2.11 %","  1.91 %","  2.23 %","   .94 %","  1.30 %","   .98 %","   .51 %","   .38 %","  1.60 %","","  1.51 %","","","  1.37 %","","  1.44 %","  2.94 %","  2.15 %","  1.10 %","  1.08 %","  1.34 %","","","  2.25 %","  2.19 %","  1.00 %","  1.49 %","","  1.97 %","  1.78 %",""
"2021-06-12","","","","  1.38 %","  1.27 %","  2.51 %","   .76 %","  1.36 %","  2.90 %","  1.61 %","   .95 %","  2.23 %","  1.07 %","   .74 %","  2.26 %","  1.33 %","  1.66 %","  1.12 %","  1.13 %","   .30 %","   .66 %","   .27 %","  1.88 %","","  1.97 %","","","  1.53 %","","  1.29 %","  2.43 %","  2.43 %","  1.17 %","  1.37 %","   .00 %","","","  2.32 %","  2.23 %","   .93 %","  1.50 %","","  1.09 %","  1.90 %",""
"2021-06-13","","","","   .57 %","   .31 %","  1.47 %","   .40 %","   .61 %","  1.72 %","   .60 %","   .16 %","  1.42 %","   .95 %","   .50 %","   .80 %","  1.16 %","   .33 %","   .64 %","  1.19 %","  1.48 %","   .44 %","   .25 %","   .95 %","","   .89 %","","","   .81 %","","   .89 %","  1.12 %","   .83 %","   .71 %","   .32 %",""," 33.33 %","","   .79 %","  1.35 %","  1.05 %","  1.04 %","","   .22 %","  2.58 %",""
"2021-06-14","","","","  2.77 %","  1.24 %","  2.84 %","  1.09 %","  1.42 %","  1.64 %","   .85 %","  1.07 %","  1.75 %","  1.38 %","  1.00 %","  1.58 %","  1.64 %","  2.08 %","   .65 %","  1.59 %","   .17 %","   .74 %","   .26 %","  1.67 %","","  1.85 %","","","  1.55 %","","  1.50 %","  2.62 %","  2.18 %","   .95 %","  1.21 %","  1.32 %","","","  1.95 %","  2.09 %","   .97 %","  1.85 %","","  1.53 %","  1.95 %",""
"2021-06-15","","","","   .82 %","  1.36 %","  2.48 %","   .73 %","  1.14 %","  1.83 %","  2.09 %","   .61 %","  1.74 %","   .81 %","   .58 %","  1.47 %","  1.44 %","  2.00 %","   .95 %","   .99 %","  1.71 %","   .66 %","   .22 %","  1.78 %","","  1.38 %","","","   .87 %","","  1.70 %","  1.48 %","  2.19 %","  1.11 %","   .72 %","","","","  1.84 %","  1.79 %","   .54 %","  1.55 %","","  1.03 %","  1.50 %",""
"2021-06-16","","","","  2.10 %","  1.11 %","  2.84 %","   .94 %","  1.10 %","  2.35 %","  1.28 %","   .52 %","  2.24 %","   .57 %","   .59 %","  1.81 %","  1.86 %","  1.69 %","   .57 %","   .95 %","  1.24 %","   .61 %","   .17 %","  1.93 %","","  1.06 %","","","   .92 %","","  1.39 %","  5.96 %","  2.31 %","   .89 %","   .61 %","","","","  1.91 %","  2.19 %","   .90 %","  1.63 %","","  1.28 %","  1.08 %",""
"2021-06-17","","","","  2.64 %","  1.14 %","  3.05 %","   .48 %","  1.07 %","  1.65 %","  1.83 %","   .59 %","  2.84 %","   .90 %","   .75 %","  1.29 %","  1.11 %","  1.88 %","   .80 %","  1.08 %","  1.02 %","   .50 %","   .19 %","  1.41 %","","  1.01 %","","","   .94 %","","  1.65 %","  1.25 %","  2.31 %","  1.24 %","   .79 %","   .00 %","","","  1.53 %","  2.56 %","  1.25 %","  1.35 %","","  1.27 %","  1.07 %",""
"2021-06-18","","","","  2.00 %","  1.17 %","  2.09 %","  1.96 %","   .70 %","  2.68 %","  2.23 %","   .72 %","  3.20 %","   .68 %","   .86 %","  1.27 %","  1.48 %","  1.96 %","   .83 %","  1.41 %","  1.24 %","   .49 %","   .22 %","  3.53 %","","  1.94 %","","","  1.76 %","","  1.38 %","  1.48 %","  2.26 %","   .93 %","   .89 %","","","","  2.32 %","  1.94 %","   .29 %","  1.36 %","","  1.25 %","  1.19 %",""
"2021-06-19","","","","  1.07 %","  1.72 %","  5.09 %","  1.12 %","   .84 %","  2.25 %","  1.39 %","   .68 %","  1.77 %","   .75 %","   .79 %","  1.21 %","  1.75 %","  2.00 %","   .31 %","  1.35 %","   .77 %","   .47 %","   .22 %","  1.74 %","","  1.31 %","","","  2.24 %","","  1.27 %","  2.43 %","  1.67 %","  1.21 %","   .95 %","   .00 %","","","  1.55 %","  2.14 %","   .18 %","  1.60 %","","   .63 %","   .39 %",""
"2021-06-20","","","","   .73 %","   .28 %","  2.21 %","  1.34 %","   .45 %","  1.35 %","   .48 %","   .32 %","   .93 %","   .47 %","   .49 %","   .64 %","   .45 %","   .38 %","   .23 %","   .87 %","   .71 %","   .28 %","   .15 %","   .96 %","","   .53 %","","","   .79 %","","   .48 %","  1.43 %","   .91 %","   .45 %","   .73 %","","","","   .96 %","  1.14 %","   .64 %","   .36 %","","   .33 %","  1.17 %",""
"2021-06-21","","","","  1.33 %","   .42 %","  1.89 %","   .64 %","   .17 %","  2.27 %","  1.72 %","   .63 %","  1.44 %","   .75 %","   .78 %","  1.10 %","  1.48 %","  2.40 %","   .32 %","   .69 %","   .86 %","   .45 %","   .17 %","  1.25 %","","  1.06 %","","","  1.47 %","","   .99 %","  5.85 %","  1.32 %","   .81 %","   .59 %","","","","  1.48 %","  1.16 %","   .46 %","   .92 %","","  2.22 %","  2.05 %",""
"2021-06-22","","","","  1.61 %","   .78 %","  2.95 %","   .37 %","","  1.69 %","  1.93 %","   .94 %","  1.54 %","   .39 %","   .69 %","   .92 %","  1.23 %","  1.74 %","   .30 %","   .36 %","   .83 %","   .46 %","   .22 %","   .91 %","","  1.38 %","","","  1.34 %","","   .82 %","  3.10 %","  1.31 %","   .76 %","  1.27 %","","","","  1.57 %","  1.15 %","   .23 %","   .81 %","","  1.32 %","  1.01 %","   .00 %"
"2021-06-23","","","","  1.39 %","   .68 %","  2.64 %","   .22 %","   .00 %","  2.13 %","  1.61 %","   .48 %","   .80 %","   .21 %","   .55 %","   .58 %","  1.38 %","  1.59 %","   .23 %","   .63 %","   .90 %","   .48 %","   .20 %","  1.34 %","","  1.07 %","","","  1.15 %","","   .88 %","  3.11 %","  1.40 %","   .88 %","  1.00 %","","","","  1.33 %","  1.21 %","   .29 %","   .79 %","","  1.40 %","  2.62 %"," 83.14 %"
"2021-06-24","","","","  2.33 %","   .62 %","  2.87 %","   .45 %","","  2.09 %","  1.02 %","   .57 %","  1.05 %","   .31 %","   .64 %","  1.08 %","   .85 %","  1.84 %","   .21 %","   .85 %","   .83 %","   .56 %","   .18 %","   .87 %","","   .93 %","","","   .86 %","","   .87 %","  1.46 %","  1.42 %","   .90 %","  1.15 %","","","","  1.91 %","  1.55 %","   .17 %","   .61 %","","  1.19 %","  1.21 %"," 26.35 %"
"2021-06-25","","","","  2.02 %","   .79 %","  3.37 %","   .77 %","   .44 %","  1.32 %","  1.51 %","   .48 %","  1.19 %","   .38 %","   .46 %","   .57 %","  1.29 %","  1.75 %","   .28 %","   .54 %","  1.05 %","   .46 %","   .18 %","  1.04 %","","   .78 %","","","  1.37 %","","  1.05 %","  2.15 %","  1.20 %","   .62 %","   .94 %","   .00 %","","","  1.15 %","  1.98 %","   .17 %","   .68 %","","   .92 %","  1.44 %",""
"2021-06-26","","","","  2.18 %","   .62 %","  2.51 %","   .54 %","   .43 %","  1.93 %","  1.32 %","   .31 %","  1.43 %","   .39 %","   .44 %","   .69 %","   .87 %","  1.90 %","   .35 %","   .58 %","   .96 %","   .35 %","   .19 %","  1.24 %","","   .87 %","","","  1.08 %","","  1.45 %","  1.51 %","   .94 %","   .71 %","   .59 %","","","","  1.29 %","  1.55 %","   .17 %","   .48 %","","  1.14 %","  1.54 %",""
"2021-06-27","","","","   .47 %","   .50 %","  1.66 %","   .46 %","   .19 %","   .57 %","  1.20 %","   .79 %","  1.05 %","   .08 %","   .31 %","   .24 %","   .46 %","   .67 %","   .11 %","   .12 %","   .60 %","   .21 %","   .16 %","   .66 %","","   .30 %","","","   .78 %","","   .81 %","  1.29 %","   .45 %","   .30 %","   .72 %","","","","   .66 %","   .88 %","   .17 %","   .29 %","","   .18 %","   .58 %",""
"2021-06-28","","","","  1.68 %","  1.14 %","  4.10 %","  1.29 %","   .49 %","  2.54 %","  2.09 %","  1.42 %","  2.47 %","   .39 %","   .87 %","   .97 %","  1.43 %","  2.60 %","   .49 %","   .79 %","  1.56 %","   .53 %","   .34 %","  1.72 %","","   .98 %","","","  2.18 %","","  2.25 %","  3.22 %","  1.64 %","  1.07 %","  1.12 %","","","","  2.18 %","  2.33 %","   .29 %","   .84 %","","   .83 %","  1.62 %",""
"2021-06-29","","","","   .66 %","   .80 %","  2.97 %","   .55 %","   .11 %","  1.24 %","   .89 %","   .44 %","  1.75 %","   .32 %","   .47 %","   .88 %","  1.15 %","  2.25 %","   .16 %","   .49 %","   .83 %","   .50 %","   .16 %","  1.23 %","","   .72 %","","","  1.09 %","","  1.53 %","   .76 %","  1.11 %","   .98 %","   .83 %","","","","  1.06 %","  1.09 %","   .28 %","   .58 %","","   .48 %","  1.14 %",""
"2021-06-30","","","","   .90 %","   .54 %","  2.33 %","   .53 %","   .27 %","  1.52 %","  1.15 %","   .49 %","  1.14 %","   .15 %","   .40 %","   .36 %","   .66 %","  2.19 %","   .14 %","   .39 %","   .95 %","   .38 %","   .15 %","   .96 %","","   .62 %","","","  1.26 %","","  1.26 %","   .75 %","  1.36 %","   .93 %","   .33 %","","","","  1.29 %","  1.11 %","","   .53 %","","   .29 %","  1.24 %",""
"2021-07-01","","","","  1.13 %","   .56 %","  2.10 %","   .35 %","   .32 %","  1.74 %","  1.08 %","   .55 %","  1.61 %","   .36 %","   .42 %","   .51 %","   .80 %","  2.18 %","   .16 %","   .62 %","  1.01 %","   .48 %","   .19 %","  1.01 %","   .00 %","","","   .00 %","","","  1.93 %","  1.21 %","  1.00 %","   .55 %","   .73 %","","","","  1.45 %","  1.17 %","   .00 %","   .61 %","","   .93 %","   .56 %",""
"2021-07-02","","","","   .90 %","   .43 %","  1.80 %","   .91 %","   .36 %","  1.84 %","  1.27 %","   .31 %","   .86 %","   .27 %","   .39 %","  1.30 %","   .39 %","  1.98 %","   .24 %","   .52 %","   .71 %","   .35 %","   .20 %","   .68 %","","  1.14 %","","","   .95 %","","  1.89 %","  2.12 %","   .89 %","   .49 %","   .45 %","   .00 %","","","  1.03 %","  1.05 %","   .11 %","   .67 %","","   .85 %","   .88 %",""
"2021-07-03","","","","   .55 %","   .39 %","  1.21 %","   .35 %","   .24 %","  2.25 %","   .70 %","   .35 %","  1.41 %","   .20 %","   .47 %","   .81 %","   .57 %","  1.97 %","   .16 %","   .40 %","  1.19 %","   .29 %","   .18 %","  1.08 %","","  1.05 %","","","   .80 %","","  1.70 %","   .81 %","   .63 %","   .48 %","   .41 %","   .00 %","","","  1.16 %","   .87 %","   .06 %","   .56 %","","   .71 %","  2.19 %",""
"2021-07-04","","","","   .15 %","   .26 %","   .89 %","   .33 %","   .20 %","  1.02 %","   .45 %","   .13 %","   .36 %","   .16 %","   .28 %","   .12 %","   .19 %","   .70 %","   .10 %","   .22 %","   .38 %","   .18 %","   .15 %","   .42 %","","   .29 %","","","   .59 %","","   .47 %","   .72 %","   .30 %","   .20 %","   .34 %","","","","  1.05 %","   .57 %","   .17 %","   .39 %","","   .18 %","   .32 %",""
"2021-07-05","","","","  1.24 %","   .83 %","  1.96 %","   .53 %","   .19 %","  2.41 %","  1.14 %","   .40 %","  1.11 %","   .31 %","   .41 %","   .84 %","  1.20 %","  2.02 %","   .07 %","   .86 %","   .77 %","   .32 %","   .21 %","   .51 %","","   .59 %","","","   .97 %","","  1.50 %","   .71 %","   .76 %","   .46 %","   .74 %","","","","  1.77 %","  1.37 %","   .00 %","   .61 %","","   .55 %","   .43 %",""
"2021-07-06","","","","  1.10 %","   .67 %","   .89 %","   .76 %","   .19 %","  1.14 %","  1.67 %","   .22 %","  1.08 %","   .18 %","   .34 %","   .72 %","   .78 %","  1.61 %","   .22 %","   .43 %","  1.24 %","   .33 %","   .21 %","   .85 %","","   .21 %","","","   .65 %","","  1.63 %","  2.20 %","   .85 %","   .43 %","   .54 %","","","","  1.25 %","  1.33 %","   .11 %","   .53 %","","   .68 %","  1.17 %",""
"2021-07-07","","","","  1.24 %","   .51 %","  1.02 %","   .72 %","   .23 %","  1.27 %","   .87 %","   .24 %","  1.24 %","   .36 %","   .47 %","   .49 %","   .77 %","  1.32 %","   .21 %","   .43 %","   .79 %","   .25 %","   .19 %","   .77 %","","   .46 %","","","   .64 %","","  2.05 %","  1.73 %","   .76 %","   .55 %","   .53 %","","","","  1.09 %","   .75 %","   .06 %","   .62 %","","   .72 %","   .84 %",""
"2021-07-08","","","","  1.04 %","   .77 %","  1.44 %","   .58 %","   .29 %","  1.96 %","  2.06 %","  1.01 %","  1.44 %","   .19 %","   .34 %","   .38 %","   .86 %","  1.62 %","   .21 %","   .69 %","   .68 %","   .31 %","   .18 %","   .77 %","","   .17 %","","","   .99 %","","  2.71 %","  2.29 %","   .99 %","   .50 %","   .85 %","","","","  1.52 %","   .99 %","   .11 %","   .47 %","","   .54 %","   .84 %",""
"2021-07-09","","","","  1.25 %","   .74 %","  1.99 %","   .35 %","   .22 %","  1.23 %","  1.13 %","   .41 %","  1.05 %","   .31 %","   .42 %","   .64 %","   .49 %","  1.19 %","   .29 %","   .83 %","   .86 %","   .30 %","   .26 %","  1.19 %","","   .50 %","","","  1.01 %","","  1.60 %","  2.07 %","   .71 %","   .52 %","   .48 %","","","","  1.09 %","   .96 %","   .11 %","   .52 %","","  1.22 %","   .62 %",""
"2021-07-10","","","","  1.99 %","   .84 %","  1.26 %","   .89 %","   .27 %","  1.58 %","  1.25 %","   .17 %","  1.31 %","   .39 %","   .37 %","   .48 %","   .97 %","  1.31 %","   .12 %","   .33 %","  1.00 %","   .20 %","   .24 %","   .70 %","","   .27 %","","","   .67 %","","   .99 %","  2.36 %","   .49 %","   .51 %","   .73 %","","","","  1.69 %","   .79 %","","   .41 %","","   .81 %","   .51 %",""
"2021-07-11","","","","   .92 %","   .30 %","  1.22 %","   .55 %","   .18 %","   .56 %","   .18 %","   .10 %","   .51 %","   .23 %","   .25 %","   .33 %","   .21 %","  1.00 %","   .19 %","   .22 %","   .89 %","   .07 %","   .16 %","   .45 %","","   .20 %","","","   .41 %","","   .76 %","  4.60 %","   .37 %","   .24 %","   .47 %","","","","   .98 %","   .57 %","","   .30 %","","   .55 %","   .51 %",""
"2021-07-12","","","","  1.26 %","   .78 %","  1.41 %","   .75 %","   .29 %","  1.83 %","  1.37 %","   .31 %","   .70 %","   .24 %","   .35 %","   .33 %","   .99 %","  1.47 %","   .19 %","   .48 %","   .94 %","   .33 %","   .23 %","   .79 %","","   .80 %","","","   .64 %","","  1.54 %","  4.25 %","   .59 %","   .61 %","   .68 %","","","","  1.65 %","   .67 %","   .17 %","   .57 %","","   .67 %","  1.02 %",""
"2021-07-13","","","","  1.11 %","   .49 %","   .93 %","   .67 %","   .14 %","   .86 %","  1.08 %","   .31 %","   .82 %","   .32 %","   .30 %","   .29 %","   .85 %","  1.26 %","   .37 %","   .31 %","   .45 %","   .34 %","   .27 %","   .92 %","","   .52 %","","","   .77 %","","  1.22 %","  1.16 %","   .69 %","   .50 %","   .97 %","","","","  1.03 %","   .63 %","   .51 %","   .31 %","","   .40 %","  2.12 %",""
"2021-07-14","","","","   .96 %","   .43 %","  1.05 %","   .76 %","   .26 %","  1.30 %","  1.21 %","   .31 %","   .72 %","   .19 %","   .32 %","   .59 %","   .36 %","  1.22 %","   .25 %","   .44 %","   .47 %","   .27 %","   .22 %","   .76 %","","   .26 %","","","   .53 %","","  1.00 %","   .86 %","   .61 %","   .43 %","   .83 %","","","","  1.48 %","   .58 %","   .50 %","   .46 %","","   .62 %","   .89 %",""
"2021-07-15","","","","   .82 %","   .38 %","   .88 %","   .57 %","   .23 %","  1.21 %","  1.02 %","   .48 %","   .98 %","   .18 %","   .40 %","   .58 %","   .21 %","   .83 %","   .20 %","   .41 %","   .56 %","   .26 %","   .27 %","   .97 %","","   .51 %","","","   .34 %","","  1.17 %","  1.07 %","   .58 %","   .40 %","   .69 %","","","","   .90 %","   .60 %","   .00 %","   .32 %","","   .66 %","  1.08 %",""
"2021-07-16","","","","   .95 %","   .41 %","   .81 %","   .53 %","   .17 %","  1.10 %","   .61 %","   .31 %","   .74 %","   .22 %","   .30 %","   .15 %","   .33 %","   .92 %","   .12 %","   .38 %","   .51 %","   .22 %","   .18 %","   .56 %","","   .23 %","","","   .52 %","","  1.08 %","   .28 %","   .55 %","   .33 %","   .75 %","","","","  1.35 %","   .55 %","   .33 %","   .28 %","","   .72 %","  1.26 %",""
"2021-07-17","","","","   .26 %","   .44 %","   .81 %","   .34 %","   .24 %","   .96 %","   .87 %","   .46 %","   .76 %","   .14 %","   .23 %","   .54 %","   .37 %","   .89 %","   .14 %","   .27 %","   .55 %","   .18 %","   .26 %","   .62 %","","   .16 %","","","   .73 %","","   .96 %","  1.06 %","   .39 %","   .29 %","   .72 %","   .00 %","","","   .71 %","   .38 %","   .17 %","   .34 %","","   .75 %","  1.43 %",""
"2021-07-18","","","","   .27 %","   .25 %","   .61 %","   .63 %","   .19 %","   .56 %","   .43 %","   .30 %","   .42 %","   .12 %","   .30 %","   .14 %","   .28 %","   .52 %","   .07 %","   .18 %","   .39 %","   .17 %","   .18 %","   .30 %","","   .29 %","","","   .43 %","","   .82 %","   .35 %","   .42 %","   .24 %","   .53 %","   .00 %","","","   .51 %","   .37 %","   .00 %","   .35 %","","   .22 %","   .94 %",""
"2021-07-19","","","","   .59 %","   .45 %","   .71 %","   .28 %","   .13 %","  1.33 %","   .51 %","   .23 %","   .69 %","   .14 %","   .37 %","  1.01 %","   .20 %","  1.18 %","   .15 %","   .32 %","   .52 %","   .25 %","   .24 %","   .49 %","","   .30 %","","","   .70 %","","   .85 %","  1.18 %","   .67 %","   .37 %","   .77 %","","","","   .69 %","   .34 %","   .17 %","   .23 %","","   .54 %","   .37 %",""
"2021-07-20","","","","   .82 %","   .60 %","   .91 %","   .45 %","   .16 %","  1.25 %","   .73 %","   .24 %","   .46 %","   .14 %","   .34 %","   .64 %","   .42 %","   .83 %","   .15 %","   .30 %","   .43 %","   .28 %","   .26 %","   .56 %","","   .26 %","","","   .37 %","","   .90 %","  1.30 %","   .45 %","   .38 %","   .69 %","","","","   .87 %","   .38 %","   .00 %","   .40 %","","   .16 %","  1.21 %",""
"2021-07-21","","","","   .23 %","   .39 %","   .58 %","   .36 %","   .08 %","   .66 %","   .34 %","   .06 %","   .70 %","   .03 %","   .44 %","  1.03 %","   .30 %","   .74 %","   .07 %","   .19 %","   .52 %","   .18 %","   .20 %","   .45 %","","   .07 %","","","   .26 %","","   .83 %","   .41 %","   .21 %","   .48 %","   .50 %","   .00 %","","","   .85 %","   .48 %","   .00 %","   .39 %","","   .34 %","  1.19 %",""
"2021-07-22","","","","   .49 %","   .69 %","   .51 %","   .62 %","   .25 %","   .85 %","   .76 %","   .32 %","   .40 %","   .13 %","   .25 %","   .98 %","   .48 %","   .88 %","   .12 %","   .45 %","   .49 %","   .32 %","   .23 %","   .36 %","","   .50 %","","","   .12 %","","   .80 %","  1.69 %","   .53 %","   .37 %","   .58 %","   .00 %","","","  1.02 %","   .31 %","   .00 %","   .36 %","","   .72 %","  1.00 %",""
"2021-07-23","","","","   .52 %","   .86 %","   .50 %","   .34 %","   .29 %","  1.03 %","   .46 %","   .32 %","   .55 %","   .09 %","   .30 %","   .38 %","   .19 %","   .63 %","   .18 %","   .40 %","   .36 %","   .28 %","   .19 %","   .45 %","","   .36 %","","","   .81 %","","   .88 %","   .60 %","   .41 %","   .25 %","   .83 %","","","","   .65 %","   .35 %","   .17 %","   .36 %","","   .36 %","   .45 %",""
"2021-07-24","","","","   .73 %","   .50 %","   .47 %","   .48 %","   .19 %","  1.05 %","   .50 %","   .26 %","   .60 %","   .14 %","   .26 %","   .17 %","   .41 %","   .80 %","   .18 %","   .44 %","   .37 %","   .24 %","   .18 %","   .29 %","","   .26 %","","","   .80 %","","   .95 %","   .92 %","   .47 %","   .19 %","   .72 %","","","","   .65 %","   .22 %","   .00 %","   .42 %","","   .59 %","  1.16 %",""
"2021-07-25","","","","   .27 %","   .23 %","   .53 %","   .38 %","   .13 %","   .27 %","   .29 %","   .32 %","   .26 %","   .07 %","   .14 %","   .59 %","   .20 %","   .33 %","   .12 %","   .27 %","   .25 %","   .12 %","   .15 %","   .37 %","","   .16 %","","","   .42 %","","   .48 %","   .72 %","   .44 %","   .16 %","   .60 %","","","","   .62 %","   .23 %","   .33 %","   .20 %","","   .23 %","   .53 %",""
"2021-07-26","","","","   .56 %","   .53 %","   .47 %","   .46 %","   .16 %","   .88 %","   .99 %","   .34 %","   .47 %","   .20 %","   .25 %","  1.10 %","   .31 %","   .64 %","   .10 %","   .37 %","   .29 %","   .29 %","   .20 %","   .31 %","","   .31 %","","","   .42 %","","   .71 %","   .84 %","   .35 %","   .32 %","   .37 %","   .00 %","","","   .66 %","   .34 %","   .17 %","   .36 %","","   .53 %","   .53 %",""
"2021-07-27","","","","   .65 %","   .63 %","   .45 %","   .39 %","   .16 %","   .39 %","   .74 %","   .25 %","   .49 %","   .23 %","   .23 %","   .31 %","   .32 %","   .63 %","   .12 %","   .16 %","   .26 %","   .17 %","   .17 %","   .27 %","","   .09 %","","","   .55 %","","   .95 %","  1.41 %","   .32 %","   .34 %","   .80 %","","","","   .82 %","   .21 %","   .00 %","   .18 %","","   .54 %","  1.84 %",""
"2021-07-28","","","","   .47 %","   .50 %","   .44 %","   .56 %","   .11 %","   .36 %","   .81 %","   .26 %","   .26 %","   .13 %","   .19 %","   .20 %","   .28 %","   .47 %","   .18 %","   .18 %","   .28 %","   .20 %","   .16 %","   .40 %","","   .20 %","","","   .39 %","","   .73 %","  1.20 %","   .38 %","   .29 %","   .50 %","","","","   .69 %","   .26 %","   .11 %","   .19 %","","   .44 %","   .43 %",""
"2021-07-29","","","","   .71 %","   .47 %","   .46 %","   .23 %","   .13 %","   .27 %","   .73 %","   .40 %","   .56 %","   .30 %","   .22 %","   .34 %","   .30 %","   .43 %","   .15 %","   .36 %","   .30 %","   .18 %","   .19 %","   .42 %","","   .23 %","","","   .25 %","","   .79 %","  1.13 %","   .34 %","   .23 %","   .41 %","","","","   .56 %","   .22 %","   .22 %","   .15 %","","   .25 %","   .17 %",""
"2021-07-30","","","","   .52 %","   .61 %","   .45 %","   .37 %","   .14 %","   .60 %","   .56 %","   .25 %","   .54 %","   .10 %","   .21 %","   .37 %","   .26 %","   .37 %","   .00 %","   .13 %","   .18 %","   .29 %","   .14 %","   .30 %","","   .27 %","","","   .33 %","","   .56 %","  1.30 %","   .17 %","   .16 %","   .64 %","   .00 %","","","   .54 %","   .15 %","   .22 %","   .23 %","","   .29 %","   .68 %",""
"2021-07-31","","","","   .45 %","   .32 %","   .43 %","   .45 %","   .11 %","   .39 %","   .52 %","   .41 %","   .18 %","   .18 %","   .14 %","   .23 %","   .19 %","   .26 %","   .05 %","   .17 %","   .19 %","   .21 %","   .16 %","   .20 %","","   .12 %","","","   .31 %","","   .29 %","   .67 %","   .25 %","   .12 %","   .55 %","   .00 %","","","   .29 %","   .19 %","   .05 %","   .20 %","","   .42 %","   .59 %",""
"2021-08-01","","","","   .31 %","   .15 %","   .36 %","   .41 %","   .08 %","   .24 %","   .16 %","   .25 %","   .17 %","   .09 %","   .13 %","   .23 %","   .19 %","   .34 %","   .12 %","   .19 %","   .17 %","   .08 %","   .11 %","   .32 %","","   .03 %","","","   .37 %","","   .38 %","   .73 %","   .06 %","   .15 %","   .53 %","","","","   .23 %","   .23 %","   .05 %","   .08 %","","   .21 %","   .25 %",""
"2021-08-02","","","","   .48 %","   .45 %","   .39 %","   .36 %","   .16 %","   .47 %","   .71 %","   .33 %","   .31 %","   .14 %","   .28 %","   .53 %","   .19 %","   .50 %","   .12 %","   .19 %","   .25 %","   .22 %","   .21 %","   .25 %","","   .29 %","","","   .41 %","","   .47 %","   .90 %","   .19 %","   .21 %","   .63 %","   .00 %","","","   .62 %","   .19 %","   .05 %","   .17 %","","   .36 %","   .34 %",""
