"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-10-07","   .00 %","  2.36 %","  1.89 %","  1.58 %","  1.69 %","  1.04 %","   .93 %","  1.25 %","  1.65 %","  1.72 %","  2.44 %","   .90 %","  2.16 %",""
"2020-10-08","   .00 %","  2.23 %","  2.89 %","  1.56 %","  1.58 %","   .99 %","   .87 %","  1.21 %","  1.97 %","  2.01 %","  1.85 %","   .90 %","  2.03 %",""
"2020-10-09","   .22 %","  1.98 %","  2.31 %","  1.12 %","  1.21 %","   .74 %","   .81 %","  1.25 %","  1.77 %","  2.93 %","   .38 %","   .63 %","  1.31 %",""
"2020-10-10","   .30 %","  2.30 %","  2.43 %","   .94 %","  1.14 %","   .63 %","   .86 %","  1.29 %","  1.68 %","  2.75 %","   .49 %","   .64 %","  1.20 %",""
"2020-10-11","   .35 %","  1.77 %","  2.71 %","  1.13 %","  1.21 %","   .61 %","   .97 %","  1.54 %","  1.52 %","  2.68 %","   .85 %","   .69 %","  1.18 %",""
"2020-10-12","   .59 %","  1.33 %","  2.36 %","  1.59 %","  1.04 %","   .51 %","   .87 %","  1.24 %","  1.21 %","  2.63 %","   .67 %","   .53 %","  1.09 %",""
"2020-10-13","   .74 %","  1.29 %","  1.60 %","  1.45 %","  1.04 %","   .40 %","   .74 %","  1.34 %","  1.06 %","  2.22 %","   .80 %","   .55 %","  1.18 %",""
"2020-10-14","   .73 %","   .97 %","  1.48 %","  1.63 %","   .91 %","   .41 %","   .63 %","   .92 %","  1.11 %","   .74 %","   .69 %","   .48 %","  1.03 %",""
"2020-10-15","  1.26 %","   .80 %","  1.05 %","  1.54 %","   .88 %","   .36 %","   .65 %","  1.07 %","  1.15 %","   .98 %","   .65 %","   .39 %","  1.05 %",""
"2020-10-17","  1.54 %","  1.13 %","   .86 %","  1.58 %","   .85 %","   .50 %","   .75 %","  1.17 %","  1.15 %","  1.26 %","   .43 %","   .31 %","  1.03 %",""
"2020-10-18","  1.34 %","  1.29 %","  1.14 %","  1.24 %","   .87 %","   .50 %","   .75 %","  1.41 %","  1.11 %","  1.33 %","   .64 %","   .32 %","   .94 %",""
"2020-10-19","  1.20 %","  1.16 %","  1.70 %","  1.23 %","   .88 %","   .49 %","   .78 %","  1.85 %","  1.04 %","  1.43 %","   .51 %","   .28 %","   .79 %",""
"2020-10-20","  1.22 %","   .95 %","  1.62 %","   .90 %","   .78 %","   .45 %","   .71 %","  1.72 %","   .89 %","  1.23 %","   .53 %","   .21 %","   .82 %",""
"2020-10-21","   .90 %","   .94 %","  2.14 %","   .95 %","   .76 %","   .45 %","   .67 %","  1.85 %","  1.09 %","  1.37 %","   .58 %","   .28 %","   .88 %",""
"2020-10-22","   .75 %","   .85 %","  2.28 %","   .83 %","   .69 %","   .28 %","   .52 %","  1.81 %","  1.02 %","  1.71 %","   .56 %","   .28 %","   .74 %",""
"2020-10-23","   .76 %","   .89 %","  1.99 %","   .64 %","   .58 %","   .26 %","   .52 %","  1.77 %","   .95 %","  2.00 %","   .42 %","   .36 %","   .74 %",""
"2020-10-25","","   .81 %","  1.28 %","   .72 %","   .58 %","   .29 %","   .50 %","  1.20 %","   .82 %","  2.25 %","   .44 %","   .34 %","   .67 %",""
"2020-10-26","   .82 %","  1.09 %","  1.44 %","   .77 %","   .59 %","   .30 %","   .56 %","  1.29 %","   .87 %","  2.53 %","   .72 %","   .37 %","   .60 %",""
"2020-10-27","   .60 %","  1.08 %","   .99 %","   .73 %","   .48 %","   .26 %","   .49 %","  1.07 %","   .58 %","  2.17 %","   .78 %","   .28 %","   .49 %",""
"2020-10-28","   .36 %","  1.05 %","   .91 %","   .70 %","   .44 %","   .25 %","   .49 %","   .98 %","   .52 %","  1.84 %","   .74 %","   .26 %","   .42 %",""
"2020-10-29","   .28 %","   .96 %","  1.05 %","   .68 %","   .48 %","   .26 %","   .49 %","   .91 %","   .66 %","  1.71 %","   .81 %","   .18 %","   .38 %",""
"2020-10-30","   .44 %","   .98 %","  1.12 %","   .58 %","   .47 %","   .27 %","   .57 %","  1.16 %","   .84 %","  1.82 %","   .86 %","   .19 %","   .49 %",""
"2020-10-31","   .46 %","   .92 %","  1.21 %","   .44 %","   .46 %","   .25 %","   .53 %","  1.39 %","   .61 %","  2.59 %","   .83 %","   .18 %","   .56 %",""
"2020-11-01","   .45 %","   .79 %","  1.20 %","   .43 %","   .45 %","   .29 %","   .55 %","  1.56 %","   .53 %","  2.62 %","   .76 %","   .17 %","   .49 %",""
"2020-11-02","   .49 %","   .71 %","  1.52 %","   .38 %","   .45 %","   .27 %","   .46 %","  1.48 %","   .73 %","  3.04 %","   .76 %","   .17 %","   .50 %",""
"2020-11-03","   .61 %","   .55 %","  1.40 %","   .32 %","   .44 %","   .26 %","   .45 %","  1.53 %","   .79 %","  2.78 %","   .69 %","   .25 %","   .53 %",""
"2020-11-04","   .55 %","   .74 %","  1.45 %","   .32 %","   .49 %","   .27 %","   .40 %","  1.42 %","   .90 %","  2.62 %","   .64 %","   .30 %","   .40 %",""
"2020-11-05","   .89 %","   .91 %","  1.31 %","   .34 %","   .48 %","   .26 %","   .44 %","  1.83 %","  1.04 %","  2.61 %","   .47 %","   .28 %","   .32 %",""
"2020-11-06","  1.07 %","   .90 %","  1.79 %","   .28 %","   .61 %","   .29 %","   .46 %","  1.75 %","  1.20 %","  2.64 %","   .42 %","   .38 %","   .32 %",""
"2020-11-07","  1.20 %","  1.07 %","  1.84 %","   .37 %","   .68 %","   .32 %","   .54 %","  1.87 %","  1.41 %","  1.98 %","   .53 %","   .39 %","   .32 %",""
"2020-11-08","  1.02 %","  1.02 %","  1.72 %","   .44 %","   .70 %","   .38 %","   .50 %","  1.71 %","","  2.01 %","   .51 %","   .29 %","   .32 %",""
"2020-11-09","  1.19 %","  1.01 %","  2.03 %","","   .66 %","   .32 %","   .52 %","  1.84 %","  1.48 %","  1.92 %","   .50 %","   .27 %","   .34 %",""
"2020-11-10","   .84 %","   .83 %","  1.89 %","   .59 %","   .71 %","   .33 %","   .45 %","  1.17 %","  1.48 %","   .84 %","   .50 %","   .30 %","   .41 %",""
"2020-11-11","   .85 %","   .97 %","  2.10 %","   .68 %","   .78 %","   .33 %","   .54 %","  1.56 %","  1.95 %","  1.44 %","   .76 %","   .26 %","   .42 %",""
"2020-11-12","  1.04 %","   .85 %","  1.90 %","   .73 %","   .73 %","   .30 %","   .57 %","  1.51 %","  2.15 %","  1.87 %","   .61 %","   .25 %","   .38 %",""
"2020-11-15","  1.04 %","   .85 %","  1.87 %","","   .71 %","   .22 %","   .63 %","  1.58 %","  1.71 %","  1.73 %","   .54 %","   .30 %","   .35 %",""
"2020-11-16","   .85 %","   .76 %","  1.39 %","   .70 %","   .73 %","   .23 %","   .56 %","  1.32 %","  1.39 %","  1.53 %","   .56 %","   .26 %","   .29 %",""
"2020-11-17","   .98 %","   .81 %","  1.48 %","   .72 %","   .73 %","   .21 %","   .64 %","  1.35 %","  1.49 %","  1.98 %","   .51 %","   .25 %","   .39 %",""
"2020-11-18","   .96 %","   .86 %","  1.01 %","   .54 %","   .65 %","   .19 %","   .58 %","   .84 %","   .92 %","  1.49 %","   .28 %","   .25 %","   .33 %",""
"2020-11-19","   .60 %","   .91 %","   .74 %","   .51 %","   .67 %","   .21 %","   .56 %","   .73 %","   .96 %","   .97 %","   .30 %","   .27 %","   .33 %",""
"2020-11-20","   .74 %","  1.16 %","  1.14 %","   .60 %","   .79 %","   .27 %","   .57 %","   .73 %","  1.22 %","  1.22 %","   .44 %","   .24 %","   .35 %",""
"2020-11-21","   .82 %","  1.13 %","  1.54 %","   .53 %","   .90 %","   .31 %","   .69 %","   .81 %","  1.59 %","  1.47 %","   .58 %","   .27 %","   .40 %",""
"2020-11-22","   .65 %","   .95 %","  1.52 %","   .51 %","   .93 %","   .37 %","   .66 %","  1.03 %","  1.59 %","  1.07 %","   .59 %","   .28 %","   .28 %",""
"2020-11-23","   .59 %","   .79 %","  1.46 %","   .77 %","   .90 %","   .38 %","   .64 %","  1.04 %","  1.75 %","   .78 %","   .55 %","   .23 %","   .36 %",""
"2020-11-24","   .72 %","   .67 %","  1.44 %","   .77 %","   .95 %","   .46 %","   .60 %","  1.01 %","  1.84 %","   .74 %","   .51 %","   .31 %","   .40 %",""
"2020-11-25","   .66 %","   .50 %","  1.38 %","   .76 %","   .89 %","   .48 %","   .63 %","  1.06 %","  1.99 %","   .64 %","   .46 %","   .31 %","   .37 %",""
"2020-11-26","   .56 %","   .50 %","  1.07 %","   .77 %","   .80 %","   .45 %","   .51 %","  1.06 %","  2.12 %","   .34 %","   .33 %","   .29 %","   .35 %",""
"2020-11-27","   .71 %","   .55 %","  1.24 %","  1.37 %","   .78 %","   .43 %","   .58 %","   .91 %","  1.95 %","   .52 %","   .31 %","   .31 %","   .30 %",""
"2020-11-28","   .80 %","   .62 %","  1.20 %","  1.36 %","   .81 %","   .40 %","   .49 %","  1.00 %","  2.28 %","   .54 %","   .36 %","   .31 %","   .27 %",""
"2020-11-29","   .67 %","   .52 %","  1.20 %","  1.43 %","   .75 %","   .34 %","   .41 %","  1.16 %","  1.83 %","   .59 %","   .46 %","   .24 %","   .32 %",""
"2020-11-30","   .58 %","   .66 %","   .99 %","  1.41 %","   .78 %","   .29 %","   .41 %","  1.01 %","  1.84 %","   .54 %","   .45 %","   .24 %","   .34 %",""
"2020-12-01","   .95 %","   .80 %","  1.13 %","  1.46 %","   .81 %","   .31 %","   .40 %","   .93 %","  1.79 %","   .55 %","   .54 %","   .25 %","   .42 %",""
"2020-12-26","   .78 %","   .92 %","   .86 %","   .88 %","   .78 %","   .31 %","   .36 %","   .78 %","  1.72 %","   .40 %","   .49 %","   .22 %","   .60 %",""
"2020-12-27","   .60 %","   .84 %","   .73 %","   .69 %","   .79 %","   .32 %","   .59 %","   .61 %","  1.22 %","   .36 %","   .50 %","   .25 %","   .73 %",""
"2020-12-28","   .53 %","   .87 %","   .62 %","   .73 %","   .72 %","   .27 %","   .66 %","   .37 %","  1.18 %","   .26 %","   .37 %","   .22 %","   .68 %",""
"2020-12-29","   .59 %","   .64 %","   .52 %","   .73 %","   .66 %","   .26 %","   .63 %","   .33 %","   .94 %","   .19 %","   .36 %","   .18 %","   .86 %",""
"2020-12-30","   .23 %","   .53 %","   .26 %","   .74 %","   .65 %","   .26 %","   .83 %","   .25 %","   .81 %","   .23 %","   .26 %","   .18 %","   .84 %",""
"2020-12-31","   .31 %","   .37 %","   .24 %","   .69 %","   .60 %","   .22 %","   .95 %","   .23 %","   .71 %","   .17 %","   .26 %","   .19 %","   .66 %",""
"2021-01-01","   .39 %","   .36 %","   .21 %","   .83 %","   .55 %","   .22 %","   .89 %","   .26 %","   .79 %","   .21 %","   .14 %","   .19 %","   .59 %",""
"2021-01-02","   .42 %","   .39 %","   .22 %","   .69 %","   .54 %","   .23 %","   .95 %","   .28 %","   .88 %","   .27 %","   .18 %","   .20 %","   .58 %",""
"2021-01-03","   .38 %","   .41 %","   .19 %","   .63 %","   .53 %","   .23 %","   .96 %","   .29 %","   .69 %","   .27 %","   .17 %","   .21 %","   .44 %",""
"2021-01-04","   .29 %","","   .14 %","   .71 %","   .50 %","   .20 %","   .88 %","   .28 %","   .42 %","   .24 %","   .14 %","   .20 %","   .41 %",""
"2021-01-05","   .27 %","   .29 %","   .15 %","   .72 %","   .49 %","   .20 %","   .79 %","   .24 %","   .44 %","   .25 %","   .20 %","   .18 %","   .41 %",""
"2021-01-06","   .25 %","   .22 %","   .18 %","   .60 %","   .43 %","   .21 %","   .73 %","   .17 %","   .30 %","   .21 %","   .21 %","   .15 %","   .38 %",""
"2021-01-07","   .32 %","   .20 %","   .16 %","   .58 %","   .45 %","   .21 %","   .70 %","   .18 %","   .29 %","   .18 %","   .16 %","   .14 %","   .34 %",""
"2021-01-08","   .43 %","   .15 %","   .21 %","   .57 %","   .42 %","   .23 %","   .70 %","   .15 %","   .38 %","   .23 %","   .13 %","   .16 %","   .27 %",""
"2021-01-09","   .49 %","   .17 %","   .21 %","   .37 %","   .36 %","   .25 %","   .73 %","   .23 %","   .38 %","   .20 %","   .17 %","   .16 %","   .26 %",""
"2021-01-10","   .81 %","   .18 %","   .22 %","   .27 %","   .35 %","   .26 %","   .62 %","   .27 %","   .31 %","   .19 %","   .12 %","   .18 %","   .20 %",""
"2021-01-11","   .76 %","   .17 %","   .19 %","   .19 %","   .34 %","   .22 %","   .58 %","   .30 %","   .32 %","   .19 %","   .14 %","   .18 %","   .13 %",""
"2021-01-12","   .68 %","   .17 %","   .15 %","   .17 %","   .34 %","   .20 %","   .55 %","   .25 %","   .22 %","   .19 %","   .16 %","   .16 %","   .12 %",""
"2021-01-13","   .61 %","   .15 %","   .12 %","   .08 %","   .34 %","   .18 %","   .52 %","   .25 %","   .21 %","   .12 %","   .15 %","   .14 %","   .09 %",""
"2021-01-14","   .49 %","   .18 %","   .11 %","   .09 %","   .32 %","   .18 %","   .39 %","   .18 %","","   .13 %","   .14 %","   .13 %","   .06 %",""
"2021-01-15","   .12 %","   .16 %","   .08 %","   .15 %","   .29 %","   .16 %","   .42 %","   .20 %","   .16 %","   .12 %","   .14 %","   .11 %","   .07 %",""
"2021-01-16","   .23 %","   .18 %","   .12 %","   .13 %","   .32 %","   .19 %","   .41 %","   .17 %","   .20 %","   .10 %","   .15 %","   .12 %","   .07 %",""
"2021-01-17","","","   .15 %","   .16 %","   .29 %","   .18 %","   .35 %","","","   .11 %","   .13 %","   .12 %","   .06 %",""
"2021-01-18","   .23 %","","   .15 %","","   .24 %","   .18 %","   .33 %","   .14 %","   .20 %","   .11 %","   .10 %","   .12 %","   .07 %",""
"2021-01-19","   .26 %","   .16 %","   .13 %","   .16 %","   .25 %","   .14 %","   .33 %","   .11 %","   .22 %","   .08 %","   .07 %","   .10 %","   .11 %",""
"2021-01-20","   .31 %","","   .12 %","","   .27 %","   .15 %","   .33 %","   .07 %","   .13 %","","   .05 %","   .10 %","   .12 %",""
"2021-01-21","   .32 %","   .15 %","   .09 %","   .13 %","   .25 %","   .13 %","   .35 %","   .01 %","   .14 %","   .09 %","   .01 %","   .08 %","   .12 %",""
"2021-01-22","   .21 %","   .10 %","   .05 %","   .11 %","   .24 %","   .13 %","   .38 %","   .00 %","   .09 %","   .10 %","   .02 %","   .06 %","   .11 %",""
"2021-01-23","   .20 %","   .08 %","   .03 %","   .11 %","   .27 %","   .11 %","   .34 %","   .02 %","   .10 %","   .08 %","   .04 %","   .06 %","   .09 %",""
"2021-01-24","","","   .04 %","   .08 %","   .23 %","   .12 %","   .33 %","","   .07 %","","   .04 %","   .06 %","   .04 %",""
"2021-01-25","","","   .04 %","","   .20 %","   .10 %","   .28 %","   .02 %","   .07 %","   .08 %","   .05 %","   .05 %","   .01 %",""
"2021-01-26","","   .05 %","   .03 %","","   .16 %","   .08 %","   .18 %","","","   .06 %","   .04 %","   .04 %","   .01 %",""
"2021-01-27","   .11 %","   .05 %","   .02 %","   .09 %","   .15 %","   .07 %","   .16 %","","   .06 %","   .05 %","   .04 %","   .05 %","   .01 %",""
"2021-01-28","   .06 %","   .05 %","   .03 %","","   .13 %","   .09 %","   .14 %","   .03 %","   .05 %","","","   .04 %","   .01 %",""
"2021-01-29","   .02 %","   .03 %","   .02 %","   .08 %","   .15 %","   .09 %","   .14 %","   .04 %","   .03 %","   .03 %","   .02 %","   .04 %","   .01 %",""
"2021-01-30","   .02 %","","   .01 %","","   .16 %","   .09 %","   .14 %","   .06 %","   .03 %","   .03 %","","   .05 %","   .02 %",""
"2021-01-31","","","","   .07 %","   .16 %","   .10 %","   .16 %","","","   .03 %","","   .07 %","   .01 %",""
"2021-02-01","   .02 %","","   .01 %","","   .14 %","   .10 %","   .13 %","","   .02 %","   .03 %","   .01 %","   .06 %","   .02 %",""
"2021-02-02","   .02 %","   .05 %","","   .07 %","   .12 %","   .08 %","   .13 %","","","   .03 %","   .01 %","   .07 %","   .02 %",""
"2021-02-03","","","   .02 %","","   .11 %","   .07 %","   .11 %","","","","","   .08 %","   .02 %",""
"2021-02-04","   .04 %","","   .01 %","","   .14 %","   .07 %","   .11 %","","   .03 %","","   .00 %","   .07 %","   .01 %",""
"2021-02-05","   .06 %","   .05 %","   .04 %","","   .13 %","   .05 %","   .11 %","","   .05 %","   .03 %","   .00 %","   .07 %","",""
"2021-02-06","   .06 %","","   .04 %","   .07 %","   .12 %","   .05 %","   .11 %","   .04 %","   .09 %","","","   .07 %","",""
"2021-02-07","","","","","   .11 %","   .05 %","   .10 %","","","   .03 %","","   .06 %","",""
"2021-02-08","","   .03 %","","   .07 %","   .11 %","   .06 %","   .09 %","   .04 %","   .08 %","   .02 %","   .00 %","   .04 %","",""
"2021-02-09","","   .02 %","   .09 %","","   .06 %","   .06 %","   .09 %","","   .08 %","","   .00 %","   .04 %","",""
"2021-02-10","   .04 %","   .02 %","   .10 %","","   .06 %","   .06 %","   .08 %","","   .06 %","   .02 %","   .01 %","   .03 %","   .01 %",""
"2021-02-11","   .04 %","","   .12 %","","   .07 %","   .05 %","   .09 %","","   .05 %","","   .02 %","   .03 %","   .01 %",""
"2021-02-12","","   .00 %","   .10 %","   .08 %","   .08 %","   .07 %","   .09 %","   .03 %","   .01 %","","   .02 %","   .04 %","   .01 %",""
"2021-02-13","   .04 %","","","","   .07 %","   .06 %","   .10 %","","   .03 %","","   .03 %","   .04 %","",""
"2021-02-14","","","","   .08 %","   .08 %","   .07 %","   .09 %","","   .03 %","","","   .04 %","",""
"2021-02-15","","   .00 %","   .14 %","","   .08 %","   .09 %","   .09 %","","   .03 %","   .02 %","   .03 %","   .04 %","",""
"2021-02-16","   .02 %","   .00 %","   .09 %","","   .08 %","   .09 %","   .09 %","   .03 %","   .05 %","   .02 %","","   .04 %","",""
"2021-02-17","   .02 %","","","","   .08 %","   .09 %","   .10 %","","   .05 %","","   .03 %","   .04 %","",""
"2021-02-18","","","   .10 %","","   .08 %","   .08 %","   .10 %","","","","","   .04 %","",""
"2021-02-19","","","   .08 %","","   .07 %","   .07 %","   .09 %","","","","","   .03 %","",""
"2021-02-20","   .02 %","  -.10 %","   .04 %","   .03 %","  -.07 %","   .01 %","  -.14 %","  -.08 %","   .02 %","","  -.04 %","  -.04 %","  -.02 %",""
"2021-02-21","","","   .01 %","","  -.08 %","   .00 %","  -.15 %","  -.08 %","","   .01 %","  -.04 %","  -.04 %","",""
"2021-02-22","   .01 %","  -.10 %","   .01 %","   .03 %","  -.08 %","  -.01 %","  -.17 %","  -.06 %","","","  -.04 %","  -.04 %","  -.02 %",""
"2021-02-23","  -.01 %","  -.10 %","  -.01 %","","  -.07 %","  -.01 %","  -.18 %","  -.06 %","   .02 %","","  -.03 %","  -.03 %","",""
"2021-02-24","   .00 %","","  -.01 %","","  -.06 %","  -.01 %","  -.18 %","","","","","  -.02 %","",""
"2021-02-25","   .00 %","","   .02 %","   .03 %","   .08 %","   .04 %","   .04 %","","   .02 %","","","   .05 %","",""
"2021-02-26","","  -.08 %","","","   .09 %","   .04 %","   .05 %","","   .00 %","","","   .05 %","",""
"2021-02-27","   .01 %","","   .01 %","","   .11 %","   .08 %","   .05 %","  -.17 %","   .00 %","   .01 %","  -.01 %","   .04 %","  -.02 %",""
"2021-02-28","   .02 %","","   .01 %","   .03 %","   .10 %","   .08 %","   .06 %","","","","   .06 %","   .04 %","",""
"2021-03-01","","","   .01 %","","   .09 %","   .10 %","   .04 %","  -.07 %","","","   .05 %","   .03 %","",""
"2021-03-02","   .02 %","  -.08 %","","","   .09 %","   .11 %","   .14 %","  -.07 %","","   .02 %","   .05 %","   .03 %","",""
"2021-03-03","   .02 %","","","","   .07 %","   .13 %","   .13 %","  -.08 %","","   .03 %","   .05 %","   .03 %","",""
"2021-03-04","   .02 %","","   .02 %","","   .05 %","   .10 %","   .23 %","  -.08 %","   .03 %","","","   .03 %","",""
"2021-03-05","","   .03 %","","","   .06 %","   .09 %","   .25 %","   .02 %","","","","   .03 %","",""
"2021-03-06","","   .05 %","","","   .07 %","   .10 %","   .29 %","   .03 %","   .05 %","","   .04 %","   .03 %","  -.01 %",""
"2021-03-07","   .03 %","","","","   .09 %","   .11 %","   .21 %","   .04 %","","","","   .04 %","",""
"2021-03-08","","","   .02 %","","   .08 %","   .10 %","   .26 %","   .03 %","","","","   .05 %","",""
"2021-03-09","   .03 %","","   .02 %","   .03 %","   .09 %","   .09 %","   .16 %","   .03 %","","","","   .05 %","",""
"2021-03-10","","","","","   .07 %","   .11 %","   .15 %","   .04 %","","   .03 %","   .03 %","   .05 %","",""
"2021-03-11","","   .08 %","","","   .07 %","   .11 %","   .14 %","   .05 %","","   .04 %","","   .05 %","",""
"2021-03-12","","   .10 %","","","   .06 %","   .13 %","   .15 %","   .05 %","","   .06 %","   .03 %","   .04 %","",""
"2021-03-13","   .07 %","   .11 %","","","   .06 %","   .14 %","   .12 %","   .06 %","   .06 %","","","","",""
"2021-03-14","","","","","   .06 %","   .14 %","   .12 %","","   .06 %","   .06 %","","   .04 %","   .00 %",""
"2021-03-15","","","   .02 %","","   .09 %","   .12 %","   .11 %","   .06 %","","   .05 %","   .04 %","   .04 %","",""
"2021-03-16","   .07 %","   .11 %","","","   .09 %","   .12 %","   .09 %","","","","   .03 %","   .05 %","",""
"2021-03-17","   .07 %","","   .02 %","","   .12 %","   .14 %","   .08 %","   .06 %","   .08 %","","   .02 %","   .08 %","",""
"2021-03-18","   .09 %","   .11 %","","","   .13 %","   .14 %","   .07 %","   .06 %","   .06 %","","   .04 %","   .10 %","   .02 %",""
"2021-03-19","   .09 %","","   .01 %","","   .13 %","   .17 %","   .12 %","   .06 %","   .04 %","   .06 %","","   .11 %","   .04 %",""
"2021-03-20","   .11 %","","   .01 %","   .07 %","   .13 %","   .19 %","   .11 %","   .06 %","","   .09 %","   .04 %","   .11 %","   .05 %",""
"2021-03-21","   .12 %","   .10 %","   .04 %","","   .15 %","   .22 %","   .13 %","   .06 %","","   .07 %","   .04 %","   .11 %","   .05 %",""
"2021-03-22","   .11 %","","","","   .15 %","   .23 %","   .12 %","   .05 %","   .05 %","","   .06 %","   .10 %","   .04 %",""
"2021-03-23","","","   .09 %","","   .16 %","   .23 %","   .12 %","","","   .07 %","   .11 %","   .07 %","   .04 %",""
"2021-03-24","   .09 %","","","","   .22 %","   .30 %","   .11 %","   .07 %","   .08 %","   .16 %","   .13 %","   .08 %","   .02 %",""
"2021-03-25","   .10 %","   .08 %","   .10 %","","   .26 %","   .35 %","   .14 %","   .07 %","   .07 %","   .16 %","   .17 %","   .08 %","   .02 %",""
"2021-03-26","   .09 %","   .08 %","   .13 %","","   .27 %","   .37 %","   .14 %","   .09 %","","   .16 %","   .25 %","   .07 %","   .06 %",""
"2021-03-27","   .09 %","","   .13 %","   .09 %","   .34 %","   .41 %","   .14 %","   .10 %","   .10 %","   .18 %","   .31 %","   .07 %","   .07 %",""
"2021-03-28","   .11 %","   .10 %","","","   .44 %","   .47 %","   .19 %","   .17 %","   .12 %","   .21 %","   .55 %","   .10 %","   .11 %",""
"2021-03-29","   .11 %","","","","   .40 %","   .42 %","   .16 %","   .14 %","   .10 %","","   .50 %","","   .13 %",""
"2021-03-30","   .11 %","   .11 %","   .13 %","","   .37 %","   .37 %","   .14 %","   .17 %","","","","   .12 %","   .16 %",""
"2021-03-31","","   .11 %","   .10 %","","   .45 %","   .38 %","   .15 %","   .18 %","   .08 %","","   .47 %","   .14 %","   .13 %",""
"2021-04-01","   .11 %","   .16 %","   .10 %","   .09 %","   .53 %","   .49 %","   .22 %","   .22 %","   .11 %","   .15 %","   .43 %","   .16 %","   .11 %",""
"2021-04-02","   .14 %","   .18 %","   .07 %","   .16 %","   .51 %","   .57 %","   .23 %","   .20 %","   .10 %","   .18 %","   .38 %","   .20 %","   .09 %",""
"2021-04-03","   .12 %","   .40 %","   .08 %","","   .64 %","   .64 %","   .30 %","   .24 %","   .09 %","   .18 %","   .12 %","   .21 %","   .18 %",""
"2021-04-04","   .22 %","   .50 %","   .06 %","   .25 %","   .77 %","   .85 %","   .38 %","   .26 %","   .13 %","   .16 %","   .21 %","   .21 %","   .19 %",""
"2021-04-05","   .22 %","   .50 %","   .06 %","   .25 %","   .81 %","  1.02 %","   .40 %","   .33 %","","   .14 %","   .28 %","   .27 %","",""
"2021-04-06","   .22 %","   .60 %","   .07 %","   .23 %","   .85 %","  1.06 %","   .51 %","   .27 %","   .46 %","   .17 %","   .61 %","   .30 %","   .22 %",""
"2021-04-07","   .20 %","","   .07 %","   .29 %","  1.12 %","  1.31 %","   .65 %","   .47 %","","   .22 %","   .68 %","   .40 %","   .22 %",""
"2021-04-08","   .31 %","   .67 %","   .13 %","   .22 %","  1.12 %","  1.56 %","   .80 %","   .45 %","   .47 %","   .31 %","   .85 %","   .42 %","   .24 %",""
"2021-04-09","   .31 %","   .55 %","   .14 %","   .19 %","  1.19 %","  1.61 %","   .74 %","   .52 %","   .52 %","","   .85 %","   .50 %","   .15 %",""
"2021-04-10","   .40 %","   .48 %","   .24 %","   .23 %","  1.44 %","  1.67 %","   .91 %","   .65 %","   .55 %","   .47 %","  1.05 %","   .57 %","   .11 %",""
"2021-04-11","   .43 %","   .59 %","   .28 %","   .30 %","  1.62 %","  1.90 %","   .93 %","   .85 %","   .52 %","   .50 %","   .88 %","   .68 %","   .10 %",""
"2021-04-12","   .46 %","   .46 %","   .33 %","   .32 %","  1.62 %","  1.99 %","   .92 %","   .90 %","   .19 %","   .53 %","  1.06 %","   .68 %","   .14 %",""
"2021-04-13","   .57 %","   .57 %","   .31 %","   .57 %","  1.97 %","  2.33 %","  1.06 %","  1.00 %","   .25 %","   .55 %","  1.03 %","   .91 %","   .10 %",""
"2021-04-14","  1.15 %","   .52 %","   .35 %","   .85 %","  2.25 %","  2.65 %","  1.36 %","  1.20 %","   .21 %","   .49 %","  1.30 %","   .98 %","   .14 %",""
"2021-04-15","  1.44 %","   .68 %","   .41 %","  1.11 %","  2.41 %","  3.01 %","  1.39 %","  1.42 %","   .39 %","   .82 %","  1.38 %","  1.05 %","   .26 %",""
"2021-04-16","  1.69 %","   .84 %","   .55 %","  1.65 %","  2.66 %","  3.11 %","  1.67 %","  1.51 %","   .39 %","   .93 %","  1.35 %","  1.23 %","   .32 %",""
"2021-04-17","  1.99 %","  1.02 %","   .69 %","  2.08 %","  2.98 %","  3.26 %","  1.87 %","  1.83 %","   .46 %","  1.61 %","  1.30 %","  1.50 %","   .36 %",""
"2021-04-18","  1.89 %","  1.03 %","  1.06 %","  1.99 %","  3.21 %","  3.13 %","  1.78 %","  2.20 %","   .46 %","  1.65 %","  1.71 %","  1.46 %","   .50 %",""
"2021-04-19","  1.75 %","  1.04 %","  1.15 %","  1.81 %","  3.05 %","  2.98 %","  1.94 %","  2.30 %","   .46 %","  1.89 %","  1.96 %","  1.62 %","   .97 %",""
"2021-04-20","  1.79 %","  1.00 %","  1.14 %","  1.80 %","  3.01 %","  3.07 %","  2.07 %","  2.16 %","   .45 %","  1.51 %","  2.17 %","  2.27 %","   .87 %",""
"2021-04-21","  2.08 %","   .84 %","  1.34 %","  1.28 %","  3.36 %","  3.21 %","  2.79 %","  2.64 %","   .57 %","  1.81 %","  2.75 %","  2.79 %","  1.21 %",""
