"date","Gujarat/Ahmedabad","Gujarat/Amreli","Gujarat/Anand","Gujarat/Aravalli","Gujarat/Banaskantha","Gujarat/Bharuch","Gujarat/Bhavnagar","Gujarat/Botad","Gujarat/Chhota Udaipur","Gujarat/Dahod","Gujarat/Dang","Gujarat/Devbhumi Dwarka","Gujarat/Gandhinagar","Gujarat/Gir Somnath","Gujarat/Jamnagar","Gujarat/Junagadh","Gujarat/Kheda","Gujarat/Kutch","Gujarat/Mahisagar","Gujarat/Mehsana","Gujarat/Morbi","Gujarat/Narmada","Gujarat/Navsari","Gujarat/Other State","Gujarat/Other state","Gujarat/Panchmahal","Gujarat/Patan","Gujarat/Porbandar","Gujarat/Rajkot","Gujarat/Sabarkantha","Gujarat/Surat","Gujarat/Surendranagar","Gujarat/Tapi","Gujarat/Udalguri","Gujarat/Vadodara","Gujarat/Valsad","Gujarat/dahod","Gujarat/kutch","Gujarat/other state","Gujarat/porbandar","Gujarat/surat","Gujarat/surendranagar","Gujarat/tapi","Gujarat/vadodara"
"2020-08-23","   .59 %","  1.40 %","  1.58 %","   .54 %","  1.74 %","  1.99 %","  1.73 %","  1.16 %","   .40 %","  1.71 %","","  4.29 %","  1.32 %","  2.21 %","  4.63 %","  1.79 %","   .92 %","  2.98 %","   .57 %","   .99 %","  1.49 %","  1.87 %","   .88 %","   .00 %","","  2.75 %","   .92 %","  3.61 %","  2.57 %","  1.72 %","  1.35 %","   .28 %","  2.62 %","","  1.69 %","   .22 %","","","","","","","",""
"2020-08-24","   .55 %","  1.47 %","   .56 %","  1.60 %","  1.41 %","  1.01 %","  2.04 %","  2.06 %","   .80 %","   .75 %","","  7.65 %","  1.21 %","  2.40 %","  4.48 %","  1.69 %","   .80 %","  2.26 %","  2.07 %","   .98 %","  2.27 %","  1.47 %","  1.25 %","   .00 %","","  2.26 %","  1.37 %","  4.26 %","  2.48 %","   .77 %","  1.23 %","   .18 %","  3.40 %","","  1.68 %","   .55 %","","","","","","","",""
"2020-08-25","   .52 %","  1.27 %","   .84 %","  1.31 %","  1.09 %","  1.86 %","  1.47 %","  1.57 %","  3.17 %","  1.58 %","","  1.64 %","  1.38 %","  2.23 %","  3.99 %","  1.79 %","  1.58 %","  1.94 %","  1.11 %","  1.18 %","  1.96 %","  2.53 %","  1.11 %","   .00 %","","  2.38 %","  1.69 %","  2.97 %","  2.35 %","  1.38 %","  1.33 %","   .73 %","  2.88 %","","  1.68 %","   .98 %","","","","","","","",""
"2020-08-26","   .53 %","  3.04 %","  1.11 %","   .52 %","  2.25 %","  2.04 %","  1.81 %","  1.32 %","  3.08 %","  1.74 %","  2.44 %","  5.91 %","  1.95 %","  1.84 %","  4.22 %","  1.82 %","  1.56 %","  2.08 %","  1.82 %","  1.44 %","  2.18 %","  2.12 %","   .85 %","   .00 %","","  2.48 %","  2.33 %","  4.33 %","  2.39 %","   .90 %","  1.32 %","   .64 %","  3.20 %","","  1.68 %","   .65 %","","","","","","","",""
"2020-08-27","   .53 %","  2.60 %","   .96 %","  1.03 %","  1.63 %","  1.45 %","  2.01 %","  3.05 %","  4.10 %","  1.71 %"," 16.67 %","  8.63 %","  1.24 %","  1.92 %","  4.10 %","  1.73 %","   .88 %","  2.29 %","  1.97 %","  1.42 %","  3.01 %","  2.42 %","  1.45 %","","","  2.19 %","  1.74 %","  1.73 %","  2.26 %","  1.05 %","  1.33 %","   .45 %","  2.71 %","","  1.63 %","   .53 %","","","","","","","",""
"2020-08-28","   .54 %","  2.37 %","  2.18 %","  1.53 %","  2.17 %","  1.43 %","  2.51 %","  1.48 %","  3.23 %","  1.33 %","  4.08 %","  7.01 %","  1.67 %","  2.65 %","  4.07 %","  1.52 %","  1.41 %","  1.83 %","  1.58 %","  1.26 %","  3.16 %","  2.02 %","  1.66 %","","","  2.29 %","  1.71 %","  1.70 %","  2.58 %","   .89 %","  1.38 %","   .72 %","  2.26 %","","  1.73 %","  1.91 %","","","","","","","",""
"2020-08-29","   .53 %","  2.06 %","  1.34 %","  2.76 %","  1.66 %","  1.41 %","  2.30 %","  1.46 %","  3.47 %","  1.57 %","  7.84 %","  3.93 %","  1.51 %","  2.37 %","  4.33 %","  1.67 %","  1.71 %","  2.28 %","  1.38 %","  1.31 %","  3.30 %","  1.49 %","  1.29 %","","","  2.54 %","  1.99 %","  1.67 %","  2.58 %","  1.32 %","  1.37 %","  1.16 %","  4.43 %","","  1.59 %","  1.36 %","","","","","","","",""
"2020-08-30","   .54 %","  1.70 %","  1.45 %","  2.69 %","  1.63 %","  1.98 %","  2.51 %","  1.44 %","  2.68 %","  1.46 %","  7.27 %","  5.88 %","  2.08 %","  1.37 %","  4.32 %","  1.76 %","  1.26 %","  2.07 %","  1.37 %","  1.10 %","  2.63 %","   .81 %","  1.27 %","","","  2.55 %","  1.54 %","   .66 %","  2.61 %","  1.45 %","  1.28 %","  1.59 %","  1.41 %","","  1.62 %","   .62 %","","","","","","","",""
"2020-08-31","   .55 %","  2.39 %","  2.60 %","  1.19 %","  1.61 %","  1.30 %","  1.44 %","  1.01 %","  3.27 %","  1.10 %","   .00 %","  4.76 %","  1.50 %","  1.45 %","  4.45 %","  2.02 %","  1.35 %","  1.56 %","  1.68 %","  1.86 %","  3.11 %","   .81 %","  1.37 %","","","  2.77 %","  2.53 %","  2.94 %","  2.52 %","  1.57 %","  1.26 %","  1.82 %","  1.39 %","","  1.59 %","   .61 %","","","","","","","",""
"2020-09-01","   .50 %","  2.41 %","   .38 %","  1.41 %","  1.32 %","  1.60 %","  1.88 %","  2.00 %","  3.48 %","  1.34 %","  5.08 %","  7.20 %","  1.52 %","  1.43 %","  4.22 %","  1.42 %","   .82 %","  1.54 %","  1.66 %","  1.89 %","  2.48 %","  1.28 %","  2.25 %","","","  2.56 %","  2.57 %","  2.54 %","  2.60 %","  1.26 %","  1.40 %","  1.70 %","  3.09 %","","  1.48 %","   .71 %","","","","","","","",""
"2020-09-02","   .53 %","  1.97 %","  1.39 %","  1.86 %","  1.56 %","  1.45 %","  1.67 %","  2.36 %","  2.75 %","  1.24 %","  4.84 %","  4.59 %","  1.54 %","  1.51 %","  5.38 %","  1.68 %","  1.02 %","  1.29 %","  1.30 %","  1.48 %","  2.11 %","  1.58 %","   .99 %","","","  2.29 %","   .87 %","   .93 %","  2.90 %","  1.25 %","  1.26 %","   .59 %","  3.33 %","","  1.51 %","  1.41 %","","","","","","","",""
"2020-09-03","   .52 %","  2.16 %","  1.87 %","  2.73 %","  2.56 %","  1.61 %","  1.99 %","  1.15 %","  2.08 %","  1.47 %"," 10.77 %","  4.05 %","  1.55 %","  1.39 %","  3.91 %","  1.48 %","  1.01 %","  1.05 %","  1.45 %","  1.40 %","  2.47 %","  1.40 %","   .98 %","","","  2.11 %","  2.48 %","   .31 %","  2.66 %","  1.23 %","  1.28 %","  1.83 %","  5.16 %","","  1.46 %","  1.00 %","","","","","","","",""
"2020-09-04","   .53 %","  1.89 %","  1.47 %","   .67 %","  2.00 %","  1.16 %","  1.78 %","  1.14 %","  1.75 %","   .96 %","","  3.25 %","  1.41 %","  1.47 %","  3.63 %","  1.57 %","   .70 %","  1.85 %","  1.11 %","  1.56 %","  2.52 %","  3.07 %","  1.40 %","","","  1.87 %","  2.79 %","","  3.11 %","  1.89 %","  1.26 %","  1.14 %","  3.99 %","","  1.47 %","   .59 %","","","","","","","",""
"2020-09-05","   .52 %","  2.00 %","  1.08 %","  2.20 %","  2.61 %","  1.51 %","  1.39 %","  2.25 %","  2.58 %","  1.35 %","   .00 %","  4.72 %","  1.35 %","  1.35 %","  3.51 %","  1.60 %","   .99 %","  1.45 %","  1.25 %","  1.06 %","  2.75 %","  1.64 %","   .96 %","   .00 %","","  2.09 %","  1.54 %","   .61 %","  2.70 %","  2.52 %","  1.27 %","  1.62 %","  3.83 %","","  1.38 %","   .59 %","","","","","","","",""
"2020-09-06","   .53 %","  1.61 %","  1.67 %","   .86 %","   .96 %","  1.31 %","  1.59 %","   .55 %","  1.68 %","  1.34 %","","  3.60 %","  1.56 %","  1.43 %","  3.24 %","  1.52 %","  1.08 %","  2.08 %","   .77 %","  1.69 %","  2.01 %","  3.37 %","  1.16 %","","","  1.92 %","  1.43 %","   .91 %","  2.74 %","  1.94 %","  1.34 %","  1.67 %","  3.69 %","","  1.45 %","   .78 %","","","","","","","",""
"2020-09-07","   .53 %","  1.66 %","  1.41 %","   .64 %","  1.50 %","  1.17 %","  1.34 %","  1.28 %","  1.65 %","  1.40 %","  1.39 %","  3.48 %","  1.28 %","  1.41 %","  3.16 %","  1.86 %","   .87 %","  2.45 %","   .46 %","  1.26 %","  2.53 %","  1.28 %","  1.35 %","","","  1.83 %","  1.67 %","  1.81 %","  2.61 %","  1.40 %","  1.28 %","  2.74 %","  3.84 %","","  1.44 %","   .68 %","","","","","","","",""
"2020-09-08","   .52 %","  1.83 %","  1.73 %","","  1.71 %","  1.28 %","  1.30 %","  1.26 %","  1.89 %","  1.53 %","  5.48 %","  5.32 %","  1.30 %","  1.30 %","  2.84 %","  1.83 %","   .77 %","  2.19 %","  2.29 %","  1.31 %","  2.37 %","  1.40 %","  1.23 %","","","  2.03 %","  2.42 %","   .89 %","  2.31 %","  1.25 %","  1.17 %","  1.14 %","  3.17 %","","  1.37 %","   .58 %","","","","","","","",""
"2020-09-09","   .52 %","  1.93 %","  1.36 %","  1.49 %","   .92 %","  1.38 %","  1.43 %","  1.60 %","  2.92 %","  1.66 %","","  4.79 %","  1.28 %","  1.28 %","  3.15 %","  1.84 %","  1.05 %","   .87 %","  2.39 %","  1.23 %","  2.68 %","  1.10 %","  1.12 %","","","  1.70 %","  2.11 %","  2.05 %","  2.59 %","  1.36 %","  1.16 %","   .98 %","  3.58 %","","  1.38 %","  1.24 %","","","","","","","",""
"2020-09-10","   .51 %","  1.96 %","   .78 %","   .63 %","   .68 %","  1.36 %","  1.97 %","  2.45 %","  2.58 %","  1.33 %","","  1.27 %","  1.37 %","  1.36 %","  2.84 %","  1.81 %","   .94 %","  1.33 %","  3.07 %","  1.38 %","  2.35 %","  1.09 %","  1.10 %","","","  1.73 %","  2.56 %","  2.30 %","  2.46 %","  1.22 %","  1.20 %","  1.79 %","  1.73 %","","  1.34 %","   .19 %","","","","","","","",""
"2020-09-11","   .52 %","  1.67 %","  1.78 %","  1.25 %","  1.43 %","  1.39 %","  1.36 %","  1.37 %","  2.01 %","  1.46 %","  1.30 %","  1.25 %","  1.43 %","  1.16 %","  3.05 %","  1.68 %","   .84 %","  1.64 %","  2.27 %","  1.31 %","  2.46 %","  1.35 %","   .79 %","","","  1.64 %","  2.42 %","   .56 %","  2.40 %","  1.57 %","  1.17 %","  1.61 %","  2.18 %","","  1.40 %","   .38 %","","","","","","","",""
"2020-09-12","   .52 %","  1.58 %","   .66 %","   .41 %","  1.93 %","  1.05 %","  1.22 %","  1.69 %","   .99 %","  1.44 %","","  2.23 %","  1.30 %","  1.32 %","  3.19 %","  1.84 %","   .83 %","  1.16 %","  1.39 %","  2.69 %","  2.32 %","  1.87 %","  1.48 %","","","  1.62 %","  2.44 %","  1.68 %","  2.28 %","  1.19 %","  1.17 %","  1.37 %","  4.51 %","","  1.29 %","   .66 %","","","","","","","",""
"2020-09-13","   .51 %","  1.55 %","  1.08 %","   .61 %","  1.31 %","  1.14 %","  2.03 %","  1.00 %","","  1.21 %","   .00 %","  1.45 %","  1.60 %","  1.22 %","  2.97 %","  1.67 %","  1.01 %","  1.78 %","  1.09 %","  1.68 %","  1.21 %","  1.18 %","   .78 %","","","  1.64 %","   .85 %","  1.37 %","  2.31 %","  1.53 %","  1.17 %","  1.35 %","  1.82 %","   .00 %","  1.28 %","   .74 %","","","","","","","",""
"2020-09-14","   .52 %","  1.71 %","   .32 %","  1.42 %","  2.01 %","  1.02 %","   .95 %","  1.31 %","  1.22 %","  1.61 %","  1.28 %","  1.19 %","  1.33 %","  1.29 %","  2.88 %","  1.78 %","   .55 %","  1.88 %","  1.35 %","  1.03 %","  2.00 %","   .78 %","  1.35 %","","","  1.51 %","  2.67 %","   .54 %","  2.25 %","  1.27 %","  1.15 %","  1.33 %","  4.02 %","","  1.34 %","   .18 %","","","","","","","",""
"2020-09-15","   .51 %","  1.80 %","   .64 %","   .20 %","  1.69 %","   .85 %","  1.08 %","  1.94 %","   .96 %","  1.17 %","  2.53 %","   .94 %","  1.45 %","  1.19 %","  2.87 %","  1.57 %","   .91 %","  1.17 %","  2.53 %","  2.50 %","  2.20 %","  1.16 %","   .86 %","","","  1.54 %","  3.34 %","  1.35 %","  2.06 %","  1.14 %","  1.13 %","  1.25 %","   .86 %","","  1.30 %","   .65 %","","","","","","","",""
"2020-09-16","   .48 %","  1.59 %","   .96 %","  1.00 %","  2.35 %","  1.32 %","  1.21 %","  1.27 %","  1.67 %","   .61 %","  6.17 %","  1.87 %","  1.36 %","  1.26 %","  2.86 %","  1.68 %","  1.26 %","  2.07 %","  2.73 %","  1.79 %","  2.00 %","  1.02 %","   .47 %","","","  1.47 %","  1.87 %","   .80 %","  2.05 %","  1.13 %","  1.13 %","  1.30 %","  3.40 %","","  1.22 %","   .64 %","","","","","","","",""
"2020-09-17","   .50 %","  1.51 %","   .74 %","  1.78 %","  2.64 %","  1.30 %","  1.53 %","  1.26 %","  1.41 %","  1.15 %","  5.81 %","  2.52 %","  1.54 %","  1.08 %","  2.84 %","  1.61 %","   .71 %","  1.79 %","  2.41 %","  2.01 %","  1.96 %","  1.01 %","   .56 %","","","  1.44 %","  1.97 %","  1.32 %","  2.03 %","   .78 %","  1.12 %","   .14 %","   .41 %","","  1.25 %","  1.09 %","","","","","","","",""
"2020-09-18","   .50 %","  1.49 %","  1.15 %","  1.36 %","  3.16 %","  1.34 %","   .99 %","  1.55 %","  1.39 %","  1.07 %","  2.20 %","  1.79 %","  1.55 %","  1.15 %","  2.77 %","  1.58 %","  1.06 %","  1.99 %","  1.36 %","  2.26 %","  2.21 %","  1.12 %","   .47 %","","","  1.42 %","  1.87 %","  1.82 %","  1.98 %","  1.77 %","  1.13 %","   .88 %","  1.02 %","","  1.31 %","   .36 %","","","","","","","",""
"2020-09-19","   .51 %","  1.64 %","  1.03 %","   .38 %","  2.81 %","  1.22 %","  1.14 %","  1.37 %","  1.83 %","  1.00 %","  1.08 %","  3.08 %","  1.40 %","  1.21 %","  2.63 %","  1.47 %","  1.05 %","  1.49 %","  1.95 %","  3.24 %","  2.02 %","  1.48 %","   .74 %","","","  1.50 %","  1.56 %","  1.28 %","  2.03 %","  1.41 %","  1.09 %","   .80 %","  2.03 %","","  1.32 %","   .18 %","","","","","","","",""
"2020-09-20","   .53 %","  1.33 %","  1.02 %","   .76 %","  1.68 %","  1.10 %","  1.34 %","   .90 %","   .67 %","   .85 %","","  2.35 %","  1.38 %","  1.04 %","  2.62 %","  1.53 %","  1.21 %","  1.98 %","   .72 %","  2.41 %","  1.34 %","   .61 %","   .65 %","","","  1.43 %","  1.47 %","  1.52 %","  2.17 %","  1.82 %","  1.09 %","  1.33 %","  1.19 %","","  1.33 %","   .45 %","","","","","","","",""
"2020-09-21","   .51 %","  1.75 %","  1.21 %","  1.71 %","  3.18 %","   .65 %","  1.01 %","  1.94 %","  1.11 %","   .78 %","   .00 %","  1.88 %","  1.45 %","  1.19 %","  2.44 %","  1.51 %","   .85 %","  1.50 %","  1.66 %","  2.66 %","  2.03 %","  1.45 %","   .64 %","","","  1.36 %","  1.32 %","  2.24 %","  1.85 %","  1.69 %","  1.11 %","  1.77 %","   .39 %","","  1.28 %","   .45 %","","","","","","","",""
"2020-09-22","   .53 %","  1.56 %","   .50 %","  1.49 %","  2.72 %","  1.08 %","  1.23 %","  1.46 %","  1.10 %","   .78 %","  2.13 %","  1.84 %","  1.58 %","  1.10 %","  2.38 %","  1.41 %","   .68 %","  1.80 %","  1.75 %","  1.38 %","  1.57 %","   .71 %","   .73 %","","","  1.34 %","  1.24 %","  1.22 %","  1.90 %","  1.24 %","  1.12 %","   .77 %","  1.96 %","","  1.25 %","   .27 %","","","","","","","",""
"2020-09-23","   .52 %","  1.43 %","   .70 %","  1.47 %","  2.94 %","  1.07 %","   .96 %","  1.30 %","  1.09 %","   .77 %","","  1.61 %","  1.14 %","  1.01 %","  1.78 %","  1.51 %","  1.17 %","  1.45 %","  1.49 %","  1.92 %","  1.75 %","  1.30 %","   .27 %","","","  1.28 %","  1.41 %","  1.68 %","  1.76 %","  1.84 %","  1.10 %","  1.40 %","  1.34 %","","  1.22 %","   .62 %","","","","","","","",""
"2020-09-24","   .52 %","  1.46 %","   .79 %","  1.27 %","  2.46 %","  1.11 %","   .98 %","  1.00 %","   .86 %","   .89 %","  4.17 %","  2.17 %","  1.48 %","  1.53 %","  1.82 %","  1.41 %","   .75 %","  1.74 %","  2.15 %","  2.05 %","  1.46 %","  1.40 %","   .90 %","   .00 %","","  1.31 %","  2.09 %","  2.13 %","  1.80 %","  1.31 %","  1.03 %","  1.26 %","  1.89 %","","  1.20 %","   .70 %","","","","","","","",""
"2020-09-25","   .51 %","  1.75 %","  1.27 %","  1.79 %","  2.24 %","  1.24 %","  1.15 %","  1.41 %","  1.50 %","   .76 %","","  1.74 %","  1.40 %","   .83 %","  2.08 %","  1.27 %","   .82 %","  1.56 %","  1.33 %","  1.97 %","  1.63 %","  1.15 %","   .80 %","","","  1.25 %","  2.11 %","   .93 %","  1.78 %","  1.39 %","  1.10 %","  1.74 %","  1.30 %","","  1.19 %","   .61 %","","","","","","","",""
"2020-09-26","   .54 %","  1.62 %","   .39 %","   .88 %","  1.98 %","   .99 %","   .83 %","   .42 %","  1.05 %","   .94 %","   .00 %","  1.14 %","   .89 %","  1.42 %","  1.96 %","  1.37 %","   .82 %","  2.15 %","  1.86 %","  1.93 %","  1.41 %","  1.14 %","   .80 %","","","  1.14 %","  2.13 %","  1.15 %","  1.98 %","   .88 %","  1.07 %","  1.16 %","  1.65 %","","  1.20 %","   .35 %","","","","","","","",""
"2020-09-27","   .55 %","  1.49 %","  1.54 %","  1.05 %","  1.89 %","   .98 %","  1.17 %","   .28 %","  1.04 %","   .74 %","  2.00 %","  1.32 %","  1.29 %","   .66 %","  1.73 %","  1.09 %","  1.30 %","  1.70 %","  1.18 %","  2.05 %","  1.52 %","   .67 %","   .97 %","","","   .81 %","  1.61 %","   .68 %","  1.98 %","  1.84 %","   .96 %","  2.05 %","  2.17 %","","  1.16 %","   .69 %","","","","","","","",""
"2020-09-28","   .58 %","  1.32 %","  1.23 %","   .86 %","  1.80 %","  1.34 %","   .74 %","   .97 %","   .00 %","   .80 %","","  1.11 %","  1.13 %","   .95 %","  1.64 %","  1.23 %","   .88 %","  1.82 %","  2.86 %","  1.66 %","  1.12 %","  1.11 %","   .78 %","","","   .98 %","  1.52 %","   .68 %","  1.68 %","  1.14 %","  1.07 %","  1.72 %","  1.41 %","","  1.21 %","   .17 %","","","","","","","",""
"2020-09-29","   .53 %","  1.16 %","  1.13 %","  1.03 %","  1.97 %","  1.32 %","   .98 %","   .82 %","  1.24 %","   .24 %","   .98 %","  1.47 %","  1.12 %","  1.09 %","  1.54 %","  1.17 %","   .63 %","  1.16 %","  1.96 %","  1.29 %","  1.05 %","  1.21 %","   .69 %","","","  1.02 %","  1.96 %","   .89 %","  1.65 %","  1.04 %","  1.09 %","  1.57 %","  3.66 %","","  1.09 %","   .34 %","","","","","","","",""
"2020-09-30","   .54 %","  1.44 %","   .93 %","   .51 %","  1.83 %","  1.08 %","  1.04 %","   .81 %","  1.02 %","   .49 %","  2.91 %","  1.81 %","  1.13 %","  1.01 %","  1.53 %","  1.27 %","   .87 %","  1.15 %","  1.52 %","  1.54 %","  1.47 %","   .54 %","   .60 %","","","  1.40 %","  1.70 %","  1.55 %","  1.66 %","  1.49 %","  1.03 %","  1.37 %","  1.85 %","","  1.12 %","   .26 %","","","","","","","",""
"2020-10-01","   .52 %","  1.46 %","  1.10 %","  1.18 %","  1.65 %","   .94 %","  1.10 %","   .27 %","   .81 %","   .42 %","   .00 %","  1.42 %","  1.01 %","   .85 %","  1.51 %","   .97 %","   .70 %","  1.23 %","  1.20 %","  1.77 %","  1.14 %","  1.08 %","  1.02 %","","","  1.04 %","  1.56 %","  1.09 %","  1.68 %","  1.01 %","   .99 %","  1.19 %","  1.98 %","","  1.11 %","   .26 %","","","","","","","",""
"2020-10-02","   .53 %","  1.30 %","  1.09 %","  1.00 %","  1.24 %","  1.41 %","   .62 %","   .27 %","   .60 %","   .36 %","","  1.75 %","  1.22 %","   .71 %","  1.39 %","  1.10 %","   .93 %","  1.45 %","  1.08 %","  1.31 %","  1.19 %","  1.50 %","   .84 %","","","   .90 %","  1.48 %","  1.51 %","  1.61 %","  1.00 %","   .94 %","  1.17 %","   .81 %","","  1.06 %","   .43 %","","","","","","","",""
