"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-06-05","10","-5","-1","","-3","-3","","41","-2","-17","","-2","-2","-6","-12"
"2020-06-06","2","9","18","4","11","13","","-43","","11","1","","3","29",""
"2020-06-07","-5","-12","-16","","-14","4","-7","28","","15","-1","","1","-27",""
"2020-06-08","4","3","3","","6","-6","-6","-41","0","-14","0","-2","-4","15","-5"
"2020-06-09","","","","","","","","41","","","","","","",""
"2020-06-10","","20","5","","6","","53","-43","8","-15","0","9","1","19","7"
"2020-06-11","-30","-20","-2","-47","-10","-12","-41","12","-7","6","","-9","3","-33","8"
"2020-06-12","22","10","-1","-7","11","-17","7","26","0","4","","-5","0","-4","-21"
"2020-06-13","-22","-9","3","1","-2","17","30","-31","","-3","","-1","-4","10","23"
"2020-06-14","30","-2","21","-1","-2","11","-2","6","0","4","11","6","8","1","-21"
"2020-06-15","-23","3","3","4","8","20","9","13","0","3","","-11","-9","1","5"
"2020-06-16","6","-2","-23","21","10","-22","-4","-8","","-5","","-1","0","-5","-5"
"2020-06-17","39","21","-7","-1","-6","-4","3","6","","-9","","3","","27","2"
"2020-06-18","-5","-7","13","0","-9","-2","-9","50","-3","24","","-2","2","1","16"
"2020-06-19","-12","40","4","-7","3","54","-19","-30","20","-24","","9","","9","0"
"2020-06-20","47","-7","19","-1","0","-31","-16","13","-15","4","","2","-2","18","-8"
"2020-06-21","-86","-4","29","-14","9","15","32","-49","-11","6","","24","5","-13","43"
"2020-06-22","59","-18","-6","3","8","-51","13","10","2","-6","","-34","0","2","-16"
"2020-06-23","-2","-3","23","8","16","18","-7","-4","-2","1","","16","-5","-23","-18"
"2020-06-24","22","14","-33","-3","-11","3","23","-3","3","2","","20","2","-3","0"
"2020-06-25","-38","2","10","-5","28","11","-4","32","10","20","","-1","2","-10","-2"
"2020-06-26","27","-16","-52","-6","7","-27","-12","-35","10","-14","0","-20","18","61","111"
"2020-06-27","82","58","97","4","-3","33","9","17","-2","9","","14","-8","-35","-83"
"2020-06-28","-110","-2","-52","3","19","26","34","-1","15","-6","","10","-7","27","61"
"2020-06-29","45","-26","15","-2","8","-27","-17","31","-15","6","","-33","-7","42","-40"
"2020-06-30","8","51","-17","-1","-40","32","-4","-30","5","-19","","15","12","-106","4"
"2020-07-01","14","-72","25","2","19","-32","8","-12","-3","28","","-5","-11","8","-15"
"2020-07-02","16","12","42","-3","27","23","-15","-10","51","-31","","-14","11","38","41"
"2020-07-03","15","0","-66","-2","-24","-58","41","17","60","13","","47","-3","4","-82"
"2020-07-04","-22","20","46","4","-20","53","2","-14","-82","12","","-45","3","-53","54"
"2020-07-05","-40","7","16","-5","97","-8","-21","4","-30","18","","79","5","36","-21"
"2020-07-06","55","46","53","2","40","-7","39","20","11","-4","-60","13","6","66","44"
"2020-07-07","11","-54","-59","-2","41","45","-52","-34","-9","-2","68","22","6","-57","-68"
"2020-07-08","-66","189","13","1","-65","-30","-33","-13","-27","24","-73","-85","8","-2","43"
"2020-07-09","4","-19","-78","0","55","57","22","44","94","-32","175","170","-12","-30","43"
"2020-07-10","100","-28","122","","-92","-47","71","-21","14","20","-126","-122","60","127","-23"
"2020-07-11","120","92","-26","","-68","43","85","2","-47","25","124","-35","-10","-60","-44"
"2020-07-12","-182","-141","125","-3","84","83","8","-16","71","48","-59","-2","62","-5","47"
"2020-07-13","47","9","45","2","39","-95","12","-5","-100","-25","59","35","-69","58","-10"
"2020-07-14","9","70","-153","","-45","18","-80","-5","-2","66","11","-56","61","62","28"
"2020-07-15","-23","19","87","","322","-21","234","12","21","-120","-37","95","-81","8","0"
"2020-07-16","12","-52","253","","-329","24","187","-11","51","81","-67","-42","52","-12","14"
"2020-07-17","123","123","143","","228","-95","-275","-1","-51","1","38","-58","-12","-86","-71"
"2020-07-18","-77","15","351","","-153","93","235","","213","151","33","93","29","298","90"
"2020-07-19","417","97","-347","","140","267","-186","","-116","113","353","150","123","-14","81"
"2020-07-20","-295","-324","439","","242","-268","195","","71","-291","-274","-164","-185","-39","-74"
"2020-07-21","116","444","-562","","-19","295","-44","","-50","97","-128","128","154","269","170"
"2020-07-22","-133","-215","367","","265","-273","163","","6","130","119","819","-103","49","-93"
"2020-07-23","691","-74","500","","342","79","226","","94","111","108","-365","170","76","-5"
"2020-07-24","-32","359","-362","","-481","129","10","","84","-160","14","214","45","59","270"
"2020-07-25","-261","-330","295","","-47","48","-172","","-107","21","-25","38","201","205","-200"
"2020-07-26","11","273","-229","","-109","-75","471","","-6","30","-73","-152","-276","-153","102"
"2020-07-27","-210","-206","115","","197","-205","-549","","75","93","-156","-129","-90","-451","-60"
"2020-07-28","216","85","157","","201","166","482","","18","-53","272","-373","63","349","314"
"2020-07-29","631","367","309","","179","-34","-55","","-93","239","104","559","-167","22","84"
"2020-07-30","-417","-310","-235","","-178","12","161","","76","94","90","382","161","219","19"
"2020-07-31","433","280","-226","","-40","42","-128","","88","159","-184","-240","174","-42","-107"
"2020-08-01","-259","160","-339","","95","44","110","","-4","-302","53","172","-269","-462","-99"
"2020-08-02","-432","-168","54","","-362","22","-238","","-18","-111","37","72","518","56","-151"
"2020-08-03","257","-541","183","","-66","-139","-394","","-20","52","3","-178","40","-110","180"
"2020-08-04","372","286","258","","367","180","414","","-140","57","42","-186","-86","172","189"
"2020-08-05","-65","151","173","","-210","20","352","","125","-20","-132","-21","74","-30","-36"
"2020-08-06","-148","78","-193","","138","-77","-83","","17","251","277","-61","-90","216","-125"
"2020-08-07","-12","225","-81","","-51","57","46","","-29","153","-233","71","-45","-250","-8"
"2020-08-08","-124","-17","40","","-216","-29","22","","175","-63","-7","146","-80","133","-71"
"2020-08-09","-118","-115","233","","280","48","46","","-82","-182","10","-37","-92","451","298"
"2020-08-10","-227","-369","-308","","-260","-293","-516","","20","-185","-98","-341","216","-410","-384"
"2020-08-11","328","279","137","","96","196","255","","-107","-147","150","56","20","-44","140"
"2020-08-12","-178","477","-40","","45","-7","-357","","111","359","7","121","-1","251","-215"
"2020-08-13","75","-272","172","","-167","-5","42","","227","-41","-86","134","-24","-76","420"
"2020-08-14","-94","24","-358","","-68","8","133","","-381","-13","122","-46","-21","-105","-254"
"2020-08-15","89","-28","-20","","82","-40","-222","","189","-97","91","9","13","-136","-141"
"2020-08-16","-271","22","-251","","-19","-35","100","","125","-149","135","-382","-173","281","-103"
"2020-08-17","-45","-523","36","","186","-128","-462","","-257","58","-246","7","74","-169","237"
"2020-08-18","-90","532","485","","119","146","458","","368","203","-122","409","51","81","232"
"2020-08-19","678","-160","3","","-340","0","-36","","-140","71","160","-93","-85","114","-82"
"2020-08-20","-150","6","-42","","-112","-86","11","","50","-167","197","150","-43","76","-239"
"2020-08-21","-269","267","-45","","-85","70","114","","162","173","-191","-247","157","136","-91"
"2020-08-22","316","117","9","","361","-33","-69","","-104","182","90","-198","-37","-98","196"
"2020-08-23","-554","-286","-65","","-212","-90","-165","","230","42","-434","-89","-305","-362","-91"
"2020-08-24","467","-439","185","","-40","12","-201","","-334","-20","258","460","372","-205","191"
"2020-08-25","-439","472","-88","","450","168","297","","116","-16","67","-65","95","387","-118"
"2020-08-26","234","-54","175","","-385","-23","-36","","81","219","66","310","-103","212","207"
"2020-08-27","87","15","-439","","394","17","110","","234","-234","228","-563","-1","-173","116"
"2020-08-28","18","-109","89","","-125","98","-98","","-146","217","-82","303","-11","94","-343"
"2020-08-29","31","-6","-82","","-166","-52","34","","-4","-113","-242","92","163","-123","490"
"2020-08-30","-169","135","-6","","-42","21","20","","11","-10","297","-122","-157","116","-39"
"2020-08-31","278","-12","293","","-95","-224","-125","","-357","58","204","-232","-18","163","-532"
"2020-09-01","-517","132","-175","","119","152","127","","364","-27","-394","191","12","-194","574"
"2020-09-02","354","56","-9","","283","86","-116","","-88","-117","-26","-150","8","-63","-194"
"2020-09-03","44","-239","-109","","-95","-79","-81","","126","40","114","20","17","-49","98"
"2020-09-04","-104","85","315","","-97","60","86","","330","288","-179","-135","11","88","-171"
"2020-09-05","-201","-32","-6","","-67","-41","-269","","76","-224","63","205","54","179","312"
"2020-09-06","204","-11","-155","","62","120","-53","","-290","253","217","-192","-49","-2","-135"
"2020-09-07","45131","42509","67017","","40197","18219","48322","","28452","36927","27725","40618","23912","42752","31024"
