"date","Rhode Island/Bristol","Rhode Island/Kent","Rhode Island/Newport","Rhode Island/Providence","Rhode Island/Unassigned","Rhode Island/Washington"
"2020-07-08","0","0","0","0","50","0"
"2020-07-09","0","0","0","0","39","0"
"2020-07-10","0","0","0","0","69","0"
"2020-07-11","0","0","0","0","0","0"
"2020-07-12","0","0","0","0","0","0"
"2020-07-13","0","0","0","0","175","0"
"2020-07-14","0","0","0","0","101","0"
"2020-07-15","27","82","34","530","-647","26"
"2020-07-16","0","0","0","0","71","0"
"2020-07-17","0","0","0","0","82","0"
"2020-07-18","0","0","0","0","0","0"
"2020-07-19","0","0","0","0","0","0"
"2020-07-20","0","0","0","0","111","0"
"2020-07-21","0","0","0","0","82","0"
"2020-07-22","7","35","0","359","-335","10"
"2020-07-23","0","0","0","0","86","0"
"2020-07-24","0","0","0","0","76","0"
"2020-07-25","0","0","0","0","0","0"
"2020-07-26","0","0","0","0","0","0"
"2020-07-27","0","0","0","0","291","0"
"2020-07-28","0","0","0","0","210","0"
"2020-07-29","14","70","15","516","-556","16"
"2020-07-30","0","0","0","0","150","0"
"2020-07-31","0","0","0","0","72","0"
"2020-08-01","0","0","0","0","0","0"
"2020-08-02","0","0","0","0","0","0"
"2020-08-03","0","0","0","0","224","0"
"2020-08-04","0","0","0","0","144","0"
"2020-08-05","12","73","16","498","-525","17"
"2020-08-06","0","0","0","0","130","0"
"2020-08-07","0","0","0","0","127","0"
"2020-08-08","0","0","0","0","0","0"
"2020-08-09","0","0","0","0","0","0"
"2020-08-10","0","0","0","0","196","0"
"2020-08-11","0","0","0","0","119","0"
"2020-08-12","6","50","9","597","-600","14"
"2020-08-13","0","0","0","0","111","0"
"2020-08-14","0","0","0","0","95","0"
"2020-08-15","0","0","0","0","0","0"
"2020-08-16","0","0","0","0","0","0"
"2020-08-17","0","0","0","0","237","0"
"2020-08-18","0","0","0","0","120","0"
"2020-08-19","7","48","6","498","-494","38"
"2020-08-20","0","0","0","0","76","0"
"2020-08-21","0","0","0","0","151","0"
"2020-08-22","0","0","0","0","0","0"
"2020-08-23","0","0","0","0","0","0"
"2020-08-24","0","0","0","0","280","0"
