"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-08-15","  3.36 %","  2.27 %","","   .00 %","  1.55 %","   .00 %","  1.15 %","  4.71 %","  4.61 %","   .00 %","   .00 %","  1.88 %","   .25 %","  3.68 %","   .38 %","","  1.38 %","  1.09 %","   .94 %","  6.08 %","  1.57 %","  5.74 %","   .00 %","  1.84 %","   .66 %","  3.40 %","  2.40 %","","","   .88 %","","  7.98 %","","  4.44 %","  2.50 %","  3.75 %","  2.04 %"
"2020-08-16","  2.43 %","  1.89 %","","   .82 %"," 10.67 %","  3.26 %","  2.09 %","  4.03 %","  2.33 %","  4.86 %","  9.49 %","   .26 %","   .00 %","   .00 %","   .88 %","","  2.27 %","  1.79 %","  2.27 %","  1.43 %","   .15 %","  3.41 %","  3.44 %","  1.52 %","  2.60 %","  2.24 %","  1.72 %","   .00 %","","  1.35 %","  6.91 %","   .78 %","  7.23 %","  3.20 %","   .98 %","  7.67 %","  3.56 %"
"2020-08-17","  2.28 %","  3.34 %","   .00 %","  5.45 %","  1.10 %","  1.04 %","   .84 %","  4.40 %","  2.15 %","  3.35 %","  5.20 %","  1.05 %","  2.24 %","  2.37 %","  1.62 %","","  2.00 %","  1.76 %","  2.05 %","  3.18 %","   .15 %","   .93 %","  2.17 %","  2.79 %","  4.02 %","   .97 %","   .97 %","   .00 %","","   .33 %","  4.94 %","  4.33 %","  2.70 %","  3.51 %","   .58 %","  1.47 %","  3.65 %"
"2020-08-18","   .75 %","   .00 %","","","  5.18 %","  2.05 %","  2.64 %"," 10.76 %","   .00 %","   .00 %"," 12.36 %","   .65 %","  6.34 %","  5.83 %","  1.72 %","","  5.23 %","  4.50 %","  3.28 %","   .00 %","   .92 %","  2.35 %","  5.26 %","  1.73 %","","  2.47 %","  2.54 %","","","  1.47 %"," 11.59 %","   .00 %","  1.05 %","   .00 %","  2.79 %","  5.58 %","   .00 %"
"2020-08-19","   .00 %","  3.66 %","","   .00 %","","   .00 %","   .00 %","","  6.39 %","","   .00 %","","   .00 %","  4.32 %","   .97 %","","  4.55 %","  1.99 %","  2.43 %","  3.08 %","   .00 %","  2.29 %","   .00 %","  2.38 %","   .00 %","  3.83 %","   .00 %","","","  1.83 %","   .00 %","  3.30 %","  1.56 %","  3.34 %","","   .59 %","   .00 %"
"2020-08-20","  7.25 %","  2.84 %","","","   .00 %","","   .00 %","  6.96 %","  3.36 %","  9.48 %","  3.23 %","","  3.21 %","  2.89 %","   .00 %","","   .00 %","","  2.54 %","","   .00 %","   .00 %","   .00 %","  1.44 %","   .00 %","  1.81 %","  2.48 %","","","   .00 %","  6.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.12 %"
"2020-08-21","  1.42 %","   .58 %","","  2.33 %","  1.81 %","  4.82 %","  2.01 %","  1.04 %","   .72 %","  3.42 %","  1.14 %","  1.68 %","  1.11 %","  1.31 %","  1.08 %","","  2.97 %","  1.30 %","  1.85 %","  3.32 %","   .15 %","  7.12 %","  7.73 %","  1.78 %","  2.24 %","   .94 %","  4.20 %","","","  1.60 %","  2.45 %","  1.96 %","  1.53 %","  8.23 %","  1.96 %","  1.56 %","  1.35 %"
"2020-08-22","  3.80 %","  1.08 %","","  6.57 %","  3.05 %","   .43 %","  2.29 %","  1.21 %","  1.16 %","","  1.12 %","  1.78 %","   .00 %","  1.58 %","  1.30 %","","  3.85 %","  8.01 %","  3.11 %","","   .00 %","  1.00 %","  1.99 %","  2.33 %","  2.98 %","  2.26 %","  2.09 %","","","  1.10 %","  2.69 %","  2.43 %","  2.52 %","   .79 %","  1.38 %","  1.92 %","   .57 %"
"2020-08-23","  1.05 %","  2.58 %","","","  1.23 %","   .57 %","   .60 %","  5.58 %","  3.49 %","   .44 %","  1.81 %","  2.00 %","  2.86 %","   .85 %","  1.75 %","","  3.89 %","  2.97 %","  2.25 %","   .96 %","   .38 %","  1.53 %","   .00 %","  2.05 %","  2.70 %","  3.39 %","   .00 %","","","   .92 %","  3.49 %","   .00 %","  2.95 %","  3.10 %","  2.17 %","  1.50 %","  1.37 %"
"2020-08-24","  1.66 %","  1.25 %","","  4.74 %","  4.63 %","  1.28 %","   .94 %","  6.02 %","  1.71 %","  1.97 %","  1.50 %","  4.28 %","  2.35 %","   .56 %","  1.15 %","","  2.14 %","  4.90 %","  2.86 %","   .00 %","   .23 %","  2.04 %","  1.73 %","  2.44 %","  2.07 %","   .95 %","   .50 %","","","  1.65 %","  7.02 %","  2.07 %","  3.10 %","   .76 %","  2.39 %","  1.48 %","  1.45 %"
"2020-08-25","   .80 %","  1.99 %","","  3.17 %","  2.80 %","   .14 %","   .37 %","  7.13 %","  3.78 %","   .86 %","  1.48 %","   .94 %","   .84 %","   .37 %","  1.36 %","","  1.75 %","   .82 %","  2.72 %","   .64 %","   .30 %","   .78 %","   .74 %","  2.27 %","  2.95 %","  4.16 %","   .59 %","","","   .46 %","  1.05 %","   .48 %","  1.62 %","  1.68 %","   .78 %","   .91 %","   .88 %"
"2020-08-26","  2.31 %","  1.31 %","","  1.54 %","  2.27 %","   .23 %","   .39 %","  1.05 %","  3.67 %","  1.92 %","  1.32 %","   .81 %","  2.28 %","   .42 %","  1.12 %","","  1.89 %","  1.36 %","  3.18 %","  4.43 %","   .45 %","  1.73 %","  1.06 %","  2.78 %","   .36 %","  1.02 %","   .58 %","   .00 %","","  1.81 %","  2.34 %","   .67 %","  1.82 %","  2.11 %","  1.03 %","  1.45 %","   .87 %"
"2020-08-27","  2.94 %","  1.70 %","","  5.83 %","  2.66 %","   .75 %","   .50 %","  2.72 %","   .63 %","  4.81 %","  1.31 %","  1.96 %","  3.85 %","   .37 %","  1.33 %","","  2.19 %","  1.61 %","  2.35 %","  1.82 %","   .38 %","  2.12 %","  1.25 %","  2.07 %","  1.60 %","  2.88 %","   .76 %","","","   .79 %","  6.35 %","  5.16 %","  1.79 %","  1.21 %","  1.10 %","  1.60 %","   .86 %"
"2020-08-28","  1.01 %","   .68 %","","  3.88 %","  2.38 %","  1.11 %","   .56 %","  2.51 %","  1.56 %","  5.39 %","  2.71 %","  3.85 %","  2.92 %","   .23 %","  2.52 %","","  2.97 %","  5.03 %","  2.42 %","  4.17 %","   .00 %","  4.15 %","   .83 %","  1.70 %","   .35 %","  2.89 %","  1.64 %","","","  1.02 %","  3.10 %","  1.91 %","  2.86 %","  1.68 %","  4.62 %","  4.04 %","  1.39 %"
"2020-08-29","  1.50 %","  2.11 %","","  4.52 %","  1.48 %","   .69 %","   .53 %","  1.03 %","  1.96 %","","  2.26 %","  1.20 %","  5.30 %","   .00 %","  3.95 %","","   .32 %","   .00 %","  2.39 %","  7.14 %","   .37 %","  2.87 %","  2.97 %","  1.35 %","  1.22 %","  4.22 %","  1.53 %","   .00 %","","  1.40 %","  4.63 %","","   .85 %","   .71 %","  1.04 %","  1.18 %","  3.41 %"
"2020-08-30","  1.21 %","  1.25 %","","  3.38 %","  7.48 %","  1.00 %","   .86 %","   .23 %","  1.06 %","   .76 %","  2.70 %","  2.37 %","  4.50 %","   .55 %","  3.39 %","","  3.99 %","  3.78 %","  2.35 %","  4.53 %","  1.04 %","  9.53 %","   .70 %","  1.26 %","  2.59 %","  4.05 %","  1.72 %","","","  1.41 %","  3.32 %","  1.07 %","  2.97 %","   .74 %","   .95 %","  2.00 %","  2.01 %"
"2020-08-31","  1.29 %","  1.89 %","","   .55 %","  7.74 %","   .41 %","   .57 %","   .56 %","  1.62 %","   .94 %","  1.44 %","   .84 %","  2.41 %","   .73 %","  2.88 %","","  1.84 %","  3.40 %","  2.76 %","   .26 %","   .30 %","  2.83 %","  1.78 %","  1.21 %","   .00 %","  4.52 %","  1.52 %","","","  1.59 %","  3.43 %","  1.41 %","  3.29 %","   .39 %","  3.31 %","  6.54 %","  1.51 %"
"2020-09-01","  1.71 %","  2.62 %",""," 10.49 %"," 12.03 %","  1.21 %","   .68 %","  3.23 %","  1.15 %"," 14.53 %","  4.01 %","  4.17 %","  2.69 %","  4.07 %","  3.09 %","","","   .00 %","  3.69 %","   .00 %","   .22 %","  7.30 %","  5.82 %","  1.46 %","  1.85 %","  4.62 %","  1.33 %","","","  1.97 %","","  4.00 %","  3.78 %","   .69 %","  1.60 %","  3.07 %","  1.74 %"
"2020-09-02","  1.87 %","  1.08 %","","  6.55 %","  4.33 %","   .71 %","   .49 %","   .45 %","  2.09 %","  4.39 %","  2.61 %","  2.90 %","  2.62 %","  1.56 %","  2.15 %","","   .90 %","   .47 %","  3.14 %","  6.11 %","   .15 %","  5.39 %","   .18 %","  1.63 %","   .50 %","  2.67 %","   .86 %","","","   .37 %","  2.48 %","  2.76 %","  2.69 %","   .31 %","   .60 %","  1.93 %","  1.54 %"
"2020-09-03","  1.79 %","   .95 %","","  1.54 %","  6.30 %","  1.45 %","   .46 %","  1.11 %","  1.46 %","  6.07 %","  5.41 %","  2.33 %","   .00 %","   .26 %","  4.77 %","","  2.09 %","  2.10 %","  3.20 %","  3.36 %","   .22 %","  4.02 %","   .37 %","  1.53 %","   .49 %","  2.78 %","   .57 %","","","  1.56 %","   .61 %","   .33 %","   .75 %","  1.60 %","   .60 %","  4.67 %","  1.28 %"
"2020-09-04","   .84 %","   .39 %","","  4.69 %","  3.18 %","   .35 %","   .21 %","   .26 %","   .64 %","  1.76 %","  1.15 %","  1.24 %","","","","","   .88 %","","  1.24 %","","","  1.46 %","  2.01 %","   .87 %","","  1.81 %","   .40 %","","","   .53 %","  2.81 %","  1.38 %","  3.53 %","   .49 %","   .44 %","   .70 %","   .16 %"
