"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-08-15","   .00 %"," 92.03 %"," 66.67 %"," 50.75 %"," 73.06 %","   .00 %"," ##.## %","   .24 %","  5.38 %"," 14.23 %"," 23.49 %"," 45.45 %"," 41.08 %"," ##.## %"," 64.18 %"," ##.## %"," 29.71 %"," 21.00 %"," ##.## %"," 25.00 %","   .00 %"," 75.00 %"," 80.37 %","   .00 %"," ##.## %"," 21.90 %","   .00 %"," 43.65 %"," 33.33 %"," ##.## %"," 47.75 %"," 89.87 %"," 50.35 %"
"2020-08-16"," 16.67 %","-55.14 %","-71.43 %","-55.60 %","-40.77 %","  3.57 %","-85.58 %","   .19 %","  6.12 %","-20.33 %","-61.08 %","-91.49 %","-54.68 %","-66.43 %","-56.43 %","-79.23 %","-55.10 %","-46.34 %","-81.54 %","-88.37 %","   .00 %","-41.67 %","-56.58 %","  3.77 %","-77.03 %","-41.25 %","   .00 %","-39.96 %","-42.67 %","-82.20 %","-58.56 %","-76.16 %","-51.60 %"
"2020-08-17","  3.57 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.45 %"," ##.## %","   .43 %","  6.73 %"," 63.91 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.64 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-18","  3.45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .29 %","  4.50 %"," 46.01 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  7.89 %"," ##.## %"," 89.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-19","   .00 %"," ##.## %"," 66.67 %"," ##.## %"," ##.## %","  3.33 %"," ##.## %","   .22 %","  6.90 %"," 29.65 %"," 59.04 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 58.95 %"," 69.34 %","   .00 %"," 66.67 %","   .00 %","   .00 %"," ##.## %","  4.88 %"," ##.## %"," 55.77 %"," 50.00 %"," 95.57 %"," 67.87 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-20","  3.33 %"," ##.## %"," 25.00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .53 %","  1.61 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","-36.00 %","-37.50 %","   .00 %","-12.50 %"," ##.## %","  6.20 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-21","  3.23 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  6.45 %","   .00 %","   .31 %","  7.14 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.88 %","-16.67 %","   .00 %","-12.50 %"," ##.## %","  4.38 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"
"2020-08-22","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .33 %","  3.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-86.05 %","   .00 %","   .00 %"," ##.## %","  5.59 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-23","  3.12 %","   .00 %","-42.86 %","-21.43 %","   .00 %"," 12.12 %","   .00 %","   .38 %","  2.86 %"," ##.## %","   .00 %","-13.33 %"," ##.## %","-18.39 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","-24.00 %","-22.22 %","   .00 %","   .00 %"," -9.23 %","  5.30 %","-17.12 %"," ##.## %","","   .00 %"," ##.## %","-19.10 %","   .00 %","   .00 %"," ##.## %"
"2020-08-24","  6.06 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .31 %","  2.78 %"," 66.67 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.14 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-25","  5.71 %","-44.36 %","-76.19 %","-68.56 %","-31.81 %","  8.11 %","-82.11 %","   .40 %","  6.08 %","-18.40 %","-59.83 %","-88.80 %","-51.53 %","-56.08 %","-50.13 %","-74.53 %","-53.42 %","-43.43 %","-74.42 %","-87.50 %","   .00 %","-20.00 %","-54.58 %","  4.88 %","-69.28 %","-42.08 %","   .00 %","-34.11 %","-41.86 %","-77.62 %","-52.11 %","-71.25 %","-47.71 %"
"2020-08-26"," 10.81 %","-23.75 %","-44.44 %"," 21.86 %","-15.76 %","  2.50 %","-51.57 %","   .40 %","  5.10 %"," -6.74 %","-28.33 %","-58.33 %","-21.16 %","-29.47 %","-25.41 %","-33.07 %","-23.28 %","-17.11 %","-37.14 %","-61.11 %","   .00 %","   .00 %","-21.96 %","  4.65 %","-41.17 %","-16.34 %","   .00 %","-15.50 %","-15.25 %","-48.45 %","   .00 %","-41.13 %","-20.54 %"
"2020-08-27","  2.44 %"," ##.## %","-66.67 %","-69.01 %"," ##.## %","  4.88 %","   .00 %","   .51 %","  3.64 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-58.33 %","-76.47 %","   .00 %","-20.00 %","   .00 %","  5.56 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"
"2020-08-28","   .00 %"," 83.69 %"," ##.## %"," ##.## %"," 57.24 %","  4.65 %"," ##.## %","   .46 %","  2.34 %"," 12.86 %"," 42.32 %"," ##.## %"," 44.11 %"," ##.## %"," 67.18 %"," ##.## %"," 36.58 %"," 34.53 %"," ##.## %"," 80.00 %","   .00 %","   .00 %"," 58.57 %","  4.74 %"," ##.## %"," 32.77 %","   .00 %"," 43.33 %"," 28.52 %"," ##.## %"," 60.14 %"," 91.20 %"," 49.25 %"
"2020-08-29","  4.76 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .35 %","  1.71 %"," 22.63 %"," 58.17 %"," ##.## %"," 77.55 %"," ##.## %"," ##.## %"," ##.## %"," 61.64 %"," 58.64 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  6.03 %"," ##.## %"," 61.36 %","   .00 %"," 77.44 %"," 54.94 %"," ##.## %"," ##.## %"," ##.## %"," 91.90 %"
"2020-08-30","  2.27 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 15.56 %"," ##.## %","   .51 %","  2.81 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," 80.00 %","   .00 %","   .00 %"," ##.## %","  4.74 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-31","  2.22 %","-26.79 %","-36.36 %","-52.88 %","-20.25 %","  7.69 %","-60.29 %","   .41 %","  4.92 %"," -9.92 %","   .00 %","-71.54 %","-31.50 %","-33.55 %"," ##.## %","-46.93 %","-32.18 %"," ##.## %","-49.09 %","-75.00 %","   .00 %","-11.11 %","-28.57 %","  3.17 %","-49.47 %","-23.22 %","   .00 %","-17.51 %","-23.38 %","-59.13 %","   .00 %","-46.31 %","   .00 %"
"2020-09-01","   .00 %"," ##.## %"," ##.## %"," ##.## %"," 92.39 %","  1.79 %"," ##.## %","   .41 %","-98.96 %"," 19.87 %"," 55.53 %"," ##.## %"," 69.52 %"," ##.## %"," ##.## %"," ##.## %"," 60.68 %"," 52.20 %"," ##.## %"," ##.## %","   .00 %"," 33.33 %"," ##.## %","  5.26 %"," ##.## %"," 47.96 %"," 33.33 %"," 66.69 %"," 47.10 %"," ##.## %"," 92.33 %"," ##.## %"," 77.84 %"
"2020-09-02","  2.17 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.51 %"," ##.## %","   .43 %"," ##.## %"," 28.88 %"," 73.17 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 82.81 %"," 75.98 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  5.42 %"," ##.## %"," 64.05 %","   .00 %"," ##.## %"," 75.64 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-03","  2.13 %"," -4.95 %"," 14.29 %"," 24.29 %"," -3.45 %","  6.78 %","-17.11 %","   .43 %"," 66.67 %"," -1.46 %"," -8.22 %","-13.46 %"," -5.26 %"," -5.36 %"," -5.34 %"," -9.22 %"," -6.05 %"," -3.87 %"," -6.25 %","-14.29 %","   .00 %","   .00 %"," -4.01 %","  2.77 %"," -9.32 %"," -3.96 %","-50.00 %"," -2.92 %"," -3.48 %","-12.50 %"," -5.89 %","-11.24 %"," -4.72 %"
"2020-09-04","  2.08 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  7.94 %"," ##.## %","   .29 %"," 40.00 %"," 52.03 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  7.69 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-05","  2.04 %"," ##.## %","-71.43 %"," ##.## %"," ##.## %","  1.47 %","   .00 %","   .56 %"," 32.14 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","-60.00 %"," ##.## %","  6.43 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-63.34 %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-06","   .00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %","  2.90 %","   .00 %","   .65 %"," 18.92 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  5.37 %"," ##.## %","   .00 %","-60.00 %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"
"2020-09-07","   .00 %"," 13.15 %"," 14.29 %","-14.36 %","  9.67 %","  4.23 %"," 44.16 %","   .71 %"," 20.45 %","  3.48 %"," 20.41 %"," 37.14 %"," 14.04 %"," 15.70 %"," 14.72 %"," 22.11 %"," 15.09 %"," 10.08 %"," 35.71 %"," 77.78 %","   .00 %","   .00 %"," 11.74 %","  3.50 %"," 32.71 %"," 13.48 %","   .00 %","  8.27 %","  8.47 %"," 44.66 %"," 14.19 %"," 29.37 %"," 12.14 %"
"2020-09-08","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  1.35 %"," ##.## %","   .42 %"," 20.75 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.69 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-09","  2.00 %","  3.30 %"," 12.50 %"," 13.66 %","  1.84 %","  2.67 %"," 20.76 %","   .44 %","  9.38 %","   .98 %","  6.42 %"," 25.00 %","  3.89 %","  6.26 %","  4.23 %","  6.96 %","  3.43 %","  2.85 %"," -7.89 %"," 12.50 %","   .00 %","   .00 %","  3.94 %","  2.97 %","  7.24 %","  2.43 %","   .00 %","  2.08 %","  2.41 %","  8.05 %","  3.45 %","  6.90 %","  3.04 %"
"2020-09-10","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  3.90 %"," ##.## %","   .61 %","  8.57 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-52.50 %","   .00 %","   .00 %"," ##.## %","  1.73 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-11","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  3.75 %"," ##.## %","   .46 %"," 10.53 %"," 70.90 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.40 %"," ##.## %"," ##.## %"," 14.29 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-12","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","  7.23 %"," ##.## %","   .60 %"," 11.90 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.37 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"
"2020-09-13","   .00 %"," 50.14 %"," ##.## %"," 31.82 %"," 34.81 %","  1.12 %"," ##.## %","   .62 %","  4.26 %"," 11.32 %"," 63.09 %"," ##.## %"," 42.88 %"," 75.24 %"," 55.73 %"," 96.86 %"," 47.29 %"," 33.20 %"," ##.## %"," ##.## %","   .00 %","   .00 %"," 46.97 %","  4.05 %"," ##.## %"," 32.61 %"," 30.00 %"," 28.72 %","   .00 %"," ##.## %"," 51.94 %"," ##.## %"," 41.20 %"
"2020-09-14","  1.96 %","-16.40 %","-37.50 %","-50.27 %"," -8.89 %","  5.56 %","-44.42 %","   .55 %"," 14.29 %"," -7.79 %","-29.14 %","-61.08 %","-27.29 %","-23.67 %","-20.01 %","-42.75 %","-26.47 %","-21.01 %","-35.21 %","-44.68 %","   .00 %","-20.00 %","-26.98 %","  2.34 %","-32.94 %","-19.27 %","   .00 %","-13.25 %","-20.37 %","-36.51 %","-25.00 %","-33.80 %","-22.00 %"
"2020-09-15","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.05 %","   .00 %","   .76 %","  9.82 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  2.79 %"," ##.## %"," ##.## %"," 30.77 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-16","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.21 %"," ##.## %","   .69 %","  3.25 %"," 32.91 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  3.21 %"," ##.## %"," 90.49 %","   .00 %"," ##.## %"," 90.31 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-17","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.95 %"," ##.## %","   .79 %","  6.30 %"," 43.38 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  3.11 %"," ##.## %"," ##.## %"," 23.53 %"," ##.## %","-10.48 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-18","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.77 %"," ##.## %","   .62 %","  5.93 %"," 79.41 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.39 %"," ##.## %"," ##.## %"," 14.29 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-19","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  5.45 %"," ##.## %","   .78 %","  4.90 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  2.52 %"," ##.## %"," ##.## %","  8.33 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-20","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %","  3.45 %","   .00 %","   .76 %","  6.00 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.23 %"," ##.## %"," ##.## %","  3.85 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %"
"2020-09-21","   .00 %","   .00 %","-50.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .65 %","  5.66 %"," ##.## %","   .00 %","-49.38 %","   .00 %","-20.33 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-36.78 %","-36.84 %","   .00 %","-25.00 %","   .00 %","  1.97 %","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %","-29.01 %","   .00 %","-32.93 %"," ##.## %"
"2020-09-22","   .00 %"," 32.63 %"," 71.43 %"," ##.## %"," 20.94 %","  3.25 %"," ##.## %","   .75 %","  4.76 %"," 10.57 %"," 69.44 %"," ##.## %"," 42.64 %"," 46.67 %"," 38.61 %","   .00 %"," 43.08 %"," 33.03 %"," ##.## %"," ##.## %","   .00 %"," 25.00 %"," 36.51 %","  1.28 %"," 81.65 %"," 28.49 %","   .00 %"," 19.11 %"," 28.71 %"," ##.## %"," 44.53 %"," 75.95 %"," 34.26 %"
"2020-09-23","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  7.87 %"," ##.## %","   .72 %","  4.55 %"," 35.00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  1.69 %"," ##.## %"," 88.58 %","  3.70 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-24","   .00 %"," ##.## %"," ##.## %"," ##.## %"," 75.75 %","  5.11 %"," ##.## %","   .72 %","  3.80 %"," 24.58 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 78.12 %"," ##.## %"," ##.## %","   .00 %"," 57.14 %"," ##.## %","  1.25 %"," ##.## %"," 76.46 %","  3.57 %"," 64.92 %"," 67.08 %"," ##.## %"," ##.## %"," ##.## %"," 98.62 %"
"2020-09-25","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .69 %"," ##.## %","   .47 %","  1.57 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.44 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-26","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .90 %","  2.58 %"," 71.64 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  1.21 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-27","  1.92 %","   .00 %"," ##.## %","   .00 %","   .00 %","  1.38 %"," ##.## %","   .82 %","  5.03 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," 37.50 %"," ##.## %","  2.60 %"," ##.## %"," ##.## %","  6.90 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"
"2020-09-28","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  4.08 %"," ##.## %","   .71 %","  2.87 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .39 %"," ##.## %"," ##.## %","  6.45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-29","   .00 %"," -7.65 %","-36.36 %","-30.07 %"," -6.39 %","  3.27 %","-28.77 %","   .92 %","  5.58 %"," -3.94 %","-14.85 %","-27.87 %","-12.35 %","-12.33 %","-12.61 %","-30.45 %","-14.31 %","-10.78 %","-32.97 %","-29.82 %","   .00 %","  9.09 %","-19.40 %","   .39 %","-13.03 %","-12.22 %","   .00 %"," -8.37 %","-11.98 %","-16.01 %","-11.29 %","-22.44 %","-13.78 %"
"2020-09-30","   .00 %"," 22.09 %"," 40.00 %"," ##.## %"," 13.44 %","  2.53 %"," 80.69 %","   .78 %","  3.96 %","  8.91 %"," 47.44 %"," ##.## %"," 38.28 %"," 33.84 %"," 25.61 %"," 76.10 %"," 39.33 %"," 27.96 %"," 45.45 %"," 86.96 %","   .00 %"," 50.00 %"," 36.02 %","   .77 %"," 54.37 %"," 20.74 %","  6.06 %"," 15.71 %"," 26.53 %"," 76.16 %"," 35.34 %"," 57.47 %"," 29.52 %"
"2020-10-01","   .00 %","  6.63 %"," 16.67 %","-47.26 %","  3.67 %","  1.23 %"," 35.30 %","   .75 %","  5.08 %","  2.89 %"," 11.54 %"," 41.35 %"," 12.11 %"," 11.32 %","  8.86 %"," 26.64 %"," 13.11 %","  9.45 %","  4.84 %","  7.50 %","   .00 %","  9.09 %"," 15.59 %","   .77 %"," 15.50 %","  9.04 %","  8.57 %","  6.41 %","  8.26 %"," 16.17 %"," 10.73 %"," 18.15 %"," 10.41 %"
"2020-10-02","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.05 %"," ##.## %","   .69 %","   .81 %"," 68.35 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  1.33 %"," ##.## %"," ##.## %","  2.63 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-10-03","   .00 %"," 22.74 %"," ##.## %"," ##.## %"," 12.89 %","  1.78 %"," 91.28 %","   .63 %","  3.20 %","  9.59 %"," 47.64 %"," ##.## %"," 42.49 %"," 35.62 %"," 28.94 %"," 86.59 %"," 41.27 %"," 30.03 %"," 65.12 %"," 95.83 %","   .00 %"," 25.00 %"," 41.26 %","   .38 %"," 56.07 %"," 27.01 %","  5.13 %"," 17.04 %"," 28.83 %"," 73.08 %"," 37.71 %"," 61.19 %"," 32.03 %"
"2020-10-04","   .00 %"," -6.31 %"," ##.## %"," 93.73 %"," -6.73 %","  1.16 %","-25.04 %","   .70 %","  2.33 %"," -3.49 %","-10.06 %","-17.65 %"," -9.12 %","-10.72 %","-10.38 %","-25.34 %","-11.43 %","-11.86 %","-32.11 %","-31.88 %","   .00 %","-29.41 %","-18.23 %","   .94 %"," -9.51 %","-10.81 %","  4.88 %"," -7.12 %"," -9.00 %","-11.29 %"," -8.54 %"," ##.## %","-12.43 %"
"2020-10-05","  1.89 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.72 %","   .00 %","   .59 %","  1.52 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .74 %"," ##.## %"," ##.## %","  2.33 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-10-06","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.69 %","   .00 %","   .71 %","  2.99 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .55 %"," ##.## %"," ##.## %","  6.82 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"
"2020-10-07","   .00 %"," -5.02 %","-26.92 %","-42.95 %"," -6.37 %","  1.11 %","-21.20 %","   .63 %","  3.26 %"," -2.82 %"," -6.84 %","-13.18 %"," -6.59 %"," -6.83 %"," -8.22 %","-20.82 %"," -8.86 %","-10.52 %","-32.43 %","-23.53 %","   .00 %","-42.86 %","-15.11 %","   .92 %"," -7.21 %"," -8.75 %","  4.26 %"," -5.68 %"," -6.31 %"," -8.74 %"," -6.50 %","-24.31 %","-10.28 %"
"2020-10-08","  1.85 %","  2.47 %"," 25.00 %","  7.05 %","  1.53 %","  2.20 %"," 10.81 %","   .67 %","  2.46 %","  1.34 %","  5.32 %"," 10.00 %","  3.97 %","  5.32 %","  4.21 %"," 11.52 %","  4.85 %","  3.57 %"," 12.16 %"," 12.77 %","   .00 %","   .00 %","  6.98 %","   .91 %","  3.85 %","  4.09 %","  2.04 %","  2.75 %","  5.32 %","  4.66 %","  3.60 %","  7.67 %","  4.72 %"
"2020-10-09","   .00 %","  9.92 %"," 75.00 %"," 14.54 %","  6.02 %","  1.08 %"," 53.93 %","   .70 %","  2.40 %","  4.75 %"," 22.76 %"," 58.67 %"," 18.09 %"," 18.24 %"," 16.40 %"," 47.01 %"," 20.59 %"," 19.26 %"," 38.98 %"," 31.71 %","   .00 %","  9.09 %"," 27.32 %","   .36 %"," 20.49 %"," 15.66 %","  4.00 %"," 10.66 %"," 16.24 %"," 20.70 %"," 15.56 %"," 29.01 %"," 17.92 %"
"2020-10-10","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.06 %"," ##.## %","   .85 %","  2.68 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .18 %"," ##.## %"," ##.## %","  1.92 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
