"date","Nebraska/Adams","Nebraska/Antelope","Nebraska/Arthur","Nebraska/Banner","Nebraska/Blaine","Nebraska/Boone","Nebraska/Box Butte","Nebraska/Boyd","Nebraska/Brown","Nebraska/Buffalo","Nebraska/Burt","Nebraska/Butler","Nebraska/Cass","Nebraska/Cedar","Nebraska/Chase","Nebraska/Cherry","Nebraska/Cheyenne","Nebraska/Clay","Nebraska/Colfax","Nebraska/Cuming","Nebraska/Custer","Nebraska/Dakota","Nebraska/Dawes","Nebraska/Dawson","Nebraska/Deuel","Nebraska/Dixon","Nebraska/Dodge","Nebraska/Douglas","Nebraska/Dundy","Nebraska/Fillmore","Nebraska/Franklin","Nebraska/Frontier","Nebraska/Furnas","Nebraska/Gage","Nebraska/Garden","Nebraska/Garfield","Nebraska/Gosper","Nebraska/Grant","Nebraska/Greeley","Nebraska/Hall","Nebraska/Hamilton","Nebraska/Harlan","Nebraska/Hayes","Nebraska/Hitchcock","Nebraska/Holt","Nebraska/Hooker","Nebraska/Howard","Nebraska/Jefferson","Nebraska/Johnson","Nebraska/Kearney","Nebraska/Keith","Nebraska/Keya Paha","Nebraska/Kimball","Nebraska/Knox","Nebraska/Lancaster","Nebraska/Lincoln","Nebraska/Logan","Nebraska/Loup","Nebraska/Madison","Nebraska/McPherson","Nebraska/Merrick","Nebraska/Morrill","Nebraska/Nance","Nebraska/Nemaha","Nebraska/Nuckolls","Nebraska/Otoe","Nebraska/Pawnee","Nebraska/Perkins","Nebraska/Phelps","Nebraska/Pierce","Nebraska/Platte","Nebraska/Polk","Nebraska/Red Willow","Nebraska/Richardson","Nebraska/Rock","Nebraska/Saline","Nebraska/Sarpy","Nebraska/Saunders","Nebraska/Scotts Bluff","Nebraska/Seward","Nebraska/Sheridan","Nebraska/Sherman","Nebraska/Sioux","Nebraska/Stanton","Nebraska/Thayer","Nebraska/Thomas","Nebraska/Thurston","Nebraska/Unassigned","Nebraska/Valley","Nebraska/Washington","Nebraska/Wayne","Nebraska/Webster","Nebraska/Wheeler","Nebraska/York"
"2020-04-09","  3.70 %","   .00 %","","","","","","",""," 10.71 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","",""," ##.## %","","","   .00 %","  9.39 %","","","","","","  4.35 %","","","   .00 %","",""," 21.74 %"," 14.29 %","","","","","","","","   .00 %","   .00 %","",""," 11.11 %","   .00 %"," 12.82 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","","  2.70 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-10"," 35.71 %","   .00 %","","","","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","",""," 50.00 %","","","   .00 %","  8.08 %","","","","","","   .00 %","","","   .00 %","",""," 38.10 %"," 12.50 %","","","","","","","","   .00 %","   .00 %","","","-10.00 %","   .00 %"," 11.36 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","","  2.63 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %",""," 50.00 %"
"2020-04-11"," 18.42 %","   .00 %","","","","","   .00 %","","","  6.45 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," ##.## %","   .00 %"," 33.33 %","   .00 %"," ##.## %","","","   .00 %","","","   .00 %","  6.54 %","","","   .00 %","","","  4.17 %","","","   .00 %","",""," 11.21 %"," 11.11 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.04 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","","","","","  5.13 %"," 25.00 %"," 20.00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-12"," 20.00 %","   .00 %","","","","","   .00 %","","","  6.06 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","",""," 28.57 %","  4.82 %","","","   .00 %","","","   .00 %","","","   .00 %","",""," 23.26 %"," 10.00 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %"," 16.67 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-13","   .00 %","   .00 %","","","","","   .00 %","","","  2.86 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 46.15 %","   .00 %","","  8.33 %","",""," 11.11 %","  1.26 %","",""," 50.00 %","","","  4.00 %","","","   .00 %","","","  1.26 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," ##.## %","","","","","   .00 %"," 20.00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 33.33 %"
"2020-04-14"," 14.81 %","   .00 %","","","","","   .00 %","","","  5.56 %","   .00 %","","   .00 %","   .00 %","","   .00 %","-33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 38.46 %","",""," 20.00 %","  3.72 %","","","   .00 %","","","   .00 %","","","   .00 %","",""," 32.92 %"," 18.18 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","",""," 12.20 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","-21.74 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-15","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","  5.56 %",""," 10.00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-16","  4.84 %","   .00 %","","","","","   .00 %","",""," 10.53 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %",""," 16.67 %","","","   .00 %","  3.19 %","","","   .00 %","","","   .00 %","","","   .00 %","","","  7.94 %","  7.69 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.51 %","   .00 %","   .00 %",""," 16.67 %",""," ##.## %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 50.00 %","","","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","","","","   .00 %","","",""," 21.05 %",""," -9.09 %","   .00 %","   .00 %",""," 25.00 %"
"2020-04-17"," -1.54 %","   .00 %","","","","","   .00 %","","","  4.76 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %",""," 14.29 %","","","   .00 %","  2.70 %","","","   .00 %","","","   .00 %","","","   .00 %","","","  6.93 %","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  5.08 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 33.33 %","","",""," ##.## %","  2.17 %","   .00 %","  6.25 %","   .00 %","","","","   .00 %","","",""," ##.## %","","   .00 %","   .00 %","   .00 %",""," 20.00 %"
"2020-04-18"," 32.81 %","   .00 %","","","","","   .00 %","","","  6.82 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 33.33 %"," 50.00 %","   .00 %","   .00 %"," -5.26 %"," ##.## %",""," 25.00 %","","","   .00 %","   .00 %","","","   .00 %","","","  3.85 %","",""," ##.## %","",""," 63.16 %"," 14.29 %","","","","","","   .00 %",""," ##.## %","   .00 %","","","   .00 %","   .00 %","  1.61 %","  5.88 %","   .00 %","","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","",""," 33.33 %","  2.13 %","   .00 %","  5.88 %","   .00 %","","","","   .00 %","","","","-34.78 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-19"," 15.29 %","   .00 %","","","","","   .00 %","",""," 10.64 %","   .00 %","   .00 %"," 66.67 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 11.11 %"," 31.82 %",""," ##.## %","",""," 33.33 %","  5.26 %","","","   .00 %","","   .00 %","  3.70 %","",""," 66.67 %","",""," 13.40 %"," 18.75 %","","","","",""," 50.00 %","","   .00 %"," 33.33 %","","","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %",""," 28.57 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","",""," 75.00 %"," 10.42 %","   .00 %"," 22.22 %"," ##.## %","","",""," ##.## %","","","   .00 %","-33.33 %","","   .00 %","   .00 %"," ##.## %",""," 16.67 %"
