"date","New Hampshire/Belknap","New Hampshire/Carroll","New Hampshire/Cheshire","New Hampshire/Coos","New Hampshire/Grafton","New Hampshire/Hillsborough","New Hampshire/Merrimack","New Hampshire/Nashua","New Hampshire/Rockingham","New Hampshire/Strafford","New Hampshire/Sullivan","New Hampshire/Unassigned"
"2020-05-03","  2.83 %","   .65 %","   .00 %","   .00 %","  2.02 %","  4.36 %","  6.54 %","","  5.43 %","  3.11 %","  1.82 %"," 85.08 %"
"2020-05-04","  3.34 %","  1.27 %","   .00 %","   .00 %","  2.02 %","  4.44 %","  6.91 %","","  5.62 %","  2.60 %","  1.82 %"," 80.87 %"
"2020-05-05","  3.34 %","  1.88 %","   .50 %","   .00 %","  1.56 %","  4.15 %","  3.10 %","","  5.19 %","  2.94 %","   .00 %"," 92.30 %"
"2020-05-06","  2.08 %","  1.23 %","   .50 %","   .00 %","  1.16 %","  4.36 %","  2.87 %","","  3.02 %","  2.99 %","  1.67 %"," 18.97 %"
"2020-05-07","  2.03 %","  1.82 %","   .50 %","   .00 %","  1.53 %","  4.34 %","  3.53 %","","  2.42 %","  2.92 %","  3.21 %"," -5.37 %"
"2020-05-08","  1.50 %","  2.39 %","  1.48 %","   .00 %","  1.11 %","  4.40 %","  3.09 %","","  1.94 %","  2.46 %","  3.21 %"," 10.12 %"
"2020-05-09","  1.94 %","  1.77 %","  1.48 %","   .00 %","   .75 %","  3.96 %","  3.19 %","","  1.89 %","  2.99 %","  3.21 %"," 17.19 %"
"2020-05-10","  2.85 %","  1.72 %","   .98 %","   .00 %","   .74 %","  4.03 %","  2.85 %","","  1.95 %","  3.34 %","  3.21 %"," 14.69 %"
"2020-05-11","  2.35 %","  1.72 %","   .98 %","   .00 %","  1.45 %","  3.63 %","  2.67 %","","  1.94 %","  3.14 %","  1.54 %"," 10.17 %"
"2020-05-12","  2.30 %","  1.13 %","  1.44 %","   .00 %","   .74 %","  3.47 %","  2.76 %","","  1.60 %","  2.97 %","   .00 %","  5.94 %"
"2020-05-13","  2.30 %","   .56 %","   .92 %","   .00 %","   .73 %","  2.98 %","  2.44 %","","  1.47 %","  2.82 %","   .00 %","  -.73 %"
"2020-05-14","  2.19 %","  1.64 %","   .92 %","   .00 %","  1.43 %","  2.96 %","  2.21 %","","  1.53 %","  3.30 %","   .00 %","  2.57 %"
"2020-05-15","  1.69 %","  1.08 %","  1.81 %"," 20.00 %","  1.74 %","  3.16 %","  1.96 %","","  1.24 %","  2.87 %","  2.86 %","  5.07 %"
"2020-05-16","  2.09 %","  2.11 %","  1.81 %"," 20.00 %","  1.03 %","  2.87 %","  2.75 %","","  1.97 %","  3.27 %","  2.86 %","-11.19 %"
"2020-05-17","  2.44 %","  3.57 %","  1.34 %"," 20.00 %","  1.37 %","  2.41 %","  2.01 %","","  1.81 %","  3.14 %","  2.86 %"," -7.96 %"
"2020-05-18","  2.44 %","  3.57 %","  1.31 %"," 20.00 %","  1.35 %","  2.08 %","  1.98 %","","  1.76 %","  3.11 %","  2.86 %"," 36.04 %"
"2020-05-19","  1.59 %","  2.49 %","  1.73 %"," 20.00 %","  1.33 %","  2.31 %","  1.66 %","","  1.83 %","  2.23 %","  2.86 %"," 16.76 %"
"2020-05-20","  1.56 %","  2.49 %","   .84 %","   .00 %","   .97 %","  2.85 %","  2.16 %","","  2.20 %","  1.84 %","   .00 %"," 22.21 %"
"2020-05-21","  1.16 %","  2.37 %","  1.25 %","   .00 %","  1.59 %","  2.66 %","  1.47 %","","  1.49 %","  1.11 %","   .00 %"," 37.76 %"
"2020-05-22","   .38 %","   .91 %","  1.65 %","   .00 %","  2.20 %","  2.80 %","  2.01 %","","  1.67 %","  1.35 %","   .00 %"," 40.42 %"
"2020-05-23","   .75 %","   .91 %","  1.22 %","   .00 %","  2.17 %","  3.05 %","  2.05 %","","  1.82 %","  1.58 %","  1.25 %"," -5.93 %"
"2020-05-24","   .75 %","   .91 %","  1.20 %","   .00 %","  1.84 %","  2.87 %","  2.49 %","","  1.45 %","  1.14 %","  1.25 %","  5.86 %"
"2020-05-25","   .37 %","   .91 %","  1.97 %","   .00 %","  1.53 %","  1.99 %","  2.06 %","","  1.20 %","  1.21 %","  1.25 %"," -2.45 %"
"2020-05-26","   .73 %","   .00 %","  1.56 %","  5.00 %","   .90 %","  1.83 %","  1.62 %","","  1.02 %","  1.29 %","  1.25 %"," -3.88 %"
"2020-05-27","  1.09 %","   .00 %","  1.16 %","  5.00 %","  1.16 %","  1.73 %","  1.27 %","","   .90 %","  1.03 %","  1.25 %"," -9.88 %"
"2020-05-28","   .72 %","   .00 %","  1.53 %","  5.00 %","  1.43 %","  1.93 %","  1.19 %","","   .95 %","   .78 %","   .00 %"," -7.52 %"
"2020-05-29","  1.07 %","   .00 %","  1.87 %","  5.00 %","  1.43 %","  2.26 %","   .86 %","","   .98 %","  1.00 %","  2.35 %","-14.19 %"
"2020-05-30","  1.07 %","   .00 %","  1.10 %","  5.00 %","  1.43 %","  1.91 %","   .80 %","","   .86 %","   .77 %","  2.35 %","-11.33 %"
"2020-05-31","  1.40 %","   .43 %","  1.10 %","   .00 %","  1.97 %","  2.79 %","  1.09 %","","  1.04 %","   .76 %","  2.35 %","-11.33 %"
"2020-06-01","  1.04 %","   .86 %","  1.10 %","   .00 %","  1.10 %","  2.65 %","  1.14 %","","   .93 %","   .61 %","  2.35 %"," -8.00 %"
"2020-06-02","  2.04 %","   .86 %","   .73 %","   .00 %","   .54 %","  2.34 %","  1.24 %","","   .67 %","   .60 %","  2.35 %","  5.33 %"
"2020-06-03","  1.69 %","   .86 %","   .00 %","   .00 %","   .54 %","  1.76 %","  1.12 %","","   .80 %","   .45 %","  1.05 %"," 13.33 %"
"2020-06-04","  2.01 %","   .86 %","   .00 %","   .00 %","   .54 %","  2.23 %","  1.46 %","","   .96 %","   .81 %","  1.05 %","  9.33 %"
"2020-06-05","  1.32 %","   .43 %","   .00 %","   .00 %","   .00 %","  1.19 %","   .98 %","","   .62 %","   .66 %","  1.05 %"," ##.## %"
"2020-06-06","  2.25 %","   .00 %","   .00 %","   .00 %","   .26 %","  1.74 %","  1.41 %","","   .97 %","   .59 %","  1.05 %"," ##.## %"
"2020-06-07","  1.55 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.56 %","  1.12 %","","   .90 %","   .44 %","  1.05 %"," ##.## %"
"2020-06-08","  2.14 %","   .00 %","   .70 %","  4.00 %","   .00 %","  1.52 %","  1.22 %","","   .74 %","   .29 %","   .00 %"," ##.## %"
"2020-06-09","  1.82 %","   .00 %","   .70 %","  4.00 %","   .00 %","  1.05 %","   .88 %","","   .58 %","  -.07 %","   .00 %"," ##.## %"
"2020-06-10","  1.82 %","   .42 %","   .70 %","  4.00 %","   .00 %","  1.63 %","  1.31 %","","   .66 %","   .00 %","  4.00 %","-21.87 %"
"2020-06-11","  1.46 %","   .42 %","  1.04 %","  4.00 %","  -.26 %","  1.05 %","   .80 %","","   .32 %","   .07 %","  4.83 %","-14.22 %"
"2020-06-12","  1.44 %","   .42 %","  1.04 %","  4.00 %","   .00 %","  1.09 %","   .95 %","","   .37 %","   .07 %","  4.83 %"," -7.22 %"
"2020-06-13","  1.12 %","   .42 %","   .34 %","   .00 %","   .00 %","  1.22 %","   .84 %","","   .34 %","   .07 %","  4.83 %"," -7.22 %"
"2020-06-14","  1.12 %","   .42 %","   .34 %","   .00 %","   .00 %","  1.34 %","   .84 %","","   .37 %","   .07 %","  4.83 %"," -7.22 %"
"2020-06-15","  1.12 %","   .00 %","   .34 %","   .00 %","   .00 %","   .90 %","   .47 %","","   .34 %","   .07 %","   .83 %"," -5.00 %"
"2020-06-16","   .55 %","   .00 %","   .67 %","   .00 %","  -.26 %","   .88 %","   .31 %","","   .26 %","   .07 %","  -.80 %","  1.00 %"
"2020-06-17","   .27 %","   .00 %","   .99 %","   .00 %","  -.26 %","  1.12 %","   .10 %","","   .23 %","   .14 %","  -.80 %"," -9.00 %"
"2020-06-18","   .54 %","   .00 %","   .67 %","   .00 %","   .00 %","   .91 %","   .05 %","","   .20 %","   .14 %","  -.80 %","-22.33 %"
"2020-06-19","   .80 %","   .82 %","   .99 %","   .00 %","   .00 %","   .97 %","   .10 %","","   .21 %","   .22 %","  -.80 %","-22.33 %"
"2020-06-20","  1.06 %","   .82 %","  1.31 %","   .00 %","   .00 %","   .98 %","   .20 %","","   .18 %","   .29 %","  -.80 %","-22.33 %"
"2020-06-21","  1.06 %","  1.21 %","   .65 %","   .00 %","   .27 %","   .96 %","   .20 %","","   .25 %","   .36 %","   .00 %","  1.67 %"
"2020-06-22","  1.06 %","  1.21 %","   .32 %","   .00 %","   .27 %","   .56 %","   .25 %","","   .24 %","   .35 %","   .00 %"," 16.67 %"
"2020-06-23","   .52 %","  1.21 %","   .64 %","   .00 %","   .00 %","   .55 %","   .30 %","","   .25 %","   .35 %","   .00 %"," 16.67 %"
"2020-06-24","   .26 %","   .39 %","   .94 %","   .00 %","   .26 %","   .49 %","   .35 %","","   .22 %","   .35 %","   .83 %"," 36.67 %"
"2020-06-25","   .00 %","   .78 %","   .62 %","   .00 %","  1.04 %","   .49 %","   .25 %","","   .29 %","   .35 %","  2.43 %"," 36.67 %"
"2020-06-26","   .26 %","   .38 %","   .93 %","   .00 %","  1.79 %","   .46 %","   .55 %","","   .26 %","   .42 %","  4.66 %"," 16.67 %"
"2020-06-27","   .76 %","   .38 %","   .93 %","   .00 %","  1.79 %","   .61 %","   .55 %","","   .36 %","   .35 %","  5.32 %","  6.67 %"
"2020-06-28","   .76 %","   .76 %","   .93 %","   .00 %","  2.03 %","   .68 %","   .45 %","","   .39 %","   .42 %","  5.32 %"," 20.00 %"
"2020-06-29","   .76 %","   .76 %","   .90 %","   .00 %","  1.77 %","   .62 %","   .45 %","","   .37 %","   .42 %","  4.49 %","-10.00 %"
"2020-06-30","   .76 %","   .38 %","  1.48 %","  3.33 %","  1.23 %","   .55 %","   .45 %","","   .33 %","   .28 %","  3.53 %","-10.00 %"
"2020-07-01","   .51 %","   .38 %","  1.46 %","  3.33 %","   .71 %","   .55 %","   .24 %","","   .29 %","   .14 %","  1.94 %","-10.00 %"
"2020-07-02","   .00 %","  2.97 %","  1.46 %","  3.33 %","   .71 %","   .39 %","   .29 %","","   .19 %","   .14 %","  1.88 %","-10.00 %"
"2020-07-03","   .25 %","  2.59 %","  1.46 %","  3.33 %","   .71 %","   .35 %","   .49 %","","   .26 %","   .21 %","  1.88 %"," 10.00 %"
"2020-07-04","   .25 %","  2.59 %","   .86 %","  3.33 %","   .71 %","   .36 %","   .44 %","","   .30 %","   .21 %","  2.46 %"," 10.00 %"
"2020-07-05","   .25 %","  2.26 %","   .56 %","   .00 %","   .70 %","   .40 %","   .39 %","","   .27 %","   .21 %","  1.82 %"," 70.00 %"
"2020-07-06","   .98 %","  3.26 %","   .28 %","  5.71 %","   .46 %","   .36 %","   .34 %","","   .26 %","   .27 %","  1.19 %"," 65.00 %"
"2020-07-07","  1.21 %","   .99 %","   .55 %","  5.71 %","   .46 %","   .40 %","   .29 %","","   .27 %","   .21 %","   .59 %"," 51.67 %"
"2020-07-08","  1.20 %","   .99 %","   .55 %","  5.71 %","   .68 %","   .35 %","   .19 %","","   .21 %","   .14 %","   .59 %"," 31.67 %"
"2020-07-09","  1.20 %","  1.30 %","   .82 %","  5.71 %","   .68 %","   .39 %","   .19 %","","   .17 %","   .14 %","   .00 %"," 41.67 %"
"2020-07-10","  1.43 %","  1.94 %","   .54 %","  5.71 %","   .45 %","   .30 %","   .24 %","","   .27 %","   .20 %","   .00 %","  1.67 %"
"2020-07-11","  1.15 %","   .94 %","   .54 %","  4.44 %","   .68 %","   .37 %","   .28 %","","   .33 %","   .20 %","   .00 %","  6.67 %"
"2020-07-12","   .92 %","   .92 %","   .54 %","  4.44 %","   .68 %","   .39 %","   .33 %","","   .32 %","   .40 %","   .00 %"," 60.00 %"
"2020-07-13","   .91 %","   .92 %","   .54 %","  4.44 %","   .44 %","   .37 %","   .42 %","","   .28 %","   .34 %","   .57 %"," 56.67 %"
"2020-07-14","  1.13 %","   .91 %","   .53 %","  4.44 %","   .88 %","   .33 %","   .47 %","","   .34 %","   .60 %","  1.13 %"," 36.67 %"
"2020-07-15","  1.11 %","   .90 %","   .79 %","  4.44 %","  1.30 %","   .37 %","   .51 %","","   .26 %","   .53 %","  1.13 %"," 16.67 %"
"2020-07-16","  1.09 %","   .90 %","  1.05 %","   .00 %","  1.29 %","   .34 %","   .47 %","","   .27 %","   .53 %","  1.13 %"," 16.67 %"
"2020-07-17","  1.09 %","  1.17 %","   .78 %","   .00 %","  1.49 %","   .34 %","   .42 %","","   .29 %","   .40 %","  1.13 %","-23.33 %"
"2020-07-18","   .87 %","  1.17 %","  1.03 %","  3.64 %","  1.27 %","   .39 %","   .32 %","","   .33 %","   .33 %","   .56 %","-20.00 %"
"2020-07-19","   .86 %","   .87 %","   .77 %","  3.64 %","  1.04 %","   .39 %","   .32 %","","   .26 %","   .00 %","   .54 %","   .00 %"
"2020-07-20","   .64 %","   .58 %","   .51 %","  3.64 %","   .62 %","   .54 %","   .28 %","","   .30 %","   .00 %","   .54 %","   .00 %"
"2020-07-21","   .42 %","  1.14 %","   .25 %","  5.17 %","   .41 %","   .51 %","   .27 %","","   .19 %","   .00 %","   .54 %","   .00 %"
"2020-07-22","   .63 %","  1.39 %","   .25 %","  5.17 %","   .20 %","   .51 %","   .32 %","","   .22 %","   .20 %","   .54 %","   .00 %"
"2020-07-23","   .63 %","  1.65 %","   .00 %","  1.54 %","   .00 %","   .51 %","   .32 %","","   .23 %","   .26 %","   .54 %","   .00 %"
"2020-07-24","   .62 %","  2.17 %","   .00 %","  4.40 %","  -.20 %","   .69 %","   .41 %","","   .28 %","   .33 %","   .00 %","   .00 %"
"2020-07-25","  1.02 %","  2.17 %","   .00 %","  4.40 %","   .00 %","   .59 %","   .45 %","","   .31 %","   .65 %","   .00 %","   .00 %"
"2020-07-26","   .81 %","  1.60 %","   .25 %","  2.86 %","   .41 %","   .62 %","   .45 %","","   .33 %","   .77 %","   .00 %","   .00 %"
"2020-07-27","   .61 %","  1.29 %","   .50 %","  2.86 %","   .41 %","   .52 %","   .40 %","","   .24 %","   .64 %","   .00 %","   .00 %"
"2020-07-28","   .61 %","  1.77 %","  1.23 %","  2.86 %","  1.00 %","   .56 %","   .36 %","","   .48 %","   .76 %","   .00 %","   .00 %"
"2020-07-29","   .60 %","  1.25 %","  1.23 %","   .00 %","  1.00 %","   .37 %","   .18 %","","   .46 %","   .76 %","   .00 %","   .00 %"
"2020-07-30","   .59 %","  1.72 %","  1.23 %","   .00 %","   .80 %","   .34 %","   .27 %","","   .40 %","   .44 %","   .00 %","   .00 %"
"2020-07-31","   .59 %","  1.72 %","   .98 %","   .00 %","   .40 %","   .41 %","   .27 %","","   .53 %","   .37 %","   .53 %","-13.33 %"
"2020-08-01","   .78 %","  1.91 %","  1.91 %","   .00 %","   .40 %","   .46 %","   .26 %","","   .60 %","   .50 %","  1.04 %","-13.33 %"
"2020-08-02","  1.54 %","  1.17 %","  1.18 %","   .00 %","   .00 %","   .40 %","   .26 %","","   .31 %","   .49 %","  1.04 %","-33.33 %"
"2020-08-03","  1.35 %","  1.17 %","  1.62 %","   .00 %","   .00 %","   .40 %","   .26 %","","   .41 %","   .73 %","  1.04 %","-33.33 %"
"2020-08-04","  1.14 %","   .92 %","  1.84 %","   .00 %","   .00 %","   .37 %","   .09 %","","   .50 %","   .91 %","  1.04 %"," 26.67 %"
"2020-08-05","  1.68 %","  1.14 %","  2.27 %","   .00 %","   .00 %","   .31 %","   .09 %","","   .44 %","   .79 %","   .51 %"," 35.00 %"
"2020-08-06","  1.49 %","   .89 %","  1.30 %","   .00 %","   .00 %","   .28 %","   .09 %","","   .44 %","  1.08 %","   .00 %"," 35.00 %"
"2020-08-07","  1.08 %","   .89 %","  1.30 %","   .00 %","   .00 %","   .30 %","   .22 %","","   .56 %","  1.07 %","   .00 %"," 55.00 %"
"2020-08-08","  1.08 %","   .89 %","  1.07 %","  1.25 %","   .00 %","   .35 %","   .26 %","","   .55 %","  1.06 %","   .00 %"," 75.00 %"
"2020-08-09","   .90 %","   .88 %","   .85 %","  1.25 %","   .00 %","   .33 %","   .26 %","","   .44 %","  1.16 %","   .00 %"," 15.00 %"
"2020-08-10","   .35 %","   .65 %","   .83 %","  1.25 %","   .00 %","   .28 %","   .30 %","","   .37 %","  1.27 %","   .00 %","   .00 %"
"2020-08-11","   .35 %","   .22 %","  1.02 %","  1.25 %","   .19 %","   .29 %","   .26 %","","   .39 %","   .91 %","   .50 %","   .00 %"
"2020-08-12","   .35 %","   .43 %","  1.42 %","  1.25 %","   .39 %","   .25 %","   .17 %","","   .30 %","   .85 %","  1.96 %","   .00 %"
"2020-08-13","   .69 %","   .43 %","  1.21 %","   .00 %","   .39 %","   .25 %","   .34 %","","   .28 %","   .56 %","  1.96 %","-40.00 %"
"2020-08-14","   .86 %","   .21 %","  1.79 %","   .00 %","   .58 %","   .36 %","   .34 %","","   .33 %","   .44 %","  1.96 %","-40.00 %"
"2020-08-15","   .86 %","   .42 %","  1.38 %","   .00 %","   .77 %","   .39 %","   .26 %","","   .35 %","   .39 %","  1.51 %","-20.00 %"
"2020-08-16","  1.02 %","   .42 %","   .98 %","   .00 %","   .57 %","   .37 %","   .26 %","","   .29 %","   .28 %","  1.47 %","-20.00 %"
"2020-08-17","   .68 %","   .21 %","   .77 %","   .00 %","   .38 %","   .36 %","   .30 %","","   .30 %","   .22 %","   .01 %","-20.00 %"
"2020-08-18","   .33 %","   .63 %","   .77 %","   .00 %","   .38 %","   .29 %","   .13 %","","   .24 %","   .22 %","   .01 %","   .00 %"
"2020-08-19","   .17 %","   .63 %","   .19 %","   .00 %","   .19 %","   .21 %","   .21 %","","   .22 %","   .05 %","   .01 %","   .00 %"
"2020-08-20","   .17 %","   .42 %","   .38 %","   .00 %","   .00 %","   .16 %","   .34 %","","   .24 %","   .05 %","   .47 %","   .00 %"
"2020-08-21","   .00 %","   .62 %","   .56 %","   .00 %","   .00 %","   .19 %","   .46 %","","   .28 %","   .16 %","   .00 %","   .00 %"
"2020-08-22","   .00 %","   .62 %","   .74 %","   .00 %","   .37 %","   .19 %","   .46 %","","   .31 %","   .22 %","   .00 %","   .00 %"
"2020-08-23","   .00 %","   .20 %","  1.46 %","   .00 %","   .37 %","   .16 %","   .50 %","","   .29 %","   .27 %","   .00 %"," 40.00 %"
"2020-08-24","   .17 %","   .20 %","  2.16 %","   .00 %","   .37 %","   .12 %","   .70 %","","   .38 %","   .49 %","   .00 %"," 40.00 %"
