"date","Rhode Island/Bristol","Rhode Island/Kent","Rhode Island/Newport","Rhode Island/Providence","Rhode Island/Unassigned","Rhode Island/Washington"
"2020-06-12","0","0","0","0","833","0"
"2020-06-13","0","0","0","0","833","0"
"2020-06-14","0","0","0","0","833","0"
"2020-06-15","0","0","0","0","851","0"
"2020-06-16","0","0","0","0","865","0"
"2020-06-17","0","0","0","0","876","0"
"2020-06-18","0","0","0","0","885","0"
"2020-06-19","0","0","0","0","894","0"
"2020-06-20","0","0","0","0","894","0"
"2020-06-21","0","0","0","0","894","0"
"2020-06-22","0","0","0","0","903","0"
"2020-06-23","0","0","0","0","906","0"
"2020-06-24","0","0","0","0","912","0"
"2020-06-25","0","0","0","0","920","0"
"2020-06-26","0","0","0","0","927","0"
"2020-06-27","0","0","0","0","927","0"
"2020-06-28","0","0","0","0","927","0"
"2020-06-29","0","0","0","0","946","0"
"2020-06-30","0","0","0","0","950","0"
"2020-07-01","0","0","0","0","956","0"
"2020-07-02","0","0","0","0","959","0"
"2020-07-03","0","0","0","0","960","0"
"2020-07-04","0","0","0","0","960","0"
"2020-07-05","0","0","0","0","960","0"
"2020-07-06","0","0","0","0","960","0"
"2020-07-07","0","0","0","0","969","0"
"2020-07-08","0","0","0","0","971","0"
"2020-07-09","0","0","0","0","974","0"
"2020-07-10","0","0","0","0","976","0"
"2020-07-11","0","0","0","0","976","0"
"2020-07-12","0","0","0","0","976","0"
"2020-07-13","0","0","0","0","984","0"
"2020-07-14","0","0","0","0","985","0"
"2020-07-15","0","0","0","0","987","0"
"2020-07-16","0","0","0","0","988","0"
"2020-07-17","0","0","0","0","990","0"
"2020-07-18","0","0","0","0","990","0"
"2020-07-19","0","0","0","0","990","0"
"2020-07-20","0","0","0","0","995","0"
"2020-07-21","0","0","0","0","996","0"
"2020-07-22","0","0","0","0","997","0"
"2020-07-23","0","0","0","0","1001","0"
"2020-07-24","0","0","0","0","1002","0"
"2020-07-25","0","0","0","0","1002","0"
"2020-07-26","0","0","0","0","1002","0"
"2020-07-27","0","0","0","0","1004","0"
"2020-07-28","0","0","0","0","1005","0"
"2020-07-29","0","0","0","0","1007","0"
"2020-07-30","0","0","0","0","1007","0"
"2020-07-31","0","0","0","0","1007","0"
"2020-08-01","0","0","0","0","1007","0"
"2020-08-02","0","0","0","0","1007","0"
"2020-08-03","0","0","0","0","1010","0"
"2020-08-04","0","0","0","0","1011","0"
"2020-08-05","0","0","0","0","1012","0"
"2020-08-06","0","0","0","0","1014","0"
"2020-08-07","0","0","0","0","1014","0"
"2020-08-08","0","0","0","0","1014","0"
"2020-08-09","0","0","0","0","1014","0"
"2020-08-10","0","0","0","0","1015","0"
"2020-08-11","0","0","0","0","1016","0"
"2020-08-12","0","0","0","0","1018","0"
"2020-08-13","0","0","0","0","1019","0"
"2020-08-14","0","0","0","0","1021","0"
"2020-08-15","0","0","0","0","1021","0"
"2020-08-16","0","0","0","0","1021","0"
"2020-08-17","0","0","0","0","1023","0"
"2020-08-18","0","0","0","0","1024","0"
"2020-08-19","0","0","0","0","1027","0"
"2020-08-20","0","0","0","0","1028","0"
"2020-08-21","0","0","0","0","1030","0"
"2020-08-22","0","0","0","0","1030","0"
"2020-08-23","0","0","0","0","1030","0"
"2020-08-24","0","0","0","0","1035","0"
