"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-05-27","1250","63","1066","25","25","3","54","8627","339","1652","2119","777","188","0","292","838"
"2020-05-28","1290","67","1078","25","26","4","53","8896","350","1678","2167","788","225","0","294","936"
"2020-05-29","1414","67","1104","28","27","4","54","9112","369","1752","2234","814","262","0","295","936"
"2020-05-30","1491","72","1123","30","28","4","70","9522","383","1833","2290","837","297","0","296","982"
"2020-05-31","1524","74","1151","31","32","6","78","9815","396","1866","2368","863","330","0","297","1105"
"2020-06-01","1526","76","1155","31","32","6","79","9937","403","1873","2382","865","330","0","297","1137"
"2020-06-02","1569","89","1173","35","37","8","92","10536","409","1957","2496","909","365","0","300","1289"
"2020-06-03","1586","94","1186","37","41","8","91","11068","422","1994","2627","940","438","0","304","1520"
"2020-06-04","1637","105","1221","39","38","8","110","11229","428","2042","2669","948","462","0","307","1643"
"2020-06-05","1656","120","1248","42","40","9","149","12091","447","2104","2883","1018","503","0","314","1815"
"2020-06-06","1692","122","1267","43","39","9","158","12761","485","2152","2950","1067","530","0","326","1850"
"2020-06-07","1727","141","1282","45","40","10","181","13498","500","2198","3098","1112","599","0","327","2231"
"2020-06-08","1732","149","1290","46","41","10","183","14003","512","2229","3154","1127","615","0","330","2257"
"2020-06-09","1747","156","1289","47","42","10","189","14374","513","2253","3161","1164","633","0","340","2378"
"2020-06-10","1811","167","1310","48","45","10","205","15282","552","2388","3350","1209","688","0","348","2439"
"2020-06-11","1887","171","1317","49","48","12","211","16018","563","2479","3479","1281","805","0","359","2588"
"2020-06-12","1927","178","1345","54","48","11","217","17010","584","2512","3628","1363","833","0","367","2962"
"2020-06-13","1967","206","1360","59","48","11","221","17791","586","2590","3889","1500","914","0","374","3144"
"2020-06-14","1972","216","1368","70","50","11","221","18692","589","2619","3910","1500","970","0","374","3144"
"2020-06-15","1975","221","1373","87","50","12","222","19372","618","2636","3944","1568","988","0","374","3404"
"2020-06-16","1996","241","1393","91","55","12","238","20775","624","2749","4329","1727","1104","0","384","3467"
"2020-06-17","1998","248","1410","99","56","12","238","22272","636","2771","4385","1793","1165","0","387","3467"
"2020-06-18","2059","267","1439","115","58","13","245","23880","676","2874","4682","1888","1210","0","402","3637"
"2020-06-19","2103","332","1470","125","59","14","257","25999","686","2928","5019","2130","1293","0","417","4078"
"2020-06-20","2116","362","1490","143","61","13","268","28303","717","2984","5313","2171","1347","0","436","4403"
"2020-06-21","2117","363","1536","160","63","13","273","30136","721","3009","5370","2357","1413","0","456","4604"
"2020-06-22","2121","372","1541","176","65","13","279","31650","723","3037","5587","2459","1482","0","490","4604"
"2020-06-23","2165","432","1595","192","66","16","286","33883","813","3166","6089","2704","1521","0","510","4940"
"2020-06-24","2194","441","1611","201","71","16","289","34992","841","3248","6318","2778","1538","0","521","5131"
"2020-06-25","2235","468","1676","216","70","17","299","37135","881","3311","6546","2912","1587","0","564","5364"
"2020-06-26","2250","509","1713","237","75","17","309","39626","927","3367","6836","3035","1637","0","597","5524"
"2020-06-27","2250","538","1735","249","82","18","315","42374","962","3397","7086","3154","1654","2","628","5680"
"2020-06-28","2303","561","1819","268","85","18","328","44962","1004","3537","7525","3350","1698","1","668","5793"
"2020-06-29","2309","580","1850","271","92","18","332","45178","1028","3570","7568","3382","1717","0","755","5895"
"2020-06-30","2337","614","1885","292","96","18","342","48592","1071","3625","8004","3574","1771","1","781","6225"
"2020-07-01","2381","657","1941","309","108","18","345","52266","1142","3703","8387","3777","1802","0","771","6498"
"2020-07-02","2405","678","1986","314","117","19","346","54757","1248","3744","8577","3908","1849","0","814","6683"
"2020-07-03","2418","710","2087","325","125","19","351","57929","1342","3817","9024","4139","1887","0","861","6838"
"2020-07-04","2423","740","2107","335","127","18","357","59829","1358","3848","9313","4237","1932","0","881","7062"
"2020-07-05","2439","791","2164","354","140","21","363","62296","1384","3883","9621","4391","1981","0","929","7346"
"2020-07-06","2441","826","2190","349","152","26","371","64915","1413","3904","9873","4600","2002","0","948","7445"
"2020-07-07","2471","855","2237","361","172","26","374","67543","1448","4015","10184","4792","2048","0","969","7599"
"2020-07-08","2499","884","2250","373","179","26","381","70128","1509","4089","10485","4959","2061","0","1016","7775"
"2020-07-09","2520","905","2338","385","180","27","384","73165","1595","4150","10835","5156","2095","0","1037","7899"
"2020-07-10","2534","980","2379","424","184","29","394","76328","1696","4255","11172","5332","2133","0","1058","7994"
"2020-07-11","2551","1020","2427","439","201","32","398","78481","1759","4279","11443","5513","2162","0","1082","8143"
"2020-07-12","2579","1049","2457","445","204","32","407","80146","1825","4337","11767","5614","2180","0","1123","8302"
"2020-07-13","2580","1062","2475","446","207","33","410","81216","1831","4355","11856","5627","2186","0","1156","8384"
"2020-07-14","2611","1095","2523","468","218","33","412","84233","1937","4482","12114","5945","2208","0","1189","8629"
"2020-07-15","2644","1131","2532","479","221","38","422","86483","2045","4529","12406","6118","2226","0","1229","8851"
"2020-07-16","2658","1140","2581","482","236","40","422","88954","2108","4598","12697","6243","2251","0","1254","8949"
"2020-07-17","2691","1186","2619","512","240","38","428","91863","2195","4669","13058","6420","2270","0","1299","9035"
"2020-07-18","2735","1217","2647","551","278","39","434","93870","2229","4768","13270","6536","2270","0","1335","9086"
"2020-07-19","2741","1258","2664","570","292","40","435","95471","2269","4801","13449","6654","2305","0","1375","9300"
"2020-07-20","2740","1260","2675","573","298","40","435","96711","2281","4817","13594","6651","2340","0","1394","9374"
"2020-07-21","2779","1287","2745","596","311","39","445","98988","2403","4877","13848","6874","2374","0","1448","9669"
"2020-07-22","2797","1296","2736","600","314","39","445","100543","2464","4898","13990","6910","2401","0","1463","9713"
"2020-07-23","2841","1311","2778","622","328","39","448","102247","2525","4992","14143","6974","2424","0","1478","9794"
"2020-07-24","2870","1319","2821","644","353","40","457","104613","2602","5028","14428","7214","2452","8","1522","9930"
"2020-07-25","2908","1363","2849","686","362","40","462","107291","2681","5049","14800","7378","2495","0","1539","10138"
"2020-07-26","2920","1388","2858","714","366","48","463","108677","2698","5078","14963","7468","2517","0","1567","10289"
"2020-07-27","2930","1399","2870","703","396","54","463","109988","2725","5079","15109","7561","2517","0","1599","10434"
"2020-07-28","2945","1422","2880","724","431","52","466","111446","2791","5106","15292","7655","2535","0","1627","10562"
"2020-07-29","2950","1442","2903","730","442","52","466","113148","2828","5130","15601","7720","2543","0","1661","10657"
"2020-07-30","2969","1467","2933","778","435","54","468","114852","2865","5182","15884","7875","2577","0","1698","10761"
"2020-07-31","2994","1503","2947","809","451","55","469","117293","2918","5202","16167","7990","2599","0","1733","10880"
"2020-08-01","3054","1523","2964","822","478","55","472","119295","2990","5255","16475","8153","2610","0","1778","11078"
"2020-08-02","3064","1536","2990","833","489","55","473","120279","3027","5271","16655","8227","2608","0","1818","11142"
"2020-08-03","3084","1557","2997","841","490","57","474","120960","3040","5284","16741","8301","2610","0","1858","11203"
"2020-08-04","3098","1554","3013","846","492","57","476","121789","3048","5301","16809","8304","2618","0","1883","11217"
"2020-08-05","3119","1560","3033","871","511","57","476","123082","3073","5309","16964","8297","2633","0","1904","11314"
"2020-08-06","3119","1565","3043","884","518","58","477","124022","3078","5330","17293","8323","2643","0","1936","11367"
"2020-08-07","3151","1573","3065","887","529","58","478","124924","3147","5352","17497","8327","2651","0","1966","11448"
"2020-08-08","3155","1600","3076","905","539","57","478","125545","3150","5368","17728","8356","2658","0","1980","11512"
"2020-08-09","3193","1603","3090","912","545","57","476","126053","3186","5374","17880","8378","2662","0","2004","11510"
"2020-08-10","3194","1611","3099","916","549","57","477","126371","3202","5375","17996","8378","2671","0","2018","11609"
"2020-08-11","3197","1730","3128","950","555","57","479","126791","3226","5391","18381","8509","2669","1","2040","11633"
"2020-08-12","3212","1732","3130","976","559","57","486","127188","3250","5408","18508","8555","2675","1","2065","11641"
"2020-08-13","3218","1747","3146","978","574","57","488","127768","3285","5430","19001","8616","2698","1","2084","11703"
"2020-08-14","3221","1751","3149","982","584","57","489","128352","3294","5446","19164","8665","2696","0","2105","11766"
"2020-08-15","3241","1760","3167","998","596","57","490","128865","3348","5451","19313","8684","2697","0","2134","11853"
"2020-08-16","3241","1761","3180","1002","604","57","490","129385","3363","5452","19581","8710","2704","0","2146","11861"
"2020-08-17","3241","1762","3188","1002","609","57","490","129562","3368","5455","19743","8777","2705","0","2160","11886"
"2020-08-18","3257","1772","3196","1016","614","57","492","129958","3383","5468","19976","8935","2708","0","2180","11908"
"2020-08-19","3269","1769","3200","1021","621","57","492","130384","3411","5470","20047","8989","2709","0","2191","11927"
"2020-08-20","3277","1775","3213","1033","624","57","494","130800","3454","5477","20139","9065","2711","0","2197","11964"
"2020-08-21","3283","1780","3222","1060","651","57","495","131166","3468","5489","20173","9107","2718","0","2221","12009"
"2020-08-22","3301","1791","3236","1074","664","57","495","131685","3484","5500","20446","9149","2735","0","2235","12043"
"2020-08-23","3302","1795","3244","1073","669","57","494","131787","3489","5498","20475","9187","2742","1","2242","12048"
"2020-08-24","3301","1795","3249","1076","669","58","495","131962","3500","5496","20535","9211","2745","1","2249","12072"
