"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-08-14","-62.50 %","-83.33 %",""," ##.## %"," 46.67 %"," ##.## %","-23.08 %",""," ##.## %"," 39.53 %"," 40.00 %",""," ##.## %"," 50.00 %"," ##.## %"," ##.## %"," ##.## %"," 28.57 %","-16.67 %","","-20.00 %"," ##.## %"," 31.03 %"," -5.64 %","-40.00 %"," 30.43 %","-60.00 %","-66.67 %",""," ##.## %"
"2020-08-15","-77.78 %"," ##.## %","   .00 %","-72.73 %","",""," 25.00 %","","-33.33 %","  6.67 %","-42.86 %","","-60.00 %"," ##.## %","   .00 %"," 27.27 %","-81.08 %","-33.33 %"," ##.## %","","-58.33 %"," 33.33 %"," 15.79 %"," 17.93 %","-11.11 %","-70.00 %"," ##.## %"," ##.## %","","-69.23 %"
"2020-08-16"," ##.## %","-57.14 %","","-66.67 %","   .00 %","-33.33 %"," 68.00 %"," 25.00 %",""," 53.12 %","-75.00 %","",""," 37.50 %","   .00 %","","-85.71 %","-66.67 %","-38.46 %","","-60.00 %","-75.00 %","-18.18 %"," 13.36 %"," ##.## %","-44.44 %","-75.00 %"," 14.29 %","","-75.00 %"
"2020-08-17","-91.67 %"," ##.## %","   .00 %"," ##.## %","   .00 %","-50.00 %","-14.29 %","   .00 %","   .00 %","-39.80 %","","","   .00 %","-63.64 %","-71.43 %","   .00 %",""," ##.## %"," 75.00 %","   .00 %","-50.00 %","","-80.56 %","-22.76 %","-72.55 %"," ##.## %"," ##.## %"," 25.00 %",""," ##.## %"
"2020-08-18"," ##.## %","-80.00 %","   .00 %","-33.33 %"," ##.## %"," ##.## %"," 22.22 %","-20.00 %"," ##.## %"," 55.93 %","   .00 %",""," ##.## %"," ##.## %"," 50.00 %"," ##.## %","   .00 %"," ##.## %","-85.71 %","   .00 %"," ##.## %",""," ##.## %"," 40.53 %"," ##.## %"," 60.00 %"," ##.## %","-45.00 %",""," ##.## %"
"2020-08-19","-70.59 %"," ##.## %","   .00 %","","-85.42 %","-25.00 %"," 11.36 %"," 75.00 %","-20.00 %","-15.22 %"," ##.## %","","-73.33 %","-73.68 %"," 66.67 %"," ##.## %","-95.24 %"," ##.## %"," ##.## %"," ##.## %","-40.00 %","","-10.81 %"," 19.85 %","-24.14 %"," 68.75 %","-44.44 %","-81.82 %","","-74.19 %"
"2020-08-20"," 50.00 %","-65.38 %"," ##.## %","   .00 %","-14.29 %","-11.11 %","-67.35 %"," ##.## %"," ##.## %"," ##.## %","-57.89 %",""," ##.## %"," ##.## %"," ##.## %"," 55.56 %"," ##.## %"," 20.00 %"," 50.00 %"," ##.## %"," 66.67 %","","-45.45 %","  6.56 %"," 29.55 %"," 37.04 %"," ##.## %"," ##.## %",""," ##.## %"
"2020-08-21","-53.33 %","   .00 %","-50.00 %","-25.00 %"," ##.## %","-25.00 %"," 43.75 %","-81.58 %"," 53.85 %","-61.40 %"," 75.00 %",""," 46.67 %","-68.42 %","-61.54 %","-21.43 %","-61.90 %","-16.67 %"," 33.33 %","-87.50 %","-80.00 %","   .00 %"," 27.78 %"," -1.47 %"," 17.54 %"," 43.24 %","-88.24 %","-94.12 %",""," ##.## %"
"2020-08-22"," 28.57 %"," 11.11 %","","-33.33 %","-96.15 %"," ##.## %"," 69.57 %","   .00 %","-65.00 %","-27.27 %"," ##.## %","","-27.27 %"," 16.67 %","-20.00 %","-90.91 %"," ##.## %","-12.00 %","-62.50 %"," ##.## %"," ##.## %","   .00 %"," 28.26 %","-30.06 %","-50.75 %","-79.25 %"," ##.## %"," ##.## %","","-76.00 %"
"2020-08-23"," 44.44 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 47.06 %","-10.26 %","-71.43 %","-85.71 %","-54.69 %","-83.33 %","   .00 %"," 59.38 %"," 42.86 %",""," ##.## %"," 13.04 %","-40.91 %"," ##.## %","-60.00 %","-61.54 %","   .00 %"," 27.12 %","  2.13 %"," 24.24 %","-63.64 %","-33.33 %","-80.65 %",""," 16.67 %"
"2020-08-24"," 23.08 %","-53.85 %","   .00 %","-37.50 %"," ##.## %"," 70.00 %"," -2.86 %"," ##.## %"," ##.## %"," ##.## %"," 60.00 %","   .00 %","-27.45 %","-40.00 %"," ##.## %"," ##.## %","-65.38 %","-84.62 %"," 12.50 %"," ##.## %"," ##.## %"," ##.## %"," 74.67 %"," 24.17 %"," 46.34 %"," ##.## %"," ##.## %"," 83.33 %",""," ##.## %"
"2020-08-25","-75.00 %"," ##.## %","-66.67 %","-80.00 %","-12.73 %","-70.59 %"," ##.## %"," ##.## %"," 73.33 %","-48.20 %","-12.50 %","   .00 %","-86.49 %","-66.67 %"," 22.22 %","-75.93 %"," 11.11 %","-50.00 %"," ##.## %","-94.74 %"," 45.45 %"," ##.## %"," -8.40 %"," 52.68 %"," 41.67 %","-28.21 %"," 20.00 %"," ##.## %",""," 15.15 %"
"2020-08-26"," ##.## %","-61.11 %"," ##.## %"," ##.## %","-52.08 %"," 16.00 %","-75.96 %","-91.43 %","-23.08 %"," 58.33 %","","   .00 %"," ##.## %"," 50.00 %","-18.18 %","-46.15 %","-10.00 %"," ##.## %"," -2.63 %"," ##.## %"," 31.25 %","-20.00 %","-19.17 %"," 35.82 %","-44.71 %","-75.00 %","-54.17 %","-50.00 %","","-52.63 %"
"2020-08-27","-53.85 %"," ##.## %"," ##.## %"," 90.00 %"," ##.## %","-24.14 %"," ##.## %"," ##.## %","-25.00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 66.67 %"," 66.67 %","-57.14 %"," ##.## %"," ##.## %","-29.73 %"," 33.33 %","-76.19 %","-50.00 %","-18.56 %","-20.23 %"," 12.77 %"," ##.## %"," ##.## %"," ##.## %",""," 88.89 %"
"2020-08-28"," ##.## %","-15.79 %","   .00 %","-10.53 %","-40.30 %","-31.82 %","-21.82 %","-93.10 %"," 33.33 %","-59.77 %"," ##.## %",""," 71.05 %"," ##.## %","-20.00 %"," 66.67 %","   .00 %","-15.79 %"," 69.23 %"," 75.00 %"," ##.## %","   .00 %","-10.13 %"," -9.13 %"," 15.09 %"," 11.76 %","-59.09 %"," 24.00 %","","  5.88 %"
"2020-08-29","  7.14 %","-50.00 %"," 33.33 %","-23.53 %"," 47.50 %"," 40.00 %"," 53.49 %"," ##.## %"," ##.## %"," 78.10 %"," ##.## %","","-36.92 %","-33.33 %"," 75.00 %","-60.00 %","  5.26 %"," -6.25 %","-22.73 %","  7.14 %"," 27.78 %","","-14.08 %"," 40.62 %","  8.20 %"," ##.## %","-66.67 %","-70.97 %","","-22.22 %"
"2020-08-30","  6.67 %"," ##.## %","-50.00 %","-26.92 %","-79.66 %","-90.48 %"," 54.55 %","-25.00 %","-70.45 %","-60.43 %","-37.50 %","","  2.44 %"," 62.50 %"," 28.57 %","-50.00 %","-30.00 %","-80.00 %"," -8.82 %","-86.67 %","-52.17 %","   .00 %","-27.87 %","  6.19 %"," 24.24 %",""," ##.## %"," ##.## %","","-96.43 %"
"2020-08-31"," 62.50 %","-14.29 %"," ##.## %"," 10.53 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 72.97 %",""," ##.## %"," ##.## %"," 23.08 %","-59.26 %"," ##.## %"," 85.71 %"," ##.## %","-19.35 %"," ##.## %"," ##.## %",""," ##.## %","-46.49 %"," 67.07 %","   .00 %","-91.84 %","-67.24 %",""," ##.## %"
"2020-09-01"," 34.62 %"," 43.33 %"," 30.00 %"," 19.05 %","-17.65 %","-38.18 %","  1.96 %"," ##.## %"," 22.22 %"," 89.84 %"," 66.67 %","-85.71 %","-36.45 %","-31.25 %","-36.36 %","-37.50 %"," 69.23 %"," ##.## %","-60.00 %"," 15.79 %","-58.33 %","   .00 %","-14.17 %"," 86.03 %","  8.76 %","-85.00 %"," ##.## %"," 52.63 %",""," 75.00 %"
"2020-09-02"," 91.43 %"," -4.65 %","-46.15 %","-52.00 %","   .00 %","  2.94 %"," 86.54 %","-51.35 %","  7.27 %"," -8.23 %","-36.00 %"," ##.## %","-23.53 %"," ##.## %"," 42.86 %"," ##.## %","-13.64 %","-71.93 %"," ##.## %"," -4.55 %"," 60.00 %"," ##.## %"," 52.43 %"," 46.85 %","-32.21 %"," ##.## %","-81.82 %","   .00 %","","   .00 %"
"2020-09-03","-58.21 %"," 24.39 %","-28.57 %"," 75.00 %","-85.71 %","-60.00 %","-66.49 %","-27.78 %","-54.24 %"," -8.52 %"," ##.## %",""," ##.## %","-59.09 %"," ##.## %"," 62.50 %"," 50.00 %"," ##.## %"," -7.50 %"," 14.29 %"," ##.## %","-84.62 %","-36.31 %","-27.20 %"," ##.## %","","   .00 %"," ##.## %",""," ##.## %"
"2020-09-04"," ##.## %","-94.12 %"," ##.## %","   .00 %"," ##.## %","-42.86 %"," ##.## %"," ##.## %"," ##.## %"," 30.39 %","-63.77 %","","-45.83 %"," ##.## %"," ##.## %","-26.92 %"," 49.12 %","-68.29 %"," -5.41 %","-54.17 %","-31.43 %"," ##.## %"," 14.00 %"," 31.04 %","-52.07 %","   .00 %"," ##.## %","-43.08 %","","  7.41 %"
"2020-09-05"," -8.97 %"," ##.## %"," ##.## %","  9.52 %","-60.38 %"," 12.50 %","-27.78 %","-59.46 %","-45.07 %"," 25.19 %","-16.00 %"," ##.## %","-12.09 %","-55.32 %","-70.33 %"," 42.11 %","-61.18 %"," 69.23 %","-57.14 %","  9.09 %","-54.17 %","-22.22 %"," 95.61 %"," -5.89 %","-21.83 %","-35.00 %"," ##.## %","-18.92 %","","-55.17 %"
"2020-09-06","-42.25 %","-41.11 %","-65.00 %","  4.35 %"," ##.## %"," 33.33 %","  4.10 %"," ##.## %","-58.97 %","-67.27 %","  4.76 %","","-20.00 %","-47.62 %","-18.52 %"," -3.70 %","-24.24 %","-72.73 %"," ##.## %","","-45.45 %","   .00 %","-25.11 %","-19.02 %"," 18.18 %"," ##.## %","-67.44 %","-13.33 %",""," ##.## %"
"2020-09-07"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"
