"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-04-11","   .00 %"," 18.75 %"," 23.81 %"," 29.41 %","   .00 %","   .00 %"," 31.58 %","   .00 %"," 25.00 %","   .00 %"," 22.22 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.88 %"," 19.05 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-12","   .00 %"," 42.11 %"," 15.38 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %"," 80.00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-13","   .00 %","  7.41 %","  3.33 %","  8.33 %","   .00 %","   .00 %"," 12.00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","-##.## %"," 33.33 %","   .00 %"," 14.29 %"," 14.55 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-14","   .00 %"," 10.34 %"," 32.26 %"," 11.54 %","   .00 %","   .00 %","  3.57 %"," ##.## %"," 20.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 12.50 %","   .00 %"," 12.50 %"," 14.29 %","   .00 %","-##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 42.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-16","   .00 %","   .00 %","   .00 %","  6.90 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-17","   .00 %","  6.25 %"," -9.76 %"," 22.58 %"," ##.## %","   .00 %","-13.79 %","   .00 %"," 15.38 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","  6.94 %","   .00 %","   .00 %","-66.67 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-18","   .00 %"," 20.59 %"," 21.62 %"," 13.16 %","   .00 %","   .00 %"," 12.00 %"," 50.00 %","  6.67 %","   .00 %"," 34.78 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 36.51 %"," 23.38 %"," ##.## %","   .00 %"," ##.## %","   .00 %",""," ##.## %","   .00 %","   .00 %"
"2020-04-19","   .00 %"," 12.20 %"," 11.11 %"," 18.60 %"," 50.00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %"," -3.23 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 11.63 %"," 10.53 %","   .00 %","   .00 %","-50.00 %","   .00 %","","   .00 %"," ##.## %","   .00 %"
"2020-04-20","   .00 %","  4.35 %","   .00 %","  5.88 %","   .00 %","   .00 %"," 10.71 %","   .00 %"," 17.65 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 10.42 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-21"," ##.## %","  8.33 %"," 16.00 %","  9.26 %"," 33.33 %","   .00 %","   .00 %","   .00 %"," 15.00 %","   .00 %"," 10.00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  9.43 %","  5.36 %","   .00 %","   .00 %"," 50.00 %","   .00 %"," 30.43 %","   .00 %","-33.33 %","   .00 %"
"2020-04-22"," 50.00 %","  7.69 %"," 15.52 %","  8.47 %"," 25.00 %","   .00 %","  3.23 %"," 66.67 %"," 30.43 %","   .00 %","  6.06 %","   .00 %"," 14.29 %","  7.69 %","   .00 %","  8.62 %"," 11.86 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %"
"2020-04-23","   .00 %","  8.93 %","  5.97 %","  3.12 %"," 20.00 %","   .00 %","  6.25 %","   .00 %","  6.67 %"," ##.## %","  2.86 %","   .00 %","   .00 %","  7.14 %","   .00 %"," 10.32 %"," 13.64 %","   .00 %","   .00 %"," 33.33 %","   .00 %"," -1.85 %","   .00 %"," 50.00 %","   .00 %"
"2020-04-24","   .00 %","  3.28 %","  4.23 %","  7.58 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %"," 13.89 %","   .00 %"," 12.50 %","   .00 %"," ##.## %"," 10.79 %","  5.33 %"," 50.00 %","   .00 %"," 50.00 %","   .00 %","  4.72 %","   .00 %","   .00 %","   .00 %"
"2020-04-25","   .00 %"," 11.11 %","  6.76 %","  9.86 %"," 16.67 %","   .00 %","  5.88 %","   .00 %","  2.94 %","   .00 %","  9.76 %","   .00 %"," 22.22 %","  6.67 %"," 50.00 %"," 11.04 %","  9.49 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.71 %","   .00 %"," 33.33 %","   .00 %"
"2020-04-26","   .00 %","  1.43 %","  2.53 %","  1.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .58 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.94 %","   .00 %","   .00 %","   .00 %"
"2020-04-27"," 33.33 %","  4.23 %"," 20.99 %"," 11.39 %","   .00 %","   .00 %","  2.78 %","   .00 %","  5.71 %","   .00 %","  6.67 %","   .00 %","   .00 %","  6.25 %"," 33.33 %"," 16.67 %"," 13.79 %","   .00 %","   .00 %","   .00 %","   .00 %","-40.00 %","   .00 %"," 25.00 %","   .00 %"
"2020-04-28"," 25.00 %","  5.41 %","  9.18 %","  2.27 %"," 14.29 %","   .00 %"," 18.92 %"," 20.00 %","  5.41 %","   .00 %","   .00 %","   .00 %"," 18.18 %","  5.88 %","   .00 %","  5.24 %","  4.04 %"," 33.33 %","   .00 %"," 16.67 %","   .00 %"," 21.84 %","   .00 %","   .00 %","   .00 %"
"2020-04-29"," 20.00 %","  6.41 %"," 10.28 %"," 12.22 %","   .00 %","   .00 %","  2.27 %"," 33.33 %","  7.69 %","   .00 %","  6.25 %","   .00 %","   .00 %","  5.56 %","   .00 %","  9.50 %","  8.74 %","   .00 %","   .00 %"," 14.29 %","   .00 %","-17.92 %","   .00 %"," 40.00 %"," ##.## %"
"2020-04-30"," 16.67 %","  9.64 %","  4.24 %"," 10.89 %","   .00 %","   .00 %","  2.22 %","   .00 %","  4.76 %","   .00 %","  9.80 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  5.37 %","  7.14 %"," 50.00 %","   .00 %","   .00 %","   .00 %"," -4.60 %"," 33.33 %","   .00 %","   .00 %"
"2020-05-01","   .00 %"," -1.10 %","  4.88 %","  2.68 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %"," 15.38 %","   .00 %","-20.00 %","  2.75 %","  1.25 %"," 16.67 %","   .00 %","-12.50 %","   .00 %","","   .00 %","   .00 %"," 50.00 %"
"2020-05-02"," 14.29 %","  4.44 %","  7.75 %","  9.57 %"," 22.22 %","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","  5.36 %","   .00 %","  6.67 %","  5.26 %","   .00 %","  7.63 %"," 10.70 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  2.41 %"," 50.00 %"," 42.86 %","   .00 %"
"2020-05-03"," 50.00 %","  2.13 %","  5.76 %","  2.38 %","   .00 %","   .00 %","   .00 %"," 12.50 %","  6.38 %","   .00 %","  3.39 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  4.61 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .00 %","-18.82 %","   .00 %","   .00 %","   .00 %"
"2020-05-04","   .00 %","  5.21 %","  2.72 %","   .00 %","   .00 %","   .00 %","  2.17 %"," 11.11 %","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %"," 10.00 %"," 16.67 %","  2.03 %","  2.53 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.59 %","   .00 %","   .00 %","   .00 %"
"2020-05-05","   .00 %","  5.94 %","  3.97 %","  3.10 %","   .00 %","   .00 %"," 10.64 %"," 30.00 %","   .00 %","   .00 %","  6.45 %","   .00 %"," 18.75 %","  4.55 %","   .00 %","  6.31 %","  3.87 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.99 %","   .00 %"," 10.00 %","   .00 %"
"2020-05-06","   .00 %","   .93 %","  3.82 %","  5.26 %","   .00 %","   .00 %","  5.77 %","   .00 %","  4.00 %","   .00 %","  3.03 %","   .00 %"," 10.53 %","  8.70 %"," 14.29 %","  4.06 %","  5.42 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.34 %"," 16.67 %","   .00 %","   .00 %"
"2020-05-07","   .00 %","  2.78 %","  3.68 %","  6.43 %","   .00 %","   .00 %"," -1.82 %","   .00 %"," -1.92 %","   .00 %","  2.94 %","   .00 %","  4.76 %","  8.00 %","   .00 %","  3.60 %","  4.18 %","   .00 %","   .00 %"," 14.29 %","   .00 %"," 21.79 %","   .00 %"," 18.18 %","   .00 %"
"2020-05-08","   .00 %","  3.60 %","  4.73 %","  4.03 %","   .00 %","   .00 %","  3.70 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  2.90 %","  4.63 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  4.21 %","   .00 %"," 15.38 %","   .00 %"
"2020-05-09","   .00 %","  1.74 %","  4.52 %","  5.16 %","   .00 %","   .00 %","  3.57 %","   .00 %"," -1.85 %","   .00 %","  2.86 %","   .00 %","  4.17 %","  7.41 %"," 25.00 %","  3.94 %","  2.95 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.02 %"," 14.29 %","   .00 %"," 33.33 %"
"2020-05-10","   .00 %","  3.42 %","  3.24 %","  3.68 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.89 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  3.52 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .00 %"," -9.90 %"," 12.50 %","   .00 %","   .00 %"
"2020-05-11","   .00 %","  2.48 %","  1.57 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.90 %","   .00 %","  1.57 %","  1.70 %","   .00 %","   .00 %"," 12.50 %","   .00 %"," 16.48 %","   .00 %","  6.67 %","   .00 %"
"2020-05-12","  8.33 %","  2.42 %","  5.15 %","  4.09 %"," 18.18 %","   .00 %","  3.45 %"," 15.38 %","  1.85 %","   .00 %","  4.05 %","   .00 %","  8.00 %"," 12.90 %","   .00 %","  4.90 %","  3.90 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.83 %","   .00 %","   .00 %","   .00 %"
"2020-05-13","   .00 %","  4.72 %","  6.86 %","  4.49 %","   .00 %","   .00 %","  1.67 %","   .00 %","  3.64 %","   .00 %","  3.90 %","   .00 %","  3.70 %","  8.57 %","   .00 %","  3.69 %","  4.29 %","   .00 %","   .00 %","   .00 %","   .00 %","-15.60 %","   .00 %","  6.25 %","   .00 %"
"2020-05-14","   .00 %","  1.50 %","  2.29 %","  3.23 %","   .00 %","   .00 %","  1.64 %"," 13.33 %","  3.51 %","   .00 %","  5.00 %","   .00 %"," 14.29 %","  5.26 %","  7.69 %","  3.55 %","  2.31 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.26 %","   .00 %","   .00 %"," 25.00 %"
"2020-05-15","   .00 %","   .74 %","  4.93 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","  3.39 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.75 %","  3.77 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.21 %","   .00 %"," 11.76 %","   .00 %"
"2020-05-16","   .00 %","  3.68 %","  2.56 %","  4.17 %","   .00 %","   .00 %","  3.12 %","   .00 %","  1.64 %","   .00 %","  1.14 %","   .00 %","  3.12 %","  7.50 %","   .00 %","  2.67 %","  1.69 %","   .00 %","   .00 %"," 11.11 %","   .00 %"," -2.20 %","   .00 %","  5.26 %","   .00 %"
"2020-05-17","   .00 %","   .71 %","  4.17 %","  1.50 %","   .00 %","   .00 %","  1.52 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %","  3.03 %","   .00 %","   .00 %","  3.04 %","  2.14 %"," 11.11 %","   .00 %"," 10.00 %","   .00 %"," -8.99 %","-11.11 %","  5.00 %"," 20.00 %"
"2020-05-18","  7.69 %","   .00 %","  2.00 %","  2.46 %","   .00 %","   .00 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %","   .00 %","  1.05 %","  1.63 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.17 %","   .00 %","   .00 %","   .00 %"
"2020-05-19","   .00 %","  2.11 %","  3.14 %","   .96 %","   .00 %","   .00 %","  1.47 %","  5.88 %","  1.61 %","   .00 %","   .00 %","   .00 %","  2.94 %","  8.89 %","   .00 %","  4.79 %","  2.06 %"," 10.00 %","   .00 %","  9.09 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %"
"2020-05-20","   .00 %","   .00 %","  5.32 %","  2.38 %","  7.69 %","   .00 %","  2.90 %"," 11.11 %","  1.59 %","   .00 %","  3.33 %","   .00 %"," 11.43 %","  2.04 %","   .00 %","  2.39 %","  1.80 %","   .00 %","   .00 %","   .00 %","   .00 %","-15.91 %"," 12.50 %","   .00 %"," 33.33 %"
"2020-05-21","   .00 %","  1.38 %","  3.25 %","  1.40 %","  7.14 %","   .00 %"," -1.41 %","   .00 %","  1.56 %","   .00 %","  1.08 %","   .00 %","  2.56 %"," -2.00 %","   .00 %","  2.52 %","  2.87 %","   .00 %","   .00 %","  8.33 %","   .00 %","-12.16 %"," 11.11 %","  4.76 %","   .00 %"
"2020-05-22","   .00 %","  1.36 %","  2.10 %","   .92 %","   .00 %","   .00 %","  4.29 %","   .00 %","  3.08 %","   .00 %","  1.06 %","   .00 %"," 15.00 %","  2.04 %","  7.14 %","  2.27 %","  2.36 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-23","   .00 %","   .67 %","  2.40 %","  4.09 %","   .00 %","   .00 %","  4.11 %","   .00 %","  2.99 %","   .00 %","  1.05 %","   .00 %","   .00 %","  4.00 %","   .00 %","  1.85 %","  1.47 %","   .00 %","   .00 %","  7.69 %","   .00 %","-10.77 %","   .00 %","   .00 %","   .00 %"
"2020-05-24","   .00 %","  2.00 %","   .33 %","   .87 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.08 %","   .00 %","  4.35 %","   .00 %"," -6.67 %","  1.45 %","  1.24 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.07 %"," 10.00 %","   .00 %"," 25.00 %"
"2020-05-25","   .00 %","  2.61 %","  2.33 %","  1.30 %","  6.67 %","   .00 %","  3.95 %","   .00 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .72 %","  1.43 %","   .00 %"," ##.## %","  7.14 %","   .00 %","-12.31 %","   .00 %","   .00 %"," 10.00 %"
"2020-05-26","   .00 %","  1.27 %","  1.63 %","   .85 %","   .00 %","   .00 %","  1.27 %","   .00 %","  1.45 %","   .00 %","  2.02 %","   .00 %","   .00 %","  1.92 %","  7.14 %","   .89 %","  1.81 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.75 %","  9.09 %","   .00 %","   .00 %"
"2020-05-27","  7.14 %","  2.52 %","  2.56 %","   .00 %"," 12.50 %","   .00 %","  7.50 %","   .00 %","  1.43 %"," 50.00 %","  1.98 %","   .00 %","  2.08 %","  1.89 %","   .00 %","   .88 %","  2.77 %","   .00 %","   .00 %","  6.67 %","   .00 %"," 15.52 %","   .00 %"," 13.64 %","   .00 %"
"2020-05-28","   .00 %","   .00 %","   .94 %","  1.69 %"," -5.56 %","   .00 %"," -1.16 %","  4.76 %","  1.41 %","   .00 %","   .97 %","   .00 %","   .00 %","  3.70 %","   .00 %","  1.57 %","  1.92 %","   .00 %","   .00 %"," 18.75 %","   .00 %","  2.99 %","   .00 %","  8.00 %","   .00 %"
"2020-05-29","  6.67 %","  2.45 %","  4.02 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .96 %","   .00 %","   .00 %","  3.57 %"," 13.33 %","  2.41 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","-20.29 %","  8.33 %"," 11.11 %"," 18.18 %"
"2020-05-30","   .00 %","  2.99 %","  1.19 %","  2.42 %","  5.88 %","   .00 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %","  1.68 %","  1.70 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-31","  6.25 %","  1.16 %","  1.18 %","  1.57 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.08 %","   .00 %","   .00 %","  1.16 %","   .37 %","  8.33 %","   .00 %"," 10.00 %","   .00 %"," -9.09 %","  7.69 %","   .00 %","   .00 %"
"2020-06-01","   .00 %","   .57 %","  1.45 %","  1.16 %","   .00 %","   .00 %","  2.22 %","   .00 %","  1.39 %","   .00 %","   .95 %","   .00 %","   .00 %","  5.17 %","   .00 %","   .65 %","   .74 %"," -7.69 %","   .00 %","  4.55 %","   .00 %"," -8.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","   .00 %","  1.71 %","  2.58 %","   .77 %","   .00 %","   .00 %","  1.09 %","  4.35 %","   .00 %","   .00 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.30 %","  1.28 %","   .00 %"," 50.00 %","  4.35 %"," 50.00 %"," 19.57 %","  7.14 %","   .00 %","   .00 %"
"2020-06-03","   .00 %","   .00 %","  2.23 %","  1.14 %"," 11.11 %","   .00 %","  3.23 %","   .00 %","  2.74 %","   .00 %","  1.87 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.44 %","  2.36 %","   .00 %","   .00 %"," 12.50 %","   .00 %"," -3.64 %","  6.67 %","   .00 %","   .00 %"
"2020-06-04"," -5.88 %","   .56 %","  1.37 %","  1.13 %","   .00 %","   .00 %","  2.08 %","   .00 %","  5.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.56 %","   .00 %","   .47 %","  2.65 %","   .00 %","   .00 %","  3.70 %","   .00 %","-24.53 %","   .00 %","  6.67 %","  7.69 %"
"2020-06-05","   .00 %","  1.68 %","  1.35 %","  1.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .92 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.42 %","  1.21 %","   .00 %"," 33.33 %","  7.14 %"," 33.33 %","  2.50 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","   .00 %","  1.65 %","  2.13 %","  1.47 %","  5.00 %","   .00 %","  3.06 %","   .00 %","  2.53 %","   .00 %","   .91 %","   .00 %","  1.96 %","   .00 %","   .00 %","  1.09 %","  1.36 %","   .00 %","   .00 %"," 10.00 %","   .00 %","-12.20 %","   .00 %","   .00 %"," 14.29 %"
"2020-06-07","   .00 %","   .00 %","   .52 %","  1.81 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.23 %","   .00 %","   .00 %","   .00 %","  1.92 %","  3.08 %","   .00 %","   .61 %","   .50 %","   .00 %","   .00 %","  3.03 %","   .00 %","-22.22 %","   .00 %","   .00 %","   .00 %"
"2020-06-08","   .00 %","   .00 %","   .52 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .00 %","   .46 %","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 57.14 %","   .00 %","   .00 %","   .00 %"
