"date","Alaska/Aleutians East","Alaska/Aleutians West","Alaska/Anchorage","Alaska/Bethel","Alaska/Bristol Bay","Alaska/Denali","Alaska/Dillingham","Alaska/Fairbanks North Star","Alaska/Haines","Alaska/Hoonah-Angoon","Alaska/Juneau","Alaska/Kenai Peninsula","Alaska/Ketchikan Gateway","Alaska/Kodiak Island","Alaska/Kusilvak","Alaska/Lake and Peninsula","Alaska/Matanuska-Susitna","Alaska/Nome","Alaska/North Slope","Alaska/Northwest Arctic","Alaska/Petersburg","Alaska/Prince of Wales-Hyder","Alaska/Sitka","Alaska/Skagway","Alaska/Soldotna","Alaska/Southeast Fairbanks","Alaska/Sterling","Alaska/Unassigned","Alaska/Valdez-Cordova","Alaska/Wrangell","Alaska/Yakutat","Alaska/Yukon-Koyukuk"
"2020-04-10","","","112","1","","","","76","","","15","15","14","","","","9","","","","2","","","","","1","","0","","","","1"
"2020-04-11","","","121","1","","","","76","","","15","15","14","","","","10","","","","2","1","","","","1","","0","","","","1"
"2020-04-12","","","127","1","","","","79","","","16","15","15","","","","14","","","","2","1","","","","1","","0","","","","1"
"2020-04-13","","","131","1","","","","79","","","17","15","15","","","","14","","","","2","1","","","","1","","0","","","","1"
"2020-04-14","","","136","1","","","","79","","","18","15","15","","","","15","","","","2","2","","","","1","","0","","","","1"
"2020-04-15","","","139","1","","","","79","","","21","16","15","","","","15","1","","","2","2","","","","1","","0","","","","1"
"2020-04-16","","","143","1","","","","79","","","23","16","15","1","","","15","1","","","2","2","","","","1","","0","","","","1"
"2020-04-17","","","150","1","","","","79","","","24","17","15","1","","","15","1","","","2","2","","","","1","","0","","","","1"
"2020-04-18","","","151","1","","","","79","","","24","19","15","1","","","17","1","","","2","2","","","","1","","0","","","","1"
"2020-04-19","","","154","1","","","","79","","","24","19","15","1","","","18","1","","","3","2","","","","1","","0","","","","1"
"2020-04-20","","","155","1","","","","79","","","24","19","15","1","","","19","1","","","3","2","","","","1","","0","","","","1"
"2020-04-21","","","160","1","","","","79","","","26","19","16","1","","","19","1","","","3","2","","","","1","","0","","","","1"
"2020-04-22","","","164","1","","","","79","","","27","19","16","1","","","20","1","","","3","2","","","","1","","0","","","","1"
"2020-04-23","","","166","1","","","","79","","","27","19","16","1","","","20","1","","","3","2","","","","1","","0","","","","1"
"2020-04-24","","","168","1","","","","79","","","27","19","16","1","","","20","1","","","3","2","","","","1","","0","","","","1"
"2020-04-25","","","168","1","","","","79","","","27","19","16","1","","","20","1","","","3","2","","","","1","","0","","","","1"
"2020-04-26","","","168","1","","","","80","","","27","19","16","1","","","20","1","","","3","2","","","","1","","0","","","","1"
"2020-04-27","","","171","1","","","","80","","","27","19","16","1","","","21","1","","","3","2","1","","","1","","0","","","","1"
"2020-04-28","","","175","1","","","","81","","","27","19","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-04-29","","","179","1","","","","81","","","27","19","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-04-30","","","179","1","","","","81","","","27","19","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-05-01","","","185","1","","","","82","","","27","21","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-05-02","","","185","1","","","","83","","","27","21","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-05-03","","","187","1","","","","83","","","27","22","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-05-04","","","189","1","","","","83","","","27","22","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-05-05","","","190","1","","","","83","","","27","22","16","1","","","21","1","","","4","2","1","","","1","","0","","","","1"
"2020-05-06","","","190","1","","","","83","","","27","22","16","1","","","21","1","","","4","2","1","","","2","","0","","","","1"
"2020-05-07","","","191","1","","","","83","","","27","23","16","1","","","21","1","","","4","2","1","","","2","","0","","","","1"
"2020-05-08","","","194","1","","","","83","","","27","23","16","1","","","21","1","","","4","2","1","","","2","","0","","","","1"
"2020-05-09","","","194","1","","","","83","","","27","24","16","1","","","21","1","","","4","2","1","","","2","","0","","","","1"
"2020-05-10","","","194","1","","","","84","","","27","24","16","1","","","21","1","","","4","2","1","","","2","","0","","","","1"
"2020-05-11","","","194","1","","","","84","","","27","24","16","1","","","21","1","","","4","2","1","","","2","","0","","","","1"
"2020-05-12","","","194","1","","","","84","","","27","24","16","1","","","21","1","","","4","2","1","","","2","","4","","","","1"
"2020-05-13","","","194","1","","","","84","","","27","24","16","1","","","21","1","","","4","2","1","","","2","","4","","","","1"
"2020-05-14","","","194","1","","","","84","","","27","24","16","1","","","21","1","","","4","2","1","","","2","","4","","","","1"
"2020-05-15","","","199","1","","","","84","","","29","24","16","1","","","21","1","","","4","2","1","","","3","","1","","","","1"
"2020-05-16","","","199","1","","","","84","","","29","24","16","1","","","21","1","","","4","2","1","","","3","","1","","","","1"
"2020-05-17","","","199","1","","","","84","","","29","24","16","1","","","21","1","","","4","2","1","","","3","","1","","","","1"
"2020-05-18","","","199","1","","","","84","","","29","24","16","1","","","21","1","","","4","2","1","","","3","","1","","","","1"
"2020-05-19","","","205","2","","","","85","","","30","26","16","1","","","22","1","","","4","2","1","","","3","","1","","","","1"
"2020-05-20","","","206","2","","","","85","","","30","26","16","1","","","22","1","","1","4","2","1","","","3","","0","","","","1"
"2020-05-21","","","206","2","","","","85","","","30","26","16","1","","","22","1","","1","4","2","1","","","3","","0","","","","1"
"2020-05-22","","","206","2","","","","85","","","31","26","16","1","","","22","2","","1","4","2","1","","","3","","0","","","","1"
"2020-05-23","","","206","2","","","","85","","","31","26","16","1","","","24","3","","2","4","2","1","","","3","","0","","","","1"
"2020-05-24","","","206","2","","","","85","","","31","26","16","1","","","24","3","","2","4","2","1","","","3","","0","","","","1"
"2020-05-25","","","206","2","","","","85","","","31","27","16","1","","","24","3","","2","4","2","1","","","3","","0","","","","1"
"2020-05-26","","","207","2","","","","85","","","31","27","16","1","","","24","3","","2","4","2","2","","","3","","0","","","","1"
"2020-05-27","","","207","3","","","","85","","","31","27","16","1","","","24","3","","2","4","2","2","","","3","","0","","","","1"
"2020-05-28","","","211","3","","","","85","","","32","34","16","1","","","24","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-05-29","","","213","3","","","","85","","","33","36","16","1","","","24","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-05-30","","","214","3","","","","85","","","33","38","16","1","","","25","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-05-31","","","229","3","","","","85","","","33","45","16","1","","","29","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-01","","","232","3","","","","85","","","33","49","16","1","","","29","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-02","","","247","3","","","","85","","","33","54","16","1","","","29","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-03","","","254","3","","","","85","","","33","60","16","1","","","34","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-04","","","258","3","","","","85","","","33","63","16","1","","","35","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-05","","","264","3","","","","85","","","33","68","16","1","","","35","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-06","","","266","3","","","","85","","","33","78","16","1","","","35","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-07","","","272","3","","","","85","","","34","79","16","1","","","35","3","1","2","4","2","2","","","3","","0","","","","1"
"2020-06-08","","","283","3","","","","85","","","35","83","16","1","","","37","3","1","2","4","2","2","","","3","","0","","1","","1"
"2020-06-09","","","288","3","","","","85","1","","35","85","16","1","","","37","4","1","3","4","2","2","","","3","","0","","1","","1"
"2020-06-10","","","297","3","","","","85","1","","35","94","16","1","","","38","4","1","3","4","2","3","","","3","","0","","1","","1"
"2020-06-11","","","301","3","","","","88","1","","37","97","16","2","","","39","4","1","4","4","2","5","","","3","","0","","1","","1"
"2020-06-12","","","307","3","","","","89","1","","37","102","16","2","","","41","4","1","4","4","2","6","","","3","","0","","1","","1"
"2020-06-13","","","315","4","","","","92","1","","37","108","19","2","","","43","5","1","4","4","4","8","","","3","","0","","2","","1"
"2020-06-14","","","319","4","","","","96","1","","37","108","19","2","","","44","5","1","4","4","2","8","","","3","","0","","2","","1"
"2020-06-15","","","320","4","","","","96","1","","37","109","19","2","","","45","5","1","4","4","2","8","","","3","","0","","2","","1"
"2020-06-16","","","326","5","","","","96","1","","37","113","19","2","","","46","5","1","4","4","2","8","","","3","","0","","2","","1"
"2020-06-17","","","330","5","","","","102","1","","38","115","20","3","","","48","5","2","4","4","2","9","","","3","","0","","3","","1"
"2020-06-18","","","332","5","","","","106","1","","39","116","21","3","","","51","5","2","4","4","2","9","","","3","","0","","3","","1"
"2020-06-19","","","338","6","","","","107","2","","39","117","21","3","","","53","5","3","4","4","2","9","","","3","","0","","3","","1"
"2020-06-20","","","346","6","","","","114","2","","39","119","21","3","","","54","5","3","4","4","2","11","","","3","","0","","3","","2"
"2020-06-21","","","352","6","","","","117","2","","39","120","21","3","","","55","5","3","4","4","2","11","","","3","","0","","3","","2"
"2020-06-22","","","355","6","","","","117","2","","39","120","21","3","","","57","5","4","4","4","2","11","","","3","","0","","3","","2"
"2020-06-23","","","355","6","","","","117","3","","39","120","21","3","","","57","5","4","4","4","2","11","","","4","","0","","3","","2"
"2020-06-24","","","373","7","","","","122","2","","39","121","22","3","","","61","6","4","4","4","2","11","","","3","","0","","3","","2"
"2020-06-25","","","381","8","","","","130","2","","39","126","21","3","","","63","6","4","4","4","2","11","","","3","","0","1","3","","2"
"2020-06-26","","","387","8","","","","133","2","","42","128","21","3","","","68","6","4","4","4","2","12","","","3","","0","1","3","","2"
"2020-06-27","","","396","9","","","","134","2","","43","130","21","3","","","71","6","4","4","4","2","12","","","3","","0","1","3","","3"
"2020-06-28","","","411","9","","","","137","2","","44","133","21","3","","","75","6","4","4","4","2","12","","","5","","0","2","3","","3"
"2020-06-29","","","418","9","","","","139","2","","44","141","21","3","","","78","7","4","4","4","2","12","","","5","","0","2","3","","3"
"2020-06-30","","","440","9","","","","144","2","","44","146","21","3","","","81","7","4","4","4","2","12","","","5","","0","3","3","","3"
"2020-07-01","","","457","9","","","","147","2","","44","151","22","3","","","88","8","4","5","4","2","12","","","8","","0","3","3","","3"
"2020-07-02","","","472","9","","","","149","2","","44","155","22","4","","","102","8","4","5","4","2","13","","","10","","0","3","3","","3"
"2020-07-03","","","493","10","","","","160","2","","45","159","22","4","1","","107","9","4","5","4","2","13","","","10","","0","4","3","","3"
"2020-07-04","","","525","11","","","","164","2","","45","160","22","4","1","","114","9","4","5","5","2","13","","","10","","0","4","3","","4"
"2020-07-05","","","547","11","","","","166","2","","45","162","22","4","1","","115","9","4","5","5","2","13","","","10","","0","4","3","","4"
"2020-07-06","","","565","11","","","","172","2","","45","165","22","4","1","","116","9","4","5","5","2","13","","","10","","0","4","3","","4"
"2020-07-07","","","577","11","","","","172","2","","45","166","23","4","1","","118","9","4","5","5","2","13","","","10","","0","5","3","","5"
"2020-07-08","","1","597","11","","","","177","2","","46","175","23","4","2","","121","9","4","6","5","2","13","","","10","","0","6","3","","5"
"2020-07-09","","1","619","12","","","","185","2","","46","182","23","4","2","","127","10","4","6","6","2","13","","","10","","0","6","3","","5"
"2020-07-10","","1","641","12","3","","","201","2","","47","189","23","4","2","","131","12","4","6","6","2","13","","","10","","0","6","3","","5"
"2020-07-11","","1","671","13","3","","","224","2","","48","191","23","4","2","","134","12","4","6","6","2","13","","","10","","0","6","3","","7"
"2020-07-12","","1","705","14","3","","","245","2","","51","200","23","5","2","","146","15","4","6","6","2","13","","","10","","0","10","3","","13"
"2020-07-13","","1","740","16","5","","","255","2","","51","203","23","6","2","","151","15","5","7","6","2","13","","","10","","0","10","3","","13"
"2020-07-14","","1","758","16","5","","","260","2","","52","209","23","6","2","","158","15","5","7","6","2","13","","","10","","0","12","3","","14"
"2020-07-15","","1","790","16","5","","","267","2","","53","209","25","7","3","","161","15","5","7","6","2","13","","","10","","0","15","3","","16"
"2020-07-16","","1","815","16","5","","1","289","3","","53","220","23","5","3","","162","15","5","8","6","2","13","","","10","","0","17","3","","18"
"2020-07-17","","1","837","16","5","","1","291","3","","56","225","23","5","3","","168","15","5","8","6","2","15","","","10","","0","17","3","","19"
"2020-07-18","","1","870","16","5","","1","300","3","","58","233","24","5","3","","174","15","6","8","6","2","15","","","10","","0","19","3","","19"
"2020-07-19","","1","910","16","5","","1","308","3","","62","240","25","5","3","","183","16","6","8","6","2","15","","","11","","0","17","3","","29"
"2020-07-20","","1","962","16","6","1","1","316","3","","63","245","25","5","3","","190","16","6","8","6","2","15","","","11","","0","17","3","","29"
"2020-07-21","1","1","1027","17","6","1","1","321","3","","64","252","25","5","3","","197","16","7","9","6","2","16","","","12","","0","18","3","","29"
"2020-07-22","1","1","1068","17","6","1","1","331","3","","71","255","28","5","3","","205","16","8","9","6","2","18","","","12","","0","29","3","","32"
"2020-07-23","1","1","1098","17","6","1","1","345","3","","70","256","28","5","3","","212","16","8","10","6","2","18","","","13","","0","33","3","","37"
"2020-07-24","1","1","1129","18","6","1","1","351","3","","72","262","32","5","3","","213","17","8","10","6","2","18","","","13","","0","35","3","1","38"
"2020-07-25","1","2","1180","18","6","1","1","358","4","","73","270","32","5","3","","223","17","8","14","6","2","18","","","13","","0","39","3","1","41"
"2020-07-26","1","3","1338","18","6","1","1","369","4","","75","272","33","5","3","","227","17","8","14","6","3","19","","","13","","0","39","5","3","42"
"2020-07-27","1","4","1402","18","6","1","1","372","4","","78","276","33","5","4","","235","17","11","19","6","4","21","","","13","","0","41","5","4","42"
"2020-07-28","1","3","1482","18","6","1","1","378","4","","84","282","34","5","4","","240","17","12","19","6","5","21","","","14","","0","41","5","5","42"
"2020-07-29","1","3","1534","18","6","1","1","380","4","","85","287","34","5","4","","245","17","12","19","6","7","21","","","14","","0","42","5","5","42"
"2020-07-30","1","4","1576","19","6","1","1","386","4","","87","292","34","6","4","","259","17","13","28","6","5","21","","","14","","0","42","5","6","42"
"2020-07-31","1","5","1659","19","6","1","1","398","4","","87","293","34","6","4","","267","17","13","28","6","5","21","","","14","","0","44","5","7","45"
"2020-08-01","1","5","1769","20","6","1","1","403","4","","87","300","35","6","4","","287","17","13","28","6","5","22","","","14","","0","45","5","7","45"
"2020-08-02","1","5","1877","21","6","1","1","406","4","","88","304","35","6","4","","301","17","13","31","6","7","23","","","14","","0","48","8","7","46"
"2020-08-03","1","5","1918","22","6","1","1","410","4","","91","304","35","6","5","","305","17","15","33","6","8","23","","","14","","0","49","9","7","46"
"2020-08-04","2","4","1956","22","6","1","1","413","4","","92","304","36","6","6","","311","19","16","33","6","8","23","","","14","","0","48","9","7","47"
"2020-08-05","2","4","1993","22","7","1","1","415","4","","93","306","37","6","6","","314","19","16","37","6","7","25","","","15","","0","48","9","7","48"
"2020-08-06","2","4","2016","22","7","1","1","420","4","","95","308","37","6","6","","315","19","16","39","6","7","25","","","15","","0","49","8","7","48"
"2020-08-07","2","4","2043","22","9","1","1","428","4","","98","312","37","7","6","","318","19","16","40","6","8","25","","","16","","0","49","9","7","49"
"2020-08-08","2","4","2100","22","9","1","1","431","4","","101","316","37","6","6","","324","19","18","39","6","8","26","","","16","","0","50","9","7","51"
"2020-08-09","2","4","2159","22","10","1","1","439","4","","107","322","37","6","6","","340","19","18","39","6","8","26","","","17","","0","50","9","7","52"
"2020-08-10","2","4","2198","23","10","1","1","440","4","","110","328","36","6","6","","349","19","18","40","6","8","27","","","17","","0","53","8","7","53"
"2020-08-11","2","4","2222","23","10","1","2","441","4","","113","337","36","6","7","","353","19","19","41","6","7","27","","","17","","0","53","8","8","53"
"2020-08-12","2","4","2260","23","10","1","2","447","4","","115","340","36","6","7","","354","19","19","41","6","9","28","","","17","","0","59","8","8","54"
"2020-08-13","2","4","2290","23","11","1","2","462","4","","121","344","38","10","7","","362","24","20","43","7","11","28","","","17","","2","59","8","8","55"
"2020-08-14","2","5","2373","23","11","1","2","464","5","","135","346","38","10","8","","365","24","20","44","7","12","29","","","17","","2","59","8","8","55"
"2020-08-15","2","5","2408","29","11","1","2","481","5","","142","349","39","10","8","","372","24","21","44","7","13","31","","","18","","1","59","8","9","57"
"2020-08-16","2","5","2461","31","11","1","4","491","5","","147","364","39","11","8","","379","24","23","45","7","15","31","","","18","","1","62","8","9","57"
"2020-08-17","2","5","2497","33","11","1","4","495","5","","148","365","39","11","8","","381","26","24","45","7","15","31","","","18","","1","62","8","9","58"
"2020-08-18","2","5","2519","33","11","1","4","503","5","","150","379","39","11","8","","389","26","24","48","7","16","33","","","18","","1","63","8","9","59"
"2020-08-19","2","5","2551","35","11","1","5","517","5","","150","381","40","12","8","","396","26","26","51","7","16","33","","","18","","1","64","8","9","60"
"2020-08-20","2","5","2593","37","11","1","5","528","5","","155","383","41","14","8","","406","27","28","54","7","16","33","","","18","","1","65","8","9","60"
"2020-08-21","2","5","2623","37","11","1","5","537","5","","155","388","40","14","8","","411","30","29","61","7","16","34","","","18","","1","69","8","9","64"
"2020-08-22","2","5","2665","38","11","1","5","549","5","","157","396","42","14","8","","424","30","30","62","7","20","34","","","18","","1","69","9","9","66"
"2020-08-23","2","5","2695","40","11","1","5","560","5","","163","399","42","14","8","","435","31","30","62","7","20","34","","","18","","1","69","9","9","66"
"2020-08-24","2","5","2737","55","11","1","5","561","5","","163","401","42","14","8","","442","31","30","62","7","20","34","","","18","","2","70","9","9","66"
