"date","Tripura/Dhalai","Tripura/Gomati","Tripura/Khowai","Tripura/North Tripura","Tripura/Sipahijala","Tripura/South Tripura","Tripura/Unokoti","Tripura/West Tripura"
"2021-03-29","","","","","","","","   .02 %"
"2021-04-01","","","","   .03 %","   .07 %","   .09 %","","   .13 %"
"2021-04-02","","","   .05 %","   .03 %","","   .11 %","   .00 %","   .15 %"
"2021-04-03","","","","","","","","   .02 %"
"2021-04-04","","","   .05 %","","   .13 %","","","   .09 %"
"2021-04-05","","","","","","","","   .02 %"
"2021-04-06","   .00 %","   .02 %","","   .03 %","   .00 %","","   .06 %","   .08 %"
"2021-04-07","","","","   .03 %","   .00 %","","","   .16 %"
"2021-04-08","","   .02 %","   .05 %","   .00 %","   .07 %","   .00 %","   .03 %","   .25 %"
"2021-04-09","   .00 %","   .02 %","","   .07 %","","","","   .23 %"
"2021-04-10","   .03 %","   .02 %","","","   .03 %","   .09 %","","   .26 %"
"2021-04-11","   .05 %","   .02 %","   .15 %","   .10 %","   .03 %","   .04 %","","   .28 %"
"2021-04-12","","","","   .03 %","","","","   .07 %"
"2021-04-13","   .18 %","   .14 %","","   .17 %","   .16 %","   .02 %","   .03 %","   .28 %"
"2021-04-14","","   .02 %","   .05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %"
"2021-04-16","   .05 %","   .09 %","   .00 %","","   .03 %","   .02 %","","   .18 %"
"2021-04-17","","   .02 %","   .00 %","","   .03 %","   .11 %","   .03 %","   .38 %"
"2021-04-18","   .08 %","   .09 %","","   .07 %","   .03 %","   .04 %","   .19 %","   .39 %"
"2021-04-19","   .03 %","   .00 %","   .00 %","","   .03 %","   .09 %","   .03 %","   .19 %"
"2021-04-20","   .15 %","   .02 %","","   .10 %","   .13 %","   .17 %","","   .29 %"
"2021-04-22","   .15 %","   .07 %","   .15 %","   .47 %","   .10 %","   .28 %","   .22 %","   .90 %"
"2021-04-23","   .08 %","   .02 %","","   .03 %","   .03 %","   .04 %","   .10 %","   .22 %"
"2021-04-24","   .10 %","   .14 %","   .51 %","   .43 %","   .03 %","   .13 %","   .16 %","   .61 %"
"2021-04-25","   .05 %","   .05 %","   .36 %","   .13 %","   .10 %","   .09 %","   .03 %","   .57 %"
"2021-04-26","   .15 %","   .14 %","   .05 %","   .30 %","   .13 %","   .11 %","   .26 %","   .44 %"
"2021-04-27","   .10 %","   .07 %","   .30 %","   .03 %","   .13 %","   .19 %","   .10 %","   .59 %"
"2021-04-28","   .05 %","   .05 %","   .10 %","   .13 %","   .07 %","   .21 %","   .22 %","   .69 %"
"2021-04-29","   .48 %","   .11 %","","   .36 %","   .10 %","   .21 %","   .63 %","   .71 %"
"2021-04-30","   .15 %","   .16 %","   .10 %","   .10 %","   .26 %","   .19 %","   .19 %","   .72 %"
"2021-05-01","   .23 %","   .07 %","   .05 %","  1.01 %","   .19 %","   .17 %","   .31 %","   .75 %"
"2021-05-02","   .15 %","   .34 %","   .25 %","   .61 %","   .32 %","   .30 %","   .88 %","  1.06 %"
"2021-05-03","   .08 %","   .13 %","","   .83 %","   .06 %","   .21 %","   .22 %","   .56 %"
"2021-05-04","   .38 %","   .11 %","   .25 %","   .86 %","   .42 %","   .38 %","   .50 %","  1.20 %"
"2021-05-05","   .18 %","   .13 %","   .40 %","   .98 %","   .22 %","   .17 %","   .15 %","  1.16 %"
