"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-07-15","15","3","40","15","2","4","11","","","23","11","8","1","1","","","1","17","48","","",""
"2020-07-16","17","3","45","16","2","4","11","1","","23","13","8","","1","","","1","17","54","","",""
"2020-07-17","17","4","45","17","","4","11","1","","23","13","10","1","1","","","1","18","58","","",""
"2020-07-18","18","5","45","18","2","4","11","1","","24","13","11","1","1","","","1","18","58","","",""
"2020-07-19","18","5","47","19","2","4","11","1","","24","13","12","","2","","","","19","60","","",""
"2020-07-20","18","5","50","19","2","4","12","1","","24","15","14","1","2","","","1","19","62","","",""
"2020-07-21","18","5","52","19","2","4","12","1","","25","15","14","1","2","","","1","19","68","","",""
"2020-07-22","19","7","54","20","2","5","12","1","","26","15","14","1","2","","","1","19","70","","",""
"2020-07-23","19","7","57","20","2","5","12","1","","26","16","15","1","2","","","1","19","74","","",""
"2020-07-24","21","7","59","20","2","","13","1","","26","16","16","1","2","","","1","20","81","","",""
"2020-07-25","21","8","60","21","2","6","14","1","","26","16","16","1","2","","","1","20","85","","",""
"2020-07-26","21","9","60","22","2","6","15","1","","26","17","17","1","2","","","1","20","87","","",""
"2020-07-27","21","9","60","23","2","6","15","1","","26","17","19","1","2","","","1","20","93","","",""
"2020-07-28","21","10","61","24","2","6","15","1","","27","20","19","1","2","1","","1","20","97","","",""
"2020-07-29","24","12","64","25","2","6","16","1","","27","20","19","1","2","1","","1","20","102","","",""
"2020-07-30","24","12","65","26","2","6","17","","","28","20","19","1","2","1","","1","23","112","","",""
"2020-07-31","24","13","65","27","","6","19","1","","28","20","20","1","2","1","","1","23","119","","",""
"2020-08-01","24","13","67","28","2","6","19","1","","28","21","21","1","2","1","","1","23","125","","",""
"2020-08-02","24","14","68","28","2","6","19","1","","29","21","22","1","2","1","","1","23","129","","",""
"2020-08-03","26","14","69","28","2","7","21","1","","29","21","22","1","2","1","","1","23","134","","",""
"2020-08-04","26","15","70","31","2","7","21","1","","29","21","24","1","2","1","","1","23","137","","",""
"2020-08-05","28","16","70","33","2","7","21","1","","29","21","24","1","2","","","1","23","140","","1",""
"2020-08-06","28","16","70","33","","7","23","1","","29","21","27","1","3","1","","1","24","143","","1",""
"2020-08-07","30","17","74","34","2","7","23","1","","29","23","27","1","3","1","","1","24","146","","1",""
"2020-08-08","32","17","76","34","2","7","23","1","","29","25","29","1","3","1","","1","24","148","","1",""
"2020-08-09","33","18","79","35","2","7","24","1","","30","26","30","1","3","1","","1","24","151","","1",""
"2020-08-10","33","18","79","35","2","8","24","1","","31","27","31","1","3","1","","1","24","153","","1",""
"2020-08-11","35","18","80","36","2","9","26","1","","31","28","32","1","3","1","","1","24","156","","1",""
"2020-08-12","35","18","82","36","2","10","26","1","","31","30","32","1","3","1","","1","24","159","","1",""
"2020-08-13","35","18","83","38","2","11","27","1","","31","31","33","2","3","1","","1","24","162","","1",""
"2020-08-14","37","18","83","38","2","11","27","1","","31","32","35","2","3","1","","1","24","168","","1",""
"2020-08-15","37","18","84","38","2","12","29","1","","31","33","35","2","3","1","","1","24","170","","1",""
"2020-08-16","38","20","85","40","2","13","29","1","","31","33","40","2","3","1","","1","25","172","","1",""
"2020-08-17","39","22","85","41","2","14","29","1","","31","33","40","2","3","","","1","25","173","","1",""
"2020-08-18","43","22","85","44","2","14","29","1","","31","36","40","2","3","1","","1","25","176","","1",""
"2020-08-19","43","22","86","45","2","14","29","1","","31","39","40","2","3","1","","1","26","181","","1",""
"2020-08-20","43","22","87","46","2","14","29","1","","31","39","41","2","3","1","","1","26","184","","1",""
"2020-08-21","44","22","90","50","2","14","29","1","","31","40","42","2","3","1","","1","27","188","","1",""
"2020-08-22","45","23","90","52","2","14","30","1","1","31","41","43","3","3","","","2","27","193","","1",""
"2020-08-23","45","23","93","53","2","16","32","1","","31","41","43","3","3","1","","2","27","194","","1",""
"2020-08-24","45","24","95","53","2","16","32","1","1","31","42","44","3","3","1","","2","27","196","","1",""
"2020-08-25","46","24","95","54","2","18","34","2","1","31","44","46","3","3","1","","2","27","199","","1",""
"2020-08-26","47","24","96","55","2","19","37","2","1","31","45","47","3","4","1","","2","28","207","","1",""
"2020-08-27","48","24","96","57","2","19","38","3","1","33","45","48","3","5","","","2","28","212","","1",""
"2020-08-28","49","25","96","58","2","19","38","3","1","35","45","48","3","5","1","","2","28","214","","1",""
"2020-08-29","49","25","96","58","3","20","39","3","1","35","46","48","4","5","1","","2","28","216","","1",""
"2020-08-30","49","25","97","60","3","21","42","3","1","35","46","48","4","5","1","","2","28","218","","1",""
"2020-08-31","50","25","97","60","4","21","44","3","1","35","48","49","4","5","1","","2","28","220","","1",""
"2020-09-01","50","26","97","62","4","21","47","3","1","35","48","54","4","5","1","","3","28","222","","1",""
"2020-09-02","51","26","97","62","4","24","50","4","1","37","49","55","4","5","1","","3","28","224","","2",""
"2020-09-03","52","26","98","64","4","24","52","5","1","37","50","55","4","5","1","","3","28","227","","2",""
"2020-09-04","52","26","100","64","5","24","54","5","1","37","53","56","4","5","1","","3","28","230","","2",""
"2020-09-05","52","26","101","64","5","25","59","8","1","37","54","56","5","5","1","","3","28","232","","3",""
"2020-09-06","52","26","101","65","5","25","63","9","1","38","54","57","5","6","1","","4","28","236","","3",""
"2020-09-07","52","26","103","66","6","25","67","10","1","39","54","59","5","7","1","","4","29","239","","3",""
"2020-09-08","52","26","104","66","8","25","68","10","1","40","55","60","6","10","1","","5","29","241","","3",""
"2020-09-09","53","27","106","66","8","25","73","11","1","40","56","60","6","12","1","2","5","29","243","","3",""
"2020-09-10","53","27","107","68","9","25","75","11","1","40","56","60","6","14","1","3","7","29","245","","3",""
"2020-09-11","53","27","108","69","9","25","81","11","1","40","56","60","6","14","1","3","7","29","246","","3",""
"2020-09-12","53","28","109","70","9","25","85","11","1","40","56","60","6","15","1","3","8","29","247","","3",""
"2020-09-13","54","28","110","71","9","25","88","12","2","40","56","60","6","18","1","3","8","29","250","","3",""
"2020-09-14","54","29","110","73","13","26","92","12","3","40","57","62","6","18","1","3","8","29","251","","3",""
"2020-09-15","54","29","111","73","15","26","99","13","3","40","58","62","6","18","3","3","8","29","254","","5",""
"2020-09-16","54","30","111","74","15","26","106","13","3","41","60","62","6","19","4","3","9","30","255","","6",""
"2020-09-17","54","30","111","74","15","26","117","13","3","42","60","62","6","19","4","4","10","30","259","","7",""
"2020-09-18","54","31","111","75","17","26","120","14","3","43","60","63","7","20","5","4","10","30","260","","8",""
"2020-09-19","55","32","112","76","17","26","131","14","3","43","61","63","8","21","6","4","10","30","262","","8",""
"2020-09-20","56","34","113","76","18","26","134","15","5","43","61","63","8","22","6","4","10","30","263","","9",""
"2020-09-21","59","34","113","78","20","26","138","15","5","43","61","63","9","26","6","5","12","30","267","","9",""
"2020-09-22","62","34","115","78","22","26","143","15","5","43","63","63","9","26","6","5","12","30","271","","9",""
"2020-09-23","62","34","115","80","24","26","146","17","6","43","64","64","9","28","8","5","16","30","271","","9",""
"2020-09-24","62","34","118","80","24","26","154","19","6","43","64","64","9","30","8","5","18","30","276","","9",""
"2020-09-25","62","34","118","80","25","27","159","20","6","43","65","67","10","30","8","5","19","31","280","2","9",""
"2020-09-26","62","36","118","81","26","28","164","21","7","43","65","67","12","30","8","5","19","31","284","","11",""
"2020-09-27","62","36","119","81","26","28","167","21","7","43","66","67","12","30","8","5","19","31","286","","11",""
"2020-09-28","62","37","119","81","27","28","174","21","7","43","66","68","12","30","9","5","20","32","286","","12",""
"2020-09-29","63","37","121","82","27","28","180","21","7","43","67","68","12","31","10","5","20","32","288","","15",""
"2020-09-30","65","37","121","82","28","29","184","22","7","43","67","68","15","32","10","6","20","32","291","","15",""
"2020-10-01","66","37","121","84","31","29","192","22","7","43","67","69","16","32","10","","21","32","291","","15",""
"2020-10-02","66","37","121","85","32","29","196","24","7","43","67","69","16","32","10","6","22","32","294","","17",""
"2020-10-03","66","38","121","86","33","29","200","25","9","43","68","70","16","35","10","6","22","32","298","","17",""
"2020-10-04","67","39","121","87","33","29","203","26","9","43","68","70","16","36","10","6","22","32","300","","18",""
"2020-10-05","67","40","122","88","34","29","203","26","10","43","68","70","17","37","11","6","22","32","302","","18",""
"2020-10-06","69","40","122","88","36","30","206","28","11","43","69","70","17","37","11","6","22","32","306","","18",""
"2020-10-07","69","40","123","88","37","30","209","28","11","43","70","72","17","39","11","6","23","32","309","","18",""
"2020-10-08","69","41","123","89","38","30","212","28","11","43","70","72","18","39","11","6","24","32","309","","19",""
"2020-10-09","69","41","124","89","38","30","219","29","11","43","70","72","20","41","11","6","24","32","311","","19",""
"2020-10-10","69","41","125","89","38","30","221","29","11","43","70","72","20","42","11","6","24","32","314","","19",""
"2020-10-11","69","41","127","89","39","30","222","29","11","43","70","73","21","43","11","6","24","32","315","","20",""
"2020-10-12","70","42","127","89","40","30","225","29","11","43","70","74","22","43","11","","24","32","318","","20",""
"2020-10-13","70","42","129","90","40","30","227","29","11","43","70","74","22","44","11","6","24","32","319","","20",""
"2020-10-14","70","42","129","90","40","30","230","29","11","43","70","74","22","45","11","6","24","33","324","","22",""
"2020-10-15","70","42","130","90","40","30","232","29","11","43","70","75","22","45","11","6","24","33","326","","22",""
"2020-10-16","70","42","131","90","40","30","236","29","11","43","71","75","22","45","11","7","24","33","327","","22",""
"2020-10-17","70","42","132","90","41","30","236","29","14","43","71","76","22","45","11","7","24","33","327","","22",""
"2020-10-18","70","42","132","90","42","30","237","30","14","43","71","76","22","45","11","7","24","33","331","","",""
"2020-10-19","71","42","132","90","42","30","237","30","14","45","71","77","22","45","12","7","25","34","332","","23",""
"2020-10-20","71","42","133","90","42","30","239","30","14","46","71","78","22","45","12","7","25","35","334","","24",""
"2020-10-21","71","42","134","90","42","30","240","30","14","46","71","79","22","45","12","7","25","35","336","","24",""
"2020-10-22","71","43","134","91","43","31","243","30","14","46","71","79","22","45","12","7","25","35","339","","24",""
"2020-10-23","73","45","135","91","43","32","246","30","14","46","71","79","22","45","12","7","25","35","341","","25",""
"2020-10-24","74","45","135","91","44","32","248","30","14","46","71","79","22","45","12","7","25","35","343","","25",""
"2020-10-25","74","45","138","92","44","32","249","30","14","46","71","80","22","46","13","7","25","35","343","","25",""
"2020-10-26","74","45","140","92","45","32","249","30","","46","71","80","22","46","13","7","25","35","345","","26",""
"2020-10-27","74","46","140","92","45","32","251","30","14","46","72","80","22","46","13","8","25","35","346","","27",""
"2020-10-28","74","46","140","92","45","32","253","31","14","46","72","80","22","46","13","8","25","35","347","","27",""
"2020-10-29","74","46","141","94","45","32","254","31","14","46","72","80","22","47","13","8","25","35","351","","29",""
"2020-10-30","74","46","142","94","46","32","255","31","14","46","73","80","22","47","13","8","25","35","352","","29",""
"2020-10-31","74","46","142","94","46","32","257","31","14","46","73","81","22","47","13","8","25","35","356","","29",""
"2020-11-01","74","46","142","94","46","33","258","31","14","46","73","82","22","47","13","8","25","35","357","","29",""
"2020-11-02","74","46","143","94","46","33","259","31","15","47","73","83","22","47","14","8","25","35","359","","29",""
"2020-11-03","74","46","143","94","47","34","260","31","15","48","73","83","22","48","15","8","25","35","365","","29",""
"2020-11-04","74","46","144","94","48","34","264","32","15","48","73","83","22","48","16","8","25","35","366","","29",""
"2020-11-05","75","46","144","94","48","34","265","32","15","48","73","83","22","48","17","8","25","35","369","","29",""
"2020-11-06","75","46","144","94","48","35","265","33","15","48","73","83","22","48","18","8","25","35","372","","29",""
"2020-11-07","75","46","146","95","48","35","266","33","15","48","73","83","22","48","18","8","25","35","373","","29",""
"2020-11-08","75","46","146","95","48","35","269","33","15","48","74","83","22","48","18","8","25","35","374","","29",""
"2020-11-09","75","46","147","95","48","35","270","33","15","48","75","83","22","48","18","8","25","35","380","","29",""
"2020-11-10","75","48","148","95","48","35","271","33","15","48","75","84","22","48","18","8","25","35","382","","29",""
"2020-11-11","75","48","150","95","49","35","273","33","15","48","76","84","22","48","18","8","25","35","384","","30",""
"2020-11-12","75","48","152","95","49","35","275","33","16","48","77","84","22","48","18","8","25","35","386","","30",""
"2020-11-13","75","48","152","95","50","36","276","33","16","48","77","84","22","48","18","8","25","36","388","","32",""
"2020-11-14","75","48","154","96","50","36","276","33","16","48","78","84","22","48","18","8","25","36","390","","32",""
"2020-11-15","75","48","154","96","50","36","280","33","16","48","78","84","22","48","18","8","25","36","395","","32",""
"2020-11-16","75","48","154","97","50","36","283","33","16","48","78","85","22","48","18","8","25","36","398","","32",""
"2020-11-17","76","49","155","97","50","37","283","34","16","48","78","85","22","48","18","8","26","36","398","","33",""
"2020-11-18","76","49","156","98","52","37","285","34","16","48","78","86","22","48","18","8","26","36","400","","33",""
"2020-11-19","76","49","156","98","52","37","285","35","16","48","79","86","22","49","18","9","26","36","401","","33",""
"2020-11-20","77","49","156","98","52","37","287","35","16","48","80","86","22","49","18","9","26","36","401","","33",""
"2020-11-21","77","50","156","98","52","37","287","35","16","48","80","86","22","49","18","9","26","36","401","","34",""
"2020-11-22","77","51","156","98","52","37","289","35","16","48","80","86","22","49","18","9","26","36","402","","37",""
"2020-11-23","77","51","156","99","52","37","291","35","16","49","81","86","22","49","18","9","28","36","404","","40",""
"2020-11-24","77","51","157","99","53","37","292","35","16","50","81","86","22","49","18","9","29","37","407","","41",""
"2020-11-25","77","51","157","99","53","37","292","36","16","50","82","86","22","49","18","9","31","37","412","","44",""
"2020-11-26","77","51","158","99","53","37","294","36","16","50","82","86","22","49","18","9","31","37","414","","44",""
"2020-11-27","78","51","158","100","55","37","296","36","16","50","82","86","22","49","18","9","31","37","415","","45",""
"2020-11-28","78","51","159","100","56","38","297","36","16","50","82","86","22","49","18","9","31","37","415","","45",""
"2020-11-29","78","51","160","100","56","38","298","36","16","50","83","86","22","49","18","9","31","37","415","","47",""
"2020-11-30","78","52","160","101","56","38","300","37","18","51","83","86","22","49","18","","32","","415","","47",""
"2020-12-01","79","52","160","101","56","38","302","39","18","51","83","86","22","49","18","9","32","37","417","","48",""
"2020-12-26","79","53","160","101","57","38","304","39","","51","83","86","23","49","18","9","32","37","418","","48",""
"2020-12-27","79","53","160","101","57","38","305","39","18","","83","86","","49","18","9","32","37","419","","48",""
"2020-12-28","79","53","161","102","","38","306","39","","51","84","86","23","49","","","32","38","420","","48",""
"2020-12-29","79","53","161","102","58","38","306","39","18","51","84","86","23","49","18","10","32","38","422","","48",""
"2020-12-30","79","53","161","102","58","38","307","39","","51","84","86","23","49","18","10","32","38","422","","48",""
"2020-12-31","79","53","161","102","59","38","307","40","18","51","84","86","23","49","18","10","32","","423","","48",""
"2021-01-01","79","53","161","102","59","38","307","40","18","51","84","86","24","49","","10","32","38","423","","48",""
"2021-01-02","79","53","161","103","59","38","307","40","18","51","84","86","24","49","18","","32","38","423","","48",""
"2021-01-03","79","53","161","103","59","38","307","40","18","51","84","86","24","49","18","","33","38","423","","48",""
"2021-01-04","79","53","161","104","","39","309","40","18","51","84","86","24","49","18","10","33","39","423","","48",""
"2021-01-05","79","53","161","104","59","39","313","40","19","","85","86","24","49","18","","33","","423","","48",""
"2021-01-06","80","53","161","104","59","40","313","40","19","51","86","86","24","49","18","","33","39","423","","48",""
"2021-01-07","80","53","161","104","59","41","314","40","","51","86","86","","49","","","33","39","424","","48",""
"2021-01-08","80","54","","105","59","41","315","40","","51","86","86","24","50","18","10","33","39","424","","48",""
"2021-01-09","80","54","161","105","59","41","316","41","19","51","86","86","","50","","10","33","","424","","48",""
"2021-01-10","80","54","161","105","59","41","316","41","","","87","86","24","50","","","33","39","424","","",""
"2021-01-11","80","54","161","105","","41","317","41","19","51","87","86","24","50","18","","33","39","424","","48",""
"2021-01-12","80","54","161","105","59","41","317","41","","51","87","86","24","50","18","10","33","39","425","","48",""
"2021-01-13","80","54","161","105","59","41","317","41","","51","87","86","","50","","","33","39","425","","48",""
"2021-01-14","80","54","161","107","59","41","317","41","","51","87","86","","50","18","","33","39","426","","48",""
"2021-01-15","80","54","161","108","","41","319","42","","52","87","86","24","50","18","","33","39","426","","48",""
"2021-01-16","80","54","161","109","59","41","319","42","","52","87","86","24","50","18","","33","39","426","","48",""
"2021-01-17","80","54","161","109","","41","319","42","","52","87","86","24","50","18","","33","39","426","","48",""
"2021-01-18","80","54","161","109","59","41","319","42","19","52","87","86","","50","","10","34","39","426","","48",""
"2021-01-19","80","54","162","109","59","41","319","42","19","52","87","86","24","","18","","34","39","426","","48",""
"2021-01-20","80","54","162","109","59","","319","42","","52","87","86","24","50","","10","34","39","426","","48",""
"2021-01-21","80","54","162","109","","41","320","42","19","52","87","86","","50","","","34","39","426","","48",""
"2021-01-22","80","54","162","111","59","41","322","","","52","87","86","24","50","18","","34","","426","","48",""
"2021-01-23","80","54","162","111","","41","322","","","52","88","86","","50","","","","39","426","","48",""
"2021-01-24","80","54","162","111","59","41","322","42","","52","88","86","24","50","","10","","39","426","","48",""
"2021-01-25","80","54","162","111","","41","322","42","","52","88","86","","","18","","","39","426","","48",""
"2021-01-26","80","54","162","111","","41","322","42","19","52","88","86","24","","","10","","39","427","","48",""
"2021-01-27","80","","163","111","","41","322","42","","52","88","86","","","","","34","39","427","","48",""
"2021-01-28","80","54","163","111","","41","322","43","","52","88","86","24","50","","","34","39","427","","",""
"2021-01-29","81","54","163","111","59","41","322","","","52","88","","24","","","","34","39","427","","48",""
"2021-01-30","81","54","163","111","59","41","323","","19","52","88","86","24","","","10","","39","429","","48",""
"2021-01-31","81","54","163","111","59","41","323","","19","52","88","86","24","50","18","","","","429","","48",""
"2021-02-01","81","54","163","111","","41","323","","","52","88","86","","","18","","","39","429","","",""
"2021-02-02","81","54","163","112","","41","323","","","52","88","86","24","50","","","34","39","430","","48",""
"2021-02-03","82","54","163","112","","41","323","44","","","88","86","24","50","","","34","","431","","48",""
