"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-06-17","   .80 %","   .20 %","   .36 %","   .27 %","   .54 %","   .75 %","   .14 %","   .41 %","   .09 %","   .29 %","   .27 %","   .19 %","   .33 %","   .22 %","   .23 %","   .12 %","   .68 %","   .19 %","   .41 %"," -7.85 %","  -.04 %","   .10 %"
"2020-06-18","   .86 %","   .15 %","   .36 %","   .21 %","   .33 %","   .70 %","   .18 %","   .30 %","   .10 %","   .21 %","   .25 %","   .20 %","   .25 %","   .25 %","   .28 %","   .11 %","   .87 %","   .13 %","   .30 %"," -4.44 %","  -.04 %","   .05 %"
"2020-06-19","  1.02 %","   .16 %","   .43 %","   .20 %","   .30 %","   .75 %","   .18 %","   .30 %","   .08 %","   .21 %","   .30 %","   .16 %","   .31 %","   .30 %","   .30 %","   .12 %","  1.08 %","   .16 %","   .38 %"," -2.76 %","  -.04 %","   .12 %"
"2020-06-20","  1.11 %","   .16 %","   .41 %","   .26 %","   .97 %","   .70 %","   .17 %","   .34 %","   .09 %","   .23 %","   .32 %","   .16 %","   .37 %","   .30 %","   .33 %","   .10 %","  1.11 %","   .18 %","   .43 %"," -3.12 %","  -.01 %","   .15 %"
"2020-06-21","  1.25 %","   .12 %","   .38 %","   .27 %","   .22 %","   .86 %","   .18 %","   .36 %","   .04 %","   .23 %","   .43 %","   .16 %","   .35 %","   .30 %","   .31 %","   .13 %","  1.08 %","   .19 %","   .50 %"," -7.14 %","   .00 %","   .18 %"
"2020-06-22","  1.29 %","   .11 %","   .45 %","   .30 %","   .31 %","   .94 %","   .17 %","   .35 %","   .08 %","   .21 %","   .42 %","   .13 %","   .36 %","   .27 %","   .29 %","   .11 %","   .79 %","   .16 %","   .28 %","-11.95 %","   .03 %","   .20 %"
"2020-06-23","  1.26 %","   .13 %","   .41 %","   .29 %","   .43 %","   .99 %","   .10 %","   .42 %","   .07 %","   .25 %","   .39 %","   .11 %","   .38 %","   .22 %","   .24 %","   .11 %","   .43 %","   .13 %","   .20 %","  6.28 %","   .05 %","   .26 %"
"2020-06-24","  1.14 %","   .14 %","   .35 %","   .27 %","   .48 %","  1.00 %","   .09 %","   .37 %","   .08 %","   .27 %","   .29 %","   .09 %","   .30 %","   .13 %","   .22 %","   .08 %","   .13 %","   .10 %","   .18 %","  1.23 %","   .05 %","   .21 %"
"2020-06-25","  1.11 %","   .18 %","   .36 %","   .27 %","  -.02 %","   .88 %","   .11 %","   .49 %","  -.52 %","   .23 %","   .28 %","   .09 %","   .23 %","  -.01 %","   .20 %","   .10 %","   .08 %","   .09 %","  -.54 %"," ##.## %","   .04 %","   .21 %"
"2020-06-26","   .79 %","   .27 %","   .27 %","   .31 %","   .52 %","   .54 %","   .12 %","   .51 %","  -.51 %","   .21 %","   .21 %","   .10 %","   .26 %","  -.00 %","   .23 %","   .09 %","   .11 %","   .07 %","  -.57 %"," ##.## %","   .04 %","   .15 %"
"2020-06-27","   .72 %","   .25 %","   .31 %","   .35 %","   .37 %","   .41 %","   .13 %","   .61 %","  -.52 %","   .09 %","   .18 %","   .13 %","   .26 %","  -.01 %","   .22 %","   .11 %","   .08 %","   .09 %","  -.59 %"," ##.## %","   .02 %","   .15 %"
"2020-06-28","   .64 %","   .30 %","   .31 %","   .34 %","  1.08 %","   .33 %","   .13 %","   .54 %","  -.50 %","   .23 %","   .17 %","   .15 %","   .24 %","   .01 %","   .22 %","   .09 %","   .11 %","   .16 %","  -.50 %"," ##.## %","   .03 %","   .11 %"
"2020-06-29","   .53 %","   .29 %","   .29 %","   .31 %","   .45 %","   .26 %","   .12 %","   .52 %","  -.51 %","   .23 %","   .16 %","   .15 %","   .23 %","   .03 %","   .19 %","   .10 %","   .32 %","   .16 %","  -.55 %"," ##.## %","   .06 %","   .13 %"
"2020-06-30","   .54 %","   .27 %","   .33 %","   .29 %","  1.03 %","   .31 %","   .13 %","   .47 %","   .07 %","   .28 %","   .17 %","   .18 %","   .24 %","   .16 %","   .22 %","   .07 %","   .45 %","   .17 %","   .15 %"," -1.85 %","   .06 %","   .15 %"
"2020-07-01","   .47 %","   .19 %","   .38 %","   .34 %","   .22 %","   .37 %","   .11 %","   .51 %","   .06 %","   .30 %","   .14 %","   .17 %","   .23 %","   .18 %","   .19 %","   .06 %","   .63 %","   .21 %","   .20 %"," -1.68 %","   .03 %","   .26 %"
"2020-07-02","   .53 %","   .21 %","   .37 %","   .35 %","   .28 %","   .37 %","   .12 %","   .49 %","   .06 %","   .34 %","   .19 %","   .15 %","   .28 %","   .18 %","   .18 %","   .06 %","   .63 %","   .29 %","   .24 %","  -.66 %","   .05 %","   .26 %"
"2020-07-03","   .59 %","   .18 %","   .39 %","   .37 %","  -.46 %","   .38 %","   .13 %","   .48 %","   .08 %","   .20 %","   .22 %","   .14 %","   .31 %","   .18 %","   .20 %","   .07 %","   .99 %","   .25 %","   .17 %","   .24 %","   .06 %","   .29 %"
"2020-07-04","   .56 %","   .19 %","   .39 %","   .37 %","   .11 %","   .40 %","   .14 %","   .52 %","   .11 %","   .20 %","   .24 %","   .16 %","   .35 %","   .19 %","   .22 %","   .08 %","   .90 %","   .29 %","   .33 %","  1.34 %","   .08 %","   .31 %"
"2020-07-05","   .51 %","   .21 %","   .36 %","   .44 %","  -.64 %","   .36 %","   .14 %","   .51 %","   .14 %","   .15 %","   .21 %","   .12 %","   .36 %","   .21 %","   .19 %","   .09 %","   .87 %","   .28 %","   .28 %","  1.33 %","   .08 %","   .32 %"
"2020-07-06","   .49 %","   .22 %","   .34 %","   .35 %","   .22 %","   .27 %","   .13 %","   .46 %","   .16 %","   .17 %","   .18 %","   .16 %","   .34 %","   .19 %","   .18 %","   .08 %","   .69 %","   .25 %","   .23 %","  1.59 %","   .06 %","   .22 %"
"2020-07-07","   .43 %","   .21 %","   .28 %","   .35 %","   .20 %","   .25 %","   .12 %","   .46 %","   .15 %","   .13 %","   .16 %","   .13 %","   .29 %","   .16 %","   .22 %","   .06 %","   .71 %","   .13 %","   .27 %","   .32 %","   .07 %","   .24 %"
"2020-07-08","   .26 %","   .20 %","   .26 %","   .41 %","   .11 %","   .21 %","   .08 %","   .54 %","   .12 %","   .11 %","   .10 %","   .09 %","   .25 %","   .19 %","   .18 %","   .06 %","   .35 %","   .13 %","   .33 %","  -.03 %","   .03 %","   .26 %"
"2020-07-09","   .34 %","   .21 %","   .28 %","   .44 %","   .22 %","   .18 %","   .07 %","   .50 %","   .10 %","   .13 %","   .10 %","   .06 %","   .21 %","   .19 %","   .19 %","   .07 %","   .35 %","   .10 %","   .16 %","  -.39 %","   .03 %","   .19 %"
"2020-07-10","   .35 %","   .21 %","   .26 %","   .40 %","   .28 %","   .17 %","   .07 %","   .50 %","   .08 %","   .15 %","   .09 %","   .11 %","   .21 %","   .19 %","   .15 %","   .09 %","   .25 %","   .15 %","   .20 %","  -.51 %","   .01 %","   .14 %"
"2020-07-11","   .35 %","   .19 %","   .31 %","   .46 %","   .33 %","   .17 %","   .10 %","   .62 %","   .10 %","   .07 %","   .09 %","   .07 %","   .25 %","   .20 %","   .18 %","   .10 %","   .20 %","   .22 %","   .23 %"," -1.40 %","   .05 %","   .13 %"
"2020-07-12","   .36 %","   .20 %","   .30 %","   .41 %","   .33 %","   .14 %","   .09 %","   .64 %","   .11 %","   .07 %","   .08 %","   .08 %","   .29 %","   .21 %","   .17 %","   .11 %","   .20 %","   .28 %","   .25 %","  -.47 %","   .06 %","   .11 %"
"2020-07-13","   .41 %","   .16 %","   .28 %","   .37 %","   .41 %","   .17 %","   .13 %","   .54 %","   .12 %","   .06 %","   .11 %","   .12 %","   .32 %","   .16 %","   .15 %","   .12 %","   .17 %","   .27 %","   .18 %","   .02 %","   .09 %","   .05 %"
"2020-07-14","   .47 %","   .14 %","   .36 %","   .38 %","   .47 %","   .20 %","   .14 %","   .67 %","   .16 %","   .02 %","   .11 %","   .16 %","   .36 %","   .17 %","   .19 %","   .12 %","   .17 %","   .34 %","   .21 %","  -.62 %","   .09 %","   .09 %"
"2020-07-15","   .48 %","   .10 %","   .32 %","   .37 %","   .49 %","   .16 %","   .15 %","   .62 %","   .17 %","   .04 %","   .11 %","   .13 %","   .42 %","   .15 %","   .22 %","   .11 %","   .22 %","   .33 %","   .24 %","  -.65 %","   .12 %","   .08 %"
"2020-07-16","   .51 %","   .10 %","   .26 %","   .30 %","   .41 %","   .17 %","   .14 %","   .50 %","   .16 %","   .07 %","   .13 %","   .14 %","   .40 %","   .13 %","   .20 %","   .12 %","   .22 %","   .24 %","   .26 %","  -.33 %","   .12 %","   .08 %"
"2020-07-17","   .47 %","   .10 %","   .16 %","   .26 %","   .46 %","   .15 %","   .11 %","   .36 %","   .13 %","   .09 %","   .10 %","   .15 %","   .32 %","   .10 %","   .20 %","   .11 %","   .22 %","   .19 %","   .18 %"," -1.07 %","   .05 %","   .11 %"
"2020-07-18","   .56 %","   .09 %","   .21 %","   .26 %","   .51 %","   .12 %","   .07 %","   .40 %","   .13 %","   .13 %","   .13 %","   .13 %","   .28 %","   .12 %","   .23 %","   .10 %","   .37 %","   .21 %","   .21 %","   .34 %","   .03 %","   .13 %"
"2020-07-19","   .45 %","   .07 %","   .11 %","   .21 %","   .38 %","   .08 %","   .05 %","   .26 %","   .06 %","   .09 %","   .05 %","   .08 %","   .24 %","   .11 %","   .16 %","   .07 %","   .32 %","   .12 %","   .21 %","   .95 %","  -.03 %","   .14 %"
"2020-07-20","   .43 %","   .11 %","   .11 %","   .18 %","   .35 %","   .07 %","   .02 %","   .23 %","   .05 %","   .04 %","   .03 %","   .06 %","   .14 %","   .12 %","   .13 %","   .05 %","   .24 %","   .04 %","   .23 %","   .20 %","  -.06 %","   .20 %"
"2020-07-21","   .44 %","   .10 %","   .18 %","   .21 %","   .35 %","   .10 %","   .04 %","   .33 %","   .03 %","   .05 %","   .03 %","   .02 %","   .12 %","   .17 %","   .17 %","   .04 %","   .36 %","   .05 %","   .19 %","  1.65 %","  -.06 %","   .28 %"
"2020-07-22","   .48 %","   .13 %","   .26 %","   .25 %","   .34 %","   .14 %","   .06 %","   .44 %","   .04 %","   .05 %","   .08 %","   .25 %","   .17 %","   .21 %","   .28 %","   .05 %","   .41 %","   .08 %","   .26 %","  1.67 %","  -.23 %","   .36 %"
"2020-07-23","   .38 %","   .15 %","   .23 %","   .23 %","   .40 %","   .16 %","   .10 %","   .52 %","   .03 %","   .02 %","   .06 %","   .31 %","   .20 %","   .18 %","   .27 %","   .05 %","   .31 %","   .09 %","   .26 %","   .20 %","  -.30 %","   .36 %"
"2020-07-24","   .46 %","   .18 %","   .33 %","   .31 %","   .58 %","   .21 %","   .13 %","   .67 %","   .07 %","   .24 %","   .14 %","   .37 %","   .27 %","   .22 %","   .34 %","   .09 %","   .43 %","   .16 %","   .29 %","   .08 %","  -.23 %","   .40 %"
"2020-07-25","   .61 %","   .16 %","   .43 %","   .46 %","   .60 %","   .25 %","   .15 %","   .81 %","   .07 %","   .27 %","   .18 %","   .40 %","   .31 %","   .24 %","   .43 %","   .12 %","   .57 %","   .20 %","   .33 %","   .94 %","  -.22 %","   .43 %"
"2020-07-26","   .61 %","   .17 %","   .42 %","   .55 %","   .73 %","   .25 %","   .16 %","   .79 %","   .10 %","   .34 %","   .20 %","   .44 %","   .36 %","   .21 %","   .43 %","   .15 %","   .45 %","   .23 %","   .38 %","   .56 %","  -.19 %","   .40 %"
"2020-07-27","   .69 %","   .18 %","   .55 %","   .61 %","   .98 %","   .31 %","   .17 %","   .80 %","   .11 %","   .36 %","   .19 %","   .20 %","   .38 %","   .19 %","   .36 %","   .15 %","   .42 %","   .22 %","   .46 %","   .57 %","   .03 %","   .31 %"
"2020-07-28","   .80 %","   .21 %","   .65 %","   .64 %","   .85 %","   .42 %","   .18 %","   .72 %","   .11 %","   .38 %","   .25 %","   .16 %","   .41 %","   .21 %","   .43 %","   .16 %","   .54 %","   .24 %","   .43 %","   .29 %","   .14 %","   .38 %"
"2020-07-29","   .83 %","   .23 %","   .67 %","   .68 %","   .66 %","   .45 %","   .21 %","   .66 %","   .12 %","   .21 %","   .27 %","   .16 %","   .39 %","   .19 %","   .42 %","   .15 %","   .40 %","   .22 %","   .41 %"," -5.44 %","   .14 %","   .38 %"
"2020-07-30","   .67 %","   .22 %","   .59 %","   .53 %","   .58 %","   .42 %","   .18 %","   .58 %","   .11 %","   .18 %","   .25 %","   .13 %","   .37 %","   .16 %","   .36 %","   .13 %","   .28 %","   .19 %","   .34 %","   .83 %","   .15 %","   .27 %"
"2020-07-31","   .72 %","   .24 %","   .66 %","   .52 %","   .45 %","   .56 %","   .18 %","   .60 %","   .12 %","   .18 %","   .26 %","   .16 %","   .40 %","   .20 %","   .40 %","   .13 %","   .21 %","   .18 %","   .28 %","   .10 %","   .20 %","   .26 %"
"2020-08-01","   .66 %","   .21 %","   .60 %","   .50 %","   .22 %","   .53 %","   .18 %","   .62 %","   .11 %","   .25 %","   .23 %","   .16 %","   .37 %","   .19 %","   .39 %","   .16 %","   .23 %","   .18 %","   .23 %","   .51 %","   .21 %","   .21 %"
"2020-08-02","   .58 %","   .18 %","   .51 %","   .46 %","   .25 %","   .46 %","   .15 %","   .65 %","   .12 %","   .25 %","   .19 %","   .15 %","   .34 %","   .18 %","   .32 %","   .17 %","   .12 %","   .14 %","   .32 %","  1.66 %","   .20 %","   .14 %"
"2020-08-03","   .51 %","   .16 %","   .43 %","   .36 %","   .27 %","   .47 %","   .13 %","   .58 %","   .10 %","   .23 %","   .17 %","   .14 %","   .30 %","   .18 %","   .27 %","   .16 %","   .25 %","   .12 %","   .26 %","  7.22 %","   .18 %","   .05 %"
"2020-08-04","   .53 %","   .19 %","   .51 %","   .39 %","   .35 %","   .57 %","   .15 %","   .65 %","   .11 %","   .25 %","   .16 %","   .16 %","   .33 %","   .20 %","   .28 %","   .17 %","   .30 %","   .11 %","   .32 %","  -.04 %","   .16 %","   .08 %"
"2020-08-05","   .42 %","   .16 %","   .43 %","   .34 %","   .32 %","   .46 %","   .13 %","   .68 %","   .09 %","   .25 %","   .14 %","   .14 %","   .27 %","   .16 %","   .20 %","   .14 %","   .37 %","   .10 %","   .32 %","  -.22 %","   .10 %","   .11 %"
"2020-08-06","   .36 %","   .17 %","   .39 %","   .31 %","   .34 %","   .50 %","   .14 %","   .72 %","   .08 %","   .14 %","   .15 %","   .14 %","   .26 %","   .18 %","   .21 %","   .14 %","   .39 %","   .12 %","   .31 %","  -.41 %","   .09 %","   .15 %"
"2020-08-07","   .31 %","   .17 %","   .41 %","   .34 %","   .29 %","   .48 %","   .16 %","   .76 %","   .10 %","   .16 %","   .15 %","   .16 %","   .29 %","   .19 %","   .20 %","   .12 %","   .34 %","   .13 %","   .23 %","  -.61 %","   .07 %","   .15 %"
"2020-08-08","   .28 %","   .19 %","   .44 %","   .36 %","   .27 %","   .48 %","   .16 %","   .82 %","   .12 %","   .18 %","   .16 %","   .17 %","   .29 %","   .19 %","   .22 %","   .13 %","   .34 %","   .14 %","   .30 %","  -.89 %","   .09 %","   .19 %"
"2020-08-09","   .25 %","   .18 %","   .43 %","   .38 %","   .37 %","   .38 %","   .14 %","   .74 %","   .13 %","   .18 %","   .14 %","   .17 %","   .26 %","   .19 %","   .18 %","   .13 %","   .32 %","   .18 %","   .24 %","   .07 %","   .13 %","   .21 %"
"2020-08-10","   .19 %","   .18 %","   .40 %","   .32 %","   .36 %","   .35 %","   .14 %","   .59 %","   .12 %","   .09 %","   .13 %","   .15 %","   .26 %","   .18 %","   .16 %","   .13 %","   .38 %","   .20 %","   .26 %","   .16 %","   .14 %","   .13 %"
"2020-08-11","   .32 %","   .19 %","   .39 %","   .35 %","   .41 %","   .34 %","   .13 %","   .56 %","   .14 %","   .09 %","   .13 %","   .15 %","   .24 %","   .18 %","   .17 %","   .14 %","   .45 %","   .18 %","   .24 %","   .56 %","   .15 %","   .12 %"
"2020-08-12","   .36 %","   .20 %","   .39 %","   .34 %","   .48 %","   .35 %","   .13 %","   .58 %","   .14 %","   .07 %","   .10 %","   .15 %","   .20 %","   .17 %","   .17 %","   .17 %","   .47 %","   .20 %","   .29 %","  2.65 %","   .17 %","   .10 %"
"2020-08-13","   .37 %","   .18 %","   .39 %","   .38 %","   .46 %","   .32 %","   .13 %","   .63 %","   .15 %","   .05 %","   .12 %","   .15 %","   .24 %","   .19 %","   .16 %","   .20 %","   .44 %","   .19 %","   .24 %","  8.36 %","   .18 %","   .13 %"
"2020-08-14","   .41 %","   .25 %","   .33 %","   .40 %","   .33 %","   .35 %","   .14 %","   .73 %","   .16 %","   .09 %","   .12 %","   .14 %","   .25 %","   .18 %","   .21 %","   .24 %","   .55 %","   .17 %","   .21 %","  9.56 %","   .16 %","   .15 %"
"2020-08-15","   .55 %","   .28 %","   .34 %","   .45 %","   .29 %","   .43 %","   .17 %","   .86 %","   .19 %","   .16 %","   .14 %","   .15 %","   .26 %","   .19 %","   .26 %","   .28 %","   .57 %","   .18 %","   .24 %","  5.03 %","   .15 %","   .25 %"
"2020-08-16","   .50 %","   .32 %","   .34 %","   .41 %","   .17 %","   .36 %","   .15 %","   .78 %","   .18 %","   .21 %","   .13 %","   .16 %","   .24 %","   .19 %","   .21 %","   .28 %","   .52 %","   .16 %","   .22 %"," -4.00 %","   .14 %","   .27 %"
"2020-08-17","   .52 %","   .36 %","   .29 %","   .40 %","   .14 %","   .36 %","   .13 %","   .80 %","   .16 %","   .23 %","   .14 %","   .15 %","   .25 %","   .18 %","   .21 %","   .24 %","   .57 %","   .16 %","   .18 %"," -7.14 %","   .12 %","   .31 %"
"2020-08-18","   .55 %","   .34 %","   .26 %","   .36 %","   .24 %","   .32 %","   .16 %","   .70 %","   .15 %","   .24 %","   .11 %","   .13 %","   .20 %","   .15 %","   .26 %","   .22 %","   .54 %","   .15 %","   .18 %","-13.65 %","   .10 %","   .26 %"
"2020-08-19","   .54 %","   .24 %","   .30 %","   .34 %","   .28 %","   .34 %","   .17 %","   .66 %","   .13 %","   .29 %","   .14 %","   .14 %","   .17 %","   .15 %","   .22 %","   .20 %","   .47 %","   .14 %","   .16 %","-16.16 %","   .11 %","   .26 %"
"2020-08-20","   .43 %","   .13 %","   .32 %","   .28 %","   .40 %","   .26 %","   .12 %","   .56 %","   .10 %","   .38 %","   .13 %","   .13 %","   .14 %","   .14 %","   .18 %","   .16 %","   .37 %","   .12 %","   .12 %","-14.47 %","   .09 %","   .22 %"
"2020-08-21","   .37 %","   .08 %","   .33 %","   .29 %","   .47 %","   .28 %","   .13 %","   .60 %","   .10 %","   .36 %","   .14 %","   .13 %","   .14 %","   .14 %","   .19 %","   .15 %","   .32 %","   .11 %","   .10 %"," -5.66 %","   .09 %","   .18 %"
"2020-08-22","   .35 %","   .04 %","   .33 %","   .27 %","   .61 %","   .32 %","   .15 %","   .57 %","   .11 %","   .46 %","   .14 %","   .14 %","   .15 %","   .13 %","   .27 %","   .20 %","   .43 %","   .09 %","   .13 %","  1.11 %","   .10 %","   .16 %"
"2020-08-23","   .30 %","   .02 %","   .32 %","   .26 %","   .58 %","   .35 %","   .11 %","   .57 %","   .11 %","   .46 %","   .13 %","   .16 %","   .15 %","   .14 %","   .22 %","   .19 %","   .36 %","   .09 %","   .10 %"," -2.83 %","   .09 %","   .16 %"
"2020-08-24","   .26 %","   .04 %","   .28 %","   .22 %","   .53 %","   .31 %","   .09 %","   .50 %","   .10 %","   .42 %","   .10 %","   .14 %","   .13 %","   .15 %","   .22 %","   .16 %","   .40 %","   .08 %","   .21 %"," -1.69 %","   .08 %","   .12 %"
