"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-06-30","  4.17 %","  1.00 %","  2.16 %","  2.20 %","  1.77 %","  1.44 %","   .00 %","  2.54 %","  2.31 %","   .00 %","  2.48 %","   .00 %","","  3.14 %","  2.40 %","   .10 %","  1.10 %","  1.23 %","  2.03 %","  2.72 %","  1.43 %","  4.21 %"," 16.67 %","  1.72 %","  4.15 %","  7.82 %","  6.67 %","  1.33 %","   .00 %","  1.12 %"," 11.67 %","   .80 %","  4.16 %","  2.43 %","  2.48 %"," 17.93 %","   .00 %","  2.47 %","","  1.62 %","  2.96 %","  1.37 %"
"2020-07-01","  5.00 %","  1.00 %","  2.62 %","  2.63 %","  1.16 %","  1.81 %","   .00 %","  2.43 %","  2.31 %","   .00 %","  2.63 %","   .00 %","","  2.73 %","  1.66 %","   .21 %","  1.10 %","  1.27 %","  1.89 %","  3.01 %","  1.06 %","  3.62 %"," 16.67 %","  2.56 %","  5.91 %","  7.82 %","  6.67 %","  1.36 %","   .00 %","  1.34 %","  5.00 %","   .75 %","  3.99 %","  2.43 %","  3.11 %"," 41.78 %","   .00 %","  2.81 %","","  1.55 %","  2.96 %","  1.07 %"
"2020-07-02","  5.38 %","  1.00 %","  2.28 %","  3.65 %","  3.35 %","  2.12 %","   .00 %","  3.55 %","  2.57 %","   .00 %","  2.44 %","   .00 %","","  2.55 %","   .83 %","   .31 %","   .54 %","  1.44 %","  1.75 %","  3.67 %","  3.08 %","  3.45 %","  6.67 %","  2.50 %","  5.44 %","  9.00 %","  6.67 %","  1.44 %","   .00 %","  1.02 %","  9.00 %","   .90 %","  4.15 %","  2.43 %","  3.42 %"," 30.44 %","   .00 %","  2.39 %","","  1.62 %","  1.59 %","  1.26 %"
"2020-07-03","  2.51 %","   .00 %","  2.31 %","  4.28 %","  3.27 %","  2.54 %","   .00 %","  4.04 %","  2.89 %","   .00 %","  2.59 %","   .00 %","","  2.32 %","   .03 %","   .41 %","   .54 %","  1.55 %","  2.34 %","  2.82 %","  2.38 %","  1.84 %","  6.67 %","  2.45 %","  5.67 %","  7.33 %","  6.67 %","  1.68 %","   .00 %","  1.13 %"," 12.33 %","  1.14 %","  5.11 %","  2.29 %","  3.54 %"," 37.79 %","   .00 %","  2.19 %","","  1.89 %","   .59 %","  1.21 %"
"2020-07-04","  2.92 %","   .00 %","  2.20 %","  3.85 %","  3.27 %","  5.75 %","   .00 %","  3.52 %","  3.23 %","   .00 %","  2.71 %","   .00 %","","  1.95 %","   .03 %","   .52 %","   .00 %","  1.48 %","  2.61 %","  2.00 %","  2.34 %","  3.26 %","  6.67 %","  2.45 %","  5.69 %","  7.33 %","  5.00 %","  1.84 %","   .00 %","  1.41 %"," 12.33 %","  1.12 %","  4.67 %","  2.29 %","  3.56 %","  9.57 %","   .00 %","  1.92 %","","  1.52 %","  1.12 %","  1.08 %"
"2020-07-05","  4.44 %","   .00 %","  2.48 %","  4.10 %","  3.74 %","  4.91 %","   .00 %","  3.10 %","  3.67 %","   .00 %","  2.97 %","   .00 %","","  1.56 %","  -.74 %","   .62 %","   .53 %","  1.46 %","  1.92 %","  2.70 %","  2.68 %","  2.95 %","   .00 %","  1.18 %","  9.34 %","  1.18 %","  5.00 %","  1.81 %","   .00 %","  1.14 %"," 13.05 %","  1.05 %","  3.58 %","  2.16 %","  2.70 %"," 28.20 %","   .00 %","  1.64 %","","  1.41 %","   .58 %","  1.16 %"
"2020-07-06","  6.86 %","   .00 %","  2.52 %","  4.71 %","  4.67 %","  4.65 %","   .00 %","  2.39 %","  4.62 %","   .00 %","  3.75 %","   .00 %","","  7.03 %","  3.85 %","   .31 %","  1.55 %","  1.51 %","  1.97 %","  3.88 %","  2.68 %","  2.56 %","   .00 %","  1.15 %"," 13.02 %","  1.18 %","  5.00 %","  1.92 %","  1.05 %","  1.12 %"," 15.27 %","  1.04 %","  4.24 %","  2.16 %","  2.14 %"," 10.93 %","   .00 %","  1.93 %","","  1.17 %","   .58 %","  1.38 %"
"2020-07-07","  7.01 %","   .00 %","  2.47 %","  3.37 %","  2.34 %","  4.77 %","   .00 %","  1.55 %","  4.04 %","   .00 %","  3.81 %","   .00 %","","  6.93 %","  4.49 %","   .31 %","  1.55 %","  1.20 %","  1.77 %","  2.75 %","  1.20 %","  1.94 %","   .00 %","  1.13 %"," 12.69 %","   .00 %"," 13.00 %","  1.69 %","  1.05 %","  1.12 %"," 19.27 %","   .96 %","  4.10 %","  2.16 %","  1.92 %"," 13.11 %","   .00 %","  2.46 %","","   .97 %","  -.47 %","  1.15 %"
"2020-07-08","  6.48 %","   .00 %","  2.37 %","  4.49 %","  1.85 %","  4.78 %","   .00 %","  2.07 %","  4.20 %","   .00 %","  3.62 %","   .00 %","","  6.81 %","  4.49 %","   .31 %","  1.55 %","  1.10 %","  1.78 %","  3.00 %","  2.06 %","  2.48 %","   .00 %","   .75 %"," 13.37 %","   .00 %"," 13.00 %","  1.66 %","  1.05 %","  1.29 %"," 21.65 %","   .81 %","  3.55 %","  1.05 %","  1.52 %"," 10.14 %","   .00 %","  2.08 %","","   .78 %","   .53 %","  1.08 %"
"2020-07-09","  7.98 %","   .00 %","  2.66 %","  4.66 %","  2.29 %","  1.77 %","   .00 %","  2.79 %","  4.02 %","   .00 %","  3.77 %","   .00 %","","  7.05 %","  5.12 %","   .51 %","  1.55 %","  1.16 %","  2.23 %","  3.37 %","  2.57 %","  2.57 %","   .00 %","   .75 %"," 12.59 %","   .00 %","  8.00 %","  1.73 %","  1.05 %","   .79 %"," 22.76 %","   .85 %","  3.62 %","  2.05 %","  1.56 %"," 16.77 %","   .00 %","  2.38 %","","   .77 %","  2.56 %","  1.25 %"
"2020-07-10","  6.21 %","   .00 %","  2.73 %","  5.03 %","  3.09 %","  2.30 %","   .00 %","  3.00 %","  4.55 %"," 20.00 %","  3.76 %","   .00 %","","  7.05 %","  8.15 %","   .50 %","  1.03 %","  1.12 %","  2.66 %","  2.52 %","  2.57 %","  3.51 %","   .00 %","   .75 %","  9.17 %","   .00 %"," 10.86 %","  1.76 %","  1.05 %","   .86 %"," 20.21 %","   .87 %","  3.52 %","  2.90 %","  2.19 %","   .25 %","   .00 %","  2.54 %","","   .74 %","  2.56 %","  1.16 %"
"2020-07-11","  2.60 %","   .00 %","  1.92 %","  3.40 %","  2.16 %","  2.06 %","   .00 %","  2.81 %","  2.83 %"," 20.00 %","  2.29 %","   .00 %","","  1.58 %","  4.30 %","   .71 %","   .00 %","   .82 %","  2.25 %","   .87 %","  2.57 %","  2.98 %","   .00 %","   .37 %","  3.41 %","   .00 %"," 10.86 %","  1.44 %","   .00 %","   .57 %"," 17.98 %","   .73 %","  2.19 %","  2.90 %","  2.12 %"," -6.32 %","   .00 %","  1.76 %","","   .56 %","  2.56 %","   .77 %"
"2020-07-12","  3.32 %","   .00 %","  2.27 %","  4.64 %","  4.11 %","  2.06 %","  2.50 %","  4.28 %","  4.34 %"," 40.00 %","  2.57 %","   .00 %","","  2.35 %","  6.29 %","   .80 %","   .00 %","  1.13 %","  3.02 %","  1.95 %","  2.21 %","  3.84 %","   .00 %","  1.82 %","  5.96 %","   .00 %","  5.36 %","  2.06 %","   .00 %","  1.65 %"," 10.89 %","  1.06 %","  3.23 %","  6.38 %","  3.37 %","  4.23 %","   .00 %","  2.59 %","","   .84 %","  3.02 %","  1.09 %"
"2020-07-13","  4.22 %","   .00 %","  2.38 %","  4.17 %","  5.54 %","  1.72 %","  2.50 %","  4.69 %","  4.08 %"," 40.00 %","  2.88 %","   .00 %","","  3.48 %"," 10.01 %","   .70 %","   .98 %","  1.37 %","  3.25 %","  2.27 %","  1.60 %","  5.07 %","   .00 %","  2.48 %","  7.90 %","   .00 %"," 12.02 %","  2.13 %","  2.00 %","  1.79 %","  9.53 %","  1.27 %","  3.27 %","  7.12 %","  4.40 %","  5.57 %","   .00 %","  3.39 %","","   .95 %","  3.02 %","  1.44 %"
"2020-07-14","  2.89 %","   .00 %","  2.66 %","  3.89 %","  5.77 %","  1.59 %","  2.50 %","  4.40 %","  3.85 %"," 40.00 %","  2.53 %"," 20.00 %","","  3.28 %","  9.77 %","   .39 %","  1.44 %","  1.36 %","  3.03 %","  2.34 %","   .78 %","  4.15 %","   .00 %","  3.45 %","  7.77 %","   .00 %"," 13.69 %","  2.04 %","  2.00 %","  1.91 %"," 12.70 %","  1.30 %","  3.63 %","  6.12 %","  4.43 %","  1.13 %","   .00 %","  3.41 %","","  1.03 %","  1.79 %","  1.22 %"
"2020-07-15","  2.60 %","   .00 %","  3.24 %","  3.56 %","  4.50 %","  1.73 %","  2.50 %","  5.32 %","  3.23 %"," 20.00 %","  2.27 %"," 20.00 %","","  2.85 %","  8.28 %","   .59 %","  4.17 %","  1.28 %","  2.69 %","  3.97 %","   .78 %","  3.98 %","   .00 %","  3.76 %","  6.40 %","   .00 %"," 10.83 %","  2.11 %","  2.00 %","  2.38 %"," 10.72 %","  1.33 %","  3.68 %","  5.65 %","  4.17 %","  2.48 %","   .00 %","  3.68 %","","  1.13 %","  1.79 %","  1.24 %"
"2020-07-16","  2.60 %","   .00 %","  3.65 %","  4.81 %","  5.46 %","  2.09 %","  2.50 %","  5.71 %","  3.97 %"," 20.00 %","  2.46 %"," 20.00 %","","  2.82 %","  9.00 %","   .59 %","  4.17 %","  1.66 %","  4.08 %","  8.67 %","  1.04 %","  4.35 %","  5.00 %","  4.97 %","  8.47 %","   .00 %"," 18.53 %","  2.65 %","  2.00 %","  2.72 %"," 11.83 %","  1.62 %","  4.71 %","  8.98 %","  4.88 %"," 13.97 %","   .00 %","  4.09 %","","  1.60 %","  3.04 %","  2.11 %"
"2020-07-17","  3.14 %","   .00 %","  3.09 %","  3.78 %","  3.68 %","  1.59 %","   .00 %","  3.91 %","  2.51 %"," 10.00 %","  1.99 %"," 20.00 %","","  2.40 %","  8.09 %","   .58 %","  4.17 %","  1.54 %","  3.96 %","  9.36 %","   .51 %","  4.13 %","  5.00 %","  4.30 %","  7.73 %","   .00 %"," 16.03 %","  2.25 %","  3.82 %","  1.67 %"," 10.39 %","  1.34 %","  3.51 %","  6.65 %","  3.76 %","  -.55 %","   .00 %","  3.74 %","","  1.37 %","  2.58 %","  1.95 %"
"2020-07-18","  3.43 %","   .00 %","  3.16 %","  3.50 %","  2.85 %","  2.04 %","   .00 %","  3.35 %","  2.92 %"," 10.00 %","  1.85 %"," 20.00 %","","  1.64 %","  5.32 %","   .77 %","  3.19 %","  1.41 %","  3.44 %","  8.86 %","   .50 %","  3.51 %","  5.00 %","  3.90 %","  6.92 %","  1.11 %","  9.36 %","  2.27 %","  1.82 %","  1.57 %","  7.67 %","  1.32 %","  3.83 %","  9.15 %","  3.39 %"," -5.99 %","   .00 %","  3.50 %","","  1.46 %","  4.15 %","  1.67 %"
"2020-07-19","  3.41 %","   .00 %","  2.70 %","  4.28 %","  1.89 %","  1.91 %","   .00 %","  3.57 %","  4.21 %"," 10.00 %","  1.91 %","   .00 %","","  1.88 %","  4.63 %","   .86 %","  2.73 %","  1.49 %","  4.54 %","  8.93 %","   .75 %","  4.08 %","  5.00 %","  3.47 %"," 10.64 %","  1.11 %"," 13.25 %","  2.51 %","  1.82 %","  1.82 %","  3.38 %","  1.33 %","  3.81 %","  9.61 %","  3.55 %","  5.00 %","   .00 %","  3.65 %","","  1.47 %","  3.18 %","  1.78 %"
"2020-07-20","  4.08 %","   .00 %","  1.92 %","  4.63 %","  1.89 %","  1.32 %","   .00 %","  2.22 %","  5.45 %"," 10.00 %","  1.85 %","   .00 %","","  2.18 %","  3.40 %","   .66 %","   .00 %","  1.56 %","  4.80 %","  8.52 %","   .99 %","  3.63 %","  9.00 %","  4.20 %"," 13.48 %","  1.11 %"," 14.99 %","  2.46 %","  1.82 %","  1.89 %","  2.71 %","  1.25 %","  3.80 %","  8.18 %","  3.55 %","  7.06 %","   .00 %","  4.02 %","","  1.49 %","  3.18 %","  1.72 %"
"2020-07-21","  4.53 %","   .00 %","  1.94 %","  3.70 %","  2.10 %","  1.95 %","  2.22 %","  2.87 %","  5.24 %"," 10.00 %","  2.03 %","   .00 %","","  2.61 %","  2.68 %","   .75 %","   .00 %","  1.38 %","  3.80 %","  4.23 %","   .74 %","  3.73 %","  4.00 %","  3.73 %"," 12.65 %","  7.43 %","  8.09 %","  2.34 %","  1.82 %","  1.55 %","  3.55 %","  1.27 %","  3.34 %","  5.76 %","  3.09 %","  6.97 %","  4.00 %","  3.81 %","","  1.38 %","  1.93 %","  1.02 %"
"2020-07-22","  2.80 %","   .95 %","  1.83 %","  4.24 %","  1.21 %","  2.00 %","  2.22 %","  2.54 %","  6.04 %","   .00 %","  1.73 %","   .00 %","","  2.33 %","   .96 %","   .65 %","   .00 %","  1.31 %","  3.70 %","  2.27 %","  1.22 %","  2.82 %","  4.00 %","  3.54 %"," 11.70 %","  8.23 %","  8.09 %","  2.37 %","   .83 %","  1.63 %","  3.18 %","  1.26 %","  3.40 %","  5.49 %","  2.74 %"," 14.78 %","  4.00 %","  3.22 %","","  1.21 %","  2.29 %","   .82 %"
"2020-07-23","  2.26 %","   .95 %","  1.60 %","  3.62 %","   .33 %","  1.72 %","  2.22 %","  2.28 %","  4.95 %","  3.33 %","  1.47 %","   .00 %","","  1.88 %","  1.22 %","   .65 %","   .00 %","  1.33 %","  4.09 %","  2.33 %","   .97 %","  2.70 %","  7.33 %","  3.49 %"," 10.36 %","  7.89 %","  9.63 %","  2.51 %","   .83 %","  1.57 %","  2.03 %","  1.16 %","  2.91 %","  3.08 %","  2.24 %"," 18.27 %","  4.00 %","  2.85 %","","  1.17 %","  1.07 %","   .71 %"
"2020-07-24","  2.08 %","   .95 %","  1.62 %","  3.24 %","  1.47 %","  1.87 %","  2.22 %","  2.50 %","  4.02 %","  3.33 %","  1.39 %","   .00 %","","  1.83 %","  2.95 %","   .64 %","   .00 %","  1.29 %","  4.00 %","  2.01 %","   .96 %","  1.98 %"," 10.19 %","  4.08 %","  7.68 %","  7.14 %","  4.08 %","  2.49 %","  1.63 %","  1.12 %","  2.03 %","  1.30 %","  2.57 %","  3.01 %","  2.34 %","  7.46 %","  4.00 %","  2.96 %","","  1.10 %","   .71 %","   .73 %"
"2020-07-25","  2.19 %","   .95 %","  1.68 %","  3.10 %","  2.02 %","  1.89 %","  6.22 %","  2.38 %","  3.13 %","  3.33 %","  1.38 %","   .00 %","","  1.83 %","  3.71 %","   .64 %","   .00 %","  1.36 %","  4.38 %","  1.12 %","  1.18 %","  2.37 %"," 11.19 %","  4.75 %","  4.84 %","  7.91 %","  5.20 %","  2.58 %","  3.17 %","   .78 %","  1.98 %","  1.47 %","  2.92 %","  4.58 %","  2.79 %"," 10.59 %","   .67 %","  2.75 %","","  1.04 %","  1.05 %","   .80 %"
"2020-07-26","  2.79 %","   .95 %","  1.45 %","  3.48 %","  1.65 %","  1.06 %","  4.00 %","  1.60 %","  3.25 %","  9.05 %","  1.23 %","   .00 %","","  2.00 %","  4.21 %","   .73 %","   .00 %","  1.40 %","  5.03 %","   .84 %","  1.64 %","  2.19 %","  9.19 %","  5.97 %","  4.65 %","  3.82 %","  5.65 %","  2.62 %","  3.17 %","   .97 %","   .92 %","  1.28 %","  3.00 %","  5.13 %","  2.83 %","   .05 %"," -3.33 %","  2.96 %","","  1.03 %","  1.05 %","   .78 %"
"2020-07-27","  2.70 %","   .00 %","  1.43 %","  3.06 %","  2.18 %","   .96 %","  4.00 %","  1.84 %","  2.92 %"," 11.27 %","  1.13 %","   .00 %","","  2.03 %","  4.21 %","   .54 %","   .00 %","  1.36 %","  5.09 %","   .97 %","  1.38 %","  2.73 %","  9.19 %","  5.55 %","  4.65 %","  3.02 %","  6.82 %","  2.62 %","  2.34 %","  1.13 %","  1.81 %","  1.20 %","  2.77 %","  4.26 %","  3.11 %","  4.09 %"," -3.33 %","  2.83 %","","  1.12 %","   .70 %","   .82 %"
"2020-07-28","  2.72 %","   .00 %","  1.85 %","  2.81 %","  4.23 %","  1.28 %","  5.67 %","  1.89 %","  3.23 %","  9.94 %","  1.45 %","   .00 %","","  2.55 %","  3.99 %","   .89 %","   .00 %","  1.24 %","  5.00 %","   .90 %","  3.14 %","  2.63 %","  5.86 %","  6.89 %","  4.57 %","  2.92 %","  5.28 %","  2.33 %","  2.34 %","  1.00 %","  1.34 %","  1.25 %","  2.88 %","  5.80 %","  2.83 %"," -1.35 %"," -3.33 %","  3.23 %","","  1.26 %","  8.14 %","   .82 %"
"2020-07-29","  2.51 %","   .00 %","  1.96 %","  3.10 %","  3.84 %","  1.35 %","  5.67 %","  1.55 %","  3.41 %"," 11.75 %","  1.48 %","   .00 %","","  2.46 %","  3.74 %","   .89 %","   .40 %","  1.16 %","  3.99 %","  1.08 %","  3.10 %","  2.71 %","  5.22 %","  7.38 %","  4.09 %","  4.30 %","  4.73 %","  2.24 %","  1.54 %","  1.11 %","  1.34 %","  1.11 %","  3.04 %","  6.31 %","  2.42 %","  1.61 %"," -3.33 %","  3.34 %","","  1.30 %","  8.63 %","   .71 %"
"2020-07-30","  1.82 %","  1.82 %","  1.85 %","  2.70 %","  3.98 %","  1.38 %","  1.67 %","  1.78 %","  3.28 %"," 11.75 %","  1.42 %","   .00 %","","  2.20 %","  3.11 %","   .97 %","   .40 %","  1.07 %","  3.90 %","   .75 %","  2.64 %","  2.75 %","   .22 %","  7.32 %","  3.69 %","  4.16 %","  2.44 %","  2.12 %","   .00 %","  1.27 %","   .89 %","   .96 %","  2.68 %","  8.50 %","  2.32 %","  3.29 %","   .00 %","  3.05 %","","  1.50 %","  8.28 %","   .64 %"
"2020-07-31","   .77 %","  1.82 %","  1.64 %","  2.01 %","  3.18 %","  1.23 %","  1.67 %","  1.53 %","  2.63 %","  6.04 %","  1.19 %","   .00 %","","  1.62 %","  2.61 %","   .79 %","   .40 %","   .83 %","  2.85 %","   .63 %","  2.18 %","  2.47 %","  2.22 %","  5.36 %","  2.65 %","  1.94 %","  1.19 %","  1.66 %","   .00 %","  1.08 %","   .00 %","   .84 %","  2.03 %","  7.05 %","  2.02 %","  2.43 %","   .00 %","  2.64 %","","  1.16 %","  8.28 %","   .49 %"
"2020-08-01","  1.24 %","  1.82 %","  1.71 %","  3.11 %","  2.92 %","  2.60 %","  1.67 %","  1.88 %","  3.49 %","  5.48 %","  1.49 %","   .00 %","","  2.10 %","  3.48 %","  1.05 %","   .40 %","  1.09 %","  3.17 %","  1.73 %","  2.56 %","  3.13 %","  8.22 %","  5.37 %","  2.99 %","  6.18 %","  -.54 %","  2.15 %","   .00 %","  1.35 %","  2.13 %","  1.22 %","  2.79 %","  8.76 %","  2.45 %","  5.52 %","   .00 %","  3.14 %","","  1.30 %","  9.24 %","   .53 %"
"2020-08-02","  1.48 %","  1.82 %","  1.16 %","  3.41 %","  1.81 %","  3.15 %","   .00 %","  1.46 %","  3.52 %"," 11.18 %","  1.17 %","   .00 %","","  2.09 %","  2.70 %","   .68 %","  1.18 %","  1.05 %","  2.74 %","  1.72 %","  1.38 %","  3.60 %","  8.22 %","  4.88 %","  2.90 %","  5.51 %","   .03 %","  2.09 %","   .00 %","  1.41 %","  2.51 %","  1.17 %","  2.47 %","  6.38 %","  2.30 %","  2.53 %","   .00 %","  2.69 %","","  1.15 %","  1.44 %","   .53 %"
"2020-08-03","  1.52 %","  1.82 %","   .72 %","  3.39 %","  1.34 %","  3.04 %","   .00 %","  1.22 %","  3.33 %","  9.36 %","   .94 %","   .00 %","","  1.98 %","  1.93 %","   .60 %","   .78 %","   .99 %","  2.75 %","  1.35 %","  1.18 %","  3.41 %","  6.00 %","  4.03 %","  2.78 %","  4.87 %","   .59 %","  1.96 %","   .00 %","  1.52 %","  2.51 %","  1.03 %","  2.19 %","  6.15 %","  2.09 %","  6.31 %","   .00 %","  3.50 %","","  1.27 %","   .73 %","   .49 %"
"2020-08-04","  1.71 %","   .00 %","   .78 %","  3.19 %","  1.08 %","  3.43 %","   .00 %","  1.24 %","  3.00 %"," 11.58 %","  1.00 %","   .00 %","","  2.19 %","  1.89 %","   .59 %","  1.16 %","   .92 %","  2.44 %","  1.63 %","  1.18 %","  2.77 %","  9.08 %","  3.86 %","  2.61 %","  4.74 %","   .57 %","  1.78 %","   .71 %","  1.32 %","  2.89 %","  1.07 %","  2.10 %","  2.82 %","  1.50 %","  -.56 %","   .00 %","  3.13 %","","  1.03 %","   .73 %","   .43 %"
"2020-08-05","  1.71 %","   .00 %","  1.02 %","  3.76 %","  1.50 %","  3.89 %","   .00 %","  1.29 %","  3.67 %"," 15.58 %","  1.10 %","   .00 %","","  2.37 %","  3.48 %","   .59 %","  1.16 %","  1.10 %","  2.91 %","  1.69 %","  1.56 %","  3.19 %"," 14.41 %","  4.55 %","  2.92 %","  6.21 %","  1.65 %","  2.04 %","   .02 %","  1.63 %","  3.63 %","  1.23 %","  2.51 %","  3.24 %","  1.81 %","  2.20 %","   .00 %","  3.57 %","","  1.37 %","   .73 %","   .56 %"
"2020-08-06","  1.56 %","   .83 %","   .83 %","  2.56 %","  1.91 %","  2.52 %","   .00 %","   .94 %","  2.47 %"," 11.41 %","   .79 %","   .00 %","","  2.51 %","  2.61 %","   .34 %","  1.16 %","   .88 %","  2.24 %","   .46 %","   .96 %","  2.30 %","  9.46 %","  4.66 %","  2.21 %","  3.33 %","  1.70 %","  1.58 %","   .02 %","  1.28 %","  1.15 %","   .92 %","  1.95 %","  2.16 %","  1.35 %","  -.82 %","   .00 %","  3.38 %","","  1.18 %","   .23 %","   .41 %"
"2020-08-07","  1.33 %","   .83 %","  1.06 %","  2.41 %","  1.65 %","  1.67 %","   .00 %","  1.14 %","  2.36 %","  4.67 %","   .82 %","   .00 %","","  2.20 %","  2.40 %","   .67 %","   .38 %","   .91 %","  2.25 %","   .68 %","   .56 %","  2.17 %"," 11.46 %","  5.08 %","  2.06 %","  3.75 %","  1.65 %","  1.50 %","   .02 %","  1.04 %","  1.49 %","   .86 %","  2.06 %","  3.37 %","  1.70 %","  1.91 %","   .00 %","  3.37 %","","  1.02 %","  3.38 %","   .38 %"
"2020-08-08","  1.65 %","  2.43 %","  1.11 %","  2.10 %","  1.85 %","  1.76 %","   .00 %","  1.36 %","  2.48 %","  4.67 %","   .95 %"," 20.00 %","","  2.44 %","  3.82 %","   .83 %","   .38 %","  1.05 %","  2.10 %","  1.40 %","   .93 %","  2.43 %"," 16.92 %","  5.41 %","  2.24 %","  4.17 %","  2.16 %","  1.45 %","   .02 %","  1.18 %","  1.49 %","  1.00 %","  2.47 %","  3.27 %","  2.04 %","  1.12 %","   .00 %","  2.84 %","","   .97 %","  3.80 %","   .44 %"
"2020-08-09","  1.58 %","  2.43 %","   .85 %","  2.31 %","  4.72 %","  1.29 %","   .00 %","  1.25 %","  2.45 %","  2.45 %","   .78 %"," 20.00 %","","  2.46 %","  3.59 %","   .74 %","   .00 %","  1.05 %","  1.86 %","  1.12 %","  1.29 %","  2.98 %"," 13.13 %","  4.41 %","  1.99 %","  4.49 %","  2.11 %","  1.48 %","  -.69 %","  1.03 %","  1.11 %","   .93 %","  2.10 %","  3.20 %","  2.01 %","  5.02 %","   .00 %","  3.00 %","","  1.00 %","  3.80 %","   .48 %"
"2020-08-10","  2.12 %","  2.43 %","   .74 %","  2.10 %","  4.64 %","   .95 %","   .00 %","  1.33 %","  2.06 %","  -.64 %","   .87 %"," 20.00 %","","  2.93 %","  2.34 %","   .50 %","   .00 %","  1.04 %","  1.57 %","  1.17 %","   .91 %","  3.02 %","  7.79 %","  4.56 %","  1.99 %","  2.63 %","  2.49 %","  1.46 %","   .00 %","   .95 %","   .37 %","   .84 %","  1.96 %","  2.78 %","  2.13 %","  1.69 %","   .00 %","  3.09 %","","   .68 %","  3.99 %","   .44 %"
"2020-08-11","  1.85 %","  2.34 %","   .78 %","  1.67 %","  7.02 %","  1.27 %","   .00 %","  1.39 %","  1.64 %","  1.86 %","   .85 %"," 20.00 %","","  2.32 %","  2.34 %","   .66 %","   .37 %","   .89 %","  1.48 %","  2.12 %","  1.80 %","  3.06 %","  6.74 %","  4.16 %","  1.36 %","  1.67 %","  3.00 %","  1.16 %","  1.43 %","   .76 %","   .73 %","   .76 %","  1.71 %","  2.52 %","  1.76 %","  1.96 %","   .00 %","  2.44 %","","   .53 %","  4.48 %","   .43 %"
"2020-08-12","  1.56 %","  2.34 %","   .52 %","  1.95 %","  7.05 %","  1.12 %","   .00 %","  1.00 %","  1.46 %","   .04 %","   .74 %"," 20.00 %","","  2.18 %","  2.83 %","   .16 %","   .37 %","   .87 %","  1.27 %","  2.76 %","  1.78 %","  2.22 %","  4.74 %","  3.80 %","  1.06 %","  2.81 %","  3.39 %","  1.24 %","  1.43 %","  1.05 %","   .00 %","   .78 %","  1.48 %","  1.31 %","  1.62 %","  4.16 %","   .00 %","  2.66 %","","   .61 %","  1.88 %","   .39 %"
"2020-08-13","  1.17 %","  2.88 %","   .47 %","  2.10 %","  7.13 %","  1.18 %","   .00 %","  1.03 %","   .98 %","   .04 %","   .67 %","   .00 %","","  2.21 %","  1.31 %","   .00 %","   .73 %","   .81 %","  1.28 %","  2.03 %","  1.41 %","  1.82 %","  -.71 %","  2.54 %","   .55 %","  2.03 %","  2.87 %","  1.16 %","  1.43 %","   .74 %","   .00 %","   .72 %","  1.12 %","   .91 %","  1.45 %","  1.89 %","   .00 %","  1.85 %","","   .50 %","  2.58 %","   .38 %"
"2020-08-14","  1.72 %","  4.17 %","   .49 %","  2.13 %","  4.11 %","  1.32 %","   .00 %","   .90 %","  1.22 %","   .04 %","   .90 %","   .00 %","","  2.37 %","  1.93 %","  -.08 %","  1.09 %","   .88 %","  1.42 %","  2.71 %","  1.39 %","  1.84 %","  2.22 %","  3.23 %","   .89 %","  1.58 %","  2.37 %","  1.22 %","  1.43 %","   .81 %","   .35 %","   .73 %","  1.23 %","   .72 %","  1.54 %","   .89 %","   .00 %","  1.74 %","","   .46 %","  2.91 %","   .38 %"
"2020-08-15","  1.80 %","  7.81 %","   .51 %","  2.03 %","  4.60 %","  1.52 %","   .00 %","   .77 %","  1.02 %","  -.87 %","   .92 %","   .00 %","","  2.55 %","  2.51 %","   .24 %","  1.09 %","   .92 %","  1.43 %","  3.50 %","  3.37 %","  2.72 %","  2.89 %","  2.64 %","   .68 %","  2.70 %","  1.78 %","  1.17 %","  1.43 %","   .71 %","   .35 %","   .82 %","  1.10 %","  1.25 %","  1.30 %","  4.51 %","   .00 %","  1.42 %","","   .56 %","  3.39 %","   .43 %"
