"date","New York/Albany","New York/Allegany","New York/Bronx","New York/Broome","New York/Cattaraugus","New York/Cayuga","New York/Chautauqua","New York/Chemung","New York/Chenango","New York/Clinton","New York/Columbia","New York/Cortland","New York/Delaware","New York/Dutchess","New York/Erie","New York/Essex","New York/Franklin","New York/Fulton","New York/Genesee","New York/Greene","New York/Hamilton","New York/Herkimer","New York/Jefferson","New York/Kings","New York/Lewis","New York/Livingston","New York/Madison","New York/Monroe","New York/Montgomery","New York/Nassau","New York/New York City","New York/Niagara","New York/Oneida","New York/Onondaga","New York/Ontario","New York/Orange","New York/Orleans","New York/Oswego","New York/Otsego","New York/Putnam","New York/Queens","New York/Rensselaer","New York/Richmond","New York/Rockland","New York/Saratoga","New York/Schenectady","New York/Schoharie","New York/Schuyler","New York/Seneca","New York/St. Lawrence","New York/Steuben","New York/Suffolk","New York/Sullivan","New York/Tioga","New York/Tompkins","New York/Ulster","New York/Unassigned","New York/Warren","New York/Washington","New York/Wayne","New York/Westchester","New York/Wyoming","New York/Yates"
"2020-04-01","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %"," 17.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 18.17 %","   .00 %"," 33.59 %"," 25.82 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 27.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 47.27 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %",""
"2020-04-02"," 20.00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.67 %"," 15.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 13.17 %","   .00 %"," 25.17 %"," 22.10 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 61.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.80 %"," 60.00 %","   .00 %","   .00 %","   .00 %"," 46.11 %","   .00 %","   .00 %","   .00 %"," 61.20 %","   .00 %","   .00 %"
"2020-04-03"," 20.00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 21.67 %"," 23.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 15.39 %","   .00 %"," 21.28 %"," 18.55 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 67.58 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 51.67 %","   .00 %"," 80.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.48 %"," 65.00 %","   .00 %","   .00 %","   .00 %"," 45.23 %","   .00 %","   .00 %","   .00 %"," 62.14 %","   .00 %","   .00 %"
"2020-04-04"," 60.00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 21.67 %"," 27.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 19.39 %","   .00 %"," 21.28 %"," 19.30 %","   .00 %","   .00 %"," 36.67 %","   .00 %"," 74.25 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 64.52 %","   .00 %"," 80.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 26.00 %"," 65.00 %","   .00 %","   .00 %","  6.67 %"," 32.31 %","   .00 %","   .00 %","   .00 %"," 62.14 %","   .00 %","   .00 %"
"2020-04-05"," 66.67 %","   .00 %",""," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 23.67 %"," 28.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"," 19.87 %","   .00 %"," 30.77 %"," 19.39 %","   .00 %"," 20.00 %"," 41.67 %","   .00 %"," 80.75 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 64.52 %","   .00 %"," 88.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 32.23 %"," 65.00 %","   .00 %","   .00 %","  6.67 %"," 22.38 %","   .00 %","   .00 %","   .00 %"," 62.14 %","   .00 %","   .00 %"
"2020-04-06"," 66.67 %","   .00 %",""," 11.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 19.50 %"," 23.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 24.73 %","   .00 %"," 19.11 %"," 25.84 %","   .00 %"," 20.00 %"," 41.67 %","   .00 %"," 33.42 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %",""," 54.02 %"," 60.00 %"," 88.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %"," 30.88 %"," 69.00 %","   .00 %","   .00 %","  6.67 %","  3.14 %","   .00 %","   .00 %","   .00 %"," 75.12 %","   .00 %","   .00 %"
"2020-04-07"," 46.67 %","   .00 %","","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","   .00 %"," 14.50 %"," 27.59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %"," 28.58 %","   .00 %"," 60.83 %"," 24.32 %","   .00 %"," 20.00 %"," 25.67 %","   .00 %"," 37.90 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %",""," 56.71 %"," 60.00 %"," 88.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 65.00 %"," 31.27 %"," 12.33 %","   .00 %","   .00 %"," 11.67 %","-13.24 %","   .00 %","   .00 %","   .00 %"," 43.92 %","   .00 %","   .00 %"
"2020-04-08"," 49.17 %","   .00 %","","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 16.72 %"," 19.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %"," 20.00 %"," 10.00 %"," 28.29 %","   .00 %"," 55.83 %"," 24.44 %","   .00 %"," 20.00 %"," 15.67 %","   .00 %"," 29.33 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %",""," 32.85 %"," 60.00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 69.00 %"," 31.49 %","  7.33 %","   .00 %","   .00 %"," 19.67 %","-15.33 %","   .00 %","   .00 %","   .00 %"," 49.81 %","   .00 %","   .00 %"
"2020-04-09"," 13.61 %","   .00 %","","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %"," 20.00 %"," 16.72 %"," 18.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 10.00 %"," 23.82 %","   .00 %"," 61.15 %"," 22.92 %"," 60.00 %"," 30.00 %"," 12.33 %","   .00 %"," 24.16 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 43.33 %",""," 22.33 %"," 60.00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 69.00 %"," 24.38 %","  7.33 %","   .00 %","   .00 %"," 15.86 %","-30.29 %","   .00 %","   .00 %","   .00 %"," 55.18 %","   .00 %","   .00 %"
"2020-04-10","  6.94 %","   .00 %","","  4.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %"," 20.00 %","  4.72 %"," 14.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 10.00 %"," 16.68 %","   .00 %"," 49.89 %"," 21.84 %"," 60.00 %"," 10.00 %"," 10.19 %","   .00 %"," 17.66 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 43.33 %",""," 25.59 %"," 60.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 69.00 %"," 19.03 %","  7.33 %","   .00 %","   .00 %"," 15.86 %","-51.77 %","   .00 %","   .00 %","   .00 %"," 56.85 %","   .00 %","   .00 %"
"2020-04-11","  8.76 %","   .00 %","","  4.00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 19.67 %","   .00 %"," 20.00 %","  4.22 %"," 12.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 10.00 %","  9.31 %","   .00 %"," 51.80 %"," 12.83 %"," 60.00 %"," 10.00 %"," 10.19 %","   .00 %"," 11.94 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 23.33 %",""," 11.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %"," 18.41 %","  3.33 %","   .00 %","   .00 %"," 15.86 %","-36.68 %","   .00 %","   .00 %","   .00 %"," 17.57 %","   .00 %","   .00 %"
"2020-04-12","  8.76 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 13.00 %","   .00 %"," 30.00 %","  6.04 %","  8.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","  5.46 %","   .00 %"," 11.44 %"," 11.49 %"," 60.00 %"," 10.00 %","  8.69 %","   .00 %","  9.43 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 13.33 %","","  8.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.33 %"," 14.60 %","   .00 %","   .00 %","   .00 %"," 18.36 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 19.74 %","   .00 %","   .00 %"
"2020-04-13","  9.60 %","   .00 %","","  6.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.00 %"," 18.71 %","   .00 %"," 30.00 %","  5.48 %","  8.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","  8.53 %","   .00 %"," 12.95 %","  9.99 %"," 65.00 %"," 10.00 %"," 13.13 %","   .00 %"," 10.01 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 17.33 %","","  9.69 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.33 %"," 11.96 %","  2.86 %","   .00 %","   .00 %"," 10.36 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 14.71 %","   .00 %","   .00 %"
"2020-04-14","  8.01 %","   .00 %","","  6.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.00 %"," 13.71 %","   .00 %"," 10.00 %"," 11.64 %","  7.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","  7.40 %","   .00 %","  9.63 %","  8.97 %","  5.00 %","  6.67 %","  9.80 %","   .00 %","  9.33 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","  4.00 %","","  9.18 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.42 %"," 10.96 %","  5.36 %","   .00 %","   .00 %"," 11.14 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 10.74 %","   .00 %","   .00 %"
"2020-04-15"," 13.01 %","   .00 %","","  6.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.00 %"," 15.94 %","   .00 %"," 10.00 %"," 12.82 %"," 14.46 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","  7.40 %","   .00 %","  7.90 %","  7.76 %"," 21.00 %","  6.67 %","  8.76 %","   .00 %","  9.33 %","   .00 %","   .00 %"," 30.00 %","   .00 %","","  4.00 %","","  8.59 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.42 %","  9.56 %","  7.58 %","   .00 %","   .00 %"," 11.14 %"," ##.## %","   .00 %"," 20.00 %","   .00 %"," 10.55 %"," 40.00 %","   .00 %"
"2020-04-16"," 11.19 %","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  7.94 %","   .00 %"," 10.00 %"," 11.93 %"," 15.65 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","  9.54 %","   .00 %","  6.98 %"," 13.03 %"," 21.00 %"," 16.67 %"," 17.10 %","   .00 %","  9.30 %","   .00 %","   .00 %"," 30.00 %","   .00 %","","  4.00 %",""," 10.00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 26.92 %","  8.66 %","  9.58 %","   .00 %","   .00 %"," 14.21 %"," ##.## %","   .00 %"," 20.00 %","   .00 %","  7.72 %"," 40.00 %","   .00 %"
"2020-04-17"," 11.19 %","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  7.94 %","   .00 %","   .00 %"," 10.11 %"," 14.14 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","  9.54 %","   .00 %","  5.62 %"," 14.37 %"," 21.00 %"," 16.67 %"," 14.60 %","   .00 %","  7.33 %","   .00 %","   .00 %"," 30.00 %","   .00 %","","  4.00 %",""," 10.00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.59 %","  6.04 %","  9.58 %","   .00 %","   .00 %","  6.71 %","-20.00 %","   .00 %"," 20.00 %","   .00 %","  5.55 %"," 40.00 %","   .00 %"
"2020-04-18","  7.86 %","   .00 %","","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","  6.67 %"," 15.81 %"," 12.48 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.33 %","  4.54 %","   .00 %","  4.10 %"," 13.06 %"," 16.00 %"," 16.67 %"," 10.15 %","   .00 %","  4.43 %","   .00 %","   .00 %"," 36.67 %","   .00 %","","   .00 %","","  6.84 %"," 15.00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.92 %","  4.11 %","  6.72 %","   .00 %","   .00 %","  8.05 %"," 16.90 %","   .00 %"," 20.00 %","   .00 %","  3.75 %"," 40.00 %","   .00 %"
"2020-04-19","  5.00 %"," 20.00 %","","  4.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.22 %","   .00 %","  6.67 %"," 11.19 %"," 13.83 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.33 %","  4.08 %","   .00 %","  2.10 %"," 13.44 %"," 16.00 %"," 13.33 %"," 12.50 %","   .00 %","  3.61 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %","","  5.01 %"," 15.00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.74 %","  2.71 %","  4.22 %","   .00 %","   .00 %","  4.41 %","  4.47 %","   .00 %"," 20.00 %","   .00 %","  2.35 %"," 40.00 %","   .00 %"
"2020-04-20","  2.00 %"," 20.00 %","","  4.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","  6.67 %"," 10.02 %","  6.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.33 %","  4.96 %","   .00 %","  4.95 %"," 12.26 %"," 13.33 %"," 13.33 %"," 12.79 %","   .00 %","  3.61 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","","  2.35 %"," 15.00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.22 %","  6.02 %","  5.64 %","   .00 %","   .00 %","  4.41 %","-13.13 %","   .00 %","   .00 %","   .00 %","  4.11 %","   .00 %","   .00 %"
"2020-04-21","  2.91 %"," 20.00 %","","  6.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","   .00 %","  6.67 %","  8.91 %","  8.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %"," 13.33 %","  5.63 %","   .00 %","  4.89 %","  5.50 %"," 14.67 %","  6.19 %","  4.46 %","   .00 %","  2.58 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","","  4.95 %"," 15.00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.72 %","  5.47 %","  5.17 %","   .00 %","   .00 %","  2.58 %","-31.88 %","   .00 %","   .00 %","   .00 %","  4.08 %","   .00 %","   .00 %"
"2020-04-22","  2.91 %"," 20.00 %","","  6.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","   .00 %","  6.67 %","  8.91 %","  8.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %"," 13.33 %","  5.63 %","   .00 %","  5.48 %","  2.74 %"," 14.67 %","  6.19 %","  5.41 %","   .00 %","  3.71 %","   .00 %","   .00 %","  6.67 %","   .00 %",""," 10.00 %","","  4.95 %"," 15.00 %"," 15.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.72 %","  6.32 %","  5.17 %","   .00 %","   .00 %","  2.58 %","-51.88 %","   .00 %","   .00 %","   .00 %","  4.80 %","   .00 %","   .00 %"
"2020-04-23","  9.00 %"," 20.00 %",""," 11.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  5.48 %","   .00 %","   .00 %","  6.54 %"," 10.69 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.67 %","   .00 %","  8.10 %","   .00 %","  6.03 %","  4.49 %"," 17.17 %"," 13.69 %","  6.32 %","   .00 %","  4.99 %"," 80.00 %","   .00 %","   .00 %","   .00 %",""," 12.22 %","","  5.76 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.83 %","  7.03 %","  9.46 %","   .00 %","   .00 %","  5.96 %","-68.78 %","   .00 %","   .00 %","   .00 %","  5.40 %","  6.67 %","   .00 %"
"2020-04-24","  9.66 %","   .00 %",""," 11.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  3.48 %","   .00 %","   .00 %","  5.00 %","  8.27 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.67 %","   .00 %","  7.27 %","   .00 %","  6.67 %","  2.91 %"," 20.50 %"," 10.36 %","  5.71 %","   .00 %","  5.44 %"," 88.00 %","   .00 %","   .00 %","   .00 %",""," 14.22 %","","  6.54 %"," 11.43 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.92 %","  7.74 %","  9.46 %","  5.00 %","   .00 %","  7.86 %","-56.36 %","   .00 %","   .00 %","   .00 %","  6.05 %"," 11.67 %","   .00 %"
"2020-04-25","  7.66 %","   .00 %",""," 11.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  3.48 %","   .00 %","   .00 %","  5.00 %","  8.27 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.67 %","   .00 %","  6.38 %","   .00 %","  3.23 %","  3.27 %","  7.17 %"," 10.36 %","  3.60 %","   .00 %","  5.44 %"," 88.00 %","   .00 %","   .00 %","   .00 %",""," 14.22 %","","  6.54 %"," 11.43 %","  1.43 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %","  3.94 %","  5.82 %","  5.00 %","   .00 %","  7.86 %","-38.75 %","   .00 %","   .00 %","   .00 %","  3.46 %"," 11.67 %","   .00 %"
