"date","Oklahoma/Adair","Oklahoma/Alfalfa","Oklahoma/Atoka","Oklahoma/Beaver","Oklahoma/Beckham","Oklahoma/Blaine","Oklahoma/Bryan","Oklahoma/Caddo","Oklahoma/Canadian","Oklahoma/Carter","Oklahoma/Cherokee","Oklahoma/Choctaw","Oklahoma/Cimarron","Oklahoma/Cleveland","Oklahoma/Coal","Oklahoma/Comanche","Oklahoma/Cotton","Oklahoma/Craig","Oklahoma/Creek","Oklahoma/Custer","Oklahoma/Delaware","Oklahoma/Dewey","Oklahoma/Ellis","Oklahoma/Garfield","Oklahoma/Garvin","Oklahoma/Grady","Oklahoma/Grant","Oklahoma/Greer","Oklahoma/Harmon","Oklahoma/Harper","Oklahoma/Haskell","Oklahoma/Hughes","Oklahoma/Jackson","Oklahoma/Jefferson","Oklahoma/Johnston","Oklahoma/Kay","Oklahoma/Kingfisher","Oklahoma/Kiowa","Oklahoma/Latimer","Oklahoma/Le Flore","Oklahoma/Lincoln","Oklahoma/Logan","Oklahoma/Love","Oklahoma/Major","Oklahoma/Marshall","Oklahoma/Mayes","Oklahoma/McClain","Oklahoma/McCurtain","Oklahoma/McIntosh","Oklahoma/Murray","Oklahoma/Muskogee","Oklahoma/Noble","Oklahoma/Nowata","Oklahoma/Okfuskee","Oklahoma/Oklahoma","Oklahoma/Okmulgee","Oklahoma/Osage","Oklahoma/Ottawa","Oklahoma/Out of OK","Oklahoma/Pawnee","Oklahoma/Payne","Oklahoma/Pittsburg","Oklahoma/Pontotoc","Oklahoma/Pottawatomie","Oklahoma/Pushmataha","Oklahoma/Roger Mills","Oklahoma/Rogers","Oklahoma/Seminole","Oklahoma/Sequoyah","Oklahoma/Stephens","Oklahoma/Texas","Oklahoma/Tillman","Oklahoma/Tulsa","Oklahoma/Unassigned","Oklahoma/Wagoner","Oklahoma/Washington","Oklahoma/Washita","Oklahoma/Woods","Oklahoma/Woodward"
"2020-04-01"," ##.## %","","","","   .00 %","","   .00 %","   .00 %"," 26.32 %","   .00 %"," 75.00 %","   .00 %",""," 33.85 %",""," 40.00 %","   .00 %"," ##.## %"," 28.57 %","   .00 %"," 14.29 %","",""," ##.## %"," 16.67 %"," 50.00 %","","   .00 %","","","",""," ##.## %","","","   .00 %","",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 25.00 %"," ##.## %","","",""," 62.50 %"," 25.00 %","   .00 %",""," 23.87 %"," 33.33 %"," 18.75 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 20.00 %","",""," 33.33 %","   .00 %","   .00 %"," 20.00 %","   .00 %",""," 38.55 %","   .00 %"," 50.00 %","  9.52 %","","",""
"2020-04-02"," 12.50 %","","   .00 %","","   .00 %",""," ##.## %"," ##.## %"," 16.67 %","   .00 %","   .00 %","   .00 %",""," 39.08 %",""," 28.57 %","   .00 %","   .00 %"," 33.33 %"," 25.00 %"," 25.00 %","","","   .00 %"," 14.29 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 25.00 %"," ##.## %","","","   .00 %"," 22.22 %","","",""," 15.38 %","   .00 %"," 20.00 %",""," 12.50 %"," 25.00 %"," 15.79 %"," 14.29 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %"," 50.00 %","",""," ##.## %","   .00 %"," ##.## %"," 16.67 %","   .00 %",""," 31.30 %","   .00 %"," 60.00 %","  4.35 %","","","   .00 %"
"2020-04-03"," 55.56 %","","   .00 %","","   .00 %",""," 50.00 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","","  7.44 %",""," 22.22 %"," ##.## %","   .00 %","  8.33 %","   .00 %"," 10.00 %","",""," 25.00 %","   .00 %"," 66.67 %","   .00 %"," ##.## %","","","",""," ##.## %","","","  4.17 %"," 50.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %"," -9.09 %","   .00 %","","","  6.67 %","   .00 %"," 16.67 %","","  9.72 %"," 40.00 %"," -4.55 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 40.00 %"," 22.22 %","",""," 25.00 %","   .00 %","   .00 %"," 14.29 %","   .00 %",""," 15.89 %","   .00 %"," 25.00 %"," 16.67 %","   .00 %","","   .00 %"
"2020-04-04","   .00 %","","   .00 %","","   .00 %","","   .00 %"," ##.## %"," 10.34 %","   .00 %"," 42.86 %"," ##.## %",""," 30.00 %",""," 12.12 %","   .00 %"," 50.00 %"," 10.26 %","   .00 %","   .00 %","","","   .00 %"," 37.50 %"," 20.00 %","   .00 %"," 20.00 %","","","","","   .00 %","",""," 16.00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 40.00 %"," 10.00 %","   .00 %","","","  6.25 %","   .00 %"," 14.29 %","","  8.02 %"," 57.14 %"," 19.05 %"," 25.00 %","   .00 %","   .00 %"," 11.11 %"," 50.00 %","   .00 %","   .00 %","",""," 20.00 %"," ##.## %","   .00 %"," 12.50 %","   .00 %","   .00 %"," 26.29 %","   .00 %"," 33.33 %"," 17.86 %","","","   .00 %"
"2020-04-05"," 28.57 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","  3.12 %","   .00 %"," 20.00 %","   .00 %","","  1.18 %","","  5.41 %","   .00 %","   .00 %","  2.33 %","   .00 %","  9.09 %","","","   .00 %","-18.18 %"," 16.67 %","   .00 %"," ##.## %","","","","","   .00 %","","","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 28.57 %","  9.09 %","   .00 %","   .00 %",""," 17.65 %"," 20.00 %"," 12.50 %","","  3.52 %","   .00 %","  8.00 %"," 10.00 %","   .00 %"," 37.50 %","   .00 %"," ##.## %","   .00 %","  9.09 %","","","  8.33 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","  8.60 %","   .00 %"," 17.50 %","  6.06 %","-##.## %","","   .00 %"
"2020-04-06"," 11.11 %","","   .00 %","","   .00 %","","   .00 %"," 25.00 %","  6.06 %","   .00 %"," 16.67 %","   .00 %","","  5.26 %","","  5.13 %","   .00 %"," 66.67 %","  2.27 %","   .00 %","  8.33 %","","","   .00 %"," 11.11 %"," 14.29 %","   .00 %","  4.00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %",""," 11.11 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  5.28 %","   .00 %"," 14.81 %","  9.09 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 14.29 %","  8.33 %","",""," 15.38 %"," 50.00 %"," 75.00 %"," 22.22 %"," 50.00 %","   .00 %","  3.75 %","   .00 %","  4.26 %"," 11.43 %","   .00 %","","   .00 %"
"2020-04-07"," 25.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 14.29 %","   .00 %"," 14.29 %","   .00 %",""," 12.78 %","","  2.44 %","   .00 %","-20.00 %","  4.44 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 12.50 %","   .00 %"," 19.23 %","","","",""," 50.00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 33.33 %"," ##.## %"," ##.## %","","  5.00 %","   .00 %"," 11.11 %","","  8.60 %","   .00 %","  9.68 %"," 16.67 %","   .00 %","  4.55 %"," 14.29 %"," 16.67 %"," 12.50 %"," 46.15 %","",""," 13.33 %","   .00 %"," 42.86 %","   .00 %","   .00 %","   .00 %","  9.64 %","   .00 %"," 12.24 %"," 10.26 %","","","   .00 %"
"2020-04-08","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.43 %","","  4.76 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," -8.33 %","   .00 %","   .00 %","  3.23 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.25 %","   .00 %","-50.00 %","","   .00 %","   .00 %","   .00 %","","  4.62 %","   .00 %"," -2.94 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","",""," 11.76 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","  3.64 %","  4.65 %","","","   .00 %"
"2020-04-09","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.25 %","   .00 %","","  8.96 %","","  6.82 %","   .00 %","   .00 %","  2.13 %","   .00 %","  7.69 %","   .00 %","","   .00 %"," 18.18 %","   .00 %","   .00 %"," 15.62 %","","","","","   .00 %","   .00 %","","  9.09 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 21.45 %"," 18.18 %"," 24.24 %"," 13.33 %","   .00 %","  4.35 %","  4.17 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %","   .00 %","  5.12 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %"
"2020-04-10","  4.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 33.33 %","  8.33 %","   .00 %","  5.88 %","   .00 %","","  2.16 %","","   .00 %","   .00 %"," 20.00 %"," 10.42 %","   .00 %"," 64.29 %","   .00 %","","   .00 %","-15.38 %"," 22.22 %","   .00 %"," 24.32 %","","","","","   .00 %","   .00 %",""," 13.89 %"," 66.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","  5.88 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.27 %","   .00 %","  9.76 %","   .00 %","-##.## %","  8.33 %"," 12.00 %"," 14.29 %","   .00 %","  4.17 %","",""," 21.05 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.95 %","   .00 %"," 14.04 %","  5.56 %","","","   .00 %"
"2020-04-11","  3.85 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 12.50 %","  7.69 %","   .00 %","   .00 %","   .00 %","","  4.66 %","","  4.26 %","   .00 %","   .00 %","  1.89 %","   .00 %","  4.35 %","   .00 %",""," 20.00 %"," -9.09 %","   .00 %"," ##.## %","  4.35 %","","","",""," 16.67 %","   .00 %","","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.91 %","   .00 %","   .00 %"," -5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  4.35 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %","  2.87 %","   .00 %","  3.08 %"," 45.61 %","","","   .00 %"
"2020-04-12","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  6.88 %","","   .00 %","   .00 %"," 16.67 %","  1.85 %","   .00 %"," ##.## %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","","","","","   .00 %","   .00 %","","  2.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.35 %","   .00 %"," 11.11 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","","","  4.17 %"," 16.67 %","   .00 %","  7.69 %","   .00 %","   .00 %","  2.79 %","   .00 %","  2.99 %"," 25.30 %","","","   .00 %"
"2020-04-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 33.33 %","   .00 %","  1.79 %","   .00 %"," 11.11 %","   .00 %","","  1.14 %","","  4.08 %"," 25.00 %","   .00 %","  1.82 %"," 20.00 %"," 26.00 %","   .00 %",""," 16.67 %"," 10.00 %","   .00 %","   .00 %","  2.04 %","","","","","   .00 %","   .00 %","","  4.65 %"," 20.00 %"," ##.## %","   .00 %","   .00 %"," -9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","  5.56 %"," ##.## %","   .00 %","","  4.76 %","   .00 %","   .00 %","   .00 %","  4.60 %","  7.69 %"," 12.00 %"," 27.78 %","   .00 %","  3.85 %","  3.57 %"," 25.00 %"," 11.11 %","   .00 %","","","   .00 %","   .00 %"," 22.22 %","  7.14 %"," 66.67 %","   .00 %","  1.51 %","   .00 %","  5.80 %","  9.62 %","","","   .00 %"
"2020-04-14","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.11 %","  8.77 %","   .00 %","   .00 %"," 50.00 %","","  3.75 %","","  1.96 %","   .00 %"," 28.57 %","  7.14 %"," 16.67 %"," 12.70 %","   .00 %","","   .00 %"," -9.09 %","  9.09 %","   .00 %"," -2.00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," -6.67 %"," -5.26 %","   .00 %","   .00 %",""," 13.64 %","   .00 %"," 10.00 %","   .00 %","  4.18 %","   .00 %","  5.36 %"," -4.35 %","   .00 %","   .00 %"," -3.45 %"," 10.00 %","   .00 %","  7.69 %","",""," 12.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.23 %","   .00 %"," 34.25 %","  3.51 %","","","   .00 %"
"2020-04-15","  3.57 %","   .00 %","   .00 %","   .00 %"," ##.## %",""," 25.00 %"," ##.## %","  1.61 %","   .00 %","  5.00 %","   .00 %","","  6.14 %","","   .00 %","   .00 %","-11.11 %"," -5.00 %","   .00 %","  1.41 %"," ##.## %","","   .00 %","   .00 %"," 16.67 %","   .00 %","  2.04 %","","","","","-14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","  5.56 %"," 16.67 %","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","  1.90 %","   .00 %","  3.39 %","   .00 %","   .00 %","   .00 %","  3.57 %"," 18.18 %","   .00 %","   .00 %","","","  7.14 %","   .00 %"," -9.09 %","   .00 %"," 50.00 %","   .00 %","  1.12 %","   .00 %","  4.08 %","   .00 %","","","   .00 %"
"2020-04-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 37.14 %","  3.17 %","   .00 %","  4.76 %","   .00 %","","  2.38 %","","  9.62 %","   .00 %","-12.50 %","  1.75 %","   .00 %","  2.78 %","   .00 %",""," 28.57 %","   .00 %"," 14.29 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %"," 25.00 %"," 10.00 %"," 14.29 %","   .00 %","   .00 %","   .00 %"," 18.75 %","  5.26 %","   .00 %"," ##.## %",""," -3.85 %","   .00 %","   .00 %","   .00 %","  2.90 %","   .00 %","   .00 %","  9.09 %","   .00 %","  3.70 %"," 17.24 %","  7.69 %","   .00 %"," 14.29 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.87 %","   .00 %","  4.90 %","  5.08 %","","","   .00 %"
