"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-04-14","   .00 %"," 22.39 %"," 21.21 %"," 20.01 %","   .00 %","   .00 %"," 10.54 %"," 20.00 %"," 33.89 %","   .00 %"," 34.60 %","   .00 %","-20.00 %"," 13.17 %","   .00 %"," 12.53 %"," 16.28 %","   .00 %","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %"," 15.72 %"," 14.96 %"," 11.67 %","   .00 %","   .00 %","  9.43 %"," 20.00 %"," 27.22 %","   .00 %"," 18.17 %","   .00 %","-20.00 %"," 13.17 %","   .00 %","  9.87 %"," 11.58 %","   .00 %","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-16","   .00 %"," 11.97 %"," 10.20 %","  7.17 %","   .00 %","   .00 %","  3.11 %"," 20.00 %"," 23.89 %","   .00 %"," 15.72 %","   .00 %","-20.00 %"," 11.39 %","   .00 %","  9.43 %","  7.77 %","   .00 %","-20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-17","   .00 %","  4.80 %","  5.17 %","  9.87 %"," 20.00 %","   .00 %","   .36 %"," 20.00 %"," 10.97 %","   .00 %"," 14.81 %","   .00 %","-20.00 %"," 11.39 %","   .00 %","  8.60 %","  7.16 %","   .00 %","-20.00 %","-13.33 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-18","   .00 %","  7.44 %","  8.82 %"," 10.83 %"," 20.00 %","   .00 %","   .36 %"," 30.00 %"," 10.08 %","   .00 %"," 21.77 %","   .00 %","   .00 %","  8.72 %","   .00 %"," 13.04 %","  8.92 %"," 20.00 %","-20.00 %"," 46.67 %","   .00 %",""," 40.00 %","   .00 %","   .00 %"
"2020-04-19","   .00 %","  7.81 %","  4.60 %"," 12.25 %"," 30.00 %","   .00 %","  -.36 %"," 10.00 %","  7.33 %","   .00 %"," 17.79 %","   .00 %","  4.00 %","  6.22 %","   .00 %"," 12.87 %","  8.17 %"," 20.00 %","   .00 %"," 36.67 %","   .00 %",""," 40.00 %"," 40.00 %","   .00 %"
"2020-04-20","   .00 %","  8.68 %","  4.60 %"," 13.42 %"," 30.00 %","   .00 %","  1.78 %"," 10.00 %"," 10.86 %","   .00 %","  9.22 %","   .00 %","  4.00 %","  7.89 %","   .00 %"," 14.95 %","  9.50 %"," 20.00 %","   .00 %"," 36.67 %","   .00 %","   .00 %"," 40.00 %"," 40.00 %","   .00 %"
"2020-04-21"," 20.00 %"," 10.34 %","  7.80 %"," 13.90 %"," 36.67 %","   .00 %","  1.78 %"," 10.00 %"," 12.19 %","   .00 %","  9.22 %","   .00 %","  7.33 %","  5.67 %","   .00 %"," 16.10 %"," 10.57 %"," 20.00 %","   .00 %"," 46.67 %","   .00 %","  6.09 %"," 40.00 %"," 33.33 %","   .00 %"
"2020-04-22"," 30.00 %"," 10.63 %"," 12.85 %"," 11.08 %"," 21.67 %","   .00 %","  5.19 %"," 23.33 %"," 15.20 %","   .00 %","  9.52 %","   .00 %"," 10.19 %","  7.21 %","   .00 %"," 15.32 %"," 11.56 %"," 20.00 %","   .00 %"," 60.00 %","   .00 %","  4.09 %"," 40.00 %"," 33.33 %","   .00 %"
"2020-04-23"," 30.00 %","  8.30 %","  9.72 %","  9.07 %"," 25.67 %","   .00 %","  4.04 %"," 13.33 %"," 15.20 %"," 20.00 %","  3.14 %","   .00 %"," 10.19 %","  4.63 %","   .00 %"," 10.08 %","  9.61 %","   .00 %","   .00 %","  6.67 %","   .00 %","  3.72 %","   .00 %"," 43.33 %","   .00 %"
"2020-04-24"," 30.00 %","  6.52 %","  8.34 %","  6.86 %"," 15.67 %","   .00 %","  4.04 %"," 13.33 %"," 15.20 %"," 20.00 %","  6.56 %","   .00 %","  8.69 %","  4.63 %"," 20.00 %","  9.92 %","  8.57 %"," 10.00 %","   .00 %"," 26.67 %","   .00 %","  4.66 %","   .00 %","  3.33 %","   .00 %"
"2020-04-25"," 30.00 %","  7.87 %","  9.69 %","  7.66 %"," 19.00 %","   .00 %","  3.07 %"," 13.33 %"," 12.26 %"," 20.00 %","  8.51 %","   .00 %"," 13.13 %","  4.30 %"," 30.00 %"," 10.04 %","  9.14 %"," 10.00 %","   .00 %"," 26.67 %","   .00 %","  7.00 %","   .00 %"," 10.00 %","   .00 %"
"2020-04-26"," 10.00 %","  6.49 %","  7.00 %","  6.06 %"," 12.33 %","   .00 %","  3.07 %"," 13.33 %","  9.26 %"," 20.00 %","  6.51 %","   .00 %","  9.80 %","  4.30 %"," 30.00 %","  9.21 %","  8.18 %"," 10.00 %","   .00 %"," 16.67 %","   .00 %","  4.30 %","   .00 %"," 16.67 %","   .00 %"
"2020-04-27","  6.67 %","  5.79 %","  8.09 %","  6.65 %","  7.33 %","   .00 %","  2.98 %","   .00 %","  4.31 %"," 20.00 %","  6.63 %","   .00 %","  6.94 %","  4.01 %"," 36.67 %"," 10.82 %","  8.57 %"," 10.00 %","   .00 %"," 16.67 %","   .00 %"," -1.70 %","   .00 %"," 21.67 %","   .00 %"
"2020-04-28"," 11.67 %","  5.09 %","  8.74 %","  6.48 %","  6.19 %","   .00 %","  5.52 %","  4.00 %","  4.06 %","   .00 %","  6.06 %","   .00 %"," 10.58 %","  3.76 %"," 36.67 %","  9.80 %","  6.65 %"," 16.67 %","   .00 %"," 13.33 %","   .00 %","  3.04 %","   .00 %"," 11.67 %","   .00 %"
"2020-04-29"," 15.67 %","  5.72 %","  9.95 %","  7.41 %","  6.19 %","   .00 %","  5.97 %"," 10.67 %","  4.35 %","   .00 %","  4.53 %","   .00 %","  8.08 %","  4.87 %"," 16.67 %","  9.54 %","  7.33 %","  6.67 %","   .00 %","  6.19 %","   .00 %"," -1.49 %","   .00 %"," 19.67 %"," 20.00 %"
"2020-04-30"," 19.00 %","  5.42 %","  9.44 %","  7.61 %","  2.86 %","   .00 %","  5.24 %"," 10.67 %","  4.71 %","   .00 %","  4.54 %","   .00 %","  3.64 %","  3.54 %"," 11.67 %","  8.41 %","  6.86 %"," 16.67 %","   .00 %","  6.19 %","   .00 %"," -4.75 %","  6.67 %"," 13.00 %"," 20.00 %"
"2020-05-01"," 19.00 %","  4.92 %","  9.91 %","  7.89 %","  5.36 %","   .00 %","  5.24 %"," 10.67 %","  5.62 %","   .00 %","  4.54 %","   .00 %","  6.71 %","  3.54 %","  7.67 %","  7.90 %","  6.99 %"," 20.00 %","   .00 %","  3.69 %","   .00 %","","  6.67 %"," 13.00 %"," 30.00 %"
"2020-05-02"," 15.19 %","  4.96 %","  7.27 %","  7.53 %","  9.80 %","   .00 %","  4.68 %"," 10.67 %","  4.92 %","   .00 %","  4.28 %","   .00 %","  8.05 %","  3.34 %","  1.00 %","  6.10 %","  6.37 %"," 22.86 %","   .00 %","  3.69 %","   .00 %"," -7.65 %"," 16.67 %"," 16.57 %"," 30.00 %"
"2020-05-03"," 20.19 %","  4.30 %","  6.58 %","  7.55 %","  6.94 %","   .00 %","   .90 %","  9.17 %","  5.11 %","   .00 %","  4.96 %","   .00 %","  4.41 %","  2.16 %"," 11.00 %","  5.97 %","  6.16 %"," 16.19 %","   .00 %","   .36 %","   .00 %"," -3.42 %"," 16.67 %"," 16.57 %"," 30.00 %"
"2020-05-04"," 16.19 %","  4.06 %","  5.07 %","  5.10 %","  6.94 %","   .00 %","   .88 %","  4.72 %","  3.57 %","   .00 %","  4.04 %","   .00 %","  4.41 %","  3.05 %"," 14.33 %","  4.48 %","  4.92 %"," 16.19 %","   .00 %"," -2.50 %","   .00 %"," -5.47 %"," 16.67 %","  8.57 %"," 10.00 %"
"2020-05-05"," 12.86 %","  3.32 %","  5.02 %","  3.55 %","  6.94 %","   .00 %","  2.56 %"," 10.72 %","  2.62 %","   .00 %","  3.37 %","   .00 %","  8.16 %","  3.96 %","  9.33 %","  4.67 %","  4.26 %","  6.19 %","   .00 %"," -2.50 %","   .00 %","   .71 %"," 10.00 %"," 10.57 %"," 10.00 %"
"2020-05-06"," 12.86 %","  3.73 %","  4.80 %","  4.06 %","  4.44 %","   .00 %","  3.72 %"," 10.72 %","  2.51 %","   .00 %","  3.97 %","   .00 %","  7.19 %","  5.70 %"," 16.19 %","  4.93 %","  5.10 %","  2.86 %","   .00 %","   .00 %","   .00 %","  -.44 %"," 13.33 %"," 10.57 %","   .00 %"
"2020-05-07"," 10.00 %","  3.40 %","  3.99 %","  3.43 %","   .00 %","   .00 %","  3.35 %"," 10.72 %","  1.69 %","   .00 %","  3.49 %","   .00 %","  6.81 %","  6.25 %"," 16.19 %","  4.12 %","  3.80 %","   .00 %","   .00 %","  2.86 %","   .00 %","  3.44 %","  3.33 %","  5.64 %","   .00 %"
"2020-05-08","   .00 %","  3.69 %","  3.79 %","  3.76 %","   .00 %","   .00 %","  4.09 %","  8.22 %","  1.59 %","   .00 %","  2.81 %","   .00 %","  8.63 %","  6.25 %","  6.19 %","  3.78 %","  4.13 %","  2.50 %","   .00 %","  2.86 %","   .00 %","  8.05 %","  3.33 %","  8.71 %","   .00 %"
"2020-05-09","   .00 %","  3.00 %","  4.15 %","  4.80 %","   .00 %","   .00 %","  4.37 %","  6.00 %","  1.22 %","   .00 %","  3.06 %","   .00 %","  9.46 %","  5.73 %","  7.86 %","  4.16 %","  4.21 %","  2.50 %","   .00 %","  2.86 %","   .00 %","  6.13 %","  6.19 %","  8.71 %","  6.67 %"
"2020-05-10","   .00 %","  2.49 %","  4.00 %","  4.91 %","   .00 %","   .00 %","  2.25 %","   .00 %","  1.60 %","   .00 %","  2.32 %","   .00 %","  5.71 %","  4.82 %"," 13.86 %","  3.61 %","  3.67 %","  2.50 %","   .00 %","  2.86 %","   .00 %","  1.56 %","  8.69 %","  6.71 %","  6.67 %"
"2020-05-11","   .00 %","  2.80 %","  3.55 %","  4.10 %","   .00 %","   .00 %","  1.09 %","   .00 %","   .80 %","   .00 %","  1.72 %","   .00 %","  3.60 %","  4.46 %"," 11.00 %","  3.11 %","  2.92 %","  2.50 %","   .00 %","  5.36 %","   .00 %","  6.92 %","  5.36 %","  8.05 %","  6.67 %"
"2020-05-12","  1.67 %","  2.73 %","  3.84 %","  3.63 %","  3.64 %","   .00 %","  2.14 %","  3.08 %","  1.55 %","   .00 %","  1.94 %","   .00 %","  4.25 %","  5.44 %"," 11.00 %","  3.37 %","  2.87 %","  2.50 %","   .00 %","  2.50 %","   .00 %","  3.13 %","  5.36 %","  4.41 %","  6.67 %"
"2020-05-13","  1.67 %","  2.96 %","  4.27 %","  3.72 %","  3.64 %","   .00 %","  1.74 %","  3.08 %","  1.10 %","   .00 %","  2.72 %","   .00 %","  3.17 %","  7.16 %"," 11.00 %","  3.52 %","  2.80 %","   .00 %","   .00 %","  2.50 %","   .00 %","  -.83 %","  5.36 %","  2.58 %","  6.67 %"
"2020-05-14","  1.67 %","  2.91 %","  3.82 %","  3.34 %","  3.64 %","   .00 %","  1.35 %","  5.74 %","  2.18 %","   .00 %","  3.15 %","   .00 %","  5.20 %","  6.73 %","  7.54 %","  3.45 %","  2.67 %","   .00 %","   .00 %","  2.50 %","   .00 %","  -.58 %","  2.50 %","  2.58 %","  5.00 %"
"2020-05-15","  1.67 %","  2.37 %","  4.16 %","  2.60 %","  3.64 %","   .00 %","  2.00 %","  5.74 %","  2.48 %","   .00 %","  3.54 %","   .00 %","  5.20 %","  6.73 %","  1.54 %","  3.29 %","  3.19 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .55 %","   .00 %","  4.94 %","  5.00 %"
"2020-05-16","  1.67 %","  2.61 %","  4.36 %","  3.20 %","  3.64 %","   .00 %","  2.62 %","  5.74 %","  2.81 %","   .00 %","  3.77 %","   .00 %","  5.82 %","  6.85 %","  1.54 %","  3.51 %","  3.19 %","   .00 %","   .00 %","  2.22 %","   .00 %"," -3.18 %","   .00 %","  4.66 %","  5.00 %"
"2020-05-17","   .00 %","  2.27 %","  4.16 %","  2.68 %","   .00 %","   .00 %","  2.23 %","  2.67 %","  2.43 %","   .00 %","  3.18 %","   .00 %","  4.83 %","  4.27 %","  1.54 %","  3.14 %","  2.84 %","  2.22 %","   .00 %","  4.22 %","   .00 %"," -5.55 %"," -2.22 %","  5.66 %","  9.00 %"
"2020-05-18","  1.54 %","  1.33 %","  3.19 %","  2.27 %","   .00 %","   .00 %","  2.20 %","  2.67 %","  1.71 %","   .00 %","  2.40 %","   .00 %","  4.09 %","  3.48 %","  1.54 %","  2.61 %","  2.31 %","  2.22 %","   .00 %","  4.22 %","   .00 %"," -1.19 %"," -2.22 %","  4.41 %","  9.00 %"
"2020-05-19","  1.54 %","  1.45 %","  3.36 %","  1.82 %","   .00 %","   .00 %","  2.17 %","  1.18 %","  1.33 %","   .00 %","  1.40 %","   .00 %","  1.82 %","  4.21 %","   .00 %","  2.86 %","  2.26 %","  4.22 %","   .00 %","  6.04 %","   .00 %"," -1.38 %"," -2.22 %","  4.41 %","  4.00 %"
"2020-05-20","  1.54 %","  1.30 %","  3.44 %","  2.29 %","  1.54 %","   .00 %","  2.10 %","  3.40 %","   .97 %","   .00 %","  1.12 %","   .00 %","  4.11 %","  4.62 %","   .00 %","  2.79 %","  1.87 %","  4.22 %","   .00 %","  6.04 %","   .00 %"," -3.72 %","   .28 %","  2.05 %"," 10.67 %"
"2020-05-21","  1.54 %","   .84 %","  3.58 %","  1.74 %","  2.97 %","   .00 %","  1.19 %","  3.40 %","   .95 %","   .00 %","  1.11 %","   .00 %","  3.99 %","  2.72 %","   .00 %","  2.76 %","  2.10 %","  4.22 %","   .00 %","  5.48 %","   .00 %"," -5.71 %","  2.50 %","  1.95 %"," 10.67 %"
"2020-05-22","  1.54 %","   .97 %","  3.16 %","  1.62 %","  2.97 %","   .00 %","  1.75 %","  3.40 %","  1.57 %","   .00 %","  1.09 %","   .00 %","  6.39 %","  3.12 %","  1.43 %","  2.61 %","  2.14 %","  3.82 %","   .00 %","  3.48 %","   .00 %"," -3.91 %","  4.72 %","   .95 %","  6.67 %"
"2020-05-23","   .00 %","  1.10 %","  3.24 %","  1.95 %","  2.97 %","   .00 %","  2.27 %","  3.40 %","  2.16 %","   .00 %","  1.31 %","   .00 %","  6.39 %","  2.99 %","  1.43 %","  2.77 %","  2.11 %","  3.82 %","   .00 %","  5.02 %","   .00 %"," -7.30 %","  4.72 %","   .95 %","  6.67 %"
"2020-05-24","   .00 %","  1.08 %","  2.68 %","  1.93 %","  2.97 %","   .00 %","  1.98 %","  3.22 %","  1.84 %","   .00 %","  1.72 %","   .00 %","  6.67 %","  1.22 %","   .10 %","  2.10 %","  1.95 %","  1.82 %","   .00 %","  3.21 %","   .00 %"," -5.35 %","  6.72 %","   .95 %"," 11.67 %"
"2020-05-25","   .00 %","  1.61 %","  2.08 %","  1.72 %","  2.76 %","   .00 %","  2.19 %","  1.00 %","  1.52 %","   .00 %","  1.26 %","   .00 %","  4.38 %","   .81 %","   .10 %","  1.76 %","  1.87 %","  1.82 %"," 20.00 %","  4.63 %","   .00 %"," -4.63 %","  4.22 %","   .95 %","  7.00 %"
"2020-05-26","   .00 %","  1.58 %","  1.76 %","  1.61 %","  1.33 %","   .00 %","  2.72 %","  1.00 %","  1.50 %","   .00 %","  1.45 %","   .00 %","  3.87 %","  1.59 %","  1.52 %","  1.44 %","  1.66 %","  1.82 %"," 20.00 %","  2.97 %","   .00 %"," -1.85 %","  3.82 %","   .00 %","  7.00 %"
"2020-05-27","  1.43 %","  1.82 %","  1.85 %","  1.42 %","  3.83 %","   .00 %","  3.36 %","  1.00 %","  1.17 %"," 10.00 %","  1.63 %","   .00 %","  1.29 %","  1.56 %","   .10 %","  1.16 %","  1.74 %","   .00 %"," 20.00 %","  4.30 %","   .00 %","  1.25 %","  3.82 %","  2.73 %","  7.00 %"
"2020-05-28","  1.43 %","  1.68 %","  1.56 %","   .94 %","  2.72 %","   .00 %","  2.31 %","  1.95 %","   .86 %"," 10.00 %","  1.62 %","   .00 %","  1.29 %","  1.50 %","   .10 %","  1.10 %","  1.83 %","   .00 %"," 20.00 %","  6.51 %","   .00 %","  4.00 %","  3.82 %","  4.33 %","  7.00 %"
"2020-05-29","  2.76 %","  1.77 %","  2.30 %","  1.44 %","  2.72 %","   .00 %","  2.31 %","   .95 %","   .86 %"," 10.00 %","  1.39 %","   .00 %","   .42 %","  2.22 %","  4.10 %","  1.29 %","  1.59 %","   .00 %"," 20.00 %","  7.56 %","   .00 %"," -2.47 %","  3.48 %","  6.55 %","  5.64 %"
"2020-05-30","  2.76 %","  1.85 %","  2.07 %","  1.66 %","  2.57 %","   .00 %","  2.70 %","   .95 %","   .86 %"," 10.00 %","  1.19 %","   .00 %","   .42 %","  2.22 %","  6.45 %","  1.49 %","  1.64 %","   .00 %","   .00 %","  6.14 %"," 20.00 %","  -.01 %","  3.48 %","  6.55 %","  3.64 %"
"2020-05-31","  4.01 %","  1.83 %","  1.98 %","  1.80 %","  2.57 %","   .00 %","  2.44 %","  1.86 %","   .57 %"," 10.00 %","   .78 %","   .00 %","  1.23 %","  1.83 %","  5.02 %","  1.54 %","  1.35 %","  1.67 %","   .00 %","  8.14 %"," 20.00 %"," -2.18 %","  3.21 %","  6.55 %","  3.64 %"
"2020-06-01","  2.58 %","  1.44 %","  1.76 %","  2.04 %","   .07 %","   .00 %","  1.39 %","  1.86 %","   .56 %","   .00 %","   .58 %","   .00 %","   .82 %","  2.49 %","  5.02 %","  1.49 %","   .95 %","   .13 %","   .00 %","  7.71 %"," 20.00 %"," -6.88 %","  3.21 %","  3.82 %","  3.64 %"
"2020-06-02","  2.58 %","  1.78 %","  2.08 %","  1.85 %","  1.18 %","   .00 %","  1.84 %","  1.78 %","   .28 %","   .00 %","   .57 %","   .00 %","   .82 %","  1.75 %","  5.02 %","  1.44 %","   .82 %","   .13 %"," 10.00 %","  4.83 %"," 30.00 %"," -3.56 %","  4.63 %","  2.22 %","  3.64 %"
"2020-06-03","  1.25 %","  1.29 %","  1.73 %","  1.41 %","  3.40 %","   .00 %","  2.48 %","  1.78 %","   .83 %","   .00 %","   .75 %","   .00 %","   .82 %","  1.03 %","  2.35 %","  1.25 %","  1.29 %","   .13 %"," 10.00 %","  6.28 %"," 30.00 %","  -.23 %","  4.30 %","   .00 %","   .00 %"
"2020-06-04","   .07 %","   .80 %","  1.76 %","  1.15 %","  2.22 %","   .00 %","  1.72 %","  1.78 %","  1.89 %","   .00 %","   .75 %","   .00 %","   .82 %","  2.35 %","   .00 %","  1.01 %","  1.48 %","   .13 %"," 10.00 %","  7.02 %"," 10.00 %"," -5.14 %","  4.30 %","  1.33 %","  1.54 %"
"2020-06-05"," -1.18 %","   .91 %","  1.80 %","  1.06 %","  2.22 %","   .00 %","  1.72 %","   .87 %","  1.89 %","  6.67 %","   .94 %","   .00 %","   .00 %","  2.35 %","   .00 %","  1.06 %","  1.65 %"," -1.54 %"," 16.67 %","  6.45 %"," 16.67 %"," -2.82 %","  2.76 %","  1.33 %","  1.54 %"
"2020-06-06"," -1.18 %","  1.12 %","  1.93 %","  1.12 %","  3.22 %","   .00 %","  1.89 %","   .87 %","  2.12 %","  6.67 %","   .93 %","   .00 %","   .39 %","  1.31 %","   .00 %","  1.14 %","  1.77 %","   .00 %"," 16.67 %","  7.54 %"," 16.67 %"," -3.66 %","  2.76 %","  1.33 %","  4.40 %"
"2020-06-07"," -1.18 %","   .78 %","  1.52 %","  1.33 %","  3.22 %","   .00 %","  1.67 %","   .00 %","  1.87 %","  6.67 %","   .74 %","   .00 %","   .78 %","  1.93 %","   .00 %","  1.01 %","  1.62 %","   .00 %","  6.67 %","  7.28 %","  6.67 %","-12.02 %","  1.33 %","  1.33 %","  4.40 %"
"2020-06-08"," -1.18 %","   .78 %","  1.18 %","  1.18 %","  1.00 %","   .00 %","  1.03 %","   .00 %","  1.33 %","  6.67 %","   .37 %","   .00 %","   .78 %","  2.23 %","   .00 %","   .81 %","  1.28 %","   .00 %","  6.67 %","  4.78 %","  6.67 %","   .14 %","   .00 %","  1.33 %","  4.40 %"
