"date","Mizoram/Aizawl","Mizoram/Champhai","Mizoram/Hnahthial","Mizoram/Khawzawl","Mizoram/Kolasib","Mizoram/Lawngtlai","Mizoram/Lunglei","Mizoram/Mamit","Mizoram/Saiha","Mizoram/Saitual","Mizoram/Serchhip"
"2020-08-30","  1.32 %","","","","  2.28 %","","","  4.98 %","",""," 10.97 %"
"2020-08-31","","","","","  1.19 %","","","","","",""
"2020-09-01","  1.10 %","","","","  1.06 %","  6.50 %","   .69 %","","","",""
"2020-09-02","  1.19 %","","","","   .82 %","","","","","",""
"2020-09-03","   .84 %","","","","  1.16 %","","","","","",""
"2020-09-04","   .97 %","","","","  1.14 %","","   .69 %","","","","  8.74 %"
"2020-09-05","  1.23 %","","","","","  6.50 %","   .34 %","  9.48 %","  5.60 %","",""
"2020-09-06","  2.09 %","","","","  1.35 %","","   .00 %","","","",""
"2020-09-07","  2.10 %","","","","  1.88 %","","   .67 %","","","","  8.74 %"
"2020-09-08","  1.62 %","","","","  2.28 %","  5.63 %","","","","","  8.19 %"
"2020-09-09","  3.56 %","","","","","","","","","","  5.11 %"
"2020-09-10","  7.00 %","  4.01 %","","","  2.25 %","","","","","",""
"2020-09-11","  6.51 %","","","","  2.32 %","","   .84 %","","  2.99 %","","  5.11 %"
"2020-09-12","  6.67 %","","","","","  6.09 %","   .84 %","","  3.66 %"," 31.67 %",""
"2020-09-13","  7.20 %","","","","  2.07 %","","  1.31 %","","","",""
"2020-09-14","  5.36 %","","","","  1.52 %","","","  7.58 %",""," 36.11 %",""
"2020-09-15","  2.37 %","",""," 16.67 %","","  1.90 %","  1.64 %","","","",""
"2020-09-16","  2.08 %","","","","  1.19 %","","","  5.57 %","",""," 10.37 %"
"2020-09-17","  2.13 %","","","","   .89 %","","  1.12 %","","","","  8.04 %"
"2020-09-18","  1.88 %",""," 45.00 %","","   .68 %","","  1.88 %","","","","  8.47 %"
"2020-09-19","  1.81 %","  2.58 %","","","","","  2.61 %","  4.03 %","  3.66 %","","  9.18 %"
"2020-09-20","  1.24 %","","","","   .77 %","  4.25 %","  5.52 %","  3.19 %","","",""
"2020-09-21","  1.23 %","","","","","  5.30 %","","  1.77 %","","",""
"2020-09-22","  2.91 %","","","","   .67 %","","","","  2.89 %","",""
"2020-09-23","  4.45 %","","","","","","  6.68 %","","",""," 14.01 %"
"2020-09-24","  4.90 %","","","","","","  9.02 %","  2.32 %","",""," 12.64 %"
"2020-09-25","  5.61 %","","","","   .57 %","","  9.20 %","  2.80 %","","",""
"2020-09-26","  6.46 %","","","","   .66 %","  6.30 %","  8.56 %","","   .67 %",""," 15.16 %"
"2020-09-27","  4.66 %","  3.60 %"," 45.00 %","","","","","  3.82 %",""," 36.11 %"," 15.16 %"
"2020-09-28","  3.23 %","",""," 16.67 %","   .57 %","  5.01 %","  5.68 %","","","",""
"2020-09-29","  3.70 %","  3.60 %","","","","  4.41 %","  5.63 %","","","",""
"2020-09-30","  3.54 %","  4.66 %","","","","  2.05 %","  3.92 %","  3.23 %","",""," 18.37 %"
"2020-10-01","  2.81 %","  3.41 %","","","  1.11 %","  3.38 %","  2.82 %","","","",""
"2020-10-02","  2.69 %","  4.41 %","","","  2.09 %"," 10.89 %","  3.39 %","  5.59 %","","",""
"2020-10-03","  2.23 %","","","",""," 15.37 %","  5.37 %","  5.46 %","",""," 14.14 %"
"2020-10-04","  1.17 %","  3.96 %","","",""," 15.61 %","  5.01 %","  4.79 %","",""," 10.25 %"
"2020-10-05","   .44 %","","","","","","","  3.77 %","","","  6.06 %"
"2020-10-06","   .29 %","  3.96 %","","","  2.25 %"," 15.61 %","","  3.77 %","","","  4.82 %"
"2020-10-07","   .24 %","","","",""," 13.47 %","  4.78 %","   .84 %",""," 31.26 %","  1.46 %"
"2020-10-08","   .32 %","","","","","","  5.31 %","",""," 34.60 %","  1.14 %"
"2020-10-09","   .36 %","  2.90 %","","","  2.40 %","","  4.64 %","  2.05 %","","","  1.14 %"
"2020-10-10","   .38 %","","","","  2.57 %","  5.44 %","  1.99 %","","","",""
"2020-10-11","   .44 %","  2.90 %","","","  1.80 %","  1.19 %","","  1.63 %","","","  1.41 %"
"2020-10-12","   .39 %","","","","","","  1.07 %","","","",""
"2020-10-13","   .30 %","  1.90 %","","","  1.48 %","   .95 %","   .85 %","  2.39 %","","","  1.39 %"
"2020-10-14","   .34 %","   .87 %","","","  1.30 %","  1.18 %","   .32 %","  2.39 %","","","   .82 %"
"2020-10-15","   .40 %","","","","  1.13 %","","   .32 %","","","",""
"2020-10-16","   .36 %",""," 29.00 %","","  1.05 %","","   .32 %","  2.75 %","","","   .54 %"
"2020-10-17","   .38 %","  1.70 %","","","   .88 %","  1.39 %","","",""," 11.02 %","   .81 %"
"2020-10-18","   .56 %","","","","","","   .45 %","","","",""
"2020-10-19","","","","","","","","  1.12 %","","",""
"2020-10-20","   .70 %","  3.30 %","","","   .31 %","  1.81 %","","  1.48 %","","","  1.33 %"
"2020-10-21","   .79 %",""," 15.67 %","","","  1.57 %","   .44 %","   .72 %","","","  3.08 %"
"2020-10-22","  1.03 %","","","","","","   .56 %","","","","  3.31 %"
"2020-10-23","  1.33 %","","","","","  1.79 %","   .81 %","","","","  4.45 %"
"2020-10-24","  1.36 %","  3.30 %","","","   .39 %","  2.40 %","   .81 %","","","","  4.83 %"
"2020-10-25","  1.60 %",""," 23.17 %"," 16.67 %","   .39 %","","","","","","  4.66 %"
"2020-10-26","  2.37 %","","","","   .69 %","","","   .72 %","","  7.91 %",""
"2020-10-27","  2.36 %","  3.30 %"," 30.86 %","","   .69 %","  2.15 %","","  1.06 %","  1.31 %","","  3.04 %"
"2020-10-28","  2.67 %","",""," 26.67 %","","  1.66 %","   .68 %","","","  9.16 %",""
"2020-10-29","  2.85 %","","","","","  2.44 %","   .43 %","","","","  3.01 %"
"2020-10-30","  2.70 %","  2.43 %","","","   .69 %","  2.23 %","   .43 %","  1.40 %","","","  1.87 %"
"2020-10-31","  2.00 %","","","","","","   .24 %","  1.37 %","","","  1.23 %"
"2020-11-01","  1.99 %","","","","","  1.76 %","","","","",""
"2020-11-02","  1.25 %","","","","   .53 %","  1.56 %","   .24 %","  1.37 %","","","   .60 %"
"2020-11-03","  1.14 %","  2.34 %",""," 26.67 %","   .46 %","","   .24 %","","","  8.52 %","   .20 %"
"2020-11-04","  1.45 %"," 22.17 %"," 30.86 %","","","","   .18 %","","   .65 %","",""
"2020-11-05","  1.74 %"," 22.51 %","","","","  1.35 %","   .12 %","  1.37 %","","",""
"2020-11-06","  1.68 %"," 23.53 %",""," 20.00 %","","   .75 %","","","","",""
"2020-11-07","  2.00 %"," 23.85 %","","","","   .75 %","   .12 %","","","","   .00 %"
"2020-11-08","  2.46 %"," 23.75 %","","","","   .91 %","","","","",""
"2020-11-09","  1.86 %","","","","   .22 %","   .91 %","   .18 %","  1.00 %","","",""
"2020-11-10","  1.78 %","  2.63 %","","","","  1.08 %","","","","",""
"2020-11-11","  1.88 %",""," 27.97 %","","","  3.68 %","","","","  5.19 %",""
"2020-11-12","  1.68 %","","","","   .45 %","  4.45 %","","","","",""
"2020-11-13","  1.29 %","  2.28 %","","","","  3.90 %","   .24 %","  3.24 %","","  4.87 %","  1.37 %"
"2020-11-14","  1.51 %","  1.27 %",""," 44.44 %","","  4.05 %","   .83 %","  3.77 %","","  4.59 %",""
"2020-11-15","  1.22 %","   .94 %","","","","  3.98 %","   .83 %","","","","  1.56 %"
"2020-11-16","   .89 %","   .31 %","","","","  1.20 %","","  4.04 %","","  5.34 %",""
"2020-11-17","   .97 %","   .61 %","","","","  2.31 %","  1.00 %","","","",""
"2020-11-18","   .74 %",""," 22.36 %","","   .37 %","  3.49 %","","  4.04 %","","","  2.83 %"
"2020-11-19","   .55 %","   .61 %",""," 35.44 %","   .96 %","  4.34 %","","","","","  4.20 %"
"2020-11-20","   .49 %","  2.37 %",""," 28.30 %","","  4.40 %","","  4.25 %","","",""
"2020-11-21","   .81 %","","  9.86 %","","  1.10 %","  5.33 %","  1.00 %","  2.46 %","","","  5.16 %"
"2020-11-22","  1.02 %","  2.37 %",""," 27.47 %","","  5.02 %","  1.11 %","  2.87 %","","  5.07 %","  7.14 %"
"2020-11-23","   .89 %","","","","  1.09 %","","  1.08 %","","","  5.07 %","  7.09 %"
"2020-11-24","   .90 %","  4.53 %",""," 27.47 %","","  6.10 %","","  2.60 %","  1.90 %","  3.96 %","  6.99 %"
"2020-11-25","   .86 %","","","","","  6.59 %","","  2.60 %","","","  6.85 %"
"2020-11-26","   .62 %","  4.41 %","","","   .87 %","  6.75 %","  1.02 %","","","  2.91 %","  6.00 %"
"2020-11-27","   .23 %","  5.37 %","","","  1.01 %","  6.58 %","   .95 %","  2.06 %","","","  2.76 %"
"2020-11-28","   .29 %","  3.60 %","  2.16 %","","","  5.35 %","   .90 %","","","   .91 %","  3.08 %"
"2020-11-29","   .27 %","  3.83 %","","","   .42 %","  3.48 %","   .78 %","  1.50 %","  2.48 %","   .87 %",""
"2020-11-30","   .23 %","  1.44 %","","  3.02 %","   .28 %","  2.00 %","   .22 %","   .24 %","","","  1.91 %"
"2020-12-01","   .24 %","  1.86 %","","","   .14 %","  1.79 %","   .22 %","   .24 %","","  1.70 %","   .69 %"
"2020-12-26","   .22 %","","","","","  1.03 %","","","","",""
"2020-12-27","   .16 %","","","","","   .86 %","   .11 %","","","",""
"2020-12-28","   .11 %","   .91 %","  2.16 %","","","   .62 %","   .11 %","","","","   .57 %"
"2020-12-29","   .12 %","","","","","   .77 %","   .05 %","","","","   .46 %"
"2020-12-30","   .05 %","","  2.05 %","","   .14 %","","   .27 %","","","  1.70 %","   .22 %"
"2020-12-31","   .07 %","","","","   .00 %","   .46 %","   .38 %","","","",""
"2021-01-01","   .09 %","","","","   .07 %","","   .64 %","","","",""
"2021-01-02","   .11 %","","","","","   .46 %","   .64 %","","","",""
"2021-01-03","   .09 %","","","","   .07 %","   .38 %","   .69 %","","","  1.70 %","   .33 %"
"2021-01-04","   .08 %","   .91 %","  1.00 %","","","","   .48 %","","","",""
"2021-01-05","   .11 %","","","","   .14 %","   .23 %","   .47 %","","","","   .33 %"
"2021-01-06","   .16 %","","","","","   .08 %","   .16 %","","","",""
"2021-01-07","   .18 %","","","","   .21 %","   .08 %","   .26 %","","","",""
"2021-01-08","   .19 %","","  1.00 %","","   .21 %","","   .21 %","","","","   .33 %"
"2021-01-09","   .27 %","","","","","   .23 %","   .26 %","","  3.05 %","  2.50 %",""
"2021-01-10","   .28 %","","","","","   .52 %","   .26 %","","  1.85 %","",""
"2021-01-11","   .20 %","","","","   .14 %","","   .31 %","","","",""
"2021-01-12","   .18 %","","","","   .28 %","   .52 %","   .26 %","","","",""
"2021-01-13","   .17 %","","","  2.89 %","   .28 %","","   .31 %","","  1.85 %","","   .33 %"
"2021-01-14","   .13 %","","","","","   .59 %","   .26 %","","","",""
"2021-01-15","   .06 %","","","","","","   .15 %","","","",""
"2021-01-16","   .08 %","","","","   .21 %","   .67 %","   .10 %","","","",""
"2021-01-17","   .11 %","","","","   .27 %","","","","","",""
"2021-01-18","   .11 %","","","","","   .52 %","","","","",""
"2021-01-19","   .10 %","","","","","   .22 %","   .05 %","","","",""
"2021-01-20","   .12 %","","","","   .27 %","","   .05 %","","  1.18 %","",""
"2021-01-21","   .16 %","","","","   .20 %","   .29 %","   .05 %","","","  1.63 %","   .22 %"
"2021-01-22","   .13 %","","","   .04 %","   .14 %","","   .05 %","","","",""
"2021-01-23","   .13 %","","","","","   .22 %","","","","",""
"2021-01-24","   .11 %","","","","","","","","","",""
"2021-01-25","   .09 %","","","","","   .14 %","","","","",""
"2021-01-26","   .06 %","","","","","","","","","",""
"2021-01-27","   .06 %","","","","","","","","","",""
"2021-01-28","   .07 %","","","","","   .14 %","   .15 %","","","",""
"2021-01-29","   .06 %","","","","","","","","","",""
"2021-01-30","   .08 %","","  1.95 %","","","","","","","","   .11 %"
"2021-01-31","   .08 %","","","","   .20 %","","","","","",""
"2021-02-01","   .06 %","","","","","","","","","",""
"2021-02-02","   .06 %","","","","","","","","   .59 %","",""
"2021-02-03","   .06 %","","","","   .14 %","   .14 %","   .20 %","","","",""
"2021-02-04","   .04 %","","","","","","","","","",""
"2021-02-05","   .03 %","","","","","","   .20 %","","","",""
"2021-02-06","   .04 %","","","","","","   .20 %","","","",""
"2021-02-07","   .04 %","","","","","","","","","",""
"2021-02-08","   .04 %","","  1.95 %","","","","","","","",""
"2021-02-09","   .05 %","","","","   .14 %","   .14 %","","","","",""
"2021-02-10","   .04 %","","","","","","   .20 %","","","",""
"2021-02-11","   .04 %","","","","","   .22 %","   .15 %","","","",""
"2021-02-12","","","","","","   .22 %","   .15 %","","","",""
"2021-02-13","   .04 %","","","","","","","","","",""
"2021-02-14","   .03 %","","","","","","","","","",""
"2021-02-15","   .02 %","","","","","","   .10 %","","","",""
"2021-02-16","   .01 %","   .90 %","","","","   .29 %","","","","",""
"2021-02-17","   .02 %","","","","","","","","","",""
"2021-02-18","   .01 %","","","","","   .36 %","","","","  1.57 %",""
"2021-02-19","   .02 %","  1.34 %","","","","   .50 %","   .15 %","","","",""
"2021-02-20","   .02 %","   .65 %","","","","   .49 %","","","","",""
"2021-02-21","","  1.07 %","","","","","","","","",""
"2021-02-22","","","","","","","   .15 %","","","",""
"2021-02-23","   .02 %","","","","","","","","","",""
"2021-02-24","   .02 %","","","","","","   .15 %","","","",""
"2021-02-25","","  1.07 %","","","","   .49 %","","","","",""
"2021-02-26","   .05 %","  1.06 %","","","","","","","","  2.31 %",""
"2021-02-27","   .06 %","","","","","   .42 %","","   .47 %","","",""
"2021-02-28","","  1.04 %","","","","   .28 %","","","","",""
"2021-03-01","   .06 %","   .83 %","","","","","   .10 %","","","",""
"2021-03-02","   .06 %","   .41 %","","","","","","","","  3.02 %",""
"2021-03-03","   .06 %","","","","","","","","","",""
"2021-03-04","   .03 %","","","","","","","","","",""
"2021-03-05","   .02 %","","","","","","   .10 %","","","",""
"2021-03-06","   .02 %","","","","","","","","","  2.22 %",""
"2021-03-07","","   .41 %","","","","","","","","",""
"2021-03-08","   .01 %","","","","","","","","","",""
"2021-03-09","   .03 %","   .20 %","","","","","","   .47 %","","",""
"2021-03-10","   .04 %","","","","","","","","","  2.91 %",""
"2021-03-11","","","","","","","","","","  2.14 %",""
"2021-03-12","","   .20 %","","","","","","","","",""
"2021-03-14","   .04 %","","","","","","","","","",""
"2021-03-15","   .04 %","","","","","","","","   .57 %","",""
"2021-03-16","   .05 %","","","","","","","","","",""
"2021-03-17","   .04 %","","","","","","","","  1.67 %","",""
"2021-03-18","   .05 %","","","","","","","","","",""
"2021-03-20","","","","","","","","","  2.19 %","",""
"2021-03-21","","","","","","","","   .47 %","","",""
"2021-03-22","   .05 %","","","","","","","","","",""
"2021-03-23","   .07 %","   .20 %","","","","","","","","  1.40 %",""
"2021-03-24","   .06 %","","","","","","","","  1.62 %","",""
"2021-03-25","   .06 %","","","","","","","","","",""
"2021-03-26","   .08 %","","","","","","","","","",""
"2021-03-27","   .09 %","","","","","","","","","",""
"2021-03-28","   .09 %","","","","","","","","","",""
"2021-03-30","   .10 %","","","","","","","   .47 %","  1.62 %","",""
"2021-03-31","   .11 %","","  1.86 %","","","","","","","",""
"2021-04-01","   .09 %","","  2.73 %","","","","","","  1.07 %","",""
"2021-04-02","   .10 %","   .60 %","  3.56 %","","","","","","","",""
"2021-04-03","   .10 %","","","","","","","","","",""
"2021-04-04","   .12 %","","","","","","","","","",""
"2021-04-05","   .10 %","","","","","","","","","",""
"2021-04-06","   .12 %","","","","   .34 %","","","","","",""
"2021-04-07","   .16 %","","","","   .74 %","","","","","",""
"2021-04-08","   .22 %","","","","","","","   .70 %","","",""
"2021-04-09","   .29 %","  1.39 %","  2.61 %","","  1.45 %","","   .15 %","","","","   .22 %"
"2021-04-10","   .39 %","  1.58 %","","","","   .21 %","   .20 %","   .92 %","","",""
"2021-04-11","   .53 %","","","","","","","  1.14 %","","",""
"2021-04-12","   .51 %","  1.37 %","","","","","","","","",""
"2021-04-13","   .62 %","  1.56 %","","","","   .35 %","","","","",""
"2021-04-14","   .66 %","","","","  1.64 %","","","","","","   .44 %"
"2021-04-15","   .74 %","","","","  1.77 %","","   .20 %","","","","   .54 %"
"2021-04-16","   .68 %","","","","  1.68 %","","","","","","   .76 %"
"2021-04-17","   .79 %","  1.35 %","","","  1.34 %","   .89 %","  1.33 %","","","","  1.07 %"
"2021-04-18","   .86 %","   .74 %","  2.61 %","","   .62 %","","","  1.13 %","","","  1.07 %"
"2021-04-19","   .90 %","   .56 %","","","   .49 %","  1.62 %","  1.33 %","","","","   .85 %"
"2021-04-20","  1.13 %","","","","   .43 %","  2.26 %","  1.28 %","  1.13 %","","","  1.05 %"
"2021-04-21","  1.40 %","","","","   .37 %","  3.12 %","","  1.33 %","","","   .83 %"
"2021-04-22","  1.53 %","  1.10 %","","","   .67 %","  3.15 %","  1.37 %","","  1.04 %","  2.02 %","   .72 %"
"2021-04-23","  1.50 %","","","","   .60 %","  3.13 %","  1.55 %","  1.09 %","  1.01 %","","   .81 %"
"2021-04-24","  1.59 %","  1.27 %","","","   .54 %","  2.80 %","   .51 %","","","",""
"2021-04-25","  1.67 %","  1.08 %","","","   .72 %","  2.27 %","","","","","   .81 %"
"2021-04-26","  1.36 %","   .90 %","  2.50 %","","   .83 %","  1.50 %","   .51 %","","","  2.65 %","   .50 %"
"2021-04-27","  1.51 %","  1.07 %","","","   .70 %","  1.48 %","   .51 %","  2.13 %","","","   .50 %"
"2021-04-28","  1.83 %","","","  5.04 %","  1.04 %","  1.06 %","   .37 %","  9.63 %","","  2.56 %","  6.60 %"
"2021-04-29","  2.02 %","   .87 %","","","  1.44 %","  1.58 %","   .23 %","  9.92 %","","","  7.15 %"
"2021-04-30","  2.04 %","","","","  1.86 %","  1.83 %","   .27 %","  9.48 %","  1.01 %","","  7.37 %"
"2021-05-01","  2.39 %","   .69 %","","  5.73 %","  1.68 %","  2.47 %","   .36 %","","","","  7.51 %"
"2021-05-02","  2.39 %","   .86 %","","","  1.98 %","  2.40 %","  1.16 %","  9.27 %","  2.48 %","  3.74 %","  8.55 %"
"2021-05-03","  1.96 %","   .86 %","","","  1.69 %","  2.68 %","  1.93 %","","","  6.52 %","  3.25 %"
"2021-05-04","  2.14 %","","","","  1.76 %","  1.80 %","  2.00 %","  8.15 %"," 16.57 %","  6.16 %","  2.63 %"
"2021-05-05","  2.22 %","","  1.63 %","","  1.51 %","  1.77 %","  2.03 %","  4.20 %","","  7.40 %","  5.08 %"
"2021-05-06","  2.33 %","  1.52 %","","  6.39 %","  1.55 %","  1.00 %","  2.39 %","  4.86 %"," 16.59 %","  9.34 %","  5.22 %"
"2021-05-07","  2.47 %","","","","  1.46 %","  1.37 %","  1.94 %","  5.08 %"," 16.09 %","  8.54 %","  4.36 %"
"2021-05-08","  2.81 %","  1.17 %","","  6.81 %","  2.86 %","  1.16 %","  1.64 %","  5.75 %"," 17.39 %","","  6.57 %"
"2021-05-09","  2.56 %","",""," 11.66 %","  2.93 %","  1.11 %","  1.89 %","  6.04 %"," 18.85 %","  9.47 %","  6.77 %"
"2021-05-10","  2.14 %","  1.00 %","","  8.47 %","  2.61 %","   .96 %","  1.76 %","  2.26 %","  6.46 %","  8.49 %","  4.19 %"
"2021-05-11","  2.14 %","  1.15 %",""," 11.97 %","  2.56 %","   .91 %","  1.61 %","  1.53 %","  6.52 %","  7.88 %","  3.91 %"
"2021-05-12","  2.22 %","",""," 11.69 %","  2.72 %","   .45 %","  1.58 %","  1.31 %","  8.04 %","  6.21 %","  4.56 %"
"2021-05-13","  2.06 %","  6.19 %","","","  1.83 %","   .40 %","  1.15 %","   .85 %","  7.09 %","","  1.56 %"
"2021-05-14","  2.15 %","  6.11 %","","","  1.53 %","   .53 %","  2.06 %","   .63 %","","  6.12 %","  1.36 %"
"2021-05-15","  2.28 %","  6.24 %","  1.57 %"," 11.90 %","  1.77 %","   .35 %","  2.09 %","   .63 %","  4.17 %","  2.41 %","  1.53 %"
"2021-05-16","  2.10 %","  6.48 %","","  7.41 %","  2.29 %","   .31 %","  3.54 %","   .41 %","  2.64 %","  2.41 %","  1.83 %"
"2021-05-17","  1.80 %","","","  6.43 %","  2.22 %","   .26 %","  3.42 %","","  3.09 %","  3.39 %","  1.08 %"
"2021-05-18","  2.19 %","  6.51 %","","","  1.75 %","   .22 %","  3.53 %","   .82 %","  1.56 %","  3.00 %","  1.15 %"
"2021-05-19","  2.09 %","  1.59 %","","  2.59 %","  2.86 %","   .39 %","  2.27 %","   .71 %","  1.37 %","  3.45 %","  1.22 %"
"2021-05-20","  2.23 %","","","  2.54 %","  3.06 %","   .56 %","  2.20 %","   .61 %","  1.70 %","  5.10 %","  1.13 %"
"2021-05-21","  2.52 %","  3.51 %","","  1.03 %","  3.26 %","  1.03 %","   .58 %","   .71 %","  1.52 %","  5.32 %","  1.39 %"
