"date","Kansas/Allen","Kansas/Anderson","Kansas/Atchison","Kansas/Barber","Kansas/Barton","Kansas/Bourbon","Kansas/Brown","Kansas/Butler","Kansas/Chase","Kansas/Chautauqua","Kansas/Cherokee","Kansas/Cheyenne","Kansas/Clark","Kansas/Clay","Kansas/Cloud","Kansas/Coffey","Kansas/Comanche","Kansas/Cowley","Kansas/Crawford","Kansas/Decatur","Kansas/Dickinson","Kansas/Doniphan","Kansas/Douglas","Kansas/Edwards","Kansas/Elk","Kansas/Ellis","Kansas/Ellsworth","Kansas/Finney","Kansas/Ford","Kansas/Franklin","Kansas/Geary","Kansas/Gove","Kansas/Graham","Kansas/Grant","Kansas/Gray","Kansas/Greeley","Kansas/Greenwood","Kansas/Hamilton","Kansas/Harper","Kansas/Harvey","Kansas/Haskell","Kansas/Hodgeman","Kansas/Jackson","Kansas/Jefferson","Kansas/Jewell","Kansas/Johnson","Kansas/Kearny","Kansas/Kingman","Kansas/Kiowa","Kansas/Labette","Kansas/Lane","Kansas/Leavenworth","Kansas/Lincoln","Kansas/Linn","Kansas/Logan","Kansas/Lyon","Kansas/Marion","Kansas/Marshall","Kansas/McPherson","Kansas/Meade","Kansas/Miami","Kansas/Mitchell","Kansas/Montgomery","Kansas/Morris","Kansas/Morton","Kansas/Nemaha","Kansas/Neosho","Kansas/Ness","Kansas/Norton","Kansas/Osage","Kansas/Osborne","Kansas/Ottawa","Kansas/Pawnee","Kansas/Phillips","Kansas/Pottawatomie","Kansas/Pratt","Kansas/Rawlins","Kansas/Reno","Kansas/Republic","Kansas/Rice","Kansas/Riley","Kansas/Rooks","Kansas/Rush","Kansas/Russell","Kansas/Saline","Kansas/Scott","Kansas/Sedgwick","Kansas/Seward","Kansas/Shawnee","Kansas/Sheridan","Kansas/Sherman","Kansas/Smith","Kansas/Stafford","Kansas/Stanton","Kansas/Stevens","Kansas/Sumner","Kansas/Thomas","Kansas/Trego","Kansas/Unassigned","Kansas/Wabaunsee","Kansas/Wallace","Kansas/Washington","Kansas/Wichita","Kansas/Wilson","Kansas/Woodson","Kansas/Wyandotte"
"2020-04-01","","","   .00 %","","   .00 %","   .00 %",""," 66.67 %","","   .00 %","   .00 %","","","   .00 %",""," 14.29 %","","","   .00 %","","","   .00 %"," 29.17 %","","","","","   .00 %","-##.## %","   .00 %","","   .00 %","","","","","","",""," ##.## %","","","   .00 %","   .00 %","","  6.72 %","","","","   .00 %","","  4.17 %","","   .00 %","","  9.09 %","",""," 66.67 %","","","   .00 %"," 20.00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %",""," 14.29 %","",""," ##.## %","","","","   .00 %",""," 10.34 %","","  5.88 %","","","","   .00 %","","-50.00 %","   .00 %","","","","","","","",""," 50.00 %"," 17.72 %"
"2020-04-02","","   .00 %","   .00 %",""," ##.## %","   .00 %",""," 40.00 %","","   .00 %"," 33.33 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","",""," ##.## %","   .00 %","   .00 %","","   .00 %","","","","","","","","   .00 %","","","   .00 %","   .00 %",""," 12.59 %","","","","   .00 %","","  8.00 %",""," 20.00 %",""," 33.33 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","",""," 20.00 %","","",""," ##.## %",""," 23.44 %",""," 11.11 %","","","","   .00 %",""," ##.## %","   .00 %","","","","","","","","","   .00 %"," 13.98 %"
"2020-04-03","","","   .00 %",""," 50.00 %","   .00 %","","   .00 %",""," ##.## %"," 25.00 %","","","   .00 %","   .00 %"," 12.50 %","","   .00 %","-20.00 %","","","   .00 %","   .00 %","","","",""," 33.33 %","   .00 %"," 28.57 %","","   .00 %","","","","","","","","   .00 %","","","   .00 %"," ##.## %","","  6.83 %","","","","   .00 %",""," 14.81 %","","-16.67 %","","  6.25 %","   .00 %",""," 20.00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""," 12.50 %","",""," 83.33 %","","",""," 33.33 %","","  7.59 %",""," 30.00 %","","","","   .00 %","","-50.00 %"," ##.## %","","","","","","","","","   .00 %"," 29.25 %"
"2020-04-04","",""," ##.## %","","   .00 %","   .00 %",""," 14.29 %",""," 50.00 %","   .00 %","","","   .00 %","   .00 %"," 27.78 %","","   .00 %","   .00 %","","","   .00 %","  3.23 %","","","",""," ##.## %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","  7.56 %","","",""," ##.## %","","  6.45 %","","   .00 %",""," 11.76 %"," ##.## %",""," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %"," ##.## %"," ##.## %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","",""," 25.00 %",""," 14.12 %","","  3.85 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","  8.76 %"
"2020-04-05","","-##.## %","   .00 %","","   .00 %"," 33.33 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  4.35 %","","   .00 %"," 50.00 %","","","   .00 %","  3.12 %","","","",""," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","  3.78 %","","","","   .00 %","","  9.09 %","","   .00 %",""," 26.32 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %"," 50.00 %","","","   .00 %","   .00 %",""," 11.11 %","",""," 18.18 %","","","","   .00 %",""," 11.34 %",""," 18.52 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","  6.04 %"
"2020-04-06","","   .00 %","   .00 %","","   .00 %"," 50.00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 20.83 %","","   .00 %","-33.33 %","","","   .00 %","  9.09 %","","","","","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","","","","","   .00 %","",""," 50.00 %","","","   .00 %"," 50.00 %","   .00 %"," 10.42 %","","",""," 25.00 %",""," 11.11 %","","   .00 %",""," -4.17 %"," 50.00 %",""," 12.50 %","","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","",""," 50.00 %","   .00 %","","   .00 %","   .00 %","","  7.69 %","","",""," 40.00 %",""," 14.81 %",""," 25.00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %"," 17.72 %"
"2020-04-07","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %"," ##.## %"," 10.34 %","","   .00 %"," 50.00 %","","","   .00 %","  5.56 %","","","",""," 10.00 %","   .00 %","   .00 %"," ##.## %","   .00 %","","","","","   .00 %","",""," 33.33 %","","","   .00 %","   .00 %","   .00 %","  3.30 %","","",""," 60.00 %","","  7.50 %","","   .00 %","","  8.70 %","   .00 %",""," 11.11 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""," 10.00 %"," ##.## %",""," 21.43 %","","","","   .00 %","   .00 %","  8.06 %","   .00 %"," 17.50 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","  4.84 %"
"2020-04-08","","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %"," 50.00 %","  9.38 %","","   .00 %","-33.33 %","","","   .00 %","   .00 %","","","","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","   .00 %"," 66.67 %"," ##.## %"," 11.42 %","","",""," 12.50 %",""," 37.21 %","","   .00 %","","  4.00 %","   .00 %",""," 10.00 %","","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","",""," 66.67 %","   .00 %",""," -9.09 %"," 50.00 %",""," 11.76 %","   .00 %","","","   .00 %","   .00 %"," 14.93 %"," ##.## %","  6.38 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %"," 25.64 %"
"2020-04-09","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.86 %","","   .00 %"," 50.00 %","","","   .00 %","   .00 %","","","","","  9.09 %","   .00 %","   .00 %"," 25.00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","  3.28 %","","",""," 22.22 %","","  3.39 %","","   .00 %","","  3.85 %","   .00 %",""," 18.18 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %",""," 10.00 %","   .00 %","","  5.26 %","   .00 %","",""," 14.29 %","   .00 %","  4.55 %","   .00 %"," 12.00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %"," ##.## %","","","","","   .00 %"," 11.02 %"
"2020-04-10","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %"
"2020-04-11","","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.00 %","","","   .00 %","   .00 %","  5.56 %","","   .00 %","   .00 %","","","   .00 %","  2.63 %","","","   .00 %",""," 25.00 %"," ##.## %"," 20.00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 12.30 %","","",""," 63.64 %",""," 22.95 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 27.27 %","   .00 %","   .00 %",""," ##.## %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 33.33 %","","   .00 %","   .00 %","","","   .00 %","   .00 %"," 18.63 %","   .00 %"," 30.36 %","","","","   .00 %",""," ##.## %","   .00 %","","","   .00 %","-85.71 %","","","","","   .00 %"," 15.81 %"
"2020-04-12","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"," 50.00 %","  7.42 %","   .00 %","","","   .00 %",""," 13.33 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 33.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 12.50 %","   .00 %","  2.62 %"," 66.67 %","  1.37 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","  5.40 %"
"2020-04-13","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 12.50 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  5.26 %","","   .00 %","   .00 %","","","   .00 %","  2.56 %","",""," ##.## %",""," 13.33 %"," 23.08 %","   .00 %"," 60.00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","  1.64 %","   .00 %","","","   .00 %","","  5.88 %","","   .00 %",""," 11.11 %"," 33.33 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 18.18 %","   .00 %","","  5.00 %","   .00 %","",""," 11.11 %","   .00 %","  2.04 %"," 20.00 %","  5.41 %","","","","   .00 %"," ##.## %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","  1.51 %"
