"date","Hawaii/Hawaii","Hawaii/Honolulu","Hawaii/Kalawao","Hawaii/Kauai","Hawaii/Maui","Hawaii/Out of HI","Hawaii/Unassigned"
"2020-07-09","97","842","","43","130","18","0"
"2020-07-10","98","867","","43","131","19","0"
"2020-07-11","100","905","","43","133","19","0"
"2020-07-12","101","923","","43","134","19","0"
"2020-07-13","102","942","","43","135","21","0"
"2020-07-14","105","960","","43","135","21","0"
"2020-07-15","107","986","","43","135","21","0"
"2020-07-16","107","1002","","43","135","21","3"
"2020-07-17","109","1025","","43","135","22","0"
"2020-07-18","111","1040","","43","135","22","3"
"2020-07-19","113","1065","","43","135","22","3"
"2020-07-20","114","1079","","43","135","22","0"
"2020-07-21","114","1100","","43","139","22","0"
"2020-07-22","114","1117","","43","139","22","0"
"2020-07-23","117","1167","","43","141","22","0"
"2020-07-24","117","1225","","43","141","23","0"
"2020-07-25","117","1291","","43","146","23","0"
"2020-07-26","117","1345","","45","153","23","0"
"2020-07-27","117","1373","","45","153","23","0"
"2020-07-28","116","1419","","45","154","23","0"
"2020-07-29","116","1516","","47","163","23","0"
"2020-07-30","115","1637","","47","167","23","0"
"2020-07-31","115","1755","","47","171","23","0"
"2020-08-01","115","1842","","47","170","23","0"
"2020-08-02","115","1886","","47","171","23","0"
"2020-08-03","117","2083","","47","178","23","0"
"2020-08-04","122","2221","","47","178","23","0"
"2020-08-05","122","2394","","47","177","23","0"
"2020-08-06","123","2541","","47","180","23","0"
"2020-08-07","123","2741","","47","181","23","0"
"2020-08-08","128","2964","","47","184","23","0"
"2020-08-09","131","3111","","48","185","23","0"
"2020-08-10","131","3249","","49","186","23","0"
"2020-08-11","133","3361","","49","190","23","0"
"2020-08-12","135","3558","","51","191","23","0"
"2020-08-13","139","3900","","52","198","23","0"
"2020-08-14","144","4117","","53","206","23","0"
"2020-08-15","145","4390","","54","213","23","0"
"2020-08-16","148","4591","","54","226","23","0"
"2020-08-17","149","4754","","54","235","23","0"
"2020-08-18","152","4878","","54","242","23","0"
"2020-08-19","159","5111","","54","262","23","0"
"2020-08-20","164","5340","","54","263","23","0"
"2020-08-21","177","5547","","56","269","23","0"
"2020-08-22","192","5806","","56","279","23","0"
"2020-08-23","200","6031","","56","290","23","0"
"2020-08-24","209","6181","","56","300","23","0"
